GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16USSRISA,G16USSDBAR,G16USSLBUC,G16PSCRECH,G16PSCLHOS
1306700MB01,13,067,00MB01,798,393.99999999999994,66,913,280,48,963,218
1306700MC01,13,067,00MC01,693.4991430534939,1424.1636652775767,51.875187657689665,717.1538242867182,1286.4066003888374,80.77029341102566,918.5134772390468,889.056016109221
1306700MD01,13,067,00MD01,1614,1039,173,1879,766,173,1986,649
1306700ME01,13,067,00ME01,954.6615055428491,1119.0627197463914,49.22900918822124,958.5348714926789,989.63705765732,75.13815393128316,1106.0315304501505,737.5318558056684
1306700MK01,13,067,00MK01,753,442.00000000000006,52,816.0000000000001,356,65,858,297
1306700ML01,13,067,00ML01,1178.658866149764,507.228498761845,75.53992526312854,1217.5463423197546,415.9467153514252,101.78250973752041,1274.8338937831913,377.1131755163505
1306700MR1A,13,067,00MR1A,508.6206156245234,1209.0433757610078,107.64877030458653,581.2228560035527,1052.3668222482745,146.69430759156558,695.712635242531,881.4765397080151
1306700MR2A,13,067,00MR2A,987.2522710845192,638.2943303439743,95.14554649670823,1120.6673216242443,498.7235780917053,95.30505049547634,1171.665065832373,434.48480469523065
1306700MR2B,13,067,00MR2B,986.6113978146053,1377.9987676264084,99.29031957317541,1130.047157691116,1173.680109714463,111.2792831204613,1275.340391084735,883.7519816868308
1306700MR3A,13,067,00MR3A,1448.1806018960856,2047.7329422721252,171.67418241734524,1684.7876392492549,1687.6349660029507,189.0857966349528,1821.8011612900716,1332.6819366140296
1306700MR4A,13,067,00MR4A,999.1657784102474,368.4081825930288,69.31934879047044,1116.0163072961293,242.6418638727251,82.19310469848668,1135.8256157452358,224.81098056442158
1306700MR4B,13,067,00MR4B,607.9742069926158,598.3509525932931,70.32999582622861,703.0990805976354,463.0511534599139,77.45058388129577,757.8674168859412,404.3109993736926
1306700MR4C,13,067,00MR4C,1706.0347385658456,827.9071916290583,87.63225571434967,1823.9910995537482,657.8439331070477,112.30092795602003,1931.5250907508432,523.0168202443473
1306700MR5A,13,067,00MR5A,405.83694658104196,1312.449815484866,63.484444470177834,506.5569190734622,1093.7736925434838,100.77128924415359,537.1560534884719,662.8909115845042
1306700MR5B,13,067,00MR5B,311.3212488313817,949.3039301329026,54.85738204181223,349.5715763123916,840.1338436403925,70.71640220458728,480.68817825155793,635.5755047449541
1306700MR6A,13,067,00MR6A,385.684769093185,940.7939291984902,71.94132896089937,441.10253476297305,851.5460377500018,86.26150497444516,569.7066227404605,664.8472047232005
1306700MR6B,13,067,00MR6B,1096.0486617922122,1055.28595912052,95.49385662244005,1252.6520089590376,850.2561019016447,99.53136471336856,1403.9483382367025,622.0084854916712
1306700MR7A,13,067,00MR7A,303.5625397735057,1293.9102034361224,56.881391683786994,317.27034910344724,1170.5746338057581,103.93917801192217,479.9724532447574,925.1911570885478
1306700MS01,13,067,00MS01,1406.0462068463069,407.42315147016683,61.083800597460936,1376.1746380066882,358.08544943068193,93.72516289845932,1430.4893464748452,326.73166516142413
1306700MS02,13,067,00MS02,981.2905580056276,619.9178063681907,75.5027518498635,1009.8440883128188,524.6867005384763,104.80986381383876,1065.7356117064244,496.5976071788465
1306700MT01,13,067,00MT01,1659.393146561704,1168.8244964112064,150.94420004630703,2053.635563787914,748.7626765454967,151.9372539939801,2171.8089835610094,584.9087751794397
1306700MT03,13,067,00MT03,1182.0734473267844,959.0479958702492,74.00611072266462,1456.0889911067661,641.033104691717,72.00569543083303,1535.090830256306,481.02693464164787
1306700MT04,13,067,00MT04,1237.9265526732156,808.9520041297508,102.99388927733538,1499.9110088932339,557.9668953082829,95.99430456916697,1530.909169743694,453.9730653583521
1306700NC01,13,067,00NC01,928.8765825277471,767.2895436440256,88.17175025326657,978.5103272844775,667.7524425130539,89.22471516032351,1062.23636742314,561.2779499930552
1306700NJ01,13,067,00NJ01,791.6654400322263,2259.8609210113705,166.01312938166694,1074.489186075145,1899.2354497034694,180.67185159081765,1359.2288013368238,1431.1427626668449
1306700NP01,13,067,00NP01,1128.982006200761,1469.2959584122516,142.3887991794905,1190.163897313398,1295.7894799463807,170.7573766286942,1358.90735474676,1049.9036564688179
1306700NS01,13,067,00NS01,985.6439678014856,575.7427240565875,88.04728018863246,1005.1471810921752,504.8083497220801,88.149995168013,1078.5885092980336,456.8496633557905
1306700OK01,13,067,00OK01,1058.4500994654609,1353.950937491423,102.96159868796566,1247.520519368857,1130.9496806329873,119.68234364815501,1369.0796010451243,887.5270572869987
1306700OR01,13,067,00OR01,762,389,55,806,314,53,861,265
1306700OR02,13,067,00OR02,859.587083944069,2305.2108906235253,109.81948807647804,997.3606235309232,2005.7031958694943,145.76041144696177,1286.8847284598198,1475.5745761548594
1306700OR03,13,067,00OR03,1063.0301995832867,1913.8437645538,119.04258233514334,1141.206172562364,1685.0057822814797,174.31489778098103,1343.5687382922144,1344.5683168088917
1306700OR04,13,067,00OR04,815.6000471817807,1863.7459082691028,81.77412317220161,905.9561402726234,1646.5769147278522,115.0880871951026,1099.1028270411077,1210.1632524304564
1306700OR05,13,067,00OR05,1085.095378564405,1226.8377581120944,104.39134709931169,1206.725663716814,1054.448377581121,113.968534906588,1344.6371681415928,814.0609636184857
1306700PE01,13,067,00PE01,501,2291,70,582,2060,100,845,1505
1306700PF01,13,067,00PF01,1061.0190773116135,936.231802592345,113.8270423673571,1170.7037506167387,756.7138647257218,145.8114462108003,1281.4277844368967,681.9150074055879
1306700PM01,13,067,00PM01,1439.6133234895588,625.3716625305024,92.41295672000687,1563.8206098099736,469.965824757093,85.88567434303182,1612.5740884872312,404.0416811210043
1306700PM02,13,067,00PM02,1259.3126515630843,415.4324011440798,60.81710443170948,1367.9469534460188,299.88893969911805,60.85681777392436,1406.1996840236814,254.62977555644233
1306700PO01,13,067,00PO01,1662.1418918918919,868.6306306306307,133.72522522522522,1843.4527027027027,670.1216216216216,125.70045045045045,1916.063063063063,591.0653153153153
1306700PP01,13,067,00PP01,1317,800,107,1415,642,115,1508,524
1306700PR01,13,067,00PR01,1043,588,101,1089,522,102,1124,452
1306700PS1A,13,067,00PS1A,1183.9967790187025,2062.1098712333,103.81232063778519,1262.3053221153211,1833.3152965391241,145.9871611116673,1493.4375161152227,1385.5579185867016
1306700PS2A,13,067,00PS2A,451.8609559034324,1561.3763611745067,65.88443628809786,521.8864165798789,1393.9941272251647,70.0164733535859,700.5168884712709,1026.3112211595355
1306700PS3A,13,067,00PS3A,518.4025396238053,1169.882055605488,45.38479992593984,537.4466155485721,1050.1284334420952,72.8226733187502,668.0741186298474,798.1553990284428
1306700PT01,13,067,00PT01,1072.1403319815795,637.9678008485432,90.57567542911416,1107.5829875842762,531.6398340404527,134.8789949324852,1175.5147441561119,505.05784233843
1306700RM01,13,067,00RM01,1383,854,111,1514,661,134,1624,551
1306700RS01,13,067,00RS01,97.29704045614987,962.4762421938636,25.539505837632362,125.34971490632635,878.2305185989682,33.432799348357314,207.05891935921804,657.2872658159109
1306700RW01,13,067,00RW01,2294.291569992266,1534.9899458623356,186.11343129672596,2693.6524877545758,1134.6483629801496,163.09538540861047,2834.7427171951535,878.4691930910028
1306700RW02,13,067,00RW02,1478.156342182891,1061.0345554150863,145.25705857564265,1873.473240623683,714.0164348925412,90.27897176569743,1959.3438685208598,512.5103244837759
1306700SA01,13,067,00SA01,1053,851,105,1160,685,127.00000000000001,1274,576
1306700SF01,13,067,00SF01,1427.5383434775185,934.6800591050867,114.14734907122279,1640.935059281089,726.1271724599726,103.12782771602986,1727.20394736863,542.506899978959
1306700SI01,13,067,00SI01,768,537,58,899,399,52,986,275
1306700SM01,13,067,00SM01,1310.5973538794522,1022.6686625733754,114.19181971115013,1462.8592608845242,776.2005699436471,150.58775839654513,1610.2423213358936,626.9824808178626
1306700SM03,13,067,00SM03,1154.736847139925,1327.1092340814969,126.43605590131591,1282.8875476877488,1102.063691394538,168.54137628122754,1416.0076841074676,910.1353707052248
1306700SN1A,13,067,00SN1A,398.02359781524564,1272.4667767601977,83.50031243473907,488.51162584984877,1113.896544160158,114.63711786803101,613.0221172204277,885.0682628722926
1306700SN2A,13,067,00SN2A,790.2087747160724,2229.1188705310046,153.7448995687234,942.3078957830356,1968.31062680265,178.87775223399177,1223.6797302583625,1500.063256394384
1306700SN3A,13,067,00SN3A,1337.9013852738165,2219.3923059142026,213.7956210894678,1593.806805153313,1859.8234807908739,271.3959563025342,1889.937145856767,1478.3315257753534
1306700SN4A,13,067,00SN4A,1741.9282381114097,2038.9166652385798,232.7319426809456,2088.586971655039,1659.3527955603342,208.6328941266169,2370.360288967107,1206.1932660597417
1306700SN5A,13,067,00SN5A,686.2213467075306,1367.7528149709754,86.52479446910529,783.2625585278781,1153.3757751906433,133.351610549619,942.1193832108188,929.5593927750768
1306700SN6A,13,067,00SN6A,1606.4713822273204,2119.547782090893,208.28229027875867,1928.0539873404734,1751.736556006607,216.823498617169,2197.573729370154,1341.3603768291944
1306700SN7A,13,067,00SN7A,1525.7983124554046,2731.8382580662183,211.53648914760257,1924.2305331370637,2261.459896932414,222.65184507803554,2346.1904440421376,1630.7228666761057
1306700SO01,13,067,00SO01,975.5940959409594,583.5608856088561,80.80073800738008,1117.2447724477245,426.94710947109473,84.79089790897909,1201.038130381304,342.15621156211563
1306700SO02,13,067,00SO02,1475.4957533170996,1357.495420638505,148.85410077935575,1778.7466494685802,1041.8942103014065,156.8775890616866,1947.5617523092662,791.2895861525353
1306700SO03,13,067,00SO03,1183.5600930630942,704.818338340623,83.63629585746658,1353.7714909096885,511.75956300729496,87.540961544203,1395.2599721381978,427.39209219585143
1306700SW01,13,067,00SW01,833.4795458924881,1071.8581592577154,46.64542860953894,828.3382743074212,958.1925587778773,72.67863023361258,961.3862857704917,720.7637022615982
1306700SW02,13,067,00SW02,381.43204148471614,1140.3125,38.8403384279476,423.26009825327515,985.9470524017468,63.73799126637555,511.8957423580786,710.081058951965
1306700TM01,13,067,00TM01,873.4863764851159,2006.8215261267292,157.1233104489643,1019.1415716754484,1749.322896020883,193.5168481857737,1199.3921990355407,1436.607986569343
1306700TR01,13,067,00TR01,1000.708430007734,767.0100541376644,87.88656870327404,1280.347512245424,502.3516370198505,73.90461459138953,1350.2572828048465,363.5308069089972
1306700VA01,13,067,00VA01,1541,599,100,1626,471,110.00000000000001,1678.0000000000002,430
1306700VG01,13,067,00VG01,523.180931955547,770.0150126730357,58.131214661727434,630.5000974848898,626.9227919672451,68.86313121466173,737.8192630142328,435.5369467732502
1306700VG02,13,067,00VG02,1329.5289805153775,2565.0782014780707,204.98931391483652,1659.3606058225535,2125.8835291261184,233.43313421326275,1991.5511217838448,1652.0184922025696
1306700VG03,13,067,00VG03,984.8171537890711,1593.3785603139709,121.11662576841398,1238.9635160572184,1309.449421217525,100.26868198860502,1410.71086243374,978.8605984234114
1306700VG04,13,067,00VG04,1263.3800913176033,1010.5797350579434,95.31828354524492,1544.8269484389757,725.3829134977344,103.09279914188683,1639.2459868817964,562.3847217435999
1306700WG02,13,067,00WG02,1415.7989935347498,1362.8439147363435,158.86523639521891,1514.7150841204523,1179.999020017318,182.84489471902558,1628.6184611585336,989.1609058570235
1306700WL01,13,067,00WL01,1201.3197646305896,718.6893102642828,105.12742570355199,1367.6122380162083,544.7512059184057,104.1717218335197,1429.7329895683072,465.4277847057257
13069000001,13,069,000001,5970.605780213485,3167.327115510217,171.6860527467018,5669.072450468756,2665.421891951571,225.8269125240099,6081.2857051609735,1711.4468673874276
13069000002,13,069,000002,1004.5328330206379,229.20888055034396,17.93808630393996,892.9180737961226,205.29143214509068,34.87961225766104,917.8320825515948,141.51156973108192
13069000003,13,069,000003,151,50,1,132,43,4,133,33
13069000004,13,069,000004,1132.427323915756,383.8064532500522,28.290461799164675,1025.890071682661,332.81246338735883,46.57319669349204,1079.47747564337,230.5955665015517
13069000005,13,069,000005,790.8864740475582,223.27409869598569,6.9463052927639986,688.6765533111736,206.40450012784453,31.754538481206854,729.3620557402198,154.8033750958834
13069000006,13,069,000006,551.4646044693787,45.84878790137634,7.037646098538606,486.6074444262446,45.693122528979586,18.01420630068467,473.8710988983803,58.28651006178572
13071000001,13,071,000001,317,1089,20,379,836,34,489,562
13071000002,13,071,000002,1532.9852900908118,902.2169979810529,71.26961832092266,1576.6195337213198,684.0701808878463,82.27762360941958,1707.744408047997,451.03086659419165
13071000007,13,071,000007,623.0813101028484,146.08126409109843,12.918751246151562,599.2313078022609,119.2500115029375,19.875001917156247,603.2063081856921,105.33751016092812
13071000008,13,071,000008,686.6853303471445,75.74468085106383,10.963045912653975,651.8029115341545,59.798432250839866,17.93952967525196,642.8331466965286,75.74468085106383
13071000009,13,071,000009,104,38,3,101,25,5,108,19
13071000010,13,071,000010,251,149,6,244,115,7,238,92
13071000011,13,071,000011,573,86,8,537,71,10,548,61
13071000012,13,071,000012,399,51,5,366,51,10,382,52
13071000013,13,071,000013,265,23,1,263,12,2,268,9
13071000014,13,071,000014,808.9186898971516,139.91873590890157,13.081248753848438,783.7686921977391,110.74998849706252,16.124998082843753,804.7936918143079,101.66248983907188
13071000015,13,071,000015,480.31964483906773,74.58379578246394,9.944506104328523,455.4583795782464,70.60599334073252,5.966703662597115,452.47502774694783,65.63374028856826
13071000016,13,071,000016,245,27,6,236,24,10,233.99999999999997,27
13071000017,13,071,000017,745,131,15,710,101,25,716,95
13071000018,13,071,000018,550.3293795620438,61.03832116788321,14.767335766423358,534.5775547445255,55.131386861313864,13.782846715328466,544.4224452554745,49.22445255474452
13071000019,13,071,000019,1007,279,26,964,235,38,1001,188
13071000020,13,071,000020,422.099285146942,80.30659253375696,7.834789515488483,402.5123113582208,64.63701350277998,13.710881652104845,392.7188244638602,64.63701350277998
13071000021,13,071,000021,128,17,1,116,15,3,133,6
13071000022,13,071,000022,254,22,2,236,23,9,247,21
13071000023,13,071,000023,494,69,6,451,52,14,456,50
13073000010,13,073,000010,1523.951622737443,176.99438138092347,46.99850805030171,1472.9532416615834,152.99514322757793,45.998539793912315,1516.951844942717,155.9950479967461
13073000015,13,073,000015,773.0026212551845,330.4643778057169,48.744455262864165,778.7598403807197,280.56847871774573,41.45197770385299,858.9770935298425,214.93618068664514
13073000016,13,073,000016,672,207,26,661,178,36,693,162
13073000017,13,073,000017,2664.4975327055936,1413.6305716592726,200.8511722839402,2649.304693058801,1218.4266597778615,181.20167308185353,2985.0005739320563,977.0829870173403
13073000018,13,073,000018,292.44710641267636,179.98179018381043,25.021348979086692,287.6083151295206,156.4623627295309,23.353326766850195,329.8098707046222,128.60701713431027
13073000020,13,073,000020,1492.9115876474905,670.0640589004653,49.91991347903047,1431.0003902529622,574.2097718045696,64.90964627060411,1558.865074773963,411.36046830613196
13073000025,13,073,000025,1080.5723099577942,162.18945059581884,26.184132763744092,1034.2258690368808,131.83069062317608,39.2439458020631,1083.807096984914,120.43226497215042
13073000026,13,073,000026,750,429,68,755.0000000000001,356,57,843,282
13073000030,13,073,000030,901.079761461051,832.2385389489377,76.55162131941856,916.641259783824,725.8099142750652,87.88893030190086,1058.2167349981364,577.0320536712635
13073000031,13,073,000031,516.4368978563066,578.1010050630297,44.32107705483228,503.9113760799409,508.72888445546613,53.95609380588277,606.0425536410761,400.8166968437006
13073000032,13,073,000032,701.4672812904779,256.2373389711218,18.029772401286383,659.4455141748437,223.20924561597622,29.033420169083815,731.5229163652643,166.15579535754534
13073000033,13,073,000033,695,713,69,703,612,85,844,477
13073000034,13,073,000034,638,702,51,616,620,68,746,476
13073000040,13,073,000040,693.3102696862621,210.39774017129483,17.38786973359181,663.1466604854867,168.2566966318069,27.669956812567673,716.1339652619022,113.29195751667888
13073000050,13,073,000050,313.78822552489294,303.2795688369847,7.039733746491429,307.4419500496108,244.55094791130543,8.608329309640414,345.0837812455231,142.31716427809644
13073000051,13,073,000051,445.1089283696309,52.54758182141477,8.500344118170036,419.60789601512084,49.45654759662566,14.682412567748242,441.2451355886446,50.229306152822936
13073000060,13,073,000060,1022.7092198581561,416.8132387706856,39.77383766745469,1000.4925137903862,352.866036249015,54.557131599684794,1083.7864460204887,266.3089046493302
13073000061,13,073,000061,1426.7476384394868,410.92243493458545,86.78770051981283,1426.1622328930102,319.332588129404,89.86504327073408,1547.5748837996996,274.18941971162707
13073000062,13,073,000062,1948.1011168891025,798.9288789702765,100.38451542380723,1964.373909769375,666.5473555472839,101.99448265353098,2148.260616890762,510.37876716495816
13073000063,13,073,000063,592.3478260869565,253.45652173913044,26.579710144927535,615.1304347826086,207.8913043478261,32.27536231884058,679.6811594202899,148.08695652173913
13073000064,13,073,000064,1285.0449379797271,738.8526742357202,71.28435188193389,1295.6412605567714,619.403219730858,74.17425803930959,1470.9622341042304,446.97215234077464
13073000065,13,073,000065,1109,396,68,1115,329,61,1200,287
13073000070,13,073,000070,822,257,39,801,214,45,874,181
13073000074,13,073,000074,784.5924936546842,439.45213628507287,64.21034612057849,781.7530109607131,376.5628247765522,64.04982881454957,878.0500820596676,291.9078229017134
13073000075,13,073,000075,983.4075063453158,432.54786371492713,56.78965387942151,986.2469890392869,381.4371752234478,53.950171185450436,1079.9499179403324,299.0921770982866
13073000076,13,073,000076,765.2625182875917,385.61280142283846,48.698523891028564,729.4840109390809,339.8958198108524,54.66160844911369,855.7026340852162,253.43109371861803
13073000080,13,073,000080,863.2709004710938,277.1520901075122,32.271784575433244,869.0712220075102,226.89694540404426,34.305064319363844,958.7756432540413,157.41438911705055
13073000085,13,073,000085,596,156,21,553,133,34,613,108
13073000090,13,073,000090,880,343,40,835,286,57,924,258
13073000100,13,073,000100,970.745284674164,424.59051523068644,58.2499381076793,978.6922674998078,357.3595118281344,52.268872812806514,1066.0633877203013,284.09063901532784
13073000105,13,073,000105,867.6302471321711,284.3675223242716,22.58325467052572,884.4987512615648,212.0129398076143,24.539244040552337,957.8185603324899,142.2731380773554
13073000107,13,073,000107,712,392,31,758,299,31,832.0000000000001,203
13073000108,13,073,000108,926,347,48,951,277,58,1040,233
13073000109,13,073,000109,1367.369752867829,528.6324776757284,45.41674532947428,1421.5012487384352,417.98706019238574,48.46075595944767,1532.1814396675102,274.7268619226446
13073000110,13,073,000110,491,269,32,468,232,28,533,181
13073000111,13,073,000111,812,349,58,839,282,57,904,254
13073000115,13,073,000115,676,349,45,648,302,54.00000000000001,728,242
13073000120,13,073,000120,964,284,53,964,224,55,1023,196
13073000125,13,073,000125,876,485.99999999999994,49.99999999999999,871.9999999999999,397.99999999999994,61,953.9999999999999,322
13073000130,13,073,000130,1119.290780141844,393.1867612293144,61.226162332545314,1114.507486209614,328.133963750985,56.44286840031521,1187.2135539795115,271.6910953506698
13073000131,13,073,000131,691.1615905414312,186.36065786583052,27.099205794438564,686.670208304208,141.52945816939945,33.31581820481583,731.0106182554107,112.93738890775099
13073000132,13,073,000132,938.4543732313431,306.25595165944566,35.0017616027556,947.2370059866007,246.3593829849486,41.49428924850275,1024.6439241754867,187.33580679603466
13073000134,13,073,000134,1215.9699805719897,555.0918164259546,45.43270097480581,1229.6075549809543,443.7633936135921,62.80844506444981,1360.5868707008894,327.43497080122967
13073000135,13,073,000135,1180.0662295682794,376.83505230963885,82.88662148307249,1225.3547959456284,314.45646088423376,58.10608516339102,1315.0774274479231,257.2048769732456
13073000136,13,073,000136,985.2547153258361,418.40948476931356,65.7500618923207,971.3077325001923,357.6404881718656,70.73112718719348,1068.9366122796987,286.90936098467216
13073000137,13,073,000137,1063,414,31,1103,313,30,1180,205
1307500000C,13,075,00000C,488.6953020134228,450.1140939597316,12.86040268456376,471.8778523489933,350.19865771812084,35.613422818791946,543.1046979865772,246.3261744966443
1307500000L,13,075,00000L,568,165,15,561,145,20,551,121
1307500000M,13,075,00000M,446,93,10,422,77,20,437,72
1307500000S,13,075,00000S,183.17596566523605,278.54077253218884,4.721030042918454,186.95278969957081,230.3862660944206,13.218884120171674,223.77682403433477,177.5107296137339
130750000DB,13,075,0000DB,1092,280,44,1034,261,50,1110,194
130750000EP,13,075,0000EP,14,261,6,43,195,8,85,114
130750000NL,13,075,0000NL,681.9029422441364,114.44683696642824,9.292211062771203,654.6137735787725,104.4225990609984,17.8849015022635,681.2992785511461,83.7679086368412
130750000RB,13,075,0000RB,710.6223427277373,115.00834913339347,10.233426690978748,678.9912571449314,102.2083988372645,22.68092069440217,704.0624732981311,86.14314156388484
13077000001,13,077,000001,2626.9207111202,729.1038932825542,128.96121646391427,2571.529789000271,631.82467043786,157.66404434806,2693.9255901055562,572.0033825750223
13077000002,13,077,000002,1273.6790557240267,253.9926562298782,37.9909708345411,1230.693014305324,209.99739719548876,62.985666881140176,1262.6928744444608,207.9816216439119
13077000003,13,077,000003,1040,172,28,979,149,53,1021,156
13077000004,13,077,000004,455,94,23,439,84,19,459,86
13077000005,13,077,000005,696,1043,64,766,879,71,890,589
13077000006,13,077,000006,2365.9053254578425,523.982056607637,127.68177548646108,2302.310012357728,439.1912764141129,162.23122645284727,2396.9226981715387,455.1861565510372
13077000007,13,077,000007,1947.6528875379938,588.7282674772036,126.36109422492402,1948.6565349544073,508.2650455927052,126.40121580547113,2047.0759878419453,501.9951367781155
13077000008,13,077,000008,2712.681413315942,655.312617360272,116.03965547910428,2680.688022562459,547.2597433881331,146.04362102701472,2770.7270171169116,531.21678328577
13077000009,13,077,000009,1018,457,45,964,411,66,1034,333
13077000010,13,077,000010,1166,217,33,1099,187,66,1142,192
13077000011,13,077,000011,1574.0157605575064,381.22759608585017,62.3900901173157,1465.7077914306956,345.33660237774325,92.72676260645146,1564.480805797487,330.3703090340947
13077000012,13,077,000012,1373.1660878447396,388.9611848825332,60.33993871297242,1315.1070480081717,336.0134831460674,83.61450459652707,1381.7607763023493,307.02655771195094
13077000013,13,077,000013,1219,234,49,1166,203,69,1199,198
13077000014,13,077,000014,1998.033771106942,493.56191369606,88.20684803001876,1925.6843339587242,397.4263602251407,152.62757973733582,2002.9892120075046,398.41744840525325
13077000015,13,077,000015,812,571,45,763,522,58,868,392
13077000017,13,077,000017,583,1214,82,610,1059,95,767,757
13077000018,13,077,000018,5061.556791104051,2028.395552025417,237.29150119142176,5100.277998411438,1661.0405083399523,323.669579030977,5458.697378872121,1351.270849880858
13077000019,13,077,000019,1032,540,50,1059,448,50,1149,326
13077000020,13,077,000020,878,306,58,895,231,81,924,230
13077000021,13,077,000021,2206.4432088959493,768.6044479745831,123.70849880857824,2174.7220015885623,646.9594916600477,152.33042096902304,2314.3026211278793,557.7291501191422
13077000022,13,077,000022,1817.347112462006,745.2717325227964,98.63890577507598,1818.3434650455927,618.7349544072948,109.59878419452887,1932.9240121580547,545.0048632218845
13077000023,13,077,000023,1982,441,126,1988,364,121,2081,373
13077000024,13,077,000024,149,317,14,167,267,16,207,170
13077000025,13,077,000025,1030.3185866840581,472.6873826397279,59.96034452089572,1040.3119774375407,392.7402566118669,65.95637897298529,1099.2729828830882,327.7832167142299
13077000026,13,077,000026,2708.059515459401,668.093215055316,134.20683426122133,2697.489956426794,558.2140650596849,170.65550309075675,2784.2155792307544,556.6481485073946
13077000027,13,077,000027,841.0013879758144,199.36281464098707,32.904542222298836,795.5156972567543,175.16829830106147,45.48569071906016,844.8725105902025,157.748246536315
13077000028,13,077,000028,2025,2097,187,2070,1829,202,2435,1353
13079000002,13,079,000002,538.022134951803,497.76865405212425,23.563013209568012,544.8946804712602,400.5712245626562,36.32631203141735,593.9842913245269,265.08389860764015
13079000003,13,079,000003,862.5780806360023,151.8137421919364,30.559909142532653,819.2027257240204,138.01249290176037,35.48892674616695,828.0749574105622,141.9557069846678
13079000004,13,079,000004,906,126,16,842,112,37,854,129
13079000005,13,079,000005,930.7452472371951,114.19683190167943,22.123023374108804,871.8708118995463,100.76625973237506,35.128876746494704,909.5365756807535,98.30888404833986
1307900001A,13,079,00001A,149.99290360733295,131.48728562980486,2.92193968066233,152.91484328799527,111.03370786516854,7.79183914843288,157.78474275576582,73.04849201655826
1307900001B,13,079,00001B,237.73845735668363,391.4068998235045,10.44618594076682,253.10487281315957,324.17198495277034,9.52488877597852,290.2683989486414,177.15766156470238
130810ARABI,13,081,0ARABI,392,81,6,376,70,10,384,46
130810CONEY,13,081,0CONEY,579,61,7,574,52,8,587,34
130810CORDE,13,081,0CORDE,2343,2582,80,2413,2020,113,2715,1249
130810JAMES,13,081,0JAMES,736.5767869780608,79.5732484076433,13.014154281670205,714.5697098372258,67.51663128096249,24.017692852087755,728.6121726822364,68.33262561924982
130810LISTO,13,081,0LISTO,499,34,20,469,36,16,471,35
13083000960,13,083,000960,1348.1232716556367,210.34200762328456,55.01191505703286,1175.162074547547,186.31564508559154,95.99588155525022,1222.2234981695253,220.17761794499265
13083000974,13,083,000974,823.0087088399448,226.7440997743645,34.29058474418152,727.8595547706948,204.8832934113257,52.61984012951566,773.9204196881337,180.28780230963204
13083001038,13,083,001038,445,94,15,372,84,30,399,72
13083001214,13,083,001214,591.8465141280744,140.20421518299608,27.07026005541644,532.5805212193926,126.17740558910424,43.129798028495756,561.630275690728,123.2550098529022
13083001222,13,083,001222,967,119,29,778,130,55,824,140
13083001885,13,083,001885,338.02150537634407,43.70967741935484,12.627240143369175,291.39784946236557,46.623655913978496,25.25448028673835,297.22580645161287,58.27956989247312
13083001889,13,083,001889,538,131,53,571,102,45,604,110
13085000001,13,085,000001,1234,363,38,1224,281,72,1250,242.99999999999997
13085000002,13,085,000002,4683,476,145,4311,420,311,4281,687
13085000003,13,085,000003,3984.1807542262677,609.2228001733854,173.04031209362807,3780.1161681837884,532.1959254443,276.07715648027744,3865.1863892501083,673.1933246640659
13087000513,13,087,000513,2154.71131869251,1356.5230467121607,39.809909738221734,2080.0676477831216,1134.5827542931947,77.62937515059733,2252.2455875272294,772.3124957443492
13087000514,13,087,000514,899.8961801038272,931.5101997063388,32.75905925932123,829.0434284943381,801.7949726209051,54.382526636575456,1015.0747528770012,512.1516752701307
13087000694,13,087,000694,386,749,11,358,660,33,479,413
13087001277,13,087,001277,367.20309787451214,69.34720101568284,6.792384784000067,342.5531419027739,59.24473857043058,10.526318128767501,356.21225073310717,44.56763880929174
13087001325,13,087,001325,362,87,9,314,82,13,355,64
13087001342,13,087,001342,262,77,2,224,66,13,241,48
13087001361,13,087,001361,497,154,9,447,132,25,485,96
13087001613,13,087,001613,424,132,3,388,113,19,402,74
13087001805,13,087,001805,667.1894033291508,567.6195525658177,12.638646218456966,610.3357818197666,480.3775345154695,43.46178008405972,694.4674088626623,335.96819017622835
130890000AA,13,089,0000AA,168.17817589671165,1548.8000337349133,25.42263720419675,219.0227762350683,1412.8893640503916,37.156075648436676,387.2012217597947,914.2236901374933
130890000AB,13,089,0000AB,832.1514026187472,820.7253628553242,128.6203622929738,1069.9910679330478,587.153293334091,88.08785959911886,1194.449597203958,436.24467242061195
130890000AD,13,089,0000AD,1050.461656085374,775.271441010212,88.77133249347766,1345.3794548630378,489.230448607409,65.09924312808107,1443.0281571330543,302.81070315829015
130890000AE,13,089,0000AE,574.0632341510903,1725.7704421950511,141.7916496243969,818.094572047708,1497.5200428695491,106.74788471863586,1071.837057393783,960.3439995130323
130890000AF,13,089,0000AF,59.57574953568586,1084.0833112231362,20.509684266383655,93.75855664632529,959.0719023613691,38.08941363756965,214.86335898116212,689.5160520031839
130890000AG,13,089,0000AG,898.3767233429297,1088.5319092323753,111.06415812390506,1220.4743314288708,766.4238823058001,88.05209420317078,1370.5620690342112,539.3136619390914
130890000AH,13,089,0000AH,956,1418,105,1206,1035,116,1370,662
130890000AI,13,089,0000AI,255.76228384188738,1807.8452029154073,64.73068244045778,364.460259555321,1623.1782858184813,112.05666270990227,645.1756853092579,1037.7683863874756
