GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16USSRISA,G16USSDBAR,G16USSLBUC,G16PSCRECH,G16PSCLHOS
13013000010,13,013,000010,761,577,54,746,491,80,794,414
13013000011,13,013,000011,1220.6092789267748,445.4220234768027,95.58412520961431,1172.8172163219676,397.62996087199554,116.61263275572945,1234.9468977082167,378.51313583007266
13013000012,13,013,000012,1272,287,71,1191,269,102,1228,285
13013000013,13,013,000013,978,329,81,956,294,76,1011,267
13013000014,13,013,000014,577,124,32,545,106,43,553,132
13013000015,13,013,000015,1604,295,46,1491,255.00000000000003,111,1523,311
13013000016,13,013,000016,2047,935,151,2034,760,192,2115,745
13015000001,13,015,000001,2837.8380636864363,565.0622014610426,98.99333007187512,2624.9039918284584,496.06125579323214,188.96898234598297,2707.916843213788,541.0085566019559
13015000002,13,015,000002,1599.6041847777017,426.48391774945026,73.8720703652888,1452.8476735998884,392.0083370184757,133.95516482971445,1520.805361827554,432.3940632179721
13015000003,13,015,000003,2306.130362362582,1070.6336567644726,128.05592807405824,2236.7041405073073,933.8957684177437,161.95630239387134,2419.4010364366927,795.5963492431805
13015000004,13,015,000004,3065.043890626019,1223.722057607497,119.3948876037835,3032.392664694828,1009.6931510840453,190.56129076085946,3169.2605814388817,861.8298415618907
