GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16USSRBLU,G16USSDKAN,G16USSLDIN,G16USSGMCF,G16USSCRYM,G16GOVRGRE,G16GOVDKOS,G16GOVLSPR,G16GOVGFIT,G16GOVITUR,G16LTGRPAR,G16LTGDCAR,G16LTGLHED,G16LTGGLEA,G16ATGRHAW,G16ATGDHEN,G16TRERSCH,G16TREDBAK,G16TRELOTO,G16TREGHEX,G16SOSRASH,G16SOSDSMI,G16SOSLMOR
29003000013,29,003,000013,647.3088624338624,213.66865079365078,47.2718253968254,6.933201058201058,0.6302910052910052,539.5291005291004,336.5753968253968,20.169312169312168,8.824074074074074,8.193783068783068,569.1527777777777,327.12103174603175,13.23611111111111,3.7817460317460316,4.412037037037037,552.7652116402116,287.4126984126984,25.841931216931215,31.514550264550262,591.843253968254,294.34589947089944,588.061507936508,258.41931216931215,24.581349206349206,12.605820105820106,609.4914021164021,251.48611111111111,34.035714285714285
29003000014,29,003,000014,548.2762660718971,201.37800227411878,35.35575526983294,8.661261261261261,2.786106008921543,443.03576051779936,315.71863465407154,19.29885856730517,8.746212717571941,8.222395696667542,469.69627394384673,307.5642001224525,8.661261261261261,6.87181842036211,1.8234234234234235,478.81339106096385,251.99787457360273,21.54415726406018,26.136696405143006,500.830394472142,276.27716697279806,506.739530307006,236.85268958278667,24.279292399195313,11.447367270182804,533.8558995889093,225.33736114755533,23.45253214379428
29003000015,29,003,000015,93.7399691713063,25.9213101427936,3.7217633706038433,1.2985781990521328,1.0040683139311952,82.77695593490698,36.40534747465452,3.8779237411616743,1.096301323639933,1.7775541035905458,77.31643890243716,46.0666037822666,1.7314375987361768,0.5250924093927821,0.4328593996840442,82.07789229896163,37.16833847144895,2.919971932084848,2.5793455421095413,94.13402812926579,30.132544210800777,87.59502062915075,31.26446724643016,3.352831331768892,1.0040683139311952,89.06025399162563,30.941651712449577,5.314851454776914
29003000016,29,003,000016,148.56516183986372,33.78449744463373,6.9301533219761495,0.43313458262350935,0.43313458262350935,132.97231686541738,49.377342419080065,2.598807495741056,3.0319420783645654,1.299403747870528,119.54514480408858,69.3015332197615,0.8662691652470187,0.43313458262350935,0.8662691652470187,129.9403747870528,46.77853492333901,5.6307495741056215,6.49701873935264,143.3675468483816,44.17972742759795,139.90247018739353,40.71465076660988,3.0319420783645654,0.8662691652470187,139.90247018739353,39.84838160136286,8.229557069846678
29003000017,29,003,000017,121.70878378378379,28.163963963963965,5.971621621621622,0.34527027027027024,0.25157657657657656,102.14166666666667,50.58355855855856,3.2193693693693692,0.7619369369369369,0.7547297297297297,99.43468468468468,53.16216216216216,2.2202702702702704,0.9414414414414415,0.8621621621621621,101.24549549549549,43.956756756756754,4.088738738738739,3.3274774774774776,111.3831081081081,41.42207207207207,111.06013513513514,34.96891891891892,3.2986486486486486,2.05518018018018,118.98536036036036,29.997072072072072,4.742567567567567
29003000018,29,003,000018,96.84834123222748,27.519747235387044,3.704581358609795,1.5876777251184835,1.0584518167456556,86.26382306477093,37.57503949447077,4.233807266982622,1.0584518167456556,2.116903633491311,78.85466034755135,49.21800947867298,2.116903633491311,0.5292259083728278,0.5292259083728278,84.67614533965245,39.691943127962084,3.175355450236967,2.646129541864139,98.96524486571879,30.69510268562401,91.02685624012638,32.812006319115326,3.704581358609795,1.0584518167456556,92.08530805687204,32.812006319115326,5.821484992101106
29003000019,29,003,000019,323.68838862559244,71.97156398104265,15.432069510268562,0.6970774091627172,0.6591627172195893,272.76342812006317,130.44194312796208,8.469984202211691,1.8258293838862558,1.9016587677725119,263.4826224328594,138.85939968404423,5.984992101105846,2.3712480252764614,2.3712480252764614,268.56635071090045,114.8436018957346,10.727488151658768,8.356240126382307,297.0067140600316,106.03238546603475,295.271327014218,89.85071090047393,8.432069510268562,5.325829383886256,316.3471563981043,76.43404423380727,12.667061611374407
29003000020,29,003,000020,113.125,25,5.416666666666667,0.20833333333333334,0.20833333333333334,95.20833333333333,45.625,2.9166666666666665,0.625,0.625,92.08333333333333,48.333333333333336,2.0833333333333335,0.8333333333333334,0.8333333333333334,93.75,40,3.75,2.9166666666666665,103.54166666666667,37.083333333333336,103.125,31.25,2.9166666666666665,1.875,110.625,26.458333333333336,4.375
29003000021,29,003,000021,168.43228279386713,38.30238500851789,7.8568994889267465,0.49105621805792166,0.49105621805792166,150.75425894378193,55.98040885860307,2.94633730834753,3.4373935264054514,1.473168654173765,135.53151618398638,78.56899488926746,0.9821124361158433,0.49105621805792166,0.9821124361158433,147.31686541737648,53.03407155025554,6.383730834752981,7.365843270868824,162.53960817717206,50.08773424190801,158.6111584327087,46.15928449744463,3.4373935264054514,0.9821124361158433,158.6111584327087,45.17717206132879,9.330068143100512
29005000002,29,005,000002,405,122,20,2,0,361,164,17,1,3,330,203,12,0,1,338,181,11,15,381,156,345,169,20,3,386,135,22
29005000004,29,005,000004,794.0006351940929,225.00014093368938,38.000032752195416,8.00000396996308,3.0000019849815405,725.0005716746837,269.0002104080433,34.00001587985232,8.000006947435391,5.000005954944621,671.0005716746837,328.0002223179325,24.000013894870783,6.00000198498154,8.000006947435391,686.0005538098497,280.000198498154,29.000017864833865,25.000017864833865,742.0005845770636,262.00020445309866,676.0005677047205,281.0001895657371,28.000021834796943,10.000009924907703,787.0006203067313,204.00015185108785,34.00002481226925
29005000005,29,005,000005,639.9993648059071,141.99985906631062,32.999967247804584,3.999996030036919,1.9999980150184595,575.9994283253163,211.99978959195673,15.999984120147676,6.999993052564609,5.999994045055379,575.9994283253163,223.99977768206747,13.999986105129217,1.9999980150184595,6.999993052564609,557.9994461901503,199.99980150184595,17.999982135166135,17.999982135166135,588.9994154229364,205.99979554690134,571.9994322952795,190.99981043426288,21.999978165203057,9.999990075092299,624.9993796932686,152.99984814891215,24.999975187730744
29005000006,29,005,000006,60,18,2,0,0,50,18,2,0,3,43,25,4,1,1,47,17,7,1,47,24,40,27,2,1,50,16,8
29005000007,29,005,000007,161,34,11,0,0,149,41,3,3,2,126,62,3,0,6,135,46,4,6,152,36,135,39,11,4,150,31,10
29007000502,29,007,000502,274.2522236340534,61.24078780177891,4.4377382465057185,2.662642947903431,0,239.63786531130876,91.41740787801778,3.5501905972045744,4.4377382465057185,5.325285895806862,240.5254129606099,99.40533672172808,2.662642947903431,0,2.662642947903431,244.96315120711563,86.97966963151207,5.325285895806862,5.325285895806862,262.7141041931385,77.2166454891995,252.06353240152478,74.55400254129606,3.5501905972045744,3.5501905972045744,259.16391359593393,67.45362134688692,12.42566709021601
29007000506,29,007,000506,547.7477763659466,119.75921219822109,19.562261753494283,4.33735705209657,2,462.36213468869124,200.5825921219822,14.449809402795426,9.562261753494282,7.674714104193138,454.4745870393901,221.59466327827192,13.33735705209657,2,6.33735705209657,480.03684879288437,170.02033036848792,22.67471410419314,14.67471410419314,523.2858958068615,158.7833545108005,488.93646759847525,158.44599745870394,21.449809402795424,6.449809402795426,504.83608640406607,143.5463786531131,30.57433290978399
29007000508,29,007,000508,838.2364043262648,244.63098683046846,40.48432442442893,7.802372972912359,9.944057373847077,718.5604999020318,366.214195726011,21.497624301064995,13.815132396373947,15.92846913882264,685.0741578169409,411.82134651538917,13.253444082818739,9.75570820209636,29.81105344970565,700.0851747446379,373.2355612559504,33.252819533933845,24.610498662288688,795.9925380159348,328.2915296444892,777.3147952097955,299.72343606389546,29.514533914121696,11.11167228786248,828.6987399072314,259.46140196737275,42.03641020177077
29007000510,29,007,000510,249.96445880452342,59.51534733441034,10.911147011308563,2.975767366720517,0.9919224555735057,179.5379644588045,119.03069466882069,13.88691437802908,6.94345718901454,3.9676898222940227,195.40872374798062,120.02261712439419,5.951534733441034,1.9838449111470113,3.9676898222940227,166.64297253634896,131.92568659127625,11.903069466882068,14.878836833602586,211.2794830371567,114.07108239095315,203.34410339256866,105.1437802907916,10.911147011308563,4.959612277867528,229.1340872374798,81.337641357027465,17.854604200323102
29007000512,29,007,000512,162,64,8,1,0,95,114,12,5,6,127,102,2,2,1,119,99,9,4,147,82,135,79,8,3,145,73,14
29007000513,29,007,000513,921,372,31,13,2,745,501,43,15,14,790,499,13,7,15,751,497,29,28,828,467,806,448,27,11,847,393,63
