GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRCRA,G18USSDHEI,G18USSOWRI,G18HALRARM,G18HALDSCH,G18HALITUT,G18HALOWRI,G18SOSDBOS,G18SOSICOA,G18SOSIJAE,G18SOSOWRI,G18ATGRSTE,G18ATGDTHO,G18ATGOWRI,G18AGRRGOE,G18AGRDDOT,G18AGROWRI,G18PSCRCHR,G18PSCDBRA,G18PSCOWRI,G18PSCRKRO,G18PSCDBUC,G18PSCOWR2,G18TAXRRAU,G18TAXDOVE,G18TAXOWRI
38015000703,38,015,000703,1021.3691066980591,572.2276732981151,11.77478271343004,1096.9973717064188,409.26810605010064,59.85927145265861,4.906146790448363,530.0858704912545,253.2918760103729,706.1454904635104,8.836304132388317,1156.8168858140443,425.9663252806802,1.9669066153147572,1174.4936073980627,365.1186495661457,1.9676682094066387,1045.9335812834838,443.6096103950554,2.946704034282575,1030.1902549894949,444.6204822752632,3.9271870064573506,915.3576760385697,610.4902707115496,4.909117125930966
38015000704,38,015,000704,564.4030312014908,216.7473778801189,6.231843724678222,594.9311829291248,161.76606809626438,20.141533776895272,2.0588352282085536,210.23217175913203,134.71176294312446,395.91981747113385,7.0665533405773875,614.4187930598505,155.46616419800407,2.0715260739457024,617.1808069665832,142.38610080934845,3.0214864270539556,569.2792661993842,174.7897603192927,4.028818001149865,554.026626978327,182.80220765110818,4.02932629638364,505.127872718808,254.28976160946607,3.1225214328245725
38015000705,38,015,000705,545.2736073925648,202.36447510462762,2.262229484587311,592.3172695861222,131.53812039204453,16.547859981658014,1.0484879066797301,210.45062829007375,101.28490993053234,386.2705682471587,2.974312965983498,592.2247226584533,146.4562326360451,1.9294671229090594,603.6553753059171,124.88647748412205,1.9294671229090594,566.3603034584951,139.17886119658948,1.0385539247135043,547.557867612119,149.20647461129747,1.0584940493785953,512.1764313244977,200.6698865739824,1.9584098374667354
38015000706,38,015,000706,894.9344889989163,433.6723351436415,3.5991835972498305,946.6368025126202,319.3516508904423,38.39351582467165,0.01471441800976078,421.2263782044855,182.19592895328213,626.0800404753127,1.66718950286293,993.9816491300302,302.04170031952987,0.7342998961914413,1010.8932342373813,272.00464711142365,0.5580821311484613,934.4064820855932,320.307267693625,2.27707241546798,916.6815246261832,328.48386902251514,1.5130433648345911,864.837622230852,404.3166499403206,1.3441828087964915
38015000707,38,015,000707,805.240100034984,504.0022522700072,13.981576944459027,874.6752647579102,356.61053676007054,55.63769880439487,3.0460288430067224,432.98964054413165,184.60239384396013,606.2821167834285,5.193326899797375,908.0717142679083,362.90666233144117,5.106565123658602,920.9331875702247,336.3317656062151,5.106565123658602,844.6756791140169,397.64630908128566,5.0207331407876366,824.1854017286618,397.61891522952857,5.0207331407876366,792.3804162199167,465.35825684844633,3.1383693787523397
38015000708,38,015,000708,871.8144961382587,551.7099199741957,13.989178811947697,959.7868820097557,391.7790838707462,49.9711768041473,1.0001777584156928,512.7584449204503,184.9419349667778,651.8363925637196,3.9996018831734377,1037.712015127033,368.8182522962693,1.0012869089050263,1044.7188051883895,335.8245869239341,1.0012869089050263,938.7764941800901,410.76915147477234,0.0011091504893334804,892.797155205691,436.75713593624033,1.0001777584156928,878.7702652771059,495.75985962934095,2.0003555168313856
38015000801,38,015,000801,180.10609872028542,78.04616341488777,1.0009353740726674,183.11161882132996,59.034354415914684,14.005947151939006,7.645010778971124e-5,81.03926037341648,42.0209759102364,128.08673965979017,2.000188845773961,187.11887702257897,63.03301198003734,2.9999392431758882,200.1216717473194,53.029239097179314,1.0002473231025601,176.11153123692952,71.037742768738255,1.0001326479408754,170.1044282153916,73.0424803959257,1.0000561978330857,162.10577521026,86.04382256861814,1.0000561978330857
38015000802,38,015,000802,103,63,2,107,49,10,0,54,15,91,0,120,44,0,131,34,0,122,37,0,112,46,0,110,50,1
38015000803,38,015,000803,171.14733707579512,49.27679501804034,1.0580361371836517,177.20537321297877,31.04465046930573,12.14509034295913,0,40.957596263530256,44.34821682310191,123.08930093861146,1.0290180685918258,186.52457196748884,29.841523989162948,0.029018068591825864,185.55359003608066,30.928578194938428,1,173.29242741875424,42.13170467508121,0,168.20537321297877,41.160722743673034,1.0290180685918258,152.9151925270605,56.45090342959129,0
38015000804,38,015,000804,1109,403,10,1182,282,41,1,394,207,834,2,1241,261,4,1257,229,3,1149,309,3,1115,318,3,1055,413,4
38015000805,38,015,000805,956.1907459867799,360.31822474032106,3.9924457034938623,1012.084985835694,263.50141643059493,37.92823418319169,0,337.36166194523133,141.7318224740321,784.5155807365439,0.9981114258734656,1057,250.52596789423984,0,1063.9867799811143,232.55996222851746,0.9981114258734656,991.1246458923513,292.4466477809254,0.9981114258734656,974.1567516525024,295.4409820585458,0.9981114258734656,890.3153918791313,389.2634560906516,1.9962228517469311
38015000806,38,015,000806,589.80925401322,252.68177525967894,9.007554296506138,643.915014164306,173.4985835694051,27.07176581680831,2,241.63833805476864,113.2681775259679,455.48441926345606,0.0018885741265344666,674,162.47403210576016,1,674.0132200188857,150.44003777148254,1.0018885741265344,628.8753541076487,187.55335221907458,0.0018885741265344666,611.8432483474977,192.55901794145421,0.0018885741265344666,563.6846081208688,251.73654390934843,4.003777148253069
38015002801,38,015,002801,168,70,1,180,42,9,1,58,43,126,0,182,54,0,191,41,0,176,49,1,163,62,0,154,83,1
38015002802,38,015,002802,276,86,0,290,64,10,0,78,34,228,1,292,63,1,294,56,0,276,75,0,270,77,0,267,81,0
38015002803,38,015,002803,591.0368161628279,202.01749789373554,5.000185752587426,627.0385250866321,139.01289122956737,17.002154730014144,3.0000743010349704,192.0160861740711,111.00583263124518,434.0291631562259,4.000148602069941,654.0405683650938,135.012631175945,2.0001857525874263,658.0417943321709,122.01088510162317,2.0001857525874263,612.0371505174853,143.01467445440667,4.000185752587426,595.0370762164503,157.01430294923182,3.0002229031049112,563.0348471854012,195.01675488338586,8.000148602069942
38015003001,38,015,003001,991.7744198035845,471.28549457150683,5.163100569520153,1038.5236337113479,347.34191403164795,57.51217363102527,1.9969717576458643,433.6881182715681,157.18297924479467,785.6666067553857,3.9307772230936857,1093.404730322629,339.9752015338808,4.962683199306959,1126.4152625745935,293.063510928613,4.886317975075148,1001.9726824852773,394.4312748805045,4.926430328542747,999.1885328854593,384.9932497908873,5.9123934159179035,939.519453896923,451.3656384278369,3.967050685355873
38015003002,38,015,003002,867,691,28,932,501,113,5,601,243,655,8,1000,545,5,1032,482,2,908,581,5,879,588,6,849,649,6
38015003003,38,015,003003,1176.4018322154932,723.4459219205595,10.136584539176363,1288.5163850350875,543.3727480378043,55.44551831696394,3.045420559627322,665.4299388785687,243.76931918462532,911.5436335640239,4.103174174220356,1410.7135265886584,468.3791176514372,8.116117448735208,1420.539257822658,437.19046123030245,2.133389939226375,1260.4920815410376,556.6848436632133,3.1274464984094608,1216.5546322160558,572.3410727231297,3.152535203948043,1180.918876160227,659.0827180542702,4.1042797584067685
38015003004,38,015,003004,1379.2213340697876,789.5365399176809,17.898194455152243,1509.4814634404902,558.8422093900232,79.55143028581452,1.9888457009386318,746.7769022910754,215.78321922893952,1089.8535486239946,2.9833775401229814,1603.9472746864737,527.023402892881,5.966428114100861,1628.808717857927,471.3367041650346,0.9948588053294515,1454.7901684615483,613.5347032448303,2.9834865288380152,1477.6591693044668,560.8349786847031,4.972223241061613,1383.192813114908,701.040426447249,4.972005263631545
38015003201,38,015,003201,424.16581115909577,342.1666860078822,9.475484709670544,437.85397615278055,271.29024666441427,55.58356813269419,1.0769230769230769,292.3107286122192,98.90106398989569,343.22966283667324,4.552407786593622,486.8217222456969,268.3327415454004,4.552407786593622,491.96184086360756,255.89212245606006,2.395075070714447,436.7456740175603,305.03855806144696,2.237742354835272,428.50095853865895,297.304411624743,2.31815199379137,425.8404673290417,315.6184209199115,3.3146654317583493
38015003202,38,015,003202,362.7692307692308,318.46153846153845,5.538461538461538,380.3076923076923,264.9230769230769,29.53846153846154,0.9230769230769231,287.0769230769231,66.46153846153847,283.3846153846154,6.461538461538462,424.61538461538464,231.69230769230768,6.461538461538462,415.3846153846154,238.15384615384616,4.615384615384615,379.3846153846154,274.15384615384613,2.769230769230769,376.61538461538464,265.84615384615387,3.6923076923076925,358.15384615384613,290.7692307692308,3.6923076923076925
38015003203,38,015,003203,265,255,8,273,197,31,4,207,73,203,2,302,207,3,302,193,3,254,233,2,255,228,3,265,230,3
38015003204,38,015,003204,350,321,13,385,234,52,2,260,121,270,5,408,260,2,449,205,5,369,278,6,359,284,6,360,293,5
38015003205,38,015,003205,769.9866818706477,563.9902449026562,19.999654074562276,834.985557612975,402.99302960242983,88.99846063180213,2.9999481111843416,478.9917150857665,204.99645426426332,605.9895184592369,5.999896222368683,898.9844506515742,416.99278745462345,10.999809741009251,913.984191207496,387.99328904650815,4.999913518640569,821.9857824645095,469.99187075221346,4.999913518640569,808.986007316044,469.99187075221346,5.999896222368683,764.9867683520071,522.9909540498035,7.99986162982491
38015003206,38,015,003206,1099.0133181293525,623.0097550973438,7.000345925437725,1199.014442387025,444.00697039757017,46.001539368197875,5.1888815658705496e-5,586.0082849142335,149.00354573573668,891.0104815407631,3.0001037776313173,1299.0155493484258,396.00721254537655,3.0001902589907488,1317.015808792504,341.00671095349185,2.000086481359431,1177.0142175354904,453.00812924778654,1.0000864813594312,1150.013992683956,465.00812924778654,1.0001037776313173,1099.013231647993,548.0090459501965,3.00013837017509
38015003207,38,015,003207,423,325,9,483,225,43,3,301,84,342,4,515,228,4,532,196,4,460,261,2,446,257,3,452,276,3
38015003501,38,015,003501,394.03917010605744,331.5608872784303,2.839921946710324,440.1879017401002,247.07320936379818,24.849317033715334,0,282.57223369767723,73.83797061446842,328.72096533172,2.839921946710324,496.2763601876291,208.7342630832088,2.839921946710324,477.816867534012,212.9941460032743,2.129941460032743,433.79807736000197,242.81332644373268,1.419960973355162,430.95815541329165,234.29356060360172,2.129941460032743,406.1088383795763,282.57223369767723,1.419960973355162
38015003502,38,015,003502,699,863,11,746,702,75,2,722,185,567,5,891,640,5,851,635,2,753,710,2,745,705,1,703,788,4
