GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREOFUE,G20PREOKIN,G20PREIWES,G20PREIPIE,G20PREOWRI,G20USSRERN,G20USSDGRE,G20USSLSTE,G20USSOHER,G20USSOWRI
19127127025,19,127,127025,750.4933422103861,757.4700399467376,11.960053262316912,0.9966711051930759,0,1.9933422103861518,2.990013315579228,3.9866844207723036,0,1.9933422103861518,732.5532623169108,733.5499334221039,33.88681757656458,19.933422103861517,0.9966711051930759
19127127026,19,127,127026,810.0482142857143,850.8053571428571,19.529464285714287,3.3964285714285714,1.6982142857142857,0.8491071428571428,0,4.245535714285714,0.8491071428571428,5.94375,804.9535714285714,819.3883928571429,28.020535714285714,17.83125,0
19127127027,19,127,127027,537.3670600926455,705.9581826258011,14.08261945554921,0.007551240560949299,4.983660130718954,0.007551240560949299,0.9967320261437909,4.9912113712799036,0.9967320261437909,2.00856653340948,479.25455295386763,699.1698394568183,37.05276350022209,18.983215940097722,1.00428326670474
19127127028,19,127,127028,889.4584435038996,929.7246029104051,17.5104824519688,6.606900323378353,2.3017857142857143,2.157550646756705,0.009986684420772303,4.767779864941982,0.15089285714285713,8.062907789613847,862.4931662545177,912.0616737207532,37.092646709149705,14.235327896138482,3.003328894806924
19129129001,19,129,129001,569.3433667863649,232.764723314476,7.219657172156989,1.7832205575404072,0.4458051393851018,0,0,0.9073875409511781,0,4.473828656031992,554.7462798202412,226.05398033042798,19.78108738584471,4.114798458642251,0.45369377047558906
19129129002,19,129,129002,701.6106935384611,284.8561583560577,8.867117769838371,2.216779442459593,0.5541948606148982,0,0,1.1083897212297964,0,5.541948606148982,683.8764579987844,276.5432354468342,24.384573867055522,4.987753745534084,0.5541948606148982
19129129003,19,129,129003,226,90,2,0,0,0,0,0,0,1,221,85,4,3,1
19129129004,19,129,129004,181,71,2,0,0,0,0,2,0,0,174,72,4,2,0
19129129005,19,129,129005,351,95,8,0,0,0,0,1,0,0,324,110,11,6,0
19129129007,19,129,129007,270.32572490468857,113.78043454761102,3.88771416449696,0.5183618885995946,1.0367237771991893,0.2591809442997973,0.2591809442997973,1.0367237771991893,0,1.0367237771991893,256.8483158010991,121.29668193230513,6.738704551794729,4.406076053096554,0.5183618885995946
19129129008,19,129,129008,229.35839112401004,102.2528329896992,3.6555099946899916,0.45391061811478767,0.9078212362295753,0.26283821746154873,0.19107240065323897,0.9795870530378851,0,1.1231186866545044,218.48967067153356,107.65040097502651,6.0443696691088595,3.8223573455715405,0.38214480130647793
19129129009,19,129,129009,594.8132991341366,275.94135599277615,13.28851848300759,0.04041488855975002,0.07226446662699468,1.027423099568333,0,1.1018288938184542,0,2.1653842267002847,574.5049148102257,267.9708845104574,18.387360419912632,7.240941896030587,0.006423982869379015
19129129010,19,129,129010,1465.1168236231815,875.6865949042966,35.92205753210101,5.8878192946319405,1.784203899756386,1.9008110836233572,0,4.682873655756617,0,13.475786689258166,1385.3581635656005,893.800598020232,56.536152327962725,30.184931569502936,3.993576017130621
19129129011,19,129,129011,192.2463976945245,54.44740634005764,3.360951008645533,0,0,2.01657060518732,0.6721902017291066,0.6721902017291066,0,0,183.5079250720461,55.79178674351585,6.04971181556196,4.03314121037464,0
19129129012,19,129,129012,93.7536023054755,26.552593659942364,1.6390489913544668,0,0,0.9834293948126801,0.32780979827089335,0.32780979827089335,0,0,89.4920749279539,27.20821325648415,2.9502881844380404,1.9668587896253602,0
19129129013,19,129,129013,138.53674469243333,58.31028851388133,1.9923788786064236,0.26565051714752314,0.5313010342950463,0.13282525857376157,0.13282525857376157,0.5313010342950463,0,0.5313010342950463,131.62983124659772,62.16222101252041,3.453456722917801,2.2580293957539466,0.26565051714752314
19129129014,19,129,129014,5.67773543821448,2.3897659227000543,0.08165487207403375,0.010887316276537834,0.021774632553075667,0.005443658138268917,0.005443658138268917,0.021774632553075667,0,0.021774632553075667,5.394665215024497,2.547632008709853,0.14153511159499182,0.09254218835057158,0.010887316276537834
19129129015,19,129,129015,109.84191829484902,37.12966252220249,1.547069271758437,0,0,0,0,0,0,0,109.06838365896981,36.35612788632327,2.3206039076376554,0.7735346358792184,0
19129129016,19,129,129016,32.15808170515098,10.870337477797513,0.45293072824156305,0,0,0,0,0,0,0,31.931616341030196,10.643872113676732,0.6793960923623446,0.22646536412078153,0
19129129017,19,129,129017,429.1712810833354,180.6387271290357,6.172166075023998,0.8229554766698665,1.645910953339733,0.41147773833493323,0.41147773833493323,1.645910953339733,0,1.645910953339733,407.77443868991884,192.57158154074875,10.698421196708264,6.995121551693865,0.8229554766698665
19131131001,19,131,131001,282,145.14285714285714,3.7142857142857144,0.2857142857142857,0.8571428571428572,0.2857142857142857,0,0.8571428571428572,0,0.8571428571428572,267.42857142857144,155.14285714285714,6.571428571428571,2.857142857142857,0
19131131002,19,131,131002,125.46045503791983,59.479956663055255,0.9750812567713976,0.6500541711809318,0,0,0,0,0,0.6500541711809318,105.95882990249187,72.48104008667389,4.550379198266522,2.600216684723727,0
19131131003,19,131,131003,206.5520718547228,99.18554829403965,1.8389961316971155,0.8593458305992228,0,0,0,0.13749434644957034,0,0.8593458305992228,176.92185523615817,118.50362727599244,7.321617105465478,3.9186135349703872,0
19131131004,19,131,131004,94.68579965643016,44.889899837115856,0.7358999973297681,0.4905999982198454,0,0,0,0,0,0.4905999982198454,79.96779970983481,54.701899801512766,3.4341999875389178,1.9623999928793816,0
19131131005,19,131,131005,95.052012663952965,48.00768882858435,1.284486657620986,0,0,0,0,0.3211216644052465,0,0,86.06060606060606,52.98507462686567,3.0506558118498415,1.1239258254183626,0
19131131006,19,131,131006,36.4142921754862,18.391677973767525,0.4920850293984622,0,0,0,0,0.12302125734961555,0,0,32.96969696969697,20.298507462686565,1.1687019448213478,0.43057440072365444,0
19131131007,19,131,131007,75.77385798281321,38.27091813658978,1.0239710538218,0,0,0,0,0.25599276345545,0,0,68.60606060606061,42.23880597014925,2.431931252826775,0.8959746720940751,0
19131131008,19,131,131008,44.98236092265943,22.719131614654003,0.6078697421981004,0,0,0,0,0.1519674355495251,0,0,40.72727272727273,25.07462686567164,1.4436906377204883,0.5318860244233379,0
19131131009,19,131,131009,82.46300825105996,41.64939099166711,1.114364976365675,0,0,0,0,0.2785912440914188,0,0,74.66245341650024,45.9675552750841,2.6466168188684787,0.9750693543199658,0
19131131010,19,131,131010,116.74459012071752,58.96390615894347,1.5776295962259124,0,0,0,0,0.3944073990564781,0,0,105.70118294713613,65.07722084431889,3.746870291036542,1.3804258966976732,0
19131131011,19,131,131011,231.9318231918209,124.87697378065666,4.2382002095810005,0.5310141874392568,0.3816860954407988,0.2887428940638625,0.24227129337539433,0.1394148020654045,0,0.3816860954407988,213.0873236071822,139.10158706027354,7.125629150219626,2.8874289406386247,0
19131131012,19,131,131012,341.4578313253012,175.74526678141135,4.497418244406196,0.3459552495697074,1.0378657487091223,0.3459552495697074,0,1.0378657487091223,0,1.0378657487091223,323.81411359724615,187.85370051635113,7.95697074010327,3.459552495697074,0
19131131013,19,131,131013,202.58132530120483,104.26678141135973,2.6682444061962136,0.20524956970740105,0.6157487091222031,0.20524956970740105,0,0.6157487091222031,0,0.6157487091222031,192.11359724612737,111.45051635111876,4.720740103270224,2.0524956970740105,0
19131131014,19,131,131014,115.0933734939759,59.23752151462995,1.51592082616179,0.1166092943201377,0.34982788296041306,0.1166092943201377,0,0.34982788296041306,0,0.34982788296041306,109.14629948364889,63.31884681583477,2.682013769363167,1.166092943201377,0
19131131015,19,131,131015,423.4902208201893,230.49337539432176,8.271293375394322,1.1028391167192428,0.5514195583596214,0.5514195583596214,0.5514195583596214,0,0,0.5514195583596214,385.99369085173504,259.16719242902207,13.785488958990536,5.514195583596215,0
19131131016,19,131,131016,95.44430456808107,52.612202572655484,1.7027238267449996,0.42158932620967854,0.07154902519783907,0.07154902519783907,0.07475816121708971,0.0032091360192506467,0.09496984928416723,0.07154902519783907,85.89275620607877,59.452616133950286,3.74137369666323,1.3546061088135561,0
