GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SOSRARD,G18SOSREDM,G18SOSRSTO,G18SOSRKEN,G18SOSRCRO,G18SOSRCLO,G18SOSDCOL,G18SOSDFRE,G18SOSNMOR,R18SOSRARD,R18SOSDCOL
220010006-6,22,001,0006-6,25.25,3.9583333333333335,6.791666666666667,17.708333333333332,1.9166666666666667,5.833333333333333,203,179.95833333333334,3.9166666666666665,16.583333333333332,371.9583333333333
220010006-7,22,001,0006-7,146.7748851454824,34.05666156202144,53.330781010719754,98.50842266462482,14.120980091883615,31.693721286370597,37.725880551301685,40.96784073506891,11.120980091883615,259.9923430321593,72.60490045941808
220010006-8,22,001,0006-8,110.54109792451139,26.604261923973464,26.897559171597635,62.98229895104895,8.114790658059889,16.256569952483414,25.925968262506725,16.202592679756144,1.747105858884705,165.2089525058275,47.123403039268425
220010007-2,22,001,0007-2,133.5421242348667,59.184896106884985,32.16441068644067,36.25072381291637,7.0213260828863255,45.30079291587987,26.380866032583537,38.481256437243125,2.1008107358805916,76.21300863013066,13.158002544180228
220010007-3,22,001,0007-3,263.9853743356269,134.99252096708193,57.996786785857424,77.99567878098067,24.998614993904063,88.99506937829847,13.999224396586275,19.998891995123252,0.9999445997561626,148.99174536366823,5.999667598536975
220010007-4,22,001,0007-4,184.6737141692313,110.5299085178464,47.92084570030776,74.38126855046164,26.07431998369238,57.53232567584633,12.151057125384696,12.225377109077078,6.383685708461565,158.6066456595387,10.764954258923199
22001006-10,22,001,006-10,61.40890052356021,21.710994764397906,7.810471204188482,33.91361256544503,3.3602094240837697,14.450261780104713,8.112565445026178,9.427748691099476,0.20261780104712043,59.83664921465969,3.3602094240837697
22001006-12,22,001,006-12,128.57407407407408,64.77777777777777,16.685185185185187,59.870370370370374,11.777777777777779,21.59259259259259,16.685185185185187,43.18518518518518,5.888888888888889,216.90740740740742,41.22222222222222
22001006-13,22,001,006-13,75.38461538461539,36.84615384615385,13.769230769230768,24.53846153846154,9.384615384615385,16.846153846153847,3.769230769230769,21.46153846153846,0.15384615384615385,90.84615384615384,11.461538461538462
22001006-14,22,001,006-14,167.45890207548862,67.39573807602653,50.102440828402365,97.01770104895105,13.885209341940111,28.743430047516586,15.074031737493275,26.79740732024386,7.252894141115295,159.7910474941725,26.876596960731575
22001006-15,22,001,006-15,50.17747087546002,15.619778228554477,9.989637837447784,26.248121837992993,1.0214282850797367,12.48428918483359,5.318622066499362,7.201269212575066,0.9591246201582707,30.129122936427123,4.53750791754528
22001006-16,22,001,006-16,75.45358991789992,27.24562045704126,11.558437483658421,22.243999372483398,18.652094336662657,11.463159546096325,10.103644825602677,18.55681639910056,2.137112377764995,65.79150760863881,6.338597500392198
220030001-1,22,003,0001-1,28.3869918699187,14.682926829268293,7.83089430894309,12.72520325203252,0.9788617886178862,11.746341463414634,42.09105691056911,20.55609756097561,5.873170731707317,25.45040650406504,4.894308943089431
220030001-2,22,003,0001-2,17,14,12,11,4,12,16,20,0,15,12
220030001-3,22,003,0001-3,30.6130081300813,11.317073170731707,13.169105691056911,23.27479674796748,2.0211382113821137,5.253658536585365,33.9089430894309,20.443902439024388,1.1268292682926828,20.549593495934957,10.105691056910569
220030001-4,22,003,0001-4,7,2,0,8,1,1,111,34,5,0,60
220030001-5,22,003,0001-5,18.999999999999996,11,4.999999999999999,6,2,1,12.999999999999998,15,3,7,4
220030001-6,22,003,0001-6,28,14,14,35,2,13,27,25,6,28,8
220030002-1,22,003,0002-1,52,18,25,17,2,8,26,26,4,27,7
220030002-2,22,003,0002-2,134,63,38,64,15,30,14,26,4,138,10
220030002-3,22,003,0002-3,63.5248889892376,27.97678934296681,19.955866636562053,24.816467223602015,3.858418002558892,14.365244223677278,3.948340483179047,11.834379468653571,4.477233386016406,58.193392037329716,5.141010009783999
220030002-5,22,003,0002-5,5.022135933337113,3.954481038489882,1.0256504733291765,0.0707442888725129,0.03316138540899042,2.902301456833513,50.12601326455417,42.41380874100108,8.667110708009751,8.90145116489995,86.58488747803413
220030002-6,22,003,0002-6,60.098195928685705,27.722287926599666,24.73166626890474,23.3296244243501,3.9957642774433633,12.918016847427365,15.511739280316089,14.605821466769202,2.9906216576949256,59.502847091476404,8.698996756030512
220030003-1,22,003,0003-1,86.08251835142318,43.36501661524817,35.97571560949982,23.95454831817028,7.302109933437163,22.20055519089618,9.410898423970451,14.164484965199419,5.900381630484525,65.174980278313285,5.68447387789
220030003-2,22,003,0003-2,129.29406808223794,79.93573053589485,57.33659841590833,78.89928800134815,29.843676272328953,46.516093697337375,22.128981294236603,21.39526457701382,10.631740815638691,127.12855999325919,19.475501348163128
220030004-2,22,003,0004-2,111.26394193695249,22.569253539011445,12.325216832608703,30.784970120961507,6.511124306751548,20.48807341280548,3.7329123996511915,2.735267121824283,0.12883435582822086,37.33903921298913,1.1694244189312029
220030004-3,22,003,0004-3,66.78285153590792,42.82644998662182,26.25261585101533,32.79200832050509,10.391916830682034,32.599513672616474,6.618034463697383,3.69242192580805,3.363464125566245,43.53989649888798,6.91847489961569
220030005-2,22,003,0005-2,100.93483357613904,46.388104976764716,18.13658660671804,31.277446077145406,4.019965539535798,46.38378628922572,10.057993316587869,15.068694607530395,1.0205999735423066,55.511872992354796,3.041199947084613
220030005-3,22,003,0005-3,45.996221106671335,19.99835700290058,26.997781953915784,40.99663185594619,6.999424951015203,21.99819270319064,8.99926065130526,15.998685602320464,0,28.99761765420584,5.999507100870174
220030005-5,22,003,0005-5,56.75811498552116,25.44306600166291,13.733847637054986,21.23462971527205,9.977433270479649,24.842918959718258,4.762463609277728,5.457696030256562,1.1925505765612228,27.689639366440563,1.8748865406218256
220030005-7,22,003,0005-7,10.07177033492823,2.566507177033493,9.47464114832536,10.489952153110048,2.244976076555024,8.47464114832536,214.16842105263157,51.26028708133971,6.045933014354067,8.811483253588516,52.1377990430622
220030005-9,22,003,0005-9,51,23,28,45,7,37,100,31,3,46,49
22003005-10,22,003,005-10,125.3222864870494,41.17653019155235,25.840127211662583,37.33480033859869,16.27852558397326,49.759389496848335,12.43069244463462,24.836971743729332,2.869090816945295,82.21268479625024,15.275370116040008
22003005-12,22,003,005-12,4,2,3,11,0,1,38,7,1,0,14
22003005-13,22,003,005-13,0,0,0,0,0,0,0,0,0,0,0
22003005-8A,22,003,005-8A,8,8,2,2,0,2,8,5,0,9,3
2200302-2-A,22,003,02-2-A,32.19230769230769,20.153846153846153,9.038461538461538,12,4,8.115384615384615,21,18.692307692307693,3.346153846153846,26.346153846153843,22.46153846153846
2200302-4-C,22,003,02-4-C,78,25,26,41,2,24,25,47,10,55,19
2200302-4-O,22,003,02-4-O,96.7855563743552,48.891672807663966,28.935887988209284,31.929255711127485,14.966838614591008,7.982313927781871,56.87398673544583,47.89388356669123,5.986735445836404,111.75239498894621,20.953574060427414
2200305-4-C,22,003,05-4-C,92,32,32,36,10,33,48,26,1,62,21
