GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SOSRARD,G18SOSREDM,G18SOSRSTO,G18SOSRKEN,G18SOSRCRO,G18SOSRCLO,G18SOSDCOL,G18SOSDFRE,G18SOSNMOR,R18SOSRARD,R18SOSDCOL
22019000165,22,019,000165,205,112,80,86,15,72,58,87,9,132,28
22019000167,22,019,000167,120.57080879822533,85.4606910266058,68.69244622624285,56.94821418046847,20.08363142168697,45.912928698732316,27.714610820172496,57.45822652145149,5.594517538461506,110.19727909069627,21.89799334405279
22019000260,22,019,000260,176.53873194940462,119.32206301675988,72.25692526940885,70.0951852088207,27.050218759116554,28.100757907057687,25.383883110293105,68.32269147176196,5.035324416176268,113.32213695264248,16.141346955293468
22019000261,22,019,000261,114,20,46,35,3,35,10,16,6,57,13
22019000262,22,019,000262,77.5109409190372,36.193654266958426,18.12144420131291,50.15098468271335,6.0207877461706785,29.11487964989059,13.095185995623632,17.101750547045953,2.012035010940919,54.24288840262582,9.060175054704596
22019000300,22,019,000300,12.082230797263454,8.535203186262473,11.341905502815893,12.58968083099214,8.058478564837909,15.228127398807478,424.26681588272237,204.31329168723556,4.043260594813795,21.89032619904836,301.7046400851875
22019000301,22,019,000301,12.880523665543187,9.296480694570581,4.738289288564939,14.98465761452944,3.001783683633712,4.422898841256372,291.2923582638358,188.9434230547692,5.858002545432701,11.251333532253895,274.00948027120717
22019000302,22,019,000302,50.816785528123006,23.404315400407345,23.43584771361314,29.307935572015342,6.020220755025471,13.431812146376146,67.27714328117015,73.00842230952902,3.072440456580528,39.089687793249524,67.61486218115287
22019000303,22,019,000303,4,4,1,8,3,5,151,81,6,6,134
22019000304,22,019,000304,5,4,15,7,5,4,243,124,5,9,187
22019000305,22,019,000305,9,5,4,4,8,7,274,176,6,10,241
22019000306,22,019,000306,190.2808252844084,126.26657014359367,132.18571655369126,82.4107552289773,11.205955770775683,56.46124920611953,58.39133640261412,151.30437975067125,9.180144338429486,296.05502807866617,80.87267292090486
22019000307,22,019,000307,12.41717115232705,2.2326560872170895,4.862488033987173,6.390722097279814,0.22270544515592092,5.6648090797718575,111.57587146938175,86.0914753225968,4.142268968118722,11.148611751646126,101.99555144524165
22019000308,22,019,000308,9,6,1,4,0,5,206,161,8,6,189
22019000310,22,019,000310,38.98956580164504,41.98876317100235,38.98956580164504,22.99384649840605,8.997592108071933,10.997057020976806,89.97592108071932,131.96468425172168,9.99732456452437,85.97699125490958,86.97672371136201
22019000311,22,019,000311,7,7,2,7,4,4,110,84,4,5,115
22019000312,22,019,000312,30.41371158392435,22.56501182033097,13.735224586288416,18.64066193853428,15.69739952718676,16.678486997635932,404.2080378250591,225.6501182033097,9.810874704491725,21.583924349881798,308.0614657210402
22019000314,22,019,000314,111.50181686046511,59.66787790697675,58.86518895348838,46.715479651162795,3.7325581395348837,57.43968023255814,68.5421511627907,131.7074854651163,16.9578488372093,132.11300872093022,81.56395348837209
22019000317,22,019,000317,65,47,29,40,3,27,139,81,16,76,84
22019000318,22,019,000318,40.10755813953488,26.738372093023255,13.369186046511627,18.14389534883721,0.9549418604651163,15.279069767441861,76.3953488372093,71.62063953488372,5.729651162790698,39.15261627906977,64.93604651162791
22019000321,22,019,000321,14,17.999999999999996,11,4,3,4,218,139,4,22.999999999999996,194
22019000322,22,019,000322,27,30,20,13,5,8,199,165,2,33,179
22019000323,22,019,000323,17,19,10,15,4,11,177.99999999999997,119,5,25.999999999999996,179
22019000324,22,019,000324,13.793611793611793,10.837837837837839,1.9705159705159705,7.882063882063882,4.926289926289926,10.837837837837839,277.84275184275185,177.34643734643734,12.808353808353809,18.71990171990172,279.8132678132678
22019000325,22,019,000325,178,139,114,76,20,45,59,98,10,328,71
22019000326,22,019,000326,147,125,89,59,11,31,52,111,6,227,71
22019000327,22,019,000327,40,29,18,24,0,12,33,44,7,45,33
22019000328,22,019,000328,67,49,34,42,11,29,248,187,2,85,239
22019000329,22,019,000329,32,33,25,15,12,16,253,193,7,49,209
22019000330,22,019,000330,17,11,16,13.000000000000002,4,13.000000000000002,314,196,18,27,213
22019000331,22,019,000331,133,85,57,28,12,27,28,81,16,172,39
22019000333,22,019,000333,272,210.99999999999997,184,85,24,73,51,171,12,448.99999999999994,98
22019000334,22,019,000334,119,83,56,61,3,44,54,89,8,161,34
22019000335,22,019,000335,122,90,58,45,12,28,24,52.00000000000001,6,152,22
22019000336,22,019,000336,171,157,87,65,10,53,77,135,18,244,70
22019000337,22,019,000337,97,100,73,32,6,42,59,66,8,166,54
22019000338,22,019,000338,116,89,57,51,8,45,61,91,11,231,68
22019000339,22,019,000339,231,169,133,98,25,51,62,129,8,346,68
22019000340,22,019,000340,117,112,54,47,9,42,105,81,5,158,56
22019000360,22,019,000360,71.11811178869674,38.99940428651793,43.08324938994068,32.32488867083967,7.069963946017712,28.78641441640584,24.197914371157033,39.90162339473014,4.604599673833934,75.57411334252618,22.822307566861298
22019000361,22,019,000361,26.35002951013181,13.192763459899009,8.17248344153715,8.507295560364614,4.0456521739130435,7.17248344153715,248.45702341137124,176.8845694799659,2.1471112859859662,23.82185717096203,164.73665486261393
22019000362,22,019,000362,161.702692637484,162.2867253807697,93.09260732763633,49.55462300895245,10.149748212417162,40.36605118590862,36.338320035460995,61.793110902802,8.038823610626672,259.9949642483432,33.45479086734101
22019000363,22,019,000363,304.27836879432624,229.94326241134752,195.2535460992908,99.11347517730496,26.76063829787234,65.41489361702128,60.45921985815603,141.73226950354612,6.9379432624113475,535.2127659574468,81.27304964539007
22019000364,22,019,000364,118,81,59,54,12,33,285,175,11,112,234
22019000365,22,019,000365,295.06190202169904,206.6436899364216,120.2181180852823,80.51061530758815,21.854141057922288,70.53675866385885,44.698305817027325,102.31147900031833,3.9784997127064505,330.7608760263057,57.59961167215119
22019000366,22,019,000366,141,64,54,23,7,38,41,75,0,148,48
22019000367,22,019,000367,141,83,70,58,10,48,39,48,11,158,29
22019000368,22,019,000368,278,245,167,89,21,78,79,122,10,416,61
22019000369,22,019,000369,200,146,90,80,17,38,69,137,15,218,65
22019000370,22,019,000370,160,106,81,54,21,46,156,123,15,154,133
22019000372,22,019,000372,248,189,89,82,15,65,82,106,8,293,44
22019000400,22,019,000400,133.86065573770492,81.22131147540983,50.72950819672131,81.24590163934427,12.344262295081968,44.81147540983606,53.26229508196722,54.950819672131146,8.057377049180328,65.13934426229508,14.860655737704919
22019000401,22,019,000401,91,82,37,47,6.999999999999999,34,46,34,12,46,13
22019000402,22,019,000402,94.2687338501292,54.428940568475454,52.37467700258398,61.55038759689922,6.1757105943152455,36.855297157622736,26.85529715762274,36.02325581395349,5.007751937984496,49.90180878552972,16.511627906976745
22019000403,22,019,000403,114,100,53,57,9,31,75,69,13,87,32
22019000404,22,019,000404,205,130,104,101,17,72,57,114,16,112,52
22019000405,22,019,000405,246.5305305118678,222.54896139592736,95.9262764637618,114.15226899187654,11.511153175651415,110.31521793332605,80.57807222955991,83.45586052347277,15.348204234201887,214.87485927882642,32.61493399767901
22019000406,22,019,000406,105.91553784860558,69.6812749003984,69.6812749003984,53.886852589641435,3.7163346613545816,52.02868525896414,52.02868525896414,49.241434262948204,10.2199203187251,54.81593625498008,10.2199203187251
22019000407,22,019,000407,146,110,62,57,9,39,34,54,6,78,25
22019000408,22,019,000408,121,114,75,58,21,54,35,77,8,76,28
22019000440,22,019,000440,195,93,80,117,30,59,125,129,16,146,48
22019000441,22,019,000441,167.18254391640752,53.18081083741787,55.100681910212636,63.72088310370188,13.971182864070718,42.58822281726865,72.16956997689482,97.85865923706623,5.813888782960855,98.78535336718068,45.53454009577422
22019000461,22,019,000461,123.21052631578947,70.14035087719299,27.99122807017544,51.026315789473685,4.0964912280701755,27.62280701754386,67.46491228070175,60.75438596491228,8.070175438596491,61.92982456140351,48.324561403508774
22019000463,22,019,000463,250.6390977443609,129.1578111946533,111.98805346700084,116.34060150375939,10.94093567251462,70.9577276524645,52.614118629908106,85.28692564745197,8.083667502088554,217.9187134502924,36.63964076858814
22019000464,22,019,000464,185.5957209756293,93.72178473443003,64.33043774511891,105.67297435346782,15.63429174508623,48.72133572085889,38.55996700183722,42.68943825050429,10.113836842817932,161.73112631879303,17.172215436840318
22019000465,22,019,000465,65.7312661498708,61.571059431524546,26.62532299741602,32.44961240310077,5.8242894056847545,14.14470284237726,14.14470284237726,14.976744186046512,4.992248062015504,44.09819121447028,7.488372093023256
22019000467,22,019,000467,172,114,61,85,11,53,67,52,5,73,15
22019000468,22,019,000468,168.93809797830096,119.3563100635784,76.78188191471769,86.48938469241185,10.14585894207771,40.46324133614116,17.301694182972675,41.68852099968167,7.0215002872935495,121.23912397369428,10.40038832784881
22019000469,22,019,000469,151,78,63,55,12,38,21,34,2,85,14
22019000560,22,019,000560,86.19220106287165,49.559140959259985,42.55841853255615,46.56596131776813,6.961903701406138,26.733432082567514,26.655794631972125,14.816168838453915,5.947540557686029,47.60805212241516,8.907447006065581
22019000561,22,019,000561,80.71523106171395,62.453338486608445,20.314873814398528,46.13548761124807,6.97912401286926,22.078056449254166,17.458535286006768,15.600295616930598,5.168412860903355,47.302250031337486,4.1917645092550035
22019000562,22,019,000562,56,28,18,26,6,15,6,7,0,21,3
22019000600,22,019,000600,114.96218870864094,66.97797081286036,64.97862840053618,58.98060116356361,13.995396886269331,26.991122566376568,12.995725680107236,19.9934241232419,3.9986848246483806,259.9145136021447,31.989478597187045
22019000601,22,019,000601,109,44,34,36,12,21,16,9,2,224,27
22019000602,22,019,000602,84.83701657458563,32.17955801104972,36.08011049723757,52.65745856353591,16.57734806629834,26.328729281767956,16.57734806629834,21.45303867403315,0.9751381215469613,235.98342541436463,37.05524861878453
22019000603,22,019,000603,19,8,13,15,5,20,110,47,6,67,117
22019000660,22,019,000660,182.03781129135905,130.02202918713962,64.02137159946382,77.0193988364364,16.004603113730667,68.00887743362344,11.004274319892764,25.0065758767581,13.00131517535162,166.08548639785528,24.010521402812955
22019000661,22,019,000661,72.19335431891123,54.839898342596705,37.931278587823755,50.35915051884518,15.427397385810542,32.679337986817146,29.424075569334324,14.548384961599517,4.027234604507481,72.03792912012534,15.947124107269913
22019000662,22,019,000662,80,28,28,36,17,23,28,18,5,58,14
22019000663,22,019,000663,39.25714285714285,23.36734693877551,18.693877551020407,31.779591836734692,0,26.17142857142857,4.673469387755102,4.673469387755102,3.7387755102040816,28.040816326530614,3.7387755102040816
22019000664,22,019,000664,164.15578064966817,78.36531610199091,54.97064268250087,74.70344044708348,7.616503667481663,61.911683548725115,29.024048201187565,43.3695249738037,10.844970310862731,101.54792176039119,16.221935033181975
22019000700,22,019,000700,72,19,29,40,4,22,33,27,7,54,32
22019000701,22,019,000701,16,1,6,3,3,7,69,46,5,8,37
22019000702,22,019,000702,86.61567526874092,34.845386602367036,18.916067012713533,34.845386602367036,5.973494846120063,28.871891756246974,38.82771649978041,11.946989692240127,3.9823298974133756,68.69519073038073,26.880726807540285
22019000703,22,019,000703,64,25,14,16,7,18,30,21,6,59,14
22019000760,22,019,000760,112.28476893828605,39.54666151339155,35.68512618560147,44.86451238875193,3.02087598713074,31.921943550745834,17.541464713993232,19.399704383069402,5.831587139096644,48.697749968662514,5.8082354907449965
22019000761,22,019,000761,97.38432473125908,43.154613397632964,33.08393298728647,46.154613397632964,17.02650515387994,15.128108243753026,17.17228350021959,12.053010307759873,7.017670102586624,55.30480926961927,10.119273192459715
22019000762,22,019,000762,54,55,14,24,14,5,12,11,1,27,4
22019000800,22,019,000800,89.3422062391916,46.57200112468498,31.364817083971516,61.77918516539844,4.752245012722957,35.16661309414988,126.40971733843065,69.38277718575517,14.256735038168872,151.12139140459004,130.21151334860903
22019000801,22,019,000801,151.21550572826234,96.12405740106121,62.11121721857752,83.98952449063444,9.024498028408312,33.03621090808538,51.20101578843141,71.14536598227996,12.012290263367944,243.99791060024626,61.038080591238035
2201900160E,22,019,00160E,102,77,53,53,15,42,29,41,4,75,11
2201900160W,22,019,00160W,115.13511786409994,57.081781865113115,61.039113065923665,63.05926222109646,5.010667199797363,34.03081635497016,16.014222933063152,26.02963111054823,5.002370488843859,63.087708087222765,1.0047409776877172
2201900162E,22,019,00162E,223.04350467530512,158.23557952440746,116.29435555329023,91.46556343064289,15.812923195348802,84.35310808893368,35.68451435067939,91.3689817148801,12.08554638023992,149.98988174625313,22.59897031976341
2201900162W,22,019,00162W,174.91311980427082,92.08085122453964,71.74010975683818,75.4477299492645,17.529324568995765,51.143520335920336,15.209135740465502,30.213593118357906,1.9152136049850883,130.58542018521348,13.212050790451174
2201900166E,22,019,00166E,133.63113018520525,80.08203725766273,67.65660132134734,65.26895375284306,11.226567746128019,46.91181089570021,18.07613180981263,51.798291454565145,8.430539911188129,102.01560706162678,21.7475603812412
2201900166W,22,019,00166W,127.65982142857142,86.99821428571428,66.83571428571429,49.8125,9.139285714285714,34.580357142857146,63.22053571428571,77.63839285714286,9.104464285714286,81.25357142857143,25.266964285714284
2201900309E,22,019,00309E,2.832579185520362,0.9441930618401206,1.8883861236802413,4.720965309200603,0,1.8883861236802413,48.15384615384615,49.09803921568628,0.9441930618401206,11.330316742081449,40.600301659125186
2201900309W,22,019,00309W,15,12,8,11,5,10,199,127,5,10,190
2201900313E,22,019,00313E,0.7926766224638565,2.0079783673089,1.4312021183548491,2.161987555198017,3.3763105465233125,6.7575605148447,103.7517581028897,28.124463558533215,1.9285421877914086,5.06560068180884,51.819533981615564
2201900313W,22,019,00313W,0,2.589171974522293,0.8630573248407644,4.3152866242038215,0,1.7261146496815287,112.19745222929936,44.87898089171974,3.4522292993630574,8.630573248407643,86.30573248407643
2201900315E,22,019,00315E,32,19,9,12,3,5,247,162,8,30,210
2201900315W,22,019,00315W,43.126168224299064,30.121495327102803,46.05006675567423,19.19826435246996,9.453938584779706,16.994659546061413,65.63017356475301,90.22363150867824,5.734312416555407,70.20761014686248,80.74365821094793
2201900316E,22,019,00316E,26,26,10,19,1,8,69,63,6,27,53
2201900316W,22,019,00316W,19.384921863558006,11.003117750783336,11.185357582943817,11.964399915488983,0.15339481089500903,6.8302928584216644,41.64892935467455,33.9370341722396,4.108274888541328,20.982854456320837,22.452873230625038
2201900319N,22,019,00319N,15.890625,10.59375,9.837053571428571,3.783482142857143,3.0267857142857144,7.566964285714286,39.348214285714285,23.457589285714285,3.0267857142857144,14.377232142857142,24.214285714285715
2201900319S,22,019,00319S,26,23,15,12,0,1,39,39,2,24,32
2201900320E,22,019,00320E,11,6,9,9,0,7,142,106,1,12,136
2201900320W,22,019,00320W,27.373831775700932,18.878504672897193,18.878504672897193,14.158878504672897,2.831775700934579,4.719626168224298,150.0841121495327,117.99065420560747,7.5514018691588785,31.149532710280372,125.54205607476635
2201900332N,22,019,00332N,29,25,18,18,1,20,75,73,4,40,43
2201900332S,22,019,00332S,55,33,28,24,5,20,87,77,2,62,72
2201900371N,22,019,00371N,54,41,38,35,6,18,121,103,7,72,98
2201900371S,22,019,00371S,202.00000921659853,167.00000727626198,100.00000368663942,94.00000455979085,15.000000388067306,77.00000126121874,101.00000058210095,133.0000021343702,13.000000388067306,283.0000052389086,87.00000077613461
2201900460E,22,019,00460E,63.74285714285714,56.63265306122449,26.306122448979593,40.220408163265304,5,32.82857142857143,10.326530612244898,9.326530612244898,2.2612244897959184,59.95918367346939,10.261224489795918
2201900460W,22,019,00460W,129.13934426229508,85.77868852459017,61.27049180327869,69.75409836065573,5.655737704918033,46.18852459016394,20.737704918032787,32.049180327868854,0.9426229508196721,100.86065573770492,14.139344262295081
2201900466E,22,019,00466E,200.0844621513944,160.3187250996016,87.3187250996016,85.11314741035856,25.283665338645417,78.97131474103585,36.971314741035854,44.75856573705179,10.7800796812749,125.18406374501993,6.7800796812749
2201900466W,22,019,00466W,278,167,129,108,22,71,36,42,6,175,24
2201900860N,22,019,00860N,198.04276301074367,86.82960051789307,74.61236756831528,74.56632596676702,11.450525327777237,48.36161140711614,41.74498060351783,53.518304179398825,12.376997068184423,99.05369556436342,26.478201195315883
2201900860S,22,019,00860S,171,96,56,78,16,46,73,79,10,77,63
2201900861E,22,019,00861E,110.77268346669076,65.89858711060914,52.213307916028484,22.0636457169545,10.16503439904175,21.667945729379532,81.96160619098112,67.08781104953894,7.685360550066424,71.34919683070409,34.55686900433216
2201900861W,22,019,00861W,70,50,27,38,3,16,121,81,5,35,54
220210001-1,22,021,0001-1,22.216259326549864,15.455708203631742,7.76512864883505,10.755669525336364,6.673162680682541,5.794180767199736,28.259983071175423,37.73336602423205,3.772808115954899,28.74010644284181,28.28948575836657
220210001-2,22,021,0001-2,92.27320767180164,30.156031045790183,33.15552777056941,81.01613626176602,18.00892527149339,26.179417616205463,9.83843292678132,18.979051168935335,2.670103092783505,103.39514182138448,6.278295469736645
220210002-1,22,021,0002-1,48.141666666666666,20.066666666666666,10.083333333333334,30.066666666666666,14.016666666666666,17.041666666666664,1.0916666666666666,16.275,0,42.375,0.15833333333333333
220210002-2,22,021,0002-2,59.9401355001012,32.605327966387094,23.273459295891392,48.41248244557263,6.9258171223896685,19.807478561998398,6.618798907434934,14.622841700640645,6.835664425486399,63.52405455623119,2.6494752026131274
220210003-1,22,021,0003-1,21.00042380609066,8.000272959855002,2.000079014694869,6.000193945160132,9.000064648386711,7.0001221136193426,4.022566284219788e-4,10.000086197848947,1,22.00033760824171,1.1493046526342251e-4
220210003-2,22,021,0003-2,65.07462686567165,36.74626865671642,11.776119402985074,37.776119402985074,6.582089552238806,23,7.1940298507462686,36.16417910447761,7,86.43283582089552,16.388059701492537
220210003-3,22,021,0003-3,27,20,5,23,5.999999999999999,11.999999999999998,14,17,2.9999999999999996,35,13
220210004-1,22,021,0004-1,18.34551282051282,8.72820512820513,10.506410256410257,9.164102564102565,2.1628205128205127,5.471153846153847,11.062179487179488,33.08397435897436,0.1794871794871795,46.18910256410256,18.89294871794872
220210004-2,22,021,0004-2,15,14,5,12.999999999999998,1,7,64,72,4,12.999999999999998,70
220210005-1,22,021,0005-1,46.287206804151424,32.18924605938908,19.059618985946855,32.022948513595665,7.16880518369855,12.074725454459095,5.035741911630963,11.323535309388667,1.132809068173799,42.58304415180167,7.997245415748798
220210005-2,22,021,0005-2,16.925373134328357,7.253731343283582,3.2238805970149254,3.2238805970149254,2.417910447761194,0,0.8059701492537313,4.835820895522388,0,22.567164179104477,1.6119402985074627
220210005-3,22,021,0005-3,50.55421686746988,13.385542168674698,21.19277108433735,57.265060240963855,16.16867469879518,17.144578313253014,8.72289156626506,14.963855421686747,6.096385542168675,71.72289156626506,9.72289156626506
220210006-1,22,021,0006-1,27.771787978158983,23.804389695564844,10.910345277133885,19.8369914129707,12.894044418430957,3.9673982825941403,5.951097423891211,9.91849570648535,0.9918495706485351,27.771787978158983,5.951097423891211
220210006-2,22,021,0006-2,68,34,5,45,12,8,3,3,0,76,0
220210006-3,22,021,0006-3,32,10,5,20,14,8,34,41,1,26,48
220210007-1,22,021,0007-1,69.34435286271923,33.25633823690166,21.8666662030606,41.85951475314868,3.81848601071138,14.28788281650258,11.380348024517051,19.931206623431994,3.816183816183816,76.92486289517292,11.35997335997336
220210007-2,22,021,0007-2,53,19,18,30,14,16,4,11,0,51,7
220210007-3,22,021,0007-3,41.85401423527201,18.93395882071829,13.951338078424003,30.89224860222458,2.989572445376572,4.982620742294286,3.986096593835429,3.986096593835429,0,32.88529689914229,8.968717336129716
22021004-1A,22,021,004-1A,12,5,2,8,6,1,6,13,0,12,2
22023000001,22,023,000001,54.504273504273506,25.135042735042735,13.67008547008547,20.547008547008545,4.355555555555555,5.656410256410257,6.25982905982906,11.56068376068376,2.082051282051282,23.752136752136753,8.205128205128204
22023000002,22,023,000002,5,1,3.0000000000000004,8,0,1,2,3.0000000000000004,0,9,2
22023000004,22,023,000004,111.96742460893404,84.2045799064667,49.31104660538623,41.49072730204806,25.946331236897276,48.85302370585389,19.004321883567165,41.26950491856152,6.068892114175133,57.04031607805193,14.870343492985002
22023000008,22,023,000008,10,0,1,5,0,0,3.0000000000000004,5,1,12.000000000000002,6.000000000000001
22023000009,22,023,000009,24.024138616375573,11.012698513827909,5.005605650248356,15.01189770664957,8.003546431789776,7.004804843070019,0.002059218458579656,1.004919244095496,0.001029609229289828,29.01841856510174,0.001029609229289828
22023000012,22,023,000012,33,9,5,13,0,9,3,19,0,23,2
22023000013,22,023,000013,11.733739837398375,5.102032520325203,4.93130081300813,7.597154471544716,1.0703252032520325,3.9398373983739834,2.357317073170732,5.331707317073171,0.21666666666666667,12.390650406504065,4.8654471544715445
22023000015,22,023,000015,18.75,5.25,5.25,9.75,0.75,3,2.25,9,0.75,12.75,9.75
22023000017,22,023,000017,54.01395506905433,34.13851508227856,35.456892649866276,37.28137815407715,5.069692340091282,13.99695640733597,12.559236413948081,27.827094297922905,2,88.266594989709,16.680752834508272
2202300005N,22,023,00005N,94.99999078340147,74.999992723738,37.99999631336059,46.99999544020915,3.9999996119326937,12.999998738781255,5.99999941789904,21.999997865629815,3.9999996119326937,53.999994761091365,7.999999223865387
2202300005S,22,023,00005S,88.52830188679245,59.660377358490564,25.0188679245283,51.9622641509434,7.69811320754717,38.490566037735846,6.735849056603774,21.169811320754718,3.849056603773585,71.20754716981132,1.9245283018867925
2202300016A,22,023,00016A,91.99999999999999,85,28,39,3,21,6,32,4,115,12
2202300016B,22,023,00016B,88,50,26,32,8,23,9,20,2,68,8
2202300016C,22,023,00016C,16.00216878588949,9.001466395004826,6.000887230591155,8.000862585296955,3.000332711471683,11.000345034118782,2.0003080661774844,9.000837940002757,6.161323549688116e-5,15.00139245912223,6.00019716235359
220250001-1,22,025,0001-1,60.51733803877811,12.633269221010472,20.979256126957992,30.17374503281876,5.017899854368781,14.881037692602746,13.219201491862426,15.922986968032856,0.019184652278177457,47.360105153848316,10.093353665572094
220250001-2,22,025,0001-2,8.058595491761167,8.032627035185195,3.0119854414966025,16.037288040211653,0.0036622182350730037,4.013983015079369,26.009322010052912,21.01065372577476,0.0036622182350730037,7.0366221823507304,19.003329289304613
220250001-3,22,025,0001-3,2.520408127785929,1.5372367057710896,0.09557867360208062,1.9087275647935023,0.08158035645987914,0.538858716438461,0.11799127973686224,0.1316453759657309,0,1.2727377036640404,0.045513654096228866
220250001-4,22,025,0001-4,25.411764705882355,13.176470588235295,0,17.88235294117647,0.9411764705882353,7.529411764705882,0.9411764705882353,0.9411764705882353,0,16.941176470588236,0
220250002-1,22,025,0002-1,32,8,9,28,1,12,46,76,3,12,49
220250002-2,22,025,0002-2,59.54181912241257,26.024931285713624,16.302400632437475,67.13033506837529,5.036557200280664,6.6548345181841375,22.012896511050442,9.071572310799427,1.1324543977906147,57.818983239775115,12.82013064172883
220250003-1,22,025,0003-1,42.493207427081,10.312065399045071,7.16080385793417,29.02988048692503,3.974607819006675,11.170346174757439,3.1163270432943078,3.992075067914972,0.10480349344978165,40.98863844176165,0.017467248908296942
220250003-2,22,025,0003-2,106,31,22,51,9,25,3,2,5,47,6
220250003-3,22,025,0003-3,0,0,0,0,0,0,0,0,0,0,0
220250003-4,22,025,0003-4,5,5,1,5,0,1,0,0,0,5,0
220250004-1,22,025,0004-1,40,9,8,22,5,1,14,23,1,11,17
220250004-2,22,025,0004-2,72.65627030909734,27.979710855461935,16.422697162142132,33.119545760315596,2.9486529011367395,21.28838063096446,9.639983125634213,3.907168184979534,5.751091703056768,43.8825350314114,0.9585152838427947
220250005-1,22,025,0005-1,165,50,14,80,13,18,5,15,6,67,7
220250006-1,22,025,0006-1,98.0636590159117,24.860382394896504,14.870300418148759,45.219512792413326,8.577712609970675,9.645614335829165,11.057983702606236,11.551772693600427,3.203705177575472,36.6073013793399,4.1567843564611024
220250006-2,22,025,0006-2,19.3448532020298,7.253198109979736,4.029374684071135,9.671911657705387,0,0.8062868914618374,4.029227557411273,0.8058455114822547,2.417536534446764,16.119117129543007,2.4182721677460686
220250006-3,22,025,0006-3,21.69208211143695,3.173020527859238,8.703812316715544,9.158357771260997,1.4222873900293256,6.4692082111436955,5.516129032258065,7.563049853372434,0.14076246334310852,4.689149560117302,1.187683284457478
220250006-5,22,025,0006-5,8,5,6,0,1,0,8,6,0,8,0
220250007-1,22,025,0007-1,7,7,1,12,3,10,169,84,4,7,147
220250007-3,22,025,0007-3,16,4,5,10,1,4,18,18,2,11,16
220250007-5,22,025,0007-5,3,1,0,1,0,0,28,15,0,0,11
220250008-1,22,025,0008-1,40,16,12,17,2,10,88,70,10,14,47
220250009-1,22,025,0009-1,16.360436154314495,4.028006863342005,0.8518293020423977,5.110975812254386,0.07704654895666131,0.8518293020423977,0.23113964686998395,2.7138982675596393,0.6206896551724138,13.154259146510212,1.9134333314883487
220250009-2,22,025,0009-2,57.69541416920114,17.811167247002825,3.4678836203027545,21.13542457820077,1.1488198560295952,8.143784595091383,14.411337372756234,12.350271240803572,1.2612750591990836,50.01668209708764,3.2222600814363744
220250009-3,22,025,0009-3,46.15632951002814,11.319110482017207,2.599711058729945,13.359006603536313,3.92711544198071,6.1175856441811085,6.429247407424738,11.683767232656212,0.8672712597020512,34.576449531786466,1.0708403277787202
220250009-4,22,025,0009-4,21.02122015915119,12.315649867374004,12.055702917771884,16.371352785145888,5.018567639257294,2.1485411140583555,14.259946949602123,16.222811671087534,0.01856763925729443,3.8912466843501323,6.055702917771883
22027000001,22,027,000001,101,56,25,66,18,26,68,49,4,96,20
22027000003,22,027,000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22027000005,22,027,000005,66.01873897653816,53.20913290646359,12.809606070074567,44.34094408871965,3.941417252330636,14.780314696239884,61.091967411124855,51.23842428029827,1.970708626165318,89.66724249052197,32.51669233172775
22027000007,22,027,000007,114.55730774116498,105.669240761247,29.626889933059907,67.15428384826912,11.850755973223963,16.78857096206728,44.44033489958986,39.50251991074654,9.875629977686636,137.27125668984422,19.75125995537327
22027000008,22,027,000008,16.961815248931856,22.948338277966627,12.970799896242006,22.948338277966627,1.9955076763449242,8.979784543552158,69.84276867207234,70.84052251024481,3.9910153526898484,32.92587665969125,52.88095342314049
22027000010,22,027,000010,6.037403740374037,8.05060506050605,3.0286028602860284,3.0506050605060504,0.0044004400440044,3.01980198019802,35.15401540154016,43.156215621562154,0.0088008800880088,2.0726072607260724,27.116611661166115
22027000011,22,027,000011,19,12,5,14,0,9,29,13,0,19,20
22027000021,22,027,000021,14,5,0,9,0,5,0,3,0,13,3
22027000031,22,027,000031,92.00078101069411,57.00105666152732,22.000597243471965,65.00105666152731,12.000091883611072,32.00041347624982,71.0032159263875,86.00326186819304,11.000183767222143,158.00151607958267,59.00243491569339
22027000034,22,027,000034,6,11,0,15,8,9,74,61,3,25,82
22027000035,22,027,000035,11,5,2,1,2,0,6,4,1,19,10
22027000036,22,027,000036,28,20,3,14,8,5,77,53,4,27,48
22027000037,22,027,000037,0,0,0,0,0,0,6,0,0,0,6
22027000041,22,027,000041,34.45433590291724,21.332091727667294,10.077594955842025,7.246912180691413,10.022931916823216,7.0637051672388855,7.107469067824059,16.10528816048023,1.013161020060029,30.381270108613503,4.0710522338105415
22027000042,22,027,000042,52.99974570864625,27.99986565739802,2.999985606149788,32.999841667647665,1.9999904040998586,13.99993282869901,5.999971212299576,6.999966414349505,0.9999952020499293,47.999769698396605,2.999985606149788
22027000051,22,027,000051,36.28126102346185,21.226687989058803,8.054573034403045,18.188906657549005,8.016791702893245,1.062968885849668,21.260271394845294,10.218292137612181,0.00839585144662238,61.38201124082132,14.138531548869269
22027000081,22,027,000081,40,24,0,13,2,1,15,16,1,55,10
22027000084,22,027,000084,23,27,5,27,2,7,50,26,4,15,17
22027000085,22,027,000085,6,11,8,13,2,3,33,40,3,9,7
22027000087,22,027,000087,5,8,3,4,2,9,76,50.00000000000001,1,8,49
