GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWES,G20PREOOTH,G20USSRCAS,G20USSRMUR,G20USSDPER,G20USSDEDW,G20USSDPIE,G20USSDKNI,G20USSDWEN,G20USSLSIG,G20USSIMEN,G20USSOPRI,G20USSOJOH,G20USSNBIL,G20USSNBOU,G20USSNMON,G20USSNDAR
2201900162E,22,019,00162E,941.3230384413306,169.05339739395424,30.59895152517193,1.042784936739635,1.9999953013521303,915.3548796661809,36.069599925251524,46.770063080243254,67.45461267078167,11.470634304135984,22.213884745191283,0,17.342258350001664,7.0855581268595955,3.9999906027042607,0,5.3850738279524535,10.128338364951361,0,0.9999976506760652
2201900162W,22,019,00162W,619.4649430161461,46.35401540853101,12.97667067349211,0.9678407206211991,0.02046783625730994,576.3974862418399,23.39777240149489,17.08341367293597,32.10833888708568,10.195955529172371,4.808501848720031,0.09210526315789473,7.466409975495909,1.8538100962131585,0.09210526315789473,0.02046783625730994,8.342145432959214,2.8728204074776325,0.05116959064327485,0.03070175438596491
2201900166E,22,019,00166E,542.4303335918827,112.96465586069436,4.839120982765694,4.721556252184868,3.7929202991586717,514.9904437882727,27.557454534190782,16.98976485916014,48.955269697320254,10.371748457395935,14.975739978999977,3.714543812104788,1.9356483931062778,4.721556252184868,0,0,1.0462006836070228,0.11756473058082575,0,0.928635953026197
2201900166W,22,019,00166W,647,203,7,0,0,609,35,39,86,8,27,0,4,0,0,0,8,5,2,3
2201900309E,22,019,00309E,16.05128205128205,152.01508295625942,1.8883861236802413,0.9441930618401206,0,20.772247360482655,1.8883861236802413,50.042232277526395,62.31674208144796,3.7767722473604826,12.27450980392157,0,0,0,0,1.8883861236802413,0,1.8883861236802413,0,2.832579185520362
2201900309W,22,019,00309W,15,403,2,1,2,28,4,103,178,23,22,4,0,0,4,0,9,7,2,0
2201900313E,22,019,00313E,12.63374980396257,79.01289490651193,3.237521854543131,0.05673758865248227,0.14295920678899401,15.434767456044051,0.06730908858568432,15.554713320670768,37.06750076962843,1.0599729323133578,6.039120358269294,0.38048106133212517,0.029484029484029485,0.029484029484029485,0.20803782505910165,0.037825059101654845,1.4477901499178094,0.16187173633982144,0.12404667723816659,3.1387886919801815
2201900313W,22,019,00313W,2,188,0,3,2,13,0,35,83,31,8,4,2,0,4,0,1,3,0,1
2201900315E,22,019,00315E,40,424,2,1,0,55,2,96,195,42,35,26,2,0,2,2,6,2,2,0
2201900315W,22,019,00315W,156,99,5,1,0,162,2,25,34,27,11,4,2,0,0,0,0,2,0,1
2201900316E,22,019,00316E,80,218,7,0,4,85,8,42,77,4,24,13,0,4,4,0,5,9,2,0
2201900316W,22,019,00316W,39.78993991824359,83.40109159307436,2.94900546891426,0.017152653294210722,0.07721282011165413,38.76812149343929,7.539734542122522,29.722865495613487,28.693654253961267,0.19520613162558834,2.814777136140179,0.021646695013529185,0.13369657724384293,1.884039533109317,1.8437907972372751,1.8113207547169812,0.933636378159466,0.08209273833479827,0.017684408824448883,0.0068610613176842885
2201900319N,22,019,00319N,59,134,2,1,2,50,14,39,49,19,8,9,0,2,0,0,1,2,5,0
2201900319S,22,019,00319S,106,105,3,0,0,100,4,18,52,4,3,4,0,2,2,2,0,3,2,1
2201900320E,22,019,00320E,40,275,2,1,0,46,8,42,135,8,27,9,2,4,2,0,0,2,5,1
2201900320W,22,019,00320W,59,362,0,0,2,70,4,71,155,27,27,0,0,4,2,0,1,3,2,0
2201900332N,22,019,00332N,159,167,9,1,2,155,8,46,74,19,16,4,13,0,0,0,0,2,2,3
2201900332S,22,019,00332S,184,260,11,5,2,183,10,49,109,31,30,9,4,4,4,0,6,2,5,1
2201900371N,22,019,00371N,254,320,9,0,8,242,4,78,155,23,13,9,8,2,11,3,1,10,12,3
2201900371S,22,019,00371S,901.0000367693773,266.0000026194543,18.000000097016827,3,0,843.0000332767715,41.000001552269225,64.00000087315144,140.0000006791178,11,24.00000029105048,9,11,4.000000194033653,4.000000388067306,2,1.0000002910504797,9.000000194033653,7,0
2201900460E,22,019,00460E,413.4408163265306,48.97959183673469,7.326530612244898,0,0,395.95918367346934,19.044897959183672,11.718367346938775,29.718367346938777,0.2612244897959184,5,0,0,0,0,2,1.1959183673469387,5.1959183673469385,0,0.0653061224489796
2201900460W,22,019,00460W,867,81,3,0,0,821,31,21,9,8,22,9,2,2,0,0,5,10,2,3
2201900466E,22,019,00466E,1188,131,18,0,4,1110,53,28,46,8,13,4,21,0,6,0,9,14,5,1
2201900466W,22,019,00466W,1200,111,14,1,0,1185,37,25,23,11,8,0,11,0,0,2,0,12,0,1
2201900860N,22,019,00860N,1021.441918201372,112.06142754871401,16.62709304968652,0.2099370188943317,0.2099370188943317,945.0240320581154,44.710280291983835,19.00826208561254,44.56172767467044,11.44897407512492,16.062226453327398,4.393168259415489,8.185005932091507,4.146767250140806,1.9684151156232375,0.10140845070422536,8.44208711759501,12.27750889813726,1.9684151156232375,0
2201900860S,22,019,00860S,1137.8690807799444,318.30640668523677,15.479108635097493,1,6.986072423398329,1093.774373259053,43.409470752089135,82.01114206128133,134.4206128133705,39.31476323119777,24.13649025069638,6.136490250696379,6.986072423398329,11.328690807799443,4.6573816155988865,0,8.821727019498608,28.793871866295266,2.3286908077994433,0.16434540389972147
2201900861E,22,019,00861E,606.272810810283,333.0383269502049,7.211642303819328,2.9931756835200556,2.0523418829148365,607.2705360381229,22.305526432697906,58.633972231159845,117.75364684504652,54.2042880099611,19.767482167056247,9.164424189073266,9.007972764177566,0.02844571361739979,2.0807875965322364,0,8.152476104424547,9.050641334603666,7.0125223084975294,0.08533714085219937
2201900861W,22,019,00861W,408,311,2,1,6,367,22,103,106,27,27,13,0,0,6,2,11,7,5,1
220210001-1,22,021,0001-1,123.07976068598833,84.89563388519173,1.9325347049219657,3.122297038270594e-4,1.88881834336425,124.4638197282839,5.16883386340111,43.452946955615154,18.023765457156667,8.457391419064804,5.640862860241762,3.7578692493946733,6.244594076541187e-4,0.010195948370740436,1.888193883956596,0,0.0021856079267894156,3.7588059385061543,6.244594076541187e-4,3.122297038270594e-4
220210001-2,22,021,0001-2,447.85533982872914,19.123215928660738,2.7341763193281277,0,3.5601374570446738,406.17691696745226,14.817208867080296,5.484370945292411,11.6024833486675,0,0.032036613272311214,0.08009153318077804,2.670103092783505,0,0.032036613272311214,0.016018306636155607,2.7341763193281277,1.812105341794648,2.670103092783505,1.812105341794648
220210002-1,22,021,0002-1,193.10185185185185,16.921296296296298,2.986111111111111,0,1.9907407407407407,188.125,8.958333333333332,5.972222222222222,5.972222222222222,0,0,0,0,1.9907407407407407,1.9907407407407407,0,0,0,0,0
220210002-2,22,021,0002-2,295.05377229674383,13.217059060058306,2.024071394736584,0,0.053086029535405956,269.9940439190855,21.35417560536181,6.549743815973496,2.17241796694037,0.05248985863983166,3.8646025634103256,0.07873478795974749,1.896595753642145,0,1.8787878787878787,0.994098534579935,2.269134704800482,0.02581755593803786,0,1.166818172117268
220210003-1,22,021,0003-1,117.72795519979738,1.7318875335120067,2.142702211054574e-5,0,1.4284681407030496e-5,101.2807839292107,12.119013038250381,1.7855851758788119e-4,3.46285370507326,3.5711703517576244e-5,4.999638492460673e-5,2.142702211054574e-5,0,1.4284681407030496e-5,2.142702211054574e-5,0,1.4284681407030496e-5,0.8656473596168075,0,0
220210003-2,22,021,0003-2,312.55223880597015,51.38805970149254,2,0,0,272.6119402985075,16.970149253731343,12,13,7,2.388059701492537,7,3,2,2,1,7,4,1,0
220210003-3,22,021,0003-3,141,35,0,0,0,116,11.999999999999998,11.999999999999998,11,7,0,0,0,0,0,0,1,1,0,1
220210004-1,22,021,0004-1,58.33333333333333,8.307692307692308,0.05128205128205128,0,0,52.717948717948715,0.5384615384615384,0.15384615384615388,6.051282051282051,2,0.10256410256410256,0,0.05128205128205128,0,0.05128205128205128,0.02564102564102564,0.05128205128205128,0,0,0.02564102564102564
220210004-2,22,021,0004-2,100.35398230088495,224.60176991150442,1.9115044247787611,1.9115044247787611,6.6902654867256635,94.61946902654867,1.9115044247787611,51.610619469026545,82.19469026548673,16.24778761061947,14.336283185840708,3.8230088495575223,1.9115044247787611,0,0,1.9115044247787611,10.513274336283187,4.778761061946903,0,0
220210005-1,22,021,0005-1,294.5913048644525,19.30730661106607,3.0330798795908356,0,0.07279107092657548,257.80668904776473,33.470569925315424,15.48857204692116,11.045464109819179,0.32763574204207835,0.21791767554479421,0.14527845036319614,0,4.555372349322322e-4,0.07263922518159807,1.5184574497741071e-4,1.5184574497741071e-4,0.267181016021901,0,4.555372349322322e-4
220210005-2,22,021,0005-2,60.44776119402985,1.6119402985074627,0,0,0,52.38805970149254,4.029850746268657,0,0,0,1.6119402985074627,0,0,0,0,0,0,0,0,0
220210005-3,22,021,0005-3,236.05084745762713,35.17917675544794,0.048426150121065374,1,2.0484261501210654,203.0992736077482,30.121065375302663,9.113801452784504,11.460048426150122,0.2179176755447942,4.145278450363196,0.09685230024213075,0,2,3.0484261501210654,0,3,1.0968523002421307,0,0
220210006-1,22,021,0006-1,265.18814952583006,20.522015719923868,0.1966785305661084,0,0,239.28422634978682,15.388974979648243,6.14880367479847,6.560717436961614,0.11800711833966505,6.154989241808779,4.014345470628894,0.018556701030927835,0,0.0663002782058248,0,1.174846717883306,0.03711340206185567,0.0331501391029124,0
220210006-2,22,021,0006-2,260,12,0,0,0,244,12,4,4,4,2,0,1,0,0,0,1,0,0,0
220210006-3,22,021,0006-3,164,117,0,0,0,164,9,24,42,4,10,0,1,7,0,1,1,1,0,1
220210007-1,22,021,0007-1,332.2259798087132,23.69291420089082,1.988985942805148,0.08849557522123894,0.3103100619062272,295.91817081011897,23.825689377056136,6.199109726833388,5.706951199360965,0.7522123893805309,0.6835159300710926,0.17699115044247787,0.09839513317713916,0,0.009324009324009324,1.038452984697248,6.168397650556741,0.22123893805309736,0,3.785843623918022
220210007-2,22,021,0007-2,258,8,1,0,0,218,23,2,6,0,0,0,0,0,2,0,1,0,1,0
220210007-3,22,021,0007-3,220.15693161750596,12.259983571210425,1.0373206846098146,0,0,206.8187872216624,9.262373909446325,2.0174651731869573,8.078028720752496,0.024504084014002333,2.0174651731869573,3.9859221783459096,0,0,0.01633605600933489,0,0.03267211201866978,0.9964805445864774,1.004648572591145,0
22021004-1A,22,021,004-1A,70,41,0,0,0,59,7,12,19,0,4,0,0,0,0,0,0,3,0,0
22023000001,22,023,000001,416.10789049919487,44.61835748792271,3,1.0128824476650564,4.038647342995169,387.21900161030595,14.553945249597424,19.115942028985508,13.206119162640901,17,3.0644122383252816,3,3,0.02576489533011272,4,0,3.103059581320451,2.0644122383252816,0.02576489533011272,0.02576489533011272
22023000002,22,023,000002,28.000000000000004,0,1,0,0,24.000000000000004,0,0,0,0,0,0,0,0,0,0,0,4,0,0
22023000004,22,023,000004,659.1835748792271,44.7536231884058,0,0.9323671497584541,2.7971014492753623,594.8502415458937,40.091787439613526,8.391304347826086,14.917874396135266,0,4.661835748792271,0,0,1.8647342995169083,0,0,7.458937198067633,4.661835748792271,1.8647342995169083,1.8647342995169083
22023000008,22,023,000008,79,14,0,2,0,84,0,5,3.0000000000000004,0,2,0,0,2,2,0,0,0,0,0
22023000009,22,023,000009,224.11039698958496,17.008008071783365,3.0008008071783365,0.00022880205095329511,3.0006864061528598,213.10227451677613,0.002860025636916189,0.0049192440954958444,13.001830416407627,0.00022880205095329511,0,0,5.0008008071783365,3.4320307642994266e-4,0.00045760410190659023,2.00034320307643,3.0004576041019067,3.0014872133311963,0,2.00034320307643
22023000012,22,023,000012,150,0,0,0,0,134,2,0,0,0,0,0,0,0,0,0,3,5,0,0
22023000013,22,023,000013,57.67796610169492,7.8757062146892665,0.9265536723163842,0,0.6949152542372882,56.751412429378526,0.9265536723163842,1.15819209039548,4.401129943502824,0,0,0.6949152542372882,0,0.4632768361581921,0,0,1.15819209039548,0,0.23163841807909605,0.4632768361581921
22023000015,22,023,000015,123.51063829787236,42.12765957446809,1.9148936170212767,0,0,113.93617021276596,9.574468085106384,8.617021276595745,22.02127659574468,0,2.872340425531915,0,0,0,1.9148936170212767,0,0,1.9148936170212767,0.9574468085106383,0
22023000017,22,023,000017,243.0674403518422,37.915730027579485,2.9887005649717517,0,1.4915254237288136,243.06107694889107,3.992625640078283,7.4976509315342845,25.450252758722353,0,0,1.4915254237288136,0,0.9943502824858758,0,0,2.4898007813212213,2,0.4971751412429379,0.9943502824858758
2202300005N,22,023,00005N,378.99996323062277,26.999997380545683,0.9999999029831734,0,0,342.9999667232285,15.999998447730775,8.99999912684856,6.999999320882214,0,2.99999970894952,0,0,1.9999998059663469,3.9999996119326937,0,2.99999970894952,1.9999998059663469,0,0
2202300005S,22,023,00005S,384,24,4,0,0,337,24,0,0,0,6,0,3,2,0,2,3,2,1,0
2202300016A,22,023,00016A,353,24,4,0,0,337,6,0,10,0,0,0,5,0,0,0,3,9,1,1
2202300016B,22,023,00016B,346,20,0,1,0,321,18,9,3,0,2,3,1,1,0,0,0,7,0,0
2202300016C,22,023,00016C,117.01490062819866,7.00160656978932,2.207500473875253e-4,0,3.000049055566086,116.01444686421236,4.000527347335425,5.150834439042256e-4,6.000699041816727,0,1.7169448130140854e-4,6.131945760764591e-5,1.2263891521529182e-4,2.4527783043058367e-5,2.4527783043058367e-5,2.000024527783043,3.6791674564587545e-5,8.584724065070427e-5,0,2.4527783043058367e-5
220250001-1,22,025,0001-1,237.411737033988,43.99876514171469,2.9534282018111253,0,0,213.784311419499,11.813712807244501,9.844760672703751,17.720569210866753,1.9689521345407504,0,0,0,0,1.9689521345407504,0,6.8913324708926265,2.9534282018111253,0.9844760672703752,0
220250001-2,22,025,0001-2,77.23205146453144,49.0342916798375,0,0,6.658578609223643e-4,70.21973309410438,5.004993933956918,33.01498180187075,13.006325649678763,6.658578609223643e-4,2.001997573582767,9.987867913835466e-4,6.658578609223643e-4,2.0006658578609224,0,0,9.987867913835466e-4,0.0016646446523059107,1,9.987867913835466e-4
220250001-3,22,025,0001-3,14.335123935496814,1.5762291509571016,0.013583441138421732,0,0,13.520574053448264,0.23080435278898104,0.04527813712807244,0.19914770565405981,0.009055627425614488,0,0,0,0,0.009055627425614488,0,0.03169469598965071,0.07240697055018644,0.004527813712807244,0.11764705882352941
220250001-4,22,025,0001-4,85.64705882352942,0.9411764705882353,0,0,0,74.3529411764706,2.823529411764706,0,1.8823529411764706,0,0,0,0,0,0,0,0,0.9411764705882353,0,1.8823529411764706
220250002-1,22,025,0002-1,91,152,3,0,0,91,3,63,46,5,8,0,0,0,3,0,4,1,0,2
220250002-2,22,025,0002-2,224.55615998416994,44.921129647713585,3.0135834411384215,1,0.015068493150684932,223.55134482091768,0.2676615147480998,17.268015470381645,7.421495861282884,2.081108029172339,3.0781719207991864,4,3,3.015068493150685,3.024124120576299,1,1.0467631891403357,0.08422111536226573,0.019596306863492174,0.024017467248908297
220250003-1,22,025,0003-1,207.76257602066153,8.106420878188022,0.980551518070446,0,0.980551518070446,191.70693950446014,11.888888959203431,1.0329532647953368,3.04645804766112,0.05240174672489083,1.996037533957486,0,0.980551518070446,0,0,0,0.980551518070446,0.034934497816593885,0,0.017467248908296942
220250003-2,22,025,0003-2,399.53374233128835,8.878527607361963,0,0,2.959509202453988,371.9116564417178,19.73006134969325,3.9460122699386506,0,0,0,0,0.9865030674846627,0,1.9730061349693253,0,2.959509202453988,1.9730061349693253,0.9865030674846627,0
220250003-3,22,025,0003-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220250003-4,22,025,0003-4,16,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220250004-1,22,025,0004-1,108,44,1,0,0,105,5,11,16,4,3,0,0,0,2,0,1,1,0,2
220250004-2,22,025,0004-2,212.75789845736372,14.523943356858632,0.018276762402088774,0,0.018276762402088774,192.3366492982316,6.928928135724629,2.893822613930473,5.805921990263035,2.875545851528384,1.953584092489767,0,0.018276762402088774,0,0,0,0.018276762402088774,1.9170305676855894,0,0.9585152838427947
220250005-1,22,025,0005-1,541,14,1,0,4,499,12,0,8,0,3,4,3,2,2,0,0,1,1,0
220250006-1,22,025,0006-1,376.38543152584504,14.376511427154568,0,0,0.11482254697286012,350.9164375929815,12.011062881491867,9.611115532726416,4.995040988373873,0,0.22964509394572025,0,0,0.9530791788856305,1.906158357771261,0.9530791788856305,0,0.9530791788856305,0,0
220250006-2,22,025,0006-2,59.645073615775026,7.252609603340292,0,0,0.8058455114822547,54.80941204024205,4.0299631907105775,7.252903856660014,1.6116910229645094,0,1.6116910229645094,0,0,0,0,0,0,0,0,0
220250006-3,22,025,0006-3,90.11143695014663,26.656891495601176,0,0,0,89.89149560117302,0.5630498533724341,9.422287390029325,11.234604105571847,2,0,0,0,0.0469208211143695,0.093841642228739,0.0469208211143695,0,1.0469208211143695,0,0
220250006-5,22,025,0006-5,19,17,0,0,0,19,0,9,2,3,0,2,0,0,0,0,0,0,0,0
220250007-1,22,025,0007-1,10,405,4,1,3,16,0,198,88,22,8,7,0,1,2,3,10,9,2,0
220250007-3,22,025,0007-3,41,41,4,2,0,37,0,14,21,2,7,0,1,1,1,0,3,1,0,1
220250007-5,22,025,0007-5,3,50,1,0,0,2,0,23,15,2,2,0,0,1,1,0,1,1,0,0
220250008-1,22,025,0008-1,124,224,0,1,1,120.00000000000001,0,82,78,10,8,5,0,0,1,1,4,2,3,0
220250009-1,22,025,0009-1,65.98035862068966,0.9534896551724138,0,0,0,58.51277241379311,3.461848275862069,0.15360000000000001,1.4461793103448275,0,0,0.0512,0,0,0,0,0.0256,0,0,0
220250009-2,22,025,0009-2,222.31303824117572,44.67527891816684,1.0881759897266698,0,4.008820783011948,214.2602753287564,5.564794740971966,19.821118711895426,18.09343189334804,3.0416422149714797,2.125288003071422,0,0.0037593984962406013,1.0195198360681874,0.09734513274336283,0.0018796992481203006,2.033400574392014,0.039967174573602146,0.0037593984962406013,0.0018796992481203006
220250009-3,22,025,0009-3,179.29004088460482,19.54010083699384,2.3473524440103177,0,0.15267680105750164,162.76099468324665,6.274467885991028,11.480198164579544,6.785493276558908,2.2964601769911503,0.10178453403833443,0,0.15267680105750164,0.7654867256637168,2.2964601769911503,0,1.5818657183466007,0.9690557937403856,0,0.15267680105750164
220250009-4,22,025,0009-4,96.95490716180372,33.816976127320956,1.0185676392572944,0,0.07427055702917772,96.82493368700266,0.09283819628647215,11.352785145888594,8.3342175066313,2.055702917771883,2.037135278514589,0,0,0.01856763925729443,0,0,2.037135278514589,2,1,0
22027000001,22,027,000001,491.00000000000006,240,3,2,4,496.00000000000006,9,122,51,6,10,0,0,0,0,1,2,5,0,0
22027000003,22,027,000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22027000005,22,027,000005,280.8740632481581,199.52961040835484,5.0136238028870475,0.03350083752093802,1.998000521629397,271.90168339963935,8.989524343633278,127.7169582804606,34.33235022574021,11.106354275899243,8.059003761559463,0,4.008218975307963,0,0.013991536487978322,0,3.0031097484686797,3.017101284956658,5.912014796031127e-4,0
22027000007,22,027,000007,660.6433950072554,196.20956609135558,2.0068911173396127,0.0056800415600786885,4.019462276239304,645.6527720739792,16.988993988275745,141.10100095674736,28.03967522715379,3.0117566863994387,5.004447699838855,3.00607664483936,0.0056800415600786885,0.0028400207800393443,0,0.9991855274997473,6.003633227338602,8.004844303118135,1.9983710549994946,0
22027000008,22,027,000008,103.99521151650703,204.99056116234559,1.9999079137789812,2.999861870668472,1.9999079137789812,115.99465899918091,3.9998158275579625,124.99424461118633,44.99792806002708,2.999861870668472,2.999861870668472,0,0,1.9999079137789812,0,0,1.9999079137789812,2.999861870668472,0,0
22027000010,22,027,000010,20,149,0,1,2,27,2,102,21,0,0,0,0,0,0,0,2,5,0,0
22027000011,22,027,000011,117,98,0,0,2,113,9,61,19,6,0,0,0,0,2,0,0,2,0,0
22027000021,22,027,000021,69,2,0,0,0,52,6,3,0,0,0,0,0,0,0,0,0,0,0,0
22027000031,22,027,000031,383.004788483493,208.00943883765441,9.208622101869392e-5,1.3812933152804088e-4,9.208622101869392e-5,360.0053410008191,11.000184172442037,122.00575538881367,47.00207193997292,8.000138129331528,5.000138129331528,3,4,9.208622101869392e-5,2,0,1.0000920862210188,2.000138129331528,0,3
22027000034,22,027,000034,62,232,0,3,0,68,4,141,32,6,8,0,0,0,0,0,4,2,3,3
22027000035,22,027,000035,24,15,2,0,0,25,0,8,0,3,3,0,0,0,0,0,0,1,0,0
22027000036,22,027,000036,84,267,0,0,0,91,0,125,53,11,13,13,0,0,5,0,1,0,0,0
22027000037,22,027,000037,2,10,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0
22027000041,22,027,000041,182.14391829155062,24.174558960074283,0.005571030640668524,0,4,180.0714948932219,4.0408542246982355,8.113277623026926,9.031569173630455,0,2.0037140204271124,0.005571030640668524,0.0018570102135561746,0.003714020427112349,0,0,1.0018570102135562,0.009285051067780874,0.005571030640668524,0
22027000042,22,027,000042,256.9987669268319,6.999966414349505,0,0,0,235.99886768378332,5.999971212299576,7.9999616163994345,0,0,0,0,0,0,0,0,2.999985606149788,2.999985606149788,0,0
22027000051,22,027,000051,148.32024160946332,81.23253364524648,0.0064766996255152184,0,2.001999478370603,134.31272196049463,4.010475656366721,58.1473633275796,4.042859154494297,0.014248739176133481,8.007997913482413,0,0.005181359700412175,0,1.999408798520397,0,1.0035904190355076,3.002999217555905,1.999408798520397,0
22027000081,22,027,000081,99,44,0,0,0,102,0,42,4,0,0,0,0,0,0,0,0,0,0,0
22027000084,22,027,000084,60,105,2,0,0,66,2,52.99999999999999,26,3,5,0,0,0,2,0,0,0,0,0
22027000085,22,027,000085,20,81,0,0,4,16,0,53,17,0,2,0,0,5,0,0,6,0,0,0
22027000087,22,027,000087,38,201,2,1,6,45.00000000000001,0,105,47,0,5,3,0,0,2,0,1,1,0,0
22027000088,22,027,000088,124,66,1.9999999999999998,0,0,118,6,41,3.9999999999999996,6,1.9999999999999998,7,3.9999999999999996,0,0.9999999999999999,0,3,0.9999999999999999,0,3
22027000091,22,027,000091,82,12,0,0,0,75,6,0,7,0,2,0,0,0,0,0,0,0,0,0
22027000092,22,027,000092,186,29,3,1,2,195,2,8,4,6,2,0,0,0,0,0,0,0,0,0
22027000093,22,027,000093,40,186,3,1,2,54,0,102,32,6,5,6,0,2,1,0,1,3,0,0
22027000096,22,027,000096,9,29,0,0,0,7,2,14,11,0,0,0,0,0,0,0,1,0,0,3
220290001-1,22,029,0001-1,26.660592255125284,526.5466970387243,8.569476082004556,0.9521640091116174,9.521640091116174,42.84738041002278,3.8086560364464694,186.62414578587698,157.10706150341684,8.569476082004556,20.94760820045558,16.186788154897492,0,0,1.9043280182232347,2.856492027334852,12.378132118451026,0.9521640091116174,0.9521640091116174,0.9521640091116174
220290001-2,22,029,0001-2,30,236,0,0,3,38,3,81,65,5,17,2,0,0,0,0,1,3,1,3
220290001-3,22,029,0001-3,573.9495296899039,105.86954720005014,3.2134956828893007,0,0.08641975308641975,552.2272984381307,21.603013979264,39.887251675590896,42.87191141078966,4.83445081419372,5.686349853458003,4.744150077924894,1.0000282225447668,0.3288439955106622,0.09030073626882595,0.043209876543209874,0.3592765647564841,4.628717097669232,1.1747799977640425,1.121212121212121
220290001-4,22,029,0001-4,115,211,0,0,1,107,2,91,65,9,7,4,0,0,0,0,4,4,3,6
220290002-1,22,029,0002-1,193.93285967329874,477.1371267950227,9.94135536480045,0.994005994005994,1.988227892135406,196.90818462749075,8.951451549139398,176.93565778254796,167.99349011071553,14.910953526583583,19.88119940073697,8.946485754300783,4.970677682400225,1.988011988011988,2.982449790264818,1.988011988011988,4.970245874153388,9.940923556553612,0,0.994005994005994
220290003-1,22,029,0003-1,280,28,3,0,0,276,7,12,7,2,0,0,3,0,0,0,0,0,0,1
220290003-2,22,029,0003-2,384,60,4,1,1,305,37,23,38,2,6,0,1,0,2,0,1,4,0,0
220290003-3,22,029,0003-3,580.3465909090909,34.90056818181818,3.9886363636363638,0,0,515.53125,43.875,16.951704545454547,16.951704545454547,1.9943181818181819,1.9943181818181819,1.9943181818181819,0,0,0,0,0.9971590909090909,2.991477272727273,0.9971590909090909,0
220290003-4,22,029,0003-4,473.7205494176104,68.9623050231591,6.0700082715631885,0.005994005994005994,1.011772107864594,442.56056537250925,25.173548450860604,13.112637671997506,31.054805343829926,4.094728291598236,5.124482417444848,2.059196063881036,3.029322317599776,0.011988011988011988,2.017550209735182,0.011988011988011988,1.032595034937521,4.067599170719116,0.002840909090909091,0.005994005994005994
220290004-1,22,029,0004-1,147.63636363636363,70.30303030303031,0.8787878787878788,0,0,141.4848484848485,2.6363636363636362,22.848484848484848,32.515151515151516,3.515151515151515,4.3939393939393945,3.515151515151515,0,1.7575757575757576,0,0,0,2.6363636363636362,0,0.8787878787878788
220290004-2,22,029,0004-2,360.25777509181347,228.44922132862257,5.438687183301567,0.04783599088838269,5.48652317418995,331.85670122263025,17.71991539212496,71.14320115289851,103.88273441495049,3.769299428199526,19.415657105666867,4.151987355306587,1.6693877551020408,4.173469387755102,0.09567198177676538,0.9782018502161685,4.795337269304077,4.221305378643485,0.8825298684394031,0.04783599088838269
220290004-3,22,029,0004-3,32,268,0,0,0,24.999999999999996,3,137,68,15,13,2,0,2,1,0,1,3,4,2
220290004-4,22,029,0004-4,174.96378830083566,392.9507892293407,1.0389972144846797,1,5.012999071494893,174.95078922934076,9.064995357474466,132.29990714948931,132.7409470752089,7.142989786443826,30.142989786443824,7,0.012999071494893221,0,0.03899721448467966,1,10.103992571959147,10.051996285979573,4,0.025998142989786442
220290005-1,22,029,0005-1,225.03621169916434,224.04921077065924,2.96100278551532,0,0.9870009285051067,224.04921077065924,4.935004642525534,98.70009285051067,56.259052924791085,10.857010213556174,10.857010213556174,0,0.9870009285051067,0,2.96100278551532,0,7.896007428040853,3.9480037140204267,0,1.9740018570102134
220290005-2,22,029,0005-2,55,21,0,0,0,45,0,9,3,0,4,2,1,2,1,0,0,1,0,0
220290005-3,22,029,0005-3,432.4032885432082,52.651352362597656,1.0467632584230995,0,0.9918367346938777,402.22055185325394,17.107762563237774,18.0297163230891,26.794548287848023,0.6795333310389924,3.673352376363699,2.5844244897959183,0.37638434800564413,0.826530612244898,0,0.1653061224489796,1.797285032866435,0.8356850328664349,0.1653061224489796,0
220290005-4,22,029,0005-4,296.07309184993534,132.1992238033635,3.013583441138422,0,0,268.96442432082796,14.054333764553688,50.04527813712807,40.08150064683053,2.0090556274256146,4,0,2,2,0.009055627425614488,1,3.0316946959896507,1.0135834411384217,0.004527813712807244,1
220290005-5,22,029,0005-5,499.18074410985304,16.019929270055407,5.945073476270778,0,0,460.217766514093,19.005266008190798,3.049336738135389,10.01085579378463,1.9816911587569261,3.9633823175138523,0.025599999999999998,4.9542278968923155,0,0,0,1.003645579378463,0.9908455793784631,0,0
220290005-6,22,029,0005-6,651.4317150635209,17.26746823956443,4.967105263157895,0,1.9868421052631577,599.5750907441017,19.77813067150635,2.9802631578947367,5.725725952813067,0,1.9868421052631577,0,1.9868421052631577,2.9802631578947367,0,0.9934210526315789,2.9802631578947367,3.9736842105263155,1.9868421052631577,0.9934210526315789
22029005-2B,22,029,005-2B,42,20,0,1,0,34,3,3,10,3,0,2,0,0,0,0,1,0,0,0
22031000001,22,031,000001,22.466918985721538,155.7502482731225,0,0,0.035398230088495575,29.14730871935206,1.965572793679518,98.37647032860326,22.36072429545605,5.817072363339439,0.022123893805309734,0.008849557522123894,0.008849557522123894,0,0,0,3.8603491271820447,0.008849557522123894,10.779676913909915,0
