GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRFIS,G18USSDRAY,G18USSLSCH,G18GOVRRIC,G18GOVDKRI,G18SOSREVN,G18SOSDDAN,G18TRERMUR,G18ATGRPET,G18AUDRJAN,G18AUDDSKI
3109900011P,31,099,00011P,165,35,2,176,27,166,32,185,182,158,38
3109900012P,31,099,00012P,47,17,0,51,11,45,16,54,55.99999999999999,41,17
3109900013P,31,099,00013P,199,86,14,211,89,222,66,249,247,201,82
3109900014P,31,099,00014P,247,99,9,253,101,251,92,304,303,239,107
3109900015P,31,099,00015P,304,91,10,312,95,305,90,362,362,285,107
3110100001P,31,101,00001P,133,50,1,128,54,135,49,150,145,127,50
3110100002P,31,101,00002P,94,29,6,98,30,101,25,113,116,88,38
3110100003P,31,101,00003P,361.40000000000003,43.056000000000004,8.016,360.40000000000003,54.064,361.396,43.06,371.416,364.404,330.336,66.1
3110100004P,31,101,00004P,250,34,7,246,46,257,32,264,255,221,64
3110100005P,31,101,00005P,147.49253731343282,25.94776119402985,5.007462686567164,141.11940298507463,36.873134328358205,147.49253731343282,28.67910447761194,152.955223880597,152.5,130.6492537313433,40.059701492537314
3110100006P,31,101,00006P,99.6,13.944,3.984,99.6,15.936,98.604,14.94,103.584,100.596,83.664,24.9
3110100007P,31,101,00007P,138.62686567164178,24.388059701492537,4.706467661691542,132.636815920398,34.656716417910445,138.62686567164178,26.955223880597018,143.76119402985074,143.33333333333334,122.79601990049751,37.65174129353234
3110100008P,31,101,00008P,401,104,15,388,130,410,98,442,443,342,164
3110100009P,31,101,00009P,263,52,10,258,66,258,50,276,281,232,77
3110100010P,31,101,00010P,238.88059701492537,82.66417910447761,15.286069651741293,242.24378109452735,93.47014925373135,249.88059701492537,78.36567164179104,282.2835820895522,280.1666666666667,226.5547263681592,101.28855721393035
3110100011P,31,101,00011P,207,44,11,206,52,221,37,236,234,185,70
3110100012P,31,101,00012P,208,64,13,216,71,216,59,234,236,181,82
3110300001P,31,103,00001P,52.280719721974144,7.523337086941328,1.8835815244825846,56.474478701510506,6.133659185337631,51.33686852017241,5.639755562458743,50.398511823865185,48.99784491127247,47.58069448219625,5.649370947074127
3110300002P,31,103,00002P,58.8339222614841,8.480565371024735,2.1201413427561837,63.60424028268552,6.890459363957597,57.773851590106005,6.360424028268551,56.71378091872792,55.12367491166078,53.533568904593636,6.360424028268551
3110300003P,31,103,00003P,138.67924528301887,18.867924528301884,1.8867924528301887,137.73584905660377,21.698113207547166,130.18867924528303,15.09433962264151,135.8490566037736,136.7924528301887,123.58490566037737,18.867924528301884
3110300004P,31,103,00004P,90.03667308432807,7.647993839045052,2.2242279553330766,93.00619175972275,8.915764343473239,85.32479014247208,7.349742010011552,86.75584135541008,83.81897574123988,83.7587678090104,4.634932614555256
3110500001P,31,105,00001P,107,18,6,106,25,112,19,120,117,106,23.000000000000004
3110500002P,31,105,00002P,234.08761329305136,32.10271903323263,13.531722054380666,234.18429003021149,48.63444108761329,236.08761329305136,31.513595166163142,250.392749244713,248.41691842900303,231.77341389728096,34.65861027190332
3110500003P,31,105,00003P,151,22,6,151,23,148,22,167,164,144,30
3110500004P,31,105,00004P,263,45,8,255,60,260,50,284,278,245,59
3110500005P,31,105,00005P,366.91238670694867,84.89728096676737,21.468277945619334,370.81570996978854,106.3655589123867,366.91238670694867,101.48640483383686,419.60725075528705,420.58308157099697,354.22658610271907,107.34138972809669
3110700001P,31,107,00001P,406,81,18,387,117,376,109,436,438,353,120
3110700002P,31,107,00002P,496,99,27,497,124,456,122,525,519,421,144
3110700003P,31,107,00003P,566,96,15,569,117,521,103,568,574,477,127
3110700004P,31,107,00004P,94,27,2,96,29,76,29,88,89,75,26
3110700005P,31,107,00005P,139,139,8,129,154,125,146,184,180,112,150
3110700006P,31,107,00006P,259.13568439928275,64.25821876867901,10.052600119545726,260.15959354453076,75.30125523012552,229.9587567244471,75.26778242677824,259.02809324566647,260.0113568439928,212.88942020322773,80.29886431560072
3110700007P,31,107,00007P,473.86431560071725,107.74178123132099,21.947399880454274,483.84040645546924,125.69874476987448,400.04124327555286,111.73221757322176,428.97190675433353,421.9886431560072,371.11057979677224,124.70113568439928
3110700008P,31,107,00008P,378,55,5,359,76,343,69,387,382,326,80
3110900001P,31,109,00001P,282.40477094227384,261.4926593052817,21.42085640828367,288.51290505827717,278.202525822012,320.5899103380119,230.2301618836366,411.59746325117635,412.14468872205606,287.8450978038267,247.9425793922318
3110900002P,31,109,00002P,268,310,25.000000000000004,284,317,301,289,431,433,289,299
3110900003P,31,109,00003P,297,434,29,312,445,331,404,504,501,307,411
3110900004P,31,109,00004P,139,215,17,153,218,162,199,236.00000000000003,231.00000000000003,143,206
3110900005P,31,109,00005P,241,408,17,242,423,265,381,360,358,231,393
3110900006P,31,109,00006P,179,314,15,184,324,193,300,306,300,169,302
3110900008P,31,109,00008P,111.95869356388089,372.76368876080693,27.760806916426514,114.83189241114313,394.60902977905863,130.1277617675312,369.8904899135447,247.8895292987512,246.84726224783861,123.87415946205572,366.76368876080693
3110900009P,31,109,00009P,127.54600197073098,431.8109922995511,28.929473376884054,139.22035692128023,445.5474617714682,150.27513594394364,420.5784095470968,273.4658224152403,277.5226451589358,142.34391080617496,425.0994854202401
3110900010P,31,109,00010P,215.05026399561666,213.8401797031003,15.643082152049216,224.6225474876816,219.91706405552995,240.2778010246216,196.4220123652292,314.97752700374775,321.90746835856453,215.9215780753399,199.9498685312399
3110900011P,31,109,00011P,299.90955396663264,297.91679945522645,19.927545114061967,319.8370990806946,295.9240449438202,364.674075587334,237.13778685733743,431.43135171944164,433.4241062308478,306.88419475655434,270.0182362955397
3110900012P,31,109,00012P,254.09044603336739,193.08320054477358,15.072454885938033,263.1629009193054,202.07595505617977,285.325924412666,166.86221314266257,339.5686482805584,342.57589376915223,265.1158052434457,170.98176370446035
3110900014P,31,109,00014P,270.48426716256,244.65495803730076,16.332157232549985,277.48625693098614,253.89048299432622,299.16788786800925,221.8774686180867,393.7480410793084,393.75902314444966,275.4331827148348,227.29731871484884
3110900015P,31,109,00015P,265,315,17,273,326,297,278,397,399,273,291
3110900016P,31,109,00016P,268.2778581765557,259.3053545586107,17.047756874095512,263.7916063675832,275.45586107091174,282.6338639652677,240.4630969609262,367.87264833574534,368.7698986975398,263.7916063675832,253.9218523878437
3110900017P,31,109,00017P,200.64748189940383,281.1926095225918,21.021752681125832,214.14982338932663,285.68684769926637,225.62414691450766,265.83078939376986,328.34818674381063,328.17964741796794,203.01257851583102,275.86975562197324
3110900018P,31,109,00018P,275,274,8,287,268,292,247,396,389.99999999999994,282,252.99999999999997
3110900021P,31,109,00021P,385.7948717948718,451.3974358974359,27.141025641025642,410.93589743589746,450.38461538461536,428.1923076923077,384.7820512820513,578.1282051282052,578.2051282051283,392.9615384615385,413.94871794871796
3110900022P,31,109,00022P,290.3076923076923,259.90384615384613,10.788461538461538,301.09615384615387,258.9230769230769,320.71153846153845,212.82692307692307,392.30769230769226,398.1923076923077,303.0576923076923,225.5769230769231
3110900023P,31,109,00023P,363.8974358974359,546.6987179487179,31.07051282051282,388.96794871794873,548.6923076923077,404.09615384615387,509.39102564102564,629.5641025641025,633.6025641025641,382.9807692307692,513.474358974359
3110900027P,31,109,00027P,235,351,20,257,350,270,324,396,396,252,326
3110900028P,31,109,00028P,213.50339514326063,288.7199524593603,26.56564039114527,229.12576982742598,296.45151686837016,232.69437013582422,278.7278714590723,347.97097497444395,350.9447435987951,221.182423584672,285.03238581415263
3110900029P,31,109,00029P,159.28960226056486,289.02805038920025,27.63287444717933,172.0483977887914,295.1222915259262,189.4639019947336,275.6239746593384,312.67673835345676,316.32948401459237,183.85651612681391,269.5578614838316
3110900031P,31,109,00031P,281,454.99999999999994,40.99999999999999,295,473,313,435,496.99999999999994,498.99999999999994,310,432.99999999999994
3110900032P,31,109,00032P,142,210,18,154,208,162,200,256,258,156,194
3110900033P,31,109,00033P,37.073088092933205,85.03969022265247,5.973862536302033,40.762826718296225,87.67521781219749,40.58712487899322,83.63407550822846,80.64714424007744,78.53872216844142,39.18151016456922,83.45837366892546
3110900034P,31,109,00034P,171.57792836398838,393.5721200387222,27.647628267182963,188.6544046466602,405.7696030977735,187.84123910939013,387.0667957405615,373.24298160697,363.48499515972895,181.33591481122943,386.2536302032914
3110900035P,31,109,00035P,208.47282290080946,429.8062272918508,34.39903028972279,225.23272830565563,446.38632088065384,240.86007554567155,416.16063950883984,421.34489131638975,416.7730975880758,218.56411541924177,419.08672434522424
3110900036P,31,109,00036P,175.6193656093489,233.62938230383975,23.04507512520868,185.15525876460768,246.3439065108514,194.69115191986643,221.70951585976627,276.5409015025042,276.5409015025042,176.41402337228715,226.47746243739567
3110900038P,31,109,00038P,156,223,18,160,237,167,219,269,261,162,219
3110900039P,31,109,00039P,84.05205205205205,169.41741741741743,17.72972972972973,87.33533533533533,179.26726726726727,100.46846846846847,160.88088088088088,174.014014014014,175.32732732732734,89.30530530530531,168.1041041041041
3110900041P,31,109,00041P,120.710386656558,285.02198635329796,24.376042456406367,139.9166034874905,287.1554207733131,144.00151630022745,274.9977255496588,273.79681576952237,274.76042456406367,131.9166034874905,285.937073540561
3110900042P,31,109,00042P,43.947947947947945,88.58258258258259,9.27027027027027,45.66466466466466,93.73273273273273,52.53153153153153,84.11911911911912,90.98598598598599,91.67267267267268,46.6946946946947,87.89589589589589
3110900043P,31,109,00043P,156,292,23,164,303,177,284,298,286,166,288
3110900044P,31,109,00044P,200,310,35,208,335,215,312,369,375,202,322
3110900046P,31,109,00046P,182.00564015792443,442.283135927806,25.461928934010153,194.26508742244783,446.99830795262267,213.12577552171462,416.82120699379584,370.6125211505922,368.72645234066556,198.98025944726453,417.76424139875917
3110900047P,31,109,00047P,208.99435984207557,389.716864072194,32.53807106598985,225.73491257755217,398.00169204737733,244.87422447828538,366.17879300620416,385.3874788494078,387.27354765933444,229.01974055273547,375.23575860124083
3110900049P,31,109,00049P,115.38583952905468,397.1239762618036,26.856382935445712,130.57616004677777,406.48701922477136,140.76448990595088,382.86702672092974,247.47686903582155,255.44036567366976,139.31226815201256,372.49100054187136
3110900050P,31,109,00050P,305,524,38,321,541,352,488,503,505,319,492
3110900051P,31,109,00051P,141,313,13,150,319,165,290,259,259,151,294
3110900053P,31,109,00053P,193,330,16,197,341,228,299,318,323,208,318
3110900054P,31,109,00054P,136,276,14,142,285,149,263,241,241,134,264
3110900055P,31,109,00055P,143.88329070937448,258.784745514003,13.38345841019621,150.0810833473084,266.8796327352004,158.1759705685058,245.98644767734362,236.38772429984905,239.94595841019623,148.69995178601374,247.1316241824585
3110900056P,31,109,00056P,184,299,21,193,305,217,270,311,309,205,287
3110900057P,31,109,00057P,104,209,13,110,211,122,193,185,189,116,193
3110900058P,31,109,00058P,161.8699002256546,170.87203897614978,5.894812938479133,175.2780618677085,160.51002308169475,180.1480097229434,145.01350948168312,216.39007970187632,212.63557489001377,168.57936906922882,144.1033327808512
3110900059P,31,109,00059P,187,300,11,196,301,212,261,288,288,190,284
3110900060P,31,109,00060P,285,307,15,322,279,338,245,418,425,298,262
3110900061P,31,109,00061P,294.27348446893785,371.6674599198397,26.29548158817635,309.96294150801606,382.1257436748497,334.20917616482967,331.3377927730461,459.0313126252505,461.8343248997996,302.61821298847696,353.28854584168334
3110900063P,31,109,00063P,256,343,18,251,364,287,314,379,382,260,335
3110900064P,31,109,00064P,212.50943396226415,279.33962264150944,17.90566037735849,218.18867924528303,287.7169811320755,251.7169811320755,236.67924528301887,310.1509433962264,312.3018867924528,216.75471698113208,258.0377358490566
3110900065P,31,109,00065P,214.49056603773585,224.66037735849056,11.09433962264151,222.81132075471697,229.28301886792454,229.28301886792454,204.32075471698113,295.8490566037736,297.6981132075472,205.24528301886792,220.96226415094338
3110900066P,31,109,00066P,259,228,12,261,236,305,184,352,360,263,212
3110900067P,31,109,00067P,274,327,21,290,326,314,285,391,394,272,316
3110900068P,31,109,00068P,263,370,20,276,371,303,326,427,430,268,339
3110900069P,31,109,00069P,206.57142857142856,336.389252948886,19.89908256880734,229.3132372214941,332.5989515072084,253.00262123197902,296.5910878112713,345.86500655308,344.91743119266056,219.83748361730014,312.69986893840104
3110900070P,31,109,00070P,150.12530712530713,194.7862407862408,11.2997542997543,164.11547911547913,190.48157248157247,169.4963144963145,170.5724815724816,238.37100737100738,233.52825552825553,158.1965601965602,176.4914004914005
3110900071P,31,109,00071P,291,417.99999999999994,27.999999999999996,296,440,324,390.99999999999994,444.99999999999994,462,283,419
3110900072P,31,109,00072P,374,412,21,399,406,423,353,560,567,383,380
3110900073P,31,109,00073P,387,375,21,396,375,424,328,550,544,388,352
3110900074P,31,109,00074P,264,282,10,255,297,301,234,390.00000000000006,393.00000000000006,273,252
3110900075P,31,109,00075P,254,287,13,269,285,289,246,361,366,257,269
3110900076P,31,109,00076P,389.57975107417343,346.8217678978476,14.687117987614226,399.8860821414883,338.3558489500333,425.8087819982652,306.3265941137313,540.7321677122627,535.7660621709398,397.753010711476,320.0693673975753
3110900077P,31,109,00077P,242.38083538083538,287.93857493857496,22.695331695331696,251.19410319410318,297.14987714987717,273.42997542997546,254.87714987714986,371.04914004914,368.03685503685506,249.73464373464373,266.33660933660934
3110900078P,31,109,00078P,209,267,7,215,266,243,230,309,314,208,245
3110900080P,31,109,00080P,249.34261076167385,263.9525293609907,15.583913172604616,258.10856192126397,266.87451308085406,272.7184805205808,231.81070844249368,356.4820138233306,359.40399754319395,238.62867045550817,247.39462161509826
3110900081P,31,109,00081P,270.8474356204997,396.52634105469855,39.075336919616255,301.292267472092,400.8012082782386,310.7402410413602,365.48342307870433,447.4157962283151,441.02023790055017,296.4279538477587,369.390085587057
3110900082P,31,109,00082P,290.36172694605347,383.8641208275977,19.977282107569863,306.44495074009177,382.88094958647906,325.3166603112635,344.1991079652353,469.65846571337113,459.87627104036005,305.70916617436626,355.51768761211196
3110900083P,31,109,00083P,264.63925771876495,334.9949680778348,33.70346562731781,284.7153182763485,341.85651750265413,297.30781983973475,315.0624481901078,416.645976643737,412.6499032882012,278.93651924782944,312.34051279068075
3110900084P,31,109,00084P,348,369,19,344,389,382,337,511,511,338,355
3110900086P,31,109,00086P,193.87211918539694,236.94692982794092,18.658181860210664,203.69873479168754,247.71653015464514,227.2783034496575,215.3018045784822,302.9904608532836,297.09736402092756,203.69514412741464,231.9968177159985
3110900087P,31,109,00087P,257,304,21,270,306,287,277,386,395,262,285
3110900088P,31,109,00088P,314,326,14,313,333,350,288,455,466,306,312
3110900089P,31,109,00089P,298.719360112428,260.76328632750415,14.795785394910558,296.8757754285984,270.93277167960105,323.6908464883327,231.17040698423097,396.73783983171734,390.26566513653296,282.0806443104139,251.51690187077406
3110900090P,31,109,00090P,255.60328086016702,315.9901918480674,15.412705053760439,257.83542745290725,326.0675740456475,277.2223384408077,288.1389876746865,376.44062810477004,383.5180103023501,244.3195461357067,306.55169272844694
3110900091P,31,109,00091P,269.0541083781591,309.0572787909419,20.00338177363495,287.05601062582883,312.0579128734985,297.0591810386116,283.05030388281983,414.0773580718994,414.07799215445596,283.0517834087851,275.0536856564548
3110900092P,31,109,00092P,230,259,14,237,263,262,228,325,340,231,248
3110900093P,31,109,00093P,352,259.55555555555554,16,366.22222222222223,256,383.11111111111114,227.55555555555557,448,459.5555555555556,340.44444444444446,246.22222222222223
3110900094P,31,109,00094P,358.3258426966292,466.81523096129837,17.51123595505618,374.5362047440699,461.74719101123594,421.6978776529338,400.60174781523096,554.9325842696629,548.6747815230962,362.1791510611735,429.74406991260923
3110900095P,31,109,00095P,229,296,18,236,306,276,246,354,349,237,277
3110900096P,31,109,00096P,72.67415730337079,98.62921348314606,6.48876404494382,72.24157303370787,104.25280898876404,82.19101123595506,90.84269662921348,115.06741573033709,113.76966292134833,71.37640449438203,96.03370786516854
3110900097P,31,109,00097P,195,396,42,212.00000000000003,416,231.00000000000003,378,395,392,218.00000000000003,376
3110900098P,31,109,00098P,154.953125,244.546875,15.421875,153.484375,260.703125,177.71875,224.71875,254.09375,254.09375,157.890625,234.265625
3110900099P,31,109,00099P,184.92815917395228,253.89837877400998,27.39731166708075,196.31562097256327,270.52884018893155,211.55545397427844,235.27915731874663,301.26826738377196,303.91352180516566,179.95732234714308,247.42833418629405
3110900100P,31,109,00100P,281,346,18,281,357,321,309,411,408,292,322
3110900103P,31,109,00103P,219.8272055278256,395.6889699500861,34.97250997033589,231.81778037479793,416.6724759322877,247.80521350409433,383.69839510311385,370.7086056855605,372.7070348267225,221.82563466898768,386.6960388148569
3110900104P,31,109,00104P,311.7142857142857,407.305373525557,41.55045871559633,342.34338138925295,413.2005242463958,359.9986893840105,370.20445609436433,511.56749672346,509.5412844036697,355.08125819134995,362.65006553079945
3110900105P,31,109,00105P,137.71428571428572,205.305373525557,16.55045871559633,143.34338138925295,212.20052424639582,142.99868938401048,201.20445609436436,217.56749672346004,214.54128440366972,138.08125819134995,200.65006553079948
3110900106P,31,109,00106P,280.55652105294917,433.31505386825603,26.95738814387768,288.5438953178018,447.29295883174814,308.51233097993344,406.35766572437836,445.296115265535,429.3213667358297,280.55652105294917,417.34030533855076
3110900108P,31,109,00108P,205,391,35,210,416,251,363,374,378,220,377
3110900109P,31,109,00109P,192.9433962264151,572.3979416809606,13.79245283018868,196.05145797598627,575.9742710120069,230.06003430531732,527.065180102916,350.70668953687823,350.99485420240137,197.33962264150944,540.7495711835334
3110900110P,31,109,00110P,173.44347894705083,497.68494613174397,14.04261185612232,180.45610468219817,497.70704116825186,229.48766902006656,438.64233427562164,319.703884734465,314.6786332641703,180.44347894705083,461.6596946614493
3110900111P,31,109,00111P,213.2,365.73333333333335,22.53333333333333,212.33333333333331,386.5333333333333,263.46666666666664,331.06666666666666,364,361.4,224.46666666666667,348.4
3110900112P,31,109,00112P,254.55555555555554,436.81481481481484,30.48148148148148,266.53703703703707,450.2592592592593,299.6296296296296,396.0740740740741,422.77777777777777,430.72222222222223,261.7962962962963,411.44444444444446
3110900113P,31,109,00113P,258.60622594945323,483.90321453052644,32.706169649852825,270.91113044542703,501.8935087903204,298.6819534544257,456.3231211417903,472.9005096337658,476.17516912666485,282.3284950763783,457.6300929437491
3110900115P,31,109,00115P,192.01730103806227,293.94117647058823,20.930795847750865,201.11764705882354,306.681660899654,219.318339100346,278.4705882352941,320.33217993079586,319.4221453287197,201.11764705882354,284.840830449827
3110900116P,31,109,00116P,257.926267281106,322.852534562212,5.797235023041475,264.89400921658984,323.5437788018433,289.7926267281106,282.6774193548387,387.7465437788018,395.0230414746544,252.51612903225808,306.33179723502303
3110900117P,31,109,00117P,389.06643492311537,318.93909821993316,11.190481505695256,404.07264841420437,313.1560920383334,431.78553622587555,264.3643263757116,511.7268562073786,522.7340689596522,355.25237191650854,305.7731305045737
3110900118P,31,109,00118P,295,314,22,315,309,340,280,438,441,300,293
3110900119P,31,109,00119P,413.6808036288123,387.9194024972792,30.405345210055064,433.0236906655457,398.43728660277833,479.2367271051555,328.1405882753269,594.4929011347508,597.9966075911736,412.52766448354384,374.3217615304796
3110900120P,31,109,00120P,233.80093022307543,292.12305729907496,16.890531702900006,252.56057566359564,290.23540364215125,247.65862025966248,271.0212530673503,372.78412678141973,371.0375005655813,239.12243692289945,274.86479331304935
3110900121P,31,109,00121P,171,451,27,178,463,205,434,332,331,189,436
3110900123P,31,109,00123P,132,482,19,133,503,171,446,293,282,146,465
3110900124P,31,109,00124P,195,438,14,194,453,232,407,329,334,195,427
3110900125P,31,109,00125P,135.4245283018868,396.4245283018868,18.056603773584904,137.88679245283018,409.5566037735849,160.86792452830187,366.05660377358487,266.7452830188679,273.311320754717,144.45283018867923,381.6509433962264
3110900127P,31,109,00127P,128.08607350096713,511.36653771760155,34.22147001934236,138.8413926499033,530.92166344294,140.79690522243715,514.2998065764024,304.08220502901355,300.17117988394585,137.86363636363637,505.5
3110900128P,31,109,00128P,100,416,19,101,431,118,404,233,230,110,409
3110900130P,31,109,00130P,157,545,39,169,567,173,558,336,345,162,549
3110900132P,31,109,00132P,108,603,32,118,622,133,601,314,312,123,603
3110900133P,31,109,00133P,116,350,11,111,362,118,347,230,223,110,355
3110900135P,31,109,00135P,105.06698248348263,546.8842407923196,32.178984294028545,110.22050597557306,570.8175874990034,123.68456381017043,549.9114581324117,317.5143004837552,310.1695740845041,115.60116811073134,552.8737787173413
3110900136P,31,109,00136P,108.77511437617581,281.6481469812432,25.251077690545163,119.45814189648772,295.2450032122411,130.14146921541806,276.79201856815075,216.57910535396763,207.838518617765,115.57371884380323,277.7631772369604
3110900138P,31,109,00138P,216.9398907103825,138.2513661202186,4.918032786885246,221.31147540983608,139.89071038251367,237.7049180327869,114.75409836065573,272.1311475409836,271.58469945355193,207.65027322404373,134.97267759562843
3110900139P,31,109,00139P,143.25183512140035,487.1383399209486,33.2970073404856,155.82608695652175,506.35064935064935,173.61264822134387,475.4364765669113,330.07679277244495,323.07679277244495,153.16600790513834,478.9260304912479
3110900140P,31,109,00140P,143.08490276523727,414.9602671810814,31.20199720337632,160.04805703471266,426.19286347663615,167.0495161731653,412.84407762275487,315.0568735317408,312.3043912556369,159.87411978941327,407.9787365846798
3110900143P,31,109,00143P,133.2252969262613,404.0466376081935,32.98668480175015,141.52563641102657,421.45627680911724,166.8196858931757,394.12837766064195,316.7166831108546,316.87768796383773,160.44585950608118,386.86508861566267
3110900144P,31,109,00144P,161.88524122180988,412.24264915786466,33.882957465029975,174.12075363973736,430.1253211532972,175.06194690265485,413.1838424207822,303.06423065943477,314.35854981444476,171.29717385098488,410.3602626320297
3110900145P,31,109,00145P,69.69075278689351,226.05781705429928,17.6714845488552,67.32044113142489,245.05734456235263,73.79930801730806,228.8517655924399,159.904070971965,159.34595871303395,68.15089138635938,225.99729749963186
3110900146P,31,109,00146P,89.17785527462947,447.9328683522232,31.054054054054053,109.18657367044464,460.97297297297297,119.20924149956409,438.9380993897123,279.5387968613775,276.52659110723624,109.19529206625981,442.9433304272014
3110900148P,31,109,00148P,58.31517962610164,156.4995119528823,11.03438323193836,57.33428142162295,166.51192811997115,64.34956285804,155.47658979825673,158.53962572347703,157.53389518482066,67.33332633184688,147.47849997780884
3110900150P,31,109,00150P,103.16031129337841,394.0500995275439,37.670755689857785,107.80159244070316,424.01973763100466,123.21866081492674,394.3889248626999,280.71384032424396,270.3851356212677,119.9230520181308,393.38207784732714
3110900152P,31,109,00152P,129.45424136773715,415.0628941686829,34.50726472606685,134.2413652325063,439.98981360423585,143.83797068562183,423.6749745778419,321.1499005655491,315.40670694137623,143.83119561787115,416.0094788332357
3110900154P,31,109,00154P,155.91318422025364,324.0818676653269,22.818006804027792,159.92010591179724,342.0649547320369,177.89210393372989,312.71167592003354,313.87788983151535,313.85016721957214,172.95738279341637,311.93357857575717
3110900155P,31,109,00155P,198.16662584093493,383.13981585841736,28.870242049000897,194.51906837182975,411.4194004879051,221.1682623767088,365.5158113300172,349.701047943936,357.1298784244774,210.4362840569256,364.0319845813985
3110900156P,31,109,00156P,322.7670915411356,479.2896871378911,30.137891077636155,331.51680185399766,495.81691772885284,361.65469293163386,446.23522595596756,543.4542294322132,535.6767091541136,343.18308227114716,455.95712630359213
3110900158P,31,109,00158P,317.5969082859863,503.34297888960856,34.64693544938032,336.8452057578642,515.8543722463293,352.2438437353666,480.245021923355,543.7644035805523,537.9899143389889,335.8827908842703,482.1698516705428
3110900159P,31,109,00159P,214.0879120879121,294.15750915750914,28.318681318681318,229.82051282051282,302.6336996336996,237.4065934065934,280.27838827838826,343.6959706959707,353.4761904761905,214.78388278388277,300.35164835164835
3110900160P,31,109,00160P,189.9915291485196,337.5953703333733,28.597741106271894,211.65561193910577,345.4589443401127,223.60967488445812,320.4199464578256,363.25841424594773,365.05892302979447,204.64450393574938,333.90494266192513
3110900162P,31,109,00162P,283.1534378396907,402.25158392276086,37.562124781503485,304.9729393900288,413.8422614708095,330.63752491275466,373.47486455962434,479.3147513913918,483.93481836853823,291.64499978127316,400.0054774659148
3110900163P,31,109,00163P,237.95076923076923,231.95384615384614,23.10153846153846,257.99384615384616,233.99692307692308,276.0092307692308,200.92307692307693,343.37538461538463,342.38461538461536,262.94153846153847,197.96923076923076
3110900164P,31,109,00164P,352.32615384615383,387.4307692307692,37.45230769230769,384.79076923076923,389.8953846153846,387.31384615384616,360.3846153846154,514.7630769230769,517.0769230769231,355.0123076923077,377.95384615384614
3110900166P,31,109,00166P,284,287,9,296,283,300,259,399,401,280,257
3110900167P,31,109,00167P,288.0993877839561,244.17488732784452,14.217143986008704,281.7502406448702,261.9263016611759,303.1025466715474,227.44742127474964,390.0440617367878,395.56912463370656,286.3274939427217,222.7749946254365
3110900168P,31,109,00168P,219.2229649629597,304.47478258060437,31.122299043269628,230.20138277885331,323.6186638079804,242.30209963801653,294.38125978280993,379.7625195656198,374.82007205657027,236.2229649629597,299.3740657214411
3110900170P,31,109,00170P,203.88493763563457,312.24827327571865,39.102283981599285,205.98082663403147,349.2433559294033,232.05655750810948,312.06727600343544,371.4396719319924,355.4248298577441,211.8669059313439,324.1844606483501
3110900172P,31,109,00172P,214.7906976744186,283.6013289036545,26.508305647840533,212.17940199335547,315.57142857142856,234.34551495016612,280.0764119601329,367.0830564784053,363.4418604651163,222.88039867109634,276.8538205980066
3110900174P,31,109,00174P,137,315,36,154,333.99999999999994,166,306.99999999999994,332,333,157.99999999999997,305
3110900176P,31,109,00176P,228.0407246832207,301.8157334213067,21.311680243174155,244.09356499116666,303.6736169138906,270.25022634405315,267.6848694604298,394.34048312565153,399.3619927000294,237.13839284014094,289.3443513168037
3110900179P,31,109,00179P,399,363,25,414,370,456,303,545,548,397,340
3110900182P,31,109,00182P,168.46153846153845,207.10859728506787,17.83710407239819,159.54298642533936,230.89140271493213,181.34389140271495,205.1266968325792,268.5475113122172,263.59276018099547,169.4524886877828,211.07239819004525
3110900184P,31,109,00184P,364.400072997282,297.61676534848056,27.492315014105742,375.44887408126243,314.07287687709567,412.2005472892133,260.51244604712934,498.0926959957487,501.57247765324195,368.59367415393916,283.19640129329133
3110900185P,31,109,00185P,233.47792207792207,324.4311688311688,37.506493506493506,252.23116883116882,334.74545454545455,269.1090909090909,309.42857142857144,404.13246753246756,397.56883116883114,249.4181818181818,311.3038961038961
3110900186P,31,109,00186P,398,232,25,413,237,435,191,497,465,394,222
3110900187P,31,109,00187P,237.72175321897592,194.04238033109465,18.636654617786714,248.46610129614578,198.82362471660178,259.2670712666296,174.65838217050947,326.11533772511444,318.2230311844976,237.72175321897592,184.8549706976943
3110900188P,31,109,00188P,375.45357194241365,203.64141219862955,21.202615535501465,377.4078218512038,222.97918543742176,383.4464261501996,194.27752865220535,453.4456700651996,455.7725490149284,374.5460410305694,194.43082186009633
3110900190P,31,109,00190P,335,204,22,364,199,355,176,411,415,329,200
3110900191P,31,109,00191P,433.42783387861397,356.7890123552815,36.52216608641715,435.1947855141743,389.7270763012608,462.95684542805674,336.52937775844964,590.4315544627046,596.3966947321702,441.1242811896427,342.09698309013174
3110900192P,31,109,00192P,380.477387396973,288.04876197722865,21.50351381152124,399.27819928428255,287.99243546120584,419.30288766706593,248.31697687942648,510.054145116222,508.86546331019775,378.0035870578864,273.11386157319737
3110900193P,31,109,00193P,250.95551902363312,318.494030636581,14.77442682132896,260.7979376311458,319.37783520451865,291.92211498380794,278.51182417864527,396.18860938954145,405.50257992217496,253.22705700069096,298.0222450070801
3110900194P,31,109,00194P,54.16416485837384,71.11647067696506,5.563769215066093,57.99016790197443,71.89637101912878,61.16281230148675,65.74646811904412,89.60388973579394,89.86455474749616,56.445181221704715,67.49490949930491
