GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRSAS,G20USSDJAN,G20USSLSIA
31019000001,31,019,000001,706.4923017578162,295.03403370381454,14.162715474980958,752.5604640960463,160.53325772145377,48.25915475120655
31019000002,31,019,000002,512,286,19,535,169,63
31019000003,31,019,000003,759.2740593031737,375.45825316455324,26.05511736133344,807.2284403198827,196.25330362073902,78.18216926304024
31019000004,31,019,000004,1172.2405960522976,457.0430165632024,21.00756168802018,1219.2319086942505,229.02833783623882,84.01926652621295
31019000005,31,019,000005,518.003731455639,215.00083310172803,27.00011201367772,526.0036474453808,132.00051806325945,49.000287035049155
31019000006,31,019,000006,883.8251867241553,397.82119479382834,31.79554174344815,914.6289928261906,233.1666453140643,71.30888552856895
31019000007,31,019,000007,622.9894479192927,401.84165794190403,36.18589518664124,648.1394068881569,241.69656470203577,68.65928011549853
31019000008,31,019,000008,356,190,13,353,112,44
31019000009,31,019,000009,538,294,34,537,197,71
31019000010,31,019,000010,906.5642852593128,412.15584151235,41.01956048518428,938.5502726988399,253.10105787896455,102.05081443687085
31019000011,31,019,000011,360.87463476156216,261.0540220958055,25.132127399659186,370.9705540849276,183.5058740555828,61.209278621164664
31019000012,31,019,000012,445,292,36,439,202,73
31019000013,31,019,000013,1056.731150415792,490.68966737544724,45.57554279720272,1085.9337190480753,269.9603095245572,114.93467716622068
31019000014,31,019,000014,868.6823062949259,363.72036240260627,40.98255584199144,841.6858721644033,249.76609305984522,108.94530623362273
31019000015,31,019,000015,282,32,4,258,19,21
31019000016,31,019,000016,510,87,6,490,53,35
31019000017,31,019,000017,237.3323170731707,40.708841463414636,2.086890243902439,225.33689024390245,30.493902439024392,19.210365853658537
31019000018,31,019,000018,507.6676829268293,154.29115853658536,18.913109756097562,508.6631097560976,107.50609756097562,45.78963414634146
31019000019,31,019,000019,514,64,13,485,47,29
31019000020,31,019,000020,909.7806898125478,199.12668984545599,22.895483267291134,895.8595377465205,109.51723374109731,74.65756622100156
31019000021,31,019,000021,421.73194089018875,87.8251725083398,15.1032522391811,407.66092971713203,60.48471130557967,30.29635304802815
31019000022,31,019,000022,259,63,10,259,40,21
31019000023,31,019,000023,286,101,8,283,72,30
31019000024,31,019,000024,547,174,20,553,111,47
31019000025,31,019,000025,571,105,13,526,81,53
31019000026,31,019,000026,583.9367028416011,181.39861520405447,12.063424866522249,571.9647387369631,102.20508075681835,60.098413815061924
31019000027,31,019,000027,226.04584149037166,95.9325504078766,15.17173887815155,232.6402506825563,49.45886953007975,23.763308382640563
31019000028,31,019,000028,550,115,12,548,66,37
31019000029,31,019,000029,527.8271250213232,117.89808937903356,15.849370756714647,515.9412648506742,73.32214288968403,40.61523885581251
31021000001,31,021,000001,168.260453849652,64.23192276608253,2.0165885062031,167.2656180023792,48.164985575098626,10.027594883135372
31021000002,31,021,000002,244.05381897753162,49.870172519182304,4.99074777817711,232.14081766071868,35.86662721718997,11.981721537371255
31021000003,31,021,000003,174,58,7,181,34,10
31021000004,31,021,000004,206.4375,127.65217391304348,6.980978260869565,207.43478260869566,92.74728260869566,16.953804347826086
31021000005,31,021,000005,161,41,0,166,18,5
31021000006,31,021,000006,292,134,7,291,95,22
31021000007,31,021,000007,256.41385386496773,94.28854160509546,11.028854160509546,259.34460387974485,46.20774995566873,26.06924998522291
31021000008,31,021,000008,238.53232715750062,80.84128587572224,9.980398061313343,247.51457845953647,37.9256228271413,25.949028477405836
31021000009,31,021,000009,239.95427996776763,86.98342648831577,8.998285498791285,241.95389896749901,60.988379491807606,10.997904498522683
31021000010,31,021,000010,300.34776618258036,172.1324768325582,11.00414773413605,321.3457004214261,118.09935232439811,17.02069627051586
31021000011,31,021,000011,299,154,19,324,91,31
3102300001W,31,023,00001W,292.0272202122844,79.73399846741258,11.960067648516628,299.0037577022107,52.82376863106162,19.933563860043662
3102300002P,31,023,00002P,543,123,14,531,103,28
3102300002W,31,023,00002W,348.88318222102487,93.88850983402342,8.894622523910323,359.75263293717876,55.3450462472823,12.848946782161832
3102300003W,31,023,00003W,385.71436309594696,129.2298419590648,8.946699798705462,389.68944939308466,84.49642283887506,19.882300592718227
3102300005P,31,023,00005P,296,70,4,303,48,13
3102300006P,31,023,00006P,313,78,4,298,54,26
3102300008P,31,023,00008P,289.37523447074375,42.14764973949919,3.1986100288675887,275.5541599675259,27.33476228278103,16.33518876507628
3102300011P,31,023,00011P,238,38,8,234,27,13
3102300013P,31,023,00013P,321,96,8,317,66,18
3102300014P,31,023,00014P,227,46,5,218,38,17
3102300016P,31,023,00016P,288,77,7,287,57,14
3102500001P,31,025,00001P,857.8813944037578,404.20086610477676,32.203256887440084,852.5756670684933,268.3539950429277,76.61016229213622
3102500001W,31,025,00001W,196.5933565733291,108.14011364095765,16.10680551670275,199.68091079604187,76.62657722660938,25.280330511206913
3102500002P,31,025,00002P,196.1186055962422,62.79913389522326,5.796743112559915,187.42433293150665,38.64600495707228,17.38983770786378
3102500002W,31,025,00002W,191.58553633614787,101.42202438151112,11.578791141889512,204.08462246352528,60.82719431759548,20.3307922297044
31025000031,31,025,000031,526.9588170977805,364.8410201785904,32.54810248706421,594.9924699240024,190.3414180626889,50.29552679274615
3102500003P,31,025,00003P,353,153,24,346,112,42
3102500003W,31,025,00003W,233.46066397561577,138.76134772221764,14.679050992668259,237.57072246478293,94.73424499546915,28.280336106763325
3102500004P,31,025,00004P,410,189,19,416.00000000000006,113,35
3102500004W,31,025,00004W,244.1959736252338,124.37212720257683,10.3408042864842,254.92326676055453,74.60055001433855,22.89492550658961
3102500005P,31,025,00005P,264,148,12,299,69,24
3102500005W,31,025,00005W,245.39633830609822,123.17933844384538,21.171448795035925,249.24569263246838,94.30918099606912,25.983141702998633
3102500006P,31,025,00006P,426.1752808988764,198.04044943820224,8.737078651685394,459.1820224719101,86.4,33.97752808988764
3102500006W,31,025,00006W,228.99999999999997,130,16,228.99999999999997,90,33
3102500007W,31,025,00007W,170.97771072554085,95.14268989094855,7.472090787190123,173.8091704110792,70.86715991693787,16.786743788044916
3102500008P,31,025,00008P,240.82110709052304,106.43786197753123,10.314403341407738,248.23446674043282,59.54622845579513,26.38887725908869
3102500008W,31,025,00008W,276.7251655629139,128.09271523178808,16.55629139072848,285.9337748344371,90.28476821192054,21.251655629139073
3102500009P,31,025,00009P,343.2657199049601,180.39022500835188,15.683795355609947,357.0039871751937,99.0180151338542,35.28099807301194
3102500009W,31,025,00009W,241.23371024458498,133.9760409206223,11.993503737063401,258.25938182964444,82.91999731119144,21.02251564967556
3102500010P,31,025,00010P,462.8447754956827,196.65266538287054,16.318532029960263,490.10839229948215,108.00492623819501,26.728311469268895
3102500011P,31,025,00011P,206.4674128423317,69.80564910383595,12.781316033096724,204.50105652954758,44.2430170376425,14.747672345880835
3102500012P,31,025,00012P,110.02417582417583,34.69230769230769,1.9824175824175825,120.92747252747253,18.832967032967034,5.947252747252747
3102500013P,31,025,00013P,478.7410460542412,184.38831799446672,10.446850356652174,484.513334462575,99.36178081418328,44.38711346997158
3102500014P,31,025,00014P,151.46164331865228,52.16990403271933,4.216766565848789,140.43327248433621,41.737329601549,15.245137400164838
3102500015P,31,025,00015P,250.3044149133962,121.47486008658521,10.17753723576523,251.80534040760378,76.01345501370106,27.47206628701218
3102500016P,31,025,00016P,447,217,12,486,114,34
3102500017P,31,025,00017P,279.9758241758242,113.3076923076923,10.017582417582418,279.07252747252744,82.16703296703297,18.052747252747253
3102500018P,31,025,00018P,457.1338993929442,163.75008152652123,18.72840948039104,481.5207812404186,104.19603936695209,28.043505077448554
3102500019P,31,025,00019P,669.4436476833683,269.77393508312974,18.907124838709347,698.1539004825592,152.6814935206468,50.7345512556288
3102500020P,31,025,00020P,788.7665289256198,330.5495867768595,16.824380165289256,837.2603305785124,191.00619834710744,44.53512396694215
310250003W2,31,025,0003W2,158.7330273316782,87.72238580529319,7.156322848012845,152.07750495747817,67.7033667896023,19.319985020993794
3102700001P,31,027,00001P,157,33,4,151,29,11
3102700002P,31,027,00002P,360,67,9,326,50,27
3102700003P,31,027,00003P,179,25,5,172,21,7
3102700004P,31,027,00004P,386,50,1,338,49,21
3102700005P,31,027,00005P,248,28,5,230,17,7
3102700006P,31,027,00006P,86,15,2,79,15,6
3102700007P,31,027,00007P,986.3842239185751,175.34605597964378,19,943.2824427480916,121.27480916030534,47.06106870229007
3102700009P,31,027,00009P,134.61577608142494,33.653944020356235,0,124.7175572519084,26.72519083969466,5.938931297709924
3102700013P,31,027,00013P,396,71,10,364,51,35
3102700015P,31,027,00015P,142,12,1,115,12,14
3102700016P,31,027,00016P,473,85,10,440,62,38
3102700018P,31,027,00018P,97,29,4,99,23,8
3102700020P,31,027,00020P,529,101,27,520,68,45
3102900001P,31,029,00001P,264,25,2,258,19,8
3102900002P,31,029,00002P,327.1881809071218,29.802508647722497,3.035399088352245,312.15404260821776,20.521708208062588,17.07361070701193
3102900003P,31,029,00003P,349,31,8,309,31,22
3102900007P,31,029,00007P,280.8118190928781,57.1974913522775,2.9646009116477545,274.84595739178224,37.47829179193741,8.92638929298807
3102900008P,31,029,00008P,519,83,11,512,65,23
3103100001P,31,031,00001P,138,8,2,98,8,18
3103100002P,31,031,00002P,195,20,0,162,11,23
3103100003P,31,031,00003P,30,4,1,22,6,1
3103100004P,31,031,00004P,75,5,3,52,6,13
3103100005P,31,031,00005P,125,7,0,92,11,19
3103100006P,31,031,00006P,631,136,11,582,81,57
3103100007P,31,031,00007P,562,97,13,491,76,47
3103100008P,31,031,00008P,385,59,9,341,46,33
3103100009P,31,031,00009P,24,0,0,16,1,5
3103100010P,31,031,00010P,19,1,0,17,0,2
3103100011P,31,031,00011P,44,1,0,30,0,2
3103100012P,31,031,00012P,25,0,0,13,0,7
3103100013P,31,031,00013P,73,5,1,53.00000000000001,8,6
3103100014P,31,031,00014P,95,7,1,78,8,6
3103100015P,31,031,00015P,30,0,0,20,0,3.9999999999999996
3103100016P,31,031,00016P,44,2,0,27,3,7
3103100017P,31,031,00017P,57,3,0,52,1,3
3103100018P,31,031,00018P,82.00000000000001,7,2,60.00000000000001,3,8
3103100019P,31,031,00019P,131,10,4,96,12,10
3103100020P,31,031,00020P,79,1,1,63,2,3
3103300001P,31,033,00001P,312,27,5,264,36,34
3103300002P,31,033,00002P,239,47,4,216,30,26
3103300003P,31,033,00003P,338.9248633406859,64.98559326591321,2.999335073811379,314.93018275019483,55.987588044479075,15.996453726994023
3103300004P,31,033,00004P,265,31,7,244,25,17
3103300005P,31,033,00005P,437.87016604954965,114.68028158440586,9.477709221851724,399.95932916214275,96.6726340628876,37.910836887406894
3103300006P,31,033,00006P,791,195,19,746,154,60
3103300007P,31,033,00007P,399.03780941057306,127.0099024646739,14.00081838551024,379.0345358685321,98.00834753220444,43.00327354204096
3103300009P,31,033,00009P,428,127,14,392,115,43
3103300010P,31,033,00010P,602.0920245398773,121.30981595092024,21.52147239263804,549.0061349693251,107.31901840490798,46.08588957055215
3103500001P,31,035,00001P,185,47,3,172,27,14
3103500002P,31,035,00002P,362,112,17,344,85,40
3103500003P,31,035,00003P,256,36,3,234,20,13
3103500004P,31,035,00004P,210,43,4,214,21,9
3103500005P,31,035,00005P,188,33,0,164,25,19
3103500006P,31,035,00006P,193,21,4,165,22,16
3103500007P,31,035,00007P,288,80,7,275,51,30
3103500008P,31,035,00008P,329,65,9,318,38,19
3103500009P,31,035,00009P,362,77,4,323,64,31
3103500010P,31,035,00010P,319,80,18,309,47,34
3103500011P,31,035,00011P,156,38,9,142,32,18
3103700001P,31,037,00001P,595,308,20,601,243,41
3103700002P,31,037,00002P,701,126,10,698,75,27
3103700003P,31,037,00003P,382,243,8,375,189,32
3103700005P,31,037,00005P,516,271,14,520,198,44
3103700009P,31,037,00009P,442,77,4,458,42,12
3103900001P,31,039,00001P,632,164,11,626,102,46
3103900002P,31,039,00002P,396,87,5,388,61,11
3103900004P,31,039,00004P,374,92,9,386,57,21
3103900006P,31,039,00006P,417,73,12,416,40,34
3103900007P,31,039,00007P,543.1788698559251,109.76333769052734,11.451089734403142,555.9227433669811,58.863534410458556,24.738344297383787
3103900010P,31,039,00010P,600.2815377388036,211.05789226432822,10.964046351393673,624.9506420294395,122.43185092389602,35.63315064202944
3103900011P,31,039,00011P,544.5395924052713,133.17877004514446,14.584863914203185,569.1266146035796,67.70461466564542,25.628505060586775
3104100001P,31,041,00001P,0,0,0,0,0,0
3104100002P,31,041,00002P,20.32911392405063,3.20253164556962,0.5569620253164557,18.79746835443038,2.9240506329113924,1.2531645569620253
3104100003P,31,041,00003P,125.67088607594937,19.79746835443038,3.4430379746835444,116.20253164556962,18.075949367088608,7.746835443037975
3104100004P,31,041,00004P,203,20,2,200,15,9
3104100005P,31,041,00005P,430,93.99999999999999,15,420,58.99999999999999,30
3104100006P,31,041,00006P,78,1.9999999999999998,0.9999999999999999,70.99999999999999,2.9999999999999996,1.9999999999999998
3104100008P,31,041,00008P,0,0,0,0,0,0
3104100009P,31,041,00009P,219,26,2,207,12,16
3104100010P,31,041,00010P,420,44,4,379,40,24
3104100011P,31,041,00011P,374,41,7,344,26,21
3104100012P,31,041,00012P,226,40,5,198,34,26
3104100013P,31,041,00013P,206.30554750319828,33.38772776884597,5.875534288340462,196.58139731791275,17.71963633327141,12.746741962271985
3104100014P,31,041,00014P,82,6.000000000000001,0,83,1,2
3104100015P,31,041,00015P,23,3,0,18,3,4
3104100016P,31,041,00016P,0,0,0,0,0,0
3104100017P,31,041,00017P,366,53,7,341,31,31
3104100018P,31,041,00018P,73,2,0,70,1,2
3104100019P,31,041,00019P,124,25,2,121,21,8
3104100020P,31,041,00020P,166,9,0,158,5,4
3104100021P,31,041,00021P,0,0,0,0,0,0
3104100022P,31,041,00022P,75,5,0,69,3,4
3104100023P,31,041,00023P,50,5,2,47,4,3
3104100024P,31,041,00024P,0,0,0,0,0,0
3104100025P,31,041,00025P,126.99999999999999,13,6,118,11,11
3104100026P,31,041,00026P,96.29989212513485,12.433656957928802,2.4379719525350594,91.18015102481121,8.289104638619202,7.070118662351672
3104100027P,31,041,00027P,123.1445523193096,15.899676375404532,3.1175836030204964,116.59762675296656,10.599784250269687,9.04099244875944
3104100028P,31,041,00028P,126,23,3,123,16,7
3104100029P,31,041,00029P,0,0,0,0,0,0
3104100030P,31,041,00030P,23.999999999999996,2,1,21.999999999999996,2.9999999999999996,1
3104100031P,31,041,00031P,56.00000000000001,5,2,47,5,9
3104100032P,31,041,00032P,98.42962962962963,10.29037037037037,1.7896296296296297,89.03407407407407,7.158518518518519,8.948148148148148
3104100033P,31,041,00033P,121.57037037037037,12.70962962962963,2.2103703703703705,109.96592592592593,8.841481481481482,11.051851851851852
3104100034P,31,041,00034P,175.55555555555554,22.666666666666668,4.444444444444445,166.22222222222223,15.11111111111111,12.88888888888889
3104100035P,31,041,00035P,134.9212827988338,48.79300291545189,7.139941690962099,146.68804664723032,27.419825072886297,12.303206997084548
3104100037P,31,041,00037P,524.6697214221058,137.64685552259868,18.294868848283645,519.489176724512,89.03295238694574,45.60522345443657
3104100038P,31,041,00038P,221.10344827586206,51.17241379310345,8.689655172413794,217.24137931034483,32.82758620689655,18.344827586206897
3104100039P,31,041,00039P,0,0,0,0,0,0
3104300001P,31,043,00001P,319,110,13,313,83,22
3104300002P,31,043,00002P,567.2119496764262,251.8636574124378,11.31314614562065,564.2191774651649,216.90145641622016,20.57467455556321
3104300003P,31,043,00003P,165.03488372093022,45.73255813953488,2.9825581395348837,153.1046511627907,31.813953488372093,10.936046511627907
3104300004P,31,043,00004P,172.96511627906978,80.26744186046513,5.017441860465117,161.8953488372093,68.18604651162791,9.063953488372093
3104300005P,31,043,00005P,200.55654833133892,80.47879714576962,7.587271196206178,201.84294198466515,65.762646811151,9.677117404600452
3104300006P,31,043,00006P,422,97,9,408,67,19
3104300007P,31,043,00007P,399.38837920489294,254.61009174311926,9.984709480122325,398.38990825688074,209.67889908256882,21.966360856269112
3104300009P,31,043,00009P,197.34604105571847,216.6217008797654,9.178885630498534,189.0850439882698,199.1818181818182,18.35777126099707
3104300010P,31,043,00010P,363.1896383186706,489.3802541544477,15.566959921798631,385.67937438905176,390.3030303030303,31.133919843597262
3104300011P,31,043,00011P,393.62307267740493,484.75893572572846,13.878268522354054,408.71956670027737,388.64240168138605,42.71538614289191
3104300013P,31,043,00013P,215.8390982289765,225.2581289891549,7.8247968814296875,244.13560478954778,167.51811545354403,8.521395151125825
3104300014P,31,043,00014P,344.671009771987,287.8273615635179,7.2182410423452765,344.671009771987,256.2475570032573,16.241042345276874
3104300015P,31,043,00015P,165.17426273458446,120.20107238605898,11.447721179624665,178.2573726541555,90.76407506702412,9.8123324396782845
3104500001P,31,045,00001P,139,77,7,140,62.00000000000001,10
3104500002P,31,045,00002P,426.77821011673154,199.55252918287937,19.070038910505836,418.58365758754866,156.42801556420233,38.233463035019454
3104500003P,31,045,00003P,315,183,13,333,128,23
3104500004P,31,045,00004P,200.22222222222223,116.9925925925926,11.777777777777779,209.64444444444445,80.87407407407407,21.985185185185184
3104500005P,31,045,00005P,191.4075723830735,143.06236080178175,16.7728285077951,208.1804008908686,96.69042316258351,21.706013363028955
3104500006P,31,045,00006P,354.22178988326846,70.44747081712062,8.929961089494164,329.41634241245134,54.57198443579767,29.766536964980546
3104500007P,31,045,00007P,200,38,9,178,39,14
3104500008P,31,045,00008P,313.5924276169265,85.93763919821826,5.2271714922049,306.8195991091314,45.30957683741648,27.293986636971045
3104500009P,31,045,00009P,120,28,2,118,14,12
3104500010P,31,045,00010P,378,68,8,361,49,27
3104500011P,31,045,00011P,238,40,4,223,37,19
3104500013P,31,045,00013P,54.77777777777778,32.007407407407406,3.222222222222222,57.355555555555554,22.125925925925927,6.014814814814815
3104700001P,31,047,00001P,147,12,2,144,10,4
3104700002P,31,047,00002P,220,39,8,208,24,20
3104700003P,31,047,00003P,78,15,1,75,12,3
3104700004P,31,047,00004P,219,27,9,215,16,14
3104700005P,31,047,00005P,183,44,7,190,27,10
3104700006P,31,047,00006P,114,27,2,117,17,6
3104700007P,31,047,00007P,126,11,2,103,15,7
3104700008P,31,047,00008P,182,35,4,175,24,14
3104700009P,31,047,00009P,295,78,2,292,51,20
3104700010P,31,047,00010P,214,52,3,208,35,19
3104700011P,31,047,00011P,481,77,6,443,52,48
3104700012P,31,047,00012P,689,202,21,681,131,63
3104700013P,31,047,00013P,728,192,19,741,125,34
3104700015P,31,047,00015P,650,172,9,637,117,41
3104700016P,31,047,00016P,673,168,13,636,126,49
3104700017P,31,047,00017P,110,141,4,114,123,11
3104700018P,31,047,00018P,220,234,9,229,168,25
3104700019P,31,047,00019P,425,304,12,455,233,27
3104700020P,31,047,00020P,511,357,11,537,260,38
3104700021P,31,047,00021P,259,310,13,260,264,26
3104900001P,31,049,00001P,292,56,5,278,40,17
3104900002P,31,049,00002P,277.14231568387476,30.799648847926854,8.93831586246477,257.2755497493077,29.804581743108084,21.851137450569897
3104900003P,31,049,00003P,301.93282097543937,54.21475788615993,6.062349063723851,301.7942675004975,34.20783021241284,23.152408822436083
3105100001P,31,051,00001P,360,95,6,323,91,26
3105100003P,31,051,00003P,215.99951889741257,39.99991090692825,6.999984408712444,216.99951667008574,34.99992204356222,10.999975499405268
3105100004P,31,051,00004P,205,33,7,190,22,19
3105100005P,31,051,00005P,250,44,16,247,30,21
3105100006P,31,051,00006P,266,53,14,234,45,33
3105100007P,31,051,00007P,103,30,4,90,26,5
3105100008P,31,051,00008P,167,57,7,146,42,16
3105100009P,31,051,00009P,182.93951634334306,48.41982460802551,9.06462928514483,163.40935423863937,35.83412171140048,25.18171671538666
3105100010P,31,051,00010P,173,62.99999999999999,5,167,50,10
3105100011P,31,051,00011P,187.00048110258743,58.00008909307174,12.000015591287555,180.00048332991423,38.00007795643778,22.00002450059473
3105100012P,31,051,00012P,94.42770440629582,50.111061365170734,5.021267069926311,98.380444250904,38.08270527193566,4.059075194239753
3105100013P,31,051,00013P,130.63277925036112,79.46911402680375,4.914103644928858,150.2102015104566,48.08317301666387,13.759208090373589
3105300001P,31,053,00001P,343,79,6,325,58,29
3105300002P,31,053,00002P,203,42,3,200,21,14
3105300003P,31,053,00003P,197.9633386016045,52.99018659537899,4.999074207111225,191.96444955307106,26.995000718400615,19.9962968284449
3105300004P,31,053,00004P,366,100,5,360,55,32
3105300005P,31,053,00005P,476.4945249028612,129.8622394913458,10.988343341575415,479.4913458141999,61.93429883433416,33.96397032850583
3105300006P,31,053,00006P,392,147,8,391,86,35
3105300007P,31,053,00007P,514.5798751077294,189.54815671598823,12.964262603449399,510.5924471349688,128.70338807604983,50.85955320911026
3105300008P,31,053,00008P,182.28014182669156,120.45823190557417,6.371175873321243,194.00094770243854,75.13224382375259,16.662228534760175
3105300009P,31,053,00009P,244.37014951529525,93.85703441446866,2.8716994484074756,241.15609737217676,46.77703345992594,24.11953376731433
3105300010P,31,053,00010P,594,288,18,613,173,67
3105300011P,31,053,00011P,220,111.99999999999999,9,228,72,22.999999999999996
3105300012P,31,053,00012P,292,201,7,311,125,42
3105300013P,31,053,00013P,444.1814254859611,291.524838012959,27.57667386609071,497.3650107991361,180.23326133909288,52.19870410367171
3105300014P,31,053,00014P,375.83606187669056,249.07018337250406,9.132494391538765,427.1619403060793,126.21589378513002,30.790800781321998
3105300015P,31,053,00015P,316.0190230335614,227.6615685418648,8.036257618367404,316.0948851025269,170.39461232134184,31.090498271173693
3105300016P,31,053,00016P,412.596837944664,277.27667984189725,10.865612648221344,456.12648221343875,144.45454545454544,41.99604743083004
3105300017P,31,053,00017P,262,191,16,277,117,36
3105300018P,31,053,00018P,212.40316205533597,135.72332015810275,6.134387351778656,233.87351778656125,70.54545454545455,23.00395256916996
3105300019P,31,053,00019P,199,136,7,206,77,24
3105300020P,31,053,00020P,388,233,20,405,159,48
3105300021P,31,053,00021P,582,280,10,654,124,30
3105300022P,31,053,00022P,615.664503582446,313.16907487600696,16.003931973860627,694.6094559483971,173.08257145107316,30.070775529491286
3105300023P,31,053,00023P,110.1633064516129,117.20967741935485,9.377016129032258,120.23185483870968,74.25,20.788306451612904
3105300024P,31,053,00024P,201.8366935483871,146.79032258064515,10.622983870967742,203.7681451612903,119.75,22.211693548387096
3105300025P,31,053,00025P,287,213,13,298,154,34
3105300026P,31,053,00026P,188,104,11,190,74,22
3105300027P,31,053,00027P,271,172,13,281,118,38
3105300028P,31,053,00028P,382,233,11,392,164,47
3105300029P,31,053,00029P,559.4470280577432,295.11374086676307,17.00264513643635,557.4099961476343,200.05554786516333,53.0476124558543
3105300030P,31,053,00030P,345.0366613983955,131.009813404621,7.000925792888775,345.03555044692894,83.00499928159938,31.0037031715551
3105300031P,31,053,00031P,450,164,19,445,103,41
3105300033P,31,053,00033P,354,77,12,350,46,30
31055001-02,31,055,001-02,776.1230337690215,701.0262085832104,27.629453867892735,820.3455053788936,403.8764158258115,113.20278449960122
31055001-03,31,055,001-03,380,571,12,460,333,45
31055001-04,31,055,001-04,309.394643059365,792.2524357533592,26.369958905462948,354.8153986194458,558.5305983474184,58.97385363587542
31055001-05,31,055,001-05,410.5139919353876,709.85567097188,18.58173574511672,438.93620465637554,445.4610013395755,89.7050408477788
31055001-07,31,055,001-07,341,1001,39,403,566,96
31055001-08,31,055,001-08,373,938,26,447,483,91
31055001-09,31,055,001-09,323,628,23,355,416,82
31055001-10,31,055,001-10,265,316,17,291,189,52
31055001-11,31,055,001-11,372,681,37,411,386,78
31055001-12,31,055,001-12,60,57,6,67,36,11
31055001-13,31,055,001-13,598,885,28,714,507,84
31055001-14,31,055,001-14,407,1275,32,554,567,83
31055001-15,31,055,001-15,512,1030,45,570,665,115
31055001-16,31,055,001-16,362,566,17,401,345,74
31055001-17,31,055,001-17,251,999,20,334,507,92
31055001-18,31,055,001-18,508,1190,23,717,470,92
31055001-19,31,055,001-19,471,821,25,590,347,85
31055001-20,31,055,001-20,439.0136740560329,685.163805302616,14.138950175084643,499.9159934186518,401.18476924258397,75.53422473922643
31055001-21,31,055,001-21,459.3207347446404,817.0130205869959,26.90164823884011,565.9309703578216,485.2260256413012,76.71951534780328
31055001-22,31,055,001-22,458.30353661311574,623.4922650073419,7.9712153900343035,558.9456350709615,276.85984862499504,49.7999590218751
31055001-23,31,055,001-23,423.544604748681,688.1205748721053,19.863991459024795,474.56631811876014,445.10403015688087,71.8163034027149
31055001-24,31,055,001-24,381,659,21,455,395,67
31055001-25,31,055,001-25,284,602,34,357,379,72
31055001-26,31,055,001-26,189,778,16,262,330,47
31055001-27,31,055,001-27,509.07631055076314,579.1937624419377,19.19110816191108,607.398805573988,288.79296615792964,60.78832116788321
31055001-28,31,055,001-28,485,605,27,529,372,67
31055001-29,31,055,001-29,441,576,35,483,378,69
31055001-30,31,055,001-30,503.45190706548755,700.0642792010337,27.37481861075227,571.1674698678328,446.4064745066085,83.07902327337774
31055001-31,31,055,001-31,555.6171221402251,843.9867762450957,18.26182559444071,660.1781769854551,472.3113192015116,68.27172431585488
31055002-01,31,055,002-01,266.12345469664865,595.8044920133938,29.324334581404816,287.58154861381655,415.3540451245389,69.04494224354727
31055002-02,31,055,002-02,221,689,30,247,504,70
31055002-03,31,055,002-03,304.2629554446965,907.771456897301,25.935851547773712,342.16893033475895,653.3919619424219,69.83179628062463
31055002-04,31,055,002-04,118.68318925565119,623.3181655675262,11.979754004625848,133.5828466161664,477.4432291514406,40.77788569512394
31055002-05,31,055,002-05,97.54774136974551,493.09623676836355,16.44745570721427,116.9477674702898,367.3808025913014,44.38594440088577
31055002-06,31,055,002-06,133.18185195343028,583.4160231094296,17.890099516132427,148.09026821687397,408.49060561835705,54.66419296596019
31055002-07,31,055,002-07,101,623,11,115,466,36
31055002-08,31,055,002-08,92.39077551391009,633.8205890094048,10.927941189817323,99.34491990743021,495.73115033807676,49.672459953715105
31055002-09,31,055,002-09,52.32700616335975,716.8384134979626,12.03488065742504,77.37932714949731,561.0535987058992,25.19184361583772
31055002-10,31,055,002-10,86,633,10,104,488,38
31055002-11,31,055,002-11,140,839,12,177,581,57
31055002-12,31,055,002-12,224,851,28,282,630,48
31055002-13,31,055,002-13,54,541,17,67,430,36
31055002-14,31,055,002-14,237,835,28,287,533,81
31055002-15,31,055,002-15,113.50730896168518,980.1129206817411,19.076457700955046,145.96605516741545,737.5837666626402,55.19660551674154
31055002-16,31,055,002-16,109.40776423916124,694.2419948994049,13.924624539529612,151.18163785775008,498.30263530745253,43.76310569566449
31055002-17,31,055,002-17,194,729,21,225,533,59
31055002-18,31,055,002-18,136.56562382512107,282.20719930973496,6.932730412865847,178.12777778550327,143.6277964314774,17.827581807533775
31055002-19,31,055,002-19,113.07298721061429,635.5444935318822,22.43041500080532,145.45264917542306,470.60016717628525,46.454574740767725
31055002-20,31,055,002-20,89,608,8,95,491,43
31055002-21,31,055,002-21,74.67299383664026,648.1615865020374,7.96511934257496,86.6206728505027,468.9464012941008,43.80815638416228
31055002-22,31,055,002-22,58,590,8,83,446,24
31055002-23,31,055,002-23,229.7370445553035,517.228543102699,12.064148452226286,245.83106966524102,349.6080380575782,58.16820371937537
31055002-24,31,055,002-24,339,582,26,358,420,71
31055002-25,31,055,002-25,318.6053569406349,867.7475642466409,34.630041094537056,358.1846013805542,612.4694016525816,91.02614636412457
31055003-02,31,055,003-02,261,957,18,345,560,75
31055003-03,31,055,003-03,292,1022,22,357,595,85
31055003-04,31,055,003-04,154,452,11,187,219,46
31055003-05,31,055,003-05,302.7634813667827,808.6047279082895,27.22698275017995,345.4793500404271,461.1428380794147,89.55290669915628
31055003-06,31,055,003-06,223.5193029740325,840.437885109119,28.066187346649496,280.7245291893312,529.4858015984298,69.21270698006019
