GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRSAS,G20USSDJAN,G20USSLSIA
31013001304,31,013,001304,451.0003894318471,132.00013825982737,25.000020738974104,429.0003779101948,118.00009793404439,41.0000576082614
31013001305,31,013,001305,627.2785810580721,155.03649144850147,14.008010317963734,600.2679006341205,118.03115123652563,39.01335052993956
31013001306,31,013,001306,502,179,11,496,122,37
31013001311,31,013,001311,311.61280028785467,40.81829013355285,8.96011246834087,299.6659836634002,34.84488182132561,14.933520780568116
31013001312,31,013,001312,314.02801179251327,42.00251791393378,4.000314739241722,304.02612335706294,25.001888435450333,19.001678609289186
31013001315,31,013,001315,641,98,11,589,80,53
31015000001,31,015,000001,405,45,6,339,42,25
31015000002,31,015,000002,378,55.99999999999999,2,340,35,24.999999999999996
31015000003,31,015,000003,226.41631550692637,33.90644927415918,0.0013614703880190605,203.46252137674543,11.975271048830297,24.930952420484044
3101700001P,31,017,00001P,707,101,14,675,68,47
3101700002P,31,017,00002P,316,50,1,299,29,22
3101700003P,31,017,00003P,447.0149642760067,40.008659185337635,3.006479827592902,412.9556605055722,28.018075564011962,24.03770434512484
