GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOKEN,G16PREOFUE,G16PREOMOO,G16PREOLAR
34001010604,34,001,010604,301.54884805820166,239.4309116024432,9.305142706639327,2.3438008830999393,0,0,0,0.014747191011235955,0.06274874144587042
34001015101,34,001,015101,462.9820950681506,823.5125827504133,31.952529699388204,10.625100688829807,2.8746407151191504,0.023607176581680833,0.9580500115507137,0.012048928524345005,0.9698535998415542
34001015201,34,001,015201,391.6449480642115,567.6968838526913,26.360717658168085,6.590179414542021,0,1.8829084041548632,0,0.9414542020774316,0.9414542020774316
34001015301,34,001,015301,475.1600891152132,677.8163590070019,15.740292807129217,8.853914704010185,0.9837683004455761,0,0,0,3.9350732017823042
34001015401,34,001,015401,508,516,18,12,0,0,0,0,1
34001020001,34,001,020001,362,453,16,13,4,0,2,1,3
34001020002,34,001,020002,396,496,20,12,1,1,0,0,2
34001025001,34,001,025001,376.1620354246808,626.0152086458359,15.071828419424612,13.00718284194246,2,1,1,0,1
34001025002,34,001,025002,298.85495536851585,555.0070142033323,9.929501913050629,0.9930538744278878,0,9.874583126181938e-5,4.937291563090969e-5,0,0
34001025003,34,001,025003,524,279,19,5,4,0,0,0,2
34001025004,34,001,025004,292,408,10,1,5,0,0,0,0
34001030101,34,001,030101,104.47232811188947,193.88224074919182,12.11095244063253,2.234561118847831,3.3865430906233542,0.039577478347419225,0.003633961017509085,0.039577478347419225,0.11896238525443845
34001040001,34,001,040001,299.7239995979121,524.4961287106383,13.684128258863408,7.3911129923824275,3.0265551384463474,0.02888086642599278,0.01937984496124031,0,1.0182098535503332
34001040002,34,001,040002,385.30292718379553,525.4669843856192,22.10619469209619,10.028590878641282,1.0285908786412816,0,0.004084411234468786,0.004084411234468786,1.004084411234469
34001040003,34,001,040003,455.00725441859686,482.16107106217083,18.65262888678219,11.17570777721059,0.17570777721058942,0,2.025101111030084,1.0251011110300843,0.0251011110300842
34001040004,34,001,040004,343.7591174264189,618.5770812087366,31.312063786825178,9.185962168144188,6.0189185472925795,0.002973240832507433,0.002973240832507433,0.002973240832507433,2.005795730291234
34001040005,34,001,040005,526.8442603009581,695.3113437160887,35.562221508913005,13.81758067162133,3.9519979778169234,0.011534985553159247,0.9894410075815119,0.04037100916860223,0.028836023615442984
34001040006,34,001,040006,355.7370242214533,516.8996539792388,21.61937716262976,5.896193771626297,2.9480968858131487,0,0.9826989619377162,0.9826989619377162,0.9826989619377162
34001040007,34,001,040007,427,499,20,6,1,0,0,0,0
34001040008,34,001,040008,579.7070097795015,290.1869365439835,8.139940954637668,6.092996720634403,3.089640907328078,0.016162755972095006,0.014258555133079848,1.0072234901598682,1.017554544420251
34001040009,34,001,040009,718.4820773384099,611.8557496335418,17.937139240071257,15.94412376895223,3.9860309422380573,0,0,0.9965077355595143,0
34001040010,34,001,040010,648.9686924493554,353.71270718232046,8.917127071823204,11.88950276243094,0,0,0,1.98158379373849,3.96316758747698
34001040011,34,001,040011,667,455,15,9,1,0,4,1,3
