GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDSMI,G18GOVRMCM,G18GOVOWRI,G18SOSDWHI,G18SOSRHAM,G18SOSOWRI,G18TREDGLE,G18TREWGLE,G18TRERLOF,G18TREAWOR,G18TREOWRI,G18ATGDANA,G18ATGWANA,G18ATGRWIL,G18ATGOWRI,G18COMRECK,G18COMOWRI,G18SPIRMIT,G18SPIOWRI,G18AGRUNEL,G18AGRGEDM,G18AGRRWEA,G18AGROWRI
45003000003,45,003,000003,553,86,0,554,89,0,547,10,84,8,0,539,13,91,1,171,16,96,1,111,76,99,4
45003000004,45,003,000004,261.620366216204,38.24393019640899,0.0031977640010513817,255.5851908121924,44.2823033644216,0.0031977640010513817,251.58199304819135,4.028779876009462,41.23753466840689,2.0159888200052567,1.0031977640010514,252.60437739619871,8.019186584006308,41.231139140404785,0.0031977640010513817,69.36224746444789,7.019186584006309,43.2695123084174,3.025582112008411,35.06715304402208,42.15349267205047,41.27271007241845,1.009593292003154
45003000005,45,003,000005,377.3943227022123,215.79067799567312,1.002032591248517,354.3719641984786,235.81506909065533,0.0020325912485169933,352.3699316072301,10.018293321236653,219.78661281317608,10.010162956242585,0.0020325912485169933,354.3841597459697,11.012195547491102,229.78254763067903,0.0020325912485169933,318.8658838718682,9.012195547491102,250.80693872566124,0.016260729988135946,60.042684416218854,111.09756437992881,246.80897131690978,1.006097773745551
45003000006,45,003,000006,287.82457682110163,435.4880202593753,0.024522109868980776,240.02396054418364,473.4967208081288,0.9963570497247284,230.18300059628123,10.984449656840994,461.4178256620872,9.939048387378303,0.024522109868980776,238.17837910394806,14.871789416263985,456.4850846332015,0.9963570497247284,548.8520249391735,9.236956656081345,494.1504756437894,6.99902145794208,19.951663104363547,129.06049637670407,483.28863653629327,4.009950308767895
45003000007,45,003,000007,190,205,1,187,210,1,180,12,190,10,1,185,6,208,1,236,7,210,2,51,35,204,7
45003000008,45,003,000008,445.7543460426797,359.83617462234434,0.0028753436476368745,434.1052795440539,369.53366633509916,0.0028753436476368745,430.22800806514056,20.369333146621297,346.26428677432386,9.700367056402436,0.971474377464062,429.25653368767644,21.34080752408536,353.0646074165723,0.0028753436476368745,412.3561732220041,17.49228948164839,359.8620527151731,2.9086724450969124,79.68965238852945,73.81192528173526,359.8678034024684,1.9486994422233976
45003000009,45,003,000009,390,368,1,380,370,1,369,15,353,15,1,367,19,370,1,445,19,378,4,87,77,391,6
45003000010,45,003,000010,409.22486920878004,172.08090715988138,0.997019917734198,400.13574792018676,176.1656051883061,0.997019917734198,399.1000806594574,10.173097728066617,167.9575617884615,5.081717946158912,1.0066817534829902,398.09339890597437,11.179779481549607,175.00433406284245,0.997019917734198,247.379140120381,20.11431139816222,181.05408641948918,1.0260054249805748,92.51810296294718,69.52867384056788,183.04812625495757,4.007403342434376
45003000011,45,003,000011,477.81857764876634,205.2380261248186,0,473.73149492017416,208.32510885341074,0.0043541364296081275,467.6879535558781,13.047895500725689,191.28592162554426,10.047895500725689,0,464.7010159651669,11.052249637155297,206.29462989840349,0,256.5079825834543,8.034833091436866,208.32946298984035,0.013062409288824382,92.11320754716981,67.17416545718433,198.36865021770683,4.004354136429608
45003000012,45,003,000012,149.9782608695652,181.06521739130434,0,151.7173913043478,184.28260869565216,0,150.6304347826087,8.456521739130434,163.76086956521738,9.217391304347826,0.021739130434782608,153.6086956521739,8.478260869565217,170.91304347826087,0,200.2391304347826,6.391304347826086,177.06521739130434,3.0652173913043477,36.78260869565217,33.65217391304348,176.06521739130434,1.0434782608695652
