GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PREASKE,G16USSDDIX,G16USSRSCO,G16USSLBLE,G16USSASCA,G16USSOWRI
45083000035,45,083,000035,614.7547416612165,949.4545454545455,33.17724002616089,16.588620013080444,18.540222367560496,6.830608240680183,0.9758011772400261,522.053629823414,1019.7122302158273,40.9836494440811,6.830608240680183,2.9274035317200786
45083000036,45,083,000036,819.898466049596,1007.6667171106221,46.25103718287215,13.763535443285585,24.581617508950963,11.790564969057256,2.950704252766064,703.7680038694244,1138.5524508463393,46.219531931997004,5.901408505532128,4.911422684987392
45083000038,45,083,000038,171.5357762233888,815.320305693351,27.01195929070064,3.00837150349045,5.014351148840771,2.005979645350321,1.004783716280257,141.502290209427,816.2748603886885,40.03587787210193,5.010763361630579,1
45083000040,45,083,000040,139,976,21,5,9,2,0,114,976,22,5,4
45083000041,45,083,000041,468.60890408773287,359.51030601215103,12.531052916807782,10.283361636755675,7.295016318377703,0.14185739633720731,5.023662519162798,445.6582177397968,370.6551718035166,16.6846827134066,8.177527753040774,0.03531720078482668
45083000044,45,083,000044,271.1296928327645,1763.339803754266,50.83681740614334,9.968003412969283,13.955204778156997,5.9808020477815695,0,249.20008532423208,1733.4357935153585,57.814419795221845,22.926407849829353,0.9968003412969283
45083000045,45,083,000045,549,1207,41,10,11,0,0,481,1224,49,9,1
45083000050,45,083,000050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45083000051,45,083,000051,616.7202762993339,1849.6256711451722,39.7169431152958,11.913496856925407,24.82128356300619,4.963772005358289,0.9932554839688373,551.1877447457073,1865.5146680597018,42.69809873823051,15.88448962177255,4.963744712601238
45083000053,45,083,000053,147.81951127588502,1016.9454063452009,12.087363706038872,2.0221959716759215,7.059870074859247,1.0085528678370352,0.005090236001850995,154.66559143866652,959.9872774226824,26.100208899718496,6.025866027012957,1.0034626318351842
45083000054,45,083,000054,119.01121733203861,693.0500892747467,12.000555313467258,6.000444250773807,10.000333188080354,1.0004072298759894,3.702089781720892e-5,109.0096624543303,695.0497931075641,20.00199912848213,3.0003702089781723,1
45083000056,45,083,000056,178.48350612629596,984.6013195098964,29.420358152686145,7.8454288407163055,8.826107445805844,3.9227144203581528,0.9806786050895382,147.10179076343073,1010.0989632422244,36.28510838831291,4.903393025447691,0.9806786050895382
45083000057,45,083,000057,325.94190741763464,1586.7065946601722,37.49321430834835,14.088481073397736,11.206341158682879,6.077996976089378,1.0291481444596344,302.7068798493477,1584.0519949661848,46.42616090101672,17.06751287878102,3.018664047151277
45083000060,45,083,000060,108.78407548562927,579.5604055144756,5.151463493201009,1.7212588659541328,2.5849665750965465,1.7027892089620484,1.7089457612927432,87.36992277465907,579.6158144854519,16.22574990378502,1.7397285229462174,0.8513946044810242
45083000061,45,083,000061,445.4876694783401,906.3602836819168,55.834099674603536,15.134123005354537,29.308325512596635,1.1533101992996964,1.0002435877138922,353.62924706822633,1031.9383571306525,41.39822802492745,6.045438431593189,1.0002435877138922
45083000062,45,083,000062,440,1197,28,8,14,6,3,338,1304,31,5,0
45083000064,45,083,000064,379.29081921681677,1224.8715083024447,41.21067581941239,7.63159888118481,14.5000872104467,7.631586422549566,2.289476175937575,293.8168260321364,1321.792982035895,35.86849331271599,3.815804424046502,2.289473684210526
45083000065,45,083,000065,774.0686475409836,805.265368852459,23.397540983606557,7.799180327868853,10.723872950819672,2.9246926229508197,0.9748975409836066,675.6039959016393,867.6588114754098,29.246926229508198,7.799180327868853,0
45083000068,45,083,000068,619.0907153729072,88.30136986301369,8.830136986301369,5.886757990867579,0,0,0,577.8834094368341,109.88614916286149,3.924505327245053,1.9622526636225266,0.9811263318112633
45083000070,45,083,000070,785,26,2,3,1,1,0,731,61,5,0,1
45083000072,45,083,000072,315.9025763879561,526.9302289045803,40.111554385028285,5.0202826154596885,15.040565230919375,0.006760871819895979,0,182.55439148923148,714.342642085594,11.081130461838752,0.013521743639791958,0.0033804359099479896
45083000073,45,083,000073,439,600,53,10,21,4,0,311,774,26,1,5
45083000075,45,083,000075,516.4455128205128,95.03365384615384,11.519230769230768,5.759615384615384,7.67948717948718,0,0.9599358974358975,457.8894230769231,132.47115384615384,6.719551282051282,6.719551282051282,0
45083000076,45,083,000076,652.0928838951311,734.7445692883895,47.96779026217229,14.509363295880151,25.967790262172286,5,0.15280898876404495,509.1385767790262,876.4441947565543,43.22247191011236,4.10187265917603,0.20374531835205992
45083000078,45,083,000078,630,318,27,14,10,1,0,546,389,31,1,0
45083000082,45,083,000082,660.3876224429441,455.94422713585,21.088950424893344,16.9895397815389,16.974491089520843,1.0579446286269685,3.9942238099126874,602.0103203409295,526.9526062440483,18.154360432796814,8.023458560744412,0.9960606713655494
45083000083,45,083,000083,737.7516891891892,380.3564189189189,18.967905405405407,8.984797297297298,6.988175675675676,9.983108108108109,2.9949324324324325,652.8952702702703,435.26351351351354,26.954391891891895,5.989864864864865,0.9983108108108109
45083000084,45,083,000084,264.7329811619356,279.8853970784266,13.724104418474392,0.5467846245326139,4.091186168934159,1.183850261598251,0.18265872153271617,243.14563816976687,296.62141689755634,12.362361595605565,3.276227970597944,0.1814671814671815
45083000086,45,083,000086,685.596734279416,98.30650248169653,5.391578295194814,2.2286651086394365,2.151067197293706,1.9866923577759037,1.0161224205928974,634.8576456563314,114.4259680138637,6.194510018736117,5.15004018287937,0.019864506751056794
45083000088,45,083,000088,487,14,2,6,2,0,0,466,31,2,2,0
45083000090,45,083,000090,310.41597949020917,317.26469622345695,6.027175389666714,7.008010694563347,5.016950502595382,2.003362807762025,6.834786552255459e-4,284.3715795106476,321.27552271091236,10.029116654604186,3.0108537802124546,1.0033901005190764
45083000095,45,083,000095,469.9037673994687,720.1523157441324,40.60687302106511,10.094906102907368,13.306836606119727,4.035431423527743,3.011271770507476,437.52157259860866,714.4944662123652,37.40863173219216,16.156449034613775,6.000335743153084
45083000096,45,083,000096,260.4161329511415,1775.2762281519686,26.332776342038052,5.155736496172345,21.208978030362694,15.185014969895425,3.0526974752347535,215.36733401082626,1799.643356569969,44.41150390985766,14.163026216787207,1.2723127042742257
45083000097,45,083,000097,631.1050175029171,874.4469078179696,27.219369894982496,12.19953325554259,13.332555425904317,4.155192532088681,6.088681446907818,545.0851808634773,899.0700116686114,38.48541423570595,10.487747957993,4.110851808634773
45083000098,45,083,000098,686.549204458415,1277.3709600361972,58.94350354199235,11.636347919849927,22.49573103833196,6.983913486181136,3.1025973697936293,533.7636772862364,1446.4446849134858,44.989708131437936,6.205194739587259,2.328555810469039
45083000099,45,083,000099,449.66911764705884,346.7448529411765,12.990441176470588,2.997794117647059,5.995588235294118,0.9992647058823529,2.997794117647059,391.71176470588233,387.7147058823529,12.990441176470588,4.9963235294117645,0
45083000100,45,083,000100,300.07009711086596,620.864766935727,19.987335327665676,8.96667286510454,5.0069416486280085,3.9866853943741054,0.9933020763563295,272.87358255867906,616.8780815413529,20.122106217153544,8.040756233492147,2.9799062290689884
45083000101,45,083,000101,548.7572661134382,285.0568865020191,14.333806079655204,8.040668228836322,3.0823019583274602,1.0231510743195391,3.0152116968672256,488.949152197913,305.44432455357713,20.30936572415593,6.109429055850033,1.011235673664192
45083000105,45,083,000105,398,534,26,5,3,1,0,304,616,17,4,3
45083000106,45,083,000106,291.0034416536959,203.00065477359257,5.000061385024304,6.0000245540097215,2.000020461674768,1.6369339814217535e-5,4.092334953554384e-6,264.00324522161816,220.0007652666363,10.000073662029164,1.0000204616747679,1
45083000107,45,083,000107,819.999219125113,242.99976859439326,20.9999800019846,6.999993333994867,9.999990477135524,3.9999961908542097,0,753.9992819760186,286.99972669378957,18.999981906557498,5.999994286281315,0.9999990477135524
45083000108,45,083,000108,262.3914183130003,474.4562783367558,7.853655522606367,3.2790439642513993,5.41627389837931,0.297946639974386,1.2926260015188895,237.77624657852115,483.4252997781072,10.778735269890442,6.260142952984775,0.1486055342236726
45083000109,45,083,000109,344.3050193050193,308.6872586872587,20.57915057915058,2.3745173745173744,4.749034749034749,0.7915057915057915,0.7915057915057915,307.1042471042471,329.26640926640925,18.996138996138995,5.54054054054054,0.7915057915057915
45083000111,45,083,000111,224,1105,34,7,13,7,4,226,1087,41,8,1
45083000112,45,083,000112,587.2824968637997,1122.7496361141782,32.017714291278075,4.010673055888706,15.007791595883925,7.007102689570887,4.99998536805202,509.2827251221882,1159.7345691717371,48.01695515161473,12.008512692482519,1.0007093910402098
