GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREIMCM,G16PREGSTE,G16PREOWRI
51005005402,51,005,005402,156.11940511261048,497.17538962273113,14.973641071937662,12.877209445975483,3.95861446355602,1.001366055307422
51005005501,51,005,005501,115,166,10,3,1,1
51005005502,51,005,005502,207.05065978012865,592.2207870981489,17.0021576495778,7.005367280638434,7.002258195795122,0.0015556776796333807
51005005601,51,005,005601,439,565,29,6,7,1
51005005701,51,005,005701,358,398,16,10,9,5
51007000101,51,007,000101,383.36696163348614,812.8729846320465,29.368086308384814,9.833777215440328,2.966710143682425,1.9849028015339316
51007000201,51,007,000201,494.9886894607632,1053.4240850724789,29.50954666359694,13.348470619700858,3.0013938239037246,8.442734374829136
51007000301,51,007,000301,350.0523369487458,1000.5293616047397,25.005128874619594,1.172217432687978,1.0023699577194707,5.027311257151017
51007000401,51,007,000401,344.1544885177453,926.2672233820459,25.565762004175365,10.816283924843423,0.9832985386221295,6.883089770354906
51007000501,51,007,000501,579.3227424656344,1013.4162463496543,25.61023627524464,7.094498127978639,4.027711582994102,1.1308613038469058
51009000101,51,009,000101,608.3690979591179,464.39464949868346,13.947919460481977,5.983882387661518,1.0055838897882912,1.9966950021816823
51009000102,51,009,000102,476.18926261981443,857.754818848989,23.18866468059376,18.943842704395973,6.024652896618619,6.961580770504927
51009000103,51,009,000103,135,528,15,11,2,2
51009000201,51,009,000201,806.0398284313726,1200.0015318627452,60.27634803921569,29.138174019607845,16.02512254901961,12.037683823529413
51009000202,51,009,000202,239.28264395243815,630.2598251686711,15.033774220077309,8.58158468640846,4.280026543383615,6.995761971503161
51009000301,51,009,000301,238.96017156862746,628.9984681372549,21.723651960784313,10.861825980392156,1.9748774509803921,2.9623161764705883
51009000302,51,009,000302,513.804146713751,1511.2863372051697,37.73426871699105,12.863141669225005,8.66814696610161,13.890210793819028
51009000303,51,009,000303,121.89973197109799,341.9138823579578,11.892656777668098,1.982109462944683,1.982109462944683,2.9731641944170244
51009000401,51,009,000401,792,1594,57,28,16,14
51009000402,51,009,000402,216,414,9,10,0,5
51009000501,51,009,000501,916.5406364216219,1521.7371193061194,53.084500209382924,22.094159709814125,7.014329203031402,10.043609532354903
51011000101,51,011,000101,106.82005725628798,455.102699632921,10.41349636675328,3.801170295683147,3.7912398090893036,1.9005851478415734
51011000102,51,011,000102,304.55587458609756,764.6512939773027,14.32878265348101,8.10511298440205,6.115043470995894,4.052556492201025
51011000201,51,011,000201,158,224,6,4,6,1
51011000202,51,011,000202,206.29372895961637,952.8099628888508,18.501528370423156,1.850731954236147,0.9253659771180734,5.5503824654348275
51011000301,51,011,000301,192.43074651278775,657.9215441533089,10.474510177275981,7.146641288984432,3.073387015700672,8.441649518373158
51011000302,51,011,000302,228.5324557528035,665.6359825666726,15.968490417372331,8.98235853870291,1.0000976243600654,8.979271858613295
51011000401,51,011,000401,354.5739483948761,982.7226234987837,39.15348435161377,10.056307258686227,8.055776289018576,15.02875097021922
51011000501,51,011,000501,326.9909434631757,740.9224921875756,17.521704391681602,3.275620496323387,0.07103350716161079,8.327593698710407
51011000502,51,011,000502,155.39294710327457,278.9571788413098,4.544080604534005,3.272040302267002,2.0680100755667503,3.340050377833753
51013000001,51,013,000001,1965,315,33,25,21,22
51013000002,51,013,000002,2028.5915139158735,383.79148456674505,67.46985805780807,53.986618964656174,17.233050726945297,36.36364458930769
51013000003,51,013,000003,1106,320,61,52,9,33
51013000004,51,013,000004,1783.4132720600837,413.9354071056682,128.6690783533282,50.869170511780915,17.953824886510912,44.884562216277274
51013000005,51,013,000005,1540.3876808907573,340.02391761512473,67.99828609632834,28.341852392109168,8.502521520650136,28.337064814543254
51013000006,51,013,000006,1434.5506973830531,429.54291562904615,46.907082838077045,39.37707875460961,10.205442889774199,29.255283594103563
51013000007,51,013,000007,1920.2748937699523,416.17731750188443,80.53706610942544,68.15006441801664,9.945186339649242,44.32303311465196
51013000008,51,013,000008,2471.4702861053715,571.5399178682678,116.95401321714526,53.450943228808526,15.169600939418444,54.28915758084516
51013000009,51,013,000009,2302.3179217126853,458.21155130113726,84.12646375817138,53.568443816761246,27.173744896461656,30.997927131101402
51013000010,51,013,000010,2397.6580966691904,474.99188012290864,102.85293954034495,61.37015144185964,30.91757086226381,48.68403129954092
51013000011,51,013,000011,1190.6327474560592,333.8970089423373,41.98704902867715,26.991674375578167,5.998149861239593,41.98704902867715
51013000012,51,013,000012,1794,429,82,81,10,62
51013000013,51,013,000013,1360.7644606701351,325.9730836509231,37.744165587749464,16.878733011664472,11.876861374103752,12.92902781131409
