GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDKAI,G18USSRSTE,G18USSLWAT,G18USSOWRI
51081000102,51,081,000102,73.03987820911563,94.02067156145993,1,0
51081000103,51,081,000103,210.30632953437643,35.106037146514915,1.0009818254306937,0
51081000201,51,081,000201,311.69367046562354,107.89396285348508,0.9990181745693062,0
51081000202,51,081,000202,204,297,3,0
51081000302,51,081,000302,637.7363856536407,292.0990138575406,3.9926469609871327,0
51081000401,51,081,000401,85.99920648375127,154.99856982536565,4.999953865334375,0
51081000402,51,081,000402,260,148,0,0
51081000403,51,081,000403,81.26440786260804,106.90241631709372,4.0073991736784915,0
51083000101,51,083,000101,227.61290322580646,297.52258064516127,4.877419354838709,0
51083000102,51,083,000102,123,201,1,0
51083000103,51,083,000103,342.2897406478308,353.7776042969581,3.215308829108215,0.049225159525979945
51083000201,51,083,000201,161,333,3,0
51083000202,51,083,000202,201.9984787339686,268.20831836717446,5.127818039679688,0
51083000203,51,083,000203,364.05324039199337,338.21709680357935,3.999216924246618,0
51083000302,51,083,000302,205.34692220915727,87.11867485580471,1.9863713324459777,0
51083000304,51,083,000304,174.07567193310214,323.64143672020646,2.008049866996142,0
51083000305,51,083,000305,556.2876652099097,314.4622841270307,8.790269971449666,1.95077484047402
51083000401,51,083,000401,440,401,12,2
51083000403,51,083,000403,257,532,10,0
51083000502,51,083,000502,435.7451481485279,689.0436209511071,17.496487570153295,0
51083000503,51,083,000503,143.65501457267592,430.2256829808076,2.4201889005792787,0
51083000601,51,083,000601,270.2735069756601,464.9347004167177,7.413765294837929,1.0512289479592676
51083000603,51,083,000603,468.5755708834004,527.109558317963,9.011839668802136,0.00128783000643915
51083000605,51,083,000605,103.14829905780789,189.3818614197076,1.0142838799658453,0.002645881157348352
51083000701,51,083,000701,261.3248364836632,705.5703667966808,3.0716729795075617,0.004398826979472141
51083000702,51,083,000702,120.58781529658668,536.2879395343313,11.781957808663973,0
51083000703,51,083,000703,111.75784682366911,320.6823633125236,3.0125703902272276,0.9956011730205279
51083000801,51,083,000801,859.0026230831315,337.57387984561166,7.56011115639409,0.9448373408769448
51085000101,51,085,000101,800.5069207812986,528.0634791257387,25.68010689196493,1.0316702281592811
51085000104,51,085,000104,747.7796274841126,738.8656981498649,32.684407558908234,1.9808731853883776
51085000105,51,085,000105,767.2197521302847,384.8162327344544,37.958957188232624,3.995328045367823
51085000106,51,085,000106,380,504,21,0
51085000107,51,085,000107,592,631,26,6
51085000201,51,085,000201,487.292917866749,1196.0917937894642,40.146107372753946,3.6149401727867354
51085000202,51,085,000202,373.6929169488727,510.6575196553454,10.041972749548606,0.010339438216546834
51085000203,51,085,000203,571.2700060898317,948.9431081679463,20.32626018609166,0.9987273305758829
51085000206,51,085,000206,691.3407740474868,681.5752833645691,29.618704083250304,4.0482654296601694
51085000208,51,085,000208,471.67915465898176,850.7766570605188,18.51633045148895,0
51085000209,51,085,000209,131.99312044268956,247.98707477111373,7.999583057132702,0
51085000210,51,085,000210,170,333,13,2
51085000301,51,085,000301,645.2931074251353,1166.5623779008731,30.649279840824498,3
51085000303,51,085,000303,603,1030,30,3
51085000304,51,085,000304,1741.8719246807375,2036.555393448829,81.59564532548102,10.044542874648497
51085000305,51,085,000305,722,952.9999999999999,61,5
51085000401,51,085,000401,450.0117202361743,1329.0416601122197,32.000852380812674,5.000079910701189
51085000403,51,085,000403,789.147589556116,1440.1892089815385,38.49580752161352,1.0989912086336286
51085000404,51,085,000404,439.85965165551863,1554.6584235937564,31.81027948004825,2.9839108437831356
51085000405,51,085,000405,460.99999999999994,656,13,1
51085000406,51,085,000406,150.7506376537646,249.04707275918204,3.005355494897551,7.428660136724143e-4
51085000502,51,085,000502,655,1097,29.000000000000004,3
51085000503,51,085,000503,591,785,33,6
51085000504,51,085,000504,266.2941221736841,816.2581031273714,31.877360219262314,0.979609811800032
51085000505,51,085,000505,265.03609161769367,686.2920712784156,19.488038392988084,1.3912761586557107
51085000506,51,085,000506,479.530590370641,913.747318990386,24.909101392475637,0.9995839676908345
51085000507,51,085,000507,513,1043,33,5
51085000601,51,085,000601,802.938877939012,1544.991395465587,65.64310731965857,1.9026987628886538
51085000602,51,085,000602,666,1242,39,2
51085000603,51,085,000603,613.2762056064713,654.7653105694409,29.047576140700098,5.005933334359591
51085000604,51,085,000604,418,776,22,2
51085000701,51,085,000701,605.6984630305232,1128.462561898131,32.70008341244932,1.10516005858609
51085000702,51,085,000702,551.442507553348,744.1293194473005,22.702930316739696,0
51085000703,51,085,000703,626.6805144228789,1087.6610790798482,35.27350962955356,4.960626881054509
51085000704,51,085,000704,749.988734473889,1024.762528570257,29.096455869989725,0.9981182251749389
51085000705,51,085,000705,325.0642433661935,603.1005760546643,23.619452623878374,1.0194737418358655
51087000101,51,087,000101,1562,1142,55,5
51087000102,51,087,000102,1670,453,42,4
51087000103,51,087,000103,1547.6344270306233,1301.3511544365667,40.53818289289965,0.989270366822897
51087000105,51,087,000105,1442.386232668817,706.9204942562296,60.2908775300707,4.006324588736676
51087000106,51,087,000106,1279,718,52,4
51087000108,51,087,000108,1600,1156,40,4
51087000109,51,087,000109,326,382,11,2
51087000110,51,087,000110,1671.6656801323468,532.8787408039306,37.59646285571443,0.9958791993230446
51087000111,51,087,000111,1639.83565797453,919.4342025469981,61.16616130988478,0.9708914493632504
51087000112,51,087,000112,1078,776,34,1
51087000113,51,087,000113,537.16434202547,368.56579745300184,20.833838690115222,0.029108550636749546
51087000114,51,087,000114,488,323,19,5
51087000115,51,087,000115,1476,1305,52,8
51087000117,51,087,000117,1004,512,34,5
51087000201,51,087,000201,1310.1239815798795,64.12504427913566,8.8788522848034,0
51087000202,51,087,000202,2408.9575866772984,176.69059105987975,21.085058301364032,2.0702267739575713
51087000203,51,087,000203,1241.209929662418,397.20084024729755,44.68190053607825,2.3902651021295087e-4
51087000204,51,087,000204,312.56599788806756,183.63252375923972,0.9767687434002112,0
51087000205,51,087,000205,338.48163825211327,275.5584513495841,8.702735960830783,0.07722400197834577
51087000206,51,087,000206,1705,37,8,0
51087000207,51,087,000207,1522,394,30,0
51087000208,51,087,000208,1496,46,9,1
51087000209,51,087,000209,1083.778354907221,207.16477912744202,11.302011148412124,1.0903812996966245
51087000210,51,087,000210,963,167,15,4
51087000211,51,087,000211,656.3481112810323,27.299379630522978,2.926159231349789,0
51087000212,51,087,000212,532.2083051136124,161.44182518827512,13.648421027510025,0.032849020846494
51087000213,51,087,000213,977.2394348346108,194.19754572907362,16.74401457940459,1.967150979153506
51087000214,51,087,000214,825,311,18,0
51087000215,51,087,000215,1804,64,13,0
51087000216,51,087,000216,431.9862621637092,274.72810532341157,24.630795649685172,0
51087000217,51,087,000217,380,184,17,1
51087000218,51,087,000218,62,54,3,0
51087000219,51,087,000219,212,42,2,0
51087000220,51,087,000220,2114.073297074431,107.19213590769321,11.08342988830591,2.0163786429762363
51087000221,51,087,000221,171,87,6,1
51087000222,51,087,000222,814.5216909798271,135.9684151872971,10.310401151643381,0
51087000223,51,087,000223,1444.1754455469747,765.5100043149357,39.406208570070476,2.955521052784312
51087000224,51,087,000224,397.31704023411925,11.979408248264903,1.9965680413774838,0
51087000301,51,087,000301,903.3813963214875,620.609879104016,35.85675310270536,4.980008339479538
51087000302,51,087,000302,1020,930,40,5
