GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRNEW,G18USSDKLO,G18USSMSCH,G18USSGOVE,G18USSOWRI,G18GOVRJOH,G18GOVDWAL,G18GOVMWRI,G18GOVLWEL,G18GOVOWRI,G18SOSRHOW,G18SOSDSIM,G18SOSIDEN,G18SOSOWRI,G18AUDRMYH,G18AUDDBLA,G18AUDMFOR,G18AUDLDOC,G18AUDOWRI,G18ATGRWAR,G18ATGDELL,G18ATGMJOH,G18ATGOWRI
27001000055,27,001,000055,44.13869633841758,51.22121677304509,2.0124006924369047,0.011176574599526588,0,47.278376935234476,47.04739439351093,2.9981106518895584,1.000612058918689,0,51.21749124817859,37.16421612491883,6.963303638899226,0.003725524866508862,47.2858279849675,37.13068640112025,10.887515852377296,1.0229652081177423,0,52.221828831963784,37.112058776787705,6.993107837831297,0.003725524866508862
27001000060,27,001,000060,213,233,11,1,0,266,178,10,2,0,258,174,14,0,254,168,23,3,0,269,163,21,0
27001000065,27,001,000065,101.74600039873569,119.70133706186485,8.976171189220857,2.9920570630736187,0,111.72106645260794,105.736407911063,9.97316059998025,3.9901353046284473,0,110.7224437956554,104.73751304641159,14.962462976958962,0,104.7394185003036,104.73642421561615,14.960829730765811,4.987124715387843,0,118.70244219721344,93.76681862027422,16.955352967682316,0
27001000070,27,001,000070,93.25399960126431,110.29866293813517,3.023828810779144,1.0079429369263813,0,102.27893354739206,98.26359208893702,2.0268394000197487,4.009864695371553,0,97.2775562043446,92.26248695358842,13.03753702304104,0,99.2605814996964,88.26357578438385,7.03917026923419,3.0128752846121576,0,104.29755780278657,89.23318137972578,7.044647032317683,0
27001000075,27,001,000075,48,47,1,0,0,62,32,2,0,0,55,37,3,0,56,31,6,2,0,62,25,8,0
27001000080,27,001,000080,84.89299258222313,67.9143940657785,0.9987410892026249,2.996223267607875,0,97.87662674185725,53.93201881694175,2.996223267607875,0,0,94.88040347424938,48.938313370928626,7.9899287136209995,0,98.87536783105988,47.939572281726,4.993705446013125,0,0,99.8741089202625,46.940831192523376,5.99244653521575,0
27001000082,27,001,000082,9,6.999999999999999,3,0,0,13,6,0,0,0,13.999999999999998,5,0,0,10,6,3,0,0,9,3,5,2
27001000085,27,001,000085,51,67,5,2,0,69,48,7,1,0,65,49,9,0,67,45,9,2,0,68,44,11,0
27001000090,27,001,000090,137,126,7,1,0,162,94,12,2,0,161,90,14,0,153,86,21,3,0,165,85,19,0
27001000095,27,001,000095,23,4,2,1,0,22,6,1,2,0,24,6,2,0,22,5,2,2,0,24.999999999999996,6,1,0
27001000100,27,001,000100,9,3.9999999999999996,0,0,0,9,3.9999999999999996,0,0,0,9,3.9999999999999996,0,0,9,3.9999999999999996,0,0,0,9,3.9999999999999996,0,0
27001000105,27,001,000105,3,12,3,1,0,6,10,3,0,0,7,10,2,0,6,10,3,0,0,8,4,6,0
27001000110,27,001,000110,55.543306933733604,57.66425617327294,0.05403489618637115,2.9923017226567037,0,63.59482472239997,47.707928729812714,0.9794222754901108,2.9382668264703327,0,59.7311705166259,50.43005597153756,5.005181169823296,0,53.854636863685236,46.404297077204376,6.038638341499778,5.930568549127036,0,66.47905665268394,40.635833216636456,8.868835375597369,0
27001000115,27,001,000115,15,4,2,0,0,15,6,1,0,0,17,3,1,0,16,3,2,0,0,16,5,1,0
27001000120,27,001,000120,53.515808238698575,73.45852379858313,9.167000183846987,2.045212050654528,0,65.53217407906445,62.523769683944685,5.086647368916931,4,0,69.65270330145952,57.51747512995781,8.010071286379,0,65.57486830812422,48.516216219160434,14.08916519051168,5,0,69.5346919006592,57.55639262662546,8.090424101309056,1
27001000125,27,001,000125,34.153989876752725,10.859640275173259,3.945886633927133,0.9585646817375971,0,34.54468755117133,12.386071964229847,1.9729433169635664,0,0,37.42038159638412,12.330258010741476,0,0,35.33581037244381,12.274444057253104,2.1403851774286826,0,0,34.433059644194586,13.233008738990701,2.1403851774286826,0
27001000130,27,001,000130,31.229885057471265,41.63984674329502,0.946360153256705,1.89272030651341,0,33.122605363984675,37.8544061302682,3.78544061302682,0,0,33.122605363984675,32.17624521072797,5.67816091954023,0,34.06896551724138,31.229885057471265,3.78544061302682,2.839080459770115,0,37.8544061302682,28.390804597701152,6.624521072796934,0
27001000132,27,001,000132,12,13,1,0,0,12,12,1,1,0,13,12,1,0,13,12,1,0,0,14,9,2,0
27001000135,27,001,000135,86,97,5,1,0,103,81,4,2,0,102,73,13,0,103,68,9,7,0,103,68,16,0
27001000140,27,001,000140,43.99622865821494,25.997771479854283,3.999657150746813,0.9999142876867032,0,47.99588580896175,24.99785719216758,3.999657150746813,0.9999142876867032,0,45.996057233588346,22.998028616794173,2.9997428630601095,0,45.996057233588346,19.998285753734063,5.999485726120219,1.9998285753734064,0,49.99571438433516,20.998200041420766,4.999571438433516,0
27001000145,27,001,000145,301,320,8,2,0,360,247,13,0,0,353,239,19,0,356,229,16,3,0,365,215,32,1
27001000150,27,001,000150,29.347822098524464,32.186550278339965,0.9459651038136289,0.9472144063755543,0,33.135013987277446,29.344490625025994,4.164341873084793e-4,0.0012493025619254381,0,34.07931335434184,25.561879512333405,1.8940123785638001,0,34.07681474921799,23.668283567956912,2.8403939165647376,0.9484637089374798,0,32.19029818602574,25.55771517046032,0.9497130114994052,0
27001000155,27,001,000155,30,14,0,0,0,32,12,1,0,0,33,11,1,0,33,9,2,1,0,33,7,5,0
27001000160,27,001,000160,36,36,2,1,0,43,28.999999999999996,2,1,0,42,28,4,0,43,25,3,2,0,45,25,4,0
27001000165,27,001,000165,25,30,1,0,0,28,27,1,1,0,28,27,1,0,27,25,3,0,0,28,26,3,0
27001000170,27,001,000170,23,13,2,0,0,25,12,1,0,0,25,10,3,0,24,9,5,0,0,25,9,4,0
27001000175,27,001,000175,295.9647519374445,358.26154184764454,15.022082066183785,3.0577889426418525,0,351.1698989268345,287.98708836510974,17.1398203825932,6.033870699702001,0,358.19630185526967,260.8702666337019,31.14014463696284,0.9962744751334911,352.9555513253773,251.93827911612112,34.35386345796753,12.046000309123636,0,365.3298953059672,246.75001018872953,39.21378871389284,0.9962744751334911
27001000180,27,001,000180,34,48,5,0,0,40,40,6,1,0,42,39,4,0,36,32,14,3,0,41,36,10,0
27001000185,27,001,000185,139.09282336539653,141.3452249578607,4.082322523955287,4.025372578812116,0,159.29076309941084,121.11144245336318,6.085173394131718,2.0379842390698792,0.002517971606552866,159.29208120201326,116.04292932406788,9.131655282205697,0,162.25511532627613,105.9727891304272,8.158527469291629,5.055450336869355,0,168.35167870943647,100.94035523881169,14.174161060247412,1.008261181807517
27001000190,27,001,000190,5.9992885934226905,14.998221483556726,0.999881432237115,0,0,8.998932890134036,10.998695754608265,1.99976286447423,0,0,6.999170025659805,11.998577186845381,1.99976286447423,0,4.999407161185576,12.998458619082495,1.99976286447423,0.999881432237115,0,8.998932890134036,10.998695754608265,1.99976286447423,0
27001000195,27,001,000195,42,50,3,0,0,51,42,2,0,0,52,40,1,0,49,37,4,2,0,54,33,5,0
