GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRNEW,G18USSDKLO,G18USSMSCH,G18USSGOVE,G18USSOWRI,G18GOVRJOH,G18GOVDWAL,G18GOVMWRI,G18GOVLWEL,G18GOVOWRI,G18SOSRHOW,G18SOSDSIM,G18SOSIDEN,G18SOSOWRI,G18AUDRMYH,G18AUDDBLA,G18AUDMFOR,G18AUDLDOC,G18AUDOWRI,G18ATGRWAR,G18ATGDELL,G18ATGMJOH,G18ATGOWRI
27049000105,27,049,000105,176.29170047717014,177.16215888145055,8.0064981713377,7.595031502619451,0,206.9417596696245,149.413632709318,7.87855866407898,3.8752695588217625,0,217.7008485395385,129.26433347985667,18.018664671149914,0,219.06611345906947,121.1571917758247,14.49035019778932,7.625183132614701,0,228.39578356571664,119.71213337580397,18.53414834586792,0.0646716616105484
27049000110,27,049,000110,373.1171670306633,585.6857751396419,36.86025777649566,6.025922708671699,0.0022823606129768505,487.8395503717192,462.8680079018152,28.971902110293172,7.071259879901001,0.992304285330684,511.8287179009995,411.9463234876145,48.99843294600466,0,461.1057375008005,413.7868713819432,59.90706631984576,16.033146270573674,1.9952151478410918,503.8690704639946,405.8233311325549,48.12521668730642,2.9814775772180058
27049000115,27,049,000115,442.8384003961327,620.048998425835,31.253362479484775,13.00005644574884,0.9977176393870232,500.70924339831225,549.1629505512295,39.16345749816737,13.075923476970953,0.004327915678185589,539.6964776388155,494.91385013038195,53.38392536136781,0,507.49735475586965,482.87123597162133,64.43382360971215,22.145994724771565,0.008655831356371178,539.6447094057321,471.88410290270104,68.44429829466594,2.008419025808603
27049000125,27,049,000125,317,689,40,13,2,413,583,44,13,2,447,546,48,1,416,533,64,24,0,432,536,75,2
27049000130,27,049,000130,340.90450276529197,544.8473724547921,40.988517927791705,8.997479545125008,0,406.88601942954205,476.8664158916254,35.989918180500034,10.996919444041676,0,429.87957826708373,440.8764977111254,43.987677776166706,0,419.8823787725004,428.87985831762535,55.98431716966672,13.99607929241668,0,445.87509745841703,407.88573937900037,64.98179671479173,0.9997199494583342
27049000140,27,049,000140,339,744,34,13,0,409,662,41,15,0,450,615,58,0,417,591,73,23,0,458,577,74,1
27049000145,27,049,000145,327.54262379559384,552.7231417293103,32.715398273173875,2.9775788276245208,0,413.5886591511381,465.5670575266897,22.900425927399137,4.991560012285326,0.9852941176470588,408.69473327492784,447.70158456094254,34.80531711922639,0,425.44473327492784,399.2160562867449,42.81784890850292,17.822080016380436,0,431.41616328618943,404.31067455377615,56.50890830081586,2.9613064716120125
27049000155,27,049,000155,229.81668560430623,546.4594332252215,51.05797932779701,15.019326442599002,0,277.2225408988853,493.99559860284535,50.05797932779701,14.096632212995011,1,302.2805202266823,492.82166061945435,32.19326442599002,0,273.3578259970783,466.60906975086533,76.23191731118803,11.038652885198005,0,287.3191731118803,466.5124375378703,71.38652885198005,0.019326442599002465
27049000160,27,049,000160,258.77468883095315,537.4231863824434,36.805210577861104,3.9802711815440017,0,318.49056249147725,454.8261644826665,43.76724174716526,11.944748857086697,0,324.4639207481343,430.93863442472053,58.69965356069414,0,324.47179137304363,393.12310671571146,82.57341002504876,15.917149413721315,0,335.4081907552098,423.9451207557788,63.69220952961341,0.9965435375565097
27049000170,27,049,000170,231.6728554717716,167.76369108576614,1.997252005706613,2.9958473228815476,0,259.6335243526698,137.805908284714,3.9944119543781107,2.995785951524804,0,265.62515762707613,116.83545265255795,15.977509731959769,0,251.645068672054,121.82824512436238,11.98312846326003,11.983051749064101,0,272.61537087581826,113.83957464399802,12.981769808952523,0
27049000175,27,049,000175,304.395026659822,306.3037319532288,11.895573081906134,4.954919686786463,0,338.1097061376385,260.70546159138354,21.7917185150477,4.956631429340383,0,355.94193943389723,235.92401618723557,22.799135180922622,0,350.9681905790177,221.0712393247536,30.72152910360842,12.889295807349699,0,358.92824283788974,224.99477794991026,32.71410978215731,0.0017117425539198905
27049000180,27,049,000180,216.02498981129094,251.55810925613514,9.591998645037805,5.7069019734003925,0,261.9216916666055,208.50866643705635,8.622272464744551,3.841753018386639,0,275.21922041981327,180.8571954438461,21.06772209648255,0,252.3730366748185,190.325355079596,25.83585764191167,8.622272464744551,0,267.60382583814834,187.48428799382458,23.97070868689792,0
27049000185,27,049,000185,85.06249811497847,161.9807144955441,2.7147605781376107,0.904920192712537,0,104.06582216194175,140.26262987044322,2.7147605781376107,4.524600963562685,0,106.78058274007935,132.1183481360304,9.04920192712537,0,110.4002635109295,122.16422601619249,10.859042312550443,1.809840385425074,0,108.59042312550443,117.63962505262981,18.09840385425074,0.904920192712537
27049000190,27,049,000190,271,191,6,5,0,308,157,8,5,0,324,131,16,0,315,131,21,5,0,313,131,29,0
27049000195,27,049,000195,172.16043956043956,81.92307692307692,1.0263736263736263,1.0175824175824175,0,191.38021978021976,58.68571428571428,4.035164835164835,1.0175824175824175,0,196.432967032967,51.606593406593404,6.07032967032967,0,194.4153846153846,44.606593406593404,8.079120879120879,3.0087912087912088,0,200.39780219780218,46.57142857142857,8.131868131868131,0
27049000200,27,049,000200,151.99555073258722,178.9963636521361,7.038674681481158,1.0165323725399023,0,182.10291219354139,144.84967337103905,6.072393565222662,4.015878233878202,0.9997819537794331,182.1632137010791,140.76679346211895,12.074435371651354,0,181.14668132853916,137.71719634449926,9.101890180329805,9.041588672792118,0,188.17195567501196,129.73234104927218,18.10662793184889,0
27049000205,27,049,000205,166.15259642408594,217.19024647380272,12.156524965215432,0.2852255568139554,0,203.57377125156498,178.97076839167846,9.43651904943566,5.594239695021913,0,201.53565416786807,167.67695395514252,21.73805487459284,0.004796163069544364,197.72787914121594,161.81132132885895,23.765648445875875,9.474888353992014,0,200.25840222053478,163.48099625204793,29.132216540918364,0
27049000210,27,049,000210,316.01437258582837,394.010768527677,15.000601173541716,5.000478924226613,0,361.01682212893445,340.00861683145826,18.000352998160672,8.000225865561516,0,385.01748426711714,299.00728301782505,24.001452170464802,0,378.01729853579405,284.0072977584103,36.000788172114916,11.000398335716435,0,399.0173724415699,278.00742472242615,33.00137481723835,0
27049000215,27,049,000215,432.184488060065,435.06054019587907,19.802283719755522,6.953913146585854,0,485.72671338815655,380.5257308849584,12.884726067540049,13.8696139953191,0.0026552169849631316,502.6032463972655,337.91233010148983,38.64095978768187,0.9887797541306903,493.69092938078944,333.9337465516993,28.744117832905356,25.744720290341764,0,503.61644736855715,336.8914292962838,39.63290320386017,2.968994479377034
27049000220,27,049,000220,175.97424527274399,142.9790742841045,7.998829330579272,2.9995609989672274,0,201.97044059712664,116.98287895972186,4.999268331612045,2.9995609989672274,0,209.9692699277059,100.98522029856332,15.997658661158544,0,203.97014792977146,102.98492763120814,11.99824399586891,3.999414665289636,0,203.97014792977146,104.98463496385295,16.997512327480955,0
27051000005,27,051,000005,79.22443076291799,128.20621137828138,5.046484372360166,4.015369316069951,0,105.61264300568436,99.66226252942809,7.139883316109428,1.0155306407057996,0,99.6597189017093,98.53764097963138,15.17062194824933,0,97.5351511267912,95.60013996660489,14.186260138712363,3.062176337701814,0,108.7994946680615,90.47573351632265,11.170837047763795,0
27051000010,27,051,000010,70.78504897544906,98.55527678968625,7.93592379054626,2.982853237298252,0,85.75987514136229,80.59209193380005,6.945309679896659,3.9789728006225777,0,77.78541318209295,85.55066793972279,13.934662981191108,0,78.77052184006784,80.5810810284506,14.908760733816537,2.0142609373475455,0,83.77314146738836,74.63189091187827,16.88998895511574,0
27051000015,27,051,000015,20.05854076038625,35.04764945612835,1.0040842390967153,1.0013614130322384,0,28.072154890708635,28.03403532580596,0.0027228260644768525,0.0027228260644768525,0,26.07623912980535,29.02450543458029,0.008168478193430558,0,27.063986412515206,26.036758151870437,1.0054456521289536,1.0013614130322384,0,28.083046194966542,25.023144021548053,1.0040842390967153,0
27051000020,27,051,000020,260.47224833263317,293.5699565448146,17.01012183825612,1.9998898055353935,0,306.62453273682104,242.41794762678825,20.00995654655921,2.9998347083030903,0,305.5250614132059,229.3744299259871,25.142382954860967,0,297.55867766468015,218.37503599554245,31.04252595061969,8.032734695757393,0,303.62469802851797,217.33085712795366,37.05325385843115,0.9999449027676968
27051000025,27,051,000025,42.94113407869815,34.952085878010124,2.9958930752580106,0.9986310250860035,0,52.927444329558185,24.965775627150087,1.997262050172007,1.997262050172007,0,55.923337404816195,17.975358451548065,5.991786150516021,0,46.935658179042164,26.963037677322095,3.994524100344014,0.9986310250860035,0,60.91649253024621,16.97672742646206,2.9958930752580106,0
27051000030,27,051,000030,82.186117256138,88.40456611735479,2.060867966470365,2.0158868526240763,0,103.20489897411167,64.3753702588296,2.051978748438019,3.0193445142518986,0,94.18295732716993,65.41446710392289,12.059517309606816,4.115566804302477e-5,93.19756619128309,62.386109904634516,9.084948130860992,5.984818696625163,4.115566804302477e-5,102.19275787279172,61.33775344049649,9.102973500933942,4.115566804302477e-5
27051000035,27,051,000035,112.99941420969333,126.99913545474429,4.999893363127643,2.0000168301317722,0,133.99959092607693,101.99897464883108,6.999811051791557,3.000025245197658,0,129.99930941214373,96.99922999790522,14.000018669454546,0.9999588443319569,131.99917753007372,92.9992459083756,9.000075735592974,5.0000916460633595,0.9999588443319569,139.99929442133475,90.99927864897776,10.999993424256889,0.9999588443319569
27051000040,27,051,000040,20.000325160915597,11.000264665861533,2.2685645274190093e-5,7.5618817580633645e-6,0,23.000400779733177,8.000189047043952,1.5123763516126729e-5,1.5123763516126729e-5,0,23.00042346537845,8.000136113871646,4.5371290548380185e-5,0,24.00035540844263,6.000204170807468,3.0247527032253458e-5,1.000007561881758,0,26.00046127478724,3.0001285519898873,2.2685645274190093e-5,0
27051000045,27,051,000045,69.00036066745967,113.00069729042204,7,0,0,91.00050493444354,89.00052897894085,4,3,0,98.00043280095161,80.00050493444354,6.000024044497311,0,83.0004328009516,85.00052897894085,9,4,0,94.00045684544892,81.00050493444354,10,0
27051000050,27,051,000050,100.47028806584362,152.33621399176954,12.781152263374485,1.96,0,120.1443621399177,131.70683127572016,10.796460905349795,1.96,0,129.9443621399177,123.85037037037037,11.792921810699589,0,120.1361316872428,122.85390946502058,16.71761316872428,3.92,0,119.21374485596708,123.77629629629631,21.601152263374484,0.00823045267489712
27051000055,27,051,000055,63.52971193415638,55.66378600823045,5.218847736625515,0.04,0,72.8556378600823,49.29316872427984,2.2035390946502056,0.04,0,73.0556378600823,47.149629629629636,4.207078189300412,0,71.8638683127572,45.14609053497942,7.28238683127572,0.08,0,78.78625514403292,38.223703703703706,5.398847736625514,0.9917695473251029
27051000060,27,051,000060,32.760416666666664,15.416666666666666,1.9270833333333333,0.9635416666666666,0,39.505208333333336,4.817708333333333,3.8541666666666665,0.9635416666666666,0,41.432291666666664,3.8541666666666665,3.8541666666666665,0,34.6875,7.708333333333333,4.817708333333333,0,0,35.651041666666664,7.708333333333333,4.817708333333333,0
27051000065,27,051,000065,33.029419558719624,43.04102163821468,0.0033148798557319156,1.0012430799458996,0,38.035634958449116,35.03356315853929,1.0029005198737655,1.001657439927866,0,42.032320078593386,29.035634958449116,5.0058010397475305,0,38.03273443857535,33.03356315853929,2.0062153997294976,2.000828719963933,0,41.03480623848519,31.03107699864749,4.007044119693431,0
27051000070,27,051,000070,14.999639332540326,28.999302709577965,0,0,0,20.999495065556456,21.999471021059147,0,0,0,17.999567199048393,20.999495065556456,0.9999759555026885,0,17.999567199048393,21.999471021059147,0,0,0,18.99954315455108,20.999495065556456,0,0
27051000075,27,051,000075,22,41,0,0,0,32,31,0,0,0,32,26,3,0,27,32,3,0,0,33,27,1,0
27051000080,27,051,000080,19,13,0,0,0,20,12,0,0,0,20,11,1,0,17,14,1,0,0,18,13,0,0
27051000085,27,051,000085,16,10,1,0,0,19,9,0,0,0,19,8,0,1,19,6,2,1,0,19,7,1,0
27051000090,27,051,000090,140.80017054989506,139.81585371671588,2.9537692494214114,0.9851379274932044,0,165.41449452494447,105.35650548240866,8.860877549235306,0.9847229810757783,0,168.36843311604582,97.47909805795275,10.831153404221714,0,160.4922400256192,101.41659907097925,11.815515213758683,3.9380772840797635,0,177.22891097147522,93.5397374123536,10.831699170051984,0
27051000095,27,051,000095,48,41,1,0,0,57,28,4,1,0,47,38,4,0,46,38,5,0,0,56,28,6,0
27051000100,27,051,000100,34,26,2,0,0,45,17,1,0,0,44,18,1,0,39,20,3,1,0,44,17,1,0
27051000105,27,051,000105,43.52775166736684,52.43004345518539,0.9898781617438823,1.1019446460649619e-4,0,57.37546726317897,38.582052373211745,0.990043453440792,1.6529169690974427e-4,0,48.47493858679412,34.62557007401289,12.857617045139033,0,51.441322335319875,34.62496400445756,3.957474049380309,2.9672653042426074,0,57.37530197148206,30.669142872046347,4.946746141568856,5.5097232303248094e-5
27051000110,27,051,000110,41.239583333333336,46.583333333333336,1.0729166666666667,1.0364583333333333,0,49.494791666666664,37.182291666666664,3.1458333333333335,0.036458333333333336,0,50.56770833333333,34.145833333333336,5.145833333333333,0,47.3125,33.291666666666664,6.182291666666667,1,0,47.348958333333336,38.291666666666664,3.1822916666666665,0
27051000115,27,051,000115,35,42,2,1,0,43,27,6,2,0,40,29,6,0,39,27,8,2,0,41,32,4,0
27053000005,27,053,000005,421.9010089644378,804.3927393249035,26.308589877849055,16.04073495569572,0,511.49730133057164,709.5403032414692,26.42265838365777,17.144109301811188,0,514.7096513639392,672.0723256061391,53.50871259102597,1.9786116806135134,502.0931079523986,640.6705470192878,68.47866420226585,29.0483703871519,0.9893058403067567,529.9892174909455,650.7428559314834,64.7984643551457,2.108975687252043
27053000010,27,053,000010,452.8699771806315,914.6602354102229,35.84218436827971,13.032614677556117,0,547.7912072268856,800.8443748351403,42.80146549572284,19.961840168441462,0.004074979625101874,562.5625572750176,748.2512277760941,65.79283590123157,0.03768823788689409,577.3502498308125,703.2944081559363,73.85955910661761,22.094253899726667,0.014769139318345172,589.4867401292663,714.230249202991,90.63348348511511,7.93992406824918
27053000015,27,053,000015,276,751,46,12,0,327,696,42,17,0,331,696,45,0,335,637,62.00000000000001,24,0,351,639,70,5
27053000020,27,053,000020,472,1164,44,18,1,557,1050,55,26,3,579,997,87,1,575,958,90,41,0,607,960,104,6
27053000025,27,053,000025,461.32525629077355,1221.9496738117427,34.36439888164026,15.19291705498602,1.04287045666356,548.8974836905871,1123.991612301957,37.514445479962724,13.235787511649582,1.04287045666356,553.7688723205964,1087.434296365331,61.79310344827586,1.06430568499534,581.918918918919,1018.3839701770737,61.90027958993476,36.55731593662628,0.04287045666356011,589.5191053122087,1022.3839701770737,87.30754892823859,2.2357875116495807
27053000030,27,053,000030,496,976,42,20,0,594,869,39,24,0,589,841,67,1,583,806,81,34,0,626,774,101,3
27053000035,27,053,000035,371.25852272727275,659.6903409090909,28.258522727272727,3.897727272727273,0,425.82670454545456,605.1221590909091,22.41193181818182,8.769886363636363,0,432.6477272727273,560.2982954545455,48.72159090909091,0,435.57102272727275,532.0397727272727,50.67045454545455,24.360795454545453,0,461.8806818181818,528.1420454545455,59.44034090909091,3.897727272727273
27053000036,27,053,000036,528.5914221218961,1072.8329571106094,38.39729119638826,11.144469525959368,1,604.4943566591422,982.568848758465,40.487584650112865,19.23476297968397,1,607.4943566591422,944.9367945823927,63.88487584650113,0.01805869074492099,598.9638826185102,895.0519187358916,82.92099322799098,35.52370203160271,1,638.216704288939,895.1783295711061,83.1196388261851,6.126410835214447
27053000040,27,053,000040,527,1116,38,10,0.9999999999999999,617,1014.9999999999999,37,13.999999999999998,0,641,953.9999999999999,59.99999999999999,0.9999999999999999,641,904.9999999999999,87,21,0,664,893,99,3
27053000045,27,053,000045,721.1870422906154,1643.8675597440306,48.877130113748485,12.967401866912864,1.994984902601979,846.8710911545401,1497.2361694027852,56.8570697241564,20.94734147732078,0,874.8008797909678,1438.3841147760268,72.81694894497222,0,925.6729948073182,1305.7176187529951,108.72667719180785,37.9047131494376,0.9974924513009895,920.6855325508133,1327.662452681617,126.68154131522566,10.972416964310884
27053000050,27,053,000050,364.60890054672285,783.7299379182698,17.872952822218313,2.680982959315056,0,456.65479320251967,676.4920306040651,25.91577291308752,6.2555746436463355,0.8936479210828199,471.84673506823253,637.1715220764211,33.065034673883275,2.680932564372289,477.20867858911026,595.1700529872143,60.767980241498556,13.404791608937405,0.8936479210828199,487.9325376336754,609.4683525312823,51.83160182055589,7.149183368662559
27053000055,27,053,000055,452.0351692965741,1078.3129699299334,43.80957587896313,15.930754865077501,0,520.7365496522208,993.6808347092092,56.7533142068386,17.92209922321219,0,527.7062549056923,978.745752023199,63.723019460310006,1.9913443581346877,529.697599263827,892.1222724443401,116.49364495087923,27.878821013885627,0.9956721790673438,562.5547811730493,895.1092889815421,111.51528405554251,4.978360895336719
27053000060,27,053,000060,501.439326440877,995.0156715346275,18.833253200864963,9.904995346465107,0,631.2560691237954,848.3489844335772,25.773390369531146,13.869688150731395,0.9911732010665724,635.2332728758629,804.737363586648,47.5657274645945,0.9930979622667485,651.0824202869271,755.1815906751197,53.53682618599614,27.74033868206288,0.9911732010665724,677.8296610067233,759.157832046587,61.448888943727134,7.929385608532579
27053000065,27,053,000065,538.4672089746675,764.0387427082799,15.396749032629945,9.34910738333851,0.03949785601871074,613.9399875739799,681.0384281807046,15.635730527442883,10.538956901827692,0.034482758620689655,618.3542235361838,638.1492417638789,39.335907567752344,1.0452840393679654,639.6587795740962,591.0210163348349,44.11212454912389,23.17915493859128,0.04131812825235632,654.9116198387112,607.5021657339352,42.98943972502917,2.178018507645457
27053000070,27,053,000070,484.57687723480336,1036.7008343265793,27.41040921732221,9.78943186332936,0,602.0500595947557,900.6277314263011,38.17878426698451,11.747318235995232,0,587.3659117997616,859.5121176003179,63.631307111640844,0.9789431863329361,586.3869686134287,803.7123559793405,85.16805721096543,35.2419547079857,0,667.6392530790624,771.4072308303536,91.04171632896305,2.936829558998808
27053000071,27,053,000071,342.4217763488399,774.8854567078592,21.27784332309768,5.85018724675917,0.9587252409674772,445.3283008838939,667.977710347313,19.42887790183074,9.7242225310108,0.9685088210629079,437.6976332765358,651.2489037266669,34.024995278442375,0.9685088210629079,454.1524996545098,621.0392422519036,36.00114724094991,17.53099458008665,0.9685088210629079,471.673710654501,605.7387727168057,55.2539207010629,2.954444363665877
27053000075,27,053,000075,538.9521666702702,1289.9031789653966,39.995038419699895,22.997459691688235,7.442865733235642e-5,653.940730415886,1170.9145457200152,46.9946018293599,18.997613477894514,0.9999057319554302,653.9397628433408,1121.9194625688283,69.9919870923908,0.9999057319554302,656.9411918983257,1084.921015341387,90.98941203419618,29.997171958662907,0.9999057319554302,684.9389245363643,1078.9207622344236,109.98747208403469,3.9997717851363856
27053000080,27,053,000080,358.4085778781038,752.1670428893905,21.602708803611737,7.8555304740406315,0,407.5056433408578,683.431151241535,26.51241534988713,12.765237020316027,0,407.5056433408578,649.0632054176072,48.11512415349887,0.9819413092550789,433.0361173814898,600.9480812641083,50.07900677200903,28.47629796839729,0,446.78329571106093,607.8216704288939,60.8803611738149,6.873589164785553
27053000085,27,053,000085,369.9948785099482,767.7151790447621,11.979115850516077,3.014851636033007,0.006676672153200112,443.3444369803658,686.330666392099,17.994925456980116,5.0003000334562024,1.9919544417988464,450.42300474824276,643.322963394825,34.9405029727796,1.002639674071161,473.40385312770735,611.1833741695467,31.985997327791715,13.008405337274189,0.9960483158067355,475.4098434249228,624.0784467079941,41.049643799573815,3.048121244947308
27053000090,27,053,000090,383.39768669482623,819.693528378032,14.01418250823232,9.014652413398457,0.003874560674376013,476.76090428347624,720.2921290688378,15.037335891245348,6.011059795823764,0,476.82289725426625,684.1908992478258,33.04339335399601,0.003874560674376013,502.86307391482046,630.040991796645,36.0624842142682,25.0325215202387,0,506.87044711203635,661.00708189922,37.120508643350625,2.0346830840029293
27053000095,27,053,000095,494,1257,30,13,0,591,1146,39,13,0,605,1090,71,0,617,1021,77,37,0,637,1034,84,10
27053000100,27,053,000100,422,1022,47,7,0,533,897,45,18,0,528,870,59,1,541,815,81,30,1,542,841,88,0
27053000105,27,053,000105,562.6747437092264,1002.0503261882573,16.635601118359737,8.80708294501398,1.95712954333644,680.1025163094129,867.0083876980428,23.48555452003728,10.764212488350418,1.95712954333644,674.2311276794036,841.5657036346691,36.206896551724135,2.93569431500466,681.081081081081,793.6160298229264,41.09972041006524,25.44268406337372,1.95712954333644,708.4808946877912,793.6160298229264,59.69245107176141,10.764212488350418
27053000106,27,053,000106,483.50947820542376,984.0951283974427,15.024974421834498,1.0037461632751747,0,583.6380964778714,862.9452818664357,17.036212911660023,14.008741047642074,2.001248721091725,597.6593247364308,812.8903381383999,51.046202680393826,0.003746163275174797,631.6668170629812,738.8316482470888,50.084913034237296,31.018730816375875,0.0012487210917249325,643.68180171608185,739.8516277845564,70.07242582332005,3.0099897687337993
27053000107,27,053,000107,291,787,35,15,0,345,732,42,6,2,350,712,50,1,340,657,89,26,2,370,647,100,2
27053000110,27,053,000110,345.38310339586064,887.4254876786454,35.93722608128859,24.951218663988566,1.0026464112641937,388.3053297175272,844.4601582503727,43.93924043513276,17.985375359880003,0,379.3246151227556,821.5142324089126,75.87067010543193,1.0026464112641937,393.2802479013094,761.6236448408323,83.87268445927609,40.93130120134018,1.0026464112641937,420.2559163240957,782.6121702004375,77.85680599169093,4.989285885984244
27053000115,27,053,000115,315,1127,57,13,1,375,1055,59,23,0,365,1047,68,1,357,949,140,27,1,387,984,124,2
27053000120,27,053,000120,425,927,55,14,1,508,842,56,11,1,502,824,75,1,490,758,129,26,1,538,755,113,3
27053000125,27,053,000125,369.85507111214736,881.654520867335,33.98668221030543,15.993732804849614,4.998041501515504,436.8288272324551,802.68546514339,45.98198181394264,15.993732804849614,0.9996083003031009,442.8264770342737,782.693299137328,60.97610631848916,0.9996083003031009,428.8319608300303,743.7085754255071,86.96592212636978,27.98903240848683,1.9992166006062018,445.825301935183,736.7113173233854,100.9604383306132,6.997258102121707
27053000130,27,053,000130,477,1065,42,18,2,567,965,47,19,1,557,932,75,3,575,872,93,27,0,594,893,91,7
27053000131,27,053,000131,216,480,23,5,1,242,445,26,10,2,246,428,38,2,248,393,55,21,1,268,404,47,2
27053000132,27,053,000132,249,763,45,14,0,298,715,45,16,1,301,700,60,1,303,655,73,23,1,315,664,84,2
27053000200,27,053,000200,317.0743667279737,1048.6695085834826,80.26786531427169,26.75398206768685,0,367.6215044115823,1006.032508578902,70.36569139301956,19.82328899837992,0.9936504766276762,371.57716516221734,1012.9691207594201,60.45759836055629,0.994834298869905,349.8044575223334,946.5389651389177,113.9738492516256,40.626022606480774,0.9912828321432188,386.4665326224835,973.3343809850825,96.12128769510981,3.961579861846189
27053000205,27,053,000205,206.96863729752837,971.5884814095299,59.44065367131216,18.15494514220653,8.499084349001197e-4,251.2086039679697,918.4775391418523,58.348264929096835,18.087762982600708,2.9904624679921366,247.28064192250915,923.504816240105,52.292806568712436,3.9834163549999118,255.00942591591527,844.3390241936315,95.55762360435442,27.239492979446545,1.0037047855416854,279.2291784112901,897.2669032751129,69.54645646010698,1.0346826184910654
27053000210,27,053,000210,370.3259434911174,1211.313828011363,68.93211472673373,16.011649671640367,1.9814599575881304,432.2914214980139,1126.5199513169284,68.84005318245785,21.040449858635473,0.998177860054779,446.0275614816666,1105.7450260893863,77.84011618826716,0.008159652421444523,444.91666614204337,1045.7081174216078,113.0599214321921,28.962709380008093,1.0107755666728395,474.09404545560574,1072.65641470445,100.86678552984048,4.006324693312336
27053000215,27,053,000215,386.83221399990384,1338.3072305755488,93.2815638662741,23.831932129554595,1.87407391739062e-4,463.21760508770484,1249.0166578588157,77.456364270181,40.64352420061325,0.014352636241050275,451.32880177697723,1252.9951997863504,93.25765297186004,0.019774910168583463,434.5545027752877,1165.5518758542792,173.58409893357472,33.768861153618644,1.983445369725173,499.95361226925115,1202.4159290954942,124.00211049190027,3.9626815271892117
27053000220,27,053,000220,431.45014134364425,1386.5080219247382,91.72769406582543,28.88534841633761,0,518.1317761062273,1284.882689555562,84.70313068245572,31.94778573673856,0.9918109914207046,526.0048492050244,1265.066941338004,100.65399298861178,0.9918109914207046,510.0488689961543,1164.4436557656766,168.51169052505767,49.7645582633129,1.9938577882695074,557.0017671720547,1209.264512780028,139.49327663815478,7.954959542221833
27053000225,27,053,000225,304.6827773110911,929.1727259366739,77.19992434023193,16.37100669743167,2.011020925675737,350.2592308691594,867.5607358576657,85.08220143047502,20.479109046425524,2.028150143047493,346.32087812513595,887.0685216309265,68.61566238202013,1.0298113883464894,346.3535939911322,805.7705099881291,126.17662444073292,29.59757695504338,0.014343416273729877,368.5428115578816,833.2013604924038,119.34004472385728,2.059622776692979
27053000230,27,053,000230,208.0312303252245,758.1003265182154,47.00663554254193,12.002091638409954,0,235.03750524045435,729.0929697210494,41.00613066430504,11.002308014797192,7.212546241224119e-5,237.03808224415366,716.0915272118011,55.00728467170364,1.0000721254624123,234.03692823675507,678.0842425400975,76.01218920314767,13.003606273120612,1.0001442509248244,253.04031813348846,706.0874881859061,52.01009756473771,1.000577003699298
27053000300,27,053,000300,127,699,36,3,2,153,656,38,9,1,160,662,26,1,158,631,61,7,1,165,641,51,1
27053000305,27,053,000305,264.51593264832263,761.6586911604361,17.984512281793656,14.975045133627715,0,307.43945844520584,692.7927022681511,31.96051579896292,19.95702932435864,0.9981600236876965,298.46042619587035,686.814321239274,52.90248125544792,0.9981600236876965,309.440186456435,641.8856594673078,56.91892435500911,21.956875742817054,1.9945568618338811,331.3961806064813,646.8791043640585,61.899145360198524,3.9935216875215422
27053000310,27,053,000310,238.0147167661454,914.0585682469949,61.00358581104051,12.000672339570094,1,285.0170326024424,859.0565512282847,60.00283876707373,11.000672339570094,1,292.01680848925236,864.056028297508,47.00351110664383,1.0001494087933545,282.01695789804575,804.0531895304341,97.00545342095744,21.000971157156805,1.0001494087933545,303.0182278727892,857.054384800781,55.00418344621393,1.000373521983386
27053000315,27,053,000315,196.98528323385457,783.9414317530051,47.99641418895949,8.999327660429906,0,227.9829673975576,756.9434487717153,37.99716123292627,8.999327660429906,0,224.98319151074762,749.9439717024921,46.99648889335617,1.9998505912066455,226.98304210195428,711.9468104695658,72.99454657904256,12.999028842843195,1.9998505912066455,243.98177212721075,727.945615199219,55.99581655378608,4.999626478016614
27053000320,27,053,000320,517.3474020939192,1176.9294498030551,37.401811052011205,14.095669298097906,0,620.6676384076703,1064.2648040161516,36.401811052011205,18.229606315434975,0.038267719239162334,610.6867722672898,1032.9969299814775,68.76535438478325,3,600.7059061269094,991.5759850698466,64.74622052516366,36.32527561353288,1,648.9929140212032,990.4994496313683,70.822755963642,5.057401578858744
27053000325,27,053,000325,504,1177,42,14,1,597,1081,34,15,3,585,1036,71,2,583,1007,71,34,3,644,994,79,3
27053000330,27,053,000330,571.8691663125945,1316.0171833558713,49.073381771232185,14.021199178355966,1.001630706027382,684.0664817419078,1194.7986687482023,49.07012035917742,12.02446059041073,1,678.0338676213602,1167.754639685463,67.12067224602626,2.001630706027382,685.0648510358805,1090.6372288514915,79.13861001232746,29.053813298903606,2.001630706027382,739.1349713950578,1087.6535359117654,82.13371789424532,7.006522824109528
27053000335,27,053,000335,704.8794004476524,1325.7731702036697,29.994868104155422,22.99606554651916,0,891.8474116302212,1113.8094356009713,38.99332853540205,25.9955523569347,0.9998289368051808,883.8487801357797,1074.8161070655694,78.98648600760929,0,876.8499775781436,1023.8248312885052,73.98734132358338,48.99161790345386,0.9998289368051808,952.8369767753372,1021.8251734148948,77.9866570708041,0
