GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTru,G16PREDCli,G16PRECCas,G16PREMVac,G16PRESKen,G16PREGSte,G16PREIDeL,G16PREIMcM,G16PRELJoh,G16PREOth
27001000240,27,001,000240,21.104745917112922,5.133575970991948,9.425841725280082e-5,0.9934433616225049,0,0.0031847133757961785,0,0.9966280749983011,0.019296797089282676,0.0032789717930489792
27001000255,27,001,000255,9.823980367946032,8.35644094568452,0.002314551595354022,0.004629103190708044,0,0.01157275797677011,0,0.016201861167478154,0.04166192871637239,0.009258206381416088
27001000260,27,001,000260,55.939655172413794,31.137931034482758,0,0,0,0.09482758620689655,0,2,4.094827586206897,0
27001000285,27,001,000285,24.057884163298596,13.984761255592607,1.0865761336346382e-5,1.053639846743295,0,0.05363984674329502,0,0.05363984674329502,0.053661578265967715,1.0865761336346382e-5
27001000290,27,001,000290,38.20057366803273,8.047865765337743,0.9998948758214108,0.009741351753291319,0,0,0,0.009741351753291319,1.9997897516428216,0.9998948758214108
27003000005,27,003,000005,1264.7090485470465,555.0640303888435,5.903050431543693,4.897491885973971,0.9761860427420337,15.758494253212179,1.9183118040276776e-4,37.41108624291664,56.92883725402861,20.620109509689843
27003000010,27,003,000010,937.1017722199656,546.5771468852215,6.991672820175784,6.15238540485184,0,27.089145451919297,0.009564603364973523,35.92199135994752,57.994541526653094,14.8991498825953
27003000015,27,003,000015,1078.1061105902852,687.4335130244676,6.573817747501739,8.452051389645094,1.878233642143354,15.96498595821851,0,49.77319151679888,97.66814939145442,23.477920526791927
27003000020,27,003,000020,784.1517553793884,569.3782559456398,3.6557191392978483,5.483578708946772,0,15.536806342015854,0.9139297848244621,33.81540203850509,77.68403171007928,21.020385050962627
27003000025,27,003,000025,1246,757,5,9,1,14,0,41,83,15
27003000030,27,003,000030,1015.0167788671619,441.008553503338,2.0000656279028495,6.000175007740932,2.1875967616498723e-5,15.000525023222796,0,28.00056877515803,53.001334434024606,14.000262511611398
27003000035,27,003,000035,859,495,3,1,0,18,1,39,70,14
27003000040,27,003,000040,997,592,3,6,0,8,2,25,74,19
27003000045,27,003,000045,964,623,3,2,0,19,1,39,80,19
27003000050,27,003,000050,1206.646140699668,790.9810044942709,8.272875058980762,10.42716403890149,0.9910742747848262,20.293604878895845,1.0771444899603642,41.83649467810313,89.57513309706131,16.845729070809767
