GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTru,G16PREDCli,G16PRECCas,G16PREMVac,G16PRESKen,G16PREGSte,G16PREIDeL,G16PREIMcM,G16PRELJoh,G16PREOth
27053000310,27,053,000310,355.02278484098656,1073.07014742848,4.000074704396678,9.000448226380064,1,14.001269974743513,1,27.000971157156805,32.0016434967269,3.0008964527601267
27053000315,27,053,000315,304.97721515901344,938.9298525715201,0.9999252956033228,5.999551773619936,0,16.99873002525649,0,12.999028842843195,21.9983565032731,11.999103547239873
27053000320,27,053,000320,663.1077171789207,1149.1308669988143,4,4.019133859619581,2,12.076535438478325,2,47.34440947315246,61.44007877125037,20.17220473657623
27053000325,27,053,000325,669,1225,5,12,0,12,0,41,63,15
27053000330,27,053,000330,689.0322369153328,1072.9519551147762,8.001630706027383,7.001630706027382,0.0032614120547638844,21.05055188684884,1,51.06685894712266,48.11251871588935,12.035875532602402
27053000335,27,053,000335,885.8484380093902,1070.8167913183486,3.9993157472207232,3.9993157472207232,0,10.99811830485699,1.9996578736103616,62.989223018726385,105.98186730134915,15.997262988882893
27053000340,27,053,000340,371.9768984160851,862.3166931065808,4.934124555285494,8.868675778504533,0,17.760298714825907,0.9842752268552276,23.72459281260031,29.620045436924187,17.755199346422163
27053000345,27,053,000345,415.47397964585923,995.6903400808513,4.072599199547204,8.130678559184968,2,14.261357118369936,0.014519839909440896,24.348476157826582,59.43559519728323,12.261357118369936
27053000350,27,053,000350,594.228259621089,989.6723137527815,5.947826565743478,7.900456031821358,1.9751140079553395,23.757579450157724,0.011242270938729624,34.45207242983115,46.32524101944065,14.802112788726317
27053000355,27,053,000355,280,689,5,7,0,9,0,10,24,10
27053000360,27,053,000360,810.594031433156,1000.355537358238,3.9230284915921443,8.848444818578876,0,15.778636816354783,0,45.50418047824759,66.2082336215891,13.92527613304147
27053000362,27,053,000362,472.29825138792336,627.5135956429475,0.07697150840785592,1.1324213218015429,0,4.144827745166892,0,18.151410048599953,23.35168760716053,8.9025191303823
27053000365,27,053,000365,252.37736142757194,359.95186817352425,1.9701569546521,2.964582069997353,0,6.928262574349561,0.0023366595048007754,22.696528190080762,26.704605225024185,5.924490820985104
27053000370,27,053,000370,749.6522922238041,947.1790571517691,1.9854125236591387,6.85068603710377,0.023314656617623945,20.843973867765875,0.9696069131339377,39.65919402773577,72.05177548894031,11.995289426592858
27053000375,27,053,000375,644.7307703846516,1206.3983385613994,1.0396465529194332,1.1719782124575493,1.9734277782083736,31.14392353228988,0.02646633190762322,41.51392272957659,70.01530057744539,22.025301543183588
27053000395,27,053,000395,439.39829417296687,926.6092735593585,8.820018796071585,4.978614652528201,0.04406999321319899,28.276486386233042,0.013706179524467167,23.568828055918722,45.08190051260419,8.033050231807653
27053000397,27,053,000397,714.3621405918309,1449.7728048318352,12.171854173711457,14.061250367658952,3.9577195182280542,27.679776037055166,0.9894298795570136,38.4760259050748,61.936001704341,26.04209101180243
27053000400,27,053,000400,309.79368290270685,722.4981355423965,5.041074296128672,4.017772972979264,0.995871388742729,9.16170952313298,0.995871388742729,10.123293493867362,27.203971741730484,14.992930699954291
27053000405,27,053,000405,353.74101779018974,1443.6677814091183,1.056186153258597,14.029003283366333,0.999835527140529,24.177626891086472,2.999506581421587,17.147472297703843,39.28159986975076,13.04795129826516
27053000410,27,053,000410,558.0580353166828,1096.0674315108124,2.00018423910058,10.00036847820116,0,10.00073695640232,0,28.002026630106382,54.00515869481625,7.000736956402322
27053000415,27,053,000415,303,893,3,14,0,13,0,17,32,10
27053000420,27,053,000420,184.09725292074518,292.60656772971265,1.3855383643826966,2.1752447110830437,0.07009788443321756,8.665929902115566,0.07009788443321756,12.156615093148089,16.418377012946006,4.3504894221660875
27053000450,27,053,000450,1738.0673596962513,1627.4084136114218,9.34345686493506,19.2619258867049,1.0191149018469636,51.864135691280275,4.019114901846963,71.66900226780079,175.6132328420111,28.91702021007314
27053000455,27,053,000455,1523.4706403536118,1521.5543250827268,15.330522167080371,8.623418718982709,0.9581576354425232,31.619201969603267,0.9581576354425232,61.322088668321484,140.84917241005093,34.493674875930836
27053000460,27,053,000460,1437.7466213090152,1297.6416103624779,19.124050937773266,15.01077051282547,1.996635708020454,36.29946977108884,1.996635708020454,71.56461898549537,115.96839751748986,35.38515822331343
27053000465,27,053,000465,1470.6714017934498,1308.9832183363585,9.008021810327287,9.015110617829588,1.0004366052040874,48.04309797141614,1.0023726739281258,68.08990913576996,145.159038460188,22.02948759923801
27053000485,27,053,000485,2.2866707498050785,2.6485175497742333,0.012564124998929003,0.012564124998929003,0,0.03769237499678701,0,0.10805147499078943,0.18846187498393505,0.10553864999100361
27053000500,27,053,000500,859.671945848668,367.11671350865635,3.3932623674255735,2.5911336545170505,0.5272407732864675,7.841071821689207,0.5272407732864675,28.957802837633572,48.95223398327042,9.584908240984761
27053000505,27,053,000505,692.8490536737884,289.64313146293443,2.7784528221080986,1.9702291429959755,0.4727592267135325,6.512731869261919,0.4729525250782646,23.615755369727918,39.18500575222837,7.285737451085113
27053000510,27,053,000510,523.8255451713395,267.51045838896306,1.767690253671562,2.3569203382287496,0,3.535380507343124,0,15.909212283044058,31.818424566088115,8.83845126835781
27053000550,27,053,000550,557.8468203000676,1006.5384431230478,8.943231198741213,4.013626395957223,0.9909465211904193,15.973521567122702,0.006223549912870302,41.93666177257445,80.84475754777102,15.954799005491509
27053000555,27,053,000555,220.46567487990083,453.89991887038406,2.992746717826708,0.9975822392755693,0.9975822392755693,10.973404632031263,0,25.9371382211648,30.92504941754265,4.987911196377847
27053000557,27,053,000557,167.9667683428112,247.7275242597886,0.9383618343173811,0.9383618343173811,0,5.630171005904287,0,12.198703846125953,25.335769526569287,3.7534473372695243
27053000560,27,053,000560,509.114637400123,865.0971377697402,11.932374314065383,10.938009787893268,0.9943645261721152,32.8140293636798,1.9887290523442305,33.80839388985192,84.5209847246298,9.943645261721153
27053000565,27,053,000565,393,663,4,5,0,13,1,35,75,17
27053000567,27,053,000567,149.46077785102176,376.8793671720501,2.087013843111404,4.130520764667106,2.021753460777851,11.41331575477917,0,17.500329597890573,27.761371127224784,6.261041529334212
27053000570,27,053,000570,300,664,1,4,0,16,0,30,60,9
27053000575,27,053,000575,563,877,4,7,3,20,0,23,98,14
27053000577,27,053,000577,121,203,2,2,0,6,0,11,10,5
27053000585,27,053,000585,548.4931153345849,868.629683012679,0.9976927982116522,12.964562309603888,1.1964982741956614e-4,28.921006515568536,1.1964982741956614e-4,36.89883975661175,44.87763019627432,15.956623680705778
27053000590,27,053,000590,483.77608452227014,760.6084730037795,2.1058207400308966,6.357117263911448,1.0037491378098848,19.207111573160358,0.00991376095468954,25.42799979245999,51.30142706398108,9.966810643094451
27053000640,27,053,000640,339.5397084461604,210.5482404414837,2.031796532997114,3.0229894683966774,2.005637947127591,2.0753941761129857,0.9999124640227375,9.121285576929077,22.32650978663979,3.0549610733483163
27053000645,27,053,000645,264.2661550706785,174.1638873149217,1.001035622843107,3.002071245686214,0,9.00569592563709,0,13.010874039852625,21.020712456862142,3.005695925637089
27053000650,27,053,000650,1015.937123617846,625.5721782588488,3.9530627378126306,7.906125475625261,0,21.74184505796947,0,41.50715874703262,79.06125475625261,21.74184505796947
27053000675,27,053,000675,574.4952499145031,721.5279493507339,1.7928429222397322,2.5714647146883878,0.20284422595821533,12.667034016889621,1.9629320368137417,37.1091351994144,45.28217334875851,32.68191300179571
27053000680,27,053,000680,588.464252282058,744.1335074710514,2.3073609911219997,3.2180992962835506,0.08098073013314964,15.749120700645767,0,42.5703609565283,53.281154457296175,28.316920885579897
27053000690,27,053,000690,621,869,3,4,0,15,1,41,67,17
27053000695,27,053,000695,660.1812891104687,927.8766220984522,0.9830121870141695,7.834348934444784,0,14.70917138845585,0.006262855088120323,33.311248680667624,74.4443205856038,23.523401082370743
27053000700,27,053,000700,615,949,0,7,0,12,0,30,57,22
27053000705,27,053,000705,614.7788998969108,971.9617761190605,8.885699253563175,4.943398220072254,0.9867650062080112,19.796946186195044,0.9916344102490341,34.65934965880069,75.31350099405923,13.885984544329125
27053000710,27,053,000710,772,1058,5,9,3,17,0,51,91,27
27053000715,27,053,000715,628.2056961510331,902.983528909941,8.1191149441279,4.066174968959944,0.013234993791988779,21.264699875839774,0.013234993791988779,45.46322478271961,80.00585952819115,14.185289913087843
27053000720,27,053,000720,633.2847483764681,834.5320008075792,0.996773294004871,1.993072630461043,0,12.94999554373544,0.99724725155357,25.893829639337795,67.71186014776988,14.943542131745183
27053000725,27,053,000725,522.6581834683828,610.1056822652678,2.949575500916601,0.04063032496308871,0.0075518198899457226,15.673060669623329,0,23.55441348424419,49.18331559955993,18.652115741776456
27053000730,27,053,000730,909.5067328405086,1053.2891127465882,4.992839824418598,4.99247856711903,7.222103704677268e-4,14.987683917573694,0.0014568446111823704,42.97246000381938,75.00486201923577,41.972956605818204
27053000735,27,053,000735,804.4024815105262,954.5446339582817,4.011056453696359,3.009076765135391,0.003137699452486204,13.03828674910253,0,42.01411753160597,91.07033217821109,40.00074505612657
27053000740,27,053,000740,423.66647773269335,841.3517816621016,4.984311502737569,3.987449202190055,0.9968623005475138,16.946659109307735,0,19.937246010950275,55.82428883066077,14.952934508212708
27053000745,27,053,000745,652.4910063012219,1142.4362868709143,3.0526341662517895,2.017636263711701,1.0059892548402878,13.222903551422744,1.9999431240741503,35.47407053388197,61.76158986008086,23.417243707806552
27053000750,27,053,000750,622,957,5,5,0,11,0,50,82,22
27053000755,27,053,000755,968.358535266112,1320.9808780628907,5.110319493694177,8.052360397778726,2.0203017403941876,17.380032524433435,1.0061582188536238,50.800110690227775,95.79302750959252,28.479553510138814
27053000760,27,053,000760,660,1021,5,6,2,29,1,45,70,27
27053000765,27,053,000765,976.9911269725941,1268.7794895669442,2.332484730127621,2.055071340640278,1.9626002108111638,17.087868633926025,0,58.33835538367514,115.19717269008444,39.69365338096908
27053000770,27,053,000770,610.1883230514034,755.5327692303315,2.01723857484506,4.017238574845059,1.0172385748450599,14.137908598760479,0,31.491299383084204,57.98259876616841,16.327532922056136
27053000775,27,053,000775,1044.3822478630343,1062.3692351698246,5.000325317330242,6.506346604839691e-4,3.2531733024198457e-4,21.004554442623387,2.000650634660484,35.013988645200406,104.03903807962904,40.01431396253065
27053000780,27,053,000780,881.9467836754553,1056.9362248809027,9.999396640311286,3.9997586561245138,0,10.999336304342414,0,38.99764689721401,63.99613849799222,29.998189920933854
27053000785,27,053,000785,369.04471457524113,553.8306832496297,2.1227739782898807,2.0540861526148455,1.0133055111724156,7.3953650111770655,0.013737565135007106,21.512954341915847,17.421793910639273,12.283304220284052
27053000850,27,053,000850,628.3153940979345,972.9137776813913,1.0216327772780958,4.010767549936602,0,7.04369648690764,3,37.180796009760094,79.39692842773127,27.1564225062954
27053000855,27,053,000855,739.2268873916238,941.7244369515737,0.0338032735897219,4.006682801004153,0.025352455192291422,9.110108009230439,0,31.058129821580263,47.22007411995577,33.959619396964854
27053000860,27,053,000860,349.367673892892,817.0599253109009,2.8872584272272226,1.9247249861381202,0.9622663623699443,14.434768253869054,7.104459396385722e-6,33.682648844382214,48.12161377645876,19.248318176257833
27053000865,27,053,000865,638.3357993820596,1212.5652280582003,2.002627103300438,2.002627103300438,0.9999235703657721,10.015915479071083,9.266541896312143e-4,46.036330366979655,98.08795527737767,44.026290030162166
27053000870,27,053,000870,331.7489247086163,1194.0962802011943,1.9984874982446768,1.9984874982446768,1.9984874982446768,14.988656236835075,2.997731247367015,41.96823746313821,78.94025618066472,23.98184997893612
27053000875,27,053,000875,673.089935525835,1016.6259256257309,4.97785607203477,1.991740791112082,1.5075316280135558e-5,8.96082773381627,5.025105426711853e-6,37.83699593114471,85.62885748902481,31.862195581492212
27053000880,27,053,000880,596.6519345884524,1015.4936899949156,2.963502986366485,0,0,18.768852246987738,0,27.659361206087194,68.16056868642916,24.695858219720712
27053000885,27,053,000885,427.1089223675041,740.643565813189,0.00984562793347622,3.005983480037013,0.0032818759778254067,3.0486478677487434,0,27.10964321195615,49.15461602422019,20.061769040098923
27053000890,27,053,000890,545.3363361757938,949.7440861971329,2.0015357816246295,4.004607344873888,0,14.010750471372406,1,18.027644069243326,83.05835970173591,39.01842937949555
27053000895,27,053,000895,437.6636638242062,968.2559138028671,1.9984642183753707,5.995392655126112,0,13.989249528627594,0,35.97235593075667,75.94164029826409,23.98157062050445
27053000900,27,053,000900,499.43771046270047,708.1639974852626,2.060373211825239,3.005147802982841,0,7.379506737822151,0,26.581696768811774,39.22305521569174,25.488835160762022
27053000905,27,053,000905,612.074702952862,1112.3390639661293,2.0301723656599107,5,0,21.191091649179434,1,36.281608746159165,73.69396441017794,28.251436380499257
27053000910,27,053,000910,225.17730496453902,325.35460992907804,0.8865248226950355,0,0,1.773049645390071,0,11.52482269503546,30.141843971631207,7.9787234042553195
27053000915,27,053,000915,359.822695035461,754.6453900709221,2.1134751773049647,3,0,7.226950354609929,1,18.47517730496454,30.858156028368796,19.02127659574468
27053000920,27,053,000920,432,1226,3,5,1,16,2,29,71,27
27053000925,27,053,000925,629.3094768253221,862.968845755785,2.945286162989027,0.9817620543296757,0.9817620543296757,13.74466876061546,0,20.617003140923188,38.28872011885735,29.452861629890272
27053000930,27,053,000930,554,1062,2,7,0,14,1,44,42,25
27053000935,27,053,000935,361,847,3,4,1,12,0,16,31,23
27053000940,27,053,000940,684.0756133248112,1493.0923262370968,4.001220555687789,3.0009575909413178,0.9999255713426677,20.003741024612317,0.9999255713426677,30.003840221548504,45.01098993008172,16.99974689303676
27053000945,27,053,000945,478.3953655222449,643.8669081731321,2.0452533108911486,1.02350704723763,0.018237945670324326,10.205447041035384,9.398103322732582e-5,12.461899912769764,21.762822118148666,9.609767615756018
27053000965,27,053,000965,545.5125195312941,741.4793576087861,5.139356198457355,6.117815831107815,0.0406288833811813,9.765405094009864,0.9917412772195331,30.538361705110255,54.13255595836536,18.623009493108363
27053000975,27,053,000975,26.424079433613347,60.1954869327401,1.013017532583853,0.021233338928559282,0.004520315501261761,4.076425451404864,0.0021428228031511154,3.094429253483595,1.199154448177711,1.0380370825461758
27053000985,27,053,000985,293.32281907412107,1101.5517004195287,2.9824021896265283,5.9648043792530565,0,33.78201910164039,7.040144605164379e-4,25.858984546285015,51.711632962425384,19.875171776598012
27053000990,27,053,000990,465.77209451415285,1539.5400466878314,3.9728684330618296,7.9463155566790356,8.680358330648662e-4,18.87676728995861,0.9933617809043015,50.64900897917878,92.3615234188288,15.89292045863576
27053001000,27,053,001000,305.55225031845237,1137.5171453899013,1.027018917365971,2.077953439529927,0,16.697446833312267,1.0519707735034034,12.751517316746343,45.92969798717054,14.489552856397943
27053001005,27,053,001005,485.19592096976623,1005.3896852002563,2.0821395253744903,6.037115052274183,1.0092917410416917,21.149491125864053,4.7652446422186e-4,23.388125402177373,54.751902261534234,19.146683890971303
27053001010,27,053,001010,299.84456229908295,1072.4440511563866,2.9984456229908294,2.9984456229908294,0,18.990155612275252,1.998963748660553,24.98704685825691,37.980311224550505,10.99430061763304
27053001015,27,053,001015,519.8761036393023,1181.718374041645,1.999523475535778,3.999046951071556,0.999761737767889,19.99523475535778,1.999523475535778,30.99261387080456,74.98213033259168,7.998093902143112
27053001020,27,053,001020,508.0906047338243,1149.9362711400815,2.00239783255648,5.024803185836262,0,19.0641583390657,0,51.06741426500526,58.157310631548214,18.044150818342395
27053001025,27,053,001025,442.4359978166827,1186.4108961444776,0.9927031760155628,9.91885090876301,1.3813127018758573e-4,25.79093475893417,1.3813127018758573e-4,27.776836703814517,63.487818016150705,17.855805158304054
27053001050,27,053,001050,1237.9795157519295,493.51319056207035,3.380686735689277,4.613996996596321,0,10.661530338013128,0.02253267237494367,38.19960378092669,61.117288565214245,13.456801220406154
27053001065,27,053,001065,280.9862355032084,299.5193093902637,1.2877153642571368,3.1924721392023083,0.07386135409264251,4.4159895790767445,0.011887134585242112,14.821129445884807,21.9510450430972,5.305655813324313
27053001080,27,053,001080,292.3013557976449,132.25744615164467,0.5190066604031167,2.2547431997306915,0,1.7761299253692415,0,9.383745347716381,22.498467104289467,1.4517507626172936
27053001110,27,053,001110,322.1392967923589,825.4592962292894,1.9625541058320544,7.841543541456227,0.9802045555296577,18.6566855714493,0.9793279770643551,14.787951091953131,53.117509959872045,8.869057109439698
27053001115,27,053,001115,401.0192184875641,1212.722801096232,1.9671650755375736,3.941023474375079,0.010039984949897905,21.678975770712903,0.0033466616499659685,43.274285000176654,103.32803972129709,23.619367553050747
27053001120,27,053,001120,405.44710913958806,812.5342750305867,2.0316835773419575,4.063351381669618,2.999748184439762,27.34800186547249,2.9997387206311834,14.69944960062822,49.66785369120848,22.380269857852145
27053001125,27,053,001125,351,963,3,4,1,28,1,27,47,13
27053001130,27,053,001130,355.1834618062255,972.1808095729596,6.039143858142794,2.144588495599847,0.002478018333097341,24.381424546537342,0.9934875204604214,43.484867569594805,67.46882748343903,12.53941001428045
27053001135,27,053,001135,538.747978017517,1155.5488993694944,6.118929007363271,6.169418075149051,0.025251444185771094,21.529905483059284,1.99758259988537,40.038073329845425,96.60124033797497,14.538385386765913
27053001150,27,053,001150,1425.1967861512371,788.5315082949686,2.989086442043451,6.017739552740006,2.3796275343321763e-4,15.947570341048932,0.014973580800690533,53.76077508156162,104.39058295318928,31.637635362985655
27053001160,27,053,001160,505.28507591270085,524.6971117660127,2.9591914829429116,4.941649898467845,0.004396672605167961,12.860295657387438,2.1768708816422849e-4,20.874797465268067,30.82578884798659,17.914517546884337
27053001170,27,053,001170,248.99999999999997,110,2,0,0,7,0,12,26,3
27053001190,27,053,001190,807,787,5,6,1,22,1,38,78,13
27053001195,27,053,001195,716.8713014762868,730.8687885344011,8.998384537359248,7.998564033208221,0,22.995871595473634,0,38.992999661890074,67.98779428226987,9.998205041510277
27053001200,27,053,001200,693.1636832077579,692.5940251851399,4.4022355000713205,8.063141108785059,0.06727670659277518,19.736741480350933,1.9987343187632938,37.144653183070126,81.40315645401434,10.069371892562398
27053001205,27,053,001205,580.5802028360929,553.2444655160612,7.0238195886710715,2.0089464766586618,0.024921792923186057,18.976374023974,0.034395449101844625,35.27620908557048,45.798265913128354,22.90271612452857
27053001210,27,053,001210,754.6730359948236,786.7767538749576,8.78345836606086,2.9112537893543853,0.9683069529120913,14.933746129718282,1.9133486394798591,39.50616449311382,68.74989459797739,20.61666211036111
27053001215,27,053,001215,505.22317188983857,609.306742640076,3.038936372269706,2.2792022792022792,0.7597340930674265,11.396011396011396,1.519468186134853,27.35042735042735,45.58404558404558,15.194681861348528
27053001220,27,053,001220,797.3310461855561,839.2902969289677,2.8223591485859227,4.626839403296655,0,13.060877201477332,0.03303964757709251,41.158660278042866,69.44833105905629,21.726192532697656
27053001225,27,053,001225,881.0713128038898,802.8800648298217,4.243111831442463,3.4051863857374394,0,8.13452188006483,0,43.48460291734198,69.91572123176661,21.86385737439222
27053001230,27,053,001230,829.3819203517345,753.2551874357339,5.5559540770760565,0.9365569951411359,0.9137014316897609,23.958263362627903,5.20748761860162e-4,57.02160106640473,88.20224830987533,14.860450813109791
27053001235,27,053,001235,785,897,3,4,1,15,0,51,66,13
27053001240,27,053,001240,900.0159235700536,991.7459728878958,8.976867406096838,2.992483434205283,0,16.95760042600294,5.828965190108927e-4,51.88875414584592,87.80438432149943,20.953795901146098
27053001245,27,053,001245,728.7822833451802,873.281842248851,6.114655953259603,2.2681276974377194,0.9961184209081486,13.501321183048777,1.9922368418162972,31.40095233316228,70.60240617954587,18.48191328758952
27053001250,27,053,001250,696.0630241903569,871.0577168901164,5.000094773218582,4.000568639311491,1,25.000189546437163,0,30.0031275162132,99.00767663070513,16.00151637149731
27053001255,27,053,001255,662.9242667936563,607.0990653794537,0.9968785966821899,5.981271580093139,0,1.9937571933643798,0,32.89699369051227,80.74716633125739,15.950057546915039
27053001260,27,053,001260,616.1609908715075,762.4847175437554,0.9975832658194426,4.9775050835876975,0,17.911383387542067,0.0017352075849192254,25.889157501456076,78.62341078814961,20.90586839258531
27053001265,27,053,001265,875.8470635289099,891.7886240375034,7.232955599623748,3.078235935775144,0.026171723697779415,13.389431116403117,0.05278736966729915,46.03127589676884,77.81008786008371,24.54206588051672
27053001270,27,053,001270,673.8397759427269,822.1301023961852,5.027723485180532,5.033432156101484,0.003881579091851323,16.143218815175146,2.007413263706636,29.249401320212403,75.66633575520912,19.17802810938507
27053001275,27,053,001275,770.6850903761934,950.0468839518577,4.9858135492277285,6.976480907583669,0,11.963908307400434,2.9892287387119856,46.855457998656654,73.77519310315124,29.90519819183215
27053001280,27,053,001280,609,589,1,1,0,3,2,26,56,14
27053001285,27,053,001285,1217.5444788917828,1094.4821614439677,3.022209915472207,2.8028507430316947,0.2402659069325736,20.716050727199665,0.4805318138651472,64.17077179816584,113.46779620754643,32.097671293619726
27053001290,27,053,001290,688.6993336922599,884.7041229949433,7.029962948280053,5.01210860505502,0,9.05730366529399,0,23.195742783431438,96.38134420103005,29.091123102270146
27053001295,27,053,001295,748.1060783152182,712.3573821967065,1.9332189383992295,0.9671508335562907,0,5.800430192850083,0.9663774559038966,48.32552384300542,69.5904681388055,17.39835174347115
27053001300,27,053,001300,621.0144056083309,589.5659013224868,4.013031606557726,0.020864727119649696,0.9995320575109226,12.030152793764756,1.008474083419344,37.122777867136065,57.19389725053031,3.0880164316169805
27053001305,27,053,001305,271.4891549229432,315.44454191046736,0.8618703330887086,1.7237406661774173,0,3.4474813323548346,0,9.480573663975795,24.13236932648384,3.4474813323548346
27053001335,27,053,001335,485.62327483557885,412.55164122591964,4.00938291992902,2.0194278424555043,0.999889666233756,15.050741020140986,0,32.173305909372125,43.33910457284138,7.104019716905586
27053001345,27,053,001345,100.06290463030618,196.240516159397,0.397945054725838,2.446062730384181,0,4.011434779888624,2.104670251763332,6.825659379508374,17.37857949336229,2.8445496169337354
27053001350,27,053,001350,771.6838646159229,599.2611360940442,8.220056741527886,1.1351705501793983,0.045266784627378674,17.349599230751203,0.9992799909329917,36.146968671059035,57.94231998514508,29.472893222639872
27053001355,27,053,001355,1081.348785228318,879.7699387913348,4.779904811218791,2.86508010502244,0.9547733733551268,7.651016409113108,7.535333857796048e-4,45.854832378160516,84.0609766888637,31.528675093876895
27053001360,27,053,001360,162,595,1,10,0,36,1,7,29,12
27053001365,27,053,001365,466.31491947479896,1807.1814138877073,4.003726857689928,15.01304400191475,4.003726857689928,49.04844914996907,5.003726857689928,48.01304400191475,72.052176007659,33.01677085960468
27053001370,27,053,001370,315.00309574733456,1692.0116136320125,8.00003663606313,8.000128226220959,2.0000366360631308,58.0004762688207,1.000036636063131,41.00012822622096,77.00051290488383,17.000164862284088
27053001375,27,053,001375,303,1569,7,15,4,54,3,28,78,11
27053001380,27,053,001380,256.5095483031673,1316.2606409645393,2.0075711764626356,3.03683650538781,2.0286648710032904,37.5980203922046,1.0071271179088084,35.457987376499844,49.54701219970248,18.132466188261393
27053001385,27,053,001385,299.57218270447555,1612.6969168924268,6.990017596437763,11.982887308179022,1.9971478846965038,64.90730625263637,0.9985739423482519,40.94153163627833,73.89447173377064,20.97005278931329
27053001390,27,053,001390,201.11610183804459,1274.818871398804,1.0545941805099184,5.08302676847138,4.028432587961461,82.06092592087072,0.9786165268786335,62.33664007603547,75.40964733712657,17.99498575197183
27053001395,27,053,001395,143.42781729552445,1004.3030831075733,3.0099824035622373,6.017112691820978,3.0028521153034964,43.09269374736363,0.0014260576517481642,11.058468363721675,36.10552826622936,13.029947210686712
27053001400,27,053,001400,289,1702,4,13,5,77,0,24,60,25
27053001405,27,053,001405,168.68198477786646,632.8069724802801,1.9962365062469403,6.9868277718642915,1.9962365062469403,25.951074581210225,1.9962365062469403,6.9868277718642915,27.947311087457166,8.98306427811123
27053001410,27,053,001410,134,1008,3,5,1,70,0,12,21,16
27053001415,27,053,001415,79.2555476020043,1108.586972083035,0.9906943450250537,5.944166070150322,3.962777380100215,46.56263421617752,0,19.813886900501075,21.79527559055118,10.89763779527559
27053001420,27,053,001420,165,1339,3,6,5,67,1,27,86,20
27053001425,27,053,001425,224.8263985912291,954.1202549303366,0.9814427102033763,4.241503428362575,1.0866869060530666,28.779244085567782,4.066096435279759,23.520380097324864,83.91544285003967,16.22930434250247
27053001430,27,053,001430,192.7464428263108,1706.3643868492936,0.010688726781474485,8.682122098776913,2.8925072775595435,62.72901230007184,3.871987976683077,26.19134036400132,68.18337857705217,14.595333534101913
27053001435,27,053,001435,91.7695675210659,912.2644997552527,1.1226529997458379,4.206591795501973,2.0230780090821194,46.666852741341515,0.019004163468842795,15.7329107218398,35.01230994057271,12.633450736195945
27053001440,27,053,001440,90.47489281017216,583.0390881281373,1.006643661307082,3.0265746452283273,2.006643661307082,14.179378855291208,0.026574645228327295,8.152804210062882,34.55142388848779,10.10629858091331
27053001445,27,053,001445,210,2056,4,7,2,52,0,42,46,26
27053001450,27,053,001450,59.0113024667715,754.2864804616692,3.893762326226666,4.911404768914327,0.03722261989978525,38.31081832852674,0,13.781711448879944,31.280377779462572,13.697960554105427
27053001455,27,053,001455,342.91584818244627,1249.3383177922756,0.9941152307105102,4.98763719306556,1.9910841459981887,48.7720594730234,1.0163367793399942,34.806966257390116,123.2617913738339,25.840014456905347
27053001456,27,053,001456,150,1030,2,7,0,34,1,21,26,16
27053001460,27,053,001460,365.70217757014746,1110.7959190365975,1.4667199635166341,3.9112532360443577,0.9778133090110894,28.84549261582714,0.9778133090110894,23.467519416266146,96.80351759209785,15.64501294417743
27053001465,27,053,001465,312.4135245817633,2039.892416911452,3.069840339231671,9.186240904617788,5.046560226154447,84.37352667155619,0.046560226154447354,33.117445427706734,113.60946238929029,20.744963618471157
27053001470,27,053,001470,263,2143,2,9,5,48,1,33,109,24
27053001475,27,053,001475,116.73001390644662,800.1197003054392,1.0126278387331868,10.075767032399122,2,33.31569596832968,0,13.202045419730991,31.5808805817266,13.12627838733187
27053001480,27,053,001480,228,1121,2,6,1,41,2,18,55,14
27053001485,27,053,001485,308.36749435665917,2127.307449209932,1.1029345372460497,13.24018058690745,4.0686230248307,96.66907449209933,2.017155756207675,33.12009029345373,91.25733634311513,22.257336343115124
27053001490,27,053,001490,344.4209046522255,1607.297555043719,1.9794304865070431,0.9897152432535216,1.9794304865070431,19.79430486507043,0,25.73259632459156,126.68355113645076,23.753165838084517
27053001495,27,053,001495,281.57909534777446,1105.702444956281,0.020569513492956798,5.010284756746478,0.020569513492956798,15.205695134929568,0,21.26740367540844,61.31644886354923,11.246834161915482
27053001500,27,053,001500,288.68436207058824,1519.966756134053,0.025114204425257358,4.01098746443605,1.0047089133297358,25.05336768440367,0.0031392755531571698,35.202483273178636,88.06749442439288,21.0219749288721
27053001501,27,053,001501,138.0489045771452,652.8440227492079,1.0015503167953428,5.995123745243527,0.056712622114118705,25.86109094053829,0.014178155528529676,16.691178378566377,46.482481082913125,10.128928412181665
27053001502,27,053,001502,217.1746706841872,1045.7725319177828,4.003070236714857,3.003057568301195,0,5.018109329252192,6.115136602389582e-4,9.007675591787143,87.03165130867309,7.011057919538951
27053001503,27,053,001503,157.85407045784405,560.4818577648766,1.9981527906056207,0,0,10.989840348330915,0,4.995381976514052,24.97690988257026,7.992611162422483
27053001504,27,053,001504,364.8842978480892,1108.3116640519502,1.4634396972516948,3.902505859337853,0.9756264648344632,28.780980712616664,0.9756264648344632,23.415035156027116,96.58702001861185,15.610023437351412
27053001505,27,053,001505,260,1047,3,16,3,34,2,18,36,11
27053001510,27,053,001510,337.1850045717769,1531.055166107894,8.82170070100579,20.583968302346847,1.9603779335568425,44.108503505028956,0.9801889667784213,26.465102103017372,32.3462359036879,13.722645534897897
27053001515,27,053,001515,123,886,4,10,1,20,2,14,25,11
