GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW
39033017ABI,39,033,017ABI,316.98630654027727,119.99481635594093,6.999697620763221,0
39033017ABK,39,033,017ABK,404.0071442527932,156.0021853943472,8.000071521996817,4.0000158937770705
39033017ABM,39,033,017ABM,301,122,5,0
39033017ABO,39,033,017ABO,341,119,8,1
39033017ABP,39,033,017ABP,346,190,8,1
39033017ABR,39,033,017ABR,329,55,0,2
39033017ABS,39,033,017ABS,423.9209500395184,118.02435843848606,8.444084826501541,1.0805579201501154
39033017ABT,39,033,017ABT,341,44,4,1
39033017ABU,39,033,017ABU,673,143,15,1
39033017ABX,39,033,017ABX,241,45,4,0
39033017ABY,39,033,017ABY,745.410844128643,164.09092545377788,6.970008975365866,3.9494511041879226
39033017ACC,39,033,017ACC,706.7757385311257,187.67491362125935,8.984437354209225,1.9965416342687166
39033017ACD,39,033,017ACD,681.1764600151223,135.57884202543428,5.952184195491653,0.9929355447750515
39033017ACF,39,033,017ACF,618,98,8,3
39033017ACJ,39,033,017ACJ,760.9750912593162,238.75026378377083,7.966406996388786,1.7640311834418247
39033017ACK,39,033,017ACK,810.8460174169732,224.29319895129527,9.280917223298195,4.5618344465963885
39033017ACN,39,033,017ACN,353,76,3,1
39033017ACR,39,033,017ACR,395,88,13,1
39035018AAA,39,035,018AAA,359.8982792410784,526.1167339605585,3.062753032762922,1.0052294193969102
39035018AAB,39,035,018AAB,318.6312338499195,487.3201525469753,5.086982937187422,0.007248578098951821
39035018AAD,39,035,018AAD,358.4704869090021,588.5631134924662,11.850264030049656,0.987522002504138
39035018AAH,39,035,018AAH,384.697842316547,558.5039327286912,3.4277948966809304,1.093631548263395
39035018AAI,39,035,018AAI,244,437,6,1
39035018AAL,39,035,018AAL,327,543,7,2
39035018AAQ,39,035,018AAQ,345.31744042017783,494.5252463983979,3.072468358693205,0.016104079709601087
39035018AAR,39,035,018AAR,343,468.99999999999994,4,1
39035018AAS,39,035,018AAS,337.29727778872916,503.48878198938394,8.572080686739708,1.9063408036078582
39035018AAV,39,035,018AAV,408.01461454013196,556.5636246882383,8.912940608886379,1.9806534686414174
39035018AAZ,39,035,018AAZ,440.0048798947238,516.0072852819247,15.00012441657936,2.000027648128747
39035018ABA,39,035,018ABA,409.6679450396902,575.9111289133638,9.014591032420418,3.0032424516489815
39035018ABD,39,035,018ABD,376.7779654996256,533.5412245883292,2.016253042660427,0.07467242224977902
39035018ABE,39,035,018ABE,400,472,7,0
39035018ABF,39,035,018ABF,223.28624559992852,928.9568983976299,0.17444070731209074,1.1715249459172592
39035018ABG,39,035,018ABG,175.53846369566645,811.1942866424267,1.1482314566812517,1.0185289320851565
39035018ABH,39,035,018ABH,180.32970720782995,877.884023680148,6.816656029276672,3.2721792779007153e-4
39035018ABK,39,035,018ABK,239.0670769177295,909.0233778205929,4.241693283869013,0.01243400358905566
39035018ABN,39,035,018ABN,123.1845745005087,563.2996680062437,1.3569098852960835,5.248751478912968
39035018ABP,39,035,018ABP,101.09017736695623,413.76444689730926,0.7836447857903583,1.5672895715807167
39035018ABQ,39,035,018ABQ,293,616,7,2
39035018ABU,39,035,018ABU,96.24711754553319,424.0127580493132,2.135374521088619,0.10704058445823929
39035018ABV,39,035,018ABV,84,370,5,4
39035018ABX,39,035,018ABX,124.051475868357,436.85516361947936,7.001660511882483,3.0033210237649683
39035018ABY,39,035,018ABY,145.87203904658517,346.13143917758737,5.44929790619451,0.9199516485355395
39035018ACA,39,035,018ACA,109.39952322800607,330.03938451335836,6.162167706191011,2.9848129981936165
39035018ACB,39,035,018ACB,186.65338962605964,419.9350890190255,4.55070209380549,2.1448029328143274
39035018ACE,39,035,018ACE,84.40705735785357,553.0132215748157,5.243802829199938,3.2429022082018926
39035018ACF,39,035,018ACF,155.19298383321106,503.8080996695928,3.540755636765073,4.400945152086496
39035018ACJ,39,035,018ACJ,268.44145813857807,668.8247189182871,10.187168778186694,2.6221981674840222
39035018ACM,39,035,018ACM,252.7996917498003,659.5902827517076,10.016660244787506,3
39035018ACP,39,035,018ACP,72.39493882911135,337.2947222657994,0.00489976152064461,0.9041941152584193
39035018ACQ,39,035,018ACQ,94,1047,3,5
39035018ACR,39,035,018ACR,2.363097132582514,11.017940380665973,0,0.029538714157281428
39035018ACV,39,035,018ACV,65.91783062791315,569.9177876338006,2.0854911658454514,1.1096252236971054
39035018ACW,39,035,018ACW,30.94852413164299,514.1448363805206,0.9983394881175158,1.9966789762350317
39035018ACY,39,035,018ACY,24.113405198338853,444.6624792557792,0.7100746531561771,0.8607803655902637
39035018ACZ,39,035,018ACZ,83.79683289439775,818.9235941952508,0.9522367374363381,4.76118368718169
39035018ADE,39,035,018ADE,47.822818920981504,683.38528354561,2.068169366222411,0.23992305600974762
39035018ADF,39,035,018ADF,77.84890050914619,529.741871976461,0.3008606389743347,2.1938960950622954
39035018ADI,39,035,018ADI,224.9455615497793,378.14124570868074,10.665522314860226,3.878371750858264
39035018ADJ,39,035,018ADJ,310.7879825570198,569.6114149758884,6.9952279032126645,3.9972730875500937
39035018ADN,39,035,018ADN,419.95031545603547,502.44098478037006,7.092724460668975,3.0391028787189613
39035018ADO,39,035,018ADO,439.84207569800503,619.9062966101029,6.939591549274687,2.957449092752319
39035018ADP,39,035,018ADP,343.35019646365424,532.8074656188605,12.055992141453832,1
39035018ADU,39,035,018ADU,300.0544384502207,524.8587542913193,10.334477685139774,1.1216282491417362
39035018ADV,39,035,018ADV,330.34181818181816,472.1563636363636,5.141818181818182,3
39035018ADW,39,035,018ADW,180.05671641581617,213.41180140398097,0.826942403691624,0
39035018AEB,39,035,018AEB,220.10164184249177,376.19994308873146,9.999755024037862,3.0012217906250642
39035018AED,39,035,018AED,337.22551073997033,520.4403654493057,6.196704654610988,3.020928884104541
39035018AEI,39,035,018AEI,342.60293610889283,437.56999665398155,7.047977086465578,2
39035018AEJ,39,035,018AEJ,306,340,3,1
39035018AEK,39,035,018AEK,202,276,3,1
39035018AEP,39,035,018AEP,493,465,3,1
39035018AEQ,39,035,018AEQ,345.7555914886,292.50923039935554,2.7660447319087993,0.6915111829771998
39035018AES,39,035,018AES,431.6936250918564,409.9109192385976,5.940737959979676,0.9901229933299459
39035018AET,39,035,018AET,544.1230038873496,439.0933235837797,12.829836490115191,2.975901745479617
39035018AEU,39,035,018AEU,518.7943390169484,490.341363719343,6.409289253047795,2.097272135493348
39035018AEV,39,035,018AEV,536.7774669545196,520.7840973618337,6.997099196800069,1.9991711990857342
39035018AEX,39,035,018AEX,350.7479856346996,377.3923476227812,8.013699066134247,1.035256313663119
39035018AEY,39,035,018AEY,530.839598565984,400.6149030376247,6.958571516782563,0.9940816452546518
39035018AEZ,39,035,018AEZ,552.7491039426524,663.2007168458781,13.544802867383511,0.2724014336917563
39035018AFB,39,035,018AFB,561.2520143653004,436.6076523772188,6.986300933865753,2.964743686336881
39035018AFG,39,035,018AFG,440.37631148146676,352.48341493330986,5.06331160518496,1.0176589880845888
39035018AFH,39,035,018AFH,471.2926554221449,469.77087757496236,10.048147897217095,1.006811675904075
39035018AFI,39,035,018AFI,498,393,4,0
39035018AFK,39,035,018AFK,555,461,7,1
39035018AFL,39,035,018AFL,514.3447328704863,424.27959430566443,8.273762993534174,1.1408814272353371
39035018AFM,39,035,018AFM,523.6212361278798,522.6515671720874,6.78768269054659,3.87867582316948
39035018AFP,39,035,018AFP,375.56552824634906,279.71106516990096,2.078827442745105,0.11962658948889789
39035018AFQ,39,035,018AFQ,363.80797157708247,332.5473846775363,4.269307666794546,0.5138876071590249
39035018AFR,39,035,018AFR,488.3413635022583,377.050815466054,7.614569165121724,2.064573024098256
39035018AFU,39,035,018AFU,494.18007324269985,432.7413816995211,5.312784531110291,1.9865997085761866
39035018AFV,39,035,018AFV,70.52144841884909,127.57250781387309,3.9618791246544434,0.7923758249308888
39035018AFW,39,035,018AFW,432.9198034488242,336.7001914819101,7.797928616774993,4.07175179622818
39035018AFZ,39,035,018AFZ,145,351,2,4
39035018AGA,39,035,018AGA,410,353,7,2
39035018AGB,39,035,018AGB,343,364,5,2
39035018AGD,39,035,018AGD,270,351,4,2
39035018AGF,39,035,018AGF,331.71765300274296,415.70034005998383,4.000088460294011,1.9968491286581094
39035018AGG,39,035,018AGG,332.5714249059583,365.73211111364856,3.177578574918393,3.0591394475728673
39035018AGH,39,035,018AGH,279.2690240635209,375.2997168551956,4.999371298314745,1.0038819193847246
39035018AGJ,39,035,018AGJ,332.04551116563806,335.33883419470794,9.338961313155497,1.0377335824394065
39035018AGO,39,035,018AGO,305.42429968872403,318.3395572916717,2.2483090780126314,1.9928045421778673
39035018AGQ,39,035,018AGQ,371,344,8,4
39035018AGS,39,035,018AGS,323,289,6,2
39035018AGW,39,035,018AGW,352,344,6,3
39035018AGX,39,035,018AGX,366,263,2,1
39035018AHA,39,035,018AHA,317.8532198541032,335.7408493668267,5.039751207223798,8.054604652334573
39035018AHF,39,035,018AHF,444,361,8,1
39035018AHG,39,035,018AHG,332.6203005214048,343.01468491269867,6.614608249005209,6.614608249005209
39035018AHI,39,035,018AHI,394.4794949606598,362.59827493727516,6.614918582081011,2.0108505674907597
39035018AHL,39,035,018AHL,393,343,11,4
39035018AHN,39,035,018AHN,356,376,8,4
39035018AHO,39,035,018AHO,363,356,5,1
39035018AHU,39,035,018AHU,18,425,2,0
39035018AHW,39,035,018AHW,13.612896835542296,369.57664598232157,8.252369285223299,1
39035018AIA,39,035,018AIA,20.15851649672951,540.0632033955368,1.0652714986533283,3
39035018AIC,39,035,018AIC,13.833929014297775,576.7152280005816,1.0329703456633643,1.1175753378008586
39035018AIG,39,035,018AIG,36,530,1,2
39035018AII,39,035,018AII,21.02173547393157,463.69425660852016,0.008949901030646374,1
39035018AIK,39,035,018AIK,24,607,0,2
39035018AIO,39,035,018AIO,27,574,2,1
39035018AIQ,39,035,018AIQ,25,609,0,3
39035018AIS,39,035,018AIS,27,611,3,1
39035018AIW,39,035,018AIW,11,613,1.9999999999999998,1.9999999999999998
39035018AIX,39,035,018AIX,30,634,1,1
39035018AIZ,39,035,018AIZ,12,512,2,1
39035018AJA,39,035,018AJA,25,458,0,1
39035018AJC,39,035,018AJC,21,528,2,6
39035018AJD,39,035,018AJD,14,446,3,0
39035018AJH,39,035,018AJH,9.000886786368532,265.03980685476523,9.853181872584826e-5,1.0002955954561776
39035018AJJ,39,035,018AJJ,60.945619643557144,333.70224526144403,0.9991085187468384,0.9991085187468384
39035018AJL,39,035,018AJL,16,347,3,1
39035018AJN,39,035,018AJN,24,238,2,4
39035018AJP,39,035,018AJP,6,339,1,4
39035018AJT,39,035,018AJT,2,130,0,2
39035018AJV,39,035,018AJV,115.59070051448762,590.8778741638844,2.9575143861388815,4.901675148556885
39035018AJX,39,035,018AJX,4,300,0,4
39035018AJY,39,035,018AJY,10,221,1,1
39035018AKA,39,035,018AKA,12,265,3,2
39035018AKB,39,035,018AKB,15,383,3,1
39035018AKC,39,035,018AKC,38.054380356442856,186.29775473855597,4.000891481253161,8.914812531616127e-4
39035018AKD,39,035,018AKD,8,347,0,1
39035018AKE,39,035,018AKE,8.999113213631468,403.96019314523477,0.9999014681812741,2.9997044045438224
39035018AKF,39,035,018AKF,15,354,0,0
39035018AKH,39,035,018AKH,10,383,1,0
39035018AKI,39,035,018AKI,22,346,2,0
39035018AKP,39,035,018AKP,6,237,2,3
39035018AKT,39,035,018AKT,5,313,1,1
39035018AKV,39,035,018AKV,6,310,3,0
39035018AKX,39,035,018AKX,11,272,1,0
39035018AKZ,39,035,018AKZ,28,282,2,2
39035018ALB,39,035,018ALB,12,406,1,1
39035018ALD,39,035,018ALD,3,247,3,1
39035018ALJ,39,035,018ALJ,13,314,1,0
39035018ALP,39,035,018ALP,9,332,2,0
39035018ALQ,39,035,018ALQ,8.999999999999998,316.99999999999994,0,1.9999999999999998
39035018ALR,39,035,018ALR,12,287,0,1
39035018ALS,39,035,018ALS,7,207,2,2
39035018ALT,39,035,018ALT,10,292,4,0
39035018ALU,39,035,018ALU,13,430,1,0
39035018ALV,39,035,018ALV,7,270,2,0
39035018ALW,39,035,018ALW,7,405,2,1
39035018AMC,39,035,018AMC,28.891571872804633,217.18491959556587,0,0
39035018AME,39,035,018AME,14.560644580678163,237.034803517045,1.5897038750333474,0.7948519375166737
39035018AMI,39,035,018AMI,20.70440648761665,638.9470128264561,2.652905713209018,3.124434949342761
39035018AMM,39,035,018AMM,7,236,1,3
39035018AMQ,39,035,018AMQ,18,340,2,1
39035018AMS,39,035,018AMS,9.304761904761905,326.76190476190476,1.0380952380952382,5.057142857142857
39035018AMU,39,035,018AMU,7,284,0,1
39035018AMX,39,035,018AMX,8,336,3,4
39035018AMZ,39,035,018AMZ,9,360,2,1
39035018ANA,39,035,018ANA,12,347,1,1
39035018ANB,39,035,018ANB,8,253,1,4
39035018ANC,39,035,018ANC,76.08499561425361,838.4062034183787,0.480323367304175,0.2051480624833263
39035018AND,39,035,018AND,7,380,0,2
39035018ANE,39,035,018ANE,9.50211137503299,270.8101741884402,0,0
39035018ANF,39,035,018ANF,24.938164992007408,423.0763450638517,3.4288896503437005,0.9795438216297618
39035018ANN,39,035,018ANN,14.809203572306851,186.57383793421525,5.922186356162532,3.947924894406994
39035018ANR,39,035,018ANR,30.87189645863852,145.7744986738022,0.03755641375903017,2.0266814840265046
39035018ANT,39,035,018ANT,18.286440003862896,200.73219363789687,0.9744636597363577,0.26646218878873434
39035018ANV,39,035,018ANV,13.253905871391543,190.2882200106929,0,4.733537811211265
39035018ANX,39,035,018ANX,15,198,0,2
39035018ANZ,39,035,018ANZ,29.995514781719375,229.9656133265152,1.9997009854479584,0
39035018AOB,39,035,018AOB,23.381063398380046,337.07699732664565,3.896843899730008,3.896843899730008
39035018AOD,39,035,018AOD,60,286,2,1
39035018AOF,39,035,018AOF,65,223,1,3
39035018AOH,39,035,018AOH,8,140,0,4
39035018AOJ,39,035,018AOJ,18,246,2,1
39035018AOL,39,035,018AOL,3,267,0,2
39035018AON,39,035,018AON,7.990042253930737,214.73238557438856,0,6.991286972189394
39035018AOQ,39,035,018AOQ,48,191,3,5
39035018AOR,39,035,018AOR,13.009486937815641,240.25496145379537,1,3.008301070588686
39035018AOS,39,035,018AOS,11,327,1,5
39035018AOT,39,035,018AOT,20,468,3,4
39035018AOU,39,035,018AOU,8,155,2,2
39035018APB,39,035,018APB,29.108064129957366,439.5317683623562,0.9702688043319122,2.9108064129957367
39035018APD,39,035,018APD,39.921978189829666,381.20058277553596,2.0939610396366475,3.0021931982104517
39035018APL,39,035,018APL,66.95978471981473,268.34165837368386,10.014114481173745,1.014114481173746
39035018APN,39,035,018APN,16,351,3,2
39035018APP,39,035,018APP,9.881852265506096,241.1171952783487,0.9881852265506095,3.952740906202438
39035018APR,39,035,018APR,11.861658911192418,302.47230223540663,2.9654147277981044,0.9884715759327014
39035018APT,39,035,018APT,5,198,0,0
39035018APV,39,035,018APV,31,251,1,0
39035018APX,39,035,018APX,11.108428127195367,318.8150804044341,1,2
39035018APY,39,035,018APY,6,186,2,1
39035018APZ,39,035,018APZ,27,272,0,1
39035018AQB,39,035,018AQB,11,390,4,4
39035018AQC,39,035,018AQC,22,461,1,0
39035018AQD,39,035,018AQD,59.43565190556069,639.517026737625,6.0657350451127385,1.0437380393632787
39035018AQE,39,035,018AQE,28,422,3,1
39035018AQF,39,035,018AQF,108.38913273600588,400.5796151492439,1.885091576631355,0.9425788148638323
39035018AQH,39,035,018AQH,16.755208201634574,411.9810016637207,1.9712009648981852,5.913602894694556
39035018AQM,39,035,018AQM,5,339,0,1
39035018AQO,39,035,018AQO,15,359,3,0
39035018AQQ,39,035,018AQQ,20.11202271028216,306.85657911219516,1.0280056775705408,1.0093352258568469
39035018AQU,39,035,018AQU,13.66202783300199,274.0944333996024,0.8538767395626243,1.7077534791252487
39035018AQW,39,035,018AQW,9,258,2,1
39035018ARA,39,035,018ARA,8,250,3,1
39035018ARC,39,035,018ARC,12.7249457626572,271.1392289427726,0.9788419817428614,3.9153679269714456
39035018ARE,39,035,018ARE,12,236,1,2
39035018ARF,39,035,018ARF,79.47630255025726,227.5009160501114,2.9803613456346474,3.9738151275128635
39035018ARH,39,035,018ARH,6,291,0,4
39035018ARI,39,035,018ARI,16.112135071805085,336.6561500626519,1.0109748155521836,2.0148319970931823
39035018ARJ,39,035,018ARJ,17.227280118764366,304.3381557974863,0.060775396604117654,2.215298981518882
39035018ARK,39,035,018ARK,4,356,2,1
39035018ARM,39,035,018ARM,53,264,3,2
39035018ARN,39,035,018ARN,16,208,1,2
39035018ARO,39,035,018ARO,16,274,0,0
39035018ARP,39,035,018ARP,19.564659252929847,249.14050422973864,1.094109875488308,3.094109875488308
39035018ARV,39,035,018ARV,13,294,4,4
39035018ARX,39,035,018ARX,8,315,1,1
39035018ARZ,39,035,018ARZ,13.971500027755678,379.2264293247969,0.997964287696834,2.993892863090502
39035018ASB,39,035,018ASB,7.397096498719043,263.4611443210931,1.2382578992314262,0.07941929974380871
39035018ASD,39,035,018ASD,13,302,1,2
39035018ASH,39,035,018ASH,14,264,2,2
39035018ASL,39,035,018ASL,13,305,4,1
39035018ASN,39,035,018ASN,14,127,0,0
39035018ASR,39,035,018ASR,11,268,1,2
39035018ASS,39,035,018ASS,9,310,1,3
39035018AST,39,035,018AST,12.337972166998012,296.9055666003976,0.14612326043737575,0.2922465208747515
39035018ASU,39,035,018ASU,18.46898627407442,374.3460856719713,2.066706642327168,4.065367431965852
39035018ASV,39,035,018ASV,10,390,3,3
39035018ASW,39,035,018ASW,12,294,2,1
39035018ASX,39,035,018ASX,4.602903501280957,283.53885567890694,2.761742100768574,0.9205807002561913
39035018ATJ,39,035,018ATJ,14.023247663215422,331.7807805634094,1.002562534651112,3.0046809796913965
39035018ATL,39,035,018ATL,9.009461582995616,334.2236988551106,1.0006758273568297,5.002027482070489
39035018ATN,39,035,018ATN,12,337,2,0
39035018ATP,39,035,018ATP,9,249,1,1
39035018ATR,39,035,018ATR,8.060884057253954,225.70903622133702,4.018233075287073,0.9973807403394943
39035018ATT,39,035,018ATT,15.01681547436234,264.83797223697997,0.004128102728124603,0.0020640513640623015
39035018ATV,39,035,018ATV,5,189,0,1
39035018ATZ,39,035,018ATZ,10,314,1,0
39035018AUB,39,035,018AUB,10,283,1,2
39035018AUD,39,035,018AUD,12,235.99999999999997,1,2
39035018AUE,39,035,018AUE,14.83661119247034,269.5019803735636,0.011028102373700121,0.9982974981427727
39035018AUF,39,035,018AUF,33.325010011996035,415.39046280640645,1.0274276429941471,4.000464303400064
39035018AUG,39,035,018AUG,0,0,0,0
39035018AUH,39,035,018AUH,17,267,0,0
39035018AUI,39,035,018AUI,14,414,2,5
39035018AUJ,39,035,018AUJ,39.832725067707045,468.27740201548283,3.8861195188006876,0
39035018AUT,39,035,018AUT,8,262,2,1
39035018AUV,39,035,018AUV,3,237,2,1
39035018AUX,39,035,018AUX,21.023166023166024,582.4015444015445,0.23166023166023167,5.347490347490347
39035018AUZ,39,035,018AUZ,11,248,0,2
39035018AVB,39,035,018AVB,5,229,4,1
39035018AVD,39,035,018AVD,18,372,1,2
39035018AVG,39,035,018AVG,24.657922673144512,413.50551124013873,2.0059515281466096,1.0059515281466096
39035018AVI,39,035,018AVI,2.8487138783530064,250.54458956673776,2.8306841036924557,0.004006616591233453
39035018AVJ,39,035,018AVJ,8.82117534265756,266.59552146698405,0,0
39035018AVK,39,035,018AVK,11.040611308103596,393.0646416626832,2.0490435687060358,1.0496448935584235
39035018AVL,39,035,018AVL,11,293,1,4
39035018AVM,39,035,018AVM,13,226,0,2
39035018AVP,39,035,018AVP,19,440,0,0
39035018AVQ,39,035,018AVQ,20,413,8,2
39035018AWA,39,035,018AWA,32.77662291199421,380.3557006062538,2.9514035362351327,4.2385181955793145
39035018AWE,39,035,018AWE,118,531,2,1
39035018AWI,39,035,018AWI,26,393,1,8
39035018AWM,39,035,018AWM,35,330,5,1
39035018AWN,39,035,018AWN,148.7434720403795,580.672497578261,3.105518155399211,4.035172718466404
39035018AWO,39,035,018AWO,113,517,4,3
39035018AWQ,39,035,018AWQ,82,521,0,3
39035018AWR,39,035,018AWR,26,371,1,1
39035018AWS,39,035,018AWS,61.94800234947527,532.5529879398439,3.996645312869372,0
39035018AWT,39,035,018AWT,39,307,5,5
39035018AWU,39,035,018AWU,153.2565279596205,540.327502421739,5.894481844600789,1.9648272815335963
39035018AWV,39,035,018AWV,45,429,4,1
39035018AWW,39,035,018AWW,61.78137149806725,497.38542643149606,2.014453871520796,1.1365325958396013
39035018AWX,39,035,018AWX,46,385,1,5
39035018AWY,39,035,018AWY,44,325,1,4
39035018AWZ,39,035,018AWZ,8.442005589938535,151.25887296225022,0.03414259224407109,0.6249492085810839
39035018AXF,39,035,018AXF,76,226,0,1
39035018AXH,39,035,018AXH,36.000470808253624,202.0126529718161,1,4.000411957221919
39035018AXL,39,035,018AXL,77,218,4,2
39035018AXP,39,035,018AXP,69,189,3,3
39035018AXQ,39,035,018AXQ,43.59009036337455,190.68331040499476,0.0031057387546028826,2.006211477509206
39035018AXS,39,035,018AXS,63,210,1,4
39035018AXT,39,035,018AXT,52,209,0,2
39035018AXU,39,035,018AXU,40,159,1,2
39035018AXV,39,035,018AXV,58.08,184.8,0.88,1.76
39035018AXX,39,035,018AXX,252.1044296352841,374.7574065261178,6.761842556847874,3.8628376291833035
39035018AXY,39,035,018AXY,72,308,3,3
39035018AYJ,39,035,018AYJ,36,222,1,1
39035018AYL,39,035,018AYL,43.984901608362996,206.92896893025318,0.9996568547355226,2.9989705642065676
39035018AYN,39,035,018AYN,77.01509839163701,283.0710310697468,3.4314526447745675e-4,3.0010294357934324
39035018AYP,39,035,018AYP,31.993513148262853,87.98216115772284,0.9997972858832141,0.9997972858832141
39035018AYR,39,035,018AYR,38.10067012038737,157.1113105623482,7.103922162501328,4.080433425689161
39035018AYT,39,035,018AYT,24.523697449742734,231.49908394988856,3.0196386543653526,1.0261848724871367
39035018AYV,39,035,018AYV,219.6352773318817,524.1477033309699,5.779743267853588,1.981120258888593
39035018AYX,39,035,018AYX,218.00915266410547,604.0205615663392,8.000212852653616,1.0000851410614462
39035018AYZ,39,035,018AYZ,323.03747568665233,942.1448268888779,11.006134743412098,1.0035997528836447
39035018AZB,39,035,018AZB,39.00044656222499,129.00130235794407,6.00001520800147,5.000001382545588
39035018AZC,39,035,018AZC,23.70610236257433,194.54732377388532,2.06164385705014,2.0056039870045583
39035018AZE,39,035,018AZE,138.1322888950137,620.1046638164643,7.950059792518773,1.9875149481296932
39035018AZF,39,035,018AZF,116.4833171970778,585.2210541519931,10.16681468937014,0.9259415556414974
39035018AZG,39,035,018AZG,62.3301114647346,167.5644846648858,0.0062947890851404315,2.0064406129402204
39035018AZH,39,035,018AZH,61.33274604158039,176.3319371220423,3.833107204682973,0.958644822835729
39035018AZI,39,035,018AZI,183.62452728255,667.2493246893571,13.157212317666126,2
39035018AZJ,39,035,018AZJ,153.18688140315356,336.211825048579,4.344255801628328,9.471018429048195
39035018AZK,39,035,018AZK,63.23058609844022,382.10530888366054,1.834335570096343,2.748202126019481
39035018AZL,39,035,018AZL,127,778,15,0
39035018AZM,39,035,018AZM,98,585,9,2
39035018AZU,39,035,018AZU,120,170,2,3
39035018AZW,39,035,018AZW,60.88744417567412,328.48718914758564,5.512993593543527,0.05971842111512958
39035018BAA,39,035,018BAA,124.77626098084613,458.50733675035525,6.303861228389623,4.035568781043797
39035018BAC,39,035,018BAC,71.3610118160947,238.3767715353881,3.0432533751263016,2.005384490318802
39035018BAE,39,035,018BAE,52.674752335888044,251.44740265999388,0.9938632516205292,0.9938632516205292
39035018BAG,39,035,018BAG,85.66480061942441,249.66090976908012,3.166804120413586,5.041207385658536
39035018BAI,39,035,018BAI,100,187,2,1
39035018BAJ,39,035,018BAJ,157,274,4,0
39035018BAL,39,035,018BAL,113,308,2,5
39035018BAM,39,035,018BAM,281,367,5,1
39035018BAN,39,035,018BAN,130,215,5,1
39035018BAO,39,035,018BAO,81,189,1,1
39035018BAQ,39,035,018BAQ,83.6389881839053,148.6232284646119,2.9567466248736984,0.9946155096811983
39035018BAR,39,035,018BAR,114,342,4,1
39035018BAT,39,035,018BAT,51,220,3,2
39035018BBB,39,035,018BBB,122.34103412263889,238.82207840266608,0.028049585823666463,2.9814191619825716
39035018BBH,39,035,018BBH,104.65896587736111,227.17792159733392,5.971950414176334,2.0185808380174284
39035018BBJ,39,035,018BBJ,119,273,5,2
39035018BBN,39,035,018BBN,250.69783434457827,311.2174939820323,8.047018852599628,1.0274502568568809
39035018BBP,39,035,018BBP,136.27975214094965,248.22454997878427,1.8486476179380105,0.7309918572543168
39035018BBQ,39,035,018BBQ,105.96505148021816,250.55287873359998,7.922620671418181,2.970982751781818
39035018BBR,39,035,018BBR,170.7747829147706,311.9027466692967,5.154974831200894,4.270504503707752
39035018BBT,39,035,018BBT,225.87699223018183,334.15502157233993,2.943263717471493,1.0334714458453544
39035018BBU,39,035,018BBU,246,381,10,2
39035018BBW,39,035,018BBW,233.43876372999128,329.7801513413424,7.219192594708174,2.072655383317857
39035018BBX,39,035,018BBX,126.98041346406157,273.3198246183191,2.0737568794429144,3.0275208872561135
39035018BBZ,39,035,018BBZ,213,337,5,3
39035018BCI,39,035,018BCI,114.32046663985106,232.58301833624873,4.9276063206832355,1.9710425282732942
39035018BCO,39,035,018BCO,262.74833948339483,312.3889298892989,2.4391143911439115,2
39035018BCS,39,035,018BCS,248.4198958498864,319.2583817758305,5.822341308981713,1.9407804363272374
39035018BCU,39,035,018BCU,253,324,2,4
39035018BCW,39,035,018BCW,207,339,1,2
39035018BCY,39,035,018BCY,148,197,4,2
39035018BCZ,39,035,018BCZ,159,281,4,4
39035018BDA,39,035,018BDA,170,292,7,1
39035018BDB,39,035,018BDB,227,338,5,1
39035018BDC,39,035,018BDC,290,444,3.9999999999999996,5
39035018BDE,39,035,018BDE,318.725101771558,359.9733178537965,7.043437814391748,1.006205402055964
39035018BDF,39,035,018BDF,276.274898228442,316.0266821462035,6.956562185608252,0.993794597944036
39035018BDG,39,035,018BDG,204,276,3,4
39035018BDH,39,035,018BDH,230.96316807851727,340.67067291581293,8.661118802944397,0.9623465336604886
39035018BDI,39,035,018BDI,247,322,2,3
39035018BDQ,39,035,018BDQ,93,177,0,0
39035018BDS,39,035,018BDS,74,106,3,2
39035018BDV,39,035,018BDV,86,137,1,6
39035018BDW,39,035,018BDW,77,198,4,0
39035018BDX,39,035,018BDX,110,441,2,3
39035018BDY,39,035,018BDY,76,459,4,2
39035018BDZ,39,035,018BDZ,177.04346330372888,638.05484685018655,11.241346903335318,3.045177321636846
39035018BEA,39,035,018BEA,81,420,3,3
39035018BEB,39,035,018BEB,195.8240319346747,605.8217378530791,1.026895542234997,3.1075821689399885
39035018BEC,39,035,018BEC,102.1759680653253,319.17826214692093,0.9731044577650029,3.8924178310600115
39035018BED,39,035,018BED,79,481,6,1
39035018BEF,39,035,018BEF,88,314,1,1
39035018BEG,39,035,018BEG,88,182,4,3
39035018BEH,39,035,018BEH,92,142,2,2
39035018BES,39,035,018BES,150,505,5,3
39035018BEV,39,035,018BEV,161.28787893098652,529.5294820324557,9.716137284999187,1.9432274569998376
39035018BEW,39,035,018BEW,68,255,2,3
39035018BEY,39,035,018BEY,104.98222965118461,518.9121637044268,2.999492275748132,3.999323034330842
39035018BEZ,39,035,018BEZ,149,674,8,1
39035018BFA,39,035,018BFA,111,202,5,0
39035018BFB,39,035,018BFB,131.42836676217766,371.39111747851,8.524355300859598,4.174785100286533
39035018BFC,39,035,018BFC,61,186,0,5
39035018BFD,39,035,018BFD,98,374,4,1
