GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW
39007004AAB,39,007,004AAB,209,260,8,2
39007004AAC,39,007,004AAC,204,246,7,2
39007004AAE,39,007,004AAE,130,200,4,0
39007004AAH,39,007,004AAH,198.626065773447,279.7953714981729,10.504263093788063,1.9098660170523751
39007004AAI,39,007,004AAI,217.3605359317905,268.7771010962241,8.442143727161998,2.0803897685749084
39007004AAJ,39,007,004AAJ,111.01339829476248,145.42752740560292,1.053593179049939,0.0097442143727162
39007004AAM,39,007,004AAM,100,106.99999999999999,5,4
39007004AAN,39,007,004AAN,51,55,2,0
39007004AAO,39,007,004AAO,84,101,1,0
39007004AAP,39,007,004AAP,99,108,3,2
39007004AAQ,39,007,004AAQ,56.00000000000001,141,4,2
39007004AAR,39,007,004AAR,85,102,2,2
39007004AAS,39,007,004AAS,86,112,9,3
39007004AAT,39,007,004AAT,118,128,6,4
39007004AAU,39,007,004AAU,271,230,9,3
39007004AAW,39,007,004AAW,77,84,1,1
39007004AAX,39,007,004AAX,74,95,4,2
39007004AAY,39,007,004AAY,204.03692307692307,206.87076923076924,8.501538461538463,0
39007004ABA,39,007,004ABA,113,127,4,2
39007004ABB,39,007,004ABB,142.99635914848494,116.9967859352599,0.9999827998782013,1.999939350109784
39007004ABC,39,007,004ABC,193,71,3,1
39007004ABD,39,007,004ABD,240.06346483704974,196.5934819897084,6.017152658662092,2.0034305317324184
39007004ABF,39,007,004ABF,231,194,5,7
39007004ABG,39,007,004ABG,307,286,11,6
39007004ABI,39,007,004ABI,308.9401760144653,172.4097320750317,4.982864541459707,0.9966301181577976
39007004ABJ,39,007,004ABJ,138,125,4,3
39007004ABK,39,007,004ABK,212,179,1,0
39007004ABL,39,007,004ABL,153,173,3,1
39007004ABM,39,007,004ABM,177,154,8,0
39007004ABN,39,007,004ABN,139.5241790424018,100.85686786891593,1.0386847472690817,0.015473898907632668
39007004ABO,39,007,004ABO,195.4758209575982,238.1431321310841,4.961315252730918,1.9845261010923674
39007004ABQ,39,007,004ABQ,113,71,4,6
39007004ABR,39,007,004ABR,179,184,5,1
39007004ABS,39,007,004ABS,355,260,11,4
39007004ABT,39,007,004ABT,182,143,5,2
39007004ABV,39,007,004ABV,196,92,5,1
39007004ABW,39,007,004ABW,138,109,6,3
39007004ABX,39,007,004ABX,226.52031631691807,153.30555488409618,9.012222195363847,1.003492055818242
39007004ABY,39,007,004ABY,208.5307664515153,195.89894003025228,3.0359576012100904,3.01027360034574
39007004ABZ,39,007,004ABZ,335.1923831517119,158.3857710196715,4.035070092697408,3.015586707865515
39007004ACA,39,007,004ACA,261.9658726096817,97.895564188855,4.0218430289964635,1.0145620193309757
39007004ACB,39,007,004ACB,268.03412739031825,122.104435811145,2.9781569710035365,1.9854379806690243
39007004ACD,39,007,004ACD,214,164,5,1
39007004ACG,39,007,004ACG,362.9630769230769,258.1292307692308,12.49846153846154,2
39007004ACH,39,007,004ACH,147,92,1,3
39007004ACI,39,007,004ACI,279,275,6,1
39007004ACJ,39,007,004ACJ,205.09598603839441,163.6823734729494,5.9162303664921465,0.9860383944153578
39007004ACM,39,007,004ACM,223,133,4,2
39007004ACO,39,007,004ACO,501.06080001979115,219.0216959488546,5.001054125224659,2.000351117709502
39007004ACP,39,007,004ACP,381,231,5,2
39007004ACQ,39,007,004ACQ,305,80,3,0
39007004ACR,39,007,004ACR,307,102,2,2
39007004ACS,39,007,004ACS,275.8066661811615,100.56749553029601,4.978467383238302,0
39007004ACT,39,007,004ACT,268,96.00000000000001,9,4
39007004ACU,39,007,004ACU,492.38085162616744,264.78970158719375,16.157039396301435,0
39007004ACW,39,007,004ACW,284.97712327984,117.9905518805043,2.9997618490702016,1.6388430463406544e-6
39007004ACX,39,007,004ACX,195,91,5,0
39007004ACY,39,007,004ACY,274.6421475496968,178.21982087860266,5.84320270028661,0
39007004ADA,39,007,004ADA,322,148,4,1
39007004ADB,39,007,004ADB,421,206,5,4
39007004ADC,39,007,004ADC,295.9489172315666,173.79550508565157,6.951820203426061,1.9862343438360177
39007004ADD,39,007,004ADD,540,171,7,0
39007004ADF,39,007,004ADF,274,112,2,1
39007004ADG,39,007,004ADG,262.09675132411877,81.40603423347606,3.0205381222241425,0
39007004ADH,39,007,004ADH,285.0086816389192,123.27681514886417,5.098865496206724,3.012006674449872
39007004ADI,39,007,004ADI,241.99131836108083,102.72318485113583,7.901134503793276,0.9879933255501276
39007004ADJ,39,007,004ADJ,435,237,16,1
39007004ADL,39,007,004ADL,293,167,5,0
39007004ADM,39,007,004ADM,296.8740168740169,156.416458475282,5.811307105424753,3.8706774000891646
39007004ADN,39,007,004ADN,322.23287114032775,181.3445551144899,8.275511090293579,1.1750685277389707
39007004ADO,39,007,004ADO,295,96,5,0
39007004ADP,39,007,004ADP,273,100,5,0
39007004ADQ,39,007,004ADQ,378.1077786248378,138.57353143318664,5.938865632850856,6.928676571659332
39007004ADR,39,007,004ADR,366,118,4,2
39007004ADS,39,007,004ADS,183,93,7,0
39007004ADT,39,007,004ADT,346.9391999802089,123.97830405114537,5.998945874775341,1.9996488822904979
39007004ADU,39,007,004ADU,366,145,6,2
39007004ADV,39,007,004ADV,330,243,7,2
39007004ADW,39,007,004ADW,426.1049457177322,263.7792521109771,7.729794933655006,4.831121833534379
39007004ADX,39,007,004ADX,158.1259831259831,103.583541524718,2.1886928945752473,1.1293225999108352
39007004ADZ,39,007,004ADZ,410.2697282973722,125.28049978311365,3.82535877200347,2.869019079002603
39007004AEA,39,007,004AEA,404.7302717026278,208.71950021688633,7.1746412279965295,2.130980920997397
39007004AEB,39,007,004AEB,385,133,7,0
39007004AEC,39,007,004AEC,259.9040139616056,148.3176265270506,8.083769633507853,4.013961605584642
39007004AED,39,007,004AED,480.37629013298795,247.17279876921086,12.006174265616597,2
39007004AEF,39,007,004AEF,304.80761684828815,98.6142289803285,8.964929907302592,3.984413292134485
39007004AEG,39,007,004AEG,310.3496663093468,107.66012828935993,1.8951900134859434,2.8262560946090804
39007004AEH,39,007,004AEH,225.99987754429574,107.99992565369928,3.999996054341754,0.9999983611569536
39007004AEI,39,007,004AEI,212,167,7,1
39007004AEJ,39,007,004AEJ,216,213,5,2
39007004AEK,39,007,004AEK,255,195,2,3
39007004AEL,39,007,004AEL,281,250,4,2
39007004AEM,39,007,004AEM,282,318,8,4
39007004AEO,39,007,004AEO,229,113,3,1
39007004AEP,39,007,004AEP,179,132,2,2
39007004AEQ,39,007,004AEQ,215.72029236173177,112.85367146701708,3.9948202289209584,0
39007004AER,39,007,004AER,348.5544045171022,128.30266134134638,5.0558283432005595,4.065133067067319
39007004AES,39,007,004AES,584,216,5,3
39007004AEU,39,007,004AEU,207,68,3,3
39007004AEV,39,007,004AEV,218.93908223518247,72.97969407839416,2.9991655100709926,1.9994436733806618
39007004AEW,39,007,004AEW,289.06091776481753,98.02030592160584,5.000834489929007,5.563266193381549e-4
39007004AEX,39,007,004AEX,439,181,3,1
39007004AEZ,39,007,004AEZ,652.6503336906533,285.33987171064007,8.104809986514057,4.1737439053909196
39007ZZZZZZ,39,007,ZZZZZZ,0,0,0,0
39009005AAA,39,009,005AAA,106.29772032691716,556.4073945648872,11.569960520698492,3.859917808951949
39009005AAB,39,009,005AAB,25.605610577690733,286.11933378576913,3.299540623720591,1.645750224347807
39009005AAD,39,009,005AAD,84.76501045921977,367.0942417197319,6.983679343448169,1.0108020873306662
39009005AAE,39,009,005AAE,12.604865661018646,34.90578183051318,0,0.9696050508475882
39009005AAF,39,009,005AAF,17.395134338981354,60.09421816948683,1,1.0303949491524118
39009005AAG,39,009,005AAG,13.37267243439793,47.0263662087687,1.3294615007787338,0.0014051805926128143
39009005AAH,39,009,005AAH,37.375287520171476,172.76241321319827,4.0078131382601665,1.9897841415349238
39009005AAI,39,009,005AAI,128.92764090790226,392.24397050084104,7.064356457945148,2.0114087381302053
39009005AAJ,39,009,005AAJ,131.89597565159966,514.3565694362895,9.052160969631775,1.041309092580591
39009005AAK,39,009,005AAK,32,130,3,0
39009005AAL,39,009,005AAL,70,213,3,0
39009005AAM,39,009,005AAM,50,160,1,0
39009005AAN,39,009,005AAN,76,400.99999999999994,6,6
39009005AAP,39,009,005AAP,45.16147515952443,532.2652343204714,5.012775352938215,1.0227742133321687
39009005AAQ,39,009,005AAQ,52.040047588390365,367.07079392720914,1.9648744611656184,2.9438379924596134
39009005AAS,39,009,005AAS,151.83534224897437,492.17601745725227,5.97458957635249,2.470144367329269
39009005AAU,39,009,005AAU,58.64068942828433,393.06373414525785,3.041330974581635,2.0077569730176803
39009005AAV,39,009,005AAV,39,295,2,1
39009005AAW,39,009,005AAW,68.44907765169022,272.67641268512125,6.326617403707953,3.1576311730492828
39009005AAX,39,009,005AAX,202.22612211310607,158.03205145491208,11.9804983484011,0.016396554855075497
39009005AAZ,39,009,005AAZ,134.96666739536403,123.64386073209556,10.041765451431887,0.001847326648874199
39009005ABB,39,009,005ABB,193.54762401925967,200.8525023325645,5.064466282410989,5.074827341185372
39009005ABD,39,009,005ABD,175.53217129098047,204.3531174324896,5.928980215929662,7.891945825737926
39009005ABF,39,009,005ABF,586.3006416131989,402.14848762603117,13.93583868010999,3.98166819431714
39009005ABG,39,009,005ABG,274.22307539073046,292.3419596097903,4.057157158183088,5.009576603549208
39009005ABH,39,009,005ABH,242.2365313465965,345.98864754021656,9.99598949724213,2.9987968491726393
39009005ABI,39,009,005ABI,38.763468653403486,48.01135245978344,0.004010502757868802,0.0012031508273606408
39009005ABJ,39,009,005ABJ,352.33955219426787,646.5664479110404,10.204576505765777,3.0527443968395755
39009005ABK,39,009,005ABK,88.66359627386149,352.1525992994353,6.394518392902737,1.4148303197696468
39009005ABL,39,009,005ABL,189.80414318369304,462.9854605205328,4.004049784499384,1.9858036442379023
39009005ABM,39,009,005ABM,248.75231188557592,381.7653115485691,3.0008243792246048,1.0002747930748683
39009005ABN,39,009,005ABN,348.8156346801558,516.4741499318396,12.023105798304698,5.006931739491409
39009005ABO,39,009,005ABO,113,145,4,3
39009005ABP,39,009,005ABP,236.23358128923527,496.0537276701132,14.029828599173769,3.530739267775983
39009005ABR,39,009,005ABR,557,180,8,1
39009005ABS,39,009,005ABS,179.72244558829854,142.2724539988787,5.9610533276635245,0.9909269975902482
39009005ABT,39,009,005ABT,188.6243017260543,290.42154392741696,7.984097427557854,0
39009005ABU,39,009,005ABU,241.65325268564715,208.30600207370438,3.0548492447786213,8.009073002409751
39009005ABV,39,009,005ABV,90,171,1,2
39009005ABW,39,009,005ABW,265.4763848604709,201.50961920409333,2.007006290216777,1.0087556582429067
39009005ABX,39,009,005ABX,669.9998981355998,436.99993356008525,13.999997871490145,2.999999543890745
39009005ABY,39,009,005ABY,431,360,9,1
39009005ABZ,39,009,005ABZ,351,268,8,4
39009005ACB,39,009,005ACB,98.99005873153841,94.94876169076653,0.9905506776987556,0.001625225958428692
39009005ACC,39,009,005ACC,471.93506196525334,305.4740465031344,5.863920581092367,2.9403446079945614
39009005ACD,39,009,005ACD,71.8341703235429,48.2282692178909,0.017185776979818695,0.011677456372052463
39009005ACE,39,009,005ACE,336.2407089796653,276.34892258820815,4.128342964229058,6.046352709674958
39009005ACI,39,009,005ACI,183.23760901854047,56.873955830668486,1.0834748596012511,1.0085868522450419
39009005ACJ,39,009,005ACJ,482.67231584661386,152.94985239858107,6.563890628811785,1.094168308162621
39009005ACK,39,009,005ACK,310.3815451187319,66.80902915983775,5.323261502713948,0.892349338113501
39009005ACL,39,009,005ACL,285,273,6,1
39009005ACM,39,009,005ACM,356,253,5,2
39009005ACO,39,009,005ACO,164.07912049598244,135.85268786333913,3.537032779826216,0.5448504983388704
39009005ACP,39,009,005ACP,518.0635770773339,333.42857088227356,3.992107420339014,2.014982951572752
39009005ACR,39,009,005ACR,4.178476692294078,5.432128845979459,0.023628524592354844,0
39009005ACS,39,009,005ACS,11.846153846153847,64.3076923076923,1.6923076923076923,0.8461538461538461
39011006AAA,39,011,006AAA,578.2650658238399,133.97758512633786,12.899627572236904,0.06279069767441861
39011006AAB,39,011,006AAB,318,89,5,3
39011006AAC,39,011,006AAC,393.4530862282879,130.8221153846154,5.033149813895782,1.0033149813895783
39011006AAD,39,011,006AAD,634.3083975325305,188.08192942172994,2.935679014047699,0.024127233616142336
39011006AAE,39,011,006AAE,659.0176755041562,167.85011792721406,15.110818198283017,4.059662616531843
39011006AAF,39,011,006AAF,470.0320658325396,143.15043599474222,10.8572616971281,2.962011225541899
39011006AAG,39,011,006AAG,701.9187011103439,207.18377100369645,12.026787902388199,3.0057204130970496
39011006AAH,39,011,006AAH,618,184,8,1
39011006AAI,39,011,006AAI,322.0610908811925,133.77922236603382,6.936700418979531,1.9819144054227231
39011006AAJ,39,011,006AAJ,463.2076393515434,136.58686801391664,1.9795198262886469,0.9897599131443234
39011006AAK,39,011,006AAK,393.93715879716865,112.32594190856726,3.853946379471648,2.393782576989466
39011006AAL,39,011,006AAL,336.3789423941111,81.93861761546326,6.515263739411351,0.9318750551688716
39011006AAM,39,011,006AAM,268,99,10,2
39011006AAN,39,011,006AAN,623,179,4,1
39011006AAO,39,011,006AAO,395,58,2,1
39011006AAP,39,011,006AAP,844.9603330661587,149.71178246654696,9.18294465878393,3.0326043136069836
39011006AAR,39,011,006AAR,520.0920622448078,134.48738448773733,11.169960644531166,2.6223538523100514
39011006AAS,39,011,006AAS,276.61062593501435,62.8945339223766,4.9905844480682,0.001175881849758291
39011006AAU,39,011,006AAU,443.1055712558947,64.63023256110144,6.955935879356462,0.9922294928265252
39011006AAV,39,011,006AAV,956.0360427944469,216.08374881738246,7.96871185330433,2.9873729299816634
39011006AAW,39,011,006AAW,555.6582333481841,131.33529124316505,10.04034683423061,0.007237972065807286
39011006AAX,39,011,006AAX,250,32,2,2
39011006AAY,39,011,006AAY,570.1118444134843,67.97606785010736,4.668548985750578,0.09849084912642637
39011006AAZ,39,011,006AAZ,772.5696124102503,162.16294629623474,7.373917381918208,0.920836299797407
39011006ABA,39,011,006ABA,699.5186957777398,146.811713232009,9.992539065439813,0.9938324562021706
39011006ABB,39,011,006ABB,94.42464318824499,22.068221364668865,1.0051050000772621,9.281818322294632e-4
39011006ABC,39,011,006ABC,502,69,5,2
39011006ABD,39,011,006ABD,914.575356811755,146.93177863533114,10.994894999922737,1.9990718181677705
39011006ABF,39,011,006ABF,695.9840131615802,121.68773848859632,1.4597620289964164,2.964521363931502
39011006ABG,39,011,006ABG,704.7198444813258,104.07681491349571,5.343109980637814,2.040592256822927
39011006ABH,39,011,006ABH,751.4288902784904,157.28591576707953,9.899501599215116,4.94315187369492
39011006ABJ,39,011,006ABJ,725.5108056385753,243.1441618896847,9.804200076196965,0.9804200076196964
39011006ABK,39,011,006ABK,241,31,0,1
39011006ABL,39,011,006ABL,928,162,10,2
39011006ABN,39,011,006ABN,459.87299756458333,73.8069000157204,8.11440228110717,0
39011006ABO,39,011,006ABO,585.1270024354167,49.1930999842796,6.88559771889283,0
39011006ABP,39,011,006ABP,431.50468610284116,45.12050512878388,3.0034041106106786,1.0323924604174943
39011006ABQ,39,011,006ABQ,287.49531389715884,73.87949487121612,1.9965958893893214,1.9676075395825057
39011006ABR,39,011,006ABR,413.11360173833367,139.01506330216597,5.001182001439515,4.000221331587846
39013007AAA,39,013,007AAA,393.7324041811847,186.6076655052265,4.885017421602788,0.9770034843205575
39013007AAB,39,013,007AAB,268,157,2,0
