GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIDUN,G16USSRPOR,G16USSDSTR,G16USSGDEM,G16USSICON,G16USSIRUP
39003002AAW,39,003,002AAW,163,269,14,9,6,182,212,9,24,13
39003002AAX,39,003,002AAX,111,199,7,4,2,134,149,11,8,3
39003002AAY,39,003,002AAY,248.9735225215157,197.3372781692157,13.282993614566964,4.049017417918705,3.0487137525559302,271.1726235098635,155.96887239735543,6.074720445495817,11.20471055605121,12.14227497928508
39003002ABE,39,003,002ABE,399,253,26,8,2,464,195,11,9,9
39003002ABF,39,003,002ABF,177,261,13,2,3,194,214,9,17,6
39003002ABH,39,003,002ABH,264.5412493811404,158.3074827187736,13.99243023122657,1.8898963520202074,0.9407204455699878,286.9494308572154,130.37335502160187,3.788248164920647,8.348107557806642,6.551221275468986
39003002ABI,39,003,002ABI,351,294,28,10,3,398,254,13,8,5
39003002ABP,39,003,002ABP,110,159,6,1,0,119,120,4,12,11
39003002ABQ,39,003,002ABQ,65.09525664760821,212.59021765969007,3.0056033322122473,4.005603332212248,1,73.11953775386128,170.5005643442941,8.009338887020412,10.024281106253072,7.007471109616329
39003002ABR,39,003,002ABR,51.7926554096491,315.8678322111173,3.0225843521451274,3.0084905099664403,0.007046921089343705,64.70142855304726,267.9363447632452,5.004754955158275,13.01800042028299,4.020716574741045
39003002ABT,39,003,002ABT,189.2597143971096,256.88707027439847,13.79575605393793,3.7690569100456344,4.511165257554418,200.9954523572456,218.61002339667965,7.766149389811582,15.411075118209025,13.411088888019094
39003002ABW,39,003,002ABW,192.11406239212423,299.2185145608928,15.990892863338766,2.0050201265554306,4.990185779488385,222.02503152030974,246.35958097725756,13.973788443438409,12.970139651092232,10.98879704117053
39003002ABX,39,003,002ABX,148,306,10,5,5,170,256,11,13,6
39003002ABZ,39,003,002ABZ,30.264978024719742,430.4914045109733,2.0137911827768358,6.9581389047575435,0.9985941223788168,51.20106279449226,366.819751431719,7.953175254703674,7.955547102992131,10.94421392526321
39003002ACD,39,003,002ACD,341.79243806235354,297.2403393226985,17.547605723103814,4.810223705698809,2.8751309971067913,394.8994287391117,239.81379885671168,5.6182454905907,12.28974841028648,5.668585689965209
39003002ACE,39,003,002ACE,308.9976738707356,232.70195192734406,26.703502680187025,5.722179145754362,2.861089572877181,352.8677139881857,200.2762701014027,2.861089572877181,10.49066176721633,3.814786097169575
39003002ACG,39,003,002ACG,396.6521274755562,253.7774316846128,19.982474935796283,9.991237467898141,0.9991237467898141,424.627592385671,201.82299685154246,12.988608708267584,12.988608708267584,9.991237467898141
39003002ACT,39,003,002ACT,621,115.00000000000001,24,7,2,619,115.00000000000001,5,6,16
39003002ACU,39,003,002ACU,329,56,16,1,0,335,40,4,2,11
39003002ACW,39,003,002ACW,468.5808736234734,99.91063403485573,14.98659510522836,1.9982126806971146,3.996425361394229,483.5674687287017,80.92761356823314,6.9937443824399015,3.996425361394229,2.997319021045672
39003002ACX,39,003,002ACX,327.6832159868865,148.8560950672137,23.976820681967304,1.9980683901639422,0.9990341950819711,344.66679730328,111.89182984918075,5.994205170491826,6.993239365573797,10.989376145901682
39003002ACY,39,003,002ACY,348.544336324957,136.90315457309123,17.622323465046193,0.03771657363916331,4.018858286819581,381.6574860458745,103.26197282122546,9.245157728654561,7.396024023211215,7.169724581376236
39003002ACZ,39,003,002ACZ,191.59204529614337,271.5623034332075,8.363634575058908,2.06957335952892,2.055349836705049,207.80726762460182,230.16725496759528,6.094931895995791,16.129881191515224,5.181045160234237
39003002ADA,39,003,002ADA,257.7610956512647,154.1391266603668,9.932860349133236,3.963002069208072,3.9537820051669614,264.91878331737064,120.36371344769736,7.907564010333923,12.86477412085943,5.9375880557812755
39003002ADB,39,003,002ADB,328.665936972926,177.75311539749555,14.783173399406232,2.5001474415559,1.3006869956299194,362.3520560085574,136.58181218771776,3.5983813377779414,2.3129524926693095,9.580425416886555
39003002ADC,39,003,002ADC,488.9389830987737,127.7080238931026,19.096680597722788,2.0268557215896634,2.016113432953798,511.2451383248959,101.37501294539078,4.032226865907596,9.069824876133126,9.032226865907596
39003002ADD,39,003,002ADD,451.99999999999994,132,27,0,1,487,105,2,9,11
39003002ADE,39,003,002ADE,416,100,19,1,2,440,72,3,10,9
39003002ADF,39,003,002ADF,423.95631641086186,119.4073199527745,19.16056670602125,1.0566706021251475,3.0188902007083827,448.2680047225502,89.06729634002362,7.047225501770956,9.07556080283353,8.08500590318772
39003002ADG,39,003,002ADG,309.17045859793575,147.23395912992493,16.790636767875807,5.928684309868478,1.9741835124657257,341.7545634655374,111.66886329639554,4.944659439871265,7.904620328754575,8.888645198751787
39003002ADI,39,003,002ADI,324.56190476190477,187.95238095238096,26.142857142857142,2.1523809523809523,1.0761904761904761,346.3904761904762,156.66666666666666,6.304761904761905,10.685714285714285,12.533333333333333
39003002ADQ,39,003,002ADQ,378.4191263765266,100.08936596514427,18.01340489477164,1.0017873193028854,3.0035746386057705,378.4325312712983,80.07238643176686,7.0062556175600985,11.003574638605771,12.002680978954327
39003002ADR,39,003,002ADR,428,104,12,4,3,446,82,3,6,2
39003002ADT,39,003,002ADT,430.82439884043396,77.3128833954322,14.86408740197608,1.0029346021718724,0.9865771812080537,433.6205561744199,64.42195035587223,2.9597315436241614,11.90435585835192,10.983208360999141
39003002ADU,39,003,002ADU,165.17560115956604,22.687116604567798,4.1359125980239195,0.9970653978281275,0.013422818791946308,155.37944382558007,18.578049644127773,0.040268456375838924,4.095644141648081,8.016791639000859
39003002ADW,39,003,002ADW,530,115,27,5,3,546,98,7,9,13
39003002ADY,39,003,002ADY,392.37404628608436,95.21946851809348,17.403648083103107,1.0244918517586197,4.008973629480489,393.4493917250167,90.7909527944299,3.1624693328298488,7.2604367398643275,1.1134856293126094
39003002ADZ,39,003,002ADZ,477,90,15,4,1,487,77,2,7,8
39003002AEA,39,003,002AEA,366,66,21,3,3,384,60,3,1,5
39003002AEB,39,003,002AEB,396,81,15,2,4,397,72,5,9,6
39003002AEC,39,003,002AEC,240.79966573992806,122.10590491491564,15.385701197526721,5.073033336974767,3.013162534122778,243.9512351177455,111.97902503837363,9.207875957837588,7.499311097432805,9.352320731620503
39003002AED,39,003,002AED,359.8531810766721,86.17536704730833,19.88662316476346,0.9469820554649266,0,378.79282218597064,71.97063621533442,1.8939641109298533,5.68189233278956,4.734910277324633
39003002AEE,39,003,002AEE,431,176,25,3,4,458,146,6,7,8
