GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PRECCOP,G16PREIMCM,G16PREISTE,G16PREICAS,G16PREIFUE,G16PREOWRI,G16USSRCRA,G16USSDSTU,G16USSCWRI
16001011607,16,001,011607,728.8651343020786,636.8821543901564,62.988344939685796,6.998704993298422,87.98371991575159,25.995189975108424,10.997964989468949,4.999074995213158,0.9998149990426317,781.8553292513379,614.8862244112184,93.98260991000738
16001011608,16,001,011608,498.02105674525535,479.26121946412434,72.245702739152,3.8810240415529083,34.58623048463414,27.316087614344756,8.768406523618644,7.617638362607414,0,499.8442166633894,492.97117491815396,79.64221691803581
16001011609,16,001,011609,584.7499486754774,431.87414510018925,64.01674274715194,0,68.7941116088797,21.020422991602132,11.465685268146617,4.777368861727757,0,658.3214291460849,449.07267300240915,56.37295256838753
16001011610,16,001,011610,749.5260376841721,691.4529127610618,113.87210163171542,2.9969957940234426,119.08972576002674,33.94653074265574,9.525302113923711,5.217624128311313,0,851.8554184163384,681.265400280756,103.5259058304017
16001011611,16,001,011611,594.9157070474436,616.3514509442654,42.144633809304466,1.064486411791801,99.51589129433441,19.435283279594657,12.145094426531552,4.128972823583602,0,703.8512206356518,572.6416397973284,53.28972823583602
16001011612,16,001,011612,332.7240136403504,325.6729421387489,47.11115562113263,7.003004205976557,42.11616263109356,16.033046265742133,8.009012617929672,2.0050070099609294,0,377.82315243757677,349.66192671683484,43.10114160121077
16001011613,16,001,011613,484.47005988023955,567.3652694610779,58.212574850299404,4.0119760479041915,59.09580838323353,29.080838323353294,17.026946107784433,2.0239520958083834,0,543.4580838323353,578.4191616766467,57.23952095808383
16001011614,16,001,011614,469,511,63,4,83,27,3,0,1,540,515,48
16001011615,16,001,011615,547.2137767220902,766.3983712249745,111.04818459450289,1.001357312521208,79.01221581269087,33.02171700033933,5.00339328130302,6.002035968781812,0.0020359687818120122,639.238208347472,776.4180522565321,85.0352901255514
16001011701,16,001,011701,527,515,65,5,66,28,1,8,0,613,459,62
16001011702,16,001,011702,574,507,77,9,91,37,14,2,0,633,531,82
16001011703,16,001,011703,478,496,65,2,39,28,5,1,0,524,487,59
16001011704,16,001,011704,332.92026267310234,617.5626584658803,74.67861252082182,2.1512079448542964,19.454600790620955,34.22837600192483,5.32868334123242,3.347875372206977,2.997964031218188,370.44493718738073,647.5877677024148,55.15035750067202
16001011705,16,001,011705,353,527,69,2,58,44,18,2,0,441,560,54
16001011706,16,001,011706,454,695,88,4,73,51,6,2,0,529,727,68
16001011707,16,001,011707,268,557,76,2,35,42,7,0,0,335,573,34
16001011708,16,001,011708,470,775,84,6,61,42,17,4,0,553,751,46
16001011709,16,001,011709,306,691,82,1,50,27,4,7,0,409,702,39
16001011710,16,001,011710,276.7705712755717,494.8005887999741,100.46881475621299,2.0314997526721457,24.287726661562765,23.296816949948994,8.080575955329119,1.0109026687491391,0.0018123803629079879,326.4319809219717,428.7982574525386,32.37253150440533
16001011711,16,001,011711,216,477,84,4,24,34,6,0,0,295,447,41
16001011712,16,001,011712,409,450,69,6,55,28,5,2,0,490,467,60
16001011713,16,001,011713,608,568,97,5,86,31,14,4,0,719,594,68
16001011714,16,001,011714,540.595814748696,630.2570021213631,75.52884331052013,3.118949774511915,50.37899549023829,28.823896542516025,9.07929984967461,0.15859969934921925,0.03964992483730481,567.0057082847042,629.8517509939228,78.3789954902383
16001011715,16,001,011715,450.40418525130406,611.7429978786369,85.47115668947987,2.8810502254880856,57.62100450976171,44.17610345748398,1.9207001503253904,3.841400300650781,0.9603500751626952,532.9942917152958,626.1482490060772,57.62100450976171
16001011801,16,001,011801,606,393,76,5,70,16,9,4,1,681,412,79
16001011802,16,001,011802,806,490,86,2,141,28,1,4,0,924,473,83
16001011803,16,001,011803,569,319,54,2,60,16,4,5,0,633,298,55
16001011804,16,001,011804,83.00860489155387,28.001516625446236,1.0014760198079724,0.9996899564150827,7.000710442313466,1.9997832174672696,5.761494815772829e-4,5.7614948157728296e-5,1.1522989631545659e-4,69.01231173731298,31.999815531521303,12.9998872498708
16001011805,16,001,011805,456.97494320680676,846.6895051623952,85.06459981771728,3.9564930147775477,42.53229990885864,41.54317665516425,4.945616268471935,1.9782465073887738,2.967369761083161,587.5392126944658,795.2550959702871,54.40177895319128
16001011806,16,001,011806,376.11410808403156,723.2056412455443,50.442380184605746,1.0185126015795885,43.15188871859469,8.29852474310645,2.973408524836503,0.9911534003593526,0.03081785855393125,509.4830247436631,640.2174690534105,27.806755231294574
16001011807,16,001,011807,490,763,108,2,51,49,16,4,0,595,786,88
16001011808,16,001,011808,386.8383423492812,710.7137005908338,71.32593690652345,3.0018995138476,35.15562732398387,47.08419926346264,6.019604250877527,2.0135592939290987,0.9988770353733858,450.2312154578195,719.3927578532752,58.214093661210825
16001011809,16,001,011809,517.0804858332398,812.3133930067561,98.55698026210393,7,77.5811967952389,42.217948798214586,8.048433066269908,4.012108266567477,0,663.0491471586379,748.5626804795725,66.56908852867141
16001011810,16,001,011810,332.9195141667603,596.6866069932439,45.44301973789606,0,47.418803204761105,17.782051201785414,3.951566933730092,0.987891733432523,0,411.9508528413621,535.4373195204275,46.430911471328585
16001011811,16,001,011811,393.37492363102183,736.2016999390173,76.40558189363736,2.948598177085178,66.29325364233354,10.02117005959441,6.9022937074162005,0.019513037655556936,0,567.3807944819341,650.5759844079791,26.871240899433865
16001011812,16,001,011812,428.7293162694723,662.4912404535233,76.59433260498693,0.9947315922725576,36.80506891408463,25.863021399086495,4.973657961362788,2.9841947768176724,0,516.2656963894574,603.8020765094425,52.720774390445555
16001011813,16,001,011813,356.4323413812465,702.795058955643,76.07973048848962,2.0033688938798426,42.0393037619315,19.05277933745087,1.0067377877596855,3.0022459292532284,0.0011229646266142617,502.5030881527232,636.8051656372824,34.06513194834363
16001011814,16,001,011814,567,664,74,2,53,20,6,2,1,687,607,55
16001011815,16,001,011815,640,621,86,2,78,29.999999999999996,9,3,0,736,592,71
16001011816,16,001,011816,327,436,56,1,33,9,8,1,0,456,360,23
16001011817,16,001,011817,674.0853618361845,1170.1132560461879,124.61093285556271,2.0082079218470303,88.6959418418533,26.322278002048193,6.944582499800352,1.9410100430219563,0,992.5051569132967,1003.4699248759131,51.014737222903356
16001011818,16,001,011818,650.819775028292,731.3659538837123,113.66999072247536,6.057336870513072,107.59787654728648,21.780490433453103,4.202504473228298,2.0577663826148473,0,821.2244221993775,663.4443219127278,62.50095954575704
16001011901,16,001,011901,817.0078799674831,803.542847643821,89.23871193004845,0.009662013127227718,107.12008428167958,21.14233630016647,4.013355396770759,2.001841152999104,0,935.2414531989133,776.4819903133836,72.13887953816582
16001011902,16,001,011902,472.80381587173815,759.8620151740761,67.16457213028164,1.9975692286747941,52.09907755488281,14.070389283417159,6.998808831363417,1.0008875498402792,0,626.9460232340949,707.7350712794571,21.137281059073544
16001011903,16,001,011903,311.9626233359974,211.97460303599826,24.997005074999795,0,24.997005074999795,10.99868223299991,0.9998802029999918,0,0,327.9607065839973,204.97544161499832,28.996525886999763
16001011904,16,001,011904,608.3759775108623,523.3577735305884,48.03992565462094,0,69.04739479094873,17.01003175938251,10.00177960507285,8.299040364209806e-4,0,623.4268586010113,509.3457312470966,66.03335065831139
16001011905,16,001,011905,495,602,72,7,62,32,9,0,0,544,648,62
16001011906,16,001,011906,458.79770759013525,771.2826971207893,76.63091489789569,1.9903527570665367,57.723035700314306,35.82690028750682,3.9808104018110075,0.9952288223722354,0,543.3907939519621,750.3832851797646,50.7558832833995
16001011907,16,001,011907,565,823,59,3,47,23,6,0,0,652,774,41
16001011908,16,001,011908,167.0503680619605,622.9740858685151,48.92846714080641,0.0024146113613192563,16.01300933546033,20.951578419615895,1.0053404797687442,0.0012073056806596281,0,233.03098957705447,571.0730602929062,27.9382549394094
16001011909,16,001,011909,292,951,69,3,50,27,1,0,0,409,910,24
16001011910,16,001,011910,350.01014162930693,1329.2401424990926,85.75742142952289,0.9971806985614409,70.79971688343933,48.8617723632455,6.980261330527256,1.994362583590492,0,551.4403674782325,1235.5052351411796,36.89564194747174
16001011911,16,001,011911,187,954,62,3,25,36,5,4,0,275,946,21
16001011912,16,001,011912,135,791,56,0,19,24,1,3,1,209,776,11
16001011913,16,001,011913,187,945,49,0,26,31,6,2,0,280,879,31
16001011914,16,001,011914,162,781,53,3,25,39,3,2,0,229,765,28
16001011915,16,001,011915,214.0964995269631,815.3263954588458,79.18637653736991,1.9552191737622202,26.39545884578997,66.47745190791548,3.9104383475244404,5.865657521286661,0,286.4396089561653,839.7666351308735,44.97004099653106
16001011916,16,001,011916,255.25889810649835,542.5016326734341,42.840933504248895,2.9801236600757264,26.857940563070848,27.8712634118903,7.936255037005054,1.0041159432221247,0.00920690559732794,315.07773358955006,545.4219114471272,34.771178336082585
16001011917,16,001,011917,162.8271198773721,604.4000378411,55.88604848386711,1.9971390579582142,25.975499680567868,30.937675168278282,2.9988815687150923,2.9883049627891887,1.9907930944026722,249.72064912862845,593.3004880177374,23.988937228535555
16001011918,16,001,011918,466.57358425982676,1220.2094495772815,72.76647199165724,2.019012203495455,47.59583399223666,29.39529502744383,11.050295657277228,5.011266071412212,0,640.4062143976455,1097.2811819612245,37.46315152831904
16001011919,16,001,011919,277.0964877098337,1034.9327495617815,68.17693587021517,2.984060256329727,45.31180496525764,37.70944582518385,5.987117103015032,1.007351145680294,0,417.0613071883278,963.1448659535026,46.984568630217844
16001011920,16,001,011920,234.02632849421556,464.2644979887045,27.89807666181248,0.0011915130834560235,27.88894172817265,11.959836369880314,0.9977783487355124,0.9957924935964191,0,328.6440909110994,403.5171841690447,20.921968812248085
16001012001,16,001,012001,878,403,59,1,160,8,7,3,0,1004,361,74
16001012002,16,001,012002,1077,641,81,3,188,13,6,1,0,1277,563,80
16001012003,16,001,012003,999,392,63,4,143,8,4,2,0,1136,339,67
16001012004,16,001,012004,909,406,78,2,132,16,19,1,0,988,397,98
16001012005,16,001,012005,1146,542,90,5,158,13,25,2,3,1237,494,112
16001012006,16,001,012006,1076,446,86,3,123,12,5,5,0,1165,445,88
16001012007,16,001,012007,861.086359865646,349.5134935849435,62.10590805189459,15.004814002358845,97.11072205425343,11.014442007076534,7.004814002358845,3.006418669811793,0,912.1280812194227,374.49584224296103,96.1363967335006
16001012008,16,001,012008,1080,494,111,5,105,32,15,4,0,1130,515,127
16001012009,16,001,012009,1171,638,110,5,142,29,14,6,0,1254,641,138
16001012010,16,001,012010,786,421,93,2,92,14,5,1,0,862,416,96
16001012011,16,001,012011,792.4510193637828,421.7078564584065,72.94946332100398,3.9972308669043275,129.91000317439062,18.986846617795553,13.990308034165146,0,0,912.3679453709127,387.73139408971974,76.9466941879083
16001012012,16,001,012012,598,324,46,0,72,19,5,2,0,632,318,67
16001012013,16,001,012013,696,346,66,1,93,5,5,3,0,769,310,69
16001012101,16,001,012101,1298,453.99999999999994,61,9,137,12,12,0,0,1405,413,80
16001012102,16,001,012102,1060,433,89,6,98,16,14,2,1,1116,377,105
16001012103,16,001,012103,640,321,30,4,66,13,4,5,1,669,302,46
16001012104,16,001,012104,815.8489266638437,448.71690966511403,97.50389611348376,6.964564008105983,90.53933210537777,8.954439438993406,4.97468857721856,1.9898754308874236,0,891.4641930375658,412.8991519091404,75.61526637372211
16001012105,16,001,012105,507.1510733361563,290.2830903348859,35.49610388651624,1.0354359918940168,77.46066789462222,4.045560561006593,4.02531142278144,2.0101245691125764,0,558.5358069624342,265.1008480908596,45.3847336262779
16001012106,16,001,012106,1572,784,123,3,220,20,17,4,0,1805,710,110
16001012107,16,001,012107,817.6825671120936,395.7897021482959,51.84004006908574,4.029475090143359,103.26742887616444,9.162112995788476,11.176850540860157,2.0294750901433596,0,896.3310190952475,356.76022705815257,82.10531588037598
16001012108,16,001,012108,647.3174328879064,320.2102978517041,56.15995993091426,1.9705249098566406,84.73257112383554,10.837887004211524,11.823149459139843,1.9705249098566406,0,690.6689809047525,318.2397729418475,73.89468411962403
16001012109,16,001,012109,599,456,66,9,102,14,10,5,2,725,442,67
16001012110,16,001,012110,397,169,30,2.9999999999999996,27,2,4,1,0,442,143,21
16001012111,16,001,012111,791,418,66,4,103,12,10,0,0,869,402,81
16001012112,16,001,012112,1113,659,93,6,125,17,4,2,1,1177,621,105
16001012113,16,001,012113,738,406,70,4,54,11,6,1,0,782,387,77
16001012114,16,001,012114,825,460,83,3,101,34,14,3,0,909,511,89
16001012115,16,001,012115,886.8885964071258,452.46929611742064,98.08432214783352,9.004598664657523,135.09961926166704,34.01647060626657,3.0080689010191524,3.001348572181288,1.0005304160450854,913.9415512352932,477.4433179096793,126.08323360687443
16001012116,16,001,012116,653.2914798401807,382.5850715272006,69.92416450888784,3.9956665433650196,77.91549759561788,12.985916265936314,4.994583179206274,0.9989166358412549,0,708.2318948114497,359.6099889028518,56.93824824295153
16001012201,16,001,012201,855,372,85,1,103,13,3,2,2,914,369,97
16001012202,16,001,012202,775,286,58,7,100,14,4,1,0,791,289,88
16001012203,16,001,012203,807,319,74,2,76,32,18,1,0,848,341,88
16001012204,16,001,012204,844,378,87,7,92,26,3,4,0,817,386,115
16001012205,16,001,012205,522,153,28,3.9999999999999996,55,9,0,0,0,509,161,41
16001012206,16,001,012206,1024,389,66,8,127,10,7,3,0,1126,344,88
16001012207,16,001,012207,1268.8123936687164,254.22843799343033,62.04045536211248,5.000408636079368,140.05916643468262,20.007371226240146,7.009170841696023,5.002766181941495,0,1258.8334465103371,268.23781315316603,136.09278503087145
16001012208,16,001,012208,1173,399,108,8,138,12,18,2,0,1188,377,140
16001012209,16,001,012209,666.8637198675308,216.95566298538859,60.987536599579286,1.9995913639206322,62.987127963499915,14.996935229404741,7.998365455682529,2.9993870458809484,0,690.8588162345784,225.95382412303144,79.98365455682529
16001012210,16,001,012210,948,323,65,5,91,19,10,4,0,974,317,103
16001012211,16,001,012211,1073.4283419805472,244.69369965842583,55.64879065591687,2.187363720153889,85.87368040769897,16.299780512040886,8.44967004795866,5,0,1024.379120989944,249.58128862736015,112.41007299439822
16001012212,16,001,012212,782.1476817808465,223.4704743941107,42.37714320035513,4.813419781242918,48.17276184348616,7.707216272727594,11.558107357795954,7.763003701251107e-4,0.0015526007402502215,755.1727954729682,220.5803025825218,87.65662803077188
16001012213,16,001,012213,97.96373672003214,9.839607791448504,2.1386169966504656,0.0013218964168850939,4.277821502819547,0.0013218964168850939,0.09758963542337011,1.468773796538993e-4,2.937547593077986e-4,88.09942200113518,10.838881926868767,7.841793907506245
16001012214,16,001,012214,678.6592439154109,204.818614346734,31.97301067384778,0.9992435001542507,56.95572874901271,8.990617891656731,9.988758416211757,0.9988758416211757,1.9977516832423514,653.6434282799515,200.82888965610013,80.943879024275
16003039001,16,003,039001,173.18172521597447,33.55864278017923,1.3983742410702495,4.013251383148222,1.5119826040918536,2.0095852715412814,0.04557858065521589,0.08665681928793058,0,132.45899661045135,43.69675715183875,23.27761690569144
16003039002,16,003,039002,369.8901989613259,77.00161921264358,17.660405499937475,1.993117216173327,22.612316994824106,0.9825717564604886,2.003612410798861,3.8708726821534434,0,322.0984713696809,87.11882344976658,64.59821387382736
16003039003,16,003,039003,414.9905631763976,85.58749868878893,18.432768088968544,2.8902024310103167,19.356632430320996,0.07874099759935983,3.8672365065140966,1.9213483146067416,0,383.2739121443621,108.6917623975632,55.08978643992955
16003039004,16,003,039004,37,3,0.9999999999999999,0,0.9999999999999999,0,0,0.9999999999999999,0,37,0.9999999999999999,1.9999999999999998
16003039005,16,003,039005,518.7804769325309,205.9163331112951,44.65262748837931,2.086740142084619,35.72681853096681,15.002179859051399,6.126565339910526,0.1256612024993768,0,556.5819431506571,205.2177739577886,49.221824742327144
16003039006,16,003,039006,47.66692641830121,13.617233364446639,0.23333739658594851,0.016607461811239017,0.1993338873045748,1.026575380485868,0.035777978032392015,0.005618513946989572,0,38.08147890068497,16.576241541125615,8.074157088239136
16005052834,16,005,052834,261,157,15.000000000000002,3,47,7,4,0,0,303,175,27
16005052835,16,005,052835,258.79642834088617,141.34266470925323,22.89353019938608,0.9953708782341776,36.82872249466457,7.962967025873421,2.9861126347025326,0,0,324.4909063043419,128.4028432922089,19.907417564683552
16005052836,16,005,052836,321,201,26,4,88,7,5,0,0,406,207,48
16005052837,16,005,052837,355,144,26,1,123,1,5,3,0,443,173,47
16005052838,16,005,052838,363.20357165911383,154.6573352907468,24.10646980061392,0.004629121765822437,109.17127750533544,4.037032974126579,5.013887365297467,0,0,487.5090936956581,132.5971567077911,35.09258243531645
16005052839,16,005,052839,398.10533910805907,250.3699255332209,35.569070283803555,3.4363356810508945,97.82954134607661,9.085288582284095,3.982779787072545,0.8850786376472579,5.291595722516089e-6,488.74155309000366,249.5799370406328,49.96466665250381
16005052840,16,005,052840,218.55558043217079,114.31398251275611,23.051619371368858,3.0061930545812894,30.13022876886592,1.0124125671411912,3.99997883361711,3.99997883361711,0.9999947084042775,249.68373426631817,137.29937330419477,17.064068979680105
16005052841,16,005,052841,163.6160087426625,124.52696394925296,13.412338488658786,0.5587415775920931,44.105015859495595,3.915001982817482,5.017241379310345,1.1149425287356323,0,199.94056285226992,132.33283196362666,24.00175188519874
16005052842,16,005,052842,217.72307171710764,165.78912800477005,25.9669718561688,0.9987296867757232,50.935214025561876,9.987296867757232,0,0,0,287.6341497914083,166.78785769154575,23.969512482617354
16005052843,16,005,052843,267.0045156865776,225.00242687968472,34.00015696236767,3.0000362220848467,42.00055540530098,15.000144888339387,1.0000120740282823,1.207402828220385e-5,3.0000120740282825,315.00480546325633,247.00248724982615,39.00048296113129
16005052850,16,005,052850,334.71087514193766,138.88003476038608,9.99136940722202,2.997410822166606,114.90074818305322,5.994821644333212,4.99568470361101,0,0,419.6375151033248,158.8627735748301,34.96979292527707
16005052851,16,005,052851,500.2891248580623,219.11996523961392,37.008630592777976,3.0025891778333937,105.09925181694676,7.0051783556667875,4.00431529638899,0,0,577.3624848966751,247.13722642516987,48.03020707472293
16005052852,16,005,052852,298,124,25,3,41,4,3,3,0,317,162,31
16005052853,16,005,052853,465,218,38,5,104,30,13,3,1,552,253,69
16005052854,16,005,052854,475.489606739398,111.22356621319231,23.820125279711345,0.9943058900047231,112.1455102941518,0.9993310156328639,5.954780063646429,0.0010050251256281408,0,569.7737919179874,129.0919265046341,40.698199781650935
16005052855,16,005,052855,502.0841108575084,202.69010359677696,34.6062747486538,5.195132999152002,125.53633154611235,5.503638352352227,3.302183011411336,0.205670235466817,0,628.115618611633,213.594545183748,33.39125271650769
16005052856,16,005,052856,391.6361094439597,157.27208544664643,14.056182839773095,0.010537236314815193,57.204960371394165,4.007321386988609,1.0055183794573375,0,0,426.8671867756998,173.28029652197122,31.03408569108487
16005052857,16,005,052857,453.96865475282374,122.91795340952956,23.32673554079968,1.7943578021499518,59.213036436487265,4.486034693458723,2.691550722033312,1.7944138773834895,0,482.67910856525896,130.99138593930005,47.550299512464726
16005052858,16,005,052858,254.0027950819078,106.00089240566935,19.000117864899725,2.000008418921409,44.000370432542,4.000058932449863,3.00008418921409,0,0,281.00284559543627,121.00120390576149,35.00043778391327
16005052859,16,005,052859,331.997253953896,105.99920438674339,13.999888957472978,0.999992007476885,43.999631912648624,6.999944265537342,9.999916663582498,1.279194881958752e-6,0,337.9972213490959,142.99887689671522,51.99957074405261
16005052860,16,005,052860,229.91930293988358,453.84071102046585,31.988772582940324,1.9992982864337703,10.996140575385736,14.994737148253277,3.9985965728675406,5.997894859301311,0,313.8898309701019,378.8670252791995,39.9859657286754
16005052861,16,005,052861,285.8139549319804,56.69251127565547,6.001173995395407,1.9850385896477747,92.19834902229793,0.03019637627020658,5.008635839686964,0.9859968881973772,0,340.2351004600283,79.72102847423015,38.717721416181796
16005052862,16,005,052862,379.4465623822376,49.946590705477675,15.892519530983215,3.9622796713057857,82.23538686532842,5.968013319556053,15.846225295505805,0,0,416.98550392467706,112.41398006003723,36.76031242140803
16005052863,16,005,052863,347.47874970515034,101.05175250911476,28.915927588730366,4.012298557364659,75.207071944738,1.035155556408463,2.985697912174142,1.0009359115366783,0.992381000318732,372.39948855895193,173.29879127533246,36.04224772653836
16005052864,16,005,052864,459.0019935744411,156.85034070246456,19.0424985195583,1.0214748413295933,27.427519271855697,10.007618449397016,3.0887927550357115,0,0,433.30871990203775,194.12708492191223,47.089416820469225
16005052865,16,005,052865,516.8225246858115,128.085908642151,15.374581727626841,0.12205234516714175,90.02532276147974,5.107472651542885,11.999771627242701,0.024630733350608967,0.0011013215859030838,536.1130923087075,197.2023443236419,57.78169250330799
16005052867,16,005,052867,372.86834056513953,93.98165437404718,15.653595082662994,5.080173112749171,91.12725963277069,5.012435544528774,1.2047775617853416,1.140740415270984,0.0038106537465936717,386.5607184175881,184.89233216019898,37.86592614381347
16005052868,16,005,052868,57.045074905692026,7.003908219720589,3.001563286525709,7.816432628544895e-4,5.0145906924069745,0,0.0010421932880173594,0,0,55.05758119108506,8.002084410420254,5.006774232527893
16005052901,16,005,052901,234.7122483528737,143.328381166304,14.429031661037317,1.923870888138309,39.439353206835335,7.695483552553236,0,0,0,256.83676356646424,145.25225205444232,31.743869654282097
16005052902,16,005,052902,339.5481620073089,199.42283192320062,22.283949857196074,0,77.26823990328417,7.0799723919898545,5.012439509563441,2.00637321531875,0,411.8948688196342,222.43397844247338,37.251884189572024
16005052903,16,005,052903,253.1953137648346,174.82533569476675,23.252630855954198,0,43.921636061246815,0.8612085502205258,4.306042751102629,0,0,308.31266097894826,172.24171004410516,16.36296245418999
16005052904,16,005,052904,280.6066637489212,330.1857177806843,31.075957850394953,0,47.446850412238675,19.299283143327774,0.9809849923765537,2.889552193095778,0,313.74168755504,351.3450201392459,42.57590904019565
16005052905,16,005,052905,299.9709800148708,234.97785102051202,19.998206920535242,1.9998848264013604,26.997682903923593,15.998416240077493,4.999507046366875,0,0,296.97187297245347,282.9731628237096,45.995458518278745
16005052906,16,005,052906,187.69858413675507,253.61695094748356,23.180533421986766,2,41.80769180241723,16.73783338874173,6.036891669437087,1.1106750083112593,0,220.95290089761602,280.4285676750995,34.623233455231805
16005052907,16,005,052907,250.04772819570962,252.57700348035803,32.08936124874151,9.400085419382469,51.966220177013504,10.077977687557201,3.332895009574234,0.283845864912306,0,308.3992372735021,287.91748013623743,29.711695092311935
16005052908,16,005,052908,153.2864782921716,177.1190804008858,22.301020482768976,2.09005010967028,27.440667581639598,10.19291041993418,3.073258361659771,3.0316698545991083,0,179.33959804437075,196.09998480884568,20.193361632175286
16005052909,16,005,052909,247.17214092753986,181.82778183175347,47.35098485201913,6.629137879282678,42.615886366817215,15.152315152646121,4.735098485201913,3.7880787881615303,0,297.3641848706801,216.8675106222476,41.66886666977683
16005052910,16,005,052910,392.9444444444444,195.53216374269005,18.801169590643276,3.760233918128655,68.62426900584795,11.280701754385964,9.400584795321638,3.760233918128655,0,421.14619883040933,238.77485380116957,47.94298245614035
16005052911,16,005,052911,409.493115195806,220.35771061335106,33.04446120617923,4.004041927834476,56.113173979365314,20.024251567006853,2.008083855668951,3,0,450.5618279689921,251.4223814587027,47.08488048452398
16005052912,16,005,052912,381,152,27,0,52.00000000000001,6,9,0,0,408,180,46
16005052913,16,005,052913,282.9303729011039,154.41622464672926,23.90960897755808,3.984934829593013,29.887011221947596,7.969869659186026,5.97740224438952,2.98870112219476,0,286.9153077306969,168.3634965503048,46.8229842477179
16005052914,16,005,052914,368.5979781026112,231.9910817991333,29.46185136242483,4.120651882721039,65.35901691652604,16.299107625416287,0.4587497636696721,3.1363638884077467,0,380.8013953310664,278.39429045611195,55.49117548763313
16005052915,16,005,052915,252.00638701109324,111.00950262626067,17.001194319147515,2.000051926919457,58.001557807583715,10.000519269194573,2.000051926919457,1.0000519269194572,0,247.00763325716022,163.01095658000548,59.00160973450318
16005052917,16,005,052917,244.5765119030901,177.22606473991968,22.045929816262692,2.0110232425725116,55.99981479868709,12.005878773807122,4.01451389994153,0.011298877805240328,0,278.52286430031097,209.21412199099254,42.09213526775812
16005052918,16,005,052918,355.3143492716367,206.12622208605362,29.011255472641725,2,94.04582585289845,5.003215849326207,7.000803962331552,4,0,440.342487953241,214.13908548335843,46.0249228322781
16005052919,16,005,052919,200,140,24.000000000000004,2,42.00000000000001,9,1,6.000000000000001,0,243.00000000000003,166,29.000000000000004
16005052920,16,005,052920,215,167,45,2,37,5,7,1,0,273,167,43
16005052921,16,005,052921,256,168,32,1,67,18,4,3,0,330,201,35
16005052922,16,005,052922,260,215,50,3,75,6,2,1,0,305,258,50
16005052923,16,005,052923,198,180,28.000000000000004,1,51,9,4,3,0,235,205,27
16005052924,16,005,052924,114.22372881355932,136.9220338983051,17.572881355932203,0.7322033898305085,26.359322033898305,11.715254237288136,2.928813559322034,2.1966101694915254,0,142.77966101694915,150.10169491525423,20.501694915254237
16005052925,16,005,052925,164.7644677982102,233.0604049631081,29.424911506431204,1.2677006476635526,39.63779909092353,14.283786137652475,2.071090478172027,1.8032938680025357,0,199.20623249467783,265.87805699599267,38.49533024706166
16005052926,16,005,052926,102,253,30,0,24,21,6,0,2,148,288,24
16005052927,16,005,052927,183,256,26,1,37,6,1,1,0,260,216,14
16005052928,16,005,052928,462.80270029029475,328.00231833400727,66.0908341021427,0.8410361041108189,80.32996772818025,17.242365586467354,4.247335926335,1.2725391350413928,0.28034536803693966,559.755189897529,330.4087305092347,65.74104883687521
16005052931,16,005,052931,125,249,33,1,46,16,1,1,2,157,283,33
16005052932,16,005,052932,177,208,19,0,53,2.9999999999999996,0,0.9999999999999999,0,233.99999999999997,203,26
16005052966,16,005,052966,324.3757089486003,179.6707203428376,13.847846027206545,2.273891106666356,43.28859982012485,9.085426998556478,1.4943802830088133,0.7374102317330667,0.7223495822835494,352.2811860244825,183.45782690254592,33.34200889224464
16007072905,16,007,072905,155.69002407573709,10.782727906299302,1.919091542662938,1.1872727272727273,18.361827051826587,1.1872733608447563,3.457273360844756,0.10454545454545454,0,166.4800304114574,12.597273994416785,10.573642065784624
16007072916,16,007,072916,50.057242013240376,9.282638900710063,2.0514308004459227,1.0182633045918599,8.201399717739735,0.003316749585406302,1.0066334991708126,0.002771018611880332,0,57.037929610445715,7.352333005747846,5.230116638317088
16007073201,16,007,073201,294.6045454545454,42.086363636363636,8.059090909090909,1.790909090909091,48.35454545454545,1.790909090909091,4.4772727272727275,0.8954545454545455,0,311.6181818181818,49.25,40.29545454545455
16007073202,16,007,073202,235.4550898203593,28.40119760479042,9.161676646706587,0.9161676646706587,48.55688622754491,0,2.748502994011976,0,0,276.68263473053895,28.40119760479042,21.98802395209581
16007073203,16,007,073203,284.86842105263156,47.556390977443606,8.979323308270676,2.0648496240601504,38.607142857142854,1.9398496240601504,0.9699248120300752,0,0,303.35714285714283,45.491541353383454,39.046992481203006
16007073206,16,007,073206,56.83703349282297,8.574518113465482,2.042494873547505,0.9569685577580315,13.676493506493507,0.08196855775803144,0.09552973342447027,0,0,71.54467532467532,7.661185919343814,3.0839166097060833
16007073207,16,007,073207,105.54255319148936,9.037234042553191,2.015957446808511,0,13.159574468085106,0,0,0,0,111.65425531914893,11.047872340425531,4.037234042553192
16007073208,16,007,073208,147.23688098256042,16.524349840465053,1.7638707985488875,0.08383233532934131,29.624135670265307,1,2.251497005988024,0,0,170.63707329865815,13.375444730976003,10.71416582892609
16007073209,16,007,073209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007073210,16,007,073210,33.308029197080295,1.0744525547445256,1.0744525547445256,0,11.818978102189782,0,0,0,0,38.68029197080292,3.2233576642335766,4.2978102189781024
16007073211,16,007,073211,274.44689988707717,22.706038479866095,2.9616571930260127,2.9616571930260127,25.66769567289211,0,0,0.9872190643420042,0,279.3829952087872,28.629352865918122,21.71881941552409
