GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PRECCOP,G16PREIMCM,G16PREISTE,G16PREICAS,G16PREIFUE,G16PREOWRI,G16USSRCRA,G16USSDSTU,G16USSCWRI
16001011508,16,001,011508,640,481,53,6,86,20,7,1,2,660,484,78
16001011509,16,001,011509,943,727,128,4,82,35,6,6,0,1015,729,111
16001011510,16,001,011510,490,389,85,4,31,17,9,4,0,508,398,66
16001011511,16,001,011511,451,341,45,3,44,21,0,1,1,462,340,64
16001011512,16,001,011512,422,343,72,3,42,21,4,4,0,456,338,74
16001011513,16,001,011513,506,386,71,2,44,22,3,3,0,523,393,60
16001011514,16,001,011514,504,340,58,6,69,18,10,3,0,580,325,49
16001011515,16,001,011515,404,229,45,1,32,7,1,1,0,448,197,38
16001011601,16,001,011601,792.6595068799182,821.1495286407225,71.04702594818527,1.845665953362098,49.83452693295133,16.60654827775668,4.613101876285153,0.9225430656482968,0,897.8543487126408,727.0395058733953,63.66494195680238
16001011602,16,001,011602,570.9309249912635,751.308879885531,82.46470886872378,2.064076515666703,64.43301530456014,28.60447235718942,5.140417642381236,2.078475278297279,0,649.667380159245,705.1706404182121,69.13597313719022
16001011603,16,001,011603,612,1004,128,1,81,42,7,3,0,719,990,82
16001011604,16,001,011604,423,700,62,3,43,28,8,3,0,476,683,44
16001011605,16,001,011605,350,668,81,4,42,60,4,2,1,417,686,61
16001011606,16,001,011606,286.00542566902965,682.0050389105448,65.00078456721202,3.000044200969692,33.00035360775753,38.00029835654542,2.0000994521818063,4.000088401939383,0,318.00538146805997,699.0052378149085,50.00088401939384
