GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRLIT,G18GOVDJOR,G18GOVLBOE,G18GOVCBAY,G18GOVOWRI,G18LTGRMCG,G18LTGDCOL,G18SOSRDEN,G18SOSDHUM,G18CONRWOO,G18TRERELL,G18ATGRWAS,G18ATGDBIS,G18SPIRYBA,G18SPIDWIL
16051513503,16,051,513503,1261.1050734577243,186.67377793887096,19.944219541491144,30.862452344363458,0,1279.956136809328,205.61856020792445,1283.9521660715286,197.604461136952,1339.9255485463577,1334.8923468162304,1312.9648973737599,160.69720075859613,918.902903151619,568.7003554780031
16051513504,16,051,513504,444.6671103647977,93.26107106104337,6.041424632700079,19.073754313000954,0,460.02936277128214,97.71217683925065,453.13722315578013,102.75473834100063,483.27027224520646,478.992005973172,461.04057158124465,86.25782033443022,301.0522246222288,245.3954523106441
16051513505,16,051,513505,395.07079524170246,80.43358792251264,0.9531364340593621,8.712521990888769,0,383.7759337798901,91.21552626024506,384.4778204298762,80.83190666404491,382.86261523856257,385.0436284544311,395.3540996860256,71.75716982902334,286.9964096557429,181.39971912402106
16051513506,16,051,513506,595.9004907467628,97.59094582076904,10.859378387433729,14.862886536983385,0,583.1631092453537,134.91712489406572,592.2682354796113,114.06665484144347,630.160133230848,625.1645873982538,606.050690790122,96.47515717692505,417.1902481326002,294.0517944776208
16051513507,16,051,513507,462.72373387845994,116.38526162550477,7.824336751292883,13.690200002099864,0,458.8124868421831,133.00333214619735,477.37684486498483,111.50134990120814,525.2739587402117,518.4346937813315,485.21167233992594,108.55001646299814,332.60235371522907,258.2407268831263
16051513508,16,051,513508,408.4758674586636,62.157058862606895,2.9751911792167465,8.329585152884201,0,416.02993584106406,64.09367079029029,411.9941252611406,60.90975560881745,435.7127749872401,429.55718954425913,425.4420625045621,50.76405955420118,297.1847224729042,177.58333360786048
16051513509,16,051,513509,175.66387499200292,36.56768389140272,0.3423243932986349,2.3268251623203615,0,181.66055097764692,32.245916711786435,172.82334645887744,37.83699532255231,158.89745231082978,162.55387222597045,176.67212381318296,32.87584388130053,125.58300135149953,87.96024094783401
16051513510,16,051,513510,186.8602319104432,38.80989874840019,5.0529287015995354,7.166528478330339,0,194.99644514551784,38.847767402112105,199.93571924198065,34.8933153897115,204.20075704665356,206.16284572553596,195.00400874209333,40.749245966721695,137.61111607667675,91.13471322389911
16051513511,16,051,513511,415.69587011892986,85.25465529032428,7.088043547570304,13.100721443617852,0,420.3466055565623,91.31354341309549,424.66788929951286,81.01716142289521,447.38539483685696,444.0129090269222,428.2285828146066,73.17431270514506,300.6733590791363,206.83104500326485
16051513512,16,051,513512,136.16987373941166,13.821520468107249,0.0038734072149894713,5.922955428158108,0,141.10502436167423,11.853657670746195,141.11083447249672,6.922380455698593,132.24383166272702,136.18730407187908,139.13909826792067,9.874174651740173,111.49605733170618,37.519152291562165
16051513513,16,051,513513,169.95020188425303,11.197846567967698,0,6.0847913862718706,0,174.02086137281293,14.169582772543741,171.02086137281293,14.098923283983849,172.8936742934051,173.95020188425303,175.99259757738895,9.141318977119784,135.59690444145357,50.537012113055184
16051513514,16,051,513514,315.1369258610516,87.58700763759903,8.57745520733618,10.008789374901518,0,333.4985428243567,86.06922847288985,327.8757733028416,85.24801679768369,358.7532509634602,355.44469940997766,342.0979496318137,70.65007878968518,242.11490829367534,172.17366721308403
16051513515,16,051,513515,335.04051844854007,45.00559029128127,2.0014911170286935,9.001898332912933,0,321.0441255731594,59.00770518081088,325.04398670859007,58.007089668072645,346.0467689055562,343.04648291665484,333.04474934566036,45.00637056593795,273.0301864548578,114.01815014171335
16051513516,16,051,513516,446,46,10,3,0,432,65,443,50,440,446,446,50,297,194
16051513517,16,051,513517,870.4072442928903,165.3305394889005,12.348726882451436,13.095998773418797,0,880.3039705620512,172.57963011922297,878.9054255535352,167.8785388756099,942.6490599657924,946.3999693354699,902.3537886881156,141.9319944803846,599.1872534922493,448.0487115501864
16053532501,16,053,532501,396.39109852716115,102.21115945465225,6.997172566005616,13.00647031752589,0,397.3840661703505,119.20864721850785,415.36726917308545,94.21794928581153,455.5086526165284,455.5219514909542,418.41105700979756,93.16434792754767,350.2565524090971,162.33669099551668
16053532502,16,053,532502,259.3478443764402,76.7197913299974,4.102150439409529,8.012070415751802,0,264.2539427593195,84.67840615689167,266.38020885517244,76.55564021453415,299.9368384682444,302.8141375399796,274.5035154188,67.44992460753647,223.21625268556224,122.68949664915759
