GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHUT,G18GOVDHEN,G18GOVLWES,G18LTGRGRI,G18LTGDBLA,G18LTGLGIL,G18ATGRRUT,G18ATGDLEE,G18ATGLHIC,G18SOSRTHU,G18SOSDINM,G18SOSLOLS,G18TRERMIL,G18TRELEWA,G18AUDRLEA,G18AUDLDIN,G18LNDRLAN,G18LNDDWIL,G18LNDLCAM
05145000018,05,145,000018,28.000000000000004,7.000000000000001,2,32,5,0,29,7.000000000000001,1,27.000000000000004,10,0,30,7.000000000000001,32,5,28.000000000000004,9,0
05145000019,05,145,000019,360.8677080854585,71.80218876090859,10.67391518715001,365.35630579717457,72.76106886751587,8.43271326290551,348.937189233551,84.69778158265039,13.213312019530461,347.6224840498212,89.27019896621859,9.041962155617298,363.1603463154625,77.58643871668752,369.92872318074274,73.68756560803055,350.7325525455938,84.78779511772959,10.686774263589895
05145000020,05,145,000020,116,12,1,120,9,1,115,14,2,113,18,0,117,14,119,12,113,17,1
05145000021,05,145,000021,159.60919540229887,27.367816091954023,10,168.60919540229884,27.367816091954023,1.0459770114942528,163.51724137931035,30.50574712643678,2,160.5632183908046,32.41379310344828,4,173.5632183908046,22.413793103448278,170.51724137931035,24.45977011494253,162.51724137931035,29.45977011494253,4
05145000022,05,145,000022,69.43855890187028,12.421453213623353,0.2155653410644932,68.92436383595485,12.935648279538784,0.16584158415841585,65.91257865980504,14.00587501413016,0.2155653410644932,66.2108484108689,13.541763678907877,1.1863445618437138,69.16043587101137,11.732560613882288,63.00522648023033,16.008842043271905,65.72999397183384,13.595251025993202,2.700608701825013
05145000023,05,145,000023,104.82126696832579,16.653846153846153,3.918552036199095,106.78054298642535,17.63348416289593,0,104.82126696832579,20.57239819004525,0.9796380090497737,99.92307692307692,22.531674208144796,2.938914027149321,108.73981900452488,14.694570135746607,109.71945701357465,13.714932126696832,102.86199095022624,21.552036199095024,0.9796380090497737
05145000024,05,145,000024,289.74116413197595,38.9056918397494,5.5643524666144595,290.6733051186217,35.209691839749404,7.4123524666144585,278.64502314533013,46.313973813040974,11.112422959937351,285.10895265200725,37.99797381304097,8.344493453260243,297.1453756119446,32.44583282639518,296.2132346252988,32.44583282639518,283.26095265200723,41.69804430636386,9.260352466614458
05145000025,05,145,000025,70.01170972732449,6.0021228160646745,2.0002739117502806,71.01136733763664,6.002465205752525,1.0003423896878507,68.01116190382393,8.002807595440375,3.0002054338127104,65.0105456023858,9.003560852753647,2.00006847793757,71.01225755082505,6.001985860189534,69.01218907288748,8.001848904314393,64.0103401685731,9.003560852753647,4.000273911750281
05145000026,05,145,000026,163.7082957175608,49.99482200228843,2.9408830541813127,163.70837168507833,50.9750657086705,3.921145752442769,160.7674316552589,53.9159677547312,3.9211647443221582,158.80677331558022,54.896306420510214,2.9409400298194797,168.60983711142075,47.05390096434834,172.53094488010473,43.13277420378496,152.925026199097,57.837246450329694,4.901446434463003
05145000027,05,145,000027,15.049077448188397,5.973514642776381,7.279139387204669e-7,15.030047780302818,5.973516826518197,0.019027484143763214,14.942383986812603,6.015422595168152,0.006342494714587738,13.071492835853306,7.873630212526152,0.0419057686499547,15.938196520915023,4.098777058938288,14.98565177312858,5.936591534916807,13.065148157396901,6.955290360578745,1.0021535729891315
05145000028,05,145,000028,61.82947602848291,9.228495505243009,1.209853845578633,63.06494355090168,7.1640253433034555,1.1262408981765568,61.662250133678754,9.490934201561624,0.19042560302892614,57.844561891183176,9.395721400047162,3.095498258601648,61.9014891217726,8.339079626544928,63.05334369678929,7.187225051528229,58.90120366468541,10.308336986970017,1.1262408981765568
05145000029,05,145,000029,50.62715244942217,3.987543774626058,5.934172341000746,52.60772420687246,3.9800008432759233,4.945772195113132,48.65035215764694,7.94114435817651,3.953600583550452,50.6120665867219,5.964344066401284,2.9765148346880412,50.62715244942217,6.94897274661383,51.61932406098485,5.956801135051149,49.62743790650935,4.979715386188738,4.945772195113132
05145000030,05,145,000030,85.50110050886157,10.59441508273262,2.397363075894073,84.98113581110698,12.656790565574585,1.6429070630029967,84.4116569029184,11.717357447981017,3.8392775830658046,83.69069964933253,13.226269473763171,3.017824051564306,86.25555652175265,12.82428436210064,86.49004783688913,12.690289324879796,86.50753114506557,11.717357447981017,2.397363075894073
05145000031,05,145,000031,350.2811199472903,62.946902281892825,15.273615551106923,360.4586425526361,57.927244588500386,14.147399954799198,344.27615828571845,65.0981188994396,22.15875546659445,343.27488606480256,70.09824612153119,17.169220423748598,368.5141478906965,55.976516044073065,368.6399818207295,56.8707214737073,342.2118418776945,67.18056633575694,19.13871610692725
05145000032,05,145,000032,1133.1409254246241,188.2671415054524,21.533250692744872,1137.9188048980911,180.36182894830353,23.596797302295744,1117.6687097008303,205.2023171676968,22.06882700291644,1097.627304689838,219.5020610322458,25.54025405300976,1165.0530983874594,166.04314848825405,1176.6278127876344,154.35919649139717,1096.4231918769958,214.14317812848034,21.922789544656958
05145000033,05,145,000033,40,10,2,39,9,4,40,10,3,35,16,1,40,10,39,11,35,13,3
05145000034,05,145,000034,501.49632798559685,80.97470196179924,9.262968861059704,511.5790640063409,72.87982682450195,9.218275836939307,500.32602505331585,82.15902257385315,10.232100026972091,505.1744674682817,81.33294856934901,7.225836978955391,529.8386627204417,58.71877010771643,535.0995595285418,54.457127507746584,499.1822377297505,82.1484188378424,11.285696083911091
