GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOMCM,G16PREGSTE,G16PREIHED,G16PRECCAS,G16PREIKAH,G16USSRBOO,G16USSDELD,G16USSLGIL,G16USSOWRI
05085000049,05,085,000049,443.50479212976757,94.37002073179717,25.022654999876263,4.96102969004261,3.000955424728015,4.075805925512325,1.008643288914735,1.0071906032182358,395.09030618559706,119.50587207743934,45.18998882056067,1.9879540787237828
05085000050,05,085,000050,413.8402477464831,59.832333193249305,19.944104842663418,4.9860264773124126,5.983231132823156,1.99441144419395,1.9944109109008346,0.9972051888038594,348.02469355297984,110.68980635493598,38.891007696281676,0.9972051888038594
05085000051,05,085,000051,136.24714664477972,73.31193579606327,7.358000963771121,1.8388423143614339,0.016667473394104772,0.9189825394598194,8.77235441794988e-4,1.835333372594254,117.89381291883718,92.58776100323281,6.448668014171046,0
05085000053,05,085,000053,68.66752252332773,139.142497525228,3.9775810352995706,0.9943952588248927,0,0.9940158905423043,0.0011381048477652166,0,44.79065526305266,154.07625671688305,4.971217557559286,3.7936828258840547e-4
05085000054,05,085,000054,22,123.99999999999999,1,1,4,0,1,1,29,113,1,1
05085000055,05,085,000055,99,94,5,2,0,1,0,2,74,124,6,0
05085000056,05,085,000056,197,91,1,0,1,1,1,1,157,125,3,0
05087000001,05,087,000001,641.603935320103,182.74941999554326,25.537441243548038,3.3995882930977555,6.330058656511657,9.134806302541103,5.151575716589527,2.922643859165387,586.2781949603911,261.54869282867446,25.94807435875222,0.71770186216183
05087000006,05,087,000006,580.2003023965309,274.40038089632236,14.016010248100283,11.968723021610575,19.69236971011004,8.962630529319616,1.9884876853716167,1.0385482589486075,524.6393635746809,348.96562065908927,37.79472257226459,5.998282851207042e-7
05087000009,05,087,000009,398.35274119294354,117.84112975308089,18.880816695937074,1.4130450197877344,4.156219328363354,5.201990515238086,1.1574344023323615,0.8126030392408509,360.08299291990164,161.0809163953121,28.189937968168973,1.8552321464431068e-6
05087000010,05,087,000010,784.422639417192,225.61467374696437,16.877370268143178,6.127260600869403,3.018134521289071,4.995939902705059,3.9585792088585334,1.0017061607155036,731.8177918103494,276.63999528363445,39.33194384834335,0
05087000014,05,087,000014,892.3762291220936,248.42975905746474,19.35534168118838,9.324246368624829,3.559202487606695,6.0445570441824295,3.288121657883618,2.914376442354446,843.6357053695168,307.8456563653095,35.546418402681155,1.2719812575925804
05087000019,05,087,000019,1173.376427209339,333.54077269935334,33.09867572114312,9.948372927743728,11.307260767799338,4.677637799582349,6.401300625163307,5.303432571194419,1045.35870877014,451.39322114769817,66.41927787951275,0
05087000021,05,087,000021,112.4633714112653,48.12059453984839,5.011141886833819,0.003932430647230273,3.001966215323615,1.0006554051078718,0.0026216204314868483,6.554051078717121e-4,108.40635116688046,51.16581749229154,8.022939178775509,0
05087000022,05,087,000022,66.96025394271193,35.978643909516855,0,1.9988135505287141,0.9994067752643571,0.9994067752643571,0,0,61.96322006639014,42.97449133636736,4.997033876321786,0
05087000023,05,087,000023,131.30139685188885,42.48261088319035,3.9333899352909274,0.7996752703723383,0.014996865362484055,0.7746804947681982,0.019995820483312072,0.004998955120828018,120.86062774096101,51.29403572264855,4.023371127465832,0
05087000024,05,087,000024,128.97597190975256,71.5956319075287,6.862111644101179,1.9597840952607886,1.9527802989322287,0.9820284031409593,0.9768570587310739,3.0540865311238916e-4,120.0942899229494,83.38892056913582,9.79748139589129,0
050890MAP01,05,089,0MAP01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
050890MAP02,05,089,0MAP02,245,69,3,1,2,0,0,2,232,62,24,0
050890MAP03,05,089,0MAP03,192.09952606635073,70.0414691943128,4,3,1,1,1,0,185.09004739336493,67.04502369668246,15.003554502369669,0
050890MAP04,05,089,0MAP04,62.00000000000001,44,2,2,2,1,0,0,62.00000000000001,40,7,0
050890MAP05,05,089,0MAP05,88.99994206621622,35.999976566109936,0,0.9999993490586093,0.9999993490586093,0,0,0.9999993490586093,85.9999440190404,37.99997526422716,2.9999980471758283,0
050890MAP06,05,089,0MAP06,597,236,20,3,7,2,3,3,615,207,38,0
050890MAP07,05,089,0MAP07,0,0,0,0,0,0,0,0,0,0,0,0
050890MAP08,05,089,0MAP08,694.5948701563804,137.45814296110905,16.91216784706321,2.0061167616308997,10.837012975486802,2.9589257503949447,0.015730337078651686,1.9589257503949447,662.7692244883469,131.6552106075936,55.3157143617871,0
050890MAP09,05,089,0MAP09,307,69,4,2,4,0,6,2,309,61,16,0
050890MAP10,05,089,0MAP10,98.74111645203504,19.74822329040701,2.9622334935610515,4.937055822601753,0,0,0,0,97.7537052875147,16.785989796845957,7.899289316162804,0
050890MAP11,05,089,0MAP11,54.13453679919304,12.413936471182932,4.046470351184474,0.0471206248551134,0.01898444921647361,1.0061315315025576,0.025312598955298148,0.006328149738824537,57.086553921080274,7.3866471874512,5.137691405975092,0
050890MAP12,05,089,0MAP12,12.950193131460164,5.190170000368002,0.028509860284251544,1.047464301237257,0,1.5639770948685375e-5,1.5639770948685375e-5,0,14.940700271212712,3.1616445003128013,1.0760210808343547,0
050890MAP13,05,089,0MAP13,26.860998497179313,7.409930619911535,0.9262413274889418,0,0,0,0,0,31.492205134624026,2.7787239824668255,0,0
050890MAP14,05,089,0MAP14,0,0,0,0,0,0,0,0,0,0,0,0
050890MAP15,05,089,0MAP15,57.999092893284974,19.999687204581026,1.9999687204581027,0,0,0.99998436022905135,0.99998436022905135,0,57.999092893284974,16.999734123893873,4.999921801145256,0
050890MAP16,05,089,0MAP16,486.5541595396084,131.1109623462475,21.01571108196915,9.008075442515057,6.004903320946638,0.0034294045671385415,4.005664004845508,2.0013910802325525,495.5470194014031,118.0964735803302,37.03513945515405,0.9999750790211754
050890MAP17,05,089,0MAP17,349.8377188045194,83.45507785084772,11.915505762444988,2.9842461537342615,4.972550319974211,1.9847243574912725,0.9923621787456363,0,337.90073418958235,78.51474580961158,32.77659036859541,0.9923621787456363
050890MAP18,05,089,0MAP18,148.85398326387917,27.488295998449985,2.0802997078733596,2.011559316584086,3.021157885503311,0.015275642508727434,0.007637821254363717,0,140.8077459975428,33.41604445064115,8.206631512677983,0.007637821254363717
050890MAP19,05,089,0MAP19,254.43499160531587,55.51471521901341,12.164797282175929,2.788430697037757,1.9909441642774817,0.0648294069314799,0.352356517816765,1.7183867573454938,252.10679524992756,52.954298351731936,15.938941566737292,0
050890MAP20,05,089,0MAP20,161.0166476595799,34.70992424773348,4.7539930809956745,4.844271433941348,2.7879382513904907,0.27272727272727276,0.710300142075319,0.27272727272727276,163.54756974751368,35.763549716805024,6.670754783096223,0.010652463382157125
050890MAP21,05,089,0MAP21,26.19153192081387,0.7294524108718344,1.4547855872071862,1.8173093543305855e-4,0,0.7273322166251155,6.057697847768619e-5,0.7273927936035931,24.00953527093852,3.6382966615444747,0.7279379864098923,6.057697847768619e-5
050890MAP22,05,089,0MAP22,9.999999999999998,4,0,0,0,0,0,0,8,4,1,0
050890MAP23,05,089,0MAP23,121.52473180214558,38.89781481748146,2.0406436748506014,3.0346497228022176,1.0334797321621427,0,0.013157894736842105,0,113.7437360501116,37.91696666426669,13.850295197638419,0
050890MAP24,05,089,0MAP24,135,22,5,0,0,0,3,0,133,23,6,0
050890MAP25,05,089,0MAP25,277,75,9,4,1,1,1,0,263,73,23,0
050890MAP26,05,089,0MAP26,341.82198295172,68.14006970461578,10.022167025121162,4.961154640354868,2.976692784212921,1.990986624117039,3.9689237122838947,0.9922309280709737,338.24128368313234,59.80080507761724,22.853935185507854,0
050890MAP27,05,089,0MAP27,4.982571879168566,0,0,0,0,0,0,0,3.9860575033348518,0,0,0
050890MAP28,05,089,0MAP28,126,32,6,1,0,3,0,1,123,30.000000000000004,11,0
050890MAP29,05,089,0MAP29,6,1,0,0,0,0,0,0,4,0,2,0
050890MAP30,05,089,0MAP30,310.95534785635056,88.98702036268622,9.998698139932866,5.999129168435951,3.9994194456239676,2.9994524398132647,9.968391529839605e-5,4.9841957649198025e-5,322.95338190441305,70.98998175108191,15.99800175522059,2.4920978824599013e-5
050890MAP31,05,089,0MAP31,0,0,0,0,0,0,0,0,0,0,0,0
05091000BRI,05,091,000BRI,317.21797428599797,31.16110168639891,3.2768695661669587,1.0423044963809602,2.0546603764135396,0.06368403181767915,0.058110330777389946,1.9965500456361496,296.34575018770533,39.37208937986585,8.581571059119478,0
05091000CEN,05,091,000CEN,571.3183253760974,51.01959077779409,7.618225179658891,1.0284496185616345,2.8241895261845387,1.969846127289814,2.9982957458514483,0.9413965087281796,531.0123817204526,71.0338890911464,16.613112417213237,1.8827930174563592
05091000CHM,05,091,000CHM,451.9111759742081,490.836794790405,10.99742619839398,4.998638161099081,4.9982159171230816,6.997586732767514,6.997755630357914,2.9991828966594487,444.9113091239702,444.85270166010145,34.99021378130797,1.688975903998218e-4
05091000DOD,05,091,000DOD,311.5601002780588,88.41429147073102,4.984980827282223,4.933051394635249,1.0029896139010812,0.04807806627853119,1.9813724101410677,0.015319457176048204,304.43401517015985,77.42380400014169,10.146864987663058,0
05091000FOU,05,091,000FOU,1229.4953668136052,121.63604743176253,20.70551018235237,5.923196409944605,3.9491698614734405,4.917821596003256,2.9763968434581978,0.9802672924123084,1193.7730007387966,137.1933147788944,34.64056219840347,0
05091000GAR,05,091,000GAR,74.58999219788282,64.71985843207273,1.3803572451741797,0.9701231514928146,0.18259110466241824,1.0287290564592906,1.9988449668681385,0.05860349127182045,73.95679033805182,58.53941973386803,7.439252162687984,0.11720939623829638
05091000GEN,05,091,000GEN,822.1798181167356,61.96194785697641,12.089765669091069,3.030776118525611,7.365345485159554e-9,2.001069767255357,6.999576818563567,1.021371648544341,795.0445229433152,69.88287985896584,26.172266408603857,1.0130369413992206
05091000GRV,05,091,000GRV,853.909008120133,141.2012576413401,15.912808161976336,4.970585721848377,0.00178408287691813,1.001343505869405,3.002667558443864,2.97944545479621,826.0441700023766,135.26441879764255,31.837519885214697,1.9867941610103796
05091000HIC,05,091,000HIC,704.5170305676855,379.80873362445413,17.16768558951965,3.0768558951965064,7.062882096069869,4.034934497816594,5.041921397379912,0.013973799126637555,681.5729257641922,363.6410480349345,32.28646288209607,1.0139737991266375
05091000HSS,05,091,000HSS,481,297,16,4,5,4,7,0,471,287,29,1
05091000MAN,05,091,000MAN,306.57998940272006,172.85180782745192,5.394849634544486,1.256499653940496,1.082942013335859,2.3291476343695736,0.02182356752377773,0.08651568298531837,306.3710783479317,156.81914920396488,14.440333052772642,0.9876218698349398
05091000NHS,05,091,000NHS,851.0122626152056,502.0071601914129,27.000440950204315,9.000062992886331,10.00006299288633,1.0001049881438837,6.000041995257554,2.0000629928863303,836.0120106436602,495.0068452269812,40.00071391937841,2
05091000OZA,05,091,000OZA,255.71287128712873,260.3527227722772,14.024752475247524,4.024752475247525,3.0123762376237626,2.0247524752475248,1,0.012376237623762377,262.4962871287129,249.38366336633663,12.14851485148515,0
05091000RON,05,091,000RON,572.1080986314519,54.35026936998793,3.814053990876346,3.814053990876346,1.907026995438173,3.814053990876346,0,1.907026995438173,538.7351262112838,59.11783685858336,22.884323945258075,0
05091000SAN,05,091,000SAN,166,228,9,4,6,4,2,0,175,202,22,0
05091000SUG,05,091,000SUG,1177.922618052661,388.8577166495759,23.188886742457704,10.62118346202866,8.691052457661847,4.836253386939414,5.790393013100436,1.9301310043668123,1185.6540679461505,365.60873758899504,39.63870378366514,1.9355939423780038
05091000TRI,05,091,000TRI,616.9911363811253,351.87662745158894,21.649337312741757,3.29775311579405,3.2436046441783297,5.135265382218614,2.1624030961188865,3.0540849935233076,605.2079841799579,336.22716318266237,35.1093242497416,0.05414847161572053
05091000UNI,05,091,000UNI,1491.9714125176056,194.5393031816608,19.910331390418904,1.0298915695209452,4.9689022920491706,3.9876218336393365,4.961957847604726,0.006944444444444444,1396.8518218435947,213.42668744700322,50.642525601123765,0
05091000WAS,05,091,000WAS,43,401,3,4,3,3,4,2,54,345,13,1
05093000001,05,093,000001,381.0083034825577,866.9768321561036,16.999803917783318,10.999739962683265,4.000048396860599,3.999927434188789,3.999892873425414,4.999900652545143,380.0080710584761,765.9793815786767,38.99950848811178,3.99985831266204
05093000002,05,093,000002,716.1768272337769,429.1142146648663,15.783511343995084,6.4120514834980025,6.4120514834980025,2.959408376999078,1.9729389179993855,3.4526431064989245,708.2850715617793,374.8583944198832,35.01966579448909,0.9864694589996927
05093000003,05,093,000003,141.57549846892894,1071.9567032629536,14.08599773583709,8.037411571885901,8.054604631939178,5.011812468682788,6.0220361712097485,13.005633068306276,180.4157259034077,870.8214652735501,44.25158645875914,2.003558506065256
05093000006,05,093,000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05093000010,05,093,000010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05093000012,05,093,000012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05093000013,05,093,000013,170.4815063887021,33.17753866845999,0,0,0.5104236718224613,1.5312710154673839,0.5104236718224613,0.5104236718224613,159.25218560860793,29.604572965702758,7.65635507733692,0
05093000014,05,093,000014,46.90336361833952,9.127900105365475,0,0,0.14042923239023808,0.42128769717071424,0.14042923239023808,0.14042923239023808,43.81392050575428,8.144895478633808,2.106438485853571,0
05093000015,05,093,000015,134.3771393172143,26.867811039160493,0.3595505617977528,0.0898876404494382,0.4197122182342755,1.1512714861635007,0.4017346901443879,0.43768974632416313,125.55695366212767,24.379263713767756,6.205795633064694,0.01797752808988764
05093000016,05,093,000016,67.46472625296161,13.316854611106615,0.9905098471071037,1.320679796142805,0.7703965477499695,0.4402265987142683,0.5502832483928354,0.6603398980714025,64.05297011292603,13.647024560142317,3.411756140035579,0.33016994903570124
05093000017,05,093,000017,41.349592636574386,8.16199136872023,0.6070902670948932,0.8094536894598576,0.4721813188515836,0.2698178964866192,0.337272370608274,0.4047268447299288,39.258503938803095,8.364354791085194,2.0910886977712986,0.2023634223649644
05093000018,05,093,000018,98.52781586269671,19.448394322000496,1.4465747842810284,1.9287663790413714,1.1251137211074667,0.6429221263471238,0.8036526579339047,0.9643831895206857,93.5451693835065,19.930585916760837,4.982646479190209,0.48219159476034285
05093000019,05,093,000019,402.231944160754,79.47976257248675,5.917047991509135,7.840708183435402,4.576180897266156,2.623307222193823,3.269021668191717,3.9259720692457907,381.85974015504394,81.43038905654784,20.349732095597634,1.9596152481060416
05093000021,05,093,000021,120.61721876749546,28.219428280253133,2.3813863527639776,0.5953465881909944,0.4762772705527955,0.7144159058291932,0.3572079529145966,0.5953465881909944,112.87771312101253,27.862220327338537,6.5488124701009385,0.11906931763819888
05093000022,05,093,000022,165.3167284999007,38.677260270954065,3.263903820333676,0.815975955083419,0.6527807640667352,0.9791711461001028,0.4895855730500514,0.815975955083419,154.70904108381626,38.187674697904015,8.97573550591761,0.1631951910166838
05093000023,05,093,000023,147.53579052096026,34.51725799947441,2.9128487763269546,0.7282121940817387,0.5825697552653909,0.8738546328980864,0.4369273164490432,0.7282121940817387,138.06903199789764,34.080330683025366,8.010334134899125,0.14564243881634772
05093000024,05,093,000024,302.0998111115894,70.67883043775586,5.964458264789524,1.491114566197381,1.192891652957905,1.7893374794368575,0.8946687397184288,1.491114566197381,282.71532175102345,69.78416169803744,16.402260228171194,0.29822291323947625
05093000025,05,093,000025,256.94281065061597,60.11396458459623,5.072908403763395,1.2682271009408488,1.014581680752679,1.5218725211290185,0.7609362605645092,1.2682271009408488,240.45585833838493,59.35302832403172,13.950498110349336,0.25364542018816977
05093000027,05,093,000027,36.41817580422877,19.036773715846856,0.827685813732472,0,0,0,0,0,29.79668929436899,18.209087902114383,2.483057441197416,0.827685813732472
05093000030,05,093,000030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05093000032,05,093,000032,312.2145965101899,502.4992322530867,11.084541887935737,5.17278621437001,3.3253625663807207,5.17278621437001,2.955877836782863,3.3253625663807207,317.017897994962,448.1849770022016,22.169083775871474,0.7389694591957158
05093000033,05,093,000033,98.78163307647677,158.9858236497141,3.5070402275672223,1.6366187728647037,1.0521120682701668,1.6366187728647037,0.9352107273512593,1.0521120682701668,100.30135050842256,141.80132653463468,7.014080455134445,0.23380268183781483
05093000034,05,093,000034,145.1753792366534,233.65504823887414,5.154155475857518,2.405272555400175,1.5462466427572552,2.405272555400175,1.3744414602286714,1.5462466427572552,147.408846609525,208.3996864071723,10.308310951715036,0.34361036505716785
05093000035,05,093,000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05093000036,05,093,000036,160.7522455612859,44.55305682222905,4.214478348048694,0.6020683354355277,1.2041366708710555,0,0,0.6020683354355277,145.7005371753977,41.54271514505141,6.622751689790805,0
05093000038,05,093,000038,63.53546592489569,28.8567454798331,1.5187760778859527,0.5062586926286509,0.5062586926286509,0.25312934631432543,0.25312934631432543,0.25312934631432543,60.497913769123784,24.04728789986092,4.050069541029207,0.25312934631432543
05093000039,05,093,000039,53.71337143356825,24.395714515644542,1.2839849745076075,0.42799499150253584,0.42799499150253584,0.21399749575126792,0.21399749575126792,0.21399749575126792,51.145401484553034,20.32976209637045,3.4239599320202867,0.21399749575126792
05093000040,05,093,000040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05093000041,05,093,000041,19.317005610590943,8.773460715567202,0.4617610902930106,0.15392036343100354,0.15392036343100354,0.07696018171550177,0.07696018171550177,0.07696018171550177,18.393483430004924,7.311217262972668,1.2313629074480283,0.07696018171550177
05093000042,05,093,000042,43.60271554851534,19.803623794943224,1.042295989207538,0.3474319964025127,0.3474319964025127,0.17371599820125636,0.17371599820125636,0.17371599820125636,41.51812357010027,16.503019829119353,2.7794559712201017,0.17371599820125636
05093000044,05,093,000044,52.406301502097925,104.11385231750121,2.795002746778556,1.397501373389278,0,0,0,0,51.00880012870864,91.53633995699771,5.590005493557112,0
05093000045,05,093,000045,23.066770761630192,43.47473655449552,1.213418927192157,0.623297141321197,0,0.016587677725118485,0.016587677725118485,0,22.50982433120947,38.163640481656884,2.426837854384314,0
05093000046,05,093,000046,66.2313603862471,37.61146394154922,2.4165113050908555,0.8585957885998494,0.159276060708693,0.159276060708693,0,0.8585957885998494,65.49719556776003,32.397673724893735,4.133702882290554,0
05093000047,05,093,000047,27.974797479747977,3.9693969396939695,0.37803780378037805,0.18901890189018902,0.18901890189018902,0.18901890189018902,0,0.18901890189018902,26.273627362736274,3.5913591359135912,0.7560756075607561,0
05093000048,05,093,000048,96.45234553536547,13.685805785423478,1.303410074802236,0.651705037401118,0.651705037401118,0.651705037401118,0,0.651705037401118,90.5870001987554,12.382395710621243,2.606820149604472,0
05093000050,05,093,000050,143.45212897767146,32.139548022319836,10.190588397320925,0.7838914151785327,1.5677828303570653,0,0,0,128.55819208927934,39.97846217410516,8.622805566963859,0
05093000054,05,093,000054,74.46323927248784,35.647295396403756,3.168648479680334,2.3764863597602504,0,0.7921621199200835,0.7921621199200835,0,75.25540139240792,28.517836317123002,6.337296959360668,0
0509300007A,05,093,00007A,196.98940102527544,118.99506579232391,4.338914901629995,1.7684466221710042,1.779000711880767,0.8152573555520058,0.557090861376486,0.9592817266343157,194.83266546045172,103.89798912968189,9.688015785049295,0.2721314353463419
0509300011A,05,093,00011A,88.92009899694051,53.278571713042865,1.9596716032383583,0.796116588815583,0.796116588815583,0.36743842560719214,0.2449589504047948,0.42867816320839086,87.94026319532132,46.54220057691101,4.3480213696851076,0.1224794752023974
0509300011B,05,093,00011B,242.65477651742646,148.25055326377264,5.365840292923064,2.1757120484074566,2.156692297127281,1.0524556986685025,0.7206568837258439,1.1993353548596561,239.88626749020412,129.73534192400396,11.911996189425608,0.3317988149426586
0509300027A,05,093,00027A,7.581824195771234,3.9632262841531447,0.17231418626752804,0,0,0,0,0,6.203310705631009,3.790912097885617,0.5169425588025841,0.17231418626752804
0509300030A,05,093,00030A,5.714778866827327,12.658542436198166,0.18434770538152667,0.06144923512717557,0,0.18434770538152667,0.18434770538152667,0.12289847025435113,5.3460834560642745,11.798253144417707,0.43014464589022894,0
0509300039A,05,093,00039A,14.185794074081265,6.442950296594679,0.33910264718919364,0.11303421572973121,0.11303421572973121,0.05651710786486561,0.05651710786486561,0.05651710786486561,13.507588779702878,5.3691252471622315,0.9042737258378497,0.05651710786486561
0509300046A,05,093,00046A,18.341496598639456,14.733333333333334,0.9020408163265307,0.3006802721088435,0,0,0,0.3006802721088435,18.6421768707483,12.62857142857143,1.5034013605442178,0
0509300050A,05,093,00050A,39.54787102232853,8.860451977680162,2.8094116026790763,0.2161085848214674,0.4322171696429348,0,0,0,35.44180791072065,11.021537825894836,2.3771944330361414,0
0509300054A,05,093,00054A,16.752400537938698,8.019766214970653,0.7128681079973914,0.5346510809980436,0,0.17821702699934786,0.17821702699934786,0,16.930617564938046,6.415812971976523,1.4257362159947828,0
050930012-1,05,093,0012-1,179.5302267034077,77.73332722015124,1.1612058462268462,1.057252439943754,3.029505290180715,0.032827391457818565,1.9941377778755065,0.038298623367454994,171.55367559190566,72.20085958449884,11.235848141887471,0.010942463819272856
050930012-2,05,093,0012-2,235.71870221469183,75.3798854563371,3.012833968119497,3.0051335872477987,3.0077003808716984,0.002566793623899423,0,1.0077003808716982,214.67763351670945,73.35421752009812,11.035935110734592,1
050930012-3,05,093,0012-3,171.24759584341342,90.91462984167434,3.0815669849250558,1.233403355918487,1.8248667705526331,0.6147602730880821,0.015531238969290505,1.8015699120986974,161.72205625338992,84.57288662367739,8.556167296582956,0.007765619484645252
050930029-1,05,093,0029-1,12.390870635632192,27.446444633765935,0.399705504375232,0.13323516812507735,0,0.399705504375232,0.399705504375232,0.2664703362501547,11.59145962688173,25.581152280014848,0.9326461768755414,0
050930029-2,05,093,0029-2,3.402318038386192,7.536317375350061,0.10975219478665137,0.03658406492888379,0,0.10975219478665137,0.10975219478665137,0.07316812985776758,3.1828136488128895,7.0241404663456875,0.25608845450218654,0
050930029-3,05,093,0029-3,5.171760253809041,11.455727013813576,0.16683097592932392,0.05561032530977464,0,0.16683097592932392,0.16683097592932392,0.11122065061954928,4.838098301950393,10.67718245947673,0.38927227716842244,0
050930037-1,05,093,0037-1,59.42296072507553,16.469284994964752,1.5579053373615308,0.22255790533736153,0.44511581067472306,0,0,0.22255790533736153,53.859013091641486,15.356495468277947,2.4481369587109767,0
050930037-2,05,093,0037-2,46.82479371363858,12.977658182806197,1.2276163145897754,0.1753737592271108,0.3507475184542216,0,0,0.1753737592271108,42.44044973296081,12.100789386670643,1.9291113514982186,0
05095000001,05,095,000001,197.18261949184497,146.39315689546066,2.987615446846136,0.9958718156153787,0,2.987615446846136,0,0.9958718156153787,177.26518317953742,162.32710594530673,1.9917436312307575,0
05095000002,05,095,000002,110.52760076012746,223.04668982223922,3.9829766039685572,3.9829766039685572,1.9914883019842786,0,0.9957441509921393,1.9914883019842786,109.53185660913532,213.0892483123178,8.961697358929253,0.9957441509921393
05095000003,05,095,000003,164.0197239138274,171.00899903568376,3.0002465489228425,1.2327446142127251e-4,3,2.4654892284254503e-4,3,0,159.01701187567613,167.01072487814366,6.000739646768528,0
05095000008,05,095,000008,77.18628075913603,35.149472888901244,0.9731643399556837,0.48658216997784187,0,0.9458738916126038,0,0,66.60921723346605,41.783652171998746,2.9194930198670512,0
05095000010,05,095,000010,48.9532987522401,11.384329609411699,5.942856851632603,0.019241669181757647,0.004090154030242496,0.0343931843332728,0,0.008180308060484993,50.5308277669064,13.580935942076911,0.10726970703006089,0
05095000011,05,095,000011,67.72783808307658,106.56362342453704,1.9925816354033101,0.9959098459697575,0.9959098459697575,0.9959098459697575,0,1.991819691939515,53.78535422065457,110.54751678957068,3.98363938387903,0
05095000012,05,095,000012,127.74285611228295,87.1580544919751,5.094832695185058,0,0,0,1,1,102.77446701067798,106.18966539037012,1,1
05095000013,05,095,000013,87,93,3,0,0,1,0,0,92.00000000000001,78,5,0
05095000015,05,095,000015,27.198977122912314,12.760103412525545,0.6715785302291382,0,1.5463634989013348e-6,2.0618179985351132e-6,1.0309089992675566e-6,5.154544996337783e-7,23.16951418880948,14.774816323214976,2.0147345597784154,0
05095000016,05,095,000016,96,13,0,0,0,1,0,0,83,20,5,0
05095000017,05,095,000017,83.08595293945741,38.91889911515515,1.0551972733367707,0.5291964694478931,0.008511698015721415,1.038173877305328,0.024314162579372585,0.022339428488148648,71.84655951462537,46.02427332992292,3.111190522001397,0.004255849007860708
05095000018,05,095,000018,35.799442896935936,28.838440111420613,0.9944289693593314,0.9944289693593314,0,0.9944289693593314,0,0.9944289693593314,36.79387186629526,30.827298050139277,0.9944289693593314,0
05095000019,05,095,000019,17.791739437385356,12.24626221014836,0,0.23106155113487473,0.23106155113487473,0,0,0,16.17430857944123,13.863693068092484,0.23106155113487473,0
05095000020,05,095,000020,24.828220725753958,17.08918295048501,2.735303787169839e-5,0.3224348336848236,0.3224348336848236,0,0,0,22.57084865350573,19.34644561058175,0.32246218672269533,0
05095000021,05,095,000021,45.27044284062564,18.10817713625026,2.2635221420312823,0.7545073806770941,0,0,0.7545073806770941,0,40.74339855656308,24.898743562344105,0,0
05095000022,05,095,000022,26,205,0,0,2,0,0,1,34,181,5,0
05095000024,05,095,000024,18.84881412294,8.839366228177417,0.46408789345852286,0.00591715976331361,0.00591715976331361,0.009861932938856016,0.0039447731755424065,0.0019723865877712033,16.08006585489103,10.261215707369553,1.37845697426117,0
05095000025,05,095,000025,44,12,1,0,0,1,0,0,46,11,1,0
05095000026,05,095,000026,34.28102000148473,16.09393998564749,0.846715820581543,2.0316524943802915e-4,1.266268715527388e-4,1.9434862136541518e-4,1.3544349962535277e-4,1.3103518558904578e-4,29.203335368039905,18.631346122162093,2.5391492687535844,0
05095000027,05,095,000027,8.16,3.264,0.408,0.136,0,0,0.136,0,7.344,4.488,0,0
05095000028,05,095,000028,6.567104461793089,2.6268417847172354,0.3283552230896544,0.10945174102988481,0,0,0.10945174102988481,0,5.91039401561378,3.611907453986199,0,0
05095000029,05,095,000029,34.01755665845785,23.419491789715572,0.0011309438609690852,0.44125864720235397,0.44092903650440396,9.888320938500497e-4,0,3.2961069795001656e-4,30.924745412502254,26.511079334057442,0.44158825790030404,0
05095000030,05,095,000030,72.85180058331245,17.81501286852568,1.3635181449063214,1.3635692338127958,0,0.684544587773495,0,0.005583802867287087,59.95674630616324,29.368845895557868,3.400464360758038,0
05095000031,05,095,000031,34.346929697140546,8.345982917062187,0.6419986859278606,0.6419986859278606,0,0.3209993429639303,0,0,28.247942180825866,13.802971747449003,1.6049967148196516,0
05097000001,05,097,000001,29.77984238691655,4.654744421589466,1.860974650645156,8.169185757791186e-5,1.225377863668678e-4,4.084592878895593e-5,4.084592878895593e-5,4.084592878895593e-5,31.639938850092744,3.7250740148426673,3.267674303116474e-4,0
05097000002,05,097,000002,150.99074978390104,42.416155948212754,3.5659221489849613,0.893302673975209,3.5357592094208843,1.761111927755626,0.8741760953270779,0.9202821927659555,133.08252733302848,59.33352261008749,4.5847182431549625,0
05097000003,05,097,000003,272.8673033859385,48.1353975976939,7.054422018637509,0.9999784442983648,0,2.9999353328950944,0.9999784442983648,0,235.92267385544798,74.10755069517691,15.999655108773837,0
05097000004,05,097,000004,238.0520256667457,49.01384640264771,1.0007543772649365,2.0013639545539204,1.000596811514978,1.000630262999834,1.0000620571325511,1.0342855425200947e-4,223.04612268282813,57.019599740752135,8.001371874490765,6.302629998340538e-4
05097000005,05,097,000005,359.50800698369574,134.44457324204333,9.81846929238021,3.8885031055509134,5.848670287517151,1.9474273106240063,1.9410205350048588,1.95067674836862,327.43059097598876,168.50191328570787,15.569872791472385,3.68399480320271e-5
