GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,G20USSDHIC,G20USSRGAR,G20USSLDOA,G20USSODOY,G20USSOEVA,G20USSOWRI
08001001019,08,001,001019,453,228,7,9,1,2,3,466,208,17,5,2,0
08001001020,08,001,001020,735,272,25,4,1,3,2,733,275,17,6,4,0
08001001021,08,001,001021,848.9142857142857,380.75324675324674,25.537662337662336,3.1194805194805193,1.0896103896103897,1.1493506493506493,5.268831168831169,851.4363636363636,362.574025974026,31.896103896103895,7.268831168831169,9.238961038961039,0
08001001022,08,001,001022,806.6983393140098,391.4642526319692,20.521695400148772,5.209928472886253,1.0525863109571256,7.156091849102383,5.262931554785628,789.9704398295248,381.09739876809607,37.620616457929295,10.260847700074386,10.313850781973759,0
08001001023,08,001,001023,590.3016606859902,243.53574736803077,9.478304599851226,3.7900715271137457,0.9474136890428744,2.8439081508976165,4.737068445214372,595.0295601704752,236.9026012319039,11.3793835420707,4.739152299925613,5.68614921802624,0
08001001024,08,001,001024,858.1194029850747,390.30845771144277,16.860696517412936,7.169154228855722,3,0.3383084577114428,6.676616915422885,863.4427860696517,386.95522388059703,24.87562189054726,3.1691542288557213,8.676616915422885,0
08001001025,08,001,001025,759,356,15,2,1,7,5,763,351,22,3,3,0
08001001026,08,001,001026,981.3646229576339,448.566804901254,20.34994564878833,7.268478244730321,2.545193990480136,4.164709514088853,6.103719622535115,969.222794287846,439.7565452062307,27.12545972863975,6.001262593600366,4.410511191621766,0
08001001027,08,001,001027,493.17813782682686,215.12429297910714,12.012175587277266,2.08241191719069,0.24915137105979218,2.7137609858011267,4.788835716821531,491.7159606893396,207.58198671962572,16.784645759663036,1.9525669559503802,4.106304084262309,0
08001001028,08,001,001028,388.2958827634334,191.9665038381019,8.725750174459177,2.908583391486392,0.727145847871598,2.908583391486392,5.090020935101187,395.5673412421493,184.69504535938592,7.998604326587579,2.908583391486392,2.908583391486392,0
08001001029,08,001,001029,805.580694159432,345.24572384889706,23.532292670283667,8.423988737715456,1.1219156187968704,6.708872458645689,7.1504804612852055,803.30031254454,348.6261589813526,28.589016245804203,6.708872458645689,4.905890070789311,0
08001001030,08,001,001030,518.0890213528111,310.22087426188676,9.746942602076512,4.271681638821257,7.225533820278175,5.903646489239638,6.79714829429379,503.48291495256484,312.4729941510648,20.9340805417961,7.690650099347942,6.642109534603867,0
08001001031,08,001,001031,787,494,23,4,3,3,6,768,516,21,7,6,0
08001001032,08,001,001032,618,367,16,5,4,4,5,609,373,21,7,5,0
08001001033,08,001,001033,962.5863670691463,517.7058078577505,33.13827641260263,4.013827641260263,0,1.0138276412602631,2.096793488821841,907.5587117866257,551.9685330416955,35.11062113008211,5,6,0
08001001034,08,001,001034,674,416,22,2,1,0,4,649,434,26,4,5,0
08001001035,08,001,001035,528,307,11,2,1,2,4,512,304,22,5,3,0
08001001036,08,001,001036,384.39899393540503,329.87599705389187,7.725306755676743,1.0860169557927069,2.5467537962484132,1.8875150831335308,3.6327707520411203,385.41388118408474,321.9512168366947,14.938789901744158,3.4905113378151786,2.617883503361384,0
08001001037,08,001,001037,571.687316622913,309.6157403188579,7.180050506341919,1.19667508439032,1.593678829708672,6.386043015705216,3.788527125830136,574.8803381307656,291.858452077227,17.9501262658548,4.78670033756128,7.582718100095535,0
08001001038,08,001,001038,658.3090318602154,417.9247350156728,34.655190492009446,3.4448842593477713,1.736697983935377,3.4273332804379253,5.1300391910437515,660.5032027545828,409.6481091491045,34.85842602820804,3.41033724377315,2.6684641518900283,0
08001001039,08,001,001039,338.0137407160235,209.8629433729925,7.9047559078708565,3.559189640698413,2.3367987808531367,2.404455854110104,3.532753027601001,323.5667973744105,216.91008720281593,15.987892413989018,1.8539728712029149,5.814665744456323,0
08001001040,08,001,001040,745.4537141623949,583.6756771665179,22.32200257846099,9.455863310978724,5.637222302068144,3.63728201782116,11.455923026731739,734.2215375715549,589.5868663466982,33.05207163056394,9.227991371242378,12.092996039417345,0
08001001041,08,001,001041,532.3898644696679,298.97755935735046,15.735661018807917,1.7484067798675464,1.7484067798675464,2.6226101698013196,6.993627119470186,517.5284068407938,305.09698308688684,20.980881358410556,3.496813559735093,4.371016949668866,0
08001001042,08,001,001042,610,289,20,5,0,2,8,586,303,28,7,3,0
08001001043,08,001,001043,611,349,11,2,1,3,2,572,401,8,1,2,0
08001001044,08,001,001044,585,345,12,2,2,2,5,552,370,27,1,5,0
08001001045,08,001,001045,421.2790895548572,284.0229765286153,10.050541375116426,1.1108681514015981,0,0.9786006340391536,6.9824719556365205,417.6024105610671,304.2697325423898,7.961072589675674,0,0,0
08001001046,08,001,001046,364.8953784985688,306.2514783827274,3.723422229577232,1.861711114788616,0,0,1.861711114788616,340.69313400631677,329.52286731758505,1.861711114788616,0,0,0
08001001047,08,001,001047,652.2391648774277,402.0197372309068,18.087759982703712,1.0135930925495225,0,1.0075717247005833,8.059023440753021,636.1457436459904,442.23886709832965,10.066595165453606,0,1,0
08001001048,08,001,001048,513.3617771677457,372.53648308837205,10.888778158022603,0.15936909458789092,1.0732306167034042,1.1048405462642306,6.25841543365346,472.56394112650514,424.3601348519747,8.933295948764512,2.0445177907419088,1.0861384778844867,0
08001001049,08,001,001049,763.6838581747793,546.5332042868608,20.382559841367264,2.906595533733063,1.2465181058495822,1.5779047259336199,7.86685708890043,735.5505122515461,589.7624049856003,15.130650110948492,3.371125064916671,2.371125064916671,0
08001001050,08,001,001050,483.4678288772326,325.38614792564624,14.69959581459972,5.509835597460334,2.753481894150418,1.8385264052597767,2.7577896078896655,466.93545027569206,339.19519862921106,21.118643282631698,1.8370905006800275,1.8370905006800275,0
08001001051,08,001,001051,857.1236942841615,662.1584232332514,29.556322018781437,6.335016945157983,4.293305082645219,3.4399576239678273,6.131508468068109,830.6514570129336,690.5603977851246,34.39452540420432,8.649177959059584,3.691550844100281,0
08001001052,08,001,001052,952.4960237505481,552.2946980274766,27.811320826982456,7.471300489773111,1.918084951009667,6.657004110527124,5.709615703521427,948.3034037795402,558.1352142916809,30.453538072223218,9.982939355646549,4.0650469899137764,0.007138118959805512
08001001053,08,001,001053,641.8682037743583,506.3531301466852,15.336821166141542,4.305963691920898,2.064332431154315,3.3279726290932308,6.160982197759147,626.1070781309111,531.5046969768972,19.219238674724618,7.340900500220982,3.10388533241337,0
08001001054,08,001,001054,377.98712068456615,260.19601570193703,7.860119570037358,1.5734075211066127,0.002306011831901723,1.5722545151906617,2.3601112816599192,371.6934906001397,282.97237556275655,4.727140598815543,0.7924687901330606,0.7878567664692572,0
08001001055,08,001,001055,491.52707020287437,381.01904651826555,10.553373944601264,1.3102755405320836,1.1146272373445856,3.0830173077837593,0.5869449095624941,457.09810452803515,413.61005432479055,11.60278508088335,1.0494111362820862,0.195648303187498,0
08001001056,08,001,001056,703.11115262938,439.4444703933625,23.557847897376135,4.530355364880025,1.8121421459520102,1.8121421459520102,8.154639656784045,662.3379543454597,482.0298108232347,24.463918970352136,0.9060710729760051,2.7182132189280153,0
08001001057,08,001,001057,576.4614609023027,356.47145751006605,12.100244582926042,4.018647671248908,1.006899426976185,2.004635217885897,2.0257606976357327,553.3100153232213,385.6649404492366,8.103042790542931,2.0139056536576905,1.0022642090902882,0.0022642090902882184
08001001058,08,001,001058,820.0510307700098,272.35271459879885,26.93598276251857,4.988144956021958,0.9976289912043915,0.9976289912043915,7.981031929635132,780.1458711218341,324.2294221414272,31.92412771854053,2.9928869736131745,0,0
08001001059,08,001,001059,984.7985955182148,647.8905749309629,23.935785571670568,5.270925349047758,1.9954715818194235,2.1365947790690227,7.548643325366379,927.3977195829317,697.0421282597129,31.33343228962483,2.9932073727291355,2.7060242731486785,0.9977357909097118
08001001060,08,001,001060,239.77000498478543,214.35452472257253,6.003368432574743,1.715106275861309,9.92934120325562e-4,0.8580496049908173,3.4282266834819666,215.34413809850648,228.0699137918012,14.575921009520313,0.002482335300813905,1.2853367727756562,0
08001001061,08,001,001061,741.9757950272822,438.78459693547137,15.784021904061987,4.171448387381338,2.0029356463527734,3.217538249046282,4.076333017698678,715.2118822570137,459.26305223620096,29.120440608631338,5.215893087368696,1.1126160209653078,0
08001001062,08,001,001062,729.745682998912,560.553948918313,18.91528161796009,2.736011930294368,1.2502363885028807,2.6858377276592273,3.5718477091421583,698.476435842826,588.128633540562,19.617720454852062,0.9574884730415245,2.2714371180041364,0.9928618810401945
08001001063,08,001,001063,823.6716690917805,538.861748234305,26.86761031178036,1.534414127816248,1.355911248737553,0.5355086372360844,5.066639236792823,785.4590926254609,570.2226566730448,31.18595872096372,1.7129170068949426,1.7129170068949426,0
08001001064,08,001,001064,684.0307101727446,369.2975047984645,26.095969289827256,2.3723608445297506,1.581573896353167,2.3723608445297506,4.744721689059501,656.3531669865642,384.32245681381954,36.37619961612284,3.163147792706334,3.163147792706334,0
08001001065,08,001,001065,631.2938191052104,355.35092333280716,17.866806201090863,3.970401378020192,3.970401378020192,5.955602067030288,5.955602067030288,614.4196132486246,401.01053918003936,8.933403100545432,0.992600344505048,1.985200689010096,0
08001001066,08,001,001066,227.7061808947895,157.64907666719282,4.1331937989091365,3.029598621979808,1.0295986219798081,0.04439793296971208,4.044397932969712,226.5803867513753,155.9894608199606,8.066596899454568,1.007399655494952,0.01479931098990403,0
08001001067,08,001,001067,316,247,3,0,0,2,1,319,247,7,2,1,0
08001001068,08,001,001068,745,437,33,3,1,7,3,719,466.99999999999994,32,1,1,0
08001001069,08,001,001069,656.0334714436424,557.3293473206628,16.949193031218726,0.9970113547775721,0,5.982068128665432,2.991034064332716,594.2187674474329,621.1380740264274,15.952181676441153,1.9940227095551442,1.9940227095551442,0
08001001070,08,001,001070,438.37830040197775,473.17092693724254,12.03560958485353,2.0020946814619722,2,0.012568088771834015,2.006284044385917,411.2484301513355,499.30498655080874,17.033514903391556,3.0041893629239445,1.0041893629239447,0
08001001071,08,001,001071,413.88392192014356,379.17694898224056,25.854041133060797,1.9932628121525304,0.9937838243727483,3.97798287919451,3.975135297490993,371.1327081910425,426.89992941490885,24.85598593613277,1.988991439597255,2.9898942182287955,0
08001001072,08,001,001072,363.04134284495177,416.486164782732,11.998566431671287,4.120424149827717,0.0631043067371519,2.1357338495322558,0.13855166448925516,348.6555976540108,433.29791368667725,8.542022614410905,1.1247848226225452,6.294248769855531,0
08001001073,08,001,001073,882.6674412788944,863.4000563680094,20.49468301115703,2.93759147063293,3.047056227264086,3.925249943286051,3.0758072261295144,849.2004023962522,902.5354332091702,14.015351201764924,5.928527068804412,4.81609774089532,0
08001001074,08,001,001074,497.7940815977015,491.92617493839657,11.735813318609859,2.9339533296524647,6.845891102522417,0.9779844432174882,6.845891102522417,442.0489683343047,552.5612104178808,13.691782205044834,1.9559688864349765,5.867906659304929,0
08001001075,08,001,001075,279,297,16,2,1,0,4,269,306,12,2,3,0
08001001076,08,001,001076,657.0021977548336,504.0016166177382,15.000050189112786,4.000010566129008,1.0000132076612596,2,6.00002641532252,610.0020471874952,549.0017883173346,25.000042264516033,2.000005283064504,4.0000026415322525,0
08001001077,08,001,001077,431.00000000000006,371.00000000000006,16,1,0,1,4,397,396,19,3,1,0
08001001078,08,001,001078,276,242.00000000000003,10,1,2,3,3,272,242.00000000000003,9,5,4,0
08001001079,08,001,001079,410,372,17,1,0,2,5,395,391,8.999999999999998,2,3,0
08001001080,08,001,001080,453.5810810810811,432.2905405405406,12.033783783783784,0,0.9256756756756757,0.9256756756756757,4.628378378378378,428.58783783783787,460.9864864864865,14.81081081081081,0.9256756756756757,2.777027027027027,0
08001001081,08,001,001081,630.9602723023776,485.4162263767527,19.537644787644787,6.082706766917293,2.322444625076204,2.239737858158911,7.6197419223735015,598.4723125381021,523.7954684007316,24.339565129038814,2.4051513919934973,1.3883865068075594,0
08001001082,08,001,001082,542,381.99999999999994,20,1,6,1,3,512,422,20,0,0,0
08001001083,08,001,001083,549.4586466165414,429.2932330827067,17.428571428571427,0.9172932330827067,2.75187969924812,1.8345864661654134,2.75187969924812,521.9398496240601,441.2180451127819,23.849624060150376,3.669172932330827,1.8345864661654134,0
08001001084,08,001,001084,338,319,11,1,0,0,7,322,337,10,2,2,0
08001001085,08,001,001085,694.6127190402734,544.578987670488,27.447907534208568,2.413748904105028,2.2758326027366858,1.1379163013683429,2.9654141095783992,646.5785604101699,586.7164767115382,34.72374013694525,1.689581506841714,3.137916301368343,0
08001001086,08,001,001086,493.9862068965517,458.9793103448276,14.586206896551724,8.751724137931035,0.9724137931034483,1.9448275862068967,4.862068965517241,474.53793103448277,491.0689655172414,8.751724137931035,1.9448275862068967,0,0
08001001087,08,001,001087,704.0836792691455,472.8946222480124,31.45271218636393,5.001691241748377,3.989068924300813,5.983603386451219,6.075733904685384,681.4067560396177,481.33341268778486,50.50827518139932,5.032401414493099,6.996225703898784,0.9819121447028424
08001001088,08,001,001088,649.7794793261869,474.9096477794793,19.32771822358346,0.9203675344563553,2.761102603369066,3.6814701378254213,4.601837672281777,639.655436447167,499.7595712098009,11.044410413476264,6.442572741194487,4.601837672281777,0
08001001089,08,001,001089,697.1718618912536,477.26391479177505,27.354079616063604,5.079466573446456,1.2163999092741442,2.4740759221658237,7.41538394531458,674.8775862939572,493.2860459567609,39.43825002823545,6.115594661060129,2.302630945163285,0.01808785529715762
08001001090,08,001,001090,1071.631712725741,587.4110707005282,26.70873514748534,8.837024761267681,3.6816486290334445,8.448609115355632,11.707257790649647,1040.8556264067379,588.8877579529229,47.39817506324624,11.513543259225946,8.837024761267681,0
08001001091,08,001,001091,149.1197156744509,84.02062529693382,3.1535891532361218,1.126281840441472,0.9010254723531776,1.5767945766180609,0.9010254723531776,145.5156137850382,83.34485619266894,8.109229251178599,1.126281840441472,1.126281840441472,0
08001001092,08,001,001092,704.7783907686265,608.2696492132695,23.10149367991569,3.390796991094578,2.3137548397757963,1.5482330344325432,6.313754839775797,699.5172265515725,601.0519297221148,39.81150384208069,4.390796991094578,1.3935901083449134,0
08001001093,08,001,001093,724.5927750281767,578.2807723782564,26.87363313978128,4.976598729589126,5.971918475506951,8.957877713260427,5.971918475506951,689.7565839210529,605.1544055180377,31.850231869370404,4.976598729589126,9.953197459178252,0
08001001094,08,001,001094,569.3184892476612,553.2179000136626,14.796489846785521,2.958222955039809,6.887290858931206,1.0057829141636807,9.832076135004826,549.592523654407,577.8303407806935,21.68109316992349,3.939818047064349,1.9900655419814586,0
08001001095,08,001,001095,639.022091140068,506.015191001887,24.00080234164896,1.000053489443264,1.0002674472163202,6.00026744721632,8.000053489443264,643.0218236928517,501.0153514702168,19.00106978886528,6.00026744721632,8.000053489443264,0
08001001096,08,001,001096,515,420,20,5,2,5,7,504,420,31.000000000000004,6,4,0
08001001097,08,001,001097,556.0440210426973,476.83320910138343,12.038720560649487,3.0071704741943495,5.00860456903322,3.012906853549829,5.00860456903322,544.9938277233368,469.87192966203287,27.045891034843837,7.007170474194349,3.014340948388699,0
08001001098,08,001,001098,432.6456608975056,332.21006104629896,9.270978447803692,4.635489223901846,0.7725815373169743,2.317744611950923,2.317744611950923,429.5553347482377,324.48424567312924,16.996793820973433,6.953233835852768,3.8629076865848715,0
08001001099,08,001,001099,373.21035198690157,256.6385955551575,13.554855399040008,0.9036570266026672,4.518285133013336,4.518285133013336,0.9036570266026672,368.6920668538882,259.34956663496547,18.073140532053344,4.518285133013336,0.9036570266026672,0
08001001100,08,001,001100,667.5577464788732,463.5633802816901,27.76901408450704,3.036619718309859,4.109859154929578,4.073239436619718,13.256338028169015,652.1183098591549,478.7464788732394,30.805633802816903,4.146478873239436,11.146478873239436,0
08001001101,08,001,001101,721,419,28,2,2,2,5,691,440,30,5,1,0
08001001102,08,001,001102,593.4422535211268,409.4366197183098,20.23098591549296,0.9633802816901409,2.8901408450704227,1.9267605633802818,6.743661971830986,581.8816901408451,414.2535211267606,21.1943661971831,3.8535211267605636,3.8535211267605636,0
08001001103,08,001,001103,349,174,16,2,1,1,4,323,192,26,5,2,0
08001001104,08,001,001104,592.2556969756205,392.5300696148937,15.819851672136773,1.9774814590170966,1.9774814590170966,1.9774814590170966,6.921185106559838,570.5034009264324,399.45125472145355,27.68474042623935,1.9774814590170966,3.954962918034193,0
08001001105,08,001,001105,155.3962910725321,91.35501877286275,6.777726834981315,0.2645849692692635,1.5083045461197597,0.5644852564802121,0.18031390372858513,155.80371546087167,89.3622437356242,6.5388445777231095,3.7330273875615685,0.23649461408903738,0
08001001106,08,001,001106,966,530,31,7,1,5,5,937,534,49,8,7,0
08001001107,08,001,001107,801.625,525.2164634146342,23.733231707317074,0.45121951219512196,4.11280487804878,9.225609756097562,1.1128048780487805,786.7942073170732,538.2012195121952,29.128048780487806,2.5640243902439024,3.676829268292683,0
08001001108,08,001,001108,765.1587469962019,450.97458027117307,20.054131068445955,7.623483844554889,3.8293574656167855,3.8686134990849075,5.747054908517259,745.4132975997817,470.75324828087724,22.99224458085848,2.912783487726752,3.867942674620001,0.9378790557863619
08001001109,08,001,001109,688.8772087928534,409.8873547984607,17.12831806297918,7.048531687367594,1.0259429048460642,2.025272080381157,6.035895647177015,671.7488907298742,419.02103945715913,30.13955764191862,4.017276999123601,1.0259429048460642,0.006653432327742745
08001001110,08,001,001110,512,285,13,1,2,2,4,513,280,12,8,1,0
08001001111,08,001,001111,723.2419786096257,426.3368983957219,15.866310160427808,10.716577540106952,2.268716577540107,4.358288770053476,10.074866310160427,726.3903743315508,412.47192513368987,28.31417112299465,6.254010695187166,4.537433155080214,0
08001001112,08,001,001112,614.6498622217798,255.77383819029473,17.045874884162437,5.6804984297694565,3.788250265995085,5.681749742584904,5.682375398992628,612.7438496170355,259.5602114870666,22.733255534416855,4.737815458124752,5.684878024623523,0.0012513128154477604
08001001113,08,001,001113,680.1721752075358,385.7438044998674,16.588634628515038,3.1976714077897017,4.13052962571102,5.196420094974254,6.19579443856653,659.118797866427,386.8762110948016,30.77942381581978,9.160659406507879,10.193291812935636,1.9987486871845523
08001001114,08,001,001114,621.7449107357584,322.5820123223918,12.902351146920356,7.21264601217413,5.072058075922698,5.10146984062858,1.3497057328315984,605.5287365079903,326.6017177561807,24.01382009042088,7.389116600409424,4.163528813679335,0
08001001115,08,001,001115,606,353,13,3,0,3,9,604,347,22,6,2,0
08001001116,08,001,001116,334.6536256359578,209.94483165704634,10.004682073306485,2.729224473321797,1.8101256132126724,1.862304864286951,2.7515552123472813,319.413929799904,209.0836534159916,22.524859766955444,2.7605320239663644,3.6425819654508285,0
08001001117,08,001,001117,993.0425547939585,451.2707530014623,30.517604734408724,4.3142424540495465,1.1098529642868973,5.59019381107123,10.7077049947637,988.6593883652589,446.36792741954696,34.586528709058875,12.620826688693521,8.636143127504665,0
08001001118,08,001,001118,467.2044198895028,252.3977900552486,13.425414364640885,2.685082872928177,0.8950276243093923,5.370165745856354,6.265193370165746,464.5193370165746,254.18784530386742,13.425414364640885,5.370165745856354,5.370165745856354,0
08001001119,08,001,001119,705.1268303192786,360.88383376881086,18.056336160739484,6.004742780804045,2.0139854154064967,8.980136214525167,6.031273934574205,699.937671763278,349.83851411610027,33.06774630983885,13.984742477523872,7.074411876528371,0
08001001120,08,001,001120,721.5005516318482,345.5657644630859,22.79210189076896,2.9989357341808676,2.970946399368193,8.929151124437627,3.986319672529804,687.9543120149456,349.4232493048004,35.707572687736395,7.980393912764002,10.893044383580134,0
08001001121,08,001,001121,571.8284660838902,318.03619940696876,12.132881446591048,3.734085986389345,1.8651109870784568,2.80925851731498,5.595332961235371,559.7207007168099,306.84746549061424,20.537472925141397,6.54141249758811,8.389135429620625,0
08001001122,08,001,001122,547.7702538206128,263.33667843257217,9.649539740191747,4.660737183553996,1.1913900202175847,4.951713982575376,4.034597489153836,542.4598367195628,259.0400648660712,15.878634129256577,7.028436337711106,6.273623853671852,0
08001001123,08,001,001123,832.3240244174195,359.5234448801747,11.410169086057303,2.888936034828125,2.4656152000097284,6.187901278324913,5.371545941838197,831.9638611952786,344.0754907561981,26.504162905207956,7.4293166939444095,8.950920501964413,1.4442890769972717e-4
08001001124,08,001,001124,818.0995711703847,309.02141388128354,5.001283481843493,4.000067551675973,4,1.0002702067038933,5.000405310055839,819.0952478631224,294.02533187848996,16.001351033519466,7,10.000067551675974,0
08001001125,08,001,001125,483,230,7,5,2,2,2,492,220,17,4,2,1
08001001126,08,001,001126,830.7405648979226,376.0194135853755,17.48927505048258,5.82975835016086,1.9432527833869533,4.858131958467384,11.65951670032172,816.1661690225204,386.7073038940037,22.347407008949965,8.74463752524129,10.687890308628244,0
08001001127,08,001,001127,458.6322719850068,250.19733875211367,11.571194983292997,6.093022790498022,3.427341924818944,2.8698021310121336,3.7113837224707216,474.3851899921644,237.38818528752955,16.073269873853405,4.659956617695253,2.205600031287604,0
08001001128,08,001,001128,843.7208737832955,427.7203658519818,16.836458594993623,0.010545832348645584,3.957590829907828,4.951382634196721,10.894799433957559,873.3500758458609,396.10709545828814,21.787841229190345,11.878045405897806,1.9963718022016568,0
08001001129,08,001,001129,721.0536811295162,404.6390020035228,10.620778414676003,1.1090722931012658,3.0189372956551637,4.97110255520888,9.925742927621057,709.267209667581,392.7089227613373,24.617578909850543,15.71047618453737,9.838156140840825,0.01220007449349389
08001001130,08,001,001130,175.48835019404845,125.55977243639319,5.827869090103715,0.1275212437191757,0.0245740498034076,1.1613253917419453,2.4501720272030663,161.51625008718904,136.2418506138686,6.033763477935252,2.078229361742534,1.2934976301632588,0
08001001131,08,001,001131,403.46681870635825,249.55469947563134,14.464302300492387,3.139140819050373,1.1385800733473912,0.1506603819904748,3.15360048419497,404.18373433986994,233.95461769324507,19.340466753552008,1.2355997620595236,1.2747807901932695,0
08001001132,08,001,001132,799.8403974600683,377.5427562184173,28.220036304763774,7.054026114198807,2.6450140523265184,3.5240641711229945,10.578090285321801,761.9606394684646,408.34686293199513,32.63298021460461,12.336190522914753,5.288062180668764,0
08001001133,08,001,001133,695.25,487.9939024390244,12.246951219512194,7.536585365853659,1.8841463414634148,3.7682926829268295,1.8841463414634148,698.0762195121952,471.0365853658536,18.84146341463415,9.420731707317074,11.304878048780488,0
08001001134,08,001,001134,708.7443030243795,549.4699303851063,25.180148327863225,9.022518540982905,7.022518540982904,4.022518540982904,11.07881489344016,693.4965990735676,562.5487452785464,40.31525957376065,6.022518540982904,2.045037081965807,0
08001001135,08,001,001135,686.4074074074074,602.6018518518518,21.949074074074073,2.9930555555555554,0.9976851851851851,6.983796296296296,9.976851851851851,680.4212962962963,596.6157407407408,35.916666666666664,10.974537037037036,6.983796296296296,0
08001001136,08,001,001136,311.175911251981,286.2575277337559,12.763074484944532,1.2155309033280508,1.8232963549920762,1.2155309033280508,4.254358161648177,300.23613312202855,286.2575277337559,19.448494453248813,4.254358161648177,1.8232963549920762,0
08001001137,08,001,001137,741.1917701863354,599.2818322981367,19.17701863354037,1.9177018633540373,5.753105590062112,2.876552795031056,12.465062111801242,716.2616459627329,633.8004658385094,24.930124223602483,2.876552795031056,2.876552795031056,0
08001001138,08,001,001138,439.116124017033,370.996016736385,28.089480556431234,2.0286541540741267,0.23564641075723905,1.0490358807070694,4.285884193252361,419.76129414090724,398.55155796798584,18.951441932405498,1.3602144920265609,6.4130618406074955,0
08001001139,08,001,001139,192.3271581706826,151.9998344883116,6.437569618976856,1.0232084265711,1.922191059966136,1.0035425609329105,2.034334648986825,187.1148776402735,155.42726443399556,8.192027147458548,3.897189358650859,2.0882892348250826,0
08001001140,08,001,001140,352.8592865026834,242.70528109037647,8.533919922692448,0.9554425571305665,0.0030982424515547543,2.8384434893277066,6.6323295357859795,334.7833339784915,261.6902025349256,10.438608552050471,0.9585407995821212,4.736935633782621,0
