GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREUWES,G20PREOOTH,G20USSDHIC,G20USSRGAR,G20USSLDOA,G20USSODOY,G20USSOEVA,G20USSOWRI
08013013107,08,013,013107,649.3520804453514,183.41496814513943,13.328832864968474,0.019279268870248795,0.019279268870248795,4.455797134236324,1.7823188536945298,618.1807797745673,214.66338589140443,14.191073388510366,0.9007990612823893,0.8911594268472649,0
08013013200,08,013,013200,505.61995994467384,155.36878838772247,7.8955341096525755,1.9781040489512425,0.0259951070779543,0.32932687067813954,0.2561039818742386,489.4050262390018,180.42445178445584,6.055322422587069,0.09026908731946846,1.113002656007417,0
08013013201,08,013,013201,625.1946451520973,135.2115301517143,5.817959517811097,1.4483205107511787,0.9333890246230195,1.091050376855367,4.67000354285095,607.5351235840611,157.89813132070302,7.016098777097283,0.9366221426666553,2.9792118148538904,0.45709158250348064
08013013202,08,013,013202,587.1610510443103,190.88736505390972,4.56499049599019,4.454216445597319,5.739678340093712e-4,0.03537856406174296,0.7607275023127639,563.8776438710865,215.64331398658373,3.8377444889362717,0.008462558721084621,1.4926118675743256,0
08013013203,08,013,013203,815.9513410130471,186.1190807574384,8.295879642889531,1.1666582127404277,0,1.0634221486595168,2.179884903802941,785.0951886880724,205.43735330374497,14.308113061198217,1.0544147342757322,0.16998379018079005,0
08013013204,08,013,013204,806.7523739865834,194.90620520039994,11.71022104552464,1.085688164836407,0.0926809693531024,2.0630330839965008,5.103411087153096,783.904643007463,221.47536854028212,15.014272369003493,2.0630330839965008,1.954689838320188,0
08013013205,08,013,013205,852.6997863100976,199.59842223453418,9.56677223488228,2.315284636872374,0.9057943029532175,0.9083608901453002,2.046503661559628,827.2810008282477,225.48447124049846,12.054373262472904,0.9057943029532175,0.4723966984984681,0
08013013206,08,013,013206,493.13248553179073,84.90547498314261,2.3904753197338695,0.09699621391240867,0.019365391600735308,1.0426757451792104,0.09225277492263641,484.31149796066626,92.9815303824813,4.322089893162624,0.019365391600735308,1.076832345299641,0.07763082231167337
08013013207,08,013,013207,669.2535430431161,129.488423852057,10.363143732499703,2.5425199338399773,0.07724233865513153,0.9762271359059972,0.27037329499178203,650.7607391981394,153.61777064671145,7.462268412797922,1.673979921446817e-5,0.9762606155044262,2.465277595184846
08013013208,08,013,013208,877.1328741072787,129.2253871438702,7.831839590178616,6.78118460661582e-5,0.978886707483986,0.9790223311761184,1.958112474198303,860.4903760312835,149.78370329718555,5.874269610748843,2.9367957461440906,1.9579090386601044,0
08013013209,08,013,013209,450.5660685899018,87.20746725980918,2.725349952649202,1.816697860413848,0,4.664031206623618e-5,9.328062413247236e-5,430.5815059594202,111.73309825680043,1.817304184470709,0.9083722503629571,0,0
08013013210,08,013,013210,799.543083330037,157.54654419303085,8.313663934239278,2.882064789807423,0.8690105302421399,1.0098482216276048,3.5980265874979533,774.5756125371057,180.45086724492765,11.754448193646116,1.80354771226071,0.2691065662002153,0
08013013211,08,013,013211,803.0606965427576,216.7213582861339,12.69740299754173,4.045209903121636,1.0024068063396483,4.047616709461285,3.050023515800933,796.1607926756725,235.67609928169924,18.421329966132618,2.007220419018945,0.09523341892256892,0
08013013212,08,013,013212,1213.8077229808582,260.23533156111523,14.889376842411995,2.974183711517826,2.02168321173475,4.382255191149479,7.8438617424877775,1179.5459108068032,292.4802704701448,24.897970502639723,0.6000231234809462,3.9590852597509034,0.21863842619592894
08013013213,08,013,013213,1596.0231081724114,382.9980074902522,20.346157672200874,10.103360319784127,1.988417262959946,4.693626968369566,5.132574434661017,1544.4147054629957,438.8861854562701,22.333202816351463,5.687578327572784,1.715148511697466e-4,0.8553719008264463
08013013214,08,013,013214,778.8907545839531,170.75536471051865,12.309106242580482,0.8216541562740902,6.798377287429051e-4,0.8210319855836955,0.8222186599261366,763.2920695304764,187.17899994156784,7.386659519952113,1.153340766964674e-4,1.6405312945948607,6.221706903946714e-4
08013013300,08,013,013300,1160.3258694901938,424.3685289503883,30.300860836077028,3.943331142761477,2.354967353434475,3.035237641685407,5.914619655491925,1121.7593739849224,466.4186814137104,28.83826617394491,1.985938668392356,1.9794131263887378,0
08013013301,08,013,013301,1408.4974975350872,319.9691604931511,26.890447488543174,5.202856967219745,2.6014284836098724,2.6077816399134357,7.508270270563962,1377.5819006440831,340.7409961411851,30.842592040131876,4.894135474346963,7.482857645349709,0
08013013302,08,013,013302,1370.597740947873,350.7088257059086,33.041419860277486,3.015257971710922,1.0063587517246633,1.0134716207499077,4.028985039307342,1326.514375351583,405.7677250622441,24.076041135071947,3.009988258549983,3.010596900390798,0.0019623233908948193
08013013303,08,013,013303,690.199403960684,138.63831958169808,11.968775791225735,4.9869899130107225,0,0,1.994795965204289,667.2592503608347,156.59148326853668,12.966173773827878,3.989591930408578,4.9869899130107225,0
08013013304,08,013,013304,615.9207348547869,134.79863872681273,6.825611543082323,1.7068617740086556,0.853277924258303,2.5589159962987593,2.55830414531466,606.5328421349933,145.04470417873745,11.938854653299096,2.5586100708067097,0.853277924258303,0.8526660732742033
08013013305,08,013,013305,805.0507246376811,181.56038647342996,9.97584541062802,7.980676328502415,4.98792270531401,0,4.98792270531401,781.1086956521739,212.4855072463768,16.95893719806763,1.9951690821256038,0,0
08013013306,08,013,013306,881.2204684549405,192.06284743551825,15.992757415117664,6.007549731152216,1.0101149712950954,1.9960753532182103,6.998341030949726,865.193894614702,204.11417878188064,17.007703304287155,5.993056977529028,0.9980376766091051,0.9980376766091051
08013013307,08,013,013307,568.8197343453511,154.17267552182165,11.263757115749526,2.8159392789373814,1.4079696394686907,1.4079696394686907,3.519924098671727,557.5559772296016,162.62049335863378,18.30360531309298,2.1119544592030364,3.519924098671727,0
08013013308,08,013,013308,772,179,15,1,1,5,2,764,186,16,1,5,0
08013013309,08,013,013309,828.6588337778106,192.36722926984888,15.783977786244012,0.9864986116402508,1.9729972232805015,0.9864986116402508,5.918991669841504,807.9423629333653,209.13770566773314,17.756975009524513,2.959495834920752,1.9729972232805015,0.9864986116402508
08013013310,08,013,013310,955.5199888475386,216.71419836072326,8.039519311327012,5.216665410291743,1.7515804966102726,3.4635848975143375,4.401437966751508,941.1904279954047,239.7749830357835,20.995581927853397,1.7647725285123417,1.7608751899340298,0.013192031902069235
08013013311,08,013,013311,619,139,5,5,0,1,4,613,145,7,1,2,0
08013013312,08,013,013312,724.2055791803334,207.05740909533475,6.9349371467336995,2.9721159200287284,0,0,0.9907053066762428,697.4565359000749,250.6484425890894,5.944231840057457,0,0.9907053066762428,0
08013013313,08,013,013313,1019.8679845120223,264.55178245220145,14.58457023949589,5.146146844108964,2.07312345758427,3.219670585931537,1.2196648736182145,991.0619625061955,311.4256213988747,6.027676876009813,2.2201823658560604,2.072711748719322,0.07332359970342145
08013013314,08,013,013314,1193.3023173497804,222.43906965542368,10.313545002678048,3.078271659724753,1.0392504208071356,3.0387920570280995,2.1179804443109247,1151.561601356014,281.41276717324797,3.2756696732080206,1.999541636220964,0.999770818110482,0.03947960269665355
08013013315,08,013,013315,610,168,6,4.999999999999999,0,0,1,599,188,4,0,1,0
08013013316,08,013,013316,708.1366904800569,248.7155699123191,5.88116476470549,2.5186842190273904,0.8406201364195248,0.8406201364195248,1.6780640826078657,682.9530244800142,289.82019946063383,5.031016057592413,0.0031761902311840456,0.8374439461883408,0.8374439461883408
08013013400,08,013,013400,89.92752644770329,56.59430582025849,0.7174930772189876,0.06739370849490492,0.04038459299539486,0.06799883640363039,0.11250056456059337,86.08689280189911,62.41703071444022,0.5354516441433472,0.032760601095034016,0.05105589435058176,0
08013013401,08,013,013401,681.8220624655956,227.32712238694626,8.898359215592306,2.783243087709625,1.1302778276332248,3.1243343523011933,0.7135875707900458,659.7451898877031,263.24437307014654,5.703638893311706,0.2898908948909957,0,0
08013013402,08,013,013402,382.3879096857157,109.29336034085105,9.090459976659718,1.6537635738507406,0.0017465598397851045,0.0017465598397851045,0.8303749066049405,370.80283186956166,126.66486410564296,4.9630372813920065,0,0,0.0017465598397851045
08013013403,08,013,013403,728.9695509638723,137.41953042622077,12.014219594839393,2.0098932884559995,0.0033160444180595507,2.006069354422482,8.01432928443575,711.8995445678664,168.4495995585128,10.051019634961538,0.003569989225788544,3.014720341238926,0
08013013404,08,013,013404,645.4516091831943,206.1784761976174,7.679868987634215,1.9189679978097665,0.9581516667731668,0.9581516667731668,2.8757873324512166,627.22807486466,230.16024684171265,6.7150556602024665,0,0,0.9581516667731668
08013013405,08,013,013405,512.3269230769231,186.60897435897436,6.717948717948718,1.3717948717948718,0.3717948717948718,0.3717948717948718,3.4871794871794872,491.12179487179486,208.37179487179486,6.089743589743589,1.185897435897436,2.371794871794872,0.1858974358974359
08013013406,08,013,013406,416.77292525561086,259.74108090622735,5.963917630725656,1.9870421652749473,0.9894265400912504,0.9894265400912504,0.9894265400912504,397.97121417858625,281.54163914032097,2.0113757284459317,0.9894265400912504,0.005815961907982485,0
08013013407,08,013,013407,234.53887672029526,181.0547188050738,5.008633099660182,1.9490414751581906,0.014705882352941176,0.007352941176470588,0.029411764705882353,230.49373494644948,187.12978440701897,4.942456629071947,0.007352941176470588,0.9781972081673306,0
08013013408,08,013,013408,795.7145633301742,435.99661435328665,35.16207065819694,4.064828263278774,0,0,7,740.5849068036166,504.191099143123,28.16207065819694,5,0.03241413163938735,0
08013013409,08,013,013409,1092,496,27,6,2,6,6,1041,535,43,4,3,0
08013013410,08,013,013410,705.7720588235294,379.19117647058823,25.808823529411764,2.9779411764705883,1.9852941176470589,0.9926470588235294,3.9705882352941178,679.9632352941177,418.8970588235294,16.875,0.9926470588235294,1.9852941176470589,0
08013013411,08,013,013411,932.6279127711058,351.8596198236112,15.993619082891419,3.9984047707228547,0.9996011926807137,0.9996011926807137,4.9980059634035685,884.6470555224316,411.83569138445404,14.994017890210705,0.9996011926807137,1.9992023853614274,0
08013013412,08,013,013412,1823.4796654112884,728.5904094139363,39.12219141974266,6.181339615092429,5.930963028906073,3.5048932192046394,8.771139912142996,1733.325549769868,826.6232302189036,37.5763935510015,1.2178703008956644,12.337428601812015,0.16286541026933923
08013013413,08,013,013413,866.7951544957564,373.8730518823921,12.790393880187098,6.887135166254591,0.9838764523220844,2.951629356966253,8.85488807089876,822.5207141412626,425.03462740314046,16.725899689475433,3.9355058092883377,1.9677529046441689,0
08013013500,08,013,013500,767.2710147374949,100.78885444918069,12.704704328687425,4.347400726211348,0.23056994818652848,1.2597776426927334,3.8862608298382915,752.7551791126479,111.5420712906158,18.986878397484748,0,1.8278454408258815,0
08013013501,08,013,013501,836.9810668047262,210.62005405909898,9.37448212544731,1.828234348287544,2.022256689336637,1.2241475872465737,0.8520769703130212,808.0179760156312,246.5487904481595,9.831174501030915,0.0699419333875909,1.4021958631310336,0
08013013502,08,013,013502,689.4038045782931,249.86628100525562,6.806718689567732,0.9723883842239617,0.972917028453575,0.9723883842239617,1.9437194799886968,649.5443391327846,288.7581158646068,8.749909525326816,2.9155792199830453,5.286442296133492e-4,0
08013013503,08,013,013503,879.7797202797202,229.89627039627038,16.247086247086248,1.6247086247086246,1.6247086247086246,1.6247086247086246,6.498834498834499,857.0337995337995,255.07925407925407,17.871794871794872,0.8123543123543123,1.6247086247086246,0.8123543123543123
08013013504,08,013,013504,552,138,5,1,1,1,0,531,158,10,1,2,0
08013013505,08,013,013505,606.1294890635431,155.48943882275225,4.655372419842881,5.586446903811458,0,2.793223451905729,0.9310744839685763,593.094446287983,175.04200298609234,9.310744839685762,0.9310744839685763,1.8621489679371526,0
08013013506,08,013,013506,397,167,4,1,0,2,1,379,195,5,0,0,0
08013013507,08,013,013507,764,385,17,2,1,2,0,723,443,11,2,0,0
08013013508,08,013,013508,580,125,4,1,0,1,4,561,133,14,0,2,0
08013013600,08,013,013600,1521,903,39,4,7,7,3,1437,1003,30,1,6,0
08013013601,08,013,013601,718,392,11,4,4,0,4,687,422,9,5,3,0
08013013602,08,013,013602,487.09143344593616,303.31959456213673,11.2418368247402,3.04836736494804,0.04836736494803997,1.03224490996536,5.09673472989608,456.3175556067675,344.2063295861841,7.19346945979216,0.06448981993071995,3.11285718487876,0.016122454982679987
08013013603,08,013,013603,844.9842553739908,465.65495733937104,16.05895818854431,3.0280605160715166,3.0558876836124265,2.1579026949750104,6.356762165385869,795.8057844320706,521.6149340474507,13.687834274040284,4.051357528477202,7.007031501008683,0.9787376364065598
08013013604,08,013,013604,531.4133232475709,362.69763129621015,17.61250924621198,1.0245003698484791,4.02450036984848,3.098001479393917,3.196002958787834,508.4333084536317,393.55514424090694,16.882013314545254,0.07350110954543781,1.0490007396969585,2
08013013605,08,013,013605,654.5572307070687,297.8740595768486,16.604036780965938,1.9597653907504613,2.9319382232095514,1.9546254821397009,6.836049278878193,628.0618486173568,328.2941123566722,22.421654049888197,0.9927324669021313,2.9524978576525926,0.00513990861076028
08013013606,08,013,013606,577.0346153846154,261.7576923076923,8.757692307692308,2.9192307692307695,0.9730769230769231,0,4.865384615384616,562.4384615384615,268.5692307692308,12.65,1.9461538461538461,1.9461538461538461,0
08013013607,08,013,013607,651,271,25,1,1,1,2,633,284,26,3,1,0
08013013608,08,013,013608,580,240,6,5,1,1,2,569,247,13,0,3,0
08013013609,08,013,013609,334.0148398901528,121.00602764416963,9.000424481983776,1.6979279351081216e-5,3.000016979279351,2.0000679171174043,1.0001358342348086,347.0141607189788,112.00662191894692,9.000611254056638,1.0000509378380533,1.0000339585587021,0
08013013610,08,013,013610,1542.9389173352806,490.4477295812639,33.482234477553796,2.939289379102152,1.9392893791021517,10.757157516408608,10.514315032817214,1485.3673421711947,535.3228578498391,49.814417647677466,4.817868137306455,5.878578758204304,0
08013013611,08,013,013611,730.6162361623616,255.3228782287823,19.64022140221402,1.9640221402214022,0.9820110701107011,0.9820110701107011,0.9820110701107011,718.8321033210332,266.125,13.748154981549815,3.9280442804428044,1.9640221402214022,0
08013013612,08,013,013612,699,283,26,1,1,1,5,681,297,30,3,3,0
08013013613,08,013,013613,532.3837638376384,235.6771217712177,11.359778597785978,5.035977859778598,0.017988929889298892,2.017988929889299,6.017988929889299,516.1678966789668,250.875,14.251845018450185,5.071955719557195,3.035977859778598,0
08013013614,08,013,013614,977.3147304448377,380.34413922316975,15.972457290211853,3.9931143225529633,1.9965571612764816,1.9965571612764816,1.9965571612764816,947.36637302569045,429.25978967444354,10.981064387020648,1.9965571612764816,0.9982785806382408,0
08013013615,08,013,013615,592,193,7,0,0,0,3,559,226,9,0,0,0
08013013616,08,013,013616,735.6746741918556,312.213301731779,20.042948135459483,4.007409620114322,0.9959523701407055,1.0018524050285804,3.0350573895251154,712.4491677946742,342.36917447573023,19.094196044421775,1.0077524399164552,0.011800069775749815,0.9959523701407055
08013013617,08,013,013617,1546.2077264499997,502.6454358448703,35.55029977085682,6,1.7400399694475754,4.110059954171363,12.220119908342726,1502.6668870916005,567.3665549894024,27.810259801409238,2,4,0
08013013618,08,013,013618,1563.144740033041,535.4337479050022,23.442140051674627,3.996566151538552,1.2584943517768814,2.88688306554996,7.775911927609967,1469.7545620037517,637.6372491174702,19.17849564476229,0,2.997424613653914,0
08013013619,08,013,013619,1078.1653138924573,318.44874662098755,34.69977337424078,10.905299675629529,2.9732361346822036,1.9830158852368311,8.92314225250806,1047.3843568723453,352.2029397757818,38.66151283413763,5.946472269364407,5.949047655710493,0
08013013620,08,013,013620,1163.096463810933,446.9449280078715,21.721139102975744,4.064459579164697,4.3542199179593744e-4,1.0781231752260643,8.458692734595541,1108.143434123216,496.2957587010343,29.585692708426613,2.075558850146817,1.9890458696818116,0
08013013621,08,013,013621,768.9628093961961,238.2909910751181,9.007811840942768,0,1.001952960235692,1,2.0156236818855353,750.9413268336035,249.30075587629656,16.013670721649845,2.0136707216498433,2.0078118409427677,0
08013013622,08,013,013622,492.0371906038039,148.7090089248819,3.9921881590572323,0,0.9980470397643081,0,7.984376318114465,481.0586731663965,153.69924412370344,6.986329278350157,6.986329278350157,3.9921881590572323,0
08013013623,08,013,013623,861,258,18,10,2,7.000000000000001,6,859,266,27,1,6,0
08013013624,08,013,013624,635,193,8,2,1,4,2,615,209,15,0,1,0
08013013625,08,013,013625,662,135,16,2,0,2,2,637,156,12,2,7,0
08013013626,08,013,013626,697,317,20,6,5,1,2,701,327,20,4,1,0
08013013627,08,013,013627,453,226,13,10,2,4,5,450,222,17,5,9,0
08013013628,08,013,013628,658,245,8,4,5,5,6,630,273,17,1,6,0
08013013629,08,013,013629,444,110,6,1,2,3,0,436,117,10,3,0,0
08013013630,08,013,013630,574.423091198213,233.38240221466293,8.065828676888712,4.0164571692221775,0.016457169222177957,3,6.08228584611089,576.2832052598245,225.4976023992182,18.106971599944156,5.008228584611089,7.016457169222178,0
08013013631,08,013,013631,412.576908801787,166.61759778533707,7.934171323111288,1.983542830777822,1.983542830777822,0,9.91771415388911,395.7167947401755,180.5023976007818,12.893028400055844,0.991771415388911,1.983542830777822,0
08013013632,08,013,013632,725.9653846153847,402.2423076923077,21.24230769230769,2.080769230769231,3.026923076923077,0,1.1346153846153846,689.5615384615385,431.4307692307692,25.35,3.0538461538461537,1.0538461538461539,0
08013013633,08,013,013633,532,217,24,4,4,4,8,526,235,22,6,8,0
08013013634,08,013,013634,482,220,14,3,2,1,7,468,237,15,5,2,0
08013013635,08,013,013635,444,302,16,2,2,1,4,418,328,17,2,1,0
08013013636,08,013,013636,658,383,16,5,0,2,7,645,407,15,3,1,0
08013013637,08,013,013637,903.636718664473,322.2371423292571,13.011885415070163,5.0022638885847925,1,4.000565972146198,3.004527777169586,872.6061561685783,350.2637430201284,23.01641319223975,4.001131944292396,2.0011319442923967,0
08013013638,08,013,013638,485.1839303743643,329.1695625955535,9.168145859622339,0.921268533540263,0,0.9157010990677265,5.498382170260761,471.4066581298044,357.60222800105146,8.252444760554612,0.9198766749221288,0.0013918586181341046,0
08013013639,08,013,013639,543.0712051073276,302.1377304835191,7.772051849229275,3.8859816905149773,0,0,2.914530501985893,513.9261654920666,334.19730060076597,7.772007615129615,2.914530501985893,0.9715396567284044,0
08013013640,08,013,013640,508.5485323493788,291.7891759744767,10.059639199149224,5,4,1,1.0298195995746116,477.42925395108034,319.93827397234975,11.02981959957461,1.0298195995746116,4.029819599574611,0
08013013641,08,013,013641,483,254,13,0,1,3,3,466,274,19,2,1,0
08013013642,08,013,013642,807,360,16,4,1,0,4,776,377,19,3,8,0
08013013643,08,013,013643,455,266,17,3,1,1,5,462,251,24,2,4,0
08013013644,08,013,013644,554,186,14,7,0,6,2,542,197,18,1,5,0
08013013645,08,013,013645,491,291,8,4,4,0,2,485,303,10,2,0,0
08013013646,08,013,013646,495,385,11,2,3,3,7,468,424,10,4,1,0
08013013647,08,013,013647,969,565,27,1,6,5,1,920,630,26,1,4,0
08013013648,08,013,013648,460.06801995557237,349.99567125592137,10.319282690592276,0.859940224216023,1.719880448432046,2.579820672648069,7.7394620179442075,441.14933502281986,359.4550137222976,17.198804484320462,4.2997011210801155,6.879521793728184,0
08013013649,08,013,013649,450,212,13,3,0,5,1,440,223,11,3,2,0
08013013650,08,013,013650,464,269,17,6,1,3,4,459,282,16,4,4,0
08013013651,08,013,013651,611,279,24.999999999999996,3.9999999999999996,1.9999999999999998,3.9999999999999996,3.9999999999999996,586,300,26,3,9,0
08013013652,08,013,013652,584.6933333333334,259.65000000000003,9.616666666666667,0.9616666666666667,0.9616666666666667,0.9616666666666667,7.693333333333333,559.69,275.99833333333333,18.27166666666667,1.9233333333333333,1.9233333333333333,0
08013013653,08,013,013653,431.3066666666667,270.35,9.383333333333333,1.0383333333333333,1.0383333333333333,1.0383333333333333,5.306666666666667,391.31,322.00166666666667,5.7283333333333335,2.0766666666666667,2.0766666666666667,1
08013013654,08,013,013654,819.7155339059467,360.8733784399731,28.062445947999105,3,5,4,8.031222973999553,791.5906420099485,399.0294933099709,27.03122297399955,1.0312229739995524,3.0312229739995527,0
08013013700,08,013,013700,680.6822713588635,199.95096984671815,8.148112756871512,3.1274642840751574,0,0.021857343955795472,1.127487397687409,663.3440693447083,226.41560756483784,8.191251901218697,0.04256360078277887,0.9997965953390724,0
08013013701,08,013,013701,493.92150415245726,199.28931204505574,5.146642535682751,3.014260806320344,0,3.3292762240996,0.6547547384628554,485.08657173703796,211.98181894901998,8.792956712418635,0.28471797081787986,0.1703078096056592,0.015502610264893548
08013013702,08,013,013702,226.7476441480242,153.86714892637644,4.076494305039379,0.016190519437178204,0.005513308634837731,0.00624614802260932,1.0126772051637418,221.64308301067788,160.00644050342586,2.0787064378860842,0.004047629859294551,0,0.004047629859294551
08013013703,08,013,013703,307.58876765668435,134.8326407772716,10.15455792755075,0,0,0,0,295.4804834102535,150.9555794206711,6.097022826898784,0,1.0197438631234093,0
08013013704,08,013,013704,232.89719626168224,93.94172622319957,7.82847718526663,0,0,0,0,227.02583837273227,100.79164376030786,4.8927982407916435,0,0.9785596481583287,0
08013013705,08,013,013705,381.71982089611885,238.37585494030404,6.184116059900947,0.0182221640946396,1.0091110820473197,2.0182221640946394,1.0182221640946396,365.70843651132606,262.47910791315184,4.128691800035208,1,1.0093005239427748,0
08013013706,08,013,013706,135.80751707219866,67.23970114033354,2.3930369886830647,0.2005603414756893,0.02632844332600016,0.01755229555066677,1.095915559264443,130.99963335225596,73.09084353288868,1.4892283874582222,1.069587115938443,1.0175757579649318,0
08013013707,08,013,013707,305,288,13,0,1,5,1,292,310,9,1,0,0
08013013708,08,013,013708,336.9319800444277,402.00432874407863,7.680717309407724,1.140059775783977,2.280119551567954,0.4201793273519308,2.2605379820557925,320.85066497718014,417.5449862777024,5.801195515679539,1.7002988789198847,2.1204782062718155,0
08013013800,08,013,013800,651.8933566433567,171.49475524475525,11.034965034965035,3.0034965034965033,1.0034965034965035,0.0034965034965034965,3.013986013986014,629.8444055944055,200.54895104895104,10.038461538461538,1.0017482517482517,0.0034965034965034965,0.0017482517482517483
08013013801,08,013,013801,562.0097042666614,74.94500890383031,7.49298635772938,2.4982230572629978,0,1.665352590939977,1.665093696469267,542.0283210145595,84.93751279117623,14.153490590841804,1.665093696469267,1.6652231437046219,0.832482124616956
08013013802,08,013,013802,605.9221138794858,91.01281048646474,13.254094856297531,3.8939765412771457,0.7742563340232596,1.599686385836731,2.3179427198599902,597.0505057389363,100.56502239661792,15.586037576157523,0.014478846629364044,0.7694300518134715,0
08013013803,08,013,013803,832.1821661626045,94.15359829211883,9.96523987428097,3.068899484077566,0,3.949483247346261,0.1220423412204234,817.1224342050643,103.44165830516515,10.988206368973492,0.0406807804068078,0,0
08013013804,08,013,013804,954.7259938417365,175.91084050190472,7.504295214045422,5.662705464452476,0,1.197333371827588,5.537126032416317,937.0669918540399,196.95646909607783,10.455970558023301,2.03586946755469,0.3290829903862001,0.15201526511815036
08013013805,08,013,013805,376.34204491407434,65.18331935763698,2.9636261728868774,0,0,0.9874720467006668,2.9619321269880494,368.4386384421144,76.04720591724313,2.963384166329902,0,1.975186099958309,0
08013013806,08,013,013806,914.4506812363932,152.71555872249414,13.799030186483872,3.6795879361012456,0,0.9200887927267118,1.8403693941548243,896.0512070862757,175.71509321884233,12.879133202458561,2.7596909520759345,3.6799715535040467,0
08013013807,08,013,013807,1035.6223978788405,120.2971006517983,8.201545239620328,9.320412063898754,0,2.0801030159746885,4.160206031949377,1030.0203375593467,133.2996760511655,7.12144222364564,3.2403090479240655,1.3204120638987542,0
08013013808,08,013,013808,1885.1916196402947,178.20867738793598,12.756719009063264,8.75656324582339,3.8782816229116945,4.317474355447501,2.8784373861515697,1860.2866696654498,189.5529239374766,23.391563877798347,1,4.756667087983306,2
08013013809,08,013,013809,592.8281622911695,48.79474940334129,2.243436754176611,2.243436754176611,1.1217183770883055,1.6825775656324582,1.1217183770883055,582.7326968973747,59.451073985680196,5.608591885441528,0,2.243436754176611,0
08013013810,08,013,013810,865.2603267891822,109.20530176504826,8.048844915511273,0.025390483983538305,0,0.9997579934430246,1.0124532354347937,842.0627690681242,127.56910766478401,7.03639168007648,0,2.999273980329074,0
08013013811,08,013,013811,1082,156,11,0,1,1,1,1046,192,10,0,0,0
08013013812,08,013,013812,1032.7577152687193,126.01412596295866,10.97417793147274,3.997952070106231,1.992600163057517,1.996850744387916,4.9921268609697895,999.0365334246358,160.79324131786163,17.924900304856852,1.996850744387916,1.992600163057517,0
08013013813,08,013,013813,723.8386634852743,178.99608067485053,10.068798502013838,4.981743710238897,1.033741265389829,1.9564731381478015,5.031302605848546,739.9730052013174,176.68859177566532,8.746041590482154,2.099565798979983,1.0307683650366892,0
08013013814,08,013,013814,927.5544910179641,75.31017964071856,12.392814371257485,0.9532934131736527,0,0,2.859880239520958,898.0023952095809,95.32934131736526,17.15928143712575,1.9065868263473054,0.9532934131736527,0
08013013815,08,013,013815,640.5160256410256,65.57211538461539,12.354166666666666,0.9503205128205128,0.9503205128205128,0,0,627.2115384615385,73.17467948717949,19.006410256410255,0.9503205128205128,0,0
08013013816,08,013,013816,969,99.99999999999999,12.999999999999998,4,0,4,3,955.9999999999999,107.99999999999999,21,0,4,0
08013013817,08,013,013817,658.53227359149,95.7685615267984,3.9492190320329237,1.9746095160164618,0,0,0.9873047580082309,642.7353974633583,124.40039950903709,2.9619142740246924,0,0,0
08013013818,08,013,013818,901,80,4,5,0,1,3,899,88,4,1,3,0
08013013819,08,013,013819,752,68,6,5,2,0,3,734,84,13,0,1,0
08013013820,08,013,013820,592,65,3,2,1,1,2,586,72,8,0,2,0
08013013821,08,013,013821,895,66,16,5,1,2,4,884,72,21,1,4,0
08013013822,08,013,013822,469.5614973262032,69.17647058823529,5.9393939393939394,3.843137254901961,1.7468805704099821,2.0962566844919786,2.7950089126559714,466.0677361853832,65.68270944741533,13.276292335115865,1.0481283422459893,3.144385026737968,0
08013013823,08,013,013823,1967.2823682861151,280.1670033614981,17.270703889943167,10.90006539790147,4.384252555015211,6.186601850151359,10.882937201503855,1931.6088362723167,289.3875826961917,43.87840749891582,3.224925330103139,11.143751543102125,0
08013013824,08,013,013824,893,103,7,5,0,0,5,880,111,13,3,3,0
08013013825,08,013,013825,536,57,4,1,1,2,1,532,60,4,1,1,0
08013013826,08,013,013826,739,61,3,1,0,2,2,739,63,6,0,0,0
08013013827,08,013,013827,742,65,11,6,0,1,4,724,77,13,0,1,0
08013013828,08,013,013828,583.0017450804983,59.000171698439004,2.000024974318401,5.0000093653694,2,3.0000031217898,1.0000062435796002,575.0016982536513,68.000202916337,6.000040583267402,1.0000031217898002,1.0000062435796002,0
08013013829,08,013,013829,506.97811910427936,49.88156806929403,7.255500810079132,2.7208128037796744,0,0.9069376012598915,1.813875202519783,493.374055085381,58.95094408189295,11.790188816378588,0.9069376012598915,1.813875202519783,0
08013013830,08,013,013830,539.9570063694267,58.81687898089172,8.700636942675159,8.262738853503185,0,0.08757961783439491,3.1751592356687897,523.6433121019109,67.69267515923568,12.138535031847134,2.087579617834395,4.17515923566879,0
08013013831,08,013,013831,591.0631294457957,50.30138125137524,8.043837272927307,6.0164389773477405,0,4.005479659115913,0.010959318231826881,566.9809345590569,63.35617784253438,13.071235568506875,1.0054796591159134,3.010959318231827,0
08013013832,08,013,013832,262,26,4,1,0,1,2,246,37,4,1,2,0
08013013833,08,013,013833,429,60,5,4,1,2,2,414,77,2,0,2,0
08013013834,08,013,013834,231,69,7,3,0,1,1,211,71,7,2,1,0
08013013835,08,013,013835,172.0339002675043,21.905085040125645,5.047636054743455,1.015878684914485,0,1.015878684914485,2.015878684914485,160.85923473344496,26.968599779783585,6.12702947931588,0,1.015878684914485,0
