GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDPOL,G18GOVRSTA,G18GOVLHEL,G18GOVOHAM,G18ATGDWEI,G18ATGRBRA,G18ATGLROB,G18SOSDGRI,G18SOSRWIL,G18SOSCCAM,G18SOSOHUB,G18TREDYOU,G18TRERWAT,G18TRECKIL,G18RGTDSMI,G18RGTRMON,G18RGTLTRE,G18RGTOOTW
08001001028,08,001,001028,274.13398464759246,117.79762735519888,15.270062805303558,4.362875087229589,262.4996510816469,130.88625261688765,18.178646196789952,266.8625261688765,125.79623168178647,12.361479413817166,4.362875087229589,269.77110956036285,120.70621074668527,17.451500348918355,257.40963014654574,112.7076064200977,18.178646196789952,9.452896022330775
08001001029,08,001,001029,515.6379448301585,202.81671634998742,31.345014411003614,10.249592379707368,494.5874238580843,221.01137993457027,34.02969449833472,510.4639015155965,214.3669931776735,16.98488185699936,8.776971478666209,501.6066554571652,214.010214672212,28.686751342318818,480.81897365854866,202.96603154891434,33.52360079394628,15.245626017989752
08001001030,08,001,001030,339.20885456021045,208.4635351076036,31.888660341980803,15.071222679316039,335.9489827330479,212.46186998013042,39.19171354210394,346.862773906473,195.91372121008592,36.98038227968544,7.845688859037864,347.0586012929225,199.48772843030252,34.33660761760837,343.79872946575995,188.88401477625723,28.392172501609156,13.671815968432542
08001001031,08,001,001031,562,360,36,8,543,364,42,577,352,19,8,569,343,33,533,315,49,16
08001001032,08,001,001032,466,271,31,9,448,281,35,446,284,30,7,468,260,28,443,259,33,9
08001001033,08,001,001033,658.5492939746265,398.56753144514784,30.193586977643683,17.09679348882184,613.3418793557227,422.7611184227916,47.24889754268474,634.5216386921061,418.66432493396974,25.09679348882184,9.013827641260264,641.466328127065,396.62284201018895,34.09679348882184,609.20360294312,368.51222088010684,49.24889754268474,15.069138206301316
08001001034,08,001,001034,503,314,24,22,490,325,37,509,317,28,3,496,316,36,477,305,29,20
08001001035,08,001,001035,320,183,23,6,301,194,23,317,175,20,6,314,173,32,306,164,23,11
08001001036,08,001,001036,293.6560105307696,240.85919796906586,32.00271104633852,16.954648739285098,276.5261153683419,272.15061194427466,30.096124614106845,313.6934637142902,236.97489539748955,20.65854919843919,5.235767006722768,301.26328491059814,250.01225455628162,19.695720307774277,290.8298935953489,238.38357387993042,19.961167787128016,9.812295300330653
08001001037,08,001,001037,360.9818801952525,207.90968584255123,32.29889958166811,16.94628920568839,359.4051929108496,223.2396408247899,27.710701116766007,370.9352930703876,200.7296353362093,38.701934142679114,7.180050506341919,370.1526132766214,201.90931887529382,38.304930397360764,359.18403564444935,202.32331416591796,24.132003560465574,16.15794556348695
08001001038,08,001,001038,492.86463050331065,264.40975999622594,28.15068849026353,11.166986418056883,460.71962142993533,283.9084069480945,34.0419785403691,492.8604219845279,275.2885306947603,17.264055696408622,5.095492175469129,478.49125928145793,277.80712915096,24.85749671487495,449.68915824744175,263.4131083159048,37.33644216178146,11.99622142377781
08001001039,08,001,001039,247.77567966812813,156.35330641011834,16.160848642346078,9.49617487376474,238.90504829231205,163.0858609006014,16.726339120960187,247.29240646118836,154.71820684897233,17.164813489423977,1.8544201684924686,243.8378450296557,154.70543583971318,18.335002069008763,234.9412243380318,149.63911414501382,13.786631428294593,8.99968336027626
08001001040,08,001,001040,561.4636153941138,399.2434053453584,43.05183276755188,25.549038497655115,538.3231210961249,426.74628918888465,49.46133241926621,558.054324747535,406.0159215580166,40.87002590831484,8.228051086995393,559.5980732841617,410.0160111316461,38.68887592236098,538.4576984176788,383.7411783751152,39.41499861787833,19.139777708952842
08001001041,08,001,001041,387.2721017406615,191.45054239549634,26.226101698013196,5.245220339602639,371.53644072185364,211.55722036397313,21.85508474834433,392.5173220802642,194.07315256529765,13.987254238940372,5.245220339602639,392.5173220802642,192.3247457854301,22.729288138278104,369.78803394198604,192.3247457854301,25.351898308079424,4.371016949668866
08001001042,08,001,001042,390,199,19,8,378,206,28,395,189,27,2,383,194,29,363,188,35,9
08001001043,08,001,001043,464,355,20,7,440,384,17,464,359,4,5,452,361,17,416,355,25,7
08001001044,08,001,001044,473,243,20,6,431,269,27,451,264,14,2,453.99999999999994,253.99999999999997,21,428,237,19,8
08001001045,08,001,001045,341.79973620324824,273.90630139481766,14.427880222041598,7.048605714317742,325.33511520826795,288.92938544499026,18.276148999516987,338.9166623136328,281.94691348935373,6.9824719556365205,1.0447343927203758,335.6635973642884,277.75457017229303,7.313140749042631,315.21844007447027,270.1241663760235,18.342282758198213,5.289805722283102
08001001046,08,001,001046,279.2566672182924,301.5972005957558,10.23941113133739,2.7925666721829243,254.1235671686461,320.214311743642,9.30855557394308,266.2246894147721,318.35260062885334,1.861711114788616,0.930855557394308,275.5332449887152,300.66634503836156,6.515988901760156,249.46928938167457,303.45891171054444,10.23941113133739,5.585133344365849
08001001047,08,001,001047,524.3943026038328,405.92896656427865,18.13912166897733,9.062034124677492,479.19943826736335,439.0951843885762,20.166397883855193,491.337009579489,437.0361609478232,13.059023440753023,3.0105824086250528,499.3368295199314,416.9562427791565,16.07407686037537,466.10866760073515,392.90470103332524,36.16940856777966,12.055922727049735
08001001048,08,001,001048,429.3730004413296,362.1857314898489,12.717233560522883,2.290025363214286,381.00875389311085,401.8492818005944,11.849209275933038,391.72683275218003,393.8877471741058,7.003629461868585,0.06321985912165273,398.6723042038564,383.5503069165503,7.1313886268956495,366.2277133849518,356.5250782827026,21.886613412692526,6.245507572472377
08001001049,08,001,001049,621.8449837118171,442.15967140361647,25.70541050941882,10.73371417780086,567.3407582267126,482.39471224210376,28.74514895425145,593.440205844861,466.193324205656,15.385255653651857,3.4135593220338984,580.6099428733298,465.861937585572,24.35135734856711,551.9301402200085,413.9782540956518,32.94608847552051,13.906595533733062
08001001050,08,001,001050,378.69336234612155,294.0996091354756,15.626038540128354,5.515579215779331,352.9511208633252,310.6535263057123,18.378084529699024,369.47631994196695,301.4795610389502,10.113331133508522,0.0028718091594982583,362.1394451758848,302.3945165278408,10.106151610609775,340.9892119924986,295.94675096821385,15.634653967606848,5.509835597460334
08001001051,08,001,001051,627.5301859498381,511.45494025097895,42.149305064601684,11.963338972961184,589.8070164810057,546.723669045117,44.68716946432161,634.2849656102355,499.74890635615213,43.492432179956424,6.7964915229101255,622.4518130602866,506.26789789219947,50.75039828061869,580.3051520857966,484.9759148546101,52.19035590458652,23.816686431638576
08001001052,08,001,001052,653.723577194477,386.77818305030934,44.46754502974727,20.366246133061455,636.1954354165493,414.9303289488419,46.49741397514073,661.8198902442402,390.8091169545008,33.95207087432165,9.857700149056983,658.3643501451726,392.1248216440575,38.010888510408755,642.1357271541474,359.1958040715072,41.85580850916467,23.64896014352729
08001001053,08,001,001053,497.20378637191175,439.8408543654955,19.997382517286972,10.853558644608375,474.6537551280038,459.1314915440629,27.75974918147692,497.3835719277469,436.5001700111606,24.261864408453317,2.4583318717645453,505.29122232584535,425.673319795943,24.279106132793324,463.08779289124885,410.0754779047121,27.594755370252237,10.171071755550066
