GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREUMCM,G16PREOOTH,G16USSDBEN,G16USSRGLE,G16USSLTAN,G16USSGMEN,G16USSOOTH,G16RGTDMAD,G16RGTRGAN
08123123116,08,123,123116,265,496,58,18,10,17,299,518,25,10,9,266,520
08123123117,08,123,123117,231.2817942902846,652.1530442747655,43.130543509037494,2.032629973670903,13.0268666468465,8.000095004824225,261.2461921069927,669.0209948393074,18.104177087110475,3.0306080854701967,2.057671306542912,197.33740670971457,664.1133888692605
08123123118,08,123,123118,279.2832467062199,785.4868080659276,35.38874467681232,7.95800979603984,13.062435854906367,13.024354839993524,333.03827103005557,754.8597603137662,25.240356697705263,2.0504417905183763,7.0768050080295355,268.64980014910674,752.135690897888
08123123119,08,123,123119,154.03481714226282,409.4790757760711,35.5128674625809,9.113812816007327,1.1890916688106354,12.187728652000095,211.82295926094199,377.02922001499866,19.363218434847976,2.029475466609737,6.101573946855117,167.87474660112508,396.9906860517946
08123123120,08,123,123120,84.86735128081757,376.22781149864136,23.649019103877304,1.970267586545049,1.9743028500711644,4.926952913848204,108.5800422687325,375.07964952134546,10.934559430718704,0.0011005264162132944,1.9717349551,78.01602617295393,386.0084081600479
08123123121,08,123,123121,99.24810848305971,291.031793537367,25.033052062705412,1.9377632067408925,5.772360458204775,1.9962334381950373,112.82414497653679,296.7281426946813,8.728704965052138,2.8569451133753154,1.0068872538156404,83.06654887146014,307.2776704035661
08123123122,08,123,123122,119.625,208.62828947368422,23.467105263157894,5.723684210526316,7.726973684210526,6.582236842105263,135.07894736842104,212.34868421052633,14.023026315789474,4.006578947368421,3.4342105263157894,120.76973684210526,211.49013157894737
08123123123,08,123,123123,390,676,92,15,22,14,440,676,62,8,10,396,685
08123123124,08,123,123124,312.81981128338043,516.270290050391,49.392601781586386,8.82010746099757,12.348150445396596,8.82010746099757,337.51611217417366,528.6184404957877,25.284308054859697,8.232100296931065,10.584128953197084,282.8314459159887,542.7306124333837
08123123125,08,123,123125,363.26132529718376,640.7237851908421,32.52053769327169,5.535410671195181,15.914305679686146,10.378895008490964,414.46387400573917,627.5771848467537,20.06586368308253,5.535410671195181,5.535410671195181,330.04886127001265,656.6380908705283
08123123126,08,123,123126,259,879,70,8,12,25,329,851,50,7,13,293,856
08123123127,08,123,123127,210.28393524283936,626.8841843088419,51.579078455790786,4.959526774595267,12.894769613947696,11.902864259028643,277.733499377335,574.313200498132,40.668119551681194,5.9514321295143215,12.894769613947696,250.95205479452054,593.1594022415941
08123123128,08,123,123128,91.52248977737392,416.8132666969559,16.90776919582008,1.1026805997273965,5.145842798727851,4.043162199000454,126.44070876874147,394.0245343025897,9.556565197637438,1.1026805997273965,2.5729213993639255,87.11176737846434,396.9650159018628
08123123129,08,123,123129,75.43720468700113,212.45884241562896,12.836304817439446,1.1009273812171474,1.8680693139434734,1.6016055539533798,81.6887070244147,214.0223926446162,4.137245764878496,0.1534283865452652,0.7940706081266171,59.45436910646831,217.76975837242125
