GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI
25001000107,25,001,000107,1285.5724157162401,1022.4165474720509,91.6736260652423,24.181911155952857,25.296347009460664
25001000108,25,001,000108,928,929,98,27,31
25001000109,25,001,000109,1113.9124069669683,1091.1188256856158,99.1025273102285,26.757682373761696,43.60511201650054
25001000110,25,001,000110,1050,1032,111,26,30
25001000111,25,001,000111,890.3457886156513,634.8399484855493,60.324356386156154,35.55505051715152,15.798061233976542
25001000112,25,001,000112,1022,946,82,32,31
25001000113,25,001,000113,890.9376443418014,628.1501154734411,51.775981524249424,21.4919168591224,32.237875288683604
25001000114,25,001,000114,992.0641884430619,877.7953906638193,72.81711208966082,31.865866028851414,38.92816105674596
25001000115,25,001,000115,1049.7566794582417,1111.287224205972,68.23469484147226,14.174952295537619,42.93281866969841
25001000116,25,001,000116,1033,1006,107,29,42
25001000117,25,001,000117,1204.331956264689,957.4528962139611,91.50253593585644,27.88322608763445,42.03039880891329
25001000118,25,001,000118,873.6506891506892,572.6986274736275,69.73020328020328,28.024118349118353,36.76794871794872
25001000119,25,001,000119,620.4881997381998,342.8277614152614,42.211463386463386,22.94393720643721,18.20705128205128
25001000430,25,001,000430,599.6566146112591,726.4663597386138,52.48668840593854,15.501379440367717,16.084144492946837
25001000431,25,001,000431,743.7613212892885,954.4863737438342,64.84143634662996,12.396239349750202,60.07213316020324
25001000432,25,001,000432,371.1572850938365,462.45344487553876,39.248816354750524,16.21146762478826,17.91793790108176
25001000433,25,001,000433,918.5875882715684,871.1582015208412,79.82357665006481,26.397435242396657,31.648627805204438
25001000434,25,001,000434,713.6975842795338,682.7824661486134,68.01325988802488,15.899203610187634,24.73209450473632
25001000435,25,001,000435,736.814645024194,585.209098456483,57.21864923146076,19.48169791137963,30.940319062703743
25001000436,25,001,000436,836.372017725642,920.5522832733321,81.03673532464528,23.303629802710674,2.9879402741540364
25001000454,25,001,000454,1306.9999618977977,814.9999762407843,100.9999970556064,38.999998863055936,30.999999096275232
25001000455,25,001,000455,1320,750,94,33,37
25001000456,25,001,000456,1185.7549055589889,804.867394957475,101.97491095224795,39.99135443639532,26.995511414109973
25001000566,25,001,000566,2379.900154969864,1777.040321724135,213.79386010823296,67.37042283224675,85.11738991634397
25001000656,25,001,000656,949.7735706561538,855.8611992457083,73.58082708447267,17.427037993690895,25.17238821310907
25001000657,25,001,000657,1082.89186304027,777.1808660383239,76.42774860913347,18.858795521750007,40.695294049884964
25001000658,25,001,000658,868.4634146341464,685.8048780487804,70.07317073170732,37.90243902439024,28.73170731707317
25001000659,25,001,000659,970.7726574867121,746.1185367812989,82.22257618502633,35.75895093000066,29.001925648336623
25001000660,25,001,000660,968,646,66,27,23
25001000695,25,001,000695,2147.3786164970243,1168.7480004200356,130.62874360399297,59.455927861632034,53.61509854757168
