GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SSCRJAC,G18SSCRANG,G18SSCDEAR,G18SACRHEA,G18SACDARR,G18SACRGRI,G18SACRRAY,G18SACDHAM,G18SACRKIT,G18SACDCOL,G18SACLMON
3710100PR28,37,101,00PR28,1032,261,723,1270,743,983,326,679,1212,692,94
3710100PR30,37,101,00PR30,755,289,856,1021,861,821,262,811,1002,836,61
3710100PR32,37,101,00PR32,757.989003853854,299.9956479632667,488.9929061801248,1058.9846373103317,484.9929642072812,780.9886701977043,283.9958800718925,470.99316730232874,1004.9854206769436,472.9931382887506,75.99889748402757
3710100PR33,37,101,00PR33,1043,400,468,1434,482,1112,347,454,1397,461.99999999999994,64
3710100PR34,37,101,00PR34,1059.3618888424571,439.79022147931465,1696.188048474718,1473.7375679063937,1723.4554951943167,1097.1642290012537,436.26870037609694,1635.7066443794401,1403.774759715838,1650.0008357709987,147.59130798161303
3710100PR35,37,101,00PR35,1165.8741181821424,482.7057940121103,543.5426812739671,1633.62002188396,569.4731578118078,1259.622764126643,402.919712357216,532.5720950464191,1603.7002412633747,555.5105935222012,62.83153930322923
3710100PR36,37,101,00PR36,756.4758225271988,280.7060740440842,335.6431637091855,1019.1755140205049,350.6462945570743,759.7481913945121,260.47654130433256,332.6070928399031,1005.1658092680874,337.6431435666854,35.03574858928145
3710100PR37,37,101,00PR37,1082,363,511,1419,542,1082,348,506,1398,519,56
3710100PR38,37,101,00PR38,614.0950621528217,232.9309466765043,134.88713027994945,837.9124214770355,145.1503156165769,652.2334958320293,202.0700835612609,139.66509652026787,840.5319402254697,140.89767781561522,24.665372855060436
371010PR10A,37,101,0PR10A,438.0021991082268,151.00060303414864,926.0014748117766,584.0027595367019,924.0015305268881,434.0021663346318,172.0006784134172,891.0014223740245,554.0026743253549,887.0014617023386,76.0001900868512
371010PR10B,37,101,0PR10B,670.9978008917732,183.99939696585136,449.9985251882234,841.9972404632981,466.99846947311187,660.9978336653681,206.99932158658277,433.9985776259755,815.9973256746451,445.99853829766147,57.999809913148795
371010PR11A,37,101,0PR11A,615.21251149954,239.2493100275989,702.557497700092,834.5243790248389,712.0515179392825,636.099356025759,220.26126954921804,675.0248390064397,788.0036798528059,694.0128794848206,75.95216191352345
371010PR11B,37,101,0PR11B,1047.5188592456302,336.8684452621895,1226.296228150874,1356.9816007359705,1251.489420423183,1047.9438822447103,364.4820607175713,1181.7359705611775,1287.034958601656,1192.1223551057958,132.54553817847287
371010PR12A,37,101,0PR12A,1083.8176255466099,357.6098709176832,1106.79256138769,1420.4503811311329,1123.7740357050102,1092.8078178322498,376.5891657429234,1065.8372409753297,1358.5179453856124,1068.8339717372096,130.85724326876118
371010PR12B,37,101,0PR12B,1079.9067404123728,435.0920232308969,1069.958225674316,1483.7564523327967,1090.0035664432178,1139.7925327282771,395.98796935711374,1033.5325460529427,1411.1866018297003,1055.863929638385,119.91099192639064
371010PR23A,37,101,0PR23A,1041,408,686,1427,705,1057,405,672,1384,676,89
371010PR23B,37,101,0PR23B,889.8475853958247,303.2864796981124,562.722631131253,1182.1144887065607,572.7416056718212,914.8944565479677,291.2645390382447,551.6989064883314,1124.0504636444343,552.7143712676938,92.10017291431194
371010PR27A,37,101,0PR27A,344,104,445,439,453,332,120,441,435,436,30
371010PR27B,37,101,0PR27B,619,229,624,833,639,643,213,613,826,617,45
371010PR29A,37,101,0PR29A,1454,508,1113,1946,1133,1492,503,1060,1869,1068,158
371010PR29B,37,101,0PR29B,2288,802,1990,3043,2040,2318,795,1924,2904,1935,265
371010PR31A,37,101,0PR31A,748,254,523,994,532,768,245,500,968,509,57.00000000000001
371010PR31B,37,101,0PR31B,1413.8090729175003,481.2418301523551,1319.3597813766683,1873.5903805241705,1342.6848561147988,1459.3644089284733,446.28246449462137,1281.7096319004072,1763.6287010905342,1288.2514231306247,158.63891847140818
37103000P01,37,103,000P01,134.50632640216324,66.9519933356757,132.55020439160774,205.29993490981056,131.59199900520963,147.5329894398543,51.03650078089227,127.67777977354382,187.76990334921078,129.6224138355543,12.711702544433248
37103000P02,37,103,000P02,126.71428571428571,79.90441558441559,49.291948051948054,208.50753246753246,47.563116883116884,160.9844155844156,45.074285714285715,44.32987012987013,197.31896103896105,46.4587012987013,11.06857142857143
37103000P03,37,103,000P03,169.96363636363637,69.77454545454546,45.621818181818185,237.94909090909093,50.98909090909091,187.85454545454547,39.36,44.72727272727273,229.89818181818183,48.305454545454545,5.367272727272727
37103000P04,37,103,000P04,464.4993170649471,187.3064754278262,387.8881043675202,631.9412545216119,405.8610645088579,451.2534310209019,189.20399477367408,389.77616129895927,592.2079975124572,380.3202526551819,55.81485937681774
37103000P05,37,103,000P05,207.28387385907288,136.666201609707,504.08954104995576,344.0964546792064,505.0506557660853,251.8441631906163,92.99709607414557,481.89657893999413,305.41857506535234,494.974632709168,36.49903789756106
37103000P06,37,103,000P06,168.46077286510592,79.11773403476047,74.34469593750875,243.4467741846746,72.73869608412748,198.77428139534956,49.88838599269673,70.27879214244545,236.8566350264966,73.54225757282906,6.394000146618741
37103000P07,37,103,000P07,190.54252788559057,82.35687690280139,329.3957964026708,272.89780590392803,330.38866757961523,188.5532324551151,73.43329442452465,327.4108534910138,254.04613344460918,331.37958456443715,12.900485627849102
371050000A1,37,105,0000A1,638.1044551062372,281.2918437285812,1385.8700479780673,906.1987662782728,1412.714050719671,628.3199451679233,316.8788211103496,1352.2830705962988,813.462508567512,1355.8341329677862,148.41864290610008
371050000A2,37,105,0000A2,497.89554489376286,234.70815627141877,1524.1299520219327,721.8012337217272,1570.285949280329,509.6800548320768,212.12117888965045,1546.7169294037012,681.537491432488,1522.1658670322138,77.58135709389992
371050000B1,37,105,0000B1,503.73174900562236,258.23506620361906,417.36897055170834,781.3459112059821,404.43399237061413,526.9292417529481,217.54998070262883,402.3893398816394,705.8296725264371,409.58932996793305,64.33497192555967
371050000B2,37,105,0000B2,360.92128831002213,150.65188012184882,614.9932565263216,505.6985990160499,637.4843497039745,362.8780682134467,146.73571741927825,608.1394837538752,459.7391614759097,586.6357279819771,93.87532962173974
371050000C1,37,105,0000C1,908.9397787791888,355.82056534207294,812.7685374846375,1251.0106513723883,844.6431790249898,921.4391642769357,331.9213437115936,791.4186808684965,1197.1614092585005,785.5436296599754,101.72388365424007
371050000C2,37,105,0000C2,973.0602212208112,422.17943465792706,615.2314625153625,1365.9893486276117,649.3568209750102,1031.5608357230644,348.0786562884064,601.5813191315035,1293.8385907414995,606.4563703400246,106.27611634575993
371050000D1,37,105,0000D1,1059.5217287493858,452.2109867531357,802.4749408919959,1480.7344810820457,853.4872999486649,1087.6011798279726,413.14654310050435,789.4581678865165,1412.7035834403732,783.4643474148511,132.05385017548653
371050000D2,37,105,0000D2,964.06018590503,474.0189987437544,923.2786408578992,1404.3138207032164,966.9942996810894,971.1171002041488,452.08435815962514,883.5298326014109,1316.8743564173246,870.626803057418,180.82745871336996
371050000E1,37,105,0000E1,633.1380880034927,323.61523681795785,469.21969113493486,947.7373880998429,485.8482709244379,682.4577991003569,267.63046970939314,447.738915585908,903.3185663031646,450.6248054708781,77.52207801224796
371050000E2,37,105,0000E2,668.4304281345566,299.13723241590213,988.0298165137615,965.6188837920489,1014.3383027522935,687.9181957186545,291.342125382263,966.5932721712538,905.2068042813456,962.6957186544342,107.18272171253822
3710700000C,37,107,00000C,507.20523525621206,228.80779946923627,523.1754734897422,731.0146895886754,520.9851819350678,557.7421039618162,179.46461241673617,519.1850344794415,704.8472634723346,520.98089915897,28.176224920481257
3710700000I,37,107,00000I,395.9238926031503,208.9980823555693,255.91432011566516,601.8945461667043,259.9261086908925,455.5654052464303,150.370669272453,247.93535263063796,582.9314872373484,252.00662075976868,21.91613827899202
3710700000N,37,107,00000N,753.6466944322316,348.19305159478324,464.4892947562857,1105.3942372445922,453.52772830515033,818.2983731981658,285.56884906768335,445.57825009689253,1034.592624157417,453.6541841373509,56.26866032477735
3710700000V,37,107,00000V,358.0138451187811,194.63838044082155,584.9442931530092,548.5853043638577,587.8722261013896,398.08176101708983,144.22850734110997,582.5964549734639,520.6270890776619,581.7369134653641,29.02734184874408
3710700000W,37,107,00000W,325.9755907712577,163.98772051069406,86.99348588067308,478.9641349062345,103.9922130067816,384.97117315010496,111.99161400730327,80.99393513028183,464.9651831553216,102.9922878817164,16.99872712610853
371070000FC,37,107,0000FC,1072.1387700152973,484.08581051782807,597.8578377126994,1551.3820455788648,618.2079861180376,1177.0955122477712,392.7197955502547,585.1967995472771,1485.2254871338293,595.8906320377046,70.00231164806044
371070000K1,37,107,0000K1,21.916017009213324,8.575832742735649,401.1583982990786,25.727498228206944,404.9698795180723,16.198795180722893,6.670092133238837,403.06413890857544,20.96314670446492,401.1583982990786,5.717221828490432
371070000K2,37,107,0000K2,12,7,338,21,335,11,7,340,16,333,7
371070000K3,37,107,0000K3,95.20886581469648,43.11022364217253,427.85343450479235,134.39097444089455,426.63777955271564,87.34105431309904,49.013977635782744,425.51198083067095,121.13298722044728,426.655750798722,17.98841853035144
371070000K4,37,107,0000K4,559.1613636363636,241.34318181818182,725.0227272727273,741.9068181818182,776.6681818181818,548.2363636363636,236.37727272727273,728.0022727272727,711.1181818181818,740.9136363636363,55.61818181818182
371070000K5,37,107,0000K5,139,61,615,189,616,140,62,610,175,602,28
371070000K6,37,107,0000K6,84,44,796,126,803,91,44,798,124,783,22
371070000K7,37,107,0000K7,97.856502366258,59.242797442780834,692.43229181081006,162.00063653723743,679.558381534885,116.21669941604628,48.85517394071901,672.6095535936678,150.43508703954834,669.7557080784878,15.269227575900148
371070000K8,37,107,0000K8,10.284334313313733,4.600587988240235,467.42503149937,9.866442671146578,467.44813103737926,8.381352372952541,7.494330113397732,466.4157916841663,11.764804703905922,469.4157916841663,1.0831583368332633
371070000K9,37,107,0000K9,294.83863636363634,131.65681818181818,753.9772727272727,407.09318181818185,774.3318181818182,295.76363636363635,132.62272727272727,746.9977272727273,382.8818181818182,748.0863636363637,44.38181818181818
371070000MH,37,107,0000MH,640.3094537084784,380.54531992813213,898.3016510939183,1011.9483144960958,900.2821935628273,762.1646631026117,258.69409872437257,876.5017252204577,951.4939115699428,894.3286019220293,49.56740133077308
371070000SH,37,107,0000SH,111.63296303204176,56.09298624389578,43.03275963085426,167.7447996219008,41.35487267868149,133.4455067791665,35.93947894752847,40.220570631085195,157.6209169220414,41.34544610663116,7.3116933891861695
371070000SW,37,107,0000SW,277.09426138411897,129.83493685219716,106.58942964172667,403.04853096280834,111.29829794105945,298.1954931538954,106.88046234868804,104.22265203310671,381.0328575218457,104.15565818058576,18.13866118141483
371070000T1,37,107,0000T1,389,193,106,579,113,436,155,99,565,106,18
371070000T2,37,107,0000T2,303.0778574754835,144.0904792779516,70.83811040632635,450.08333198533813,70.8556710094949,330.1059901037487,119.05835861379404,63.658901897095504,425.59559001940545,64.81495330766624,27.38517659466723
37107000PH1,37,107,000PH1,167,98,54,269,55,227,47,48,263,54,8
37107000PH2,37,107,000PH2,345.08819322785934,162.33953242205686,99.24489143107533,515.4141683293651,95.5805930229154,363.7678217527185,146.77249303761135,93.21036145205764,485.0406863794568,91.44628196523249,26.408282594332068
3710900AS25,37,109,00AS25,702,284,313,980,313,722,259,279,941,298,50
3710900BC13,37,109,00BC13,227,133,311,356,313,247,115,299,330,306,33
3710900BS26,37,109,00BS26,490.46128706970535,240.28647733455324,341.14746782066203,723.8259317238394,347.08046726102134,504.30495243054384,227.43164521377466,322.3596362595241,693.1721012819828,320.3819697794043,51.41932848311427
3710900CF19,37,109,00CF19,582.2128787878788,230.15530303030303,273.45681818181816,801.9219696969697,284.7386363636364,536.6257575757576,275.50757575757575,251.37651515151515,749.5030303030303,258.9166666666667,75.21742424242424
3710900DN29,37,109,00DN29,724.4647354104699,319.88284003935615,366.7551327957657,1041.058291747622,372.511379274623,730.2209818893272,321.52748189045826,333.86229577372393,984.3181478845999,339.6185422525812,85.52137625730859
3710900DV08,37,109,00DV08,619.4914130500141,339.33335610351514,302.34879413038,952.3524708082306,315.2933908209773,699.9328353415831,245.02272307202048,289.4041974397827,920.9155931310657,282.93189909448404,58.25068510768789
3710900DW28,37,109,00DW28,785.698106060606,380.5359848484849,415.5034090909091,1158.8526515151516,431.7443181818182,785.196212121212,372.8371212121212,391.5799242424242,1086.7848484848485,399.0416666666667,96.75037878787879
3710900HC33,37,109,00HC33,758,403,415,1144,428,857,318,384,1089,407,76
3710900IS20,37,109,00IS20,473,249,169,706,174,487,226,155,685,162,37
3710900IS23,37,109,00IS23,628,313,415,933,424,632,305,405,878,394,90
3710900LB34,37,109,00LB34,643.5538095411524,355.8444429928207,325.1636215116995,996.8770162854978,332.57591687158697,690.4368062467646,321.6476695658581,286.37985441397393,951.5981048281228,303.0399858037976,58.040222094007426
3710900LI14,37,109,00LI14,409,153,260,549,268,375,176,241,523,245,46
3710900LN11,37,109,00LN11,267,113,429,378,427,264,119,407,351,411,42
3710900LS12,37,109,00LS12,296.6588201928531,104.48468519568917,430.3613159387408,404.1349971639251,425.39109472490077,302.8545093590471,113.34429948950653,404.19540555870674,377.9435621100397,406.26772546795235,45.2424844015882
3710900LW18,37,109,00LW18,246,132,174,371,179,247,121,172,353,169,29
3710900LW31,37,109,00LW31,1121,446,721,1561,731,1078,485,685,1456,693,136
3710900NB35,37,109,00NB35,927.4204048061436,515.1289435565419,390.7548919067587,1454.3001440379414,401.527756626476,1025.3545694724075,420.1327955370394,361.3754021281977,1399.4588311737425,370.1885627035025,81.28428662352452
3710900OB21,37,109,00OB21,665,305,233,959,250,714,253,215,932,230,39
3710900PC22,37,109,00PC22,589.5832581969373,315.42704313536143,279.06940887988367,907.9582176232834,284.965241461853,643.6283901983232,272.1909375342527,247.62496844271368,869.6353058404825,255.48607855200615,58.95832581969373
3710900SL24,37,109,00SL24,476,211,238,683,238,482,204,218,666,220,37
3710900ST36,37,109,00ST36,602.849686167871,308.90637219581396,427.6674832736584,895.9750674400137,440.9397998904247,618.0595638683989,287.4262448498016,403.8674363914335,866.6659495075045,417.7524129272118,47.150002548134694
3710900TA37,37,109,00TA37,986.0743323302339,454.3019474848314,548.0316124395965,1422.204201915672,559.5087142707923,962.1637035152429,468.648324773826,504.0360554200129,1323.6924111979085,526.0338339298047,131.03024590615135
3710900WP32,37,109,00WP32,1534,634,919,2128,950,1426,725,852,1982,884,204
3711100NEBO,37,111,00NEBO,558.5596081895047,364.2797173814038,338.1535142640234,903.03244885689,353.216481635572,635.0131382519381,246.4764911249337,318.1629773556999,872.5391937251829,350.35544321454563,30.45652309284604
371110MAR-1,37,111,0MAR-1,599.2619514500866,412.42247865043197,460.18999663868766,981.6604451633856,494.18999663868766,675.0054845012094,287.7269154735753,451.0460870158897,939.4205957920558,456.1660117015547,63.21586443419691
371110MAR-2,37,111,0MAR-2,167,120,362,278,366,178,100,349,257,362,23
371110MAR-3,37,111,0MAR-3,161,136,128,287,140,209,81,129,280,128,19
371110MAR-4,37,111,0MAR-4,181.4919748778786,126.64549895324494,147.58688066992323,296.17096999302163,158.55617585484995,202.43335659455687,88.75157013258897,145.59246336357293,280.2156315422191,139.60921144452197,23.93300767620377
371110MAR-5,37,111,0MAR-5,163,160,161,321,162,232,86,154,304,154,23
37111CCREEK,37,111,CCREEK,386.5806137359961,314.22065270336094,339.0014612761812,677.0116902094496,356.8436434486118,455.9668777398928,195.27277155382367,337.0189965903556,651.2396492937165,335.03653190452997,48.570384802727716
37111DYSART,37,111,DYSART,526.0830780900958,270.0127189239589,258.70254211399197,778.8774540238069,276.8653968192181,563.9341211333348,206.6968282117415,248.47934277242794,751.5455007330909,261.8429265739954,39.32362811703116
37111FORT-1,37,111,FORT-1,312.4367810091747,211.7745010450725,214.479178115554,520.8047823727726,216.01031216253944,328.50876774840526,166.63444280803185,210.07240245643692,496.9498227048098,214.0762628205672,25.33240267964501
37111FORT-2,37,111,FORT-2,306.86458412896843,286.52804386146335,301.9502282667427,586.0458627342623,314.2270682604059,412.883560249762,164.17812762049616,287.1414281590061,572.723692125888,290.1699605100823,32.48644454197194
37111GLENWD,37,111,GLENWD,463.6719934299864,253.27459426068071,195.440238090919,698.0008503247107,218.3745517444452,492.58917151486725,210.39739916930566,186.465941443887,687.0322655338938,196.43738216281145,30.91146622866576
37111HIGGIN,37,111,HIGGIN,374.25934086117303,262.47280697854313,172.40318207289238,622.3662397461,190.64851332646367,440.40163373105014,168.87851339493406,171.71149065751703,604.0211628706693,170.30131345058345,34.70442196475103
37111M.COVE,37,111,M.COVE,380.2641155195904,269.12439448898385,179.11298869056702,649.3828071093659,183.11833515857492,457.28585782282255,178.10193932335068,169.1115629657649,628.3760349165559,157.1033650481528,43.021385872031615
37111N.COVE,37,111,N.COVE,204.30281907443978,129.7910249567211,108.20619376237367,322.5746147186059,121.7532169982964,232.64097855753573,86.07436359567846,107.17278428102573,310.81045308205876,111.97589205789401,17.68940808712151
37111PLEASA,37,111,PLEASA,454.4496420523309,305.7058354583277,284.1496939398733,747.4115943981178,298.8838762672291,522.1633705439174,199.81489210844128,275.33336989473037,717.07222064422,274.3740698139796,39.19762605016185
37111T.COVE,37,111,T.COVE,197.99968426542716,112.99981980804681,72.999883592809,306.9995104519502,81.9998692412375,211.99966194076038,80.99987083585656,68.99988997128521,297.9995248035217,74.99988040357088,10.999982459190397
37111WEST-M,37,111,WEST-M,605.8453947368421,493.0855263157895,412.8157894736842,1069.3075657894738,444.35032894736844,768.296052631579,299.10032894736844,396.5707236842105,1050.1957236842104,420.4605263157895,46.82401315789473
37113000001,37,113,000001,548.6149584487534,353.37562326869806,514.5229916897507,828.9296398891967,585.5739612188365,576.6603878116343,304.3202216066482,507.4986149584488,806.8775623268698,512.5362880886427,84.07756232686981
37113000002,37,113,000002,245.77332020508393,146.47457306494604,265.6231972120454,353.18021759398977,300.678349010239,242.84329017758543,134.3987742845919,266.58602347236575,338.1112308914003,276.63644674038943,35.09504099486953
37113000003,37,113,000003,485.6793541903766,295.6916443455158,411.40102195846777,733.4708442417341,451.56757720256053,520.6890534577431,252.62063252385119,392.43352454579633,692.4516041741123,421.89135384125177,61.11735692693936
37113000004,37,113,000004,378.10520884253975,240.16042945340646,262.54261039595895,578.003313236652,298.2576720438868,406.5474625676679,211.14476852606234,248.22591566635887,572.0284612459942,266.2875454891098,39.231075625079214
37113000005,37,113,000005,694.2718499766956,327.5828864689131,426.1586756858973,976.1661249001116,474.810567297374,658.8345153726756,333.29992142782703,427.0638191081677,928.4129330442663,440.0038717381576,73.61979120699017
37113000006,37,113,000006,567.6554214413038,335.7610253798489,371.73772345301757,858.0681232492997,409.2812019353196,612.2637976402682,269.9682335964689,363.0626262626263,820.6838400814871,373.1630455818691,73.03603089720737
37113000007,37,113,000007,545.9522222919827,319.71408813684826,352.2602624411032,832.8727892244127,390.1942053379287,586.4209189713,273.7916236113653,335.2904213998547,793.9048240602932,363.70542150876196,52.15628777331074
37113000008,37,113,000008,110,82,75,188,75,132,58,70,178,72,10
37113000009,37,113,000009,646.2069852079866,302.41085095006747,602.9868536602858,920.1187506034581,637.4368040368046,627.286718385398,307.9141213225259,588.1562792270468,892.3094092315108,592.0406914282486,67.30412587062233
37113000010,37,113,000010,100,75,92,166,102,119,49,94,162,93,11
37113000011,37,113,000011,674.9476646032639,389.2397298818233,496.7535171637591,1037.3089476646032,522.6364659538548,720.7405740011254,341.45582442318516,477.8390545863815,988.5295441755768,491.7760270118177,73.66685424873383
37113000012,37,113,000012,542.0333181930021,288.7827871688958,387.91615201778217,782.7455087167765,437.02047900560723,569.5248037870999,242.21165721970038,386.8621361754541,739.6407087889305,416.92062797422216,64.16400113664564
37113000013,37,113,000013,125.71255166583161,120.51806197131552,72.85020782991401,237.2572142199636,83.81281710139439,170.43772733759195,72.77783273161894,69.8638268711229,233.25975354833,69.85801790311562,14.942454634155107
37113000014,37,113,000014,210.20216084889518,125.46222770031875,115.59841302115234,322.2141729803817,129.02176492309403,218.87137023380933,110.1404424315929,108.91360073707203,305.91899372806233,119.37916155458632,23.09281893733994
37113000015,37,113,000015,539.1060224092685,271.54418135742,373.0029599125183,773.8477590181028,404.8323301221731,566.9557712572177,238.72012208696447,362.062183568035,736.0501308552864,372.0088269993266,69.62644222486229
371150BEECH,37,115,0BEECH,494.4512741617455,365.9065773503594,550.630576241926,837.2111664627371,572.7558370108065,592.5978411955887,282.6916749439151,537.6227592452063,818.0411004275147,531.6161865778904,54.28341485920776
371150NORTH,37,115,0NORTH,422.67523977684766,253.73324203614888,562.3403579404762,632.652120947628,595.451085735311,474.58729355720595,192.15176584689362,563.2416628098666,601.4662516047066,558.425761876664,54.57223393715167
371150SANDY,37,115,0SANDY,96,66,126,159,129,110,52,126,154,123,9
371150SOUTH,37,115,0SOUTH,137.10744144555318,131.61815654627304,300.54944712984667,250.4235006119951,317.761052216667,177.37120096259568,89.27747235649234,293.59239051511315,238.2047590398938,296.5343443354148,25.36321390784806
37115EBBS-C,37,115,EBBS-C,235.95158632140883,134.9723057347042,218.95507374740902,355.92696919670146,232.9522017495265,248.94891946623218,119.97538287529262,219.95486860470314,340.93004633728987,221.95445831929135,22.99528171776442
37115GRAPEV,37,115,GRAPEV,175.2926045016077,172.30466237942122,218.11977491961414,333.65353697749197,233.05948553054662,235.0514469453376,115.53376205787781,217.12379421221866,317.71784565916397,218.11977491961414,24.89951768488746
37115HOT-SP,37,115,HOT-SP,114.10905240868185,103.08787718369508,196.17469560614083,198.1921651667549,215.1789306511382,143.13340391741662,57.067231339332984,205.16728427739545,182.18104817363687,194.16887241926946,25.01746956061408
37115LAUREL,37,115,LAUREL,127,114,172,233,186,148,104,165,226,169,15
37115MARS-H,37,115,MARS-H,685.7243660418964,457.48180815876515,1068.4542447629549,1087.3914002205072,1117.2921719955898,779.4134509371554,350.83572216097025,1059.48401323043,1026.5931642778392,1054.5005512679163,112.62624035281146
37115REVERE,37,115,REVERE,35.76124933827422,38.44838538909476,101.83112758073054,67.9142403388036,106.09370037056644,48.271042879830595,27.16834303864478,102.37162519851772,62.22498676548438,105.47008999470619,8.083112758073055
37115SPRING,37,115,SPRING,113,99,214,202,224,136,78,208,190,217,17
37115WALNUT,37,115,WALNUT,204.3387389139413,163.49417587414052,325.800715634131,358.5667942925382,333.9592222507628,249.39658475421362,125.05797562929418,312.3102821492311,337.89539317831407,315.1388391978705,32.55795883184038
3711700000J,37,117,00000J,430.5425486446831,182.56566121667967,391.49107030956446,625.7999403202763,394.4199311846983,504.7403574814085,123.01215675562374,382.70448768416276,602.3690533192051,399.30136597658816,20.50202612593729
3711700000W,37,117,00000W,213,131,160,324,182,264,74,166,306,179,18
371170000BG,37,117,0000BG,412,233,208,631,231,537,122,194,616,222,19
371170000CR,37,117,0000CR,175,113,220,287,230,225,61,223,261,234,17
371170000GN,37,117,0000GN,106.64013445329775,75.74439456495915,241.18609848315938,190.35762318298944,238.19618817138468,149.49551558873517,37.872197282479576,237.19955140079313,173.41479808293278,239.19282494197626,17.93946187064822
371170000GR,37,117,0000GR,286.90546974593724,156.49389258869306,145.3157574037864,435.0157609459503,154.63087005787528,364.2209047748749,73.58938996730208,149.04180246542197,410.7964680453193,160.2199376503286,13.972668981133308
371170000HM,37,117,0000HM,81.35224358016431,60.28559867760083,271.99196107597436,142.6385495911184,275.070941013916,112.2578479133666,32.48352327111405,272.4013178011205,134.4161970908138,274.0982526643784,9.789861453091078
371170000HS,37,117,0000HS,28,14,104,38,108,30,12,102,39,104,3
371170000PP,37,117,0000PP,52,39,83,87,91,82,14,80,86,85,5
371170000R1,37,117,0000R1,115,45,334,161,340,130,37,335,151,338,16
371170000R2,37,117,0000R2,148.9672368683266,100.97779143423482,399.91204528409827,238.94744705724872,415.9085270954622,181.95998060426473,63.98592724545573,402.911385623729,237.9476669440385,404.9109458501495,9.997801132102458
371170000W1,37,117,0000W1,406,236,808,643,826,503,156,799,608,807,45
371170000W2,37,117,0000W2,347.69535837027934,203.38725698540017,922.9907424146969,525.9013359193918,961.7311723166779,402.9004709806022,131.71746166673535,935.5813821328408,496.84601349290614,959.7941508215789,21.30723644608954
37119000001,37,119,000001,365,161,587,481,632,342,166,582,491,569,41
37119000002,37,119,000002,316,181,1399,441,1439,285,203,1385,391,1308,171
37119000003,37,119,000003,55,38,886,89,891,58,39,866,83,845,40
37119000004,37,119,000004,164,90,853,232,866,147,106,836,224,794,84
37119000005,37,119,000005,84,60,610,142,604,97,64,586,137,570,46
37119000006,37,119,000006,84,49,874,117,884,80,69,857,102,831,69
37119000007,37,119,000007,189,112,753,283,754,180,108,741,250,691,98
37119000008,37,119,000008,643,253,809,834,855,558,325,783,849,721,103
37119000009,37,119,000009,507,255,1534,680,1597,452,315,1487,675,1406,176
37119000010,37,119,000010,402,215,1159,568,1211,380,259,1127,504,1123,146
37119000011,37,119,000011,752,487,3013,1128,3095,749,495,2953,997,2778,449
37119000012,37,119,000012,82,48,1098,111,1118,65,61,1096,82,1073,72
37119000013,37,119,000013,237,154,1308,328,1362,216,169,1299,284,1237,161
37119000014,37,119,000014,91.0000254624964,59.00001419590507,1140.0001821807816,134.00003436310354,1149.0001866874184,105.00002196985308,72.00001881520751,1107.0001794767998,109.00002613849186,1062.000169900197,105.00002444850317
37119000015,37,119,000015,341,150,1789,423,1839,268,234,1754,400,1657,197
37119000016,37,119,000016,29,32,1634,48,1633,33,29,1626,34,1604,47
37119000017,37,119,000017,53,31,753,73,755,49,42,734,57,723,46
37119000018,37,119,000018,513,189,490,656,530,474,218,478,705,420,45
37119000019,37,119,000019,417,187,615,567,632,382,225,579,577,566,59
37119000020,37,119,000020,435,200,994,583,1045,392,242,978,570,911,129
37119000021,37,119,000021,248,153,914,372,933,246,155,889,348,831,115
37119000022,37,119,000022,647.8887553648069,375.93545064377685,2370.5929613733906,947.8372532188841,2430.582660944206,623.8928755364807,440.92429184549354,2288.6070386266097,778.8662660944206,2242.6149356223177,350.9397424892704
37119000023,37,119,000023,90,56,793,137,791,86,62,783,112,765,53
37119000024,37,119,000024,101,75,1041,155,1047,111,74,1025,138,991,80
37119000025,37,119,000025,18,16,1036,38,1036,18,12,1035,12,1015,36
37119000026,37,119,000026,118.094125078964,81.36923562855338,1621.286165508528,188.41629816803538,1617.0445356917246,127.69140871762477,77.96651926721415,1597.366708780796,177.01358180669615,1553.9974731522425,73.49684144030323
37119000027,37,119,000027,43,46,994,75,999,47,36,997,62,966,53
37119000028,37,119,000028,84,68,882,130,890,81,73,861,121,835,71
37119000029,37,119,000029,160,85,805,232,812,162,100,778,210,753,82
37119000030,37,119,000030,225.99997453750362,125.99998580409493,1616.9998178192184,304.99996563689643,1656.9998133125816,194.99997803014693,166.9999811847925,1592.9998205232002,231.99997386150812,1507.999830099803,216.99997555149682
37119000031,37,119,000031,43.11124463519313,22.064549356223175,1020.4070386266095,59.162746781115885,1016.417339055794,39.10712446351931,38.07570815450644,987.3929613733906,52.1337339055794,990.3850643776824,25.060257510729613
37119000032,37,119,000032,669,237,569,821,636,601,264,568,844,539,65
37119000033,37,119,000033,130,98,786,217,782,134,113,756,190,712,100
37119000034,37,119,000034,202,136,926,305,951,205,147,906,289,828,139
37119000035,37,119,000035,294,152,695,429,710,295,169,662,427,628,81
37119000036,37,119,000036,491,264,913,713,942,469,286,891,689,843,118
37119000037,37,119,000037,378,191,751,557,749,341,235,717,494,669,140
37119000038,37,119,000038,224,148,794,354,798,216,165,764,320,718,113
37119000039,37,119,000039,43.28412399383456,20.658331906148312,922.7388251412913,60.00753553690701,904.0479534166809,32.46309299537592,34.430553176913854,899.1293029628362,48.202774447679396,895.1943825997603,30.495632813837986
37119000040,37,119,000040,61,62,939,118,944,76,51,926,93,901,60
37119000041,37,119,000041,54,44,966,90,959,60,44,955,75,938,42
