GEOID20,STATEFP,COUNTYFP,DISTRICT,G18DELDNOR,G18DELRRIM,G18DELLMAJ,G18DELGSTR,G18DELICHE,G18DELOWRI,G18MAYDBOW,G18MAYLMOU,G18MAYGWIL,G18MAYICAN,G18MAYOWRI,G18ATGDRAC,G18ATGLHEN,G18ATGOWRI,G18CHADMEN,G18CHALBIS,G18CHAOWRI,G18COUDBON,G18COURCHI,G18COUGSCH,G18COUIREE,G18COUISIL,G18COUILEW,G18COUOWRI,G18HALDGAR,G18HALOWRI,G18USSDBRO,G18USSGORY,G18USSOWRI
1100102-048,11,001,02-048,1623,40,26,94,49,12,1418,39,187,96,84,1717,89,6,1611,131,59,1248,67,228,440,838,66,22,1581,40,1408,308,24
1100102-049,11,001,02-049,520.5261264295666,7.0133196564447235,7.008709006136934,31.032274552154522,7.010758184051507,1.0010245889572864,396.414958527701,8.017930306752513,85.07274581596734,39.037397496940955,36.032786846633165,528.5507165645414,30.02715160736809,2.004610650307789,488.4959010553266,35.04610650307789,30.02715160736809,358.39190527616205,10.015368834359297,98.08452858897613,111.12653673622488,292.2597333006721,21.022028662581658,10.01280736196608,501.52049119030147,20.01434424540201,427.44620849089824,118.10604495707915,7.009221300615578
1100102-050,11,001,02-050,1467.3667664670659,128.10703592814372,30.02694610778443,88.07110778443113,58.03517964071856,18.019461077844312,1387.2372754491018,69.05464071856288,150.16392215568862,78.07634730538922,55.06137724550898,1593.4775449101796,135.10703592814372,11.013473053892216,1562.4281437125749,140.12275449101796,34.035928143712574,993.8330838323353,145.12050898203591,226.16616766467067,384.3248502994012,964.0351796407185,61.04266467065868,23.020209580838323,1423.2881736526947,56.04565868263473,1247.1736526946108,308.24476047904193,41.032934131736525
1100102-051,11,001,02-051,2179.075504828797,209.3582089552239,58.17559262510975,121.61106233538192,82.64618086040386,56.18964003511853,2132.2326602282706,90.24582967515364,242.06057945566286,113.58999122036874,75.66725197541703,2426.2203687445126,196.54082528533803,17.08428446005268,2353.1668129938544,228.01843722563652,53.49868305531168,1430.3994732221247,252.44951712028094,266.3977172958736,525.937664618086,1686.7497805092187,76.69534679543459,41.231782265144865,2115.6751536435468,91.36523266022827,1904.614574187884,429.107111501317,75.23880597014926
1100102-052,11,001,02-052,845,58,15,32,32,11,773,29,89,52,34,902,58,6,873,80,24,564,72,110,205,613,23,14,770,39,710,143,31
1100102-053,11,001,02-053,678.6602045920653,26.785989881990826,10.913728256345756,36.70718565716218,19.843964516656115,8.928663293996943,621.1055111728787,15.875997420639434,70.43952656184962,37.70758296990366,23.814880924510447,714.3744645264748,39.68537296305293,4.960696197980263,669.7301649525441,56.552723140131704,27.778522363165234,535.7962831268064,32.738628698777966,162.69707183851023,205.3830468774201,270.85932117103016,23.81212823346197,9.921392395960526,664.7686822714071,22.818022785974147,613.178228295569,118.06515937429779,7.937703779135952
1100102-054,11,001,02-054,1307.2403422346642,25.984899769190577,19.988384437838903,67.96050708865228,34.97967276621808,5.996515331351671,1089.3669518622203,20.98780365973085,170.90068694352263,81.95237619513951,61.963991757300604,1369.2043339919649,64.96224942297644,3.997676887567781,1298.2455692376368,91.94656841405896,31.981415100542247,1027.4029601049197,40.976188097569754,188.89023293757765,341.80137388704526,578.6637294754363,50.970380316489205,24.98548054729863,1304.2420845689885,25.984899769190577,1169.3204896135758,210.87745581920043,18.98896521594696
1100102-055,11,001,02-055,1250,32,25,54,28,9,1076,34,127,74,57,1286,72,12,1223,96,38,1017,53,175,319,466,49,20,1254,36,1161,163,24
1100102-056,11,001,02-056,1688,45,33,63,38,8,1441,45,174,125,64,1720,93,9,1643,141,42,1361,51,210,375,669,68,28,1692,44,1520,255,24
1100102-057,11,001,02-057,1324,29,18,47,47,8,1093,40,143,119,65,1374,60,2,1293,111,32,1079,31,182,340,482,62,16,1333,26,1214,214,8
1100102-058,11,001,02-058,1179,22,22,48,28,8,986,37,129,84,55,1222,54,2,1177,76,21,1017,32,178,337,395,64,14,1181,30,1075,164,14
1100102-059,11,001,02-059,1372,25,16,61,38,9,1155,33,148,110,54,1419,63,4,1346,104,38,1112,28,205,418,530,70,15,1385,27,1223,224,19
1100102-060,11,001,02-060,976.7596577653356,21.015100230809423,8.011615562161095,38.03949291134773,27.02032723378192,5.003484668648329,873.6330481377797,22.012196340269153,77.09931305647737,62.04762380486049,35.036008242699396,986.795666008035,51.037750577023566,3.002323112432219,964.7544307623632,72.05343158594104,18.018584899457753,870.5970398950803,38.023811902430246,113.10976706242235,233.19862611295474,294.33627052456376,41.029619683510795,15.01451945270137,974.7579154310115,13.015100230809425,919.6795103864241,116.12254418079957,4.011034784053042
1100102-061,11,001,02-061,871.8285466718376,17.996460825794813,11.997640550529876,26.99469123869222,25.9948878594814,5.998820275264938,759.8505682002254,24.995084480270574,58.988399373438554,69.9862365447576,41.991741926854566,893.8242210144757,38.9923317892221,4.999016896054115,858.831102742097,60.9880061318602,20.995870963427283,748.8527310289064,22.99547772184893,93.98151764581736,258.94907521560316,299.94101376324693,27.994494617903044,9.99803379210823,849.8328723291995,16.99665744658399,801.84231012708,121.9760122637204,10.997837171319052
1100102-062,11,001,02-062,1989.9244951712028,50.64179104477612,24.824407374890253,86.38893766461808,91.35381913959614,26.810359964881474,1870.7673397717297,34.754170324846356,149.93942054433714,83.41000877963126,94.33274802458297,2151.7796312554874,76.45917471466198,11.915715539947323,2002.8331870061456,143.98156277436348,70.50131694468833,1611.6005267778753,63.55048287971905,197.60228270412642,698.062335381914,954.2502194907814,98.30465320456541,32.768217734855135,1933.324846356453,51.63476733977173,1783.385425812116,297.8928884986831,33.76119402985075
1100102-063,11,001,02-063,2194,53,34,132,48,18,1832,45,284,148,120,2302,113,7,2139,171,97,1689,71,355,557,1176,86,38,2174,55,1861,476,17
1100102-064,11,001,02-064,1335,18,13,51,46,9,1151,21,131,84,54,1392,42,7,1319,100,25,1134,34,180,412,434,71,14,1316,30,1229,181,13
1100102-065,11,001,02-065,1569,17,16,47,39,6,1378,25,118,99,56,1573,66,5,1535,107,22,1385,25,151,435,389,71,17,1522,29,1467,174,10
1100102-066,11,001,02-066,2697,38,29,63,75,12,2298,55,208,201,110,2739,123,7,2633,192,44,2322,76,253,737,806,159,32,2648,40,2451,345,25
1100102-067,11,001,02-067,1666,37,25,46,71,15,1403,37,152,124,97,1696,85,12,1618,134,50,1422,65,195,492,615,94,32,1628,43,1525,217,22
1100102-068,11,001,02-068,1108.3952578831581,44.494011244194574,21.752627719384012,63.28037154729895,39.55023221706184,15.820092886824737,880.9814226350526,37.572720606208755,160.17844047910046,89.9767782938157,101.84184795893425,1180.574431679296,81.07797604497678,7.9100464434123685,1092.5751649963333,115.68442923490589,56.35908090931313,888.891469078465,74.15668540699096,204.67245172329504,291.6829626008311,614.0173551698851,70.20166218528477,28.673918357369836,1115.3165485211439,47.46027866047421,944.2617941823515,257.07650941090196,22.74138352481056
1100102-069,11,001,02-069,1195,23,12,47,39,9,1022,24,115,79,64,1243,49,3,1184,84,27,1012,27,142,386,452,58,17,1191,24,1104,161,9
1100102-070,11,001,02-070,845,28,15,53,34,9,727,29,125,56,37,900,64,5,822,110,26,704,41,111,221,394,63,9,864,26,788,145,11
1100102-071,11,001,02-071,1291,28,10,39,30,7,1096,34,111,85,56,1316,52,11,1280,81,21,1149,39,116,369,347,51,20,1261,32,1197,156,11
1100102-072,11,001,02-072,1880,40,25,58,56,9,1597,65,151,144,73,1921,85,12,1844,140,30,1593,55,207,510,479,94,20,1848,44,1724,248,22
1100102-073,11,001,02-073,1164.6047421168419,42.505988755805426,22.247372280615984,63.71962845270105,35.44976778293816,9.179907113175263,935.0185773649474,44.427279393791245,169.82155952089954,93.0232217061843,59.158152041065755,1218.4255683207039,83.92202395502322,8.08995355658763,1122.4248350036667,122.31557076509411,49.64091909068687,850.108530921535,55.84331459300905,161.32754827670496,300.3170373991689,619.9826448301149,45.798337814715225,14.326081642630163,1173.6834514788561,22.539721339525787,1026.7382058176486,225.923490589098,18.25861647518944
1100102-074,11,001,02-074,2303,81,51,89,61,14,1894,85,252,182,138,2363,170,11,2224,213,74,1815,129,276,525,939,111,22,2271,63,2087,359,37
1100102-075,11,001,02-075,2182,71,58,111,51,10,1802,92,243,189,125,2236,186,11,2124,230,72,1727,105,290,530,902,113,36,2162,81,1976,384,39
1100102-076,11,001,02-076,661.8948511386197,17.99714096751534,11.99809397834356,29.9952349458589,14.99761747292945,7.998729318895707,548.9127995092178,25.995870286411048,69.98888154033743,60.99031105657976,29.9952349458589,673.8929451169633,51.991740572822096,2.99952349458589,660.8950099737577,53.99142290254602,13.997776308067488,562.9105758172853,23.99618795668712,104.98332231050615,161.97426870763806,220.9648974344939,30.995076110720863,13.997776308067488,679.891992106135,15.997458637791414,613.9024752252456,108.982686969954,5.99904698917178
1100102-077,11,001,02-077,1527,34,25,64,41,13,1305,49,154,110,62,1562,109,4,1503,133,26,1221,63,243,356,547,57,10,1531,43,1401,237,14
1100102-078,11,001,02-078,1269.7775489672283,18.021382451378546,18.02572184594858,40.02858087843324,36.036783162159196,3.0092092892016735,1031.526734759107,35.02529933518197,135.12755137842413,105.12876806488094,58.06827391892014,1284.805917015876,65.06647588655869,3.0084151135114903,1237.7429894970016,92.11177900271993,20.02868571892378,1107.5898211131196,30.051443691897163,182.1807422568397,299.5470332240899,292.29707663271967,49.07901756485469,10.0207471108264,1264.7565921754208,14.031649591898981,1192.7037698131244,151.14168455690495,5.014184024323853
