GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREICAS,G16PRENROC,G16PREONON,G16USSDCOR,G16USSRHEC,G16USSIJON,G16USSNSAW,G16USSNGUM,G16USSNWIL,G16USSONON
32003002643,32,003,002643,496.3304947234836,768.5725507744806,23.513929304146007,10.765320346810114,0.9786654860736467,27.41993870231443,490.46715435316787,744.0886085303871,10.765320346810114,10.773972892936275,5.880645462568042,6.8593109486416886,36.22792807697725
32003002644,32,003,002644,308,650,26,4,1,11,323,604,13,15,5,3,19
32003002645,32,003,002645,38,74,3,0,0,1,42,69,2,0,0,0,4
32003002646,32,003,002646,3.6707492465718223,7.989277771950436,0.6477792788067922,0,0,0.43185285253786143,3.8866756728407528,7.557424919412575,0,0.21592642626893072,0.21592642626893072,0.21592642626893072,0.43185285253786143
32003002650,32,003,002650,312.71692279038314,482.10002192014525,27.531403135455637,3.9351860468573334,0.00744959627284894,15.754401780596224,312.73430518168647,440.8153332107498,13.77190956462186,15.73081139239887,5.911470265937657,5.894087874634343,35.394325632897456
32003002651,32,003,002651,196.05928453659442,312.12223451496754,11.004781011015679,2.000956202203136,1.000956202203136,12.00557784618496,190.06151567506842,302.1166566687826,3.00318734067712,8.002549872541696,2.002549872541696,2.000318734067712,15.005737213218815
32003002652,32,003,002652,602.7005357737611,571.2304128615235,49.589284588980334,4.768200441248109,3.8145603529984875,40.05288370648412,599.8396155090121,527.3629688020409,19.072801764992438,20.98008194149168,14.304601323744327,10.49004097074584,56.26476520672769
32003002653,32,003,002653,295.06717224150947,608.0076362344037,23.781775937508915,4.751730987063829,4.7530154871854835,27.749258760792028,306.1571135449017,580.2442479722735,15.849379291185993,12.68412763338675,12.680274133021788,1.5916173297511989,28.554058926519204
32003002654,32,003,002654,297.0436085292856,378.03018184109675,24.002820732812783,2.000056414656256,1.1282931251128227e-4,20.001636025031413,285.0414647723479,368.0291099626279,14.00129753709388,7.000902634500091,3.000733390531323,4.00039490259379,29.003554123344106
32003002655,32,003,002655,301,519,24,3,0,17,300,507,10,12,5,2,17
32003002660,32,003,002660,258,350,27,2,3,12,264,330,17,9,6,2,13
32003002661,32,003,002661,564,711,42,5,2,35,540,666,33,16,21,6,57
32003002662,32,003,002662,93,117,5,2,1,12,100,102,6,5,4,1,7
32003002663,32,003,002663,227,559,22,3,3,23,237,543,17,10,4,2,18
32003002664,32,003,002664,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002665,32,003,002665,33,110,1,0,0,3,32,102,1,3,3,0,5
32003002666,32,003,002666,887.2368512132624,637.8438709224991,44.948779744374,4.957378770891009,4.965485375924056,39.829268872822055,852.283895061001,654.5173707907884,11.074850680647595,17.947085477617414,12.97349349666031,6.985727267432475,41.09474787711724
32003002671,32,003,002671,477,860,44,16,2,26,487,820,25,22,18,6,27
32003002672,32,003,002672,412.63632773529184,618.0614558432092,33.04663972942546,6.252065407738306,4.465760077707625,33.939786116193915,424.2473138959302,575.1901426438793,20.542500687280512,8.931523186293056,15.183588594031363,9.824674335869494,36.61924692562647
32003002673,32,003,002673,38,72,4,1,0,1,38,69,3,5,0,1,0
32003002674,32,003,002674,682.9064060715317,466.63512069567827,48.16478400878703,4.002915920240373,3.0023327361922982,34.02449373001913,668.0391149576747,438.4738357911797,23.01166368096149,18.147288487344795,14.008747760721118,5.0064150245288195,43.034407858836396
32003002675,32,003,002675,3.4621662468513854,14.714206549118387,0.8655415617128464,0,0,0,4.327707808564232,13.848664987405542,0,0.8655415617128464,0,0,0
32003002676,32,003,002676,6.58134018509813,14.80801541647079,0,0.8226675231372662,0,0.8226675231372662,5.758672661960864,14.80801541647079,0.8226675231372662,0,0,0,0.8226675231372662
32003002681,32,003,002681,2,0,0,0,0,0,2,0,0,0,0,0,0
32003002682,32,003,002682,423.61247117633695,596.6011528747158,23.652426107284608,1.4171956913229193,2.2010660732687564,30.47873650595285,428.25055858416516,555.575058822302,11.999832728865252,12.91833049331287,10.034721916887158,6.18050489100482,40.44886753954466
32003002683,32,003,002683,1,2,0,0,0,0,1,2,0,0,0,0,0
32003002684,32,003,002684,17.68097148732898,24.722904552350414,1.3962160654079023,0,0.030426368990961506,0.7302328557830761,17.741824225310904,22.809440214096167,0.24341095192769205,0.3042636899096151,0.21298458293673053,0.18255821394576902,1.8830379692632864
32003002685,32,003,002685,2.5368854042154,4.7857496835458155,0.1275528974186514,0,0.007086272078813967,0.17007052989153518,2.551057948373028,4.537730160787326,0.056690176630511735,0.07086272078813967,0.04960390455169777,0.042517632472883794,0.2409332506796749
32003002691,32,003,002691,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002692,32,003,002692,370.6297431023025,493.56589867677627,23.676592925454212,3.6425527577621866,1.8212763788810933,20.034040167692027,380.6467631861485,459.87228566747604,11.838296462727106,9.106381894405466,10.927658273286559,2.7319145683216397,27.319145683216398
32003002693,32,003,002693,68.37025689769753,106.43410132322374,3.3234070745457887,0.3574472422378136,0.1787236211189068,6.965959832307974,76.35323681385152,95.12771433252398,4.161703537272895,0.893618105594534,2.0723417267134407,0.2680854316783602,5.680854316783602
32003002694,32,003,002694,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002695,32,003,002695,361,568,26,2,3,20,372,513,20,15,15,8,25
32003002696,32,003,002696,20,19,0,0,0,1,21,15,0,2,0,0,2
32003002700,32,003,002700,398,362,21,5,0,11,404,316,16,9,2,5,30.000000000000004
32003002701,32,003,002701,481.1966801764605,606.7165749559643,43.06305859612487,7.01146519929543,5.0057325996477156,30.044427647269792,488.1551188290146,541.6535163598395,35.03296244797436,21.025796698414716,14.024363548502789,11.01146519929543,46.088855294539584
32003002702,32,003,002702,357,311,21,1,1,16,342,307,6.000000000000001,12.000000000000002,3.0000000000000004,6.000000000000001,25
32003002703,32,003,002703,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002704,32,003,002704,7.809387036928753,22.451987731170163,0,0,0,0.9761733796160941,8.785560416544847,17.571120833089694,0.9761733796160941,0,0,0,3.9046935184643763
32003002705,32,003,002705,403,404,25,2,0,27,399,380,9,13,7,4,35
32003002706,32,003,002706,0.19061296307124745,0.5480122688298364,0,0,0,0.02382662038390593,0.21443958345515338,0.42887916691030675,0.02382662038390593,0,0,0,0.09530648153562372
32003002709,32,003,002709,279,304,20,0,2,15,283,271,11,4,8,3,25
32003002710,32,003,002710,310,289,31,2,1,18,305,256,22,8,9,5,30
32003002711,32,003,002711,421,454,21,4,5,25,415,408,14,12,15,8,45
32003002713,32,003,002713,408,186,18,4,4,17,391,181,9,9,6,7,26
32003002714,32,003,002714,454,150,16,6.999999999999999,0,23,420,159,12,13,3,9,25
32003002715,32,003,002715,0,0.9982504863822905,0,0,0,0,0,0.9982504863822905,0,0,0,0,0
32003002716,32,003,002716,741.8917425473951,316.26410883013716,43.35077351952437,9.852417627872592,0.9852827360950572,23.646022072817864,707.4081132317638,281.7806843810447,17.734362904709155,17.734428089517017,13.793418202637099,8.867218700816212,63.05578570546231
32003002717,32,003,002717,281.4340836012862,208.0508038585209,12.09903536977492,3.1562700964630226,1.5781350482315113,11.046945337620578,270.3871382636656,196.47781350482313,6.57556270096463,4.997427652733119,6.04951768488746,4.997427652733119,17.885530546623794
32003002720,32,003,002720,2.9964145837875044e-4,0,0,0,0,0,2.9964145837875044e-4,0,0,0,0,0,0
32003002721,32,003,002721,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002722,32,003,002722,187.1216440652535,75.83350838433958,13.787910615334468,3.9394030329527054,0.9848507582381764,12.803059857096292,165.45492738401362,84.69716520848316,3.9394030329527054,2.954552274714529,1.9697015164763527,0,27.575821230668936
32003002723,32,003,002723,0.11309559349026295,0.6096555285484417,0.0127431654636916,0.0095573740977687,0.00159289568296145,0.0223005395614603,0.11946717622210874,0.5714260321573669,0.0159289568296145,0.01752185251257595,0.0063715827318458,0.00796447841480725,0.02389343524442175
32003002724,32,003,002724,560.8783559347465,276.16649161566045,32.21208938466553,6.060596967047295,4.015149241761824,23.19694014290371,524.5450726159864,266.30283479151683,17.060596967047296,14.04544772528547,7.030298483523647,13,42.424178769331064
32003002725,32,003,002725,76.5845343910602,385.0290702941699,9.248578590366431,7.867425680042945,2.9261587872163286,8.294366800830934,72.34048504889076,383.17183988042507,5.304945658244232,7.987249974970052,3.0315960461669498,3.0459830821434353,11.650686385122338
32003002726,32,003,002726,70.69234043476924,373.42233897108804,7.9653341334951255,5.974000600121344,0.9956667666868907,13.93933473361647,74.6750075015168,349.52633657060267,9.956667666868906,10.952334433555798,3.9826670667475628,4.978333833434453,14.93500150030336
32003002727,32,003,002727,168.69535459299908,728.6858706562367,24.954934111390394,15.971157831289853,0.9981973644556158,24.954934111390394,181.67192033092206,692.7507655358346,16.969355195745468,22.958539382479167,9.981973644556158,4.990986822278079,18.965749924656702
32003002729,32,003,002729,302.2167167649879,86.16195788848259,19.00931679550415,2.0024304683923875,2.0012152341961937,10.008506639373357,287.2082101256145,96.15304617104384,5.005063475817474,8.00384824162128,2.004658397752076,0.003848241621280387,21.01377265422353
32003002730,32,003,002730,852.5926052013098,322.2652809073414,52.374537235957554,13.112410634172152,7.074972130079438,21.487784942796996,794.917741884322,341.0208272167682,20.243711739799878,12.300192910378582,16.168682536584036,14.05606263424506,51.76885908917438
32003002731,32,003,002731,529.4598189647335,901.3826092809956,26.069041484676784,12.132452432829531,3.059265762581847,32.00450442921923,518.4255797492212,845.7147110367299,22.983623067720472,21.074875831204896,12.995291760776697,12.001689160957211,48.97420658927386
32003002732,32,003,002732,396.462929642123,507.31797090767816,28.538413002659603,5.9184171588926455,0.9901820694776985,28.53614547686225,375.80289020513527,462.0802467459416,24.595824931127645,11.818694111406456,5.907079529905873,6.890459021991508,53.12743535639518
32003002733,32,003,002733,423,216,29,2,4,22,398,224,10,12,7,6,25
32003002734,32,003,002734,553,294,25,10,4,21,552,272,13,12,4,13,29
32003002735,32,003,002735,495,184,19,3,2,18,458,177,8,15,8,8,33
32003002736,32,003,002736,269,164,15,2,0,6,248,151,13,8,9,3,20
32003002737,32,003,002737,622,165,26.999999999999996,7.999999999999999,0,13,601,160,17,6,5,6,29.999999999999996
32003002738,32,003,002738,425,262,22,5,1,17,416,237,9,11,5,5,31
32003002740,32,003,002740,608,251,20,3,4,17,551,211,15,18,10,17,58
32003002742,32,003,002742,397,187,25,4,1,13,373,178,11,9,5,6,32
32003002743,32,003,002743,627,353,25,7,7,30,602,321,19,24,16,9,45
32003002745,32,003,002745,8.126260201632261,7.692750840134421,0.24771963514162265,0.04128660585693711,0.04128660585693711,1.0825732117138742,10.064330292846854,6.610177628420547,0.04128660585693711,0.04128660585693711,0.020643302928468554,0.08257321171387422,0.16514642342774843
32003002746,32,003,002746,404,244,19,5,1,16,397,207,17,13,9,11,22
32003002751,32,003,002751,363,135,10,1,2,12,332,125,12,9,5,7,27
32003002752,32,003,002752,840,184,18,7,5,20,785,176,13,11,8,9,45
32003002770,32,003,002770,39.99842293188352,10.106266225909577,2.001135168465023,4.33579239588199e-4,4.33579239588199e-4,2.0002680099858465,36.00395702126606,9.099845321942624,1.00208511157107,1.0003507946127173,0.999483636133541,2.0002680099858465,3.0019195423173284
32003002775,32,003,002775,220.61278976846157,412.3790513545916,10.072756716812568,2.8813181202326614,0.9596983294107779,18.694479757507278,222.04085108057606,402.28406331777575,8.634320788696565,2.887987516233644,6.7119599538745724,2.8813181202326614,12.483488722341205
32003002776,32,003,002776,410.8989389655697,1004.155368869432,28.494959868675902,4.13164498474123,0,26.78727984634994,411.0390624740349,937.6067151790705,29.35147982945628,19.311272683297524,7.26664650023687,7.4092438083489105,33.845802583594676
32003002904,32,003,002904,0,0.011373971776185125,0,0,0,0,0,0.011373971776185125,0,0,0,0,0
32003002906,32,003,002906,0.31296572280178836,0.5476900149031296,0.07824143070044709,0,0,0,0.31296572280178836,0.5476900149031296,0,0,0.07824143070044709,0,0
32003002907,32,003,002907,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002911,32,003,002911,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002914,32,003,002914,6.487516159146621e-6,0,0,0,0,0,6.487516159146621e-6,0,0,0,0,0,0
32003002916,32,003,002916,0.14100016936258508,0.08335231250814765,0.004991156437613632,0.0014973469312840897,9.982312875227264e-4,0.006488503368897722,0.13201608777488055,0.08010806082369878,0.003244251684448861,0.0039929251500909054,0.0022460203969261344,7.486734656420448e-4,0.010231870697107945
32003002917,32,003,002917,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002919,32,003,002919,0,0.008959480875047148,0,0,0,0,0,0.008959480875047148,0,0,0,0,0
32003002920,32,003,002920,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002927,32,003,002927,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002930,32,003,002930,1.202002685136574,2.2472224113422907,0.05487403562580012,0.01567829589308575,0.005226098631028583,0.10190892330505737,1.209841833083117,2.1923483757164903,0.047034887679257245,0.01567829589308575,0.03658269041720008,0.01567829589308575,0.06793928220337159
32003002931,32,003,002931,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002934,32,003,002934,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002938,32,003,002938,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002946,32,003,002946,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002948,32,003,002948,0.009643610523859552,0.048218052619297756,0.004821805261929776,0,0,0.004821805261929776,0.012054513154824439,0.04098534472640309,0,0,0.002410902630964888,0,0.007232707892894663
32003002949,32,003,002949,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002951,32,003,002951,0.016018526951220982,0.006011703701408349,9.89267697700108e-4,2.47316924425027e-4,1.331706516134761e-4,3.9951195484042826e-4,0.014934137359511247,0.006373166898644927,3.804875760385031e-4,2.2829254562310185e-4,3.043900608308025e-4,2.663413032269522e-4,9.70243318898183e-4
32003002957,32,003,002957,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002959,32,003,002959,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002961,32,003,002961,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002962,32,003,002962,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002969,32,003,002969,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002970,32,003,002970,2.076095209092378,4.479572274452147,0.12176813237326624,0.07020629274816718,0.021193033416773317,0.13866397759869223,2.023877641505663,4.284249296640946,0.0969336387267614,0.10101225093090346,0.055421875842035846,0.051998991599509596,0.2077773904108331
32003002971,32,003,002971,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002972,32,003,002972,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002973,32,003,002973,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002974,32,003,002974,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002975,32,003,002975,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002976,32,003,002976,0,0,0,0,0,0,0,0,0,0,0,0,0
32003002977,32,003,002977,0.005608401782154782,0.028042008910773908,0.002804200891077391,0,0,0.002804200891077391,0.007010502227693477,0.023835707574157823,0,0,0.0014021004455386954,0,0.0042063013366160865
32003002978,32,003,002978,0,1.6875803517935482e-6,0,0,0,0,0,1.6875803517935482e-6,0,0,0,0,0
32003002979,32,003,002979,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003036,32,003,003036,264,352,4.999999999999999,1,1,15,264,322,9,2,6,2,21
32003003037,32,003,003037,231,292,5,1,0,9,241,251,3,5,5,4,17
32003003040,32,003,003040,343.36690647482015,582.0215827338129,10.323741007194243,3.1798561151079134,0,11.863309352517986,341.69064748201436,551.0503597122303,6.215827338129496,6.107913669064748,3.251798561151079,6.071942446043165,16.07913669064748
32003003151,32,003,003151,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003152,32,003,003152,21.67534783505627,36.453994086231006,4.926215417058244,0,0,0.9852430834116488,16.749132417998027,37.43923716964265,2.9557292502349464,0,0,1.9704861668232976,3.940972333646595
32003003191,32,003,003191,0,2,0,0,0,0,0,2,0,0,0,0,0
32003003217,32,003,003217,679,623.0507976823557,43,4,4,26,645,613.0507976823558,14,16,15,5,46
32003003361,32,003,003361,503,435,26,3,3,24,487.00000000000006,394,16,18,13,3,44
32003003363,32,003,003363,565,698,30,1,0,40,506,738,8,9,8,2,41
32003003364,32,003,003364,503,812,20,4,3,39,455,845,9,10,6,4,28
32003003365,32,003,003365,338,355,15,0,0,15,303,383,8,3,4,1,17
32003003366,32,003,003366,285,422,16,2,0,28,258,462,5,0,2,0,17
32003003370,32,003,003370,351,371,17,2,0,13,344,343,9,7,6,3,29
32003003371,32,003,003371,319.5588464536243,231.63289166017145,7.563522992985191,1.8908807482462977,0,8.50896336710834,302.5409197194076,216.50584567420108,4.727201870615744,5.672642244738893,1.8908807482462977,1.8908807482462977,23.63600935307872
32003003372,32,003,003372,494,467,29,0,2,24,474,454,14,5,8,6,34
32003003373,32,003,003373,527,579,39,3,0,29,478,628,4,9,10,5,32
32003003374,32,003,003374,359,365,23,1,1,16,326,380,9,3,6,2,31
32003003375,32,003,003375,546,602,31,3,4,31,530,597,8,10,10,2,35
32003003380,32,003,003380,270,172,15,1,1,12,254,168,10,5,4,3,19
32003003381,32,003,003381,603,666,49,5,2,22,574,683,14,13,5,3,35
32003003382,32,003,003382,439.70988737341304,397.29692579605626,38.08510835517751,0.8655706444358524,0,16.445842244281195,428.457468995747,375.65765968515996,12.983559666537786,6.058994511050967,7.790135799922672,3.4622825777434096,45.87524415510018
32003003383,32,003,003383,352.58310236734656,653.9626624738812,13.120364304596981,1.0370351706452248,0.00925879266130621,17.22221102387135,355.8053133912179,619.4071349142029,11.092587926613062,3.0555527559678373,5.046293963306531,3.037035170645225,22.342575328468328
32003003385,32,003,003385,625,731,32,5,2,29,605,753,14,5,7,4,18
32003003386,32,003,003386,319,356,10,3,1,23,282,399,5,7,3,1,10
32003003391,32,003,003391,333,279,24,0,1,18,323,279,10,6,3,7,11
32003003392,32,003,003392,356,329,21,3,1,19,338,329,4,9,10,5,20
32003003393,32,003,003393,273,244,18,5,0,17,268,247,5,9,5,1,13
32003003395,32,003,003395,358,443,12,2,1,12,347,425,5,3,5,1,26
32003003413,32,003,003413,309,450,13,0,1,12,316,428,6,4,5,5,14
32003003414,32,003,003414,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003416,32,003,003416,496,477,36,5,1,28,480,446,25,13,9,18,39
32003003417,32,003,003417,746.1523357960695,560.8528845425966,63.41799401188372,4.9545307821784155,1.9818123128713663,45.581683196041425,732.2796496059698,545.9892921960613,19.818123128713662,15.85449850297093,9.909061564356831,8.918155407921148,65.39980632475509
32003003418,32,003,003418,247,281,20,0.9999999999999999,0,6,227,281,13,6,1.9999999999999998,5,6
32003003430,32,003,003430,465,372,27,6,3,18,461,334,13,11,10,5,39
32003003431,32,003,003431,447.33013152061477,422,23,5,2,12,442.33013152061477,370,21,7,9,6,37
32003003433,32,003,003433,1.6698684793852518,0,0,0,0,0,1.6698684793852518,0,0,0,0,0,0
32003003435,32,003,003435,597,464,46,12,4,29,595,436,22,18,7,11,51
32003003439,32,003,003439,0,2,0,0,0,0,0,2,0,0,0,0,0
32003003457,32,003,003457,2,3,0,0,0,0,2,3,0,0,0,0,0
32003003464,32,003,003464,373,587,23,1,0,19,378,554,11,7,4,2,35
32003003465,32,003,003465,351,405,16,2,3,15,343,383,15,8,3,2,27
32003003518,32,003,003518,2,7,0,0,0,2,2,7,0,0,0,1,1
32003003532,32,003,003532,86.21349454414414,206.36741394294447,8.958472834351301,1.32423576897274,0.16884303675247697,6.816530406663253,91.34159458328263,195.77352779116254,4.959257002386006,1.3507442940198158,3.635021233413266,0.33768607350495394,8.140766175635992
32003003535,32,003,003535,17.688047673625483,32.40499880129164,3.175380616259585,0.5512821172237595,0.01618105682073798,1.5768994109318075,18.90857854157585,32.802073073979955,0.6338880392747988,1.1479463851159215,0.10391637319404758,0.5650870783033797,0.7824863090698335
32003003537,32,003,003537,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003540,32,003,003540,115.28050875776299,231.87126884279712,10.465747653091842,0.9650364573433843,0,9.470795748920898,118.1758702148132,216.76783631817256,12.255229700871286,2.8586914957062515,0.9701330301873256,0.952124129350925,10.40834523854004
32003003544,32,003,003544,403.92955349022293,521.0393503252261,33.743500782967025,2.977367716144149,0,30.766133066822874,357.2841259372979,575.6244251212022,6.947191337669681,5.954735432288298,8.932103148432448,0.9924559053813831,23.81894172915319
32003003545,32,003,003545,1.954997848104629,3.9260202687347063,0.17627029777992556,0.01602457252544778,0,0.1602457252544778,2.0030715656809726,3.669627108327542,0.20831944283082116,0.04807371757634334,0.01602457252544778,0.01602457252544778,0.17627029777992556
32003003546,32,003,003546,651.6519023689877,569.5410677078773,54.98086483520973,8.69756155924804,4.194100000583638,33.36046784444872,628.4568714653407,574.4051307641575,14.643810807813749,11.783323119663358,14.959258545923579,8.75214924798207,53.24172488458553
32003003547,32,003,003547,257.92535157283504,320.60859517277663,21.059964973700264,0.70820660397889,1.5963158193358975,14.6455634790012,252.03925407073672,311.2802831443839,6.8033449348107755,6.06600011347641,5.706194890720175,4.220101406517864,22.876725463303337
32003003552,32,003,003552,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003553,32,003,003553,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003557,32,003,003557,753,687,39,5,2,48,698,721,19,5,10,7.000000000000001,52
32003003559,32,003,003559,0,1.8579504852875997,0,0,0,0,0,1.8579504852875997,0,0,0,0,0
32003003562,32,003,003562,0,11,0,0,0,0,0,10,1,0,0,0,0
32003003564,32,003,003564,61.24582372559218,191.61941159355143,8.906646584519285,0.9587746754089445,0.02986997060799122,4.072643447545192,59.21880147086453,190.48283211344904,5.762402220176679,0.1429313448243423,3.8501091694190723,1.0201824463786262,3.347168461182114
32003003565,32,003,003565,416.9501110509715,443.9468808312502,32.996051953674,5.999282173395272,0.9998803622325455,21.997367969116,395.95262344408803,451.9459237291106,11.998564346790545,4.999401811162728,7.999042897860364,2.999641086697636,36.99557340260418
32003003566,32,003,003566,5.272331960416349,11.693138534236093,0.3520179042664333,0.056322864682629335,0.028161432341314668,0.42242148511972,5.399058405952266,11.1299098874098,0.23937217490117466,0.19713002638920268,0.15488787787723068,0.014080716170657334,0.4505829174610347
32003003571,32,003,003571,0.004242126454643242,2.786443380254669,0,0,0,0,0.004242126454643242,2.786443380254669,0,0,0,0,0
32003003574,32,003,003574,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003576,32,003,003576,233,349,17,1,1,18,214,377,1,3,4,1,10
32003003578,32,003,003578,0.7861087481571238,2.24602499473464,0.33690374921019595,0,0,0.11230124973673197,0.7861087481571238,2.3583262444713715,0,0.11230124973673197,0.11230124973673197,0,0.11230124973673197
32003003579,32,003,003579,0.0034145511147022573,0.0034145511147022573,0,0,0,0,0.0034145511147022573,0.0034145511147022573,0,0,0,0,0
32003003580,32,003,003580,0.6867641534325563,0.7853764421305643,0.0633936141630052,0.007043734907000577,0.0035218674535002887,0.0598717467095049,0.7114172256070582,0.7290265628745597,0.02113120472100173,0.02817493962800231,0.014087469814001155,0.007043734907000577,0.06691548161650548
32003003581,32,003,003581,0.08307032771645288,0.10041583010756129,0.006687422608620106,2.089819565193783e-4,5.224548912984457e-4,0.004702094021686012,0.08118949010777847,0.0973855917380303,0.002089819565193783,0.001985328586934094,0.0017763466304147157,0.001358382717375959,0.007418859456437931
32003003582,32,003,003582,3.006994215971084,2.0193199191072373,0,0,0,0.4938371484319231,3.5008313644030067,1.5254827706753145,0,0,0,0,0.4938371484319231
32003003583,32,003,003583,1.908898305084746,4.154661016949152,0.5614406779661018,0.11228813559322035,0,0.2245762711864407,2.245762711864407,4.379237288135593,0,0.2245762711864407,0,0.11228813559322035,0
32003003584,32,003,003584,4.1059322033898304,8.936440677966102,1.207627118644068,0.24152542372881353,0,0.48305084745762705,4.830508474576272,9.419491525423728,0,0.48305084745762705,0,0.24152542372881353,0
32003003585,32,003,003585,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003586,32,003,003586,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003587,32,003,003587,523.2398258071482,634.3650321590663,42.125001307277024,1.3348862019335785,3.290556525646599,29.67324070698956,511.461294806319,615.1709879818201,13.20394066927888,12.532484653103447,11.208329362156142,8.538368789612267,46.74661928832528
32003003588,32,003,003588,152.10606761377392,167.87358660546917,11.533097747749894,1.5098441507460667,0.5678566455820293,6.048257077929623,149.07009844154862,158.4714725037195,3.9720363607590863,5.277054131823436,3.7694300998137087,1.8891552873795325,11.896128013650207
32003003602,32,003,003602,537.0736390821276,583.0832424301847,48.66400354121419,4.424000321928563,0.8848000643857126,28.313602060342802,519.3776377944133,569.8112414643989,18.580801352099964,10.617600772628553,9.732800708242838,5.308800386314276,45.12480328367135
32003003604,32,003,003604,762.5770291749245,604.8734969325128,78.81783991961599,8.031959148475645,3.9970174153204514,39.11313599125468,735.758339972309,588.9043894301484,30.92947957144007,18.99531380223083,19.985087076602255,10.982316812672556,75.86748225541909
32003003605,32,003,003605,90.76726373677711,190.52808160223765,18.946016078706904,1.993827489017568,0,7.9823405903591205,87.78082972081147,180.54734233849481,9.97336091397467,5.981482467052704,2.992408783032788,1.993827489017568,16.954648039612053
32003003606,32,003,003606,414.13196058460034,401.2485839985236,19.834713559111993,5.828683305398083,1.0078133258112338,23.56738197360944,405.4406137803249,377.63526588818377,13.695961330783824,12.757052210068165,13.638541159870845,7.8213418886553585,25.686364932875268
32003003607,32,003,003607,769.7029376617435,498.11472396658513,68.725349279541,7.654853912855932,2.274944775231041,39.611416881583274,743.9846581042475,468.9929670786702,32.59727466796953,26.576178094655837,17.611682021570957,13.703217775020976,54.65140818098552
32003003608,32,003,003608,331.0809882875393,781.7032887403639,25.654981648090995,3.9622721932349103,2.0503018534245547,30.23568886479223,339.6071231407136,741.9247204139788,17.038428571633077,14.075449946743484,11.095116042303555,1.206790838766619,32.64946206337116
32003003609,32,003,003609,342.51368565178143,681.4362866064827,33.3443710437943,6.02383481379098,2.0104532006358995,27.104554724547555,337.2413703999779,674.1511358379498,13.202534718270146,10.131058249277785,10.152412346372216,5.097560270280539,34.3596645590316
32003003610,32,003,003610,381.23883587384165,561.4854675773933,37.023387489129895,4.004252270750889,5.0014174235836295,16.019135218379002,407.23529231488254,496.4805065948505,20.009213253293595,13.007087117918148,11.00708711791815,12.003543558959075,28.024096200921708
32003003611,32,003,003611,6.631450754141145e-4,6.631450754141145e-4,0,0,0,0,6.631450754141145e-4,6.631450754141145e-4,0,0,0,0,0
32003003612,32,003,003612,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003613,32,003,003613,320.756536774241,235.7340132988752,28.888881735659563,3.059339102923729,0.8625966835585067,16.571023903026735,310.02355354038866,224.55016508631394,13.099953095253424,10.10043133972832,6.981274889405966,5.1755801013510405,23.68339296060921
32003003700,32,003,003700,0.9877472558692973,4.180837599863983,3.062568291447345e-5,2.7841529922248594e-6,0,2.7841529922248596e-5,0.987755608328274,4.180793053416107,3.6193988898923175e-5,8.352458976674577e-6,2.7841529922248594e-6,2.7841529922248594e-6,3.062568291447345e-5
32003003701,32,003,003701,0,0,0,0,0,0,0,0,0,0,0,0,0
32003003702,32,003,003702,658.6761067551328,544.7321368460506,27.986238223283333,6.996559555820833,0.9995085079744047,30.984763747206546,617.6962579281821,492.75769443138154,25.987221207334525,21.989187175436903,9.995085079744047,13.993119111641667,64.9680530183363
