GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREICAS,G16PRENROC,G16PREONON,G16USSDCOR,G16USSRHEC,G16USSIJON,G16USSNSAW,G16USSNGUM,G16USSNWIL,G16USSONON
32001008-01,32,001,008-01,17.324961988698654,54.266094830811156,4.444649311884382,0.8767027588429586,0.4373324541269861,1.7839732765207121,17.335151241643587,51.59319169191357,2.64437323065178,2.002639503584205,0.45363525883887673,0.6641500835464245,3.9889762024565196
32001008-02,32,001,008-02,0.9101113640704434,2.344226240787506,0.2413174071398903,0.0068947830611397224,0,0.11721131203937529,0.9445852793761419,2.178751447320152,0.06894783061139723,0.11721131203937529,0.05515826448911778,0.02757913224455889,0.1792643595896328
32001008-03,32,001,008-03,0,0,0,0,0,0,0,0,0,0,0,0,0
32001012-01,32,001,012-01,0,0,0,0,0,0,0,0,0,0,0,0,0
32001012-02,32,001,012-02,0,0,0,0,0,0,0,0,0,0,0,0,0
32001012-03,32,001,012-03,0,0,0,0,0,0,0,0,0,0,0,0,0
32001015-01,32,001,015-01,0.6257879656160459,3.2939828080229225,0.14441260744985673,0.020630372492836675,0.006876790830945559,0.17879656160458451,0.6808022922636103,3.3146131805157593,0.07564469914040114,0.061891117478510026,0.020630372492836675,0.020630372492836675,0.10315186246418338
32001015-02,32,001,015-02,0,0,0,0,0,0,0,0,0,0,0,0,0
32001015-03,32,001,015-03,0.5214899713467048,2.7449856733524354,0.12034383954154727,0.017191977077363897,0.0057306590257879654,0.1489971346704871,0.5673352435530086,2.7621776504297992,0.06303724928366762,0.05157593123209169,0.017191977077363897,0.017191977077363897,0.08595988538681948
32001015-04,32,001,015-04,0.20859598853868194,1.097994269340974,0.04813753581661891,0.006876790830945558,0.002292263610315186,0.059598853868194836,0.22693409742120343,1.1048710601719196,0.02521489971346705,0.020630372492836675,0.006876790830945558,0.006876790830945558,0.034383954154727794
32001015-05,32,001,015-05,3.2721695269529514,17.223837400114984,0.7551160446814503,0.10787372066877862,0.03595790688959287,0.9349055791294146,3.559832782069694,17.331711120783766,0.3955369757855216,0.32362116200633584,0.10787372066877862,0.10787372066877862,0.539368603343893
32001015-06,32,001,015-06,0.3383749517451442,1.7811165042409238,0.07808652732580251,0.011155218189400358,0.0037184060631334525,0.09667855764146978,0.3681222002502118,1.7922717224303242,0.040902466694467975,0.03346565456820108,0.011155218189400358,0.011155218189400358,0.05577609094700179
32001015-07,32,001,015-07,0,0,0,0,0,0,0,0,0,0,0,0,0
32001015-08,32,001,015-08,0,0,0,0,0,0,0,0,0,0,0,0,0
32001015-09,32,001,015-09,0,0,0,0,0,0,0,0,0,0,0,0,0
32001015-10,32,001,015-10,0,0,0,0,0,0,0,0,0,0,0,0,0
32003001038,32,003,001038,152,199,2,0,0,5,140,198,3,2,2,1,9
32003001039,32,003,001039,294,558,11,0,1,23,273,564,3,5,7,1,22
32003001063,32,003,001063,468,471,39,3,1,26,466,440,17,9,20,9,36
32003001067,32,003,001067,24.33578024506194,98.84455300280693,3.394080465043999,1.075792293677978,0.9949729298499601,3.2698383297726417,30.490126951498873,84.78164460194937,4.187545974093425,5.281761836288464,0.1505125404104456,1.075792293677978,3.6396638343107277
32003001072,32,003,001072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32003001074,32,003,001074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32003001137,32,003,001137,432,399,32,4,1,12,430,376,10,11,12,6,24
32003001302,32,003,001302,691,447,45,2,4,26,664,405,23,25,10,7,55
32003001303,32,003,001303,528,396,30,3,1,19,500,372,12,12,15,3,37
32003001304,32,003,001304,363,219,27,4,1,15,353,197,4,5,10,2,37
32003001307,32,003,001307,680,555,37,6,3,32,621,566,24,11,13,4,43
32003001309,32,003,001309,0.7259690951716242,1.3323591497868268,0.005812870027048271,0.0016608200077280776,0,0.008304100038640388,0.723477865160032,1.336511199806147,8.304100038640388e-4,0.0024912300115921162,8.304100038640388e-4,8.304100038640388e-4,0.007473690034776349
32003001318,32,003,001318,621,304,33,4,0,22,572,292,12,14,11,3,41
32003001327,32,003,001327,745,415,56,2,6,32,727,393,18,13,17,10,41
32003001328,32,003,001328,579.2516704662385,335.4949926433108,26.32045244377126,3.780344459821681,4.678199131462579,27.16740908009205,557.7267636716368,323.20631165569046,11.301754754169286,7.522073353631012,12.181627761370823,5.610517312312167,42.22538539498978
32003001330,32,003,001330,596,668,34,1,0,30,587,609,16,20,16,5,53
32003001331,32,003,001331,578.0239426983638,402.29738007088224,28.68850035966287,1.9691258505453222,2.9505219031027345,19.70392599631422,561.2832060960134,356.0134219649214,24.58557127737929,10.890362759589,6.983779785650843,8.851565709308204,46.29662559682182
32003001332,32,003,001332,262,188,11,2,1,11,256,154,12,9,4,2,26
32003001333,32,003,001333,433,426,22,3,2,17.999999999999996,419,402,12.999999999999998,8.999999999999998,8,5,35
32003001334,32,003,001334,623,478,33,3,2,21,588,459,15,16,17,6,37
32003001335,32,003,001335,567,505,34,5,4,25,552,459,23,20,12,6.999999999999999,46
32003001336,32,003,001336,423.28735745454935,300.9385641576633,21.70704397202817,3.9467352676414853,0.9866838169103713,16.773624887476313,411.44715165162484,269.3646820165314,12.826889619834828,8.880154352193342,8.880154352193342,2.960051450731114,38.48066885950448
