GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREIBLA,G20PREONON
32007000038,32,007,000038,NA,NA,NA,NA,NA
32007000039,32,007,000039,18,99,1,1,0
32007000040,32,007,000040,168,1155,19,3,6
32007000041,32,007,000041,179,1024,22,6,6
32009000001,32,009,000001,36,179,4,1,3
32009000002,32,009,000002,4.034947152812181,42.192209340467,0.0023298101874787793,0,1.0023298101874787
32009000003,32,009,000003,29.965052847187817,164.807790659533,1.997670189812521,0,1.997670189812521
32009000004,32,009,000004,2,11,0,0,0
32009000005,32,009,000005,2,3,0,0,0
32011000001,32,011,000001,26.796610169491526,332.4764595103578,2.9774011299435026,0,1.984934086629002
32011000002,32,011,000002,42,249,0,2,3
32011000003,32,011,000003,16.203389830508474,140.5235404896422,2.022598870056497,1,2.0150659133709983
32011000004,32,011,000004,20,173,1,0,1
32013000001,32,013,000001,189.59325213585893,549.7761039186713,11.81112098772033,2.0631785696347533,4.614367084198127
32013000002,32,013,000002,196.58044164037855,395.891167192429,13.651419558359622,1.8201892744479495,10.011041009463723
32013000003,32,013,000003,189.2689136089435,487.16266349364474,11.63295330861328,3.4828343202907375,5.760851919493792
32013000004,32,013,000004,200.59411027568922,408.5572159565581,9.064776524644945,3.6076963241436926,11.745102339181287
32013000005,32,013,000005,251.99621212121212,800.1761363636364,12.604166666666666,4.109848484848485,13.21969696969697
32013000006,32,013,000006,216.57049180327868,871.2491803278689,11.921311475409835,2.980327868852459,12.914754098360655
32013000008,32,013,000008,8.965848965848966,84.27898027898028,0,0,0
32013000009,32,013,000009,28.781471631205672,125.05053191489361,4.962322695035461,0,1.9849290780141844
32013000010,32,013,000010,65.61925605094221,58.15485303770237,0.09382869261765821,1.9930707020733318,1.090364043654324
32013000011,32,013,000011,18.405274973588817,219.47573859288926,1.9061713073823419,0.00692929792666818,1.909635956345676
32013000012,32,013,000012,22.80939420420205,131.80169401396404,1.008685197164278,0.003173116290933473,0.990673583064374
32013000013,32,013,000013,37.25164424513427,197.5121383317832,5.000180051062673,0.9968268837090666,1.012872516226406
32013000014,32,013,000014,88.0608641289247,527.3821756043345,8.373180050013893,0.9412823006390664,3.7716865796054457
32013000015,32,013,000015,51,241,1,0,2
320130007-2,32,013,0007-2,123.5028242147923,779.5314209726444,10.969883485309017,0.9946428571428572,6.974024822695036
32015000001,32,015,000001,77,326,7,0,5
32015000002,32,015,000002,122.20643939393939,328.6931818181818,7.5852272727272725,0,5.056818181818182
32015000003,32,015,000003,39.46655082536925,160.53431798436142,0.3961772371850565,0.04952215464813206,0.14856646394439618
32015000004,32,015,000004,66.53344917463076,528.4656820156385,7.603822762814944,0.950477845351868,2.851433536055604
32015000005,32,015,000005,142.7935606060606,630.3068181818181,8.414772727272727,4,10.943181818181818
32015000006,32,015,000006,7.988171750756877,62.906852537210405,0.9985214688446096,0,2.995564406533829
32015000007,32,015,000007,13,85,0,0,2
32015000008,32,015,000008,3.011828249243123,15.093147462789593,0.0014785311553903674,0,0.004435593466171102
32015000009,32,015,000009,24,61,4,0,1
32017000001,32,017,000001,49,576,4,2,1
32017000003,32,017,000003,NA,NA,NA,NA,NA
32017000004,32,017,000004,110,505,4,1,7
32017000005,32,017,000005,1,35,0,0,0
32017000233,32,017,000233,95,395,3,3,11
32017000236,32,017,000236,NA,NA,NA,NA,NA
32019000001,32,019,000001,169.00406200410697,480.0133477361477,8.000173953030064,4.000038427916378,5.000213408352807
32019000002,32,019,000002,157.7671333824613,529.2188651436993,5.991156963890936,4.992630803242446,7.9882092851879145
32019000003,32,019,000003,242,501,3,3,12
32019000004,32,019,000004,90,346,2,2,5
32019000005,32,019,000005,18.686862474086595,36.03282260819467,0.1986787886185241,1.0087220296248447,1.0788324952565134
32019000006,32,019,000006,319.19669234145454,969.7203832322342,12.051188796892264,3.9871765007373496,10.039668687587547
32019000007,32,019,000007,184,791,12,0,9
32019000008,32,019,000008,NA,NA,NA,NA,NA
32019000009,32,019,000009,368.79289305937385,821.0601827667086,11.667046490606287,1.966804979253112,11.428434584005691
32019000010,32,019,000010,69,153,7,1,6
32019000011,32,019,000011,318,778,12,1,7
32019000012,32,019,000012,181.70467226724324,383.4916523283863,9.879149095143283,0.03183897529734675,3.4292497593753
32019000013,32,019,000013,442.6907805925246,1181.173999199875,19.40430014339036,4.340447156889568,11.858818161986775
32019000014,32,019,000014,464.8960561490015,1180.4115903927081,16.194798235439507,4.0054362739795515,11.133322769915901
32019000015,32,019,000015,378.3160054719562,738.404924760602,11.456908344733241,2.582763337893297,13.74829001367989
32019000016,32,019,000016,375,758,9,7,18
32019000017,32,019,000017,124.2714667910405,360.03177674465377,3.2809583219394636,1.1548394113280391,3.502491059737599
32019000018,32,019,000018,114,270,3,0,1
32019000019,32,019,000019,175,260,4,2,6
32019000020,32,019,000020,81,44,1,0,2
32019000021,32,019,000021,235.574377977766,783.0492323980942,16.019057702488087,4.71148755955532,5.653785071466384
32019000022,32,019,000022,90.75432711646714,287.66020460003136,2.732958771875769,1.1997244891671062,3.1703751615193174
32019000023,32,019,000023,239.3348978832677,577.9335359275863,19.60919285636086,1.2476972688072119,12.536194340961883
32019000024,32,019,000024,140.00834335857334,391.0604274290567,15.942410303587856,3.9509871912815795,5.027195527563513
32019000025,32,019,000025,210.9105830924346,542.6090953958965,12.87699358386801,1.02311217654939,7.007798068109709
32019000026,32,019,000026,137.918123275069,415.36798528058875,18.220791168353266,9.055197792088316,4.068997240110396
32019000027,32,019,000027,352.2618805985998,935.506898461025,28.762864359341936,2.1547682435661137,10.362917453599412
32019000028,32,019,000028,179.9862987959092,459.96763060378845,11.427773390216396,4.761515264631998,10.47538260760346
32019000029,32,019,000029,116,321,8,1,4
32019000030,32,019,000030,243,449,17,3,7
32019000031,32,019,000031,196,488,14,1,0
32019000032,32,019,000032,275.0225733353235,476.78457448229267,21.246475937215223,1.0518896709926782,5.1297241774816955
32019000033,32,019,000033,392,701,36,5,17
32019000034,32,019,000034,67.39735186237074,200.20978053233662,1.9822750547756103,0,4.955687636939026
32019000035,32,019,000035,78,184.99999999999997,4,0,3
32019000036,32,019,000036,109,247,1,1,4
32019000037,32,019,000037,260,610,19,2,6
32019000038,32,019,000038,282.86988636363634,733.909659090909,24.723295454545454,10.152272727272727,12.380681818181818
32019000039,32,019,000039,316.902463228779,791.9814637604111,15.324082934609251,3.067304625199362,7.20588339535708
32019000040,32,019,000040,209.00117625621598,469.56900558041394,17.011594688411442,3.5776564651686855,8.988454207598597
32021000001,32,021,000001,108,226.99999999999997,6.999999999999999,2,6
32021000002,32,021,000002,92,239,2,1,2.9999999999999996
32021000003,32,021,000003,72,112,3,0,4
32021000004,32,021,000004,71,115,6,1,3
32021000005,32,021,000005,67,165,1,0,2
32021000006,32,021,000006,96,163,3,1,2
32021000007,32,021,000007,16.899765480906524,68.59313204218672,0.9941031534697677,4.1293636421835253e-7,1.9882048616622607
32021000008,32,021,000008,4,24,0,0,0
32021000009,32,021,000009,22,73,1,0,0
32021000010,32,021,000010,5,3,0,0,0
32021000011,32,021,000011,239.0168967119945,109.339862948581,9.002447201923703,3.998912548244439,12.007035392236094
32021000012,32,021,000012,36.008272506082726,124.03357664233576,2.000486618004866,1,4.000973236009732
32023000001,32,023,000001,100.0355798192771,278.03557981927713,6,5,3
32023000002,32,023,000002,5.222926854977973,50.03138568380649,0,0,0.004343642027615091
32023000003,32,023,000003,52.77707314502203,23.96861431619351,0,0,0.9956563579723849
32023000004,32,023,000004,17,56,1,0,0
32023000005,32,023,000005,13.077139504894923,7.420990879643309,0.012179921825514075,0.004059973941838026,0.004059973941838026
32023000006,32,023,000006,133,256,5,1,2
32023000007,32,023,000007,13.164415122558758,52.02869962608237,0.025960282509277458,0.008653427503092488,2.0086534275030923
32023000008,32,023,000008,1.8403806637086215,2.778909752621904,0,0.06256860592755215,0
32023000009,32,023,000009,481.57529774043456,1119.0131399777733,16.98502087466263,3.996475499920619,9.991188749801546
32023000010,32,023,000010,201.0000068111272,434.00001474806055,8.000000168870923,2.0000000562903075,3.0000001688709226
32023000011,32,023,000011,406,741,16,9,5
32023000012,32,023,000012,54.147635823239796,324.8858149394388,7.735376546177114,0,0
32023000013,32,023,000013,5,17,0,0,0
32023000014,32,023,000014,188,754,14,2,10
32023000015,32,023,000015,15,27,0,0,3
32023000016,32,023,000016,422.9505961133786,838.2335808021312,10.052482406637989,4.0218676694324955,10.09621774550298
32023000017,32,023,000017,312.1569688768606,684.1474966170501,7.668470906630581,3.15426251691475,5.617050067658998
32023000018,32,023,000018,13.123905665720638,27.185233164707036,0,0.9374218332657599,0
32023000019,32,023,000019,809.7447063129563,1829.0193870172134,27.43106381745177,6.522754658412656,25.48313636874666
32023000020,32,023,000020,353.42180094786727,793.7345971563981,8.786729857819905,1.95260663507109,8.786729857819905
32023000021,32,023,000021,395.42470225956544,997.9868600222268,16.01497912533737,10.003524500079381,9.008811250198454
32023000022,32,023,000022,200.42105263157896,530.5263157894736,10.105263157894738,3.368421052631579,10.105263157894738
32023000023,32,023,000023,121.0166324474784,262.03643755366244,3.000338778989562,1.0001540109190037,3.0008626075012206
32023000024,32,023,000024,321,721,5,4,8
32023000025,32,023,000025,95,316,8,4,4
32023000026,32,023,000026,201,477,10,6,9
32023000027,32,023,000027,261,625,8,5,8
32023000028,32,023,000028,413,955,5,2,8
32023000029,32,023,000029,444.3048751173583,964.3386226177337,11.95598985356502,4.980087467537429,21.91160280237672
32023000030,32,023,000030,337,814,12,2,15
32023000031,32,023,000031,340,1010,11,5,12
32023000032,32,023,000032,539.983494592688,1182.963824961671,10.999661052139516,4.9998554935973765,27.999137223627855
32023000035,32,023,000035,20.61080954930652,356.6644945548355,3.226483249488094,0.9872865985550695,0.9872865985550695
32027000001,32,027,000001,162,585,5,1,4
32027000003,32,027,000003,129,265,3,0,7
32027000004,32,027,000004,110,203,3,3,5
32027000005,32,027,000005,14,109,0,0,0
32027000006,32,027,000006,80,398,4,2,0
32027000007,32,027,000007,52,171,0,1,4
32029000001,32,029,000001,98.20515665237133,244.38769761078046,2.0064616268463413,1,1.011307846981097
32029000002,32,029,000002,126.79484334762867,239.61230238921954,3.993538373153659,0,6.988692153018903
32029000003,32,029,000003,2.006974716652136,20.013949433304273,0,0,0
32029000004,32,029,000004,127.48764904803028,310.5746653721824,2.0368799483394553,0.012250181857973904,2.024629766481482
32029000005,32,029,000005,299.5060014320408,701.4098576729908,11.963020840411655,1.9877498181420261,9.975271022269629
32029000006,32,029,000006,56.317596566523605,87.37339055793991,2.781115879828326,0,2.317596566523605
32029000007,32,029,000007,0,0,0,0,0
32029000008,32,029,000008,0.23163200580463744,0.1496577457872219,0.0029240700059516974,0.002824858757062147,0.003630284695217234
32029000009,32,029,000009,0,0,0,0,0
32029000010,32,029,000010,0,0,0,0,0
32029000011,32,029,000011,0,0,0,0,0
32029000012,32,029,000012,0.8295888968077946,1.4283827187698075,0.010402368612009964,0.010402368612009964,0.013002960765012455
32029000013,32,029,000013,0,7.371758250380978e-4,0,0,0
32029000014,32,029,000014,0,0,0,0,0
32029000015,32,029,000015,2.3983265339390587,5.773440750893359,1.4023997357459386,0.003766478342749529,0.004708097928436911
32031001000,32,031,001000,396,160,6,0,11
32031001002,32,031,001002,536.6192307692307,323.9923076923077,10.009615384615385,2.0403846153846152,13.807692307692307
32031001003,32,031,001003,846.3807692307693,380.0076923076923,23.990384615384617,0.9596153846153846,19.192307692307693
32031001005,32,031,001005,0,0,0,0,0
32031001006,32,031,001006,248,106,3,1,5
32031001007,32,031,001007,707.3298245123476,537.4234382286272,8.427942432278527,1,25.26012027605268
32031001008,32,031,001008,246,128,2,1,5
32031001010,32,031,001010,725,452,17,2,22
32031001011,32,031,001011,568,297,6,4,8
32031001012,32,031,001012,188.11813186813188,130.70054945054946,3.777472527472528,0,6.043956043956045
32031001014,32,031,001014,723,458,9,2,20
32031001015,32,031,001015,19,9,1,0,1
32031001016,32,031,001016,654.8818681318681,399.29945054945057,37.222527472527474,5,11.956043956043956
32031001018,32,031,001018,709,246,24,5,14
32031001020,32,031,001020,612,434,6.999999999999999,2,15
32031001022,32,031,001022,522.439024390244,384.089430894309,6.772357723577236,0,10.642276422764228
32031001023,32,031,001023,386.73261125594,326.0787416025919,3.2118438119828236,0,8.621667472306086
32031001024,32,031,001024,722,565,14,4,17
32031001026,32,031,001026,426,317,8,0,8
32031001027,32,031,001027,238,142,3,1,1
32031001029,32,031,001029,724,607,9,3,18
32031001031,32,031,001031,359,278,7,0,8
32031001032,32,031,001032,331,219,5,0,9
32031001033,32,031,001033,609,338,9,1,18
32031001035,32,031,001035,352,122,7,3,5
32031001036,32,031,001036,462,170,13,2,10
32031001038,32,031,001038,277,168,0,0,2
32031001039,32,031,001039,300,184,6,3,5
32031001040,32,031,001040,0.9761092150170649,1.0511945392491469,0.03754266211604096,0,0.03754266211604096
32031001043,32,031,001043,488,292,20,2,11
32031001044,32,031,001044,675.6232876712329,540.1164383561644,21.623287671232877,4,21
32031001045,32,031,001045,227.41057636653522,202.63738460710348,8.40794707592739,0.8546997341752174,6.115398139226522
32031001046,32,031,001046,83.56415316189212,57.28264330965885,0.2473038947393642,0,0.8944639420905875
32031001047,32,031,001047,116.40879892829348,127.56977140935258,2.4827586206896552,1.6551724137931036,7.509023635710769
32031001050,32,031,001050,0,0,0,0,0
32031001051,32,031,001051,0,1,0,0,0
32031001053,32,031,001053,245,184,3,0,4
32031001055,32,031,001055,613,434,27,7,17
32031001056,32,031,001056,561,366,25,0,12
32031001057,32,031,001057,790,522,26,4,15
32031001058,32,031,001058,0,0,0,0,0
32031001059,32,031,001059,0,0,0,0,0
32031001061,32,031,001061,0,0,0,0,0
32031002000,32,031,002000,233.00000000000003,139,3,2,4
32031002002,32,031,002002,0,0,0,0,0
32031002004,32,031,002004,434.99999999999994,190,10,5,8
32031002006,32,031,002006,483.826544021025,334.8856767411301,7.400788436268068,0.9250985545335085,3.700394218134034
32031002007,32,031,002007,52,19,0,0,3
32031002009,32,031,002009,248.2377049180328,103.77868852459017,3.0245901639344264,0,3.204918032786885
32031002010,32,031,002010,0,0,0,0,0
32031002013,32,031,002013,174,172,0,2,5
32031002016,32,031,002016,317.7135991162155,286.621026740732,9,0,5.397942836100368
32031002017,32,031,002017,403,251,12,2,9
32031002018,32,031,002018,649,496,22,0,20
32031002019,32,031,002019,714.2287413991495,966.3690358992193,19.711388673938494,2.0076774267391764e-4,15.012855669656684
32031002020,32,031,002020,215.99999999999997,140,10,0.9999999999999999,7
32031002021,32,031,002021,225.28395575156728,261.64868876658403,1.7738894153666716,2.6608341230500074,4.434723538416679
32031002022,32,031,002022,209.69392328699988,276.9535160153514,3.064119268621939,0.021182806878891607,9.052237818833534
32031002023,32,031,002023,596,393,16,2.9999999999999996,12.999999999999998
32031002025,32,031,002025,200,270,3,0,5
32031002026,32,031,002026,217,112,7,1,7
32031002027,32,031,002027,338,293,5,0,9
32031002028,32,031,002028,386,343,5,0,15
32031002029,32,031,002029,309.08152543163516,277.1763357096599,7.97629743049381,0,9.970371788117264
32031002030,32,031,002030,270,231,4,1,5
32031002031,32,031,002031,457,514,4,9,15
32031002032,32,031,002032,515,349,16,1,8
32031002033,32,031,002033,708.3218559902938,807.5647533955272,19.459391648084992,4.864847912021248,22.378300395297742
32031002034,32,031,002034,203.99999999999997,297,2,1,5
32031002035,32,031,002035,332,445,15,1,10
32031002036,32,031,002036,452,392,16,0,11
32031002037,32,031,002037,590.5335697920423,581.1670591170571,16.7314014808082,3.9365032598930765,15.753588797148062
32031002039,32,031,002039,309,188,14,0,5
32031002040,32,031,002040,247,175,7,0,5
32031002041,32,031,002041,1070.467137112156,1110.2168113004434,18.536994532546878,1.1349513202360777,18.618085785334127
32031002042,32,031,002042,592,512,15,2,15
32031002043,32,031,002043,45.29967547540206,49.29883407418962,1.134535786172457,0.21324117776187873,1.2181819601426707
32031002047,32,031,002047,494.6028625477407,442.73736332338586,13.353120659532404,1.9703990670915272,17.5137551987696
32031002048,32,031,002048,12.803508771929824,12.012280701754387,0.5035087719298246,0.07192982456140351,1.0070175438596491
32031002049,32,031,002049,613,322,13,3,9
32031002050,32,031,002050,326.91847456836484,243.82366429034008,0.023702569506189222,0,8.029628211882736
32031002051,32,031,002051,0,0,0,0,0
32031002057,32,031,002057,0.6171813310914706,0.8416109060338235,0,0,0
32031002058,32,031,002058,781.0662453936886,802.6138715431329,22.314625843305063,3.6101184516964913,18.826129815203544
32031002060,32,031,002060,107.84243216341478,101.19691048003459,4.240649795855176,0.6058736229952247,8.480647800554397
32031002062,32,031,002062,75.73826072194166,69.75892434915679,0,0,0.9965560621308113
32031002064,32,031,002064,3.65999382306451,5.17992481270924,0.15807282292305191,0.04863779166863136,0.12159447917157838
32031002065,32,031,002065,19.94413407821229,14.312849162011174,0.4692737430167598,0,0.2346368715083799
32031002068,32,031,002068,506.4970930232558,507.8313953488372,13.046511627906977,2.011627906976744,19.052325581395348
32031002070,32,031,002070,0,0,0,0,0
32031002073,32,031,002073,2,0,0,0,0
32031002074,32,031,002074,0.5845045210870292,0.7091709579565104,0.01060500812167909,0.0016315397110275524,0.0065261588441102095
32031002078,32,031,002078,0,0,0,0,0
32031002080,32,031,002080,416.79457654968473,419.3504046994075,12.023628292376843,1.7176611846252634,7.732919268682874
32031002081,32,031,002081,809.8106776832344,913.232282303021,21.464861336182118,3.9027020611240215,22.440536851463122
32031003001,32,031,003001,247.08278867102396,156.61546840958607,8.754901960784313,2.918300653594771,2.918300653594771
32031003002,32,031,003002,3,5,0,0,0
32031003003,32,031,003003,0.5202312501027218,0.2896274241996683,0.008235850925109051,0.0013726418208515085,0.00960849274596056
32031003004,32,031,003004,342,170,9,2,9
32031003005,32,031,003005,32.737574552683895,16.864811133200796,1.9840954274353877,0.9920477137176938,0
32031003006,32,031,003006,164,106,3,3,3.9999999999999996
32031003007,32,031,003007,705,307,13,3,4
32031003008,32,031,003008,332.2624254473161,142.1351888667992,6.0159045725646125,2.0079522862823063,3
32031003009,32,031,003009,927.3873517786561,293.90513833992094,20.790513833992094,5.079051383399209,15.395256916996047
32031003010,32,031,003010,725,334,20,2,15
32031003011,32,031,003011,167.61264822134387,92.09486166007905,9.209486166007906,0.9209486166007905,4.604743083003953
32031003012,32,031,003012,633,255,15,2,8
32031003013,32,031,003013,2,2,0,0,0
32031003014,32,031,003014,54,21,1,1,0
32031003015,32,031,003015,8.714788732394366,8.133802816901408,0,0,0
32031003016,32,031,003016,762,377,11,3,10
32031003017,32,031,003017,622.5316901408451,244.42957746478874,6,0,7
32031003018,32,031,003018,578.8448275862069,202.44827586206895,9.827586206896552,2.9482758620689653,4.913793103448276
32031003019,32,031,003019,378.4797687498973,210.71037257580033,5.991764149074891,0.9986273581791485,6.9903915072540395
32031003020,32,031,003020,367,193,13,1,10
32031003021,32,031,003021,0,0,0,0,0
32031003022,32,031,003022,559,379,20,0,8
32031003023,32,031,003023,290,125,7,1,7
32031003024,32,031,003024,598,435,10,4,11
32031003025,32,031,003025,1.4810615820664776,0,0,0,0
32031003026,32,031,003026,672.033890096824,512.6484754453453,24.052000389485237,5.006117692880616,23.03364731084339
32031003027,32,031,003027,5.518938417933523,3,0,0,0
32031003028,32,031,003028,167.76229508196724,61.221311475409834,3.975409836065574,0,0.7950819672131149
32031003029,32,031,003029,148,150,6.000000000000001,0,4
32031003030,32,031,003030,219,186,14,0,6
32031003031,32,031,003031,336.96610990317595,211.35152455465473,16.947999610514767,1.9938823071193843,10.966352689156613
32031003032,32,031,003032,348,291,16,1,12
32031003035,32,031,003035,0,0,0,0,0
32031003036,32,031,003036,140,61,0,0,1
32031003038,32,031,003038,828.0729483282674,842.2522796352583,24.577507598784194,6.617021276595745,19.851063829787233
32031003039,32,031,003039,0,0.42802829848124535,0,0,0
32031003040,32,031,003040,299,86,2,1,6
32031004000,32,031,004000,475,215,14,1,13
32031004003,32,031,004003,330.11234877961226,225.5094460707085,16.24221194681706,0.06055298670426506,2.211935453464928
32031004005,32,031,004005,292.5945157843952,188.34676914264958,7.0082518750753335,1.7520629687688334,6.132220390690916
32031004007,32,031,004007,7,8,0,0,0
32031004009,32,031,004009,239.53061224489795,198.94897959183672,4.948979591836735,1.9795918367346939,6.928571428571429
32031004012,32,031,004012,268.7639484978541,132.4892703862661,10.094420600858369,1.8927038626609443,5.047210300429184
32031004014,32,031,004014,502,391,18,5,7
32031004015,32,031,004015,0,1.9999999999999998,0,0,0
32031004016,32,031,004016,690.822129287007,503.6954156516114,28.59004351782568,1.878153504830695,14.833205775194726
32031004017,32,031,004017,597.0848454302513,412.0794153227153,16.0061088709781,5.001357526884022,19.00067876344201
32031004018,32,031,004018,0,0,0,0,0
32031004019,32,031,004019,464,436,16,2,20
32031004020,32,031,004020,171,88,4,0,2
32031004021,32,031,004021,300.47536617842877,340.2929427430093,13.33022636484687,1.2956058588548602,2.14780292942743
32031004022,32,031,004022,45.26424870466321,30.466321243523314,1.7409326424870466,0.8704663212435233,0
32031004023,32,031,004023,282.2203371882619,249.79441025717435,12.99653497302377,2.7839335180055405,8.353011859599432
32031004024,32,031,004024,299.4030725401685,215.27985620063626,11.304393840963858,0.07344935888411129,5.656376091776048
32031004025,32,031,004025,332.2068784129573,292.5592069373497,9.421426531603366,1.8803017143784464,15.046397306969798
32031004026,32,031,004026,17.359943636443678,32.04235246003385,0.8451745358602911,0.11532788949463552,0.30873809457397944
32031004029,32,031,004029,0.1834073102959978,0.5059512008165458,0.012648780020413643,0,0.0031621950051034108
32031004032,32,031,004032,625.7103109829216,860.9255584961676,28.463436923873367,5.813822284908322,17.683301373987735
32031004033,32,031,004033,660.0472682627379,487.3910374462861,12.788827501534684,0.11540822590546347,7.923265807243707
32031004035,32,031,004035,868.6487350111587,769.0153054942887,44.496483085204126,5.803889098070103,17.411667294210307
32031004036,32,031,004036,330,317,9,1,8
32031004037,32,031,004037,513,420,18,3,14
32031004038,32,031,004038,319.7851442602824,241.67710251688152,8.323511356660527,4.020871700429711,9.166973603437691
32031004039,32,031,004039,766.0367916971259,540.1315148692279,31.205260594769115,1.068420198256371,8.205260594769113
32031004040,32,031,004040,0.004136953822040302,0.005258839604288519,2.1035358417154077e-4,7.011786139051358e-5,2.1035358417154077e-4
32031004041,32,031,004041,557.4763273246291,512.3653312844698,29.444172217850127,4.9073620363083545,13.740613701663394
32031004042,32,031,004042,0,0,0,0,0
32031004043,32,031,004043,11,21,0,0,0
32031004045,32,031,004045,413.78826756293836,379.1632139183792,17.508793912125473,0.9986791773412989,11.25310781935322
32031004046,32,031,004046,106.07027890874889,99.28178105858896,7.6370600814299205,1.6971244625399824,0.8485622312699912
32031004047,32,031,004047,50.95182872435326,29.940231935771635,2.3746654772524534,0.11239964317573595,0.1873327386262266
32031004051,32,031,004051,0,0,0,0,0
32031004052,32,031,004052,0,0,0,0,0
32031004053,32,031,004053,824.1551724137931,307.55172413793105,16.17241379310345,2.0517241379310343,9.086206896551724
32031004054,32,031,004054,9.120043037171635,13.133932794058634,0.3578799739493503,0.19034938783053174,0.19407676923818004
32031004055,32,031,004055,10.410496184815344,21.75964366498289,0.4693256476761016,0.06399895195583202,0.3626607277497148
32031004056,32,031,004056,4.794750041892813,10.021813612153014,0.21615676418369242,0.029475922388685336,0.1670302268692169
32031005000,32,031,005000,418,201,12,1,9.999999999999998
32031005003,32,031,005003,36,12,1,2,1
32031005005,32,031,005005,379,304,10,1,11
32031005006,32,031,005006,700.9825887183778,278.9345541584182,10.027059136413726,0.9115508305830661,16.40791495049519
32031005007,32,031,005007,159.81904761904764,96.07619047619048,6.466666666666667,0,3.695238095238095
32031005008,32,031,005008,183.94244604316546,89.03597122302158,1.4676258992805755,0.9784172661870504,2.446043165467626
32031005009,32,031,005009,417.46916565900847,142.14873035066506,3.15235792019347,1.0507859733978235,7.15235792019347
32031005010,32,031,005010,493,145,21,2,10
32031005011,32,031,005011,482,291,11,1,12
32031005012,32,031,005012,436.76449981958433,247.03247239321232,18.758343180192014,2.326457908069054,13.09506141000784
32031005014,32,031,005014,390,286,5.999999999999999,0,7
32031005015,32,031,005015,337.0109508144256,264.6583173062439,13.32811669887559,1.9040166712679414,4.760041678169854
32031005016,32,031,005016,664,375,29,0,16
32031005018,32,031,005018,551,320,12,0,8
32031005020,32,031,005020,171.53083434099153,120.85126964933494,5.84764207980653,1.9492140266021765,5.84764207980653
32031005022,32,031,005022,809.0575539568346,386.9640287769784,14.532374100719425,2.02158273381295,14.553956834532375
32031005023,32,031,005023,0,0,0,0,0
32031005024,32,031,005024,637,432,31,3,17
32031005026,32,031,005026,595,370,15,0,14
32031005027,32,031,005027,461,134,18,1,5
32031005030,32,031,005030,431.691742263589,438.68964168249505,11.381317241803398,2.0487438136307587,19.921306802136474
32031005031,32,031,005031,374.3972013960039,473.1515956275379,2.787413317741665,2.6721703506707026,6.235896697377236
32031005032,32,031,005032,81.01810337687985,73.76831848368826,0.030164401260365716,1.0227559556300696,2.0394790310080664
32031005033,32,031,005033,462,281,18,2,9
32031005034,32,031,005034,453.996802862408,312.9977958060214,14.999894367700705,2.9999788735401407,5.999957747080281
32031005035,32,031,005035,538.2386973180077,355.9697318007663,13.241762452107281,4.673563218390805,10.904980842911877
32031005036,32,031,005036,764,572,20,3,14
32031005039,32,031,005039,12.702037351443124,30.05008488964346,1.0382003395585737,0.008488964346349746,0.025466893039049237
32031005040,32,031,005040,548.6154729276441,489.55683481956294,5.278790822620231,8.278447330266031,15.665912615411001
32031005041,32,031,005041,327,289,9,1,4
32031005045,32,031,005045,755.1493636899788,960.521009755906,11.205020724903234,2.8302051140651567,25.991380064036708
32031005046,32,031,005046,728.9321494983582,858.6184421700211,10.95028698049236,2.98439333573087,15.364312058247187
32031005047,32,031,005047,97.02313098619537,113.66925525953259,5.207908424803293,0.005772495755517827,0.8809728529171306
32031005048,32,031,005048,27.322714836250928,54.77164660964786,0.6073018161115289,0.002933444383936103,1.197002965919441
32031005049,32,031,005049,0,0,0,0,0
32031005051,32,031,005051,0,0,0,0,0
32031005053,32,031,005053,5.639550111871147,18.057403726957492,0.0078132016558184,0.001736267034626311,0.8871135630086409
32031005054,32,031,005054,0.25679758308157097,0.770392749244713,0,0,0
32031005056,32,031,005056,715,339,9,3,13
32031005061,32,031,005061,0,0,0,0,0
32031005062,32,031,005062,682,477.00000000000006,30,2,15
32031005063,32,031,005063,186.87495780784928,140.14509497069562,1.2450980392156863,1.0816993464052287,5.0816993464052285
32031005064,32,031,005064,425,138,4,0,7
32031005065,32,031,005065,1.7450720173174294,2.101919661756405,0.03916620487744854,0.008703601083877454,0.02611080325163236
32031005066,32,031,005066,404,136,6,2,8
32031006100,32,031,006100,526,281,13,2,7
32031006101,32,031,006101,143,48.00000000000001,5,0,2
32031006104,32,031,006104,0,0,0,0,0
32031006105,32,031,006105,194,123,4,2,2
32031006106,32,031,006106,264,168,2,2,9
32031006107,32,031,006107,79.79577464788733,108.67605633802818,3,1,4
32031006108,32,031,006108,742,419,28,4,9
32031006109,32,031,006109,375,228,12,4,10
32031006110,32,031,006110,432,293,19,4,5
32031006111,32,031,006111,409,287,9,2,8
32031006113,32,031,006113,338,154,11,2,8
32031006114,32,031,006114,577,379,15,1,12
32031006115,32,031,006115,0,0,0,0,0
32031006202,32,031,006202,853.4401402028549,488.8985202759464,27.858471034378443,3.086612644134922,14.018090482626324
32031006203,32,031,006203,297,125,2,3,3
32031006205,32,031,006205,558.1879288685392,309.3240723386547,6.979473113153064,3.9882703503731793,9.97067587593295
32031006206,32,031,006206,133.9939089842904,24.20889541701911,4.131874353254872,1.0141293949915935,1.0612273782969048
32031006207,32,031,006207,0,0,0,0,0
32031006208,32,031,006208,334,212,8,2,11
