GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREACAR,G20PRESLAR,G20USSDDUR,G20USSRCUR,G20USSIWIL,G20USSLMAL,G20USSGBLA
17001022001,17,001,022001,84.78822281241062,318.18903430734196,5.035487814725869,0.0015190323261875579,0.0015190323261875579,0,83.10263805664646,318.1996675336253,0.8386150389850667,2.519642697770669,0.8401340713112543
17001022002,17,001,022002,88.0968795303545,326.36843169368285,2.2300166615513324,1.008366265502632,0.008366265502631885,0.004183132751315943,96.20559925206042,315.26599362607527,1.0731839582338873,2.1087336316486924,0.035549673414804944
17001022003,17,001,022003,130.22654961250336,506.8462363275856,5.78955332954547,1.9012081474512468,1.912911657687851,0.04146847362844877,119.39061519490049,519.5751471045468,0.4456437920289947,5.317101956737274,2.2341500288314995
17001023001,17,001,023001,163.2716228812833,361.3248320420068,5.228130839593714,1.1149968148442502,0.13874129385101444,0.9762555209932356,153.7222460761636,364.2485321409503,5.857533125959414,4.2518753186004785,3.0675078568307215
17001023002,17,001,023002,128.3882162310274,244.43091655177346,3.0693605676391926,1.0367349171579803,2.9740574720247794,1.009505461268148,124.51357112129381,225.61791044219137,7.9535111386409385,5.04752730634074,7.912666954806189
17001023003,17,001,023003,121.32538846277531,202.20898077129218,8.877467448495754,3.945541088220335,1.9727705441101675,1.9727705441101675,125.27092955099563,191.35874277868626,6.904696904385586,9.863852720550838,3.945541088220335
17001023004,17,001,023004,176,322,6,1,5,0,177,305,5,8,3
17001023005,17,001,023005,139,156,4,4,2,1,131,152,9,5,5
17001023006,17,001,023006,69,78,1,1,0,1,70,69,3,1,2
17001023007,17,001,023007,98,58,5,0,0,1,81,56,12,5,3
17001023008,17,001,023008,102.58497110811,283.32992020335143,7.815997798713143,0,0,0,108.44696945714486,276.49092212947744,2.930999174517429,3.9079988993565715,0.9769997248391429
17001023009,17,001,023009,162.3181493615355,404.3016481029657,10.953985539735525,1.991633734497368,1.991633734497368,0.995816867248684,155.3474312907947,418.2430842444473,0.995816867248684,3.983267468994736,2.987450601746052
17001023010,17,001,023010,107,151,6,1,1,0,102.99999999999999,150,4,5,3
17001023011,17,001,023011,133,298,7,1,1,2,143,284,5,4,4
17001023012,17,001,023012,125.64707324634038,283.35991419253554,10.095157830344176,1.0063438553562785,0,0,131.729543365972,274.2901317836165,3.0253754214251134,6.057094698206505,3
17001023013,17,001,023013,106,206,2,3,1,0,110,201,2,4,2
17001023014,17,001,023014,144,199,5,1,1,1,142,195,3,5,2
17001023015,17,001,023015,171.78903349848497,425.9504045787478,13.84641062816548,0.0035778175313059034,2.955587863970548,0,180.70230871830358,412.11830522070755,2.969899134095771,10.869355859007095,1.9703919093136986
17001023016,17,001,023016,202,348,17,0,7.000000000000001,0,193,342,5,19,7.000000000000001
17001023017,17,001,023017,188.39237774479213,312.27357342997107,11.94515991771768,0.9965489904153265,0.99544322935174,0,186.38833071249118,312.2698299186083,0.002710123076183466,9.962707408300037,2.986365874443742
17001023018,17,001,023018,191.35279076625744,449.94263559575523,3.5807303007710605,1.0341941762374374,0.0053589516545585044,0,182.87073738817656,449.5485448225182,1.1363145263748093,7.327088956487024,1.0090856456159107
17001023019,17,001,023019,85,105,1,3,0,1,79,110,2,3,1
17001023020,17,001,023020,215,317,9,5,2,0,197,333,2,7,4
17001023021,17,001,023021,220,378,13,3,0,0,216,387,2,9,4
17001023022,17,001,023022,199,313,10,2,2,0,195,319,2,4,3
17001023023,17,001,023023,138.86566360867246,297.46795406115507,0.09649574587657937,0.9794335032687866,1.8945365092865203,0,142.6064887543072,289.85764277538345,0.9794335032687866,5.7157747764850875,1.9106191335992835
17001023024,17,001,023024,151.94982623965876,523.1672618556182,5.631811925860476,1.8698972802449667,0.9121877354168995,0,146.3686009598146,530.3882738103665,1.900865399420773,1.900865399420773,1.8604084266147283
17001023025,17,001,023025,232.82716464316803,505.06995164718734,4.583211902424567,0,0,0,224.5773832188038,498.6534549837929,6.416496663394394,6.416496663394394,2.7499271414547404
17001023026,17,001,023026,197.16675037032633,389.84209794042755,10.411410162920602,1.1208053691275168,0,0,175.89735301666656,394.6527008935467,8.189397046880789,8.189397046880789,5.08979911788659
17001023027,17,001,023027,177.59787691345375,458.4451513764437,11.205153538690448,0.14317841315637803,1.9647007223244917,0,177.52420910368167,462.90128947561016,3.1003080544975785,3.120465170206505,2.0564470446116068
17001023028,17,001,023028,179,411,6,1,2,0,185,409,0,6,1
17001023029,17,001,023029,188,383,8,2,0,0,188,374,3,6,6
17001023030,17,001,023030,122,254,5,0,1,0,124,247,1,1,4
17001023031,17,001,023031,170.96006372747362,442.3499644054586,11.296172924573346,2.098724308191115,2.0493621540955576,0,174.8613394192825,434.90570501859855,4.394897232764461,7.246810770477788,3.1974486163822307
17001023032,17,001,023032,173,369,13,3,2,0,185,350,6,12,1
17001023033,17,001,023033,149,350,8,4,2,1,163,332,3,8,2
17001023034,17,001,023034,138,217.99999999999997,9,1,2,0,136,212,5,10,2
17001023035,17,001,023035,122.10202821944132,334.07189499296334,6.8374863939859605,3.906963905135774,1.1982399934230413e-4,0,127.96187495714827,326.2573680626951,1.9543207205632833,3.907323377133801,0.9771603602816417
17001023036,17,001,023036,86.01052621943964,133.01784880687592,8.000381384762306,7.627695246115216e-5,0,1.5255390492230431e-4,98.01136526591671,121.01586560611192,2.00068649257215,3.0003051078098446,1.0002288308573835
17001023037,17,001,023037,137.92139912099103,233.86672024863697,4.997152142064892,0.9994304284129785,0,1.998860856825957,148.9151338335338,207.8815291098995,8.994873855716806,3.997721713651914,2.998291285238935
17001023038,17,001,023038,138,262,8,2,1,0,151,239,4,8,6
17001023039,17,001,023039,148.06807465956933,190.11543094448714,9.002466473172802,3.0004932946345604,1,1.000986589269121,152.0735009005495,179.10260528398857,7.004439651711044,9.001973178538242,2.001479883903681
17001023040,17,001,023040,155,185,2,4,2,3,157,175,6,9,3
17003000101,17,003,000101,153,26,1,0,0,1,149,20,0,4,1
17003000102,17,003,000102,111.03732175632615,13.004846981341057,0,0,0,0,109.03635236005793,8.003392886938741,4.000484698134105,0,1
17003000103,17,003,000103,76.96267824367385,9.995153018658941,0,0,0,0,74.96364763994207,6.996607113061259,0.9995153018658942,0,0
17003000104,17,003,000104,184,105,2,1,0,2,187,95,1,6,1
17003000105,17,003,000105,85,32,0,0,0,0,87,25,0,0,0
17003000201,17,003,000201,63.73730579910584,45.55490067418075,0.005161365411384285,0.9932340740707838,0,0,67.82121145173373,40.45195412042515,0.9932340740707838,1.0035568048935524,0
