GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSDDUC,G16USSRKIR,G16USSLMCM,G16USSGSUM,G16USSOWRI,G16COMDMEN,G16COMRMUN,G16COMLBAL,G16COMGCUR
170970Avo29,17,097,0Avo29,317.26892730455813,160.82571073057792,18.687028378398438,11.211513804650798,4.13600602329446,298.68190062425754,163.64021036601753,25.762536159754774,18.38702328410496,1.121502991659212,287.6703902158024,172.98372455521672,29.523535815182388,18.337022435056046
170970Avo30,17,097,0Avo30,507.68664069533713,308.20269543194337,42.88904823162966,15.9587156210715,7.97935781053575,474.77178972687716,306.2078559793094,53.860665221116314,23.93807343160725,2.9922591789509063,444.84919793736805,333.1381885898676,42.88904823162966,26.930332610558157
170970Avo31,17,097,0Avo31,426.5211989320382,234.74727504614484,26.738850593080944,6.689805463467978,7.645756520077573,436.0084841189662,213.84043129827876,29.586332502118758,14.320746521152119,0,397.8815578225332,247.2227890348482,29.56225737572943,20.02497000322364
170970Avo32,17,097,0Avo32,512.0748806486466,246.3139261908871,32.843619389813725,18.37925748903824,13.516768038799308,497.2763253787812,260.7439564711635,27.394939829964937,20.90261775381215,0.0681695727587388,468.57944634072527,266.6017297613962,42.73919276247667,23.194133255091057
170970Avo33,17,097,0Avo33,342.1525190753858,276.1156774728147,32.01415891680256,10.003198399595355,14.004997190927002,318.13762669213696,310.1393727936484,22.008004571449032,15.002717171916515,2.0009318455106317,257.11183501137504,349.15947421181437,28.009083361260178,21.003375953742918
170970Avo34,17,097,0Avo34,420.00000000000006,276,43,10,17,360,355,22,12,0,323,366,28,19
170970Avo35,17,097,0Avo35,398,263,53,14.999999999999998,27.999999999999996,356.99999999999994,354,28.999999999999996,10,0,308.99999999999994,397,28.999999999999996,12
170970Avo36,17,097,0Avo36,500.5979125213991,272.6915070196091,38.813754648776474,18.90926508530136,14.928367172606338,446.8557907000163,342.357220491772,33.83763225790769,21.894938519822627,0,397.09456679132853,380.1757506623747,33.83763225790769,17.914040607127603
170970Avo37,17,097,0Avo37,476.45860336310784,298.26002978557887,37.044917882568285,11.014195434226828,16.010741517648537,432.4428623710234,348.31323290183116,27.019276159485994,17.010616813571815,1.999750591846557,425.3772209889854,351.3312563648664,29.045915515182056,18.017568099981805
170970Avo38,17,097,0Avo38,469.0551052592447,267.1634041468674,41.00177196045983,13.027725677094784,15.029201891844837,449.9038090898863,290.14671009422835,36.07837266898506,20.051022709939406,0.015540241045232918,429.9253075048247,319.0567434806133,23.1076278757228,15.10172301672259
170970Avo39,17,097,0Avo39,368.0355975656572,125.98523151169398,14.880145454137084,9.920096969424723,10.912106666367196,332.32324847572824,130.94527999640636,27.776271514389226,16.86416484802203,2.976029090827417,329.3472193849008,124.00121211780903,28.768281211331697,24.80024242356181
170970Avo40,17,097,0Avo40,304.07937658327677,174.52102509874018,28.56039175964961,9.836044749649982,2.7518263618181704,275.2844831377712,201.53112165192695,24.96784662426619,9.158340087111359,0.007851376078353439,285.4022733910898,189.16551633115253,24.367435810051937,11.39606777573306
170970Avo41,17,097,0Avo41,541.0933826161596,351.90953368312705,60.433606098272826,9.762851472190523,11.691161580488709,493.3131005117875,410.398067160784,42.90045227571196,18.521847573870375,0,453.421632589735,430.81490317064976,39.977262155878805,24.368028449749357
170970Avo42,17,097,0Avo42,395.89186678104574,310.91507719420514,36.989896643683565,7.997815490526176,14.99590404473658,345.9055199652571,391.89295903578267,18.99481178999967,4.99863468157886,2.999180808947316,272.92545361420576,451.876575214729,17.9950848536839,6.998088554210405
170970Avo43,17,097,0Avo43,381,224,36,13,8,338,263,35,17,1,289,311,29,18
170970Avo44,17,097,0Avo44,387.89966991172645,289.5599048468936,38.00256496519452,21.281418137005186,18.683183317595006,349.2604382485099,351.546384323127,28.297529800179635,20.657690636799757,1.102042394163201e-4,305.65908744270814,386.7808160956951,28.38860419744785,20.30682816462087
