GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWRI,G20USSRTUB,G20USSDJON,G20USSOWRI,G20SSCRSHA,G20SSCOWRI,G20SSCRMEN,G20SSCOWR2,G20SACRTHO,G20SACOWRI,G20SACRFRI,G20SACOWR2,G20SCCRWIN,G20SCCOWRI,G20SCCRKEL,G20SCCOWR2,G20PSCRCAV,G20PSCDCAS,G20PSCOWRI
01015000019,01,015,000019,2481.6681073000923,1169.4271393688693,50.51600370971142,5.070865307087952,2409.5699386494493,1280.54374928857,2.696053496255565,2691.477176197866,62.83125972524383,2671.404328003033,64.47588606048319,2673.9711717974233,63.657461192616076,2671.5816102786944,62.10027075853739,2669.4901546523333,61.64177656815836,2657.6048339502713,61.55045236724512,2398.5047917256084,1224.083533997174,4.157227938555028
01015000020,01,015,000020,1508.762505349787,409.26407350848257,14.519669828121323,6.101910678977426,1465.9511583558212,466.647993382653,4.854392778929276,1597.271860688462,29.32654240397623,1590.5873188306548,26.428582981771253,1589.6164402748689,28.38501633849555,1577.6158770354134,26.44325922692384,1580.451538862118,26.70522232603355,1579.9276126638986,26.70522232603355,1472.4430054986003,424.59370342250253,0.8445942779394727
01015000021,01,015,000021,771.7035067615776,103.65596311411993,4.403370635519193,2.9837691614066726,743.0049710811613,136.0289120556137,1.0477161896743445,781.4517112838795,6.126917730429707,781.1860789378521,7.121507450898597,779.1437730277089,8.116097171367487,778.2023097764454,6.126917730429707,778.14918330724,8.116097171367487,775.3247935534497,8.116097171367487,742.3822666451307,121.93046336699814,0.9945897204688908
01015000022,01,015,000022,2941.0275444600097,1905.7617523238016,67.40574642875411,20.081439612048165,2844.9118373372335,2068.894285802735,11.302870129520024,3301.607224829093,97.40053819144427,3280.6599282585003,96.7551665684905,3276.8357709263323,94.605153055377,3265.9547524156696,95.73610530964514,3273.4712612019894,88.622826194355,3262.4733239947423,91.67764403050708,2911.103369203199,1880.4867912722875,4.544738450365018
01017000001,01,017,000001,235.81322140608603,64.31269674711437,0.7145855194123819,0,220.09233997901364,82.17733473242393,0,245.8174186778594,0,244.38824763903463,0,242.95907660020987,0.7145855194123819,243.67366211962224,0,242.95907660020987,0,243.67366211962224,0,220.09233997901364,77.17523609653725,0
01017000002,01,017,000002,65.3866295264624,37.402228412256264,0.5381615598885794,0,62.6958217270195,39.823955431754875,0,65.65571030640669,1.8835654596100277,66.19387186629527,1.0763231197771588,67.00111420612814,1.3454038997214484,65.92479108635098,1.0763231197771588,64.848467966573807,1.3454038997214484,65.11754874651811,0.8072423398328691,58.39052924791086,38.74763231197772,0
01017000003,01,017,000003,166.75597989649532,85.03262712180842,1.3151067531943812,0,160.24747025920973,91.01763163986946,0,166.6762678575429,4.133704735376044,167.9913746107373,2.362116991643454,169.56188996841092,2.9526462395543174,166.99870059070847,2.362116991643454,164.70360772775135,2.9526462395543174,165.16008871828956,1.7715877437325906,150.4638816492043,88.32039400479438,0
01017000004,01,017,000004,230.0768228674999,30.627034323905903,1.3321187176679379,0.01056338028169014,224.10341539855756,37.26650115168221,0,223.73313068761092,0.06338028169014084,225.0229958841521,0.06338028169014084,223.07763470905863,0.04225352112676056,221.04776649171166,0.0528169014084507,221.70326247026395,0.03169014084507042,220.371143752596,0.06338028169014084,220.80480874523278,33.88338745610392,0
01017000005,01,017,000005,93.78031634446397,131.75746924428822,1.5500878734622145,0,85.2548330404218,141.05799648506152,0.7750439367311073,102.30579964850615,6.200351493848858,101.53075571177504,4.650263620386643,101.53075571177504,5.425307557117751,102.30579964850615,5.425307557117751,102.30579964850615,4.650263620386643,102.30579964850615,5.425307557117751,86.80492091388402,130.98242530755712,0
01017000006,01,017,000006,382.1485252114638,132.3754063381459,4.023075038054659,0,362.0358393614031,155.8822067073301,0,396.4294534592393,8.17215070844939,394.96079114821976,8.062980402772535,398.01488541413227,7.1695092829808225,392.42320874784787,8.062980402772535,393.3166798676396,7.014168987797146,393.9749800494144,7.123339293474002,371.54142076006525,135.56532123236633,0.9396411092985318
01017000007,01,017,000007,1190.8665143606247,1681.7593348534897,33.764269457774695,9.164758119687352,1129.6112423890038,1775.0007581271882,2.333055316353746,1380.6090323768879,80.57091308519719,1369.9584531874486,74.6465320756074,1381.5225469431061,74.13033180741957,1373.1057071395257,74.19984296876457,1368.2653628171263,73.86446089097977,1356.3600138356094,71.41465624316109,1129.8483287494373,1698.3259994598504,5.96763786791354
01017000008,01,017,000008,519.3640412394722,1124.4614342283842,5.5693890047426216,2.303560091634642,481.558027490272,1158.8501540270618,1.3920195194006417,583.6865454012762,31.36759761669082,569.517119477892,28.04282564957146,571.4498719256108,29.722656561397024,570.428660050126,29.865906794039457,572.083126837332,29.950213972670507,566.9593269232242,30.86175454490451,481.315942613431,1093.4482146460653,2.303560091634642
01017000009,01,017,000009,269.6983117402243,194.37338639516565,2.4638481977003925,1.0587187566131346,262.2872804439324,202.98170072186036,0.13856427378964942,291.9812010628042,6.97585177173223,290.0023278233676,6.698723224152931,292.11976533659384,4.6505678478214865,285.9752992075995,5.570722330644972,285.6981706600202,3.6611312281031765,283.85786169437324,6.560158950363282,259.40773942486305,192.39451315572902,0.06928213689482471
01017000010,01,017,000010,280.68686054605115,312.36552561479164,5.572861770662703,0.8149318875241389,275.07011162805304,320.42707019536215,1.5859766277128546,309.4758191552274,11.938711855181834,309.38804486055653,8.766758599756125,310.9740214882694,7.995713859567409,308.6170001203678,7.1807819720432695,305.4231032912744,7.973770285899697,307.00907991898725,7.1807819720432695,264.89292498992575,312.21192059911766,0.7929883138564273
01017000012,01,017,000012,275.3283641364825,131.2588988456774,1.4520510167449585,0.08143821908030036,258.7992506626239,147.31428613673697,0.09074890886275232,291.63043763220924,6.97083537221668,287.89489124273035,7.689621335280365,287.2494510210097,6.765109169235473,291.29447693601895,6.736728534844821,290.38924673511485,5.875590834784585,287.7823748966803,7.615481422957405,263.020457845329,136.23830164470644,0.05160282813379831
01017000013,01,017,000013,1134.9947846098273,429.9856840967163,20.675046438224765,2.87158514879541,1062.785927160549,521.2182093247834,1.6950352604872625,1199.7048934495185,20.224973856032058,1189.731672508052,18.31617481114822,1198.9939366767417,16.725225915702694,1186.009996961183,16.725225915702694,1189.6387682516365,15.926955940823385,1188.171251652002,16.566300840983537,1073.7468711910092,469.1839387340907,1.121711178630728
01017000014,01,017,000014,3021.390892706296,1658.7553060198668,57.34329188645146,6.920288473532629,2881.0179874218047,1838.6869608170205,4.942074032212489,3318.0081181442,103.78909399020286,3292.2913304070385,104.78027845351563,3302.178248128334,103.790478818638,3279.448862065462,109.72096765729299,3278.4618320874542,107.74275321597284,3277.4692627957065,103.78909399020286,2862.2408757562675,1732.9196523854976,8.895733257982481
010170001-A,01,017,0001-A,157.6309338825111,81.5825632157934,1.1482755520239487,0,147.74803846930473,92.4206291975099,0.19507908611599298,164.04961094698993,3.014534455208213,163.59312131391616,2.2082202941182882,163.7118649927169,2.720903643566257,163.2291605738943,2.4032993802342815,162.49540032170438,2.286580066369466,162.9337223664393,2.204221826580167,146.52228694130906,86.44783717459646,0.06035889070146819
010170003-A,01,017,0003-A,75.68561875032671,4.028558626509443,0.03953564787501774,0,73.50603702569694,6.2245655566923315,0,75.50632491206584,0.0116991643454039,75.54586055994085,0.006685236768802228,75.49658494328153,0.008356545961002786,75.4356101622768,0.006685236768802228,75.44702144025331,0.008356545961002786,75.4124997199549,0.005013927576601671,74.3888135048952,5.127397746196987,0
010170005-A,01,017,0005-A,175.04929905978292,91.8970659331948,0.1428638738768452,0.7202505219206681,170.0251545415073,94.83189082264683,0.7501274990735679,173.52189516676825,0.9592663391438666,172.85487758726572,0.899512384838067,172.00996218598848,0.20913884007029876,172.6354248057055,0.9293893619909668,172.676979765491,0.899512384838067,174.75462141168197,0.9293893619909668,166.27588108728216,88.47371114536618,0.7202505219206681
010170005-B,01,017,0005-B,86.96433168967968,15.743114285234544,0.435656836461126,0.05219206680584551,84.69072352476954,18.077974667957708,0.05219206680584551,84.68166337376236,0.05219206680584551,85.06512814341765,0.05219206680584551,84.3594508219201,0,83.75815763403426,0.05219206680584551,83.97598605226483,0.05219206680584551,83.69690541622124,0.05219206680584551,83.3406210995875,16.57129604235813,0.05219206680584551
010170007-A,01,017,0007-A,279.72052401746726,80.17467248908297,1.7816593886462881,0,261.90393013100436,101.55458515283843,0,291.30131004366814,5.344978165938865,287.73799126637556,4.454148471615721,290.410480349345,4.454148471615721,290.410480349345,4.454148471615721,290.410480349345,3.5633187772925763,287.73799126637556,4.454148471615721,262.7947598253275,91.75545851528383,0
010170010-A,01,017,0010-A,113.44168703324767,77.30225401792957,1.153348579921604,1.0030981625593334,110.3322256006615,83.42100993819375,0.05008347245409015,125.10181022707648,2.3317388960702528,121.18958452174732,2.231571951162073,121.23966799420141,3.184586641267316,122.14259921185257,2.1814884787079825,121.0643758406121,2.2065302149350274,121.11445931306619,2.1814884787079825,115.87502158770364,70.45585903360355,0.025041736227045076
01019000001,01,019,000001,306.8032786885246,71.08743169398907,5,1,298.75956284153006,82.11475409836066,1,314.7431693989071,7,312.7431693989071,7,312.73224043715845,6,311.7158469945355,6,311.73224043715845,5,310.72131147540983,6,300.73224043715845,75.12021857923497,0
01019000002,01,019,000002,328.1967213114754,15.912568306010929,0,0,320.24043715846994,20.885245901639344,0,317.25683060109293,0,317.25683060109293,0,315.26775956284155,0,312.2841530054645,0,315.26775956284155,0,313.27868852459017,0,315.26775956284155,21.879781420765028,0
01019000003,01,019,000003,219,20,1,0,214.99999999999997,23,0,218,0,218,0,216,0,216,0,217,0,216,0,214,19,0
01019000004,01,019,000004,291,20,1,0,273,36,3,286,0,284,0,284,0,282,0,281,0,280,0,278,27,0
01019000005,01,019,000005,409,26,2,0,391,45,0,405,1,404,1,402,1,402,1,403,1,404,1,399,31,1
01019000006,01,019,000006,185,29,1.9999999999999998,0,180,37,0,189,0,187,0,185,0,185,0,185,0,186,0,179,33,0.9999999999999999
01019000007,01,019,000007,143,30,1,0,133,41,0,142,2,142,2,139,1,137,1,139,1,140,1,139,33,0
01019000008,01,019,000008,1142.6649902721042,203.51627768332358,7.995846490401409,2.0962357213451805,1096.907118486686,255.44078710011044,2.994519839758269,1164.2214545667318,12.175516147211809,1157.2327973119513,12.170826854571436,1154.247115224591,12.171908520336713,1152.933043250701,11.076550243324151,1154.0431884418206,11.174816906182569,1146.849700941808,11.177342867292385,1100.9160428158152,222.70533491984767,1.9968873927214852
01019000009,01,019,000009,292.1717797751848,63.97036559201101,0.02092050209205021,0.8671209540034072,277.1482967788842,80.69670974318035,0,289.46581440271433,1.7447021590528393,289.4553541516683,1.7342419080068143,289.47627465376036,1.7342419080068143,286.843531038612,0.8671209540034072,287.7315724947075,1.7342419080068143,285.9659498335626,1.7447021590528393,277.17967753202225,74.43857854632805,0
01019000010,01,019,000010,850,76,10,1,813,118,1,821,2,816,1,817,1,811,1,812,2,809,1,811,89,1
01019000011,01,019,000011,987.0029137029537,164.0975559836508,9.12128908463432,0.03613580067026082,944.4624406040381,209.8043103913405,3.0493077229331926,983.0566872086022,10.030355482291759,975.0030264158951,9.05353445837758,976.9611854388072,8.048676051285833,964.9260978837532,8.080762643209749,970.9348415942814,10.039389432459323,968.9030076710163,9.053066692040144,955.4077827580834,162.6709967216127,1.0269755161732237
01019000012,01,019,000012,2363.6385776380685,375.7899374042278,15.98985961911936,5.974989297381273,2243.876064385348,499.5562699049288,5.991827611466892,2306.9628312033847,14.00940295089179,2299.934282068059,15.006631074887855,2290.9670660492247,16.98470259491006,2281.947669816091,17.983665642473525,2288.949482017515,16.991080827890716,2287.9179652643584,12.012127080402825,2252.9065518124003,420.59478632750404,4.984770519179601
01019000013,01,019,000013,323.2956170300728,142.6874612418296,1.907949790794979,0.034071550255536626,296.9590784999964,166.23021818622453,0,313.65365342533124,1.0221179959085627,312.69967852993375,0.06814310051107325,314.60762832072874,0.06814310051107325,311.64348898376966,0.034071550255536626,313.5855103248202,0.06814310051107325,310.65544253811663,1.0221179959085627,299.8210031861889,148.82016921728098,0
01019000014,01,019,000014,155.1778420139849,57.460005050096356,1.0398833972941868,0.009734991887506761,146.8542790966594,64.79361027124135,0.009734991887506761,153.14489139397526,0.022714981070849107,152.08465902820168,1.0033094423355893,150.09463688698142,0.027582477014602487,149.083586708378,1.0081769382793426,150.09139188968558,0.027582477014602487,149.0933217002655,0.019469983775013522,148.79187405341364,56.65889989556787,0.008112493239588967
01019000015,01,019,000015,437.4873786407767,119.95145631067962,3.9650485436893206,0,417.7844660194175,140.67184466019418,0,444.46990291262136,1,443.5398058252427,1,435.55728155339807,1,433.5747572815534,1,436.55728155339807,0,435.5747572815534,1,408.8194174757282,130.84660194174756,0
01019000016,01,019,000016,144.22165480044748,29.23625062047608,0.8996480881928033,0.017847485127095726,137.0482667417412,37.27359179712099,0.017847485127095726,134.67950095201405,0.04164413196322336,131.25045970795026,0.04461871281773932,129.51957889121852,0.05056787452677123,129.49280766352786,0.053542455381287185,129.5136297295095,0.05056787452677123,130.3627099431755,0.03569497025419145,130.25859961326745,33.63038073153204,0.014872904272579774
01019000017,01,019,000017,519.3943514644351,52.07635983263599,8.014644351464435,1,498.1966527196653,74.2520920502092,0,493.32112970711296,1.0073221757322175,492.31380753138075,0,492.3284518828452,1,492.30648535564853,0,493.32112970711296,0,489.2991631799163,0.007322175732217573,496.2186192468619,61.12029288702929,0
01019000018,01,019,000018,584.5251046025105,43.38284518828452,4.046025104602511,0,556.9037656903765,73.93514644351464,0,573.2949790794979,0.02301255230125523,568.2719665271967,0,568.3179916317991,0,564.2489539748955,0,568.2949790794979,0,567.2259414225941,0.02301255230125523,571.9728033472803,38.520920502092054,0
01019000019,01,019,000019,376.8191780821918,40.88219178082192,3.147945205479452,0,368.6356164383562,50.21369863013699,0,368.1917808219178,0,364.6,0,366.3041095890411,0,364.3041095890411,1,367.3041095890411,0,365.45205479452056,0,358.45205479452056,45.62191780821918,0
01019000020,01,019,000020,542,45,4,0,530,59,0,538,1,539,0,535,0,534,0,532,0,534,0,528,52,0
01021000020,01,021,000020,509.59084061464296,290.2208496535101,3.109671587827659,1,501.17957216028924,292.49502862307924,0.054835793913829464,527.0699005724616,18,521.9602289846339,17,518.9053931907201,16.027417896956916,521.8231394998494,14,525.8779752937631,15.027417896956914,522.7957216028924,14.027417896956914,486.7408858089786,288.49502862307924,2.0274178969569148
01021000030,01,021,000030,749.2548226506632,81.90415034648991,3.9859916774784634,0.03188775510204082,734.3791013090985,91.94884892794117,1.9770519611882114,730.5206606520283,0,726.4390057092436,0.03188775510204082,724.6213925235656,0.9725821030430852,721.6398707042323,0,723.5850349103184,1.0044698581451261,720.539737580781,0.9725821030430852,718.7540121502051,91.56619586671668,0.9725821030430852
01021000050,01,021,000050,688.7538265306123,112.125,1.003826530612245,0.0012755102040816326,679.7423469387755,122.13775510204081,0.0012755102040816326,686.7436224489796,1,681.7359693877551,2.001275510204082,686.7410714285714,1,680.7385204081633,1,684.7385204081633,1.0012755102040816,683.733418367347,1,670.7397959183673,112.12244897959184,1
01021000070,01,021,000070,882,136,5,3,868,153,2,862,4,857,1,860,4,850,3,852,2,852,2,842,161,2
01021000090,01,021,000090,963.6340579710145,165.87246376811595,5.06231884057971,1,942.322463768116,192.1840579710145,0,934.5405797101449,3,931.4159420289856,2,921.509420289855,2,915.4471014492754,2,917.4471014492754,2,920.4782608695652,2,924.3847826086957,172.9036231884058,2
01021000110,01,021,000110,621.479103522592,41.17122241349172,2.940731491065314,6.54359051543429e-5,613.6355169821223,50.97510030695616,6.54359051543429e-5,601.8733108128179,0.9802438303551048,597.9522700554922,0.980309266260259,590.1111700794185,0.980309266260259,589.1311225567788,0.9802438303551048,591.0912830379632,0.9801783944499504,589.1307299413478,0.9801783944499504,594.0312292981666,48.03397620045992,1.308718103086858e-4
01021000120,01,021,000120,693.9500516161646,56.67353472261813,2.989323939621342,0.9568704210038631,662.7727684081806,86.9384639213012,0.9852760508329804,662.7873619227819,1.2851143278587762,658.0637317313002,2.1803002886016665,661.9375312541742,2.056931368079721,663.8574195201596,1.1309031772063445,661.3657159996835,0.23571721646345406,658.5954698613098,0.23571721646345406,651.6015872247918,78.60642984705164,1.9137408420077262
01021000140,01,021,000140,1118.4554001302172,125.62986301830665,5.137312610043417,2.032589282755787,1090.128068391525,157.75300146054863,0.09427374301675978,1097.819493516325,11.724166981450924,1093.4667468863202,11.81923186370819,1084.251284738152,7.941809644989629,1083.467509897354,6.8783781321033555,1088.0288952391702,6.784104389086596,1087.7468651493605,6.784104389086596,1057.1191356227732,150.09116123241245,4.066760843992587
01021000160,01,021,000160,1379.7075038284838,390.2797345584482,10.78662582950485,5.883614088820827,1337.5416028586014,439.30985196528843,4.903011740684023,1373.8238897396632,17.65084226646248,1374.8044920877999,13.728432873915263,1364.998468606432,10.78662582950485,1360.0954568657478,10.78662582950485,1369.901480347116,10.78662582950485,1361.0760592138847,12.747830525778458,1315.9683511995916,417.7366003062787,0
01021000170,01,021,000170,1127.2329353515142,173.08378278456786,10.584855668160005,0,1093.5701415771389,210.59766865295114,0.9623965174778536,1163.7211716903716,8.654038536818755,1160.8354881620344,10.578831571774462,1156.0295296710308,11.53671001696316,1162.7542571006045,8.649520464529598,1156.0280236469343,9.614929030200223,1157.957334754179,10.57280747538892,1088.7446047728822,202.90903868180303,0.0015060240963855422
01021000180,01,021,000180,754.7670646484856,88.91621721543213,10.415144331839995,0,732.4298584228611,116.40233134704884,1.0376034825221463,739.2788283096285,4.345961463181244,737.1645118379656,6.4211684282255375,735.9704703289693,4.463289983036841,735.2457428993954,1.3504795354704013,734.9719763530657,4.385070969799776,740.0426652458208,2.4271925246110797,718.2553952271179,115.09096131819697,0.9984939759036144
01021000200,01,021,000200,1249.2924961715162,210.72026544155182,6.21337417049515,0.11638591117917305,1220.4583971413986,247.6901480347116,1.0969882593159777,1250.1761102603368,8.349157733537519,1250.1955079122001,9.271567126084737,1248.001531393568,10.21337417049515,1237.9045431342522,8.21337417049515,1243.098519652884,8.21337417049515,1240.9239407861153,10.252169474221542,1194.0316488004084,225.26339969372128,0
01021000210,01,021,000210,394,40,1,0,388,47,0,373,1,375,0,372,0,372,0,368,0,368,0,359,43,1
01021000220,01,021,000220,571.4005102040817,94.75,2.9005102040816326,0.9668367346938775,562.6989795918367,104.41836734693878,0.9668367346938775,563.6658163265306,0,557.8647959183673,0.9668367346938775,561.7321428571429,0,559.7984693877551,0,559.7984693877551,0.9668367346938775,555.9311224489796,0,560.7653061224489,92.81632653061224,0
01021000240,01,021,000240,621.9025531914893,463.8685106382979,10.044255319148936,2.022127659574468,603.7642553191489,476.0068085106383,2.005531914893617,633.576170212766,6.027659574468085,624.4931914893617,5.033191489361702,622.531914893617,5.033191489361702,617.4821276595744,6.033191489361702,618.4765957446808,6.033191489361702,616.4821276595744,4.044255319148936,583.5651063829787,452.99021276595744,1.0276595744680852
01021000250,01,021,000250,1187.8168912529552,181.31204491725768,9.99741134751773,4.386205673758865,1160.3690780141844,209.98485815602837,1.4028014184397164,1130.912718676123,5.789007092198582,1114.9068085106383,6.783475177304965,1122.140307328605,6.783475177304965,1112.1012056737588,7.055697399527187,1111.1067375886525,6.783475177304965,1111.5567612293144,8.908522458628841,1122.662671394799,205.91256501182033,5.380673758865249
01021000260,01,021,000260,1787,262,19,5,1748,318,2,1756,8,1748,6,1735,9,1734,7,1729,6,1732,6,1696,325,1
01021000270,01,021,000270,804.2805555555556,159.81944444444446,12.958333333333334,2.591666666666667,787.8666666666667,184.00833333333333,2.591666666666667,815.5111111111111,5.183333333333334,808.6,5.183333333333334,810.3277777777778,5.183333333333334,803.4166666666666,6.911111111111111,803.4166666666666,5.183333333333334,799.9611111111111,6.0472222222222225,775.7722222222222,177.09722222222223,2.591666666666667
01023000001,01,023,000001,110.63097438296877,265.89587086208917,1.712621359223301,0,108.91835302374547,261.6143174640309,0,124.40423441338169,9.419417475728155,120.12268101532342,9.419417475728155,119.19408117908527,7.706796116504854,122.76390221078489,5.994174757281553,122.83619136741139,5.994174757281553,121.97988068779975,5.994174757281553,100.06608960112294,265.256427652357,0
01023000003,01,023,000003,61.79747300984134,149.6843154702849,0.28737864077669906,0,60.64111236818663,149.4907213145653,0,66.42241794503985,2.2688416335835857,65.63168218647161,1.9247120789277152,65.37143269828657,1.637333438151016,67.59197311237008,1.3499547973743171,67.85311159341978,1.6940843520301876,67.94511809274755,1.6940843520301876,54.771830500335525,152.17195145110136,0
01023000004,01,023,000004,20.732666699185405,35.83559826349934,0,0,19.850075606067996,36.27689381005805,0,22.548451295058776,0.8825910931174089,22.548451295058776,0.44129554655870445,23.38043997853763,0.44129554655870445,23.48164479781474,0.44129554655870445,22.649656114335883,0.8825910931174089,23.09095166089459,0.8825910931174089,18.323779327837666,35.987405492415,0
01023000006,01,023,000006,82.4412955465587,220.23481781376518,1,0,77.01214574898786,226.4493927125506,0,90.29959514170041,2.42914979757085,90.29959514170041,2.214574898785425,89.72874493927125,1.214574898785425,90.72874493927125,1.214574898785425,89.29959514170041,1.4291497975708503,89.51417004048582,1.4291497975708503,69.36842105263158,219.23481781376518,0
01023000007,01,023,000007,23.858823529411765,261.4529411764706,1.988235294117647,0,24.852941176470587,259.4647058823529,0,32.805882352941175,1.988235294117647,32.805882352941175,1.988235294117647,33.8,3.976470588235294,36.78235294117647,0,32.805882352941175,0,32.805882352941175,0,22.86470588235294,258.4705882352941,0
01023000010,01,023,000010,22.811032863849764,294.5598591549296,1.9835680751173708,0,21.81924882629108,292.5762910798122,0,40.663145539906104,4.958920187793427,39.671361502347416,5.950704225352112,43.63849765258216,4.958920187793427,41.65492957746479,2.975352112676056,39.671361502347416,3.9671361502347415,40.663145539906104,4.958920187793427,18.843896713615024,291.5845070422535,0
01023000012,01,023,000012,22.33014360673847,127.98719966859983,1.0281966307649821,0,22.327809997238333,126.95900303783485,0,29.53097210715272,0.052844518088925714,28.52275614471141,0.06106048053024027,29.56150234741784,0.06460922397127866,26.56271748135874,0.024647887323943664,27.522756144711405,0.03286384976525822,27.53097210715272,0.04107981220657277,22.291397404032036,121.94490472245236,0
01023000013,01,023,000013,896.717991169978,413.01310439364806,11.86505376344086,1.9080645161290322,867.5596578366446,452.2491258990244,0.9540322580645161,822.5363010040589,10.494354838709677,815.8580751976074,8.586290322580645,818.7201719718009,8.586290322580645,809.3601509648936,10.494354838709677,800.7738606423129,9.002956989247313,799.8198283842484,9.956989247311828,780.7442159794915,458.86774905646945,1.9080645161290322
01023000020,01,023,000020,35,8,0,0,36,8,0,33,0,33,0,34,0,34,0,33,0,34,0,34,9,0
01023000023,01,023,000023,73.02730418507353,106.44584025467502,0.04838709677419355,0.06622586697330994,71.26542886527137,108.70491025627058,0.004032258064516129,68.85808533344303,0.671678734326256,68.39987487749458,0.8609534643169576,69.25948998701134,1.0582927104366917,69.25791732925657,0.6135173834819784,69.33794970836449,0.5472915165086684,69.61227324085088,0.5513237745731845,67.4658721621072,106.45707437606448,0.008064516129032258
01023000024,01,023,000024,91.5880444649474,90.15482373249603,0,0.003355704697986577,85.23435616601438,98.0960951799878,0,90.81103141415795,1.6043616720486913,90.01388413518059,2.3880861322341107,93.19240613699608,3.18187770651349,90.01723983987857,1.590938853256745,90.00717272578461,1.590938853256745,91.59475587434338,1.590938853256745,79.66774803196476,94.10029167100701,0
01023000025,01,023,000025,409.0922588735713,92.85416776780957,1.2101750751843365,0,402.6483062387306,94.4392147838475,0.02857142857142857,370.5929621454786,0.2295483270622191,367.7586539107541,0.3825805451036985,369.90599547430645,0.1530322180414794,365.7082247582551,0.4590966541244382,368.78474086727584,0.4590966541244382,365.2568367083808,0.4590966541244382,367.1401338473094,100.38194504416238,0.02857142857142857
01023000027,01,023,000027,162.00818819530156,113.84359170480649,1.4595332269846986,0,159.08912174133215,116.76265815877589,0,160.54865496831684,2.189299840477048,163.46772142228625,3.6488330674617466,164.92725464927094,1.4595332269846986,162.7379548087939,4.378599680954096,163.46772142228625,4.378599680954096,160.54865496831684,4.378599680954096,150.33192237942396,110.19475863734475,0
01023000029,01,023,000029,350.2184113269643,59.29625145192827,0.9621456928319702,0,341.48866826491036,67.01626744997463,0,311.89472432197454,3.607201309328969,307.5996523480448,2.7054009819967266,310.48881031002315,4.509001636661211,310.2288475074833,3.790958289310587,311.6649342021845,3.790958289310587,307.1559325655233,1.9873576346461026,319.8569188548831,71.8939071621164,0
01023000031,01,023,000031,43.87170090752653,21.456502257246118,0.09819967266775777,0,42.98790385351672,22.07243382881954,0,40.845510120793165,0.39279869067103107,40.35451175745438,0.2945990180032733,40.81877658522629,0.4909983633387889,40.64911077545765,0.39279869067103107,40.845510120793165,0.39279869067103107,40.52417756722302,0.19639934533551553,39.934449404448856,22.974229948796484,0
01023000033,01,023,000033,187.7358946042278,9.794916240220582,0,0,186.10340856419106,11.427402280257345,0,166.5135760837499,0,167.32981910376827,0,168.14606212378666,0,167.32981910376827,0.8162430200183818,165.6973330637315,0.8162430200183818,165.6973330637315,0.8162430200183818,169.77854816382342,17.14110342038602,0
01023000034,01,023,000034,63.75471698113208,13.71069182389937,0,0,62.38364779874214,14.39622641509434,0,56.21383647798742,0,54.84276729559748,0,56.21383647798742,0,56.21383647798742,0,56.89937106918239,0,56.21383647798742,0,56.89937106918239,14.39622641509434,0
01023000035,01,023,000035,239.16910760928715,4.380386586250681,1.752154634500272,0,234.7887210230365,7.008618538001088,0,213.7628654090332,0,214.63894272628335,0,214.63894272628335,0,212.88678809178305,0,212.88678809178305,0,212.88678809178305,0,215.51502004353347,7.008618538001088,0
01023000036,01,023,000036,80.74509803921568,106.73202614379085,0.9281045751633986,0,77.0326797385621,109.51633986928104,0,75.17647058823529,0.9281045751633986,75.17647058823529,1.8562091503267972,73.32026143790848,0.9281045751633986,74.24836601307189,0.9281045751633986,71.4640522875817,0.9281045751633986,73.32026143790848,0.9281045751633986,74.24836601307189,98.37908496732025,0
01023000037,01,023,000037,10.953586497890296,61.73839662447257,0,0,9.957805907172995,62.734177215189874,0,12.945147679324894,0.9957805907172995,12.945147679324894,0.9957805907172995,13.940928270042194,0,12.945147679324894,0.9957805907172995,12.945147679324894,0.9957805907172995,13.940928270042194,0,10.953586497890296,61.73839662447257,0
01023000039,01,023,000039,263.72055081574615,134.16110362720153,1.9650251958289677,0,255.8604500324303,142.89587387117697,0,241.51818590031434,1.0184603103327845,242.4647507858105,1.0903557351693858,241.37439505064114,1.0184603103327845,242.3928553609739,1.0184603103327845,241.23060420096792,1.0184603103327845,243.2675248216335,1.0184603103327845,233.87377139150826,138.24686923115303,0.9465648854961832
01023000041,01,023,000041,81.17721808893565,10.51281100002028,0.03969465648854962,0,75.11360220533265,13.643855583043152,0,67.92691548107827,0.01984732824427481,67.94676280932254,0.01984732824427481,67.92691548107827,0.01984732824427481,66.96262326638107,0.01984732824427481,66.9427759381368,0.01984732824427481,66.98247059462535,0.01984732824427481,64.81571822629967,12.580326727124586,0.01984732824427481
01023000042,01,023,000042,45,9,0,0,42,8,0,41,0,40,0,40,0,39,0,39,0,39,0,36,12,0
01023000043,01,023,000043,104,73,2,1,101,79,0,105,1,100,2,104,1,101,2,103,2,100,2,99,74,0
01023000044,01,023,000044,270.6561284592371,32.63150243081526,2.517791697830965,0,266.49822363500374,35.63047868362005,0.9714285714285714,246.1785153328347,0.581151832460733,243.16142015706805,0.968586387434555,246.46314042632758,0.387434554973822,242.78020287958117,1.162303664921466,242.97392015706805,1.162303664921466,242.1990510471204,1.162303664921466,243.65397344801795,37.772737471952134,0.9714285714285714
01023000045,01,023,000045,187,7,0,0,182,12,0,164,0,162.00000000000003,1,164,0,158,0,162.00000000000003,0,164,0,164,15,0
