GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSRSHE,G16USSDCRU,G16USSOWRI,G16SSCRBOL,G16SSCOWRI,G16SSCRWIS,G16SSCOWR2,G16SSCRPAR,G16SSCOWR3,G16PSCRCAV,G16PSCOWRI
01003000002,01,003,000002,46.41920385837276,113.6040566365823,0.21128515884029642,0.06284113286583477,2.0400793726230426,45.60871242576289,113.30519824704812,0.017317612380250553,51.33112630177028,5.586828483343267,51.38852328677358,5.569510870963017,51.348443914150536,6.569510870963017,55.40039675129129,5.592272631205809
01003000003,01,003,000003,150.76024279210927,184.36342943854325,6.357359635811836,1.8163884673748103,0.9081942336874052,153.48482549317146,180.73065250379364,0,167.10773899848255,5.449165402124431,168.01593323216994,5.449165402124431,167.10773899848255,5.449165402124431,167.10773899848255,6.357359635811836
01003000004,01,003,000004,416.47222222222223,127.33518518518518,5.7444444444444445,7.659259259259259,3.8296296296296295,413.6,135.95185185185184,2.8722222222222222,429.87592592592597,8.616666666666667,427.0037037037037,8.616666666666667,424.13148148148144,8.616666666666667,419.34444444444443,9.574074074074074
01003000005,01,003,000005,24,417,3,0,1,37,404,0,111,24,114,21,115,19,113,20
01003000006,01,003,000006,574.858538458725,172.80994477158845,16.955879448447387,0.5611535788742182,11.264811089572436,580.8625946380893,178.25284737207855,2.1443912073442815,596.1509198639407,13.672078563329798,596.6619618887386,12.187868037014008,592.6213452324348,10.060579349694597,583.1219194616144,10.258633554003145
01003000007,01,003,000007,2868.0816515297565,806.8206594471635,151.43919864470394,22.237358703743105,42.42815784884064,2952.7803677534803,822.911794848628,13.298824440520569,3060.9308634908834,63.914983312102585,3063.9805113119737,60.07545894864134,3052.8507948223887,54.209873130571154,3032.206942389932,63.04793327693084
01003000008,01,003,000008,323.3952004129429,176.35825864052526,11.77891366255036,1.0201747133677161,2.0047199730537217,338.89139250141073,162.01050729867936,0.0498812351543943,344.8342935132085,5.878767995170667,345.76895753774005,6.827683801174962,341.90203540635946,6.841935582647647,340.8818606929918,7.812229060860968
01003000009,01,003,000009,823.7697130583838,139.01873491224023,27.970662177286762,7.141006148525735,9.841903712049772,835.0152922627562,150.8985527623997,6.216152019002375,855.6607862289021,12.653298513142872,852.1455317734238,10.914087491665214,850.222158689331,12.690130925665892,843.0811525408053,13.614985055189251
01003000010,01,003,000010,889.4903088523224,356.5513833662402,17.769630247585788,4.0514078532492395,20.697448735920283,939.2310314403634,330.1724088205931,1.1179114562712398,955.0512293786993,13.789987298799556,952.3834234469476,13.755639147051756,944.537647760643,15.640039394858384,945.727592177776,19.648394832359713
01003000011,01,003,000011,153.0609756097561,11.268292682926829,0,0,3.75609756097561,154.9390243902439,12.207317073170731,0.9390243902439025,151.1829268292683,0.9390243902439025,149.3048780487805,1.878048780487805,151.1829268292683,0.9390243902439025,145.54878048780486,1.878048780487805
01003000012,01,003,000012,444.60337140949696,28.16316173600149,3.046392948271863,0.010438413361169102,1.2549207642389577,425.72880210012954,38.25023337916051,0.06561490458328383,412.5017171048537,5.098669880226986,413.38034579719493,3.156745930716092,410.4953380744663,3.1004096157871808,406.12716476851614,5.160225401836482
01003000013,01,003,000013,527,40,5,3,0,511,47,2,491,6,494,5,490,6,486,6
01003000014,01,003,000014,579.2989289191821,74.81012658227849,10.550146056475171,0,0,555.3213242453749,91.11489776046739,0.9591041869522882,551.4849074975657,3.8364167478091526,551.4849074975657,3.8364167478091526,551.4849074975657,0.9591041869522882,529.4255111976631,1.9182083739045763
01003000015,01,003,000015,2911.5645018393425,752.423233813608,80.65901655080852,18.33030232737957,19.159352045155803,2916.4108492642517,798.4756999353496,8.164034295998302,2945.954522642386,65.5092223150533,2946.8261649527553,60.512121874320286,2934.705346117218,68.38479514034996,2929.5540991015714,66.46944336969706
01003000016,01,003,000016,787.2707581227437,197.05595667870037,13.097472924187725,3.0081227436823106,4.032490974729242,792.2138989169675,200.11281588447653,0,807.0514440433213,13.105595667870036,805.0351985559566,14.097472924187725,805.043321299639,17.081227436823106,783.9539711191336,14.097472924187725
01003000017,01,003,000017,765.7292418772563,128.94404332129963,11.902527075812275,0.9918772563176895,3.967509025270758,758.7861010830325,135.88718411552347,0,738.9485559566787,12.894404332129964,736.9648014440434,11.902527075812275,737.956678700361,9.918772563176896,727.0460288808664,11.902527075812275
01003000018,01,003,000018,1180.4696729948387,120.46962298858786,34.52561213008769,4.838819138106549,12.51878984873109,1178.8196310253068,145.02928580358258,4.09787652027932,1184.688378904506,7.561166574393228,1180.4509242226707,5.9875520154305,1176.331445002054,5.651392138303002,1161.3091672173307,8.75624453056632
01003000019,01,003,000019,242,14,1,0,1,231,20,1,229,1,229,1,228,1,229,1
01003000020,01,003,000020,3644.1289399560005,1388.622742227191,208.48502849731662,40.67668107758487,86.29216643950282,3823.313736580547,1420.9968727043024,18.063514443370178,4048.223707109671,79.8672244076954,4049.335714380034,77.72981135998427,4020.8218521275085,79.15475339179169,3972.656714574746,91.63050697829524
01003000021,01,003,000021,123.04113018597998,8.167381974248928,0.41058655221745355,0.23462088698140202,0.2932761087267525,118.07957796852646,10.179899856938484,0.6836552217453505,119.44688841201716,0.2932761087267525,119.05650929899856,0.2932761087267525,118.93919885550787,0.23462088698140202,117.33726752503577,0.859620886981402
01003000022,01,003,000022,1320,121,36,8,11,1322,140,5,1308,10,1299,12,1303,11,1292,11
01003000023,01,003,000023,1630.2921588903757,325.93435654457033,61.472920142477896,6.090401289720057,25.802673135225266,1672.46889232776,337.8612145392575,7.261840830620704,1723.853075423687,28.87085813665886,1723.2448458345066,27.978201283732563,1720.5505930286372,26.90581903364823,1697.2647991171848,32.84432782863898
01003000024,01,003,000024,1944.0864578425283,307.0199304184792,71.00257909752371,9.000642158916872,13.001423247158336,1947.0874028197754,351.0211879421005,3.0002644615429763,1974.088724393678,24.000754660935293,1970.0890018854209,21.00079265081643,1964.0880948980546,20.00103215267823,1966.0870109914829,24.001132725215435
01003000025,01,003,000025,2343.6034782608695,408.2313043478261,69.2295652173913,12.031304347826087,18.04695652173913,2331.546086956522,460.4086956521739,5.020869565217391,2377.551304347826,30.04695652173913,2382.561739130435,27.04695652173913,2375.478260869565,27.062608695652173,2356.4678260869564,32.052173913043475
01003000026,01,003,000026,902.1758137202881,65.57153818241369,17.71843382021696,0.999730026792007,3.7965140117858294,884.938217517054,84.81039221765697,1.3340964804743685,892.2700705925174,4.768774189596414,882.7127363486812,6.611803336670953,879.9130911333584,5.695439996637271,873.5687615271647,5.172962814597886
01003000027,01,003,000027,574.7706802913327,56.162238497449536,8.077455241831768,3.7809413489457953,4.959646166602326,564.3831584290247,69.72451335125078,1.0167998947619385,566.8591345921104,5.069532525223003,569.7090914090932,5.234330837834932,567.6147928861434,4.240678060811699,561.6007952090919,4.171299158233755
01003000028,01,003,000028,2586.7385292979484,569.5444340115656,64.38763516092159,14.155937411936854,23.89823563635563,2592.4771893321467,603.1247578714466,8.09473617336179,2624.1553504252624,35.131419592759045,2612.71768077852,38.19958700867386,2603.172588405249,37.94816265369622,2584.5668299184686,40.880965767024875
01003000029,01,003,000029,410.16312304140155,71.75817596720287,9.546627631742489,2.3830958128988984,1.6148452388685735,411.7459184249396,70.24660248439929,1.586356478574783,399.2295602531408,4.77865545842633,394.49363793515516,5.57005315019536,396.83400060761335,3.9979410517674716,391.29955840778524,4.003282694322557
01003000030,01,003,000030,1491.6884938896128,319.2355791200501,46.948702876806806,10.114870580796824,21.381383391297895,1505.495953021886,343.3368395280635,4.108775883384647,1527.7763456822504,14.246786929453155,1530.9248982576323,14.216097598575846,1517.860696154635,17.165454447363786,1503.3460392371019,19.31565948790342
01003000031,01,003,000031,1631.8066772095558,233.54173430746195,43.541283492543236,5.937478617143121,8.906242179268931,1620.9215665338902,267.187100453899,3.9583061428664816,1621.9117979155715,8.906352128714857,1623.890899246089,8.906329492064225,1608.0578169621415,11.875031611852606,1606.078605682178,9.895923813720628
01003000032,01,003,000032,1517.8202244883398,235.87346991804216,52.73622673319277,8.414915797475803,13.416977027681398,1523.0649335436196,282.0115785792101,0.26384994110227517,1533.8920374200986,21.896824695329972,1533.2249033546373,20.019179222969914,1527.4101285222443,18.8318928251572,1510.5823581574984,23.860604153890787
01003000033,01,003,000033,1456.557619408643,296.5106141015921,28.432524639878697,10.560652009097801,18.68423047763457,1458.1823351023502,318.4442759666414,3.2494313874147083,1510.9855951478394,12.185367702805156,1509.360879454132,10.560652009097801,1499.6125852918879,10.560652009097801,1482.5530705079607,13.81008339651251
01003000034,01,003,000034,421.7279515903274,56.029660615112114,17.229175875798116,6.070182520882812,7.090255620441965,425.7545226012167,69.09103501741465,0.03263621179905446,444.78759515094856,5.107006436761834,442.72001252010034,6.111194140841801,443.7143800296109,5.0906883308623065,442.5789250851299,5.102818732681866
01003000035,01,003,000035,4401.564921521544,1958.9795069554284,230.49451191031375,38.64337774016609,107.24494288298223,4626.747266890636,1938.9262790195173,23.32649504120686,4855.773834489244,108.56690179322706,4844.4593248713845,110.56930487878897,4813.152414568222,109.24004669847115,4752.51909923724,126.54960012289496
01003000036,01,003,000036,1671.8958644543336,467.22998638374804,50.60484798264852,13.004320104154377,13.774504989546188,1676.994730453643,506.21553155260807,1.4581243399742172,1735.4090795385257,43.97931978435723,1731.1032443776107,42.5394722067851,1733.2036162661623,41.113332201014536,1712.261857722959,44.72208952614591
01003000037,01,003,000037,945.5311832291876,174.24263757306994,20.852435664852518,1.8230917825707182,15.383780151851106,943.7452815292615,189.62517805549956,3.6213901767116847,941.1634331116039,15.404854532016396,936.6419639857556,13.594159443660553,932.118635355775,14.498577235772357,931.1999613653162,15.406094201437883
