GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRMCS,G18USSDSIN,G18USSGGRE,G18USSOWRI,G18GOVRDUC,G18GOVDGAR,G18GOVGTOR,G18GOVOWRI,G18SOSRGAY,G18SOSDHOB,G18SOSOWRI,G18ATGRBRN,G18ATGDCON,G18ATGOWRI,G18TRERYEE,G18TREDMAN,G18TREOWRI,G18SPIRRIG,G18SPIDHOF,G18SPIOWRI,G18MNIRHAR,G18MNIDPIE,G18MNIOWRI
04001000180,04,001,000180,446.38713407862906,184.33345365060657,16.938744618181868,1.9927875544816671,516.1349617120565,120.56399428118944,12.953163908653233,0.9964049783714328,467.31148740916603,179.3513951553576,0.9963993778061332,487.23939655737456,151.45233018865716,2.989181331722501,461.33307994119866,171.38022813573502,2.9891869322878004,440.4087098089658,186.32625800678414,3.9855751089633342,455.35468367436187,176.3621858208086,0.9964049783714328
04001000185,04,001,000185,44.99905211801457,538.9886464802189,21.999536591029344,0,79.99831487647035,502.98940478580727,19.999578719117586,0.9999789359558793,43.99907318205869,555.9882883914688,0,52.9988836056616,549.9884147757335,0.9999789359558793,50.99892573374984,546.988477967866,0,47.9989889258822,554.988309455513,0,44.99905211801457,555.9882883914688,0
04001000190,04,001,000190,52.15456036890746,239.12485108240094,8.856738567954077,0,48.21860960677107,241.09299879599175,12.792541616499657,0,50.18670808249828,249.949343461037,0,59.0429050339527,239.1246541309465,1.968049237863605,53.13915122327072,246.0127526066737,4.923786360508529e-5,49.2029050339527,248.96514650958255,0.9840492378636051,54.122757320361885,242.07729422317337,4.923786360508529e-5
04001000195,04,001,000195,33.00010431837355,207.00076728908968,8.000028824813745,2.745220356597028e-6,49.000182557153714,183.0006890503095,14.000035687864635,4.1178305348955415e-6,30.000093337492125,214.00080572217465,4.1178305348955415e-6,34.00012490752622,207.00077003431002,6.863050891492569e-6,38.000130397966934,203.00076179864897,6.863050891492569e-6,28.000090592271768,213.00080572217465,6.863050891492569e-6,33.00011255403462,205.0007837604118,1.0000054904407132
04001000200,04,001,000200,52.92638065981151,263.934988448734,15.222207278938479,0.012385880382919668,53.876787900416225,266.8481395724627,11.296719512690416,0,55.901461185454856,274.1202842758417,0,60.06228067897839,259.8856418786567,0.9999507621363949,65.18589329348957,261.79884224024903,0.9999507621363949,59.851720712468754,270.0957094665303,1.0123366425193145,57.01288487103753,272.9345453079615,0.9999507621363949
04001000205,04,001,000205,763.9898608786089,223.99531355259322,31.999356106104827,1.999970956015338,865.9876628748287,134.99711371530898,18.999933137309725,1.0000153430310994,799.9881434859478,214.9959519559225,5.9730046860606106e-5,816.988165397289,187.9960155344577,1.0000153430310994,800.9884574792131,190.99600183350412,1.9999112259684775,776.9885670868417,218.99583413790631,0.9999556129842387,783.9891523284342,208.99532232731417,1.999970956015338
04001000210,04,001,000210,54.972014869331595,654.4581818579019,37.904311349354,0.9958141481791545,65.95952129147378,656.4115995298426,28.948507780886068,0.998610047526778,60.91521289913345,692.3876563013845,1.9934922292567245,62.95623541729978,679.3917461867982,1.9953561621551401,79.91117099692322,670.3958680610143,1.0014059468744014,65.90826313676735,682.4211271215501,0.9967461146283623,70.89851747505361,676.432262735737,2.9921022767835024
04001000215,04,001,000215,35.77396103896104,317.8431523022432,17.882331759149942,1.9842857142857142,73.50844746162929,275.15001770956314,17.876133412042503,1.9842857142857142,39.75182998819362,331.74968122786305,0,45.709852420306966,320.8195808736718,2.9774616292798113,43.72866587957497,322.8069657615112,0.9921428571428571,37.752048406139316,330.76580283353013,1.9853187721369538,36.77436835891381,331.74141676505315,0.9921428571428571
04003000001,04,003,000001,604.7003896279307,304.3735519230356,27.81615066370151,1.8202861378974358,669.1440376892302,236.91553714505022,37.04950670156485,0.861788400482949,590.6740544846552,334.1963711320235,1.7225078538787788,607.5198223605307,316.1046498756568,0.09617486338797815,625.5217824360321,286.470395023436,1.7711297591163275,573.5392275450723,343.672302222531,0.9574287903273676,609.9139067822907,302.55429067702136,1.7711297591163275
04003000002,04,003,000002,793.9205632977406,323.088900602424,36.48997252450478,1.7804297716300497,886.4763800782899,238.5414046065934,32.040743911705476,2.910966594276872e-4,805.4825512837486,332.8853689950006,4.0262036762150357e-4,814.3824639926444,316.8654781044506,1.780072517424455,828.6293442843452,294.6075267347007,0.889981442706567,791.2439369883322,332.88302510543167,1.7799156275542345,810.8249142529525,305.2918670607311,0.8904275375393423
04003000003,04,003,000003,827.9934575800046,448.8831656148761,46.921784671747886,3.2829212849887317,940.943948538483,342.2386348964383,34.415661401317436,5.161645816236713,817.1095278887683,478.4244453832533,6.295516760704148,817.3539522881788,482.7581451644482,2.0433177190058154,856.4626913496126,432.5288925575365,0.2756344629473639,806.5270213380044,481.5024834990966,3.1489291901270717,844.2591075631952,440.6927129612154,2.303651635505092
04003000004,04,003,000004,165.68471035137702,750.5716999050333,20.96011396011396,0.9981006647673314,193.6315289648623,717.6343779677113,24.952516619183285,0,158.6980056980057,771.5318138651472,0.9981006647673314,167.6809116809117,765.5432098765432,0,184.64862298195632,739.5925925925926,0,150.71320037986703,775.5242165242165,0.9981006647673314,173.66951566951568,741.5887939221273,0
04003000005,04,003,000005,355.0201774852074,498.04215296414617,27.002197547893875,1.3318472084092702e-4,416.02450598863476,435.0373583141959,30.002663694416817,0,329.01891223035943,533.0446834738422,2.000133184720841,331.01964474632405,527.0438843655171,1.000133184720841,353.021376147695,493.0420197794253,1,312.01931178452196,536.0439509578775,1.0002663694416818,338.0205770393699,509.0426857030295,1.0000665923604204
04003000006,04,003,000006,303.2951121634156,634.3861471308206,33.037688491992164,2.001766150511828,368.34396504650294,562.3282637180928,40.0448196863999,0,284.2830820716349,672.4235026610106,2.001766150511828,295.2994435727643,660.4129057579397,1.999866815279159,321.3300008703487,632.3653876279822,0,290.267487835611,661.431832517906,4.001632965790987,309.3099072911144,642.3685203748432,0.9999334076395795
04003000007,04,003,000007,103.41865874303684,54.16427463900928,7.876636972676073,0.9845140371831268,120.15880776402189,40.37670582502001,5.908221019389389,0,106.37071427482157,59.08789417534703,8.744586850986155e-5,111.29197277270954,51.21274378243562,0,113.26213764336643,48.257102970042006,0.98442659131461685,108.33895533637123,56.13426461792914,0.98442659131461685,114.24647678881253,50.22656827375081,0
04003000008,04,003,000008,809.0104422103827,328.13742165982006,38.26530865294116,2.0238349428378517,887.5819449373736,253.57948786196343,31.288451842200736,2.0067844645671227,793.7677408455836,362.61934284028183,0.017050478270729114,796.9100587490324,354.39612448189996,0.02557571740609367,827.0459266740808,315.2339890858673,1.0076548518512436,799.7198923262021,345.52331131535215,1.0247053301219726,793.0073179286579,351.24528133931574,0.02557571740609367
04003000009,04,003,000009,119,534,21,2,177,479,16,2,107,565,1,120,547,2,128,535,2,106,563,1,117,551,0
04003000010,04,003,000010,296,710,35,1,366,650,22,1,264,764,2,273,753,1,300,726,1,254,775,2,288,737,1
04003000011,04,003,000011,110.94076527958592,647.9169386106076,32.026310400684366,0.9962287869264613,147.178128088034,611.634348350148,26.10547199414006,1.0075356499293537,97.92194987152456,685.9658491848623,1.0188425129322463,104.72594843496641,677.124165595556,1.0075356499293537,110.00107080767391,666.879206151219,0.011306863002892454,95.75988935262825,676.1166299456266,2.9999932237822766,112.02744897053552,662.8603704145046,1.9924575738529227
04003000012,04,003,000012,94.70819672131147,434.1573770491803,15.940983606557378,0,132.21639344262294,391.02295081967213,18.75409836065574,0,83.45573770491804,453.84918032786885,0.9377049180327869,88.14426229508197,447.2852459016393,0.9377049180327869,104.08524590163934,425.71803278688526,0.9377049180327869,88.14426229508197,445.40983606557376,0,106.8983606557377,424.78032786885245,0
04003000013,04,003,000013,240.05725984024588,446.2302856227312,23.03230266798542,0.0015687281988791232,290.05993196625656,397.2007056096298,18.044808850501816,0.007372036753646646,210.99443950302577,487.32004957712724,1.0014831359656566,222.04191348417922,472.2476130930891,0.007372036753646646,240.0498621509128,449.24694151487563,0.999391498367151,210.00976642558646,482.29890999001145,5.229093996263744e-4,223.0439195295445,461.23064742517005,2.0024690151111253
04003000014,04,003,000014,832.9438501185732,328.9778292830794,38.99696704347972,1.9999924675798446,923.9363681569623,233.98529592980077,39.99708479618869,4.9995862324627245,837.9426768577919,344.9773740872313,1.9998709486608024,845.9425252091922,332.97781421823913,3.9997115175918445,872.9403880796261,297.98040679370246,3.999620378402563,823.9434283185175,353.97667183728583,1.9998709486608024,838.9431287875282,325.9779013411692,3.9996507581323235
04003000015,04,003,000015,923,416,16,3,993,337,20,3,911,431,1,912,422,2,945,386,2,888,448,3,928,401,1
04003000016,04,003,000016,339.89130520772085,231.68496053571195,28.320321328943102,2.0573615957395135,401.87952359627843,173.27462375810205,24.573309071651508,0.08521130388629611,345.84104380203456,242.91093851634258,2.029388481586972,361.53358853072916,225.8776714350183,2.0288347838318272,374.6477974607554,207.70683862983583,1.0852730068891756,328.8681525310565,257.3455728393548,0.028526811907686477,359.0470706019772,220.0226659582836,0.11392268171236425
04003000017,04,003,000017,431.7688460717694,183.901545549087,10.994114136086722,2.998394764387288,452.75760942248047,154.91706282667653,14.991973821936439,0,404.78329319228385,205.88977382126043,3.997859685849717,423.77312670007,190.89779999932398,0,438.76510052200643,169.90903664861298,0,411.77954764252087,194.8956596851737,0.9994649214624293,428.77045130738213,180.9031507846997,0
04003000018,04,003,000018,93.38259441707717,208.6206896551724,13.908045977011495,0,114.24466338259441,190.73891625615764,10.92775041050903,0,79.47454844006569,231.4696223316913,0.993431855500821,85.43513957307061,226.5024630541872,0,89.4088669950739,220.54187192118226,0,78.48111658456486,230.47619047619048,0,90.40229885057471,218.55500821018063,0
04003000019,04,003,000019,563.6174055829229,256.3793103448276,20.091954022988507,2,614.7553366174055,196.26108374384236,30.07224958949097,1,565.5254515599344,267.5303776683087,2.006568144499179,569.5648604269294,256.49753694581284,3,586.5911330049261,243.45812807881774,1,552.5188834154352,274.5238095238095,1,581.5977011494252,246.44499178981937,1
04003000020,04,003,000020,212.3510379991026,411.92568434021206,14.032705992758258,0.003771213073538655,247.60547846934307,372.34270083017987,19.140429645204204,0.9924643500706463,205.62231242355742,430.1849704872688,2.043452569034967,191.12978926995163,440.5905885028047,1.0547594320378593,217.91368329068675,414.4027610618957,1.0509882189643207,191.09584835228978,439.4735339887996,1.0000067762177236,221.07419037372676,411.359301716643,0.00754242614707731
04003000021,04,003,000021,502.38396786189656,224.97398639356274,13.048587018752091,2.9862019920501646,532.4945845997634,190.87770098366695,13.099497473788555,0.9974700004727182,483.4503646141425,245.97895181963517,0.010548055397503676,485.5132391513468,243.8967057338382,7.120957398276088e-4,499.5166640747054,223.89169754113806,1.0016181700909583,480.3824264969815,249.9972653751919,0.0055872809425875376,490.51945525736664,231.90075249460028,1.002173610904076
04003000022,04,003,000022,112.39124069296345,92.91803364416027,2.6865130881057406,2.5599858401748318e-6,120.4392542660583,83.9797808558954,4.465137853702998,0,107.91942212122831,99.17881638927942,6.110616186891256e-4,109.70774451316355,96.49721483399576,0.8908272369161508,113.28204489000703,92.91984122915794,6.085016328489508e-4,105.24631398894613,98.28493640425566,0.8908272369161508,101.6909437223528,98.27212459014991,0.0012170032656979015
04003000023,04,003,000023,118,28,5,0,125.00000000000001,23,3,0,117,31.000000000000004,0,121,27,0,118,28,0,116,33,0,119,26,0
04003000024,04,003,000024,1007.6097062299274,313.20336327342307,22.635885433860896,0.10875224203966498,1079.3429008765133,234.18558323359306,24.307516573931366,0.9717449521766378,984.0229413461226,344.89730630964493,0.9717468553428394,1005.9449853372543,314.76633546581303,1.0804919279079481,1017.5041555258579,292.02866172355874,0.054376851007808195,986.0681946024931,331.2929099914031,0.10874971968305021,1024.1906025514904,281.0202632740047,1.026121183994033
04003000025,04,003,000025,212.5432611728995,101.35155389122518,10.823933144563709,0.9839934633013819,227.30323211514983,84.62358592587506,10.82394155831122,0,213.52722939495834,105.28754962017423,1.6827495024732513e-6,219.4311632507746,100.36759576566335,0.9839917805518795,219.43118849201713,98.39956677032302,0.9839917805518795,216.47919295736747,105.28754288917622,0,215.49521968706011,102.33554567177706,0.9839917805518795
04003000026,04,003,000026,815.4175588865096,479.54318344039973,26.20985010706638,0.9707351891506067,898.9007851534618,401.88436830835116,20.385438972162742,1.9414703783012135,789.2077087794432,522.2555317630264,0.9707351891506067,826.0956459671663,477.6017130620985,0.9707351891506067,859.1006423982869,433.9186295503212,1.9414703783012135,775.6174161313348,520.3140613847252,0,821.2419700214133,464.01142041399,0.9707351891506067
04003000027,04,003,000027,1153.0610169491526,636.7796610169491,37.227118644067794,6.857627118644068,1240.250847457627,541.7525423728814,40.166101694915255,3.91864406779661,1126.6101694915255,676.9457627118644,1.959322033898305,1146.2033898305085,651.4745762711864,0.9796610169491525,1203.0237288135593,579.9593220338983,0,1077.6271186440679,709.2745762711864,0,1122.6915254237288,649.5152542372881,0
04003000028,04,003,000028,519.7565475205848,384.08113396434777,26.93556004425296,2.9928400049169954,579.6133476189248,308.2625205064505,37.90930672894861,1.9952266699446637,508.7828008358892,413.0119206785454,2.9928400049169954,522.7493875255019,387.0739739692647,2.9928400049169954,551.6801742396995,359.1408005900394,0.9976133349723318,501.79950749108286,411.0166940086007,1.9952266699446637,537.7135875500868,368.1193206047904,2.9928400049169954
04003000029,04,003,000029,389,270,27,0,436,225,18,2,384,296,0,392,280,2,408,259,2,358,313,0,390,273,0
04003000030,04,003,000030,301,212,24,0,337,173,23,0,291,234,0,303,222,0,325.00000000000006,194,1,294,226,0,310,205,1
04003000031,04,003,000031,658.9689346862476,396.91549795224427,38.059347079231294,3.1000148318123832,729.7469260346992,340.8627312658724,28.173059894373015,1.0717782916909324,647.3444512067422,434.13171139282616,5.095245611390493,665.5356201949185,412.6577753551595,2.0791840920450295,710.7987522050778,369.2024107832469,1.098777891737673,645.8525944994534,437.13626234021615,1.041824179317494,684.7859438580888,387.9209810122175,3.090965058056727
04003000032,04,003,000032,1176.093489148581,520.5008347245409,22.846410684474122,5.959933222036728,1284.3656093489149,406.2687813021703,28.80634390651085,2.979966611018364,1153.2470784641068,547.3205342237062,2.979966611018364,1166.160267111853,523.4808013355592,2.979966611018364,1197.9465776293823,471.8280467445743,1.986644407345576,1119.474123539232,559.2404006677797,0.993322203672788,1180.066777963272,487.7212020033389,1.986644407345576
04003000033,04,003,000033,737.5824411134904,396.45681655960027,29.79014989293362,4.029264810849393,817.0992148465382,318.11563169164884,27.614561027837258,1.0585296216987865,723.7922912205568,427.7444682369736,1.0292648108493934,746.9043540328337,397.3982869379015,1.0292648108493934,764.8993576017131,375.0813704496788,0.05852962169878659,698.3825838686653,447.6859386152748,0,738.7580299785867,393.98857958600996,1.0292648108493934
04003000034,04,003,000034,564.983842010772,377.5996409335727,35.32854578096948,3.1436265709156195,640.2100538599641,301.01436265709157,35.436265709156196,2.1436265709156195,545.7630161579892,412.21543985637345,1.0359066427289048,556.2657091561939,410.6768402154399,1.0359066427289048,622.6301615798923,335.98922800718134,1.0359066427289048,538.7576301615799,417.7899461400359,1.0718132854578097,581.5529622980251,369.6714542190305,0.0718132854578097
04003000035,04,003,000035,886.0063227012837,323.9913226513752,33.001874255311996,3.0003814162378655,948.0018685062954,259.98871162931727,26.01280159795509,2.9998791894172174,873.9950136042618,351.0079436180356,3.9986090843405537,883.9898536737644,338.00544983432786,2.999784284017858,913.0039739360232,307.9860471166217,0.003527393672341942,865.9889769513998,346.0097899959291,3.997035198303101,909.9753733704066,307.0077895461131,0.003527393672341942
04003000036,04,003,000036,510,340,22,0,565,281,21,0,489,367,0,507,349,2,533,311,1,476,368,0,504,334,4
04003000037,04,003,000037,753.9770936837606,297.99094684053136,21.99933164594527,5.999817721621437,791.9759392540296,246.99249620674914,28.999118987836944,1.999939240540479,730.9777924175451,332.9898835499897,1.999939240540479,750.9771848229499,309.99058228377424,2.9999088608107183,764.9767595067332,285.9913113972885,0,711.9783696324105,337.98973165134095,1.999939240540479,748.9772455824093,290.9911594986397,0.9999696202702395
04003000038,04,003,000038,422,283,21,0,466,232,25,0,404,312,3,428,289,0,439,276,1,392,327,1,428,280,5
04003000039,04,003,000039,711.893914163969,574.8910308128021,42.71802202235775,2.1836015288164545,798.9568599550121,479.54158511196835,43.96086312048816,2.218667644157726,705.23976306561,594.8606110133725,9.75189849604915,719.6268285318034,582.4108968910422,2.278540478535971,772.8276153645271,524.5978220543866,2.009744132096338,681.1254414652104,615.4492244456998,7.227463923838645,705.4284720601825,590.6814195608512,2.3700268176610297
04003000040,04,003,000040,829.4885654885655,333.2058212058212,21.155925155925157,0,863.8669438669439,290.8939708939709,22.03742203742204,0.8814968814968815,785.4137214137214,377.2806652806653,5.288981288981289,799.5176715176716,357.00623700623703,1.762993762993763,850.6444906444907,297.0644490644491,0,756.3243243243244,391.3846153846154,1.762993762993763,800.3991683991685,339.3762993762994,2.6444906444906446
04003000041,04,003,000041,993.016157989228,499.4003590664273,35.67145421903052,3.8563734290843805,1052.789946140036,429.98563734290843,38.563734290843804,3.8563734290843805,960.2369838420108,542.7845601436265,0.9640933572710951,973.7342908438061,528.3231597845602,0.9640933572710951,1010.3698384201077,483.01077199281866,0.9640933572710951,933.2423698384201,558.2100538599641,1.9281867145421903,981.4470377019749,501.3285457809695,1.9281867145421903
04003000042,04,003,000042,562,356,32,8,639,281,31,3,554,384,4,580,352,3,594,336,1,551,376,3,578,345,2
04003000043,04,003,000043,1184,464,21,1,1248,400,19,2,1144,507,1,1159,483,3,1209,419,3,1100,528,2,1156,459,2
