GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PREOFUE,G16USSRPAU,G16USSDGRA
2100500B102,21,005,00B102,872.5647113701826,291.18617361214524,45.71523544764055,3.9752378650122218,21.863808257567218,0,759.2704322173344,478.02235326771967
2100500C101,21,005,00C101,574.77802694015,224.91314097658042,25.989962957293738,1.9992279197918261,9.99613959895913,0,494.80891014847697,343.8672022041941
2100500C102,21,005,00C102,615,225,16,5,23,0,510,369
2100500D101,21,005,00D101,629.0010063536432,138.41448280293977,18.02627786894864,1.0216578411526724,12.9956964070055,0,540.0681439730031,258.4086005064832
2100500D102,21,005,00D102,778.22197305985,254.08685902341958,28.01003704270626,2.000772080208174,18.00386040104087,0,647.1910898515231,426.1327977958059
2100500E101,21,005,00E101,1113.4157331829947,323.9834222151878,44.4974107325959,12.412122987269367,15.419965506626054,2,916.6877295545685,592.452176666335
2100500E103,21,005,00E103,509.15449033167545,134.4623741834604,19.53740461177064,8.220165620886458,9.362138815506523,0,439.21418830479297,237.9012418737363
2100500F101,21,005,00F101,451.7906383879691,123.38767449424324,16.050575524793448,3.002358844391729,5.037926952756663,0,370.5409739584718,229.72498705121257
2100500F102,21,005,00F102,327.00078373134596,80.00021973776055,11.000021973776054,0,4.00000366229601,1,273.0005969542495,148.00043215092907
2100500F103,21,005,00F103,212.08208300997546,59.4622662644791,5.94622662644791,0,0.9910377710746516,0,161.53915668516822,116.94245698680889
2100500F104,21,005,00F104,549.1709094979832,169.87622768654754,17.34034256450477,2.294590476268313,13.021221281343848,0,450.0241370069837,301.49393661368464
2100700A101,21,007,00A101,235.46754385740047,38.53463450243677,3.082251461913349,1,0,0,199.28247806809543,76.84307748461183
2100700A102,21,007,00A102,480.53584748823795,157.59505801796283,9.077807708193308,4,10.116711562289964,1,423.03009738498145,239.52875051628254
