GEOID,area_land,area_water,G18USSDHIR,G18USSRCUR,G18GOVDIGE,G18GOVRTUP,G18GOVGBRE,G18GOVITER
150010210173000,343070,0,11.61,3.23,10.11,4.06,0.53,0.15
150010210173001,171883,0,1.9,0.53,1.65,0.66,0.09,0.02
150010210173002,1300042,0,29.85,8.3,25.99,10.44,1.36,0.39
150010210173003,171672,0,0,0,0,0,0,0
150010210173004,199218,0,13.98,3.89,12.17,4.89,0.64,0.18
150010210173005,153197,0,6.4,1.78,5.57,2.24,0.29,0.08
150010210173006,168695,0,0,0,0,0,0,0
150010210173007,43505,0,0,0,0,0,0,0
150010210173008,621484,0,0,0,0,0,0,0
150010210173009,173360,0,10.9,3.03,9.49,3.81,0.5,0.14
150010210173010,1166895,0,41.47,11.53,36.1,14.51,1.89,0.55
150010210173011,351938,0,0,0,0,0,0,0
150010210173012,964557,0,0,0,0,0,0,0
150010210173013,137391,0,0,0,0,0,0,0
150010210173014,129888,0,11.61,3.23,10.11,4.06,0.53,0.15
150010210173015,138685,0,0,0,0,0,0,0
150010210173016,3055385,0,0,0,0,0,0,0
150010210173017,108819,0,0,0,0,0,0,0
150010210173018,150436,0,0.47,0.13,0.41,0.17,0.02,0.01
150010210173019,151174,0,0,0,0,0,0,0
150010210173020,156331,0,0,0,0,0,0,0
150010210173021,192116,0,0,0,0,0,0,0
150010210173022,340556,0,11.61,3.23,10.11,4.06,0.53,0.15
150010210173023,342389,0,0,0,0,0,0,0
150010210173024,2098793,0,2.37,0.66,2.06,0.83,0.11,0.03
150010210173025,41397,0,0,0,0,0,0,0
150010210173026,41301,0,37.91,10.54,33,13.26,1.72,0.5
150010210173027,41910,0,0,0,0,0,0,0
150010210173028,41551,0,0,0,0,0,0,0
150010210173029,41581,0,0,0,0,0,0,0
150010210173030,41453,0,0.47,0.13,0.41,0.17,0.02,0.01
150010210173031,41385,0,0,0,0,0,0,0
150010210173032,41063,0,0,0,0,0,0,0
150010210173033,84552,0,2.61,0.72,2.27,0.91,0.12,0.03
150010210173034,60638,0,127.24,35.38,110.77,44.51,5.79,1.67
150010210173035,684768,0,0,0,0,0,0,0
150010210173036,41961,0,0,0,0,0,0,0
150010210173037,41463,0,0.47,0.13,0.41,0.17,0.02,0.01
150010210173038,169973,0,0,0,0,0,0,0
150010210173039,41809,0,0,0,0,0,0,0
150010210173040,41530,0,0,0,0,0,0,0
150010210173041,41553,0,30.57,8.5,26.61,10.69,1.39,0.4
150010210173042,41814,0,0.47,0.13,0.41,0.17,0.02,0.01
150010210173043,41659,0,0,0,0,0,0,0
150010210173044,41756,0,0.95,0.26,0.83,0.33,0.04,0.01
150010210173045,41705,0,0,0,0,0,0,0
150010210173046,95894,0,13.27,3.69,11.55,4.64,0.6,0.17
150010210173047,428472,0,0,0,0,0,0,0
150010210173048,178658,0,2.61,0.72,2.27,0.91,0.12,0.03
150010210173049,41476,0,0,0,0,0,0,0
150010210173050,41577,0,0,0,0,0,0,0
150010210173051,41613,0,15.4,4.28,13.41,5.39,0.7,0.2
150010210173052,41434,0,0.95,0.26,0.83,0.33,0.04,0.01
150010210173053,41520,0,0,0,0,0,0,0
150010210173054,41583,0,9.95,2.77,8.66,3.48,0.45,0.13
150010211011000,11649,0,4.26,1.05,3.69,1.32,0.3,0.05
150010211011001,4784676,0,15.05,3.7,13.05,4.67,1.08,0.17
150010211011002,20318,0,0,0,0,0,0,0
150010211011003,13192,0,0,0,0,0,0,0
150010211011004,1418553,0,0,0,0,0,0,0
150010211011005,27273,0,0,0,0,0,0,0
150010211011006,126870,0,0,0,0,0,0,0
150010211011007,52953,0,0,0,0,0,0,0
150010211011008,133037,0,0,0,0,0,0,0
150010211011009,11129,0,0,0,0,0,0,0
150010211011010,131790,0,8.8,2.16,7.63,2.73,0.63,0.1
150010211011011,131254,0,0,0,0,0,0,0
150010211011012,1258382,0,0,0,0,0,0,0
150010211011013,133285,0,0,0,0,0,0,0
150010211011014,110329,0,58.77,14.44,50.97,18.23,4.2,0.68
150010211011015,1415690,0,6.53,1.6,5.66,2.03,0.47,0.08
150010211011016,0,3657108,0,0,0,0,0,0
150010211011017,0,243781,0,0,0,0,0,0
150010211011018,18330,0,18.17,4.46,15.76,5.64,1.3,0.21
150010211011019,11847,0,0,0,0,0,0,0
150010211011020,18454,0,43.72,10.74,37.92,13.56,3.13,0.5
150010211011021,10871,0,40.31,9.9,34.97,12.51,2.88,0.46
150010211011022,45615,0,0,0,0,0,0,0
150010211011023,14412378,0,17.6,4.32,15.27,5.46,1.26,0.2
150010211011024,5650628,0,1.7,0.42,1.48,0.53,0.12,0.02
150010211011025,460110,0,0,0,0,0,0,0
150010211011026,8153,0,0.57,0.14,0.49,0.18,0.04,0.01
150010211011027,989901,0,0,0,0,0,0,0
150010211011028,352083,0,0,0,0,0,0,0
150010211011029,21356,0,19.87,4.88,17.24,6.17,1.42,0.23
150010211011030,136552,0,3.69,0.91,3.2,1.15,0.26,0.04
150010211011031,98871,0,0,0,0,0,0,0
150010211011032,51545,0,0,0,0,0,0,0
150010211011033,10366530,0,0,0,0,0,0,0
150010211011034,441758,0,0,0,0,0,0,0
150010211011035,132723,0,0,0,0,0,0,0
150010211011036,130189,0,1.42,0.35,1.23,0.44,0.1,0.02
150010211012000,166401,0,0,0,0,0,0,0
150010211012001,1030241,0,0,0,0,0,0,0
150010211012002,274365,0,0.85,0.21,0.74,0.26,0.06,0.01
150010211012003,117682,0,0,0,0,0,0,0
150010211012004,216071,0,0.85,0.21,0.74,0.26,0.06,0.01
150010211012005,198976,0,1.7,0.42,1.48,0.53,0.12,0.02
150010211012006,275968,0,0,0,0,0,0,0
150010211012007,265601,0,0,0,0,0,0,0
150010211012008,274071,0,31.51,7.74,27.33,9.78,2.25,0.36
150010211012009,275747,0,1.99,0.49,1.72,0.62,0.14,0.02
150010211012010,327148,0,0,0,0,0,0,0
150010211012011,230899,0,0,0,0,0,0,0
150010211012012,5155370,0,8.23,2.02,7.14,2.55,0.59,0.09
150010211012013,508385,0,12.78,3.14,11.08,3.96,0.91,0.15
150010211012014,71032,0,0,0,0,0,0,0
150010211012015,378687,0,0,0,0,0,0,0
150010211012016,428573,0,3.41,0.84,2.95,1.06,0.24,0.04
150010211012017,446702,0,3.41,0.84,2.95,1.06,0.24,0.04
150010211012018,820181,0,0,0,0,0,0,0
150010211012019,278346,0,12.21,3,10.59,3.79,0.87,0.14
150010211012020,227691,0,22.14,5.44,19.21,6.87,1.58,0.26
150010211012021,177337,0,0,0,0,0,0,0
150010211012022,540168,0,0,0,0,0,0,0
150010211012023,128741,0,0,0,0,0,0,0
150010211012024,255813,0,0,0,0,0,0,0
150010211012025,274776,0,0,0,0,0,0,0
150010211012026,274809,0,0,0,0,0,0,0
150010211012027,276432,0,22.43,5.51,19.45,6.96,1.6,0.26
150010211012028,275007,0,0,0,0,0,0,0
150010211012029,262766,0,0,0,0,0,0,0
150010211012030,155447,0,0,0,0,0,0,0
150010211012031,282228,0,0,0,0,0,0,0
150010211012032,335621,0,0,0,0,0,0,0
150010211012033,378198,0,0,0,0,0,0,0
150010211012034,419678,0,8.52,2.09,7.39,2.64,0.61,0.1
150010211012035,179639,0,0,0,0,0,0,0
150010211012036,659101,0,21.29,5.23,18.47,6.61,1.52,0.25
150010211013000,16563,0,0,0,0,0,0,0
150010211013001,13271,0,0,0,0,0,0,0
150010211013002,21855771,0,0,0,0,0,0,0
150010211013003,185296,0,0,0,0,0,0,0
150010211013004,55016,0,0,0,0,0,0,0
150010211013005,17586,0,0,0,0,0,0,0
150010211013006,48944,0,0,0,0,0,0,0
150010211013007,20242,0,0,0,0,0,0,0
150010211013008,62241,0,0,0,0,0,0,0
150010211013009,44584,0,0,0,0,0,0,0
150010211013010,17707,0,0,0,0,0,0,0
150010211013011,831290,0,0,0,0,0,0,0
150010211013012,19912,0,0,0,0,0,0,0
150010211013013,50685,0,0,0,0,0,0,0
150010211013014,8136,0,0,0,0,0,0,0
150010211013015,20653,0,0,0,0,0,0,0
150010211013016,21603,0,0,0,0,0,0,0
150010211013017,18808,0,0,0,0,0,0,0
150010211013018,47243,0,0,0,0,0,0,0
150010211013019,1608516,0,22.12,5.49,18.14,7.76,1.57,0.17
150010211013020,10642651,0,85.81,21.28,70.36,30.09,6.1,0.68
150010211013021,44162,0,0,0,0,0,0,0
150010211013022,733539,0,0,0,0,0,0,0
150010211013023,1728199,0,0,0,0,0,0,0
150010211013024,193216,0,0,0,0,0,0,0
150010211013025,13419,0,0,0,0,0,0,0
150010211013026,56573,0,0,0,0,0,0,0
150010211013027,122181,0,0,0,0,0,0,0
150010211013028,16176,0,0,0,0,0,0,0
150010211013029,10520,0,3.5,0.87,2.87,1.23,0.25,0.03
150010211013030,6517,0,0,0,0,0,0,0
150010211013031,0,7264079,75.51,18.55,65.5,23.43,5.4,0.87
150010211013032,80906,0,0,0,0,0,0,0
150010211013033,213419,0,0,0,0,0,0,0
150010211013034,301539,0,0,0,0,0,0,0
150010211013035,14845,0,0,0,0,0,0,0
150010211013036,21830,0,0,0,0,0,0,0
150010211013037,23429,0,1.75,0.43,1.44,0.61,0.12,0.01
150010211013038,24632,0,0,0,0,0,0,0
150010211013039,23728,0,5.25,1.3,4.31,1.84,0.37,0.04
150010211013040,25904,0,0,0,0,0,0,0
150010211013041,25812,0,0,0,0,0,0,0
150010211013042,22346,0,0,0,0,0,0,0
150010211013043,25138,0,0,0,0,0,0,0
150010211013044,28514,0,0,0,0,0,0,0
150010211013045,27865,0,0,0,0,0,0,0
150010211013046,19221,0,0,0,0,0,0,0
150010211013047,20032,0,0,0,0,0,0,0
150010211013048,18547,0,0,0,0,0,0,0
150010211013049,16132,0,0,0,0,0,0,0
150010211013050,13012,0,0,0,0,0,0,0
150010211013051,2023895,0,0,0,0,0,0,0
150010211013052,25846,0,2.33,0.58,1.91,0.82,0.17,0.02
150010211013053,25966,0,0,0,0,0,0,0
150010211013054,4794174,0,0,0,0,0,0,0
150010211071000,33032,0,0,0,0,0,0,0
150010211071001,305639257,0,2.33,0.58,1.91,0.82,0.17,0.02
150010211071002,49052,0,0,0,0,0,0,0
150010211071003,87167,0,0,0,0,0,0,0
150010211071004,664444,0,0,0,0,0,0,0
150010211071005,163653,0,14,3.47,11.48,4.91,1,0.11
150010211071006,20865,0,0,0,0,0,0,0
150010211071007,105482,0,0,0,0,0,0,0
150010211071008,50891,0,0,0,0,0,0,0
150010211071009,8449,0,0,0,0,0,0,0
150010211071010,157778,0,0,0,0,0,0,0
150010211071011,1567979,0,3.5,0.87,2.87,1.23,0.25,0.03
150010211071012,354264,0,0,0,0,0,0,0
150010211071013,18494,0,0,0,0,0,0,0
150010211071014,50192,0,0,0,0,0,0,0
150010211071015,2734185,0,0,0,0,0,0,0
150010211071016,1456863,0,0,0,0,0,0,0
150010211071017,14494,0,1.75,0.43,1.44,0.61,0.12,0.01
150010211071018,792947,0,0,0,0,0,0,0
150010211071019,2797773,0,12.25,3.04,10.05,4.3,0.87,0.1
150010211071020,0,2354866,14,3.47,11.48,4.91,1,0.11
150010211071021,147273623,0,0,0,0,0,0,0
150010211071022,9196032,0,0,0,0,0,0,0
150010211071023,1830,0,79.93,19.82,65.53,28.03,5.68,0.63
150010211071024,67370,0,2.29,0.57,1.87,0.8,0.16,0.02
150010211071025,183427,0,0,0,0,0,0,0
150010211071026,5071,0,0,0,0,0,0,0
150010211071027,40947,0,0,0,0,0,0,0
150010211071028,8817,0,0,0,0,0,0,0
150010211071029,109269,0,19.88,4.93,16.3,6.97,1.41,0.16
150010211071030,34780,0,0,0,0,0,0,0
150010211071031,35066,0,0,0,0,0,0,0
150010211071032,34863,0,0,0,0,0,0,0
150010211071033,35698,0,0,0,0,0,0,0
150010211071034,35645,0,0,0,0,0,0,0
150010211071035,35387,0,36.75,9.12,30.14,12.89,2.61,0.29
150010211071036,29900,0,198.94,49.34,163.11,69.77,14.14,1.57
150010211071037,29474,0,0,0,0,0,0,0
150010211071038,27698,0,0,0,0,0,0,0
150010211071039,26536,0,0,0,0,0,0,0
150010211071040,35130,0,0,0,0,0,0,0
150010211071041,35260,0,1.17,0.29,0.96,0.41,0.08,0.01
150010211071042,81508,0,0,0,0,0,0,0
150010211071043,334504,0,6.52,2.13,5.75,2.65,0.32,0.07
150010211071044,148853,0,0,0,0,0,0,0
150010211071045,390125,0,5.7,1.86,5.03,2.32,0.28,0.06
150010211071046,50197,0,0.81,0.27,0.72,0.33,0.04,0.01
150010211081000,92542,0,13.85,4.52,12.21,5.63,0.68,0.15
150010211081001,12782,0,0,0,0,0,0,0
150010211081002,16068,0,0,0,0,0,0,0
150010211081003,10763,0,0,0,0,0,0,0
150010211081004,8879,0,15.48,5.05,13.65,6.29,0.76,0.17
150010211081005,14592040,0,1.99,0.49,1.72,0.62,0.14,0.02
150010211081006,2212575,0,0,0,0,0,0,0
150010211081007,36775,0,0,0,0,0,0,0
150010211081008,45643,0,0,0,0,0,0,0
150010211081009,55996,0,0,0,0,0,0,0
150010211081010,21964,0,6.52,2.13,5.75,2.65,0.32,0.07
150010211081011,16442,0,3.26,1.06,2.87,1.33,0.16,0.04
150010211081012,36596,0,0,0,0,0,0,0
150010211081013,19642,0,0,0,0,0,0,0
150010211081014,45159,0,0,0,0,0,0,0
150010211081015,15369,0,0,0,0,0,0,0
150010211081016,36489,0,0,0,0,0,0,0
150010211081017,12489,0,0,0,0,0,0,0
150010211081018,9636,0,10.59,3.45,9.34,4.31,0.52,0.12
150010211081019,6040,0,0,0,0,0,0,0
150010211081020,7092,0,0,0,0,0,0,0
150010211081021,6039,0,11.41,3.72,10.06,4.64,0.56,0.12
150010211081022,2640927,0,0,0,0,0,0,0
150010211081023,56621,0,0,0,0,0,0,0
150010211081024,68379,0,0,0,0,0,0,0
150010211081025,55888,0,0,0,0,0,0,0
150010211081026,6130,0,17.11,5.58,15.09,6.96,0.84,0.19
150010211081027,35434,0,0,0,0,0,0,0
150010211081028,39204,0,0,0,0,0,0,0
150010211081029,39012,0,0,0,0,0,0,0
150010211081030,36507,0,6.52,2.13,5.75,2.65,0.32,0.07
150010211081031,19563,0,0,0,0,0,0,0
150010211081032,15543,0,0,0,0,0,0,0
150010211081033,14054,0,7.33,2.39,6.47,2.98,0.36,0.08
150010211081034,6956773,0,206.98,67.49,182.46,84.14,10.12,2.25
150010211081035,311577,0,0,0,0,0,0,0
150010211081036,18665,0,0,0,0,0,0,0
150010211081037,25930,0,43.19,14.08,38.07,17.56,2.11,0.47
150010211081038,22486,0,0,0,0,0,0,0
150010211081039,11213,0,0,0,0,0,0,0
150010211081040,10425,0,0,0,0,0,0,0
150010211081041,13931,0,0,0,0,0,0,0
150010211081042,10591,0,0,0,0,0,0,0
150010211081043,16613,0,0,0,0,0,0,0
150010211081044,10500896,0,105.12,34.28,92.67,42.73,5.14,1.14
150010211081045,0,26591,1.42,0.35,1.23,0.44,0.1,0.02
150010211081046,0,7191601,1.42,0.35,1.23,0.44,0.1,0.02
150010211081047,10651,0,1.63,0.53,1.44,0.66,0.08,0.02
150010211081048,2269356,0,0,0,0,0,0,0
150010211082000,161827,0,0,0,0,0,0,0
150010211082001,0,6679292,0,0,0,0,0,0
150010211082002,257273,0,7.6,2.48,6.7,3.09,0.37,0.08
150010211082003,570030,0,0,0,0,0,0,0
150010211082004,1941361,0,0,0,0,0,0,0
150010211082005,564030,0,117.34,38.26,103.44,47.7,5.74,1.28
150010211082006,12119069,0,54.6,17.8,48.13,22.19,2.67,0.59
150010211082007,36828,0,0,0,0,0,0,0
150010211082008,39138,0,36.67,11.96,32.33,14.91,1.79,0.4
150010211082009,15135,0,0,0,0,0,0,0
150010211082010,50077,0,0,0,0,0,0,0
150010211082011,55968,0,0,0,0,0,0,0
150010211082012,19395,0,7.33,2.39,6.47,2.98,0.36,0.08
150010211082013,38918,0,0,0,0,0,0,0
150010211082014,36392,0,0.81,0.27,0.72,0.33,0.04,0.01
150010211082015,39127,0,0,0,0,0,0,0
150010211082016,22323,0,0,0,0,0,0,0
150010211082017,36570,0,0,0,0,0,0,0
150010211082018,7355,0,0,0,0,0,0,0
150010211082019,651475,0,2.18,0.71,1.92,0.89,0.11,0.02
150010211082020,16179,0,5.7,1.86,5.03,2.32,0.28,0.06
150010211082021,45000,0,0,0,0,0,0,0
150010211082022,36561,0,15.48,5.05,13.65,6.29,0.76,0.17
150010211082023,39642,0,0,0,0,0,0,0
150010211082024,45612,0,0,0,0,0,0,0
150010211082025,9864,0,0,0,0,0,0,0
150010211082026,13134,0,0,0,0,0,0,0
150010211082027,11039,0,0,0,0,0,0,0
150010211082028,15197,0,0,0,0,0,0,0
150010211082029,11535,0,0,0,0,0,0,0
150010211082030,15240,0,0,0,0,0,0,0
150010211082031,7599,0,0,0,0,0,0,0
150010211082032,2052,0,0,0,0,0,0,0
150010211082033,9784,0,0,0,0,0,0,0
150010211082034,15218,0,0,0,0,0,0,0
150010211082035,19244,0,0,0,0,0,0,0
150010211082036,16727,0,0,0,0,0,0,0
150010211082037,19421820,0,0,0,0,0,0,0
150010211082038,392950,0,0,0,0,0,0,0
150010211082039,56623,0,0.81,0.27,0.72,0.33,0.04,0.01
150010211082040,397346,0,0,0,0,0,0,0
150010211082041,67688,0,0,0,0,0,0,0
150010211082042,54997,0,1.63,0.53,1.44,0.66,0.08,0.02
150010211082043,383089,0,0,0,0,0,0,0
150010211082044,404681,0,91.27,29.76,80.45,37.1,4.46,0.99
150010211082045,1192756,0,0,0,0,0,0,0
150010211082046,199364,0,0,0,0,0,0,0
150010211082047,148181,0,0,0,0,0,0,0
150010211082048,133889,0,0,0,0,0,0,0
150010211082049,1663267,0,15.48,5.05,13.65,6.29,0.76,0.17
150010211082050,255022,0,0,0,0,0,0,0
150010211082051,10710,0,0,0,0,0,0,0
150010211082052,10949,0,13.04,4.25,11.49,5.3,0.64,0.14
150010211082053,22163,0,0,0,0,0,0,0
150010211082054,14170,0,0,0,0,0,0,0
150010211082055,11026,0,0,0,0,0,0,0
150010211082056,11191,0,0,0,0,0,0,0
150010211082057,13814,0,0,0,0,0,0,0
150010211083000,33982,0,0,0,0,0,0,0
150010211083001,102557,0,0,0,0,0,0,0
150010211083002,35086,0,0,0,0,0,0,0
150010211083003,28282,0,0,0,0,0,0,0
150010211083004,18079,0,2.84,0.7,2.46,0.88,0.2,0.03
150010211083005,35647,0,0,0,0,0,0,0
150010211083006,37565,0,0,0,0,0,0,0
150010211083007,37174,0,0,0,0,0,0,0
150010211083008,22709,0,0,0,0,0,0,0
150010211083009,1178050,0,59.05,14.51,51.22,18.32,4.22,0.68
150010211083010,38903,0,6.53,1.6,5.66,2.03,0.47,0.08
150010211083011,25245,0,0,0,0,0,0,0
150010211083012,167933,0,0,0,0,0,0,0
150010211083013,17125,0,0,0,0,0,0,0
150010211083014,18032,0,0,0,0,0,0,0
150010211083015,20296,0,2.84,0.7,2.46,0.88,0.2,0.03
150010211083016,20257,0,0,0,0,0,0,0
150010211083017,20121,0,0,0,0,0,0,0
150010211083018,20325,0,0,0,0,0,0,0
150010211083019,20403,0,0,0,0,0,0,0
150010211083020,20330,0,0,0,0,0,0,0
150010211083021,19223,0,0,0,0,0,0,0
150010211083022,20708,0,8.8,2.16,7.63,2.73,0.63,0.1
150010211083023,20917,0,0,0,0,0,0,0
150010211083024,20264,0,0,0,0,0,0,0
150010211083025,119439,0,0,0,0,0,0,0
150010211083026,20422,0,2.27,0.56,1.97,0.7,0.16,0.03
150010211083027,18026,0,0,0,0,0,0,0
150010211083028,20723,0,0,0,0,0,0,0
150010211083029,20441,0,0,0,0,0,0,0
150010211083030,30517,0,0,0,0,0,0,0
150010211083031,20373,0,3.41,0.84,2.95,1.06,0.24,0.04
150010211083032,20561,0,0,0,0,0,0,0
150010211083033,18946378,0,0.57,0.14,0.49,0.18,0.04,0.01
150010211083034,34300,0,0,0,0,0,0,0
150010211083035,32668,0,0,0,0,0,0,0
150010211083036,33034,0,0,0,0,0,0,0
150010211083037,100970,0,9.08,2.23,7.88,2.82,0.65,0.1
150010211083038,35174,0,1.42,0.35,1.23,0.44,0.1,0.02
150010211083039,31490,0,0.85,0.21,0.74,0.26,0.06,0.01
150010211083040,33041,0,3.69,0.91,3.2,1.15,0.26,0.04
150010211083041,35182,0,0,0,0,0,0,0
150010211083042,50877,0,0,0,0,0,0,0
150010211083043,25500,0,0,0,0,0,0,0
150010211083044,43531,0,1.42,0.35,1.23,0.44,0.1,0.02
150010211083045,35434,0,0,0,0,0,0,0
150010211083046,36503,0,0,0,0,0,0,0
150010211083047,31684,0,0,0,0,0,0,0
150010211083048,770828,0,0,0,0,0,0,0
150010211083049,11362,0,0,0,0,0,0,0
150010211083050,36492,0,29.24,7.18,25.36,9.07,2.09,0.34
150010211083051,14510,0,0,0,0,0,0,0
150010211083052,15397,0,0,0,0,0,0,0
150010211083053,30798,0,4.83,1.19,4.19,1.5,0.35,0.06
150010211083054,19924,0,30.09,7.39,26.1,9.34,2.15,0.35
150010211083055,21012,0,0,0,0,0,0,0
150010211083056,24352,0,0,0,0,0,0,0
150010211083057,23256,0,0,0,0,0,0,0
150010211083058,19892,0,0,0,0,0,0,0
150010211083059,15804,0,0,0,0,0,0,0
150010211083060,24720,0,3.41,0.84,2.95,1.06,0.24,0.04
150010211083061,27893,0,2.56,0.63,2.22,0.79,0.18,0.03
150010211083062,43915,0,0,0,0,0,0,0
150010211083063,33338,0,0,0,0,0,0,0
150010211083064,35250,0,0,0,0,0,0,0
150010211083065,34124,0,0,0,0,0,0,0
150010211083066,34232,0,0,0,0,0,0,0
150010211083067,34932,0,0,0,0,0,0,0
150010211083068,34281,0,7.1,1.74,6.16,2.2,0.51,0.08
150010211083069,34380,0,0,0,0,0,0,0
150010211083070,35196,0,0,0,0,0,0,0
150010211083071,34402,0,0,0,0,0,0,0
150010211083072,33657,0,16.75,4.11,14.53,5.2,1.2,0.19
150010211083073,34227,0,0.57,0.14,0.49,0.18,0.04,0.01
150010211083074,32810,0,0.57,0.14,0.49,0.18,0.04,0.01
150010211083075,100593,0,0,0,0,0,0,0
150010211083076,35009,0,4.26,1.05,3.69,1.32,0.3,0.05
150010211083077,30786,0,0,0,0,0,0,0
150010211083078,102634,0,0,0,0,0,0,0
150010211083079,33367,0,0,0,0,0,0,0
150010211083080,37835,0,0,0,0,0,0,0
150010211083081,1587773,0,0,0,0,0,0,0
150010211083082,1790752,0,88.01,28.7,77.58,35.78,4.3,0.96
150010211083083,23612,0,0,0,0,0,0,0
150010211083084,1514271,0,12.78,3.14,11.08,3.96,0.91,0.15
150010211083085,106249,0,0,0,0,0,0,0
150010211083086,28688,0,0,0,0,0,0,0
150010211083087,51586,0,20.72,5.09,17.98,6.43,1.48,0.24
150010211083088,35501,0,26.12,6.42,22.65,8.1,1.87,0.3
150010211083089,36379,0,0,0,0,0,0,0
150010211083090,102029,0,0,0,0,0,0,0
150010211083091,32985,0,0,0,0,0,0,0
150010211083092,30101,0,0,0,0,0,0,0
150010211083093,34081,0,0,0,0,0,0,0
150010211083094,34198,0,0.85,0.21,0.74,0.26,0.06,0.01
150010211083095,34039,0,0,0,0,0,0,0
150010211083096,34022,0,1.7,0.42,1.48,0.53,0.12,0.02
150010211083097,34140,0,0,0,0,0,0,0
150010211083098,35311,0,0,0,0,0,0,0
150010211083099,34453,0,0,0,0,0,0,0
150010211083100,33838,0,0,0,0,0,0,0
150010211083101,34165,0,3.12,0.77,2.71,0.97,0.22,0.04
150010211083102,34460,0,0,0,0,0,0,0
150010211083103,20555,0,4.54,1.12,3.94,1.41,0.32,0.05
150010211083104,20379,0,4.54,1.12,3.94,1.41,0.32,0.05
150010211083105,20128,0,0,0,0,0,0,0
150010211083106,20354,0,0,0,0,0,0,0
150010211083107,34194,0,0.28,0.07,0.25,0.09,0.02,0
150010211083108,33585,0,0.57,0.14,0.49,0.18,0.04,0.01
150010211083109,33993,0,0,0,0,0,0,0
150010211083110,36327,0,0,0,0,0,0,0
150010211083111,32517,0,0,0,0,0,0,0
150010211083112,29016,0,0,0,0,0,0,0
150010211083113,39187,0,0,0,0,0,0,0
150010211083114,36739,0,0,0,0,0,0,0
150010211083115,34740,0,0,0,0,0,0,0
150010211083116,20516,0,0,0,0,0,0,0
150010211083117,20471,0,10.5,2.58,9.11,3.26,0.75,0.12
150010211083118,20376,0,7.67,1.88,6.65,2.38,0.55,0.09
150010211083119,56651,0,0,0,0,0,0,0
150010211083120,69208,0,4.54,1.12,3.94,1.41,0.32,0.05
150010211083121,26319,0,0,0,0,0,0,0
150010211083122,20960,0,27.25,6.7,23.64,8.46,1.95,0.31
150010211083123,12752,0,0,0,0,0,0,0
150010211083124,27405,0,0,0,0,0,0,0
150010211083125,59697,0,0,0,0,0,0,0
150010211083126,21487,0,0,0,0,0,0,0
150010211083127,20490,0,0,0,0,0,0,0
150010211083128,16111,0,50.53,12.41,43.83,15.68,3.61,0.58
150010211083129,20712,0,1.99,0.49,1.72,0.62,0.14,0.02
150010211083130,673,0,0,0,0,0,0,0
150010212031000,19303,0,0.6,0.1,0.55,0.15,0.01,0
150010212031001,71527,0,0,0,0,0,0,0
150010212031002,22891,0,0,0,0,0,0,0
150010212031003,26480,0,0,0,0,0,0,0
150010212031004,13698,0,6.27,1.01,5.73,1.54,0.1,0.04
150010212031005,23347,0,0,0,0,0,0,0
150010212031006,12983,0,0,0,0,0,0,0
150010212031007,3600059,0,16.62,2.68,15.18,4.08,0.26,0.1
150010212031008,62192940,94987,3.42,1.09,3.15,1.12,0.27,0.02
150010212031009,2345472,0,1.2,0.19,1.09,0.29,0.02,0.01
150010212031010,464006,0,0,0,0,0,0,0
150010212031011,207991,0,0.24,0.04,0.22,0.06,0,0
150010212031012,393921,0,0.2,0.03,0.18,0.05,0,0
150010212031013,0,96765,0,0,0,0,0,0
150010212031014,0,30503,0,0,0,0,0,0
150010212031015,2131196,0,0,0,0,0,0,0
150010212031016,242923638,0,41.94,11.66,36.51,14.67,1.91,0.55
150010212031017,3816129,0,2.24,0.36,2.04,0.55,0.03,0.01
150010212031018,13947510,0,249.26,69.31,217,87.2,11.34,3.28
150010212031019,22863207,0,0,0,0,0,0,0
150010212031020,7754886,0,10.44,2.9,9.09,3.65,0.47,0.14
150010212031021,195354140,0,1.76,0.28,1.61,0.43,0.03,0.01
150010212031022,53458629,0,0,0,0,0,0,0
150010212031023,184998,0,93.63,26.03,81.51,32.76,4.26,1.23
150010212031024,880355,0,28.63,7.96,24.93,10.02,1.3,0.38
150010212031025,2183730,0,21.56,6,18.77,7.54,0.98,0.28
150010212031026,20044947,0,0,0,0,0,0,0
150010212031027,1365486,0,2.48,0.4,2.26,0.61,0.04,0.02
150010212031028,1965945,0,0,0,0,0,0,0
150010212031029,18048986,0,2.94,0.47,2.68,0.72,0.05,0.02
150010212031030,1689000,0,0,0,0,0,0,0
150010212031031,5677538,0,0.04,0.01,0.04,0.01,0,0
150010212031032,15229584,0,0.14,0.02,0.13,0.03,0,0
150010212031033,7134133,0,2.2,0.35,2.01,0.54,0.03,0.01
150010212031034,60782392,9847,40.12,6.48,36.63,9.84,0.62,0.25
150010212031035,1157789,0,0.2,0.03,0.18,0.05,0,0
150010212031036,1172092,0,0,0,0,0,0,0
150010212031037,2307081,0,9.71,1.57,8.87,2.38,0.15,0.06
150010212031038,1268362,0,3.32,0.54,3.03,0.81,0.05,0.02
150010212031039,37046965,0,77.94,12.59,71.16,19.12,1.21,0.48
150010212031040,212373,0,0,0,0,0,0,0
150010212031041,95297,0,2.76,0.45,2.52,0.68,0.04,0.02
150010212031042,620484,0,11.89,1.92,10.85,2.92,0.18,0.07
150010212031043,1059897,0,4.48,0.72,4.09,1.1,0.07,0.03
