GEOID,area_land,area_water,G18USSDHIR,G18USSRCUR,G18GOVDIGE,G18GOVRTUP,G18GOVGBRE,G18GOVITER
150010201002046,66011,0,1.87,0.45,1.65,0.57,0.06,0.03
150010201002047,99299,0,3.08,0.74,2.72,0.94,0.1,0.05
150010201002048,8979,0,1.98,0.47,1.75,0.6,0.06,0.03
150010201002049,192201,0,0,0,0,0,0,0
150010201002050,15579,0,7.69,1.85,6.8,2.35,0.25,0.11
150010201002051,155515,0,1.87,0.45,1.65,0.57,0.06,0.03
150010201002052,6009,0,0.44,0.11,0.39,0.13,0.01,0.01
150010201002053,19413,0,0,0,0,0,0,0
150010201002054,845480,0,3.19,0.77,2.82,0.97,0.1,0.05
150010201002055,62084,0,0,0,0,0,0,0
150010201002056,261399,0,9.23,2.22,8.16,2.82,0.3,0.14
150010201003000,445636,0,0,0,0,0,0,0
150010201003001,0,4731634,0.77,0.18,0.68,0.24,0.02,0.01
150010201003002,289736,0,15.39,3.69,13.6,4.7,0.5,0.23
150010201003003,771825,0,3.52,0.84,3.11,1.08,0.11,0.05
150010201003004,475687,0,0.84,0.27,0.78,0.29,0.04,0.01
150010201003005,531944,0,13.08,3.14,11.56,4,0.42,0.19
150010201003006,60525,0,0,0,0,0,0,0
150010201003007,162965,0,0,0,0,0,0,0
150010201003008,0,6441,2.36,0.76,2.19,0.81,0.11,0.02
150010201003009,276660,0,5.28,1.27,4.66,1.61,0.17,0.08
150010201003010,744320,0,2.09,0.5,1.85,0.64,0.07,0.03
150010201003011,79211,0,0,0,0,0,0,0
150010201003012,90432,0,1.54,0.37,1.36,0.47,0.05,0.02
150010201003013,193586,0,0.71,0.17,0.63,0.22,0.02,0.01
150010201003014,3052432,0,99.08,23.79,87.55,30.29,3.19,1.47
150010201003015,130398,0,1.76,0.42,1.55,0.54,0.06,0.03
150010201003016,41311,0,0,0,0,0,0,0
150010201003017,661291,0,4.51,1.08,3.98,1.38,0.14,0.07
150010201003018,868800,0,27.48,6.6,24.28,8.4,0.88,0.41
150010201003019,1813848,0,22.82,5.48,20.17,6.98,0.73,0.34
150010201003020,61537659,0,354.99,102.74,323.55,117.02,14.89,4.24
150010201003021,49638,0,0,0,0,0,0,0
150010201003022,368361,0,0.99,0.24,0.87,0.3,0.03,0.01
150010201003023,220861,0,0,0,0,0,0,0
150010201003024,108468,0,1.01,0.33,0.94,0.35,0.05,0.01
150010201003025,40348,0,2.42,0.58,2.14,0.74,0.08,0.04
150010201003026,216090,0,3.96,0.95,3.5,1.21,0.13,0.06
150010201003027,865308,4144,19.67,4.72,17.38,6.01,0.63,0.29
150010201003028,46716,0,2.46,0.59,2.18,0.75,0.08,0.04
150010201003029,43327,0,0,0,0,0,0,0
150010201003030,267703,0,4.24,1.02,3.75,1.3,0.14,0.06
150010201003031,101583,0,1.43,0.34,1.26,0.44,0.05,0.02
150010201003032,119673,0,1.1,0.26,0.97,0.34,0.04,0.02
150010201003033,16531,0,2.86,0.69,2.53,0.87,0.09,0.04
150010201003034,431174,0,2.64,0.63,2.33,0.81,0.08,0.04
150010201003035,571535,0,13.98,3.36,12.35,4.27,0.45,0.21
150010201003036,517550,0,14.73,3.54,13.02,4.5,0.47,0.22
150010201003037,468894,0,1.98,0.47,1.75,0.6,0.06,0.03
150010201003038,1142691,0,17.47,4.2,15.44,5.34,0.56,0.26
150010201003039,1019484,0,20.55,4.93,18.16,6.28,0.66,0.31
150010201003040,614601,0,10.7,2.57,9.45,3.27,0.34,0.16
150010201003041,546473,0,5.39,1.29,4.76,1.65,0.17,0.08
150010201003042,322394,0,3.08,0.74,2.72,0.94,0.1,0.05
150010201003043,51421341,0,48.95,15.77,45.52,16.92,2.37,0.49
150010201003044,1806039,0,26.42,8.51,24.57,9.13,1.28,0.26
150010201003045,2238544,0,1.01,0.33,0.94,0.35,0.05,0.01
150010201003046,17338,0,0,0,0,0,0,0
150010201003047,2054,0,0.79,0.26,0.74,0.27,0.04,0.01
150010201003048,347416,0,17.72,5.71,16.48,6.12,0.86,0.18
150010201003049,0,47235,0,0,0,0,0,0
150010201003050,0,886799,0,0,0,0,0,0
150010201003051,0,14250,0,0,0,0,0,0
150010201003052,218552,0,7.91,2.55,7.36,2.73,0.38,0.08
150010201003053,1904871,0,30.8,9.92,28.64,10.64,1.49,0.31
150010201003054,1625231,0,8.94,2.88,8.32,3.09,0.43,0.09
150010201003055,260526,0,0.03,0.01,0.03,0.01,0,0
150010201003056,362975,0,0.26,0.08,0.24,0.09,0.01,0
150010201003057,93596,0,6.23,2.01,5.79,2.15,0.3,0.06
150010201003058,124001,0,0.38,0.12,0.35,0.13,0.02,0
150010201003059,82800,0,0,0,0,0,0,0
150010201003060,564742,0,6.28,2.02,5.84,2.17,0.3,0.06
150010201003061,0,251314,0,0,0,0,0,0
150010201003062,211979,3464,2.36,0.76,2.19,0.81,0.11,0.02
150010201003063,59531,3984,0.78,0.2,0.68,0.25,0.04,0.01
150010201003064,223420,0,2.98,0.96,2.77,1.03,0.14,0.03
150010201003065,734719,0,19.86,6.4,18.47,6.86,0.96,0.2
150010201003066,2306193,0,22.38,7.21,20.82,7.74,1.08,0.22
150010201003067,2297793,0,13.3,4.28,12.36,4.59,0.64,0.13
150010201003068,194289,0,5.55,1.79,5.16,1.92,0.27,0.06
150010201003069,107721,0,0,0,0,0,0,0
150010201003070,43219,0,6.06,1.95,5.63,2.09,0.29,0.06
150010201003071,83989,0,0,0,0,0,0,0
150010201003072,224302,0,2.52,0.81,2.35,0.87,0.12,0.03
150010201003073,10172,0,2.02,0.65,1.88,0.7,0.1,0.02
150010201003074,0,15986,0,0,0,0,0,0
150010201003075,351431,0,0,0,0,0,0,0
150010201003076,269669,0,4.21,1.36,3.91,1.45,0.2,0.04
150010201003077,133547,0,0.5,0.16,0.47,0.17,0.02,0.01
150010201003078,178918,0,0,0,0,0,0,0
150010201003079,179903,0,0,0,0,0,0,0
150010201003080,87513,0,0.17,0.05,0.16,0.06,0.01,0
150010201003081,51263,0,8.42,2.71,7.83,2.91,0.41,0.08
150010201003082,0,187550,5.22,1.68,4.85,1.8,0.25,0.05
150010201003083,0,23105,5.22,1.68,4.85,1.8,0.25,0.05
150010201003084,156995,0,0.22,0.05,0.19,0.07,0.01,0
150010201003085,1169278,0,12.29,3.96,11.42,4.25,0.59,0.12
150010201003086,60075,0,0,0,0,0,0,0
150010201003087,35237,0,0.5,0.16,0.47,0.17,0.02,0.01
150010201003088,177790,0,0.34,0.11,0.31,0.12,0.02,0
150010201003089,161188,0,0.84,0.27,0.78,0.29,0.04,0.01
150010201004000,41817,0,2.52,0.81,2.35,0.87,0.12,0.03
150010201004001,190525,0,0,0,0,0,0,0
150010201004002,605629,0,1.35,0.43,1.25,0.47,0.07,0.01
150010201004003,0,50063,0.06,0.02,0.05,0.02,0,0
150010201004004,0,39264,0.06,0.02,0.05,0.02,0,0
150010201004005,0,768125,0.06,0.02,0.05,0.02,0,0
150010201004006,0,983294,10.44,2.5,9.44,2.94,0.46,0.16
150010201004007,123828,0,3.37,1.08,3.13,1.16,0.16,0.03
150010201004008,40012,0,1.68,0.54,1.57,0.58,0.08,0.02
150010201004009,42923,0,1.01,0.33,0.94,0.35,0.05,0.01
150010201004010,69824,0,0,0,0,0,0,0
150010201004011,134090,0,0,0,0,0,0,0
150010201004012,46900,0,0,0,0,0,0,0
150010201004013,274171,0,0,0,0,0,0,0
150010201004014,20334,0,0,0,0,0,0,0
150010201004015,135845,0,11.61,3.74,10.8,4.01,0.56,0.12
150010201004016,45121,0,0,0,0,0,0,0
150010201004017,596724,0,5.89,1.9,5.48,2.04,0.29,0.06
150010201004018,87911,0,0.67,0.22,0.63,0.23,0.03,0.01
150010201004019,322399,0,0,0,0,0,0,0
150010201004020,305444,0,43.93,14.15,40.85,15.18,2.13,0.44
150010201004021,117105,0,0,0,0,0,0,0
150010201004022,5653,0,0,0,0,0,0,0
150010201004023,33123,0,0,0,0,0,0,0
150010201004024,56682,0,3.37,1.08,3.13,1.16,0.16,0.03
150010201004025,11768,0,0,0,0,0,0,0
150010201004026,4620,0,1.35,0.43,1.25,0.47,0.07,0.01
150010201004027,101717,0,0,0,0,0,0,0
150010201004028,146565,0,0.5,0.16,0.47,0.17,0.02,0.01
150010201004029,314671,11656,16.83,4.56,15.39,5.15,0.77,0.22
150010201004030,19811,0,0,0,0,0,0,0
150010201004031,220950,0,5.22,1.68,4.85,1.8,0.25,0.05
150010201004032,555836,0,0.34,0.11,0.31,0.12,0.02,0
150010201004033,205619,0,0.34,0.11,0.31,0.12,0.02,0
150010201004034,311093,0,0,0,0,0,0,0
150010201004035,314974,0,6.73,2.17,6.26,2.33,0.33,0.07
150010201004036,276322,0,14.64,4.72,13.62,5.06,0.71,0.15
150010201004037,69298,0,0,0,0,0,0,0
150010202021000,17204,2300,343.76,91.91,316.99,105.77,10.8,3.71
150010202021001,1210928,4864,16.6,4.37,14.58,5.29,0.86,0.26
150010202021002,34863304,0,41.23,10.86,36.22,13.14,2.15,0.65
150010202021003,336671,0,0,0,0,0,0,0
150010202021004,99620,0,0.52,0.14,0.46,0.17,0.03,0.01
150010202021005,799794,0,57.57,15.16,50.57,18.34,3,0.91
150010202021006,901929,0,22.04,5.81,19.36,7.02,1.15,0.35
150010202021007,365296,0,1.82,0.48,1.59,0.58,0.09,0.03
150010202021008,147540,0,0,0,0,0,0,0
150010202021009,46814,0,0,0,0,0,0,0
150010202021010,2159225,0,25.15,6.63,22.1,8.01,1.31,0.4
150010202021011,1456829,0,45.9,12.09,40.32,14.62,2.39,0.72
150010202021012,324274,0,0,0,0,0,0,0
150010202021013,1322236,0,0,0,0,0,0,0
150010202021014,104628664,2190,32.27,8.63,29.76,9.93,1.01,0.35
150010202021015,0,9220,0,0,0,0,0,0
150010202021016,30325051,0,26.66,7.13,24.58,8.2,0.84,0.29
150010202021017,7374170,0,1.04,0.28,0.96,0.32,0.03,0.01
150010202021018,1731832,0,30.17,8.07,27.82,9.28,0.95,0.33
150010202021019,158074,0,11.22,3,10.35,3.45,0.35,0.12
150010202021020,2274367,3553,242.03,64.71,223.19,74.47,7.61,2.61
150010202021021,24458,0,13.33,3.56,12.29,4.1,0.42,0.14
150010202021022,29076,0,0,0,0,0,0,0
150010202021023,1386064,0,1.4,0.38,1.29,0.43,0.04,0.02
150010202021024,352,0,485.47,129.79,447.67,149.38,15.26,5.24
150010202021025,52237,0,0,0,0,0,0,0
150010202021026,102687,2925,0,0,0,0,0,0
150010202021027,2424797,0,179.6,48.02,165.61,55.26,5.64,1.94
150010202021028,10750577,0,34.38,9.19,31.7,10.58,1.08,0.37
150010202021029,1188921,0,0,0,0,0,0,0
150010202021030,1865313,0,1.4,0.38,1.29,0.43,0.04,0.02
150010202021031,60591995,75915,258.14,84.64,215.18,119.14,7.52,2.51
150010202021032,6544,0,0,0,0,0,0,0
150010202021033,7526554,0,21.09,6.93,17.56,9.76,0.61,0.2
150010202021034,82731356,0,1.32,0.43,1.1,0.61,0.04,0.01
150010202021035,59446498,0,13.18,4.33,10.97,6.1,0.38,0.13
150010202021036,20137,1047,0,0,0,0,0,0
150010202021037,3364357,0,49.01,12.91,43.06,15.61,2.55,0.77
150010202021038,218790,0,10.37,2.73,9.11,3.3,0.54,0.16
150010202021039,356760,0,0.52,0.14,0.46,0.17,0.03,0.01
150010202021040,62904081,0,22.15,5.49,19.18,7.67,0.56,0.27
150010202021041,48390652,0,79.42,19.68,68.77,27.52,2.03,0.97
150010202021042,29241242,0,49.71,12.32,43.04,17.22,1.27,0.61
150010202021043,1055899,0,0,0,0,0,0,0
150010202021044,3789108,0,0,0,0,0,0,0
150010202021045,375523,0,0.78,0.2,0.68,0.25,0.04,0.01
150010202021046,300725,0,9.08,2.39,7.97,2.89,0.47,0.14
150010202021047,428774,0,11.15,2.94,9.8,3.55,0.58,0.18
150010202021048,42049,0,0,0,0,0,0,0
150010202021049,153143,0,1.3,0.34,1.14,0.41,0.07,0.02
150010202021050,595486,0,11.67,3.07,10.25,3.72,0.61,0.18
150010202021051,1005876,0,14.52,3.82,12.76,4.63,0.76,0.23
150010202021052,1074069,0,43.56,11.47,38.27,13.88,2.27,0.69
150010202021053,201083,0,1.82,0.48,1.59,0.58,0.09,0.03
150010202021054,11726793,0,63.21,15.66,54.73,21.9,1.61,0.77
150010202021055,21261225,0,178.29,44.18,154.38,61.77,4.55,2.17
150010202021056,1270834,0,3.78,0.94,3.27,1.31,0.1,0.05
150010202021057,6600079,0,0,0,0,0,0,0
150010202021058,6736745,0,0,0,0,0,0,0
150010202021059,2743596,0,0,0,0,0,0,0
150010202021060,111336,0,0,0,0,0,0,0
150010202021061,499789,0,0,0,0,0,0,0
150010202021062,94669,0,21.07,5.22,18.24,7.3,0.54,0.26
150010202021063,36404,0,5.73,1.89,4.93,2.41,0.3,0.07
150010202021064,3484720,0,0,0,0,0,0,0
150010202021065,422,1148,1.56,0.41,1.37,0.5,0.08,0.02
150010202021066,4008936,0,1.62,0.4,1.4,0.56,0.04,0.02
150010202021067,77046,0,0,0,0,0,0,0
150010202021068,190238,0,6.74,1.78,5.92,2.15,0.35,0.11
150010202021069,66748,0,0,0,0,0,0,0
150010202022000,0,213226,35.38,8.48,32,9.98,1.56,0.53
150010202022001,0,233028,0,0,0,0,0,0
150010202022002,0,345996,0,0,0,0,0,0
150010202022003,0,142538,0,0,0,0,0,0
150010202022004,142944,2878,13.48,3.55,11.85,4.3,0.7,0.21
150010202022005,0,149240,0,0,0,0,0,0
150010202022006,0,84960,0,0,0,0,0,0
150010202022007,114837,0,72.35,19.06,63.56,23.05,3.77,1.14
150010202022008,1139614,0,5.96,1.57,5.24,1.9,0.31,0.09
150010202022009,135997,0,0,0,0,0,0,0
150010202022010,49654,0,0,0,0,0,0,0
150010202022011,39321,0,0,0,0,0,0,0
150010202022012,133694,0,0,0,0,0,0,0
150010202022013,150195,0,7.78,2.05,6.83,2.48,0.4,0.12
150010202022014,275538,0,34.75,9.15,30.53,11.07,1.81,0.55
150010202022015,8386,0,5.96,1.57,5.24,1.9,0.31,0.09
150010202022016,273962,0,0,0,0,0,0,0
150010202022017,188520,0,7.26,1.91,6.38,2.31,0.38,0.11
150010202022018,55840,0,0,0,0,0,0,0
150010202022019,559370,0,0,0,0,0,0,0
150010202022020,6008,0,1.82,0.48,1.59,0.58,0.09,0.03
150010202022021,38638,0,0,0,0,0,0,0
150010202022022,41057,0,0,0,0,0,0,0
150010202022023,5702,0,50.82,13.39,44.65,16.19,2.65,0.8
150010202022024,61396,0,0,0,0,0,0,0
150010202022025,148717,0,0,0,0,0,0,0
150010203001000,232852,0,16.14,4.31,14.88,4.96,0.51,0.17
150010203001001,238776,0,14.03,3.75,12.94,4.32,0.44,0.15
150010203001002,36600,0,0,0,0,0,0,0
150010203001003,33061,0,0.7,0.19,0.65,0.22,0.02,0.01
150010203001004,13224,0,0,0,0,0,0,0
150010203001005,905207,0,67.02,17.83,60.8,20.87,2.58,0.84
150010203001006,45782,0,0,0,0,0,0,0
150010203001007,31665,0,0,0,0,0,0,0
150010203001008,49423,0,7.02,1.88,6.47,2.16,0.22,0.08
150010203001009,103192,0,0,0,0,0,0,0
150010203001010,54682,0,9.82,2.63,9.06,3.02,0.31,0.11
150010203002000,49811,0,28.52,7.51,25.06,9.09,1.48,0.45
150010203002001,28545,0,3.63,0.96,3.19,1.16,0.19,0.06
150010203002002,31334,0,2.59,0.68,2.28,0.83,0.13,0.04
150010203002003,58906,0,0,0,0,0,0,0
150010203002004,0,261942,8.85,2.12,8,2.49,0.39,0.13
150010203002005,26190,0,0,0,0,0,0,0
150010203002006,22691,0,0,0,0,0,0,0
150010203002007,40162,12476,2.59,0.68,2.28,0.83,0.13,0.04
150010203002008,37649,0,0,0,0,0,0,0
150010203002009,21199,6506,0,0,0,0,0,0
150010203002010,0,207972,0,0,0,0,0,0
150010203003000,21230,0,0,0,0,0,0,0
150010203003001,452720,0,6.02,1.44,5.44,1.7,0.27,0.09
150010203003002,23522,0,0,0,0,0,0,0
150010203003003,8713,0,2.12,0.51,1.92,0.6,0.09,0.03
150010203003004,66560,0,34.68,8.31,31.36,9.78,1.53,0.52
150010203003005,67037,0,10.97,2.63,9.92,3.09,0.48,0.16
150010203003006,7994,0,0,0,0,0,0,0
150010203003007,38200,0,1.42,0.34,1.28,0.4,0.06,0.02
150010203003008,25448,0,4.6,1.1,4.16,1.3,0.2,0.07
150010203003009,10707,0,1.06,0.25,0.96,0.3,0.05,0.02
150010203003010,4799,0,0,0,0,0,0,0
150010203003011,2935,0,0.7,0.19,0.65,0.22,0.02,0.01
150010203003012,15893,0,3.51,0.94,3.23,1.08,0.11,0.04
150010203003013,7640,0,23.85,6.38,22,7.34,0.75,0.26
150010203003014,11554,0,0,0,0,0,0,0
150010203003015,17809,0,16.28,3.9,14.72,4.59,0.72,0.24
150010203003016,1134,0,5.66,1.36,5.12,1.6,0.25,0.08
150010203003017,39242,0,45.65,10.94,41.28,12.87,2.01,0.68
150010203003018,5970,0,0,0,0,0,0,0
150010203003019,12067,0,0,0,0,0,0,0
150010203003020,19024,0,0,0,0,0,0,0
150010203003021,9002,0,0,0,0,0,0,0
150010203003022,9766,0,0,0,0,0,0,0
150010203003023,9858,0,14.51,3.48,13.12,4.09,0.64,0.22
150010203003024,21675,0,4.95,1.19,4.48,1.4,0.22,0.07
150010203003025,15273,0,30.78,7.38,27.84,8.68,1.36,0.46
150010203003026,21656,0,0,0,0,0,0,0
150010203003027,57842,0,0,0,0,0,0,0
150010203003028,24014,0,1.42,0.34,1.28,0.4,0.06,0.02
150010203003029,26274,0,0.71,0.17,0.64,0.2,0.03,0.01
150010203003030,18573,0,0,0,0,0,0,0
150010203003031,3362,0,0,0,0,0,0,0
150010203003032,4532,0,13.45,3.22,12.16,3.79,0.59,0.2
150010203003033,9521,0,14.03,3.75,12.94,4.32,0.44,0.15
150010203003034,22053,0,3.18,0.76,2.88,0.9,0.14,0.05
150010203003035,19393,0,0,0,0,0,0,0
150010203003036,33370,0,28.06,7.5,25.88,8.63,0.88,0.3
150010203003037,34474,0,40.69,10.88,37.52,12.52,1.28,0.44
150010203003038,23731,0,18.94,5.06,17.47,5.83,0.6,0.2
150010203003039,10308,0,23.85,6.38,22,7.34,0.75,0.26
150010203003040,4089,0,0.71,0.17,0.64,0.2,0.03,0.01
150010204001000,106375,0,2.12,0.51,1.92,0.6,0.09,0.03
150010204001001,82855,0,0,0,0,0,0,0
150010204001002,47442,0,0,0,0,0,0,0
150010204001003,13451,0,497.86,119.36,450.24,140.39,21.96,7.42
150010204001004,13130,0,11.68,2.8,10.56,3.29,0.51,0.17
150010204001005,11183,0,0,0,0,0,0,0
150010204001006,10792,0,0,0,0,0,0,0
150010204001007,11015,0,5.66,1.36,5.12,1.6,0.25,0.08
150010204001008,57209,0,11.68,2.8,10.56,3.29,0.51,0.17
150010204001009,24350,0,0,0,0,0,0,0
150010204001010,34238,0,7.08,1.7,6.4,2,0.31,0.11
150010204001011,39228,0,8.14,1.95,7.36,2.29,0.36,0.12
150010204002000,18356,0,0,0,0,0,0,0
150010204002001,206316,0,0,0,0,0,0,0
150010204002002,24746,0,0,0,0,0,0,0
150010204002003,145847,0,19.11,4.58,17.28,5.39,0.84,0.28
150010204002004,298343,0,0,0,0,0,0,0
150010204002005,66211,0,0,0,0,0,0,0
150010204003000,10410,0,0,0,0,0,0,0
150010204003001,15874,0,0,0,0,0,0,0
150010204003002,27061,0,12.74,3.05,11.52,3.59,0.56,0.19
150010204003003,13793,0,9.91,2.38,8.96,2.79,0.44,0.15
150010204003004,73944,0,0,0,0,0,0,0
150010204003005,43543,0,0,0,0,0,0,0
150010204003006,93396,0,8.14,1.95,7.36,2.29,0.36,0.12
150010204003007,0,1989823,0,0,0,0,0,0
150010204003008,0,155070,0,0,0,0,0,0
150010204003009,48573,0,51.66,12.39,46.72,14.57,2.28,0.77
150010204003010,1538,0,0,0,0,0,0,0
150010204003011,176226,0,0.71,0.17,0.64,0.2,0.03,0.01
150010204003012,113655,0,0,0,0,0,0,0
150010204003013,598,587,0,0,0,0,0,0
150010204003014,0,36930,21.23,5.09,19.2,5.99,0.94,0.32
150010204003015,0,34774,21.23,5.09,19.2,5.99,0.94,0.32
150010204003016,132397,0,15.92,3.82,14.4,4.49,0.7,0.24
150010204003017,31443,0,2.48,0.59,2.24,0.7,0.11,0.04
150010204003018,46704,0,0,0,0,0,0,0
150010204003019,16811,0,7.43,1.78,6.72,2.1,0.33,0.11
150010204003020,50846,0,0,0,0,0,0,0
150010204003021,32649,0,0,0,0,0,0,0
150010204003022,173231,0,2.48,0.59,2.24,0.7,0.11,0.04
150010204003023,13106,0,2.48,0.59,2.24,0.7,0.11,0.04
150010204003024,2897,0,3.18,0.76,2.88,0.9,0.14,0.05
150010204003025,6995,0,1.42,0.34,1.28,0.4,0.06,0.02
150010204003026,10523,0,0,0,0,0,0,0
150010204003027,7567,0,0,0,0,0,0,0
150010204003028,41347,0,0,0,0,0,0,0
150010204003029,2324,0,0,0,0,0,0,0
150010204003030,33652,0,0,0,0,0,0,0
150010204003031,52682,0,0,0,0,0,0,0
150010204003032,13664,0,0,0,0,0,0,0
150010204003033,29726,0,0.71,0.17,0.64,0.2,0.03,0.01
150010204003034,13376,0,0,0,0,0,0,0
150010204003035,14447,0,0,0,0,0,0,0
150010204003036,75524,0,13.45,3.22,12.16,3.79,0.59,0.2
150010204003037,70419,0,0,0,0,0,0,0
150010205001000,11034,0,0,0,0,0,0,0
150010205001001,242159,0,17.46,5.07,14.69,6.79,0.72,0.21
150010205001002,65146,0,4,1.16,3.37,1.56,0.16,0.05
150010205001003,23082,0,5.82,1.69,4.9,2.26,0.24,0.07
150010205001004,79821,0,16.73,4.85,14.08,6.51,0.69,0.2
150010205001005,20654,0,0,0,0,0,0,0
150010205001006,314462,0,264.46,63.4,239.16,74.57,11.66,3.94
150010205001007,34867,0,36.45,8.74,32.96,10.28,1.61,0.54
150010205001008,0,25058,0,0,0,0,0,0
150010205001009,35103,0,0,0,0,0,0,0
150010205001010,0,71287,0,0,0,0,0,0
150010205001011,64916,0,10.13,2.43,9.16,2.86,0.45,0.15
150010205001012,49790,0,8.49,2.04,7.68,2.39,0.37,0.13
150010205001013,39114,0,1.45,0.42,1.22,0.57,0.06,0.02
150010205001014,39151,0,0,0,0,0,0,0
150010205001015,38459,0,0,0,0,0,0,0
150010205001016,27596,0,0,0,0,0,0,0
150010205001017,38246,0,0,0,0,0,0,0
150010205001018,38676,0,0,0,0,0,0,0
150010205001019,39139,0,0,0,0,0,0,0
150010205001020,38528,0,1.82,0.53,1.53,0.71,0.07,0.02
150010205002000,46841,0,66.93,19.42,56.31,26.04,2.74,0.8
150010205002001,21391,0,5.46,1.58,4.59,2.12,0.22,0.07
150010205002002,21531,0,0,0,0,0,0,0
150010205002003,43183,0,1.45,0.42,1.22,0.57,0.06,0.02
150010205002004,3156,0,0,0,0,0,0,0
150010205002005,7385,0,0,0,0,0,0,0
150010205002006,11264,0,0,0,0,0,0,0
150010205002007,40984,0,8.73,2.53,7.34,3.4,0.36,0.1
150010205002008,40487,0,0,0,0,0,0,0
150010205002009,8874,0,0,0,0,0,0,0
150010205002010,9101,0,0,0,0,0,0,0
150010205002011,31897,0,0,0,0,0,0,0
