GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PREGSTE,G16PRELJOH,G16HALDROC,G16HALRREI,G16HALGPER,G16HALLGES,G16GOVDCAR,G16GOVRBON,G16GOVGGRO,G16GOVLGOW,G16LTGDHAL,G16LTGRGUN,G16INSDNAV,G16INSRCRA
10001007-33,10,001,007-33,570.775948306749,527.7778698812033,16.815686794202396,47.7612073114483,554.4803098381861,498.73202262490605,31.936649656069182,19.35777269270581,606.3559626685583,504.23528129637754,9.893023892204486,13.48742108548877,619.2285357682078,486.819987586101,572.2259436152542,521.0295652298397
10001007-34,10,001,007-34,821.3436706949374,763.7885194029773,25.685723979174124,68.6518121202458,777.2370322222347,784.3160905599993,32.20909742791717,22.771424690273268,816.1865583882147,775.1740866314158,17.6222340882821,19.7406842848286,873.2546270974492,726.3472349415234,795.0354928749005,787.8061907566494
10001008-28,10,001,008-28,275.4161330592215,391.97953856702503,6.4546250868760815,22.3489947884302,275.2308149218349,358.0699324368705,10.173635051075436,12.956963854314258,325.01824672938864,334.8036474665589,6.028960175459144,5.928064813177577,352.02569656316865,298.93626641049724,307.03602691211967,335.6035696989822
10001008-32,10,001,008-32,17.414157268767102,21.365897539332487,0.2576109845428426,1.7082199370104276,17.074470676938475,20.4741448184613,1.0502197495106325,0.43110504188380566,17.710322842421,20.793724708188755,0.6064026206119586,0.3836517451012529,18.795397046035305,19.901620944452677,17.78076647228219,20.972179539664925
10001008-33,10,001,008-33,129.90849724002032,137.91955781513428,3.8460243063129793,11.78203895548875,128.52908509207182,130.1182718305844,7.103337454528639,4.805067274358788,139.1958562776579,130.9623155437466,3.2513477051180786,2.91112029524368,144.43128964471367,125.80298247851466,130.03364338361516,137.00289367090474
10001008-34,10,001,008-34,507.8408696055636,581.594294051234,9.901592833366843,44.77750167978705,491.4911508302702,582.3137378226179,20.684521385278707,21.925578989515724,517.265856588288,587.4398601867271,8.939311141241307,13.310051742596478,564.8042493886607,540.0274213421455,514.262127546961,577.6192133269407
10001009-08,10,001,009-08,304.47371986607203,374.8836447783593,9.628493003400507,31.282058075489694,316.88082585412684,336.3457224874376,14.813541077450672,16.181797663340806,360.67461920840907,317.62665157035804,9.688637074272258,9.06342490460363,389.52081445261814,295.45076211868917,355.0170726251473,320.45775171196294
10001009-28,10,001,009-28,96.9666419570052,90.54114158636027,1.7524091919940696,4.673091178650853,95.21423276501112,79.15048183839882,4.673091178650853,1.4603409933283915,100.763528539659,82.0711638250556,1.7524091919940696,0.8762045959970348,102.51593773165308,78.56634544106745,96.9666419570052,80.6108228317272
10001009-32,10,001,009-32,571.4391752516591,515.0365198659161,21.823943896964558,62.31720363420568,551.2831905521541,532.2296550473543,24.444055112202,22.510963641455145,589.6823906116853,521.5330024355774,11.194825746505396,16.624127125547815,619.3271228356342,501.0695134393177,566.2639887918274,532.8767242444072
10001009-34,10,001,009-34,96.69051878354205,119.32021466905188,1.7829457364341086,8.091830649970184,92.57602862254025,119.86881335718545,3.8401908169350025,4.388789505068575,97.5134168157424,121.78890876565295,1.6457960644007155,2.1943947525342873,107.1138938580799,111.0912343470483,96.41621943947526,119.86881335718545
10001010-08,10,001,010-08,312.32528670437955,264.4229751540197,10.937748039815904,33.419382222716685,322.6609569657525,235.85037757183994,17.617448150252514,12.153504524776116,350.62509625904846,225.51296717125587,10.32754961172095,8.50739516270291,382.8304621360161,204.24476928770045,347.60368648516305,235.2129169627705
10001010-28,10,001,010-28,60.67772626887928,22.878486953839733,1.9894336481599766,6.299873219173259,55.37256987378601,28.183643348933003,2.984150472239965,2.6525781975466356,56.03571442317268,27.520498799546342,1.3262890987733178,3.647295021626624,59.35143717010597,27.852071074239674,61.67244309295927,25.53106515138637
10001010-32,10,001,010-32,19.831919144638494,31.87272719674044,0.531212119945674,4.249696959565392,20.894343384529844,31.341515076794764,1.593636359837022,0.708282826594232,24.61282822414956,29.39373730366063,1.2394949465399059,0.88535353324279,27.623030237175048,26.560605997283698,22.842121157663982,32.226868610037556
10001010-34,10,001,010-34,139.0520496157308,457.33758486397556,9.23759453268859,32.85357910758819,157.64402440312648,428.91329749988057,16.53200283886794,9.133524519815506,186.10416519025554,421.8770397266579,9.757099662734136,6.580287180213193,247.9727958125568,358.73112174292856,173.50095254677925,430.76600512147974
10001011-08,10,001,011-08,25.17219589257504,21.303317535545023,0.8815165876777251,2.693522906793049,26.004739336492893,19.001579778830962,1.4202211690363349,0.9794628751974723,28.257503949447077,18.169036334913113,0.8325434439178515,0.6856240126382307,30.85308056872038,16.454976303317533,28.012638230647706,18.95260663507109
10001011-28,10,001,011-28,507,169,11,16,474.99999999999994,162,16,9,480,169,12,11,446,209,482,167
10001012-08,10,001,012-08,44.69679254233853,33.32425628342062,0.9734376079477154,3.2079527816543,44.24148232075498,30.225294884372165,1.584999009759625,1.3385134419373708,48.644348951496646,27.94795204473123,0.9860891953260654,0.903927339385314,49.265068464758954,28.090466057783978,49.2481316697295,27.80558495571553
10001012-28,10,001,012-28,196.1813479260447,97.83438164972524,3.053758759352739,13.025088525006415,184.45030455914133,95.36549373908099,7.699099156287001,4.364113770157896,192.9594572030238,95.2809244135822,5.370824559030931,4.212291659191835,190.08604589224652,101.21930328129011,198.27933882928957,94.60638318425069
10001013-28,10,001,013-28,112.16977022081356,149.00205454506278,1.8501792472347378,14.812891187449264,114.91437007608073,139.91869051803099,6.238678298073174,3.0148720615034055,135.30334221850308,129.3836620018789,4.389081524065551,2.67711286133172,146.1438552855653,116.84438490133554,125.24868503010782,138.70968337170225
10001014-28,10,001,014-28,788.5266036151838,539.0452126185407,22.99039919750702,56.65710241044647,787.4828834043304,498.9151577467459,29.38118411864282,32.699475157275394,822.8585131127938,513.4998873009729,15.383503539939923,21.119500678484446,816.6746915722516,510.56208443786693,813.5228082267203,515.0072453451127
10003001-01,10,003,001-01,681.2640951606431,68.12228754177605,8.006315319058857,12.017223597433246,663.2635210407287,64.11310162314498,13.008611798716624,9.012056518203272,649.2761516788464,65.10908278374389,13.006889438973298,5.0097600385455054,528.2721328394452,192.1217134218616,636.2681140000442,81.12056518203272
10003001-02,10,003,001-02,1171.0680423870608,21.926380368098158,7.973229224762967,8.969882877858337,1004.6268823201339,16.943112102621306,17.939765755716675,10.963190184049079,991.670384829894,20.929726715002786,9.966536530953709,4.9832682654768545,867.0886781929727,148.50139431121025,952.8008923591746,51.825989960959284
10003001-03,10,003,001-03,633,41,9,6,547,28,12,16,539,36,19,8,482,83,537,55
10003001-04,10,003,001-04,931.1400595998297,364.9595572584078,18.74116645381013,47.346104725415074,913.385270327799,374.82332907620264,14.795657726692209,16.76841209025117,1001.1728395061729,318.5998297147722,11.836526181353769,13.80928054491273,941.990208599404,354.1094082588335,919.3035334184759,374.82332907620264
10003001-05,10,003,001-05,1064.8139037433154,313.0561497326203,14.197860962566844,32.49465240641711,1041.536898395722,236.20534759358287,25.415508021390373,9.296791443850267,1046.8534759358288,246.22513368983957,20.35614973262032,9.17807486631016,1003.5171122994652,305.79893048128343,1089.2491978609626,227.24491978609626
10003001-06,10,003,001-06,470.56344480073295,296.9949610627577,14.46404031149794,19.28538708199725,453.20659642693545,270.9596885020614,20.249656436097116,12.535501603298213,467.67063673843336,263.2455336692625,21.213925790196978,10.606962895098489,470.56344480073295,282.5309207512597,478.27759963353185,270.9596885020614
10003001-07,10,003,001-07,659,465,25,50,640,409,34,32,685,422,25,17,682,424,715,391
10003001-08,10,003,001-08,319,599,12,46,343,549,22,14,408,522,8,9,464,487,475,455
10003001-09,10,003,001-09,455.1177347242921,632.5365126676602,17.35618479880775,42.42622950819673,490.7943368107303,555.397913561848,19.284649776453055,15.427719821162444,537.0774962742177,539.0059612518629,7.713859910581222,8.678092399403875,592.0387481371088,497.54396423248886,626.7511177347243,458.01043219076007
10003001-10,10,003,001-10,770.3092082216037,615.041150056369,16.047496512761064,50.039618855930854,738.619373125012,574.5815810090381,25.92810236877472,27.246957662690047,812.5853631505532,545.5529047585684,21.90180189935096,15.2143425838052,780.1669760065222,576.5135776205248,791.3664371564512,575.1021496678366
10003001-11,10,003,001-11,498,581,12,60,524,519,20,23,596,480,12,23,640,470,628,457
10003001-12,10,003,001-12,731,448,20,66,708,481,27,27,788,433,20,18,761,464,736,495
10003001-13,10,003,001-13,641.0713629621522,468.5626232614458,16.10327682475073,50.10327682475073,675.0713629621521,385.27973456756337,27.152670088761948,26.089805934565852,674.1746397869028,419.29320545774823,19.089805934565852,18.062864154196095,686.1342271163483,411.41893376614047,737.3901740298609,377.1899286329975
10003001-15,10,003,001-15,680.6066749605235,577.4458966500752,15.643754366064242,54.46409111305365,702.1021557810376,481.74820526158,32.421661631275136,34.63195586215154,768.9818064251997,466.3955430027888,21.029757476365404,24.847199488305424,813.1619893750502,440.359128876456,853.283376237218,409.80227868830934
10003001-16,10,003,001-16,693.3962183908046,366.710262835249,14.858105363984674,39.60094061302682,701.0706601532568,284.5142900383142,27.83849846743295,22.081319540229885,741.1057482758621,267.7784724137931,18.923635249042146,18.98565632183908,699.0913762452108,317.86188314176246,776.1674609195402,262.74307586206896
10003001-17,10,003,001-17,491.1991669457652,238.75372551071683,18.559566580689754,24.863034009582595,497.368508048888,190.1609158309251,26.16144899112604,18.885261933834634,507.80752295613604,188.96007704538914,24.85366986469353,13.703775917521323,512.0197398585661,211.0907451502655,543.0041645313172,190.88256863158747
10003001-18,10,003,001-18,782.2614712308813,321.8215586307356,27.561544064093226,33.23597960670065,761.9956300072834,267.5091041514931,29.182811361981063,18.644573925710123,778.2083029861617,273.99417334304445,21.07647487254188,12.970138383102695,775.7764020393299,290.2068463219228,801.7166788055354,262.64530225782954
10003001-19,10,003,001-19,669.6626697918248,432.25319065602815,24.150333140006367,38.29104548744402,676.816602472924,357.7733156485104,21.1455293486183,20.129887304573796,726.2050469265578,352.67231714122784,20.132295805164116,15.08899563370866,684.0895974157334,380.81783328005355,751.5033179157728,330.2658089331668
10003001-21,10,003,001-21,334,257,9,24,325,262,11,13,358.00000000000006,248.00000000000003,8,8,352,251,362,242.00000000000003
10003001-22,10,003,001-22,721.7871148459384,639.6106442577031,16.10924369747899,40.53221288515406,682.719887955182,663.9103641456583,28.971988795518207,19.602240896358545,766.3333333333334,612.1316526610644,17.478991596638654,12.109243697478991,758.6078431372549,620.3781512605042,815.9355742296918,567.6526610644258
10003001-23,10,003,001-23,144,43,7,8,128,44,8,2,131,39,9,3,134,43,134,43
10003001-24,10,003,001-24,726,491,15,64,718,425,36,38,754,432,21,21,765,457,821,392
10003001-25,10,003,001-25,627.4830229314263,189.2583909096342,26.786236590630374,33.523224556865365,606.0680827365802,204.72175584909496,24.344992879529546,14.846131810387222,612.6239625061057,198.4495512019032,27.100401674970275,10.308299434531529,623.3489939506017,215.5317928721424,633.2645870297083,199.08434567804963
10003001-26,10,003,001-26,618,396,15,47.99999999999999,634,352,21,31,655,356,17,21,668,371,696,344
10003001-27,10,003,001-27,1085,525,43,76,1074,526,30,25,1131,481,31,24,1157,510,1222,430
10003002-01,10,003,002-01,1180,45,16,8,1111,40,14,7,1060,54,16,8,930,171,1047,58
10003002-02,10,003,002-02,290.04756756756757,9.187027027027026,2.6248648648648647,0.6562162162162162,266.4237837837838,5.905945945945946,1.3124324324324323,0.6562162162162162,257.892972972973,7.218378378378378,1.3124324324324323,1.3124324324324323,221.80108108108107,36.748108108108106,254.61189189189187,11.155675675675676
10003002-03,10,003,002-03,816.3935321153863,251.26376344555098,18.6578258784848,30.29379457403826,817.4778089792089,188.0811215483326,23.48123034093791,15.674086222513937,840.9291403273139,189.92078635481482,14.769203315689314,8.861521989413589,812.2877034809252,210.0893881186189,852.8043009655313,178.43431262342637
10003002-04,10,003,002-04,697.8695030496331,458.7286277254344,8.233890050501476,53.39696347566487,674.7087148264792,501.6414760032095,16.144287318161936,8.196476450291366,758.4774694058041,436.20677290468154,14.106604348291754,4.176214114489261,680.0392111779147,510.34546825665063,667.8121078284669,520.5519007757051
10003002-05,10,003,002-05,486.1860962566845,200.94385026737967,9.802139037433154,24.505347593582886,472.46310160427805,158.7946524064171,20.584491978609627,14.703208556149733,488.1465240641711,159.77486631016043,17.64385026737968,8.82192513368984,471.4828877005348,188.20106951871657,507.75080213903743,160.75508021390374
10003002-06,10,003,002-06,703,522,16,45,659,553,19,16,720,525,15,7,701,523,702,530
10003002-07,10,003,002-07,837,478,18,64,768,512,26,31.000000000000004,848,482,16,19,822,506,839,501
10003002-08,10,003,002-08,866.6775440560701,583.6022304837036,22.84270897022405,40.3742210266522,842.4959904631215,532.1174578054695,28.026397029238364,15.598879997586037,909.2088914554421,495.0810666617499,25.36798742870929,11.595897096302485,937.8233472427681,507.81589929805523,915.0341819473582,503.05817876390864
10003002-09,10,003,002-09,291.6042094455852,214.14271047227925,6.873716632443532,22.4717659137577,285.78798767967146,208.59086242299793,5.551848049281314,7.666837782340862,309.31724845995893,199.86652977412732,3.436858316221766,5.287474332648871,303.7654004106776,206.4758726899384,318.305954825462,189.29158110882958
10003002-10,10,003,002-10,573.1819160387513,372.9020452099031,26.703982777179764,38.14854682454252,548.3853606027988,370.04090419806244,27.657696447793324,14.305705059203445,593.2099031216362,359.5500538213132,25.7502691065662,9.53713670613563,614.1916038751345,349.05920344456405,601.7933261571583,360.5037674919268
10003002-11,10,003,002-11,774,491,21,50,764,463,27,18,837,441,16,15,860,430,877,384
10003002-12,10,003,002-12,570,348,18,50,548,369,14,25,585,346,18,16,578,357,595,345
10003002-13,10,003,002-13,461,317,11,38,482,251,31,19,504,246,15,20,517,249,539,241
10003002-15,10,003,002-15,921.8644880203808,651.7831082868422,8.969492315873975,45.8440718366892,922.8610982777001,613.9119185087076,14.94915385978996,11.959323087831967,934.8204213655321,614.908528766027,17.93898463174795,11.959323087831967,953.7560162545994,588.000051818405,1022.5221240096332,539.1661492097578
10003002-16,10,003,002-16,805.6918413612099,112.95732687934934,6.868875260698692,11.943753084697093,742.5439333847216,79.13186815582212,15.319944864233902,8.578151459853473,737.4266949419505,85.02961361531834,6.8582851060055035,11.089114985119704,676.757980026649,157.52558991369193,740.6334442463963,92.03616088702849
10003002-17,10,003,002-17,1385.430737062206,198.62101411395713,13.765812859383168,17.698902247778356,1313.6518557239938,157.32357553580763,22.615263983272346,13.765812859383168,1302.835859905907,163.2232096184004,18.682174594877157,10.815995818086774,1177.9602718243596,304.81442760062725,1327.4176685833768,165.189754312598
10003002-18,10,003,002-18,544.8972222222222,243.79537037037036,14.569444444444445,33.995370370370374,539.0694444444445,230.19722222222222,18.45462962962963,20.397222222222222,551.6962962962963,231.16851851851854,11.655555555555555,13.598148148148148,555.5814814814815,235.05370370370372,591.5194444444444,205.9148148148148
10003002-19,10,003,002-19,465.47822749270887,322.8636216226023,14.855688111469432,28.720997015507567,481.3242948116096,276.31579887333146,13.865308904038136,12.874929696606841,520.9394631088614,264.4312483841559,12.874929696606841,8.913412866881659,509.05491261968587,279.2869364956253,549.660460124369,224.81608008690407
10003002-21,10,003,002-21,519,453,27,30,562,348,26,14,616,352,13,7,613,346,643,322
10003002-22,10,003,002-22,500,410,12,51,486,440,11,7,554,404,15,5,511,434,554,404
10003002-23,10,003,002-23,722.2164846077458,390.38728897715987,25.096325719960277,71.57100297914597,696.1906653426017,441.50943396226415,29.743793445878847,21.37835153922542,741.7358490566038,425.708043694141,16.730883813306853,18.589870903674278,767.7616683217477,415.4836146971202,796.5759682224428,388.52830188679246
10003002-24,10,003,002-24,715.32030651341,345.75402298850577,17.144827586206898,40.00459770114942,689.6030651340997,297.1770114942529,24.764750957854407,25.717241379310344,708.6528735632183,305.7494252873563,22.859770114942528,25.717241379310344,716.2727969348659,313.36934865900383,764.8498084291188,280.03218390804597
10003002-25,10,003,002-25,608.7665760869565,381.47228260869565,15.077717391304347,51.08967391304348,592.6948369565217,398.5320652173913,17.068749999999998,18.038858695652173,629.7097826086956,394.5111413043478,15.077717391304347,9.026902173913044,647.7336956521739,391.5649456521739,664.760597826087,360.52010869565214
10003002-26,10,003,002-26,606,189,10,19,574,169,23,5,588,166,16,5,574,199,602,170
10003002-27,10,003,002-27,543,347,14,33,543,308,21,15,577,295,20,14,589,307,631,263
10003003-01,10,003,003-01,765,19,4,1,721,19,8,5,681,24,8,6,588,140,691,35
10003003-02,10,003,003-02,156,23,8,8,149,31,5,5,151,35,5,1,148,42,149,39
10003003-03,10,003,003-03,399,24,6,7,361,29.999999999999996,5,7,340,36,6,6,316,64,340,41
10003003-04,10,003,003-04,824,380,11,54,813,405,13,12,905,349,9,8,863,376,829,393
10003003-05,10,003,003-05,656,140.99999999999997,13,14.999999999999998,636.9999999999999,116.99999999999999,9,13.999999999999998,645,122.99999999999999,5.999999999999999,9,613,161,654,118
10003003-06,10,003,003-06,185,109,4,13,172,129,4,1,188,114,7,2,183,125,177,126.00000000000001
10003003-07,10,003,003-07,672,414,11,44,623,401,16,44,689,383,19,18,657,423,680,408
10003003-08,10,003,003-08,593.3837847093405,375.2279815073771,17.45246425615707,31.02660312205702,603.0795981849833,335.47514625724153,21.3307896464142,11.634976170771381,622.4712251362689,336.4447276048058,3.8783253902571273,14.543720213464228,666.1023857766617,318.99226334864875,669.0111298193544,304.4485431351845
10003003-09,10,003,003-09,775.3515452029807,717.7240669967084,25.075061070026933,68.2835219003623,784.2332621627837,688.1739947308455,24.044609854550863,28.02424102208862,856.7485010523826,640.9658250784888,14.281038421824794,22.497249569796722,901.5199816735955,629.614091081723,953.5852634996737,563.5120715840783
10003003-10,10,003,003-10,567,461,11,32,540,428,20,13,575,422,17,12,573,430,589,404
10003003-11,10,003,003-11,289.9950186388339,863.9851589791466,14.999742343387963,52.999089613304136,341.99412542924557,762.986893867001,27.99951904099086,21.999622103635676,422.99273408354054,715.9877011910521,13.99975952049543,13.99975952049543,538.9907415390741,617.9893845475841,454.9921844161015,679.988319566921
10003003-12,10,003,003-12,513,328,18,44,503,325,13,24,555,307,14,14,543,318,535,325
10003003-13,10,003,003-13,294.4505285985362,49.5792897804283,3.935212794795337,3.9078341013824884,279.46055841691515,33.31471943616156,3.3841149362970993,4.010029818378964,286.5828137706696,32.02548116020602,1.0848468419625914,2.673353212252643,259.5353754404988,56.147736513960425,284.4806180536731,35.61398753049607
10003003-15,10,003,003-15,932,413,24,27,914,370,23,19,917,398,18,11,891,425,977,355
10003003-16,10,003,003-16,1049.412837908525,51.5955626276392,11.123628015494615,7.018329594650826,995.3762004850021,40.75731836910819,5.525229731712126,8.474791526555043,966.8236557650586,48.63822274832781,9.16027823963359,2.83667532331888,864.3323560952184,160.05013857028894,964.5748149222353,52.664192640262854
10003003-17,10,003,003-17,917,276,24,25,916,230,15,20,920,231,13,14,849,323,971,205
10003003-18,10,003,003-18,443,173,11,23,430.99999999999994,156,14,13,438,153,14.999999999999998,8,408,202,449.99999999999994,162
10003003-19,10,003,003-19,545.7860754570206,504.30299494360173,23.1073512252042,38.3220536756126,579.9202644885258,423.49786075457024,34.107351225204205,16.214702450408403,639.3049397121742,403.47996888370284,25.089459354336835,12.178918708673669,635.8844807467912,413.7751847530144,688.6091015169195,369.1847530143913
10003003-21,10,003,003-21,661.8007566204287,604.1664564943253,24.84237074401009,51.67213114754099,666.7692307692307,549.5132408575032,32.791929382093315,22.854981084489282,712.4791929382094,549.5132408575032,23.848675914249686,15.899117276166457,713.4728877679697,546.532156368222,780.0504413619168,488.89785624211856
10003003-22,10,003,003-22,599,523,14,43,554,567,15,13,628,515,12,12,629,504,656,490
10003003-23,10,003,003-23,569,349,23,48,562,347,22,19,593,338,19,18,608,343,626,318
10003003-24,10,003,003-24,501.9417928251999,349.36944493421737,12.665032756585775,25.956618113777566,502.3856345477284,297.6300274553576,23.036244261716117,9.958979981116489,514.5756596800459,309.44436968952454,20.863401299467935,8.792866252691754,539.3356794767078,299.86667623055854,544.1591710417323,291.90632684132174
10003003-25,10,003,003-25,650,273,40,52,642,281,38,22,645,290,35,17,665,302,694,272
10003003-26,10,003,003-26,543.8518518518518,247.19753086419752,12.37037037037037,34.864197530864196,546.7037037037037,220.85185185185185,18.469135802469136,18.51851851851852,554.0246913580246,229.87654320987653,8.296296296296296,12.345679012345679,557.1234567901234,240.9753086419753,600.0370370370371,201.23456790123456
10003003-27,10,003,003-27,435.70866141732284,198.4488188976378,10.251968503937007,27.094488188976378,434.9763779527559,174.28346456692913,12.448818897637796,13.181102362204724,436.4409448818898,177.9448818897638,13.913385826771654,9.51968503937008,442.2992125984252,198.4488188976378,468.6614173228346,158.90551181102362
10003004-01,10,003,004-01,1013,45,13,12,954,36,11,6,914,42,10,9,844,118,898,57
10003004-02,10,003,004-02,38.79754601226994,14.45398773006135,0,0.7607361963190185,34.99386503067485,16.736196319018404,0.7607361963190185,2.2822085889570554,34.99386503067485,13.69325153374233,3.042944785276074,1.521472392638037,37.2760736196319,15.975460122699387,34.99386503067485,19.01840490797546
10003004-03,10,003,004-03,821,37,6,2,686,27,14,5,679,32,7,6,599,100,658,43
10003004-04,10,003,004-04,422,98,11,14,383,99,9,10,383,91,8,8,361,113,386,98
10003004-05,10,003,004-05,826.9999999999999,134,19,12,784,101,17,12.999999999999998,766,120,17,15,756,156,788,119
10003004-06,10,003,004-06,594,279,18,36,599,279,19,9,603,285,23,6,615,285,629,275
10003004-07,10,003,004-07,1066,476,28,52,1055,412,31,33,1065,416,26.999999999999996,31,1068,444,1094,425
10003004-08,10,003,004-08,762.6475796930342,186.97166469893745,18.697166469893745,25.58559622195986,732.141676505313,171.2266824085006,22.633412042502954,14.760920897284533,740.0141676505314,166.3063754427391,15.744982290436836,8.856552538370721,755.7591499409681,184.01948051948054,762.6475796930342,165.3223140495868
10003004-09,10,003,004-09,337.63071776155715,399.82670316301704,8.34970600162206,34.40743106244931,341.36320965125714,399.37531427412813,11.189699918896999,6.293876723438768,379.38702351987024,374.83175182481756,8.169150446066505,5.202767639902676,392.1372769667478,367.50093268450934,402.14559002433094,357.1134529602595
10003004-10,10,003,004-10,859,392,17,44,824,365,19,23,862,349,19,18,834,384,862,363
10003004-11,10,003,004-11,299.8799936858995,427.7974469661581,10.995510806536279,30.987797585581657,319.8701790016369,376.82209089397384,9.997246657759339,12.994560860059645,368.8465900934632,353.8336457174475,5.998305965389445,8.996250606682123,400.83359748631034,331.8427291775403,394.83098352113973,324.8521482338015
10003004-12,10,003,004-12,460,415,7,31.000000000000004,417,475.00000000000006,2,6,454,442.00000000000006,5,5,411,475.00000000000006,401.00000000000006,485.00000000000006
10003004-13,10,003,004-13,619.9482916741231,490.27337002042685,20.168730413424065,40.33746082684813,666.9482916741231,418.49721011867615,17.30371474416332,19.134984330739254,708.0495299221776,382.9021631108939,23.20247649610888,18.067492165369625,698.0495299221776,412.93590919357877,766.5894672451345,347.29473362256726
10003004-15,10,003,004-15,506.99637959796894,305.997814905283,15.999885746681466,35.9997429300333,530.9962082179911,283.99797200359603,14.999892887513875,7.999942873340733,551.9960582605106,266.99809339774697,12.999907169178691,7.999942873340733,557.9960154155161,277.99801484859046,583.9958297538735,250.9982076510655
10003004-16,10,003,004-16,356.3402371887779,140.88142437775122,4.584288322529255,11.867181134639054,339.95464114414693,102.84020622132246,10.176379191454124,10.82689827328281,357.83707002481515,99.26372044518882,7.5102550168342095,8.128293783702265,353.0578998125221,108.52973803512923,373.5739725528496,97.08480099497837
10003004-17,10,003,004-17,539.1427881130708,327.9623097366514,11.678183136023193,36.98091326407345,537.196424257067,304.605943464605,23.356366272046387,16.54409277603286,592.667794153177,275.410485624547,21.410002416042524,10.705001208021262,574.1773375211404,308.49867117661273,612.1314327132158,279.30321333655473
10003004-18,10,003,004-18,1029.8122869455274,369.37107381577937,18.755844942830727,39.02337977132291,990.0597819700286,348.6118889056168,19.25751492649665,22.755844942830727,1049.0664619046922,318.86272389744977,16.006679934663687,16.254174959164803,986.5581119863626,386.3744137831112,1057.0631219373604,312.36773384844753
10003004-19,10,003,004-19,630,468,24,42,626,413,28,17,656,412,21,13,657,415,698,384
10003004-21,10,003,004-21,705,313,19,53,648,337,28,22,674,340,25,21,686,338,709,327
10003004-22,10,003,004-22,482.2128851540616,445.3893557422969,7.890756302521009,46.46778711484594,453.28011204481794,483.08963585434174,14.028011204481793,11.397759103641457,521.6666666666666,434.86834733893556,10.521008403361344,7.890756302521009,509.3921568627451,436.6218487394958,533.0644257703082,424.3473389355742
10003004-23,10,003,004-23,929,432,34,54,899,454,26,23,940,445,26,13,962,440,949,440
10003004-24,10,003,004-24,464.67969348659005,155.24597701149426,13.855172413793104,19.995402298850575,439.3969348659004,140.82298850574713,17.235249042145593,5.2827586206896555,447.3471264367816,144.25057471264367,10.140229885057472,5.2827586206896555,437.7272030651341,158.63065134099617,469.1501915708812,122.96781609195402
10003004-25,10,003,004-25,390.44332902131947,323.89959943452374,8.819048499454855,36.87965736135667,416.09874283791544,278.2008935737123,14.431170271835217,19.241560362446958,432.1333764732879,285.41647870962987,12.025975226529349,13.629438590066595,460.1939853351897,276.597430210175,469.8147655164132,261.36452825657113
10003004-26,10,003,004-26,802,351,12,44,784,320,14,22,836,293,15,14,778,359,838,288
10003004-27,10,003,004-27,883.2913385826771,549.5511811023622,25.748031496062993,59.90551181102362,886.0236220472441,496.7165354330709,33.55118110236221,27.818897637795274,906.5590551181102,507.0551181102362,27.086614173228348,17.480314960629922,942.7007874015749,502.5511811023622,985.3385826771654,457.09448818897636
10003005-01,10,003,005-01,1004.1928913382673,175.85782728609638,26.02494349568839,37.49619560260104,946.9121498150469,184.79899860156945,37.299318758826836,11.752902870500408,944.3558260573482,177.5001458468039,27.013924685078404,10.493032947959973,891.6945066030494,240.5696633618164,923.8904937223823,202.60636524011673
10003005-02,10,003,005-02,576.4807838461691,68.62866474359156,5.882456978022133,14.706142445055333,533.3427660073401,48.04006532051409,6.862866474359155,12.745323452381289,538.2448134890252,56.86375078754729,9.804094963370222,3.921637985348089,493.14597665752217,113.72750157509458,556.8725939194286,55.883341291210265
10003005-03,10,003,005-03,71,3,2,1,68,2,0,0,61,3,2,0,56,13,54,8
10003005-04,10,003,005-04,157,19,5,5,144,21,3,4,130,24,9,3,133,32,144,24
10003005-05,10,003,005-05,809.0000000000001,109,13,20,768,88,12,12,756,98,15,7,720,155,765,98
10003005-06,10,003,005-06,786.3255503669112,242.7518345563709,18.087391594396266,32.36691127418279,785.3735823882588,232.28018679119413,25.703135423615745,9.51967978652435,794.8932621747832,235.13609072715144,14.279519679786524,7.61574382921948,765.3822548365578,270.3589059372915,794.8932621747832,249.41561040693796
10003005-07,10,003,005-07,489,113,30,17,483,120,23,8,491,123,25,7,502,117,524,107
10003005-08,10,003,005-08,1132.1284840244732,520.7600271923861,26.705642420122366,60.08769544527532,1129.2671651937458,510.26852481305235,20.983004758667573,20.029231815091773,1171.233174711081,471.1638341264446,12.399048266485385,12.399048266485385,1174.0944935418083,512.1760707002039,1205.5690006798097,446.36573759347385
10003005-09,10,003,005-09,836.3206589721549,917.2076409692313,28.44130385899858,73.62105000959464,833.3379337883595,894.9967667774439,26.334496133442766,24.176425407342407,934.8336360157593,833.6376017756738,19.740464085554017,18.417577567119178,987.2247046256231,809.738098654522,1010.4844793241516,769.7663946095581
10003005-10,10,003,005-10,638,492,16,56,595,538,16,22,674,477,13,15,632,519,656,495
10003005-12,10,003,005-12,746,546,14,55,685,640,14,13,814,538,15,6,738,607,699,642
10003005-13,10,003,005-13,624.6471320862455,361.3411685932315,16.02029118921857,39.043447970975016,624.6711121857126,269.25547947353067,42.03367204430695,20.022521331733298,650.6955199634842,285.269080235205,30.025918488435035,15.015111472337784,645.6864712378311,305.2853189136676,713.7243239484882,249.2553556836403
